id,margin,ford,carter,other,hex_color
20147,28.65%, 63.05%, 34.39%, 2.56%,a00657
20149,19.79%, 59.06%, 39.27%, 1.66%,960464
20151,2.47%, 50.04%, 47.57%, 2.39%,7f0679
20153,11.50%, 53.87%, 42.37%, 3.75%,89096c
20155,12.85%, 42.29%, 55.14%, 2.56%,6b068c
20157,16.95%, 57.44%, 40.49%, 2.08%,920567
20159,8.19%, 44.82%, 53.01%, 2.17%,720587
20161,17.97%, 57.45%, 39.47%, 0.70%,920164
20163,8.03%, 53.04%, 45.01%, 1.94%,870472
20165,7.32%, 45.33%, 52.65%, 2.01%,730586
20167,36.67%, 67.79%, 31.12%, 1.09%,ac024f
20169,13.64%, 55.79%, 42.15%, 2.05%,8e056b
20171,12.64%, 54.74%, 42.10%, 3.16%,8b086b
20173,4.24%, 50.74%, 46.49%, 2.77%,810776
20175,30.22%, 64.19%, 33.96%, 1.85%,a30456
20177,12.65%, 55.07%, 42.42%, 2.51%,8c066c
20179,2.64%, 49.15%, 46.51%, 1.52%,7d0376
20181,2.94%, 50.15%, 47.21%, 2.64%,7f0678
20183,19.67%, 58.47%, 38.80%, 2.74%,950662
20185,7.24%, 45.22%, 52.47%, 2.31%,730585
20187,2.02%, 49.04%, 47.02%, 3.94%,7d0a77
20189,16.37%, 57.23%, 40.86%, 1.90%,910468
20191,7.16%, 44.92%, 52.08%, 3.00%,720784
20193,10.66%, 53.94%, 43.28%, 2.79%,89076e
20195,1.06%, 49.56%, 48.50%, 1.93%,7e047b
20197,17.00%, 57.58%, 40.59%, 1.83%,920467
20199,10.03%, 52.77%, 42.74%, 1.67%,86046c
20201,23.24%, 60.36%, 37.12%, 2.52%,99065e
20203,1.70%, 47.90%, 49.60%, 2.50%,7a067e
20205,13.18%, 55.67%, 42.49%, 1.85%,8d046c
20207,9.80%, 54.09%, 44.29%, 1.62%,890470
20209,22.92%, 36.99%, 59.91%, 3.09%,5e0798
21001,14.82%, 56.82%, 42.00%, 1.19%,90036b
21003,5.80%, 52.49%, 46.69%, 0.82%,850277
21005,17.09%, 40.71%, 57.79%, 1.50%,670393
21007,58.08%, 17.57%, 75.66%, 0.92%,2c02c0
21009,21.30%, 38.86%, 60.16%, 0.98%,630299
21011,38.26%, 30.54%, 68.80%, 0.65%,4d01af
21013,2.38%, 48.03%, 50.41%, 1.56%,7a0380
21015,0.00%, 49.21%, 49.21%, 1.59%,7d047d
21017,21.07%, 38.28%, 59.35%, 2.37%,610697
21019,9.99%, 44.51%, 54.50%, 0.99%,71028a
21021,7.58%, 45.58%, 53.16%, 1.26%,740387
21023,27.98%, 35.23%, 63.21%, 1.56%,5903a1
21025,55.29%, 22.16%, 77.45%, 0.39%,3800c5
21027,10.62%, 44.15%, 54.77%, 1.08%,70028b
21029,20.93%, 38.40%, 59.33%, 2.27%,610597
21031,19.47%, 59.36%, 39.89%, 0.75%,970165
21033,24.66%, 36.91%, 61.56%, 1.53%,5e039c
21035,43.19%, 27.56%, 70.75%, 1.69%,4604b4
21037,11.71%, 54.81%, 43.10%, 2.08%,8b056d
21039,63.11%, 17.71%, 80.82%, 1.47%,2d03ce
21041,46.34%, 26.30%, 72.64%, 1.06%,4302b9
21043,10.23%, 44.65%, 54.89%, 0.46%,71018b
21045,35.31%, 67.15%, 31.84%, 1.01%,ab0251
21047,22.31%, 38.44%, 60.75%, 0.81%,62029a
21049,18.81%, 40.09%, 58.90%, 1.02%,660296
21051,37.07%, 68.44%, 31.37%, 0.19%,ae004f
21053,40.34%, 69.46%, 29.12%, 1.42%,b1034a
21055,3.55%, 47.61%, 51.16%, 1.22%,790382
21057,31.66%, 65.41%, 33.76%, 0.83%,a60256
21059,4.69%, 46.72%, 51.41%, 1.87%,770483
21061,16.36%, 57.93%, 41.57%, 0.50%,93016a
21063,62.25%, 18.49%, 80.74%, 0.77%,2f01cd
21065,5.01%, 52.16%, 47.15%, 0.70%,850178
21067,11.01%, 54.12%, 43.10%, 2.78%,8a076d
21069,16.82%, 41.35%, 58.17%, 0.48%,690194
21071,52.82%, 23.31%, 76.13%, 0.56%,3b01c2
21073,30.04%, 33.67%, 63.71%, 2.62%,5506a2
21075,37.75%, 30.55%, 68.30%, 1.15%,4d02ae
21077,44.86%, 26.86%, 71.72%, 1.42%,4403b6
21079,3.96%, 51.28%, 47.32%, 1.40%,820378
21081,30.93%, 33.35%, 64.28%, 2.37%,5506a3
21083,46.59%, 25.72%, 72.32%, 1.96%,4104b8
21085,8.75%, 53.87%, 45.13%, 1.00%,890273
21087,6.90%, 53.04%, 46.14%, 0.82%,870275
21089,15.13%, 42.14%, 57.27%, 0.59%,6b0192
21091,15.94%, 40.92%, 56.86%, 2.22%,680590
21093,6.66%, 45.87%, 52.53%, 1.60%,740485
21095,22.29%, 38.51%, 60.80%, 0.68%,62019b
21097,30.10%, 34.43%, 64.53%, 1.04%,5702a4
21099,22.43%, 38.39%, 60.81%, 0.80%,61029b
21101,31.88%, 33.45%, 65.32%, 1.23%,5503a6
21103,42.49%, 28.25%, 70.73%, 1.02%,4802b4
21105,53.39%, 21.54%, 74.93%, 0.33%,3600bf
21107,20.28%, 39.38%, 59.65%, 0.97%,640298
21109,60.18%, 79.80%, 19.62%, 0.58%,cb0132
21111,2.90%, 50.21%, 47.31%, 2.49%,800678
21113,4.76%, 51.32%, 46.55%, 2.13%,820576
21115,13.99%, 56.64%, 42.65%, 0.71%,90016c
21117,7.81%, 52.99%, 45.18%, 1.82%,870473
21119,65.76%, 16.65%, 82.40%, 0.95%,2a02d2
21121,14.88%, 56.93%, 42.05%, 1.02%,91026b
21123,21.83%, 38.55%, 60.38%, 1.07%,620299
21125,23.56%, 61.41%, 37.85%, 0.73%,9c0160
21127,13.17%, 42.91%, 56.08%, 1.00%,6d028f
21129,13.97%, 56.54%, 42.57%, 0.90%,90026c
21131,43.48%, 71.52%, 28.04%, 0.44%,b60147
21133,18.95%, 40.29%, 59.24%, 0.46%,660197
21135,10.48%, 55.01%, 44.53%, 0.46%,8c0171
21137,8.51%, 45.47%, 53.97%, 0.56%,730189
21139,47.41%, 25.71%, 73.12%, 1.17%,4102ba
21141,32.75%, 32.89%, 65.64%, 1.48%,5303a7
21143,45.97%, 26.34%, 72.31%, 1.35%,4303b8
21145,35.08%, 30.84%, 65.92%, 0.88%,4e02a8
21147,28.10%, 63.63%, 35.53%, 0.84%,a2025a
21149,31.56%, 33.73%, 65.29%, 0.97%,5602a6
21151,5.09%, 46.63%, 51.71%, 1.66%,760483
21153,15.44%, 42.06%, 57.49%, 0.45%,6b0192
21155,33.77%, 32.38%, 66.14%, 1.48%,5203a8
21157,45.02%, 26.82%, 71.83%, 1.35%,4403b7
21159,24.99%, 62.12%, 37.12%, 0.76%,9e015e
21161,14.46%, 42.12%, 56.58%, 1.30%,6b0390
21163,26.19%, 36.05%, 62.24%, 1.71%,5b049e
21165,54.35%, 22.42%, 76.77%, 0.81%,3902c3
21167,16.02%, 40.91%, 56.94%, 2.15%,680591
21169,15.95%, 41.52%, 57.47%, 1.01%,690292
21171,40.46%, 69.91%, 29.45%, 0.65%,b2014b
21173,21.19%, 38.82%, 60.01%, 1.17%,620299
21175,49.37%, 24.97%, 74.34%, 0.69%,3f01bd
21177,24.16%, 37.49%, 61.65%, 0.86%,5f029d
21179,21.99%, 37.37%, 59.36%, 3.28%,5f0897
21181,35.49%, 31.03%, 66.53%, 2.44%,4f06a9
21183,3.49%, 51.30%, 47.81%, 0.89%,820279
21185,13.21%, 55.72%, 42.51%, 1.76%,8e046c
21187,54.28%, 22.16%, 76.43%, 1.41%,3803c2
21189,54.72%, 77.03%, 22.31%, 0.66%,c40138
21191,26.76%, 35.89%, 62.65%, 1.46%,5b039f
21193,11.85%, 43.83%, 55.68%, 0.48%,6f018d
21195,21.70%, 38.74%, 60.44%, 0.81%,62029a
21197,23.47%, 37.90%, 61.37%, 0.73%,60019c
21199,23.03%, 61.17%, 38.14%, 0.70%,9b0161
21201,32.73%, 33.21%, 65.94%, 0.85%,5402a8
21203,29.28%, 64.37%, 35.09%, 0.55%,a40159
21205,22.10%, 38.24%, 60.34%, 1.41%,610399
21207,22.80%, 60.90%, 38.10%, 0.99%,9b0261
21209,12.59%, 42.71%, 55.30%, 1.99%,6c058d
21211,13.51%, 42.59%, 56.10%, 1.31%,6c038f
21213,30.26%, 34.45%, 64.71%, 0.84%,5702a5
21215,23.55%, 37.42%, 60.97%, 1.61%,5f049b
21217,1.73%, 48.60%, 50.33%, 1.06%,7b0280
21219,37.28%, 30.44%, 67.72%, 1.83%,4d04ac
21221,46.36%, 26.46%, 72.82%, 0.72%,4301b9
21223,49.74%, 24.47%, 74.21%, 1.33%,3e03bd
21225,34.34%, 32.30%, 66.64%, 1.05%,5202a9
21227,1.13%, 48.93%, 50.06%, 1.01%,7c027f
21229,14.43%, 41.68%, 56.10%, 2.22%,6a058f
21231,12.14%, 55.75%, 43.61%, 0.64%,8e016f
21233,42.68%, 28.21%, 70.89%, 0.91%,4702b4
21235,18.17%, 58.70%, 40.53%, 0.77%,950167
21237,45.48%, 26.81%, 72.29%, 0.90%,4402b8
21239,0.79%, 48.42%, 49.20%, 2.38%,7b067d
22001,25.60%, 35.68%, 61.28%, 3.05%,5a079c
22003,42.92%, 27.11%, 70.02%, 2.87%,4507b2
22005,33.37%, 31.73%, 65.10%, 3.17%,5008a6
22007,16.65%, 40.42%, 57.07%, 2.50%,670691
22009,26.51%, 34.35%, 60.86%, 1.81%,57049b
22011,24.20%, 36.38%, 60.57%, 3.05%,5c079a
22013,15.02%, 41.57%, 56.60%, 1.83%,6a0490
22015,19.87%, 59.22%, 39.35%, 1.43%,970364
22017,16.19%, 57.34%, 41.15%, 1.51%,920368
22019,31.36%, 33.24%, 64.61%, 2.15%,5405a4
22021,1.58%, 49.66%, 48.08%, 2.26%,7e057a
22023,48.32%, 24.54%, 72.86%, 2.61%,3e06b9
22025,9.67%, 43.76%, 53.43%, 2.81%,6f0788
22027,5.24%, 51.81%, 46.58%, 1.61%,840476
22029,0.54%, 48.65%, 49.19%, 2.16%,7c057d
22031,12.33%, 43.14%, 55.46%, 1.40%,6e038d
22033,1.64%, 49.76%, 48.12%, 2.12%,7e057a
22035,16.50%, 40.43%, 56.93%, 2.65%,670691
22037,34.13%, 31.34%, 65.47%, 3.19%,4f08a6
22039,33.42%, 32.14%, 65.56%, 2.29%,5105a7
22041,1.54%, 49.39%, 47.85%, 2.75%,7d077a
22043,22.65%, 37.16%, 59.81%, 3.03%,5e0798
22045,1.97%, 50.07%, 48.11%, 1.82%,7f047a
22047,30.13%, 33.56%, 63.69%, 2.75%,5507a2
22049,4.18%, 46.88%, 51.06%, 2.05%,770582
22051,14.53%, 56.28%, 41.75%, 1.97%,8f056a
22053,26.98%, 35.06%, 62.04%, 2.91%,59079e
22055,6.61%, 52.19%, 45.58%, 2.23%,850574
22057,10.27%, 43.53%, 53.80%, 2.67%,6f0689
22059,3.17%, 50.10%, 46.93%, 2.98%,7f0777
22061,15.52%, 57.05%, 41.53%, 1.42%,910369
22063,27.18%, 34.95%, 62.13%, 2.93%,59079e
22065,39.80%, 29.41%, 69.21%, 1.39%,4a03b0
22067,14.46%, 55.90%, 41.45%, 2.65%,8e0669
22069,11.63%, 42.26%, 53.89%, 1.36%,6b0389
22071,13.19%, 42.14%, 55.33%, 2.52%,6b068d
22073,20.63%, 59.53%, 38.91%, 1.56%,970363
22075,38.83%, 68.35%, 29.52%, 2.13%,ae054b
22077,32.76%, 32.59%, 65.35%, 2.06%,5305a6
22079,7.86%, 45.25%, 53.10%, 1.65%,730487
22081,4.80%, 46.61%, 51.42%, 1.97%,760583
22083,1.86%, 49.93%, 48.07%, 1.99%,7f057a
22085,12.26%, 42.28%, 54.54%, 3.17%,6b088b
22087,0.99%, 47.94%, 48.92%, 3.14%,7a087c
22089,22.62%, 37.11%, 59.73%, 3.16%,5e0898
22091,41.61%, 27.61%, 69.22%, 3.17%,4608b0
22093,23.84%, 36.85%, 60.69%, 2.46%,5d069a
22095,21.89%, 37.43%, 59.32%, 3.25%,5f0897
22097,21.56%, 37.94%, 59.49%, 2.57%,600697
22099,31.21%, 33.07%, 64.28%, 2.65%,5406a3
22101,2.58%, 47.67%, 50.25%, 2.07%,790580
22103,3.60%, 50.39%, 46.79%, 2.82%,800777
22105,21.35%, 38.02%, 59.36%, 2.62%,600697
22107,14.36%, 42.24%, 56.60%, 1.17%,6b0290
22109,9.34%, 53.11%, 43.76%, 3.13%,87076f
22111,6.82%, 52.36%, 45.54%, 2.10%,850574
22113,28.64%, 34.36%, 63.00%, 2.64%,5706a0
22115,21.33%, 37.94%, 59.26%, 2.80%,600797
22117,26.90%, 35.32%, 62.22%, 2.46%,5a069e
22119,1.76%, 50.28%, 48.52%, 1.21%,80037b
22121,32.22%, 32.51%, 64.73%, 2.75%,5207a5
22123,3.68%, 47.09%, 50.76%, 2.15%,780581
22125,30.76%, 33.83%, 64.59%, 1.57%,5604a4
22127,4.85%, 46.58%, 51.43%, 1.99%,760583
23001,23.25%, 37.40%, 60.65%, 1.95%,5f049a
23003,0.21%, 48.52%, 48.31%, 3.17%,7b087b
23005,1.98%, 49.64%, 47.66%, 0.34%,7e0079
23007,5.79%, 50.94%, 45.15%, 1.12%,810273
23009,27.17%, 61.40%, 34.23%, 1.33%,9c0357
23011,1.98%, 47.53%, 49.51%, 0.84%,79027e
23013,16.18%, 56.24%, 40.05%, 0.91%,8f0266
23015,21.38%, 59.03%, 37.65%, 0.46%,960160
23017,0.98%, 49.04%, 48.06%, 0.77%,7d017a
23019,7.81%, 52.17%, 44.36%, 1.00%,850271
23021,4.41%, 50.48%, 46.07%, 1.31%,800375
23023,3.86%, 50.42%, 46.56%, 0.61%,800176
23025,3.15%, 46.76%, 49.91%, 0.89%,77027f
23027,12.34%, 54.06%, 41.72%, 1.23%,89036a
23029,2.77%, 49.45%, 46.67%, 1.72%,7e0477
23031,7.58%, 44.95%, 52.52%, 0.43%,720185
24001,1.69%, 49.15%, 50.85%,-,7d0081
24003,6.05%, 53.03%, 46.97%,-,870077
24005,9.47%, 54.73%, 45.27%,-,8b0073
24009,14.72%, 42.64%, 57.36%,-,6c0092
24011,1.58%, 50.79%, 49.21%,-,81007d
24013,22.35%, 61.17%, 38.83%,-,9b0063
24015,6.66%, 46.67%, 53.33%,-,770087
24017,10.01%, 45.00%, 55.00%,-,72008c
24019,2.58%, 51.29%, 48.71%,-,82007c
24021,10.46%, 55.23%, 44.77%,-,8c0072
24023,16.41%, 58.20%, 41.80%,-,94006a
24025,10.00%, 55.00%, 45.00%,-,8c0072
24027,1.60%, 50.80%, 49.20%,-,81007d
24029,6.47%, 46.77%, 53.23%,-,770087
24031,3.32%, 48.34%, 51.66%,-,7b0083
24033,15.93%, 42.03%, 57.97%,-,6b0093
24035,0.32%, 50.16%, 49.84%,-,7f007f
24037,12.33%, 43.83%, 56.17%,-,6f008f
24039,3.24%, 48.38%, 51.62%,-,7b0083
24041,22.30%, 61.15%, 38.85%,-,9b0063
24043,11.89%, 55.95%, 44.05%,-,8e0070
24045,5.64%, 52.82%, 47.18%,-,860078
24047,6.55%, 53.27%, 46.73%,-,870077
24510,37.19%, 31.40%, 68.60%,-,5000ae
25001,10.98%, 53.74%, 42.76%, 0.85%,89026d
25003,17.24%, 39.87%, 57.12%, 0.93%,650291
25005,24.18%, 36.48%, 60.65%, 0.81%,5d029a
25007,2.88%, 46.06%, 48.94%, 0.93%,75027c
25009,13.33%, 41.65%, 54.97%, 0.73%,6a018c
25011,0.47%, 47.58%, 48.06%, 1.07%,79027a
25013,21.60%, 37.78%, 59.38%, 0.74%,600197
25015,21.19%, 36.99%, 58.17%, 1.34%,5e0394
25017,15.52%, 40.42%, 55.94%, 0.93%,67028e
25019,10.81%, 53.27%, 42.46%, 1.37%,87036c
25021,6.18%, 45.15%, 51.33%, 0.79%,730282
25023,5.46%, 45.42%, 50.88%, 0.86%,730281
25025,26.42%, 34.70%, 61.11%, 1.27%,58039b
25027,23.52%, 36.89%, 60.41%, 0.63%,5e019a
26001,6.59%, 52.87%, 46.29%, 0.84%,860276
26003,15.79%, 41.38%, 57.17%, 1.44%,690391
26005,32.36%, 65.59%, 33.23%, 1.18%,a70354
26007,0.54%, 49.59%, 49.04%, 1.37%,7e037d
26009,17.78%, 58.11%, 40.33%, 1.56%,940366
26011,0.15%, 49.55%, 49.70%, 0.76%,7e017e
26013,0.28%, 49.47%, 49.20%, 1.33%,7e037d
26015,22.90%, 60.79%, 37.89%, 1.32%,9b0360
26017,5.60%, 46.64%, 52.24%, 1.12%,760285
26019,23.70%, 61.23%, 37.53%, 1.23%,9c035f
26021,23.46%, 61.13%, 37.67%, 1.20%,9b0360
26023,13.17%, 55.74%, 42.57%, 1.69%,8e046c
26025,9.13%, 53.77%, 44.64%, 1.59%,890471
26027,11.43%, 55.15%, 43.72%, 1.13%,8c026f
26029,12.88%, 55.57%, 42.70%, 1.73%,8d046c
26031,11.42%, 55.13%, 43.70%, 1.17%,8c026f
26033,7.61%, 53.32%, 45.71%, 0.97%,870274
26035,7.96%, 53.46%, 45.51%, 1.03%,880274
26037,27.75%, 63.11%, 35.35%, 1.54%,a0035a
26039,10.92%, 54.82%, 43.90%, 1.28%,8b036f
26041,7.15%, 45.85%, 53.00%, 1.16%,740287
26043,1.74%, 48.63%, 50.37%, 0.99%,7c0280
26045,28.88%, 63.65%, 34.77%, 1.57%,a20458
26047,18.77%, 58.49%, 39.72%, 1.79%,950465
26049,5.23%, 46.67%, 51.89%, 1.44%,770384
26051,0.99%, 50.14%, 49.15%, 0.71%,7f017d
26053,22.98%, 38.04%, 61.02%, 0.94%,61029b
26055,29.51%, 63.85%, 34.34%, 1.81%,a20457
26057,27.10%, 63.01%, 35.91%, 1.08%,a0025b
26059,25.94%, 62.23%, 36.29%, 1.48%,9e035c
26061,4.47%, 51.60%, 47.13%, 1.28%,830378
26063,23.56%, 61.26%, 37.70%, 1.04%,9c0260
26065,15.79%, 55.92%, 40.13%, 0.90%,8e0266
26067,26.17%, 62.46%, 36.29%, 1.25%,9f035c
26069,5.95%, 52.39%, 46.44%, 1.17%,850276
26071,15.25%, 41.77%, 57.02%, 1.20%,6a0391
26073,17.97%, 57.66%, 39.69%, 2.65%,930665
26075,13.94%, 56.23%, 42.30%, 1.47%,8f036b
26077,20.73%, 59.09%, 38.37%, 0.41%,960161
26079,7.53%, 53.13%, 45.61%, 1.26%,870374
26081,35.95%, 67.22%, 31.28%, 1.50%,ab034f
26083,4.09%, 47.68%, 51.77%, 0.55%,790184
26085,15.26%, 41.96%, 57.22%, 0.81%,6a0291
26087,12.81%, 55.59%, 42.78%, 1.63%,8d046d
26089,26.50%, 62.33%, 35.82%, 1.85%,9e045b
26091,11.33%, 55.02%, 43.70%, 1.28%,8c036f
26093,21.62%, 59.83%, 38.22%, 1.95%,980461
26095,11.22%, 55.27%, 44.05%, 0.68%,8c0170
26097,11.64%, 55.22%, 43.58%, 1.21%,8c036f
26099,4.38%, 51.24%, 46.86%, 1.91%,820477
26101,10.39%, 54.59%, 44.20%, 1.21%,8b0370
26103,0.56%, 49.34%, 48.78%, 1.88%,7d047c
26105,19.72%, 59.15%, 39.43%, 1.42%,960364
26107,20.96%, 59.63%, 38.66%, 1.71%,980462
26109,0.33%, 49.60%, 49.27%, 1.13%,7e027d
26111,18.84%, 58.57%, 39.73%, 1.70%,950465
26113,26.81%, 62.87%, 36.06%, 1.07%,a0025b
26115,5.86%, 46.36%, 52.22%, 1.41%,760385
26117,21.71%, 60.36%, 38.65%, 0.99%,990262
26119,5.47%, 52.03%, 46.56%, 1.41%,840376
26121,13.46%, 56.06%, 42.60%, 1.33%,8e036c
26123,18.76%, 58.78%, 40.01%, 1.21%,950366
26125,19.22%, 58.69%, 39.47%, 1.84%,950464
26127,20.56%, 59.51%, 38.95%, 1.53%,970363
26129,4.88%, 47.07%, 51.95%, 0.98%,780284
26131,11.45%, 43.91%, 55.36%, 0.73%,6f018d
26133,25.97%, 62.23%, 36.26%, 1.50%,9e035c
26135,16.17%, 57.56%, 41.39%, 1.05%,920269
26137,7.24%, 53.01%, 45.77%, 1.23%,870374
26139,49.44%, 74.12%, 24.68%, 1.19%,bd033e
26141,3.04%, 51.02%, 47.99%, 0.99%,82027a
26143,10.92%, 54.85%, 43.94%, 1.21%,8b0370
26145,12.47%, 55.63%, 43.15%, 1.22%,8d036e
26147,7.17%, 52.74%, 45.57%, 1.69%,860474
26149,23.21%, 61.07%, 37.86%, 1.06%,9b0260
26151,27.02%, 62.87%, 35.84%, 1.29%,a0035b
26153,5.42%, 46.53%, 51.95%, 1.52%,760384
26155,10.50%, 54.52%, 44.02%, 1.46%,8b0370
26157,20.49%, 59.86%, 39.38%, 0.76%,980164
26159,13.37%, 56.02%, 42.65%, 1.32%,8e036c
26161,5.27%, 50.86%, 45.59%, 0.90%,810274
26163,21.93%, 38.18%, 60.11%, 1.71%,610499
26165,11.16%, 54.96%, 43.80%, 1.24%,8c036f
27001,26.36%, 35.63%, 61.99%, 2.37%,5a069e
27003,25.93%, 35.58%, 61.51%, 2.91%,5a079c
27005,7.85%, 44.65%, 52.50%, 2.85%,710785
27007,17.51%, 39.25%, 56.76%, 1.82%,640490
27009,19.48%, 37.38%, 56.86%, 0.68%,5f0190
27011,31.17%, 33.24%, 64.41%, 2.35%,5405a4
27013,3.63%, 46.71%, 50.33%, 0.69%,770180
27015,12.02%, 53.27%, 41.26%, 0.21%,870069
27017,34.95%, 31.33%, 66.28%, 2.39%,4f06a9
27019,3.82%, 50.16%, 46.33%, 1.46%,7f0376
27021,9.59%, 43.41%, 53.00%, 3.59%,6e0987
27023,17.33%, 40.44%, 57.77%, 1.79%,670493
27025,25.32%, 35.65%, 60.96%, 3.39%,5a089b
27027,2.58%, 47.53%, 50.10%, 2.37%,79067f
27029,26.48%, 34.22%, 60.70%, 2.22%,57059a
27031,0.75%, 48.54%, 47.79%, 3.66%,7b0979
27033,1.18%, 49.70%, 48.52%, 1.78%,7e047b
27035,13.19%, 41.26%, 54.45%, 2.00%,69058a
27037,7.98%, 44.65%, 52.63%, 2.72%,710686
27039,6.62%, 52.23%, 45.60%, 2.17%,850574
27041,8.92%, 44.39%, 53.30%, 2.31%,710587
27043,4.87%, 51.48%, 46.61%, 1.91%,830476
27045,11.19%, 54.61%, 43.42%, 1.96%,8b046e
27047,6.94%, 45.62%, 52.56%, 1.82%,740486
27049,5.39%, 51.59%, 46.20%, 2.22%,830575
27051,22.80%, 37.69%, 60.49%, 1.82%,60049a
27053,9.41%, 43.84%, 53.25%, 2.92%,6f0787
27055,11.11%, 54.37%, 43.26%, 2.38%,8a066e
27057,3.25%, 46.00%, 49.25%, 0.18%,75007d
27059,30.31%, 33.55%, 63.85%, 2.60%,5506a2
27061,31.23%, 32.77%, 64.00%, 3.23%,5308a3
27063,19.77%, 39.39%, 59.16%, 1.45%,640396
27065,23.44%, 36.58%, 60.03%, 3.39%,5d0899
27067,19.43%, 38.90%, 58.33%, 2.77%,630794
27069,12.48%, 42.85%, 55.33%, 1.82%,6d048d
27071,24.39%, 36.13%, 60.52%, 1.26%,5c039a
27073,22.34%, 37.79%, 60.13%, 2.08%,600599
27075,25.16%, 35.05%, 60.21%, 0.35%,590099
27077,17.71%, 38.52%, 56.23%, 2.60%,62068f
27079,17.49%, 40.11%, 57.60%, 2.28%,660592
27081,23.32%, 37.47%, 60.79%, 1.73%,5f049b
27083,16.74%, 40.42%, 57.17%, 2.41%,670691
27085,2.04%, 49.24%, 47.21%, 3.55%,7d0978
27087,26.22%, 34.63%, 60.85%, 1.84%,58049b
27089,17.55%, 40.14%, 57.70%, 2.16%,660593
27091,6.50%, 51.92%, 45.42%, 2.66%,840673
27093,12.27%, 41.97%, 54.25%, 1.17%,6b028a
27095,22.61%, 37.05%, 59.65%, 3.30%,5e0898
27097,26.97%, 34.53%, 61.50%, 3.97%,580a9c
27099,21.75%, 37.99%, 59.74%, 2.27%,600598
27101,16.88%, 40.71%, 57.59%, 1.70%,670492
27103,2.40%, 49.58%, 47.18%, 1.14%,7e0278
27105,14.26%, 41.95%, 56.21%, 1.84%,6a048f
27107,19.21%, 39.57%, 58.78%, 1.66%,640495
27109,23.61%, 60.66%, 37.04%, 2.30%,9a055e
27111,0.95%, 49.42%, 48.47%, 2.11%,7e057b
27113,11.00%, 43.51%, 54.50%, 1.99%,6e058a
27115,26.84%, 34.40%, 61.24%, 2.32%,57059c
27117,3.97%, 47.15%, 51.12%, 1.73%,780482
27119,15.75%, 40.86%, 56.62%, 2.52%,680690
27121,24.40%, 36.74%, 61.14%, 2.12%,5d059b
27123,20.70%, 37.92%, 58.62%, 1.31%,600395
27125,38.88%, 28.35%, 67.23%, 2.15%,4805ab
27127,4.08%, 50.15%, 46.07%, 1.74%,7f0475
27129,12.14%, 42.50%, 54.64%, 2.85%,6c078b
27131,11.62%, 42.39%, 54.01%, 1.46%,6c0389
27133,2.14%, 50.39%, 48.25%, 1.36%,80037b
27135,14.48%, 41.41%, 55.89%, 2.69%,69068e
27137,34.81%, 30.97%, 65.78%, 3.25%,4e08a7
27139,15.68%, 40.66%, 56.34%, 3.00%,67078f
27141,20.25%, 38.11%, 58.36%, 1.48%,610394
27143,1.51%, 49.25%, 47.74%, 3.02%,7d0779
27145,11.40%, 40.93%, 52.33%, 0.66%,680185
27147,5.79%, 51.68%, 45.89%, 2.43%,830675
27149,11.87%, 42.91%, 54.78%, 2.31%,6d058b
27151,33.10%, 32.39%, 65.48%, 2.13%,5205a6
27153,20.02%, 38.03%, 58.05%, 3.91%,600994
27155,27.75%, 35.24%, 62.99%, 1.78%,5904a0
27157,2.19%, 49.55%, 47.36%, 3.08%,7e0778
27159,1.81%, 47.45%, 49.25%, 3.30%,78087d
27161,6.59%, 52.04%, 45.45%, 2.51%,840673
27163,11.81%, 42.64%, 54.45%, 2.91%,6c078a
27165,2.61%, 50.30%, 47.69%, 2.01%,800579
27167,5.38%, 45.79%, 51.17%, 0.90%,740282
27169,2.30%, 47.62%, 49.92%, 2.46%,79067f
27171,17.32%, 39.69%, 57.02%, 3.29%,650891
27173,18.64%, 39.48%, 58.12%, 2.40%,640694
28001,1.36%, 46.40%, 47.75%, 3.72%,760979
28003,33.10%, 31.85%, 64.95%, 3.20%,5108a5
28005,6.36%, 45.13%, 51.49%, 3.38%,730883
28007,12.42%, 42.38%, 54.80%, 2.82%,6c078b
28009,49.39%, 24.62%, 74.01%, 1.37%,3e03bc
28011,18.83%, 39.89%, 58.73%, 1.38%,650395
28013,17.38%, 39.52%, 56.89%, 3.59%,640991
28015,0.16%, 49.29%, 49.45%, 1.26%,7d037e
28017,5.42%, 45.10%, 50.52%, 4.39%,730b80
28019,1.29%, 49.23%, 47.93%, 2.84%,7d077a
28021,40.99%, 27.99%, 68.98%, 3.04%,4707af
28023,1.98%, 48.96%, 46.97%, 4.07%,7c0a77
28025,7.27%, 44.13%, 51.40%, 4.48%,700b83
28027,19.28%, 38.41%, 57.70%, 3.89%,610993
28029,1.84%, 47.51%, 49.35%, 3.13%,79077d
28031,4.87%, 46.53%, 51.40%, 2.07%,760583
28033,10.59%, 43.60%, 54.19%, 2.21%,6f058a
28035,14.94%, 56.33%, 41.39%, 2.28%,8f0569
28037,4.15%, 50.63%, 46.48%, 2.89%,810776
28039,21.32%, 37.43%, 58.75%, 3.82%,5f0995
28041,15.62%, 40.80%, 56.42%, 2.79%,68078f
28043,4.36%, 50.84%, 46.48%, 2.68%,810676
28045,1.15%, 48.01%, 49.16%, 2.83%,7a077d
28047,7.10%, 51.72%, 44.61%, 3.67%,830971
28049,22.51%, 60.46%, 37.95%, 1.59%,9a0460
