id,margin,ford,carter,other,hex_color
37009,2.52%, 48.62%, 51.14%, 0.25%,7b0082
37011,24.36%, 61.80%, 37.44%, 0.76%,9d015f
37013,10.04%, 44.68%, 54.72%, 0.59%,71018b
37015,50.91%, 24.35%, 75.27%, 0.38%,3e00bf
37017,58.81%, 20.37%, 79.18%, 0.45%,3301c9
37019,33.81%, 32.86%, 66.66%, 0.48%,5301a9
37021,8.45%, 45.49%, 53.94%, 0.58%,730189
37023,17.13%, 41.22%, 58.34%, 0.44%,690194
37025,1.65%, 50.57%, 48.92%, 0.51%,80017c
37027,9.25%, 45.15%, 54.39%, 0.46%,73018a
37029,36.98%, 31.07%, 68.05%, 0.88%,4f02ad
37031,10.00%, 44.72%, 54.72%, 0.56%,72018b
37033,35.45%, 32.08%, 67.54%, 0.38%,5100ac
37035,5.14%, 52.36%, 47.22%, 0.42%,850178
37037,19.75%, 39.90%, 59.65%, 0.46%,650198
37039,5.27%, 46.88%, 52.15%, 0.98%,770284
37041,29.18%, 35.27%, 64.45%, 0.28%,5900a4
37043,4.68%, 47.41%, 52.09%, 0.50%,780184
37045,27.89%, 35.89%, 63.78%, 0.34%,5b00a2
37047,55.30%, 22.11%, 77.41%, 0.48%,3801c5
37049,12.35%, 43.42%, 55.77%, 0.80%,6e028e
37051,26.03%, 36.78%, 62.81%, 0.41%,5d01a0
37053,35.19%, 32.12%, 67.31%, 0.57%,5101ab
37055,13.13%, 43.18%, 56.31%, 0.51%,6e018f
37057,2.59%, 51.05%, 48.46%, 0.50%,82017b
37059,13.44%, 56.39%, 42.96%, 0.65%,8f016d
37061,32.36%, 33.45%, 65.81%, 0.74%,5501a7
37063,8.38%, 45.61%, 53.99%, 0.39%,740089
37065,24.30%, 37.40%, 61.70%, 0.90%,5f029d
37067,0.86%, 49.34%, 50.20%, 0.46%,7d0180
37069,34.29%, 32.50%, 66.79%, 0.72%,5201aa
37071,7.37%, 46.13%, 53.50%, 0.37%,750088
37073,51.82%, 23.84%, 75.66%, 0.50%,3c01c0
37075,4.96%, 47.34%, 52.31%, 0.35%,780085
37077,27.76%, 35.84%, 63.59%, 0.57%,5b01a2
37079,33.56%, 32.88%, 66.44%, 0.68%,5301a9
37081,1.49%, 49.00%, 50.49%, 0.51%,7c0180
37083,19.88%, 39.66%, 59.54%, 0.79%,650297
37085,20.40%, 39.61%, 60.01%, 0.39%,650099
37087,28.87%, 35.35%, 64.22%, 0.43%,5a01a3
37089,13.97%, 56.56%, 42.59%, 0.85%,90026c
37091,44.81%, 27.53%, 72.34%, 0.13%,4600b8
37093,54.96%, 22.31%, 77.27%, 0.41%,3801c5
37095,26.85%, 36.28%, 63.13%, 0.58%,5c01a0
37097,6.85%, 46.05%, 52.90%, 1.05%,750286
37099,19.20%, 40.25%, 59.45%, 0.30%,660097
37101,9.48%, 45.08%, 54.56%, 0.35%,72008b
37103,35.47%, 31.48%, 66.95%, 1.56%,5003aa
37105,16.00%, 41.80%, 57.80%, 0.41%,6a0193
37107,0.42%, 49.86%, 49.44%, 0.70%,7f017e
37109,17.15%, 41.22%, 58.37%, 0.41%,690194
37111,16.71%, 41.41%, 58.12%, 0.47%,690194
37113,9.03%, 45.25%, 54.27%, 0.48%,73018a
37115,16.74%, 41.49%, 58.24%, 0.27%,690094
37117,39.94%, 29.81%, 69.75%, 0.43%,4c01b1
37119,1.18%, 49.21%, 50.40%, 0.39%,7d0080
37121,29.36%, 64.50%, 35.14%, 0.36%,a40059
37123,19.91%, 39.83%, 59.74%, 0.43%,650198
37125,1.36%, 50.45%, 49.09%, 0.47%,80017d
37127,2.61%, 48.12%, 50.73%, 1.15%,7a0281
37129,2.87%, 48.06%, 50.93%, 1.00%,7a0281
37131,60.82%, 19.41%, 80.23%, 0.36%,3100cc
37133,14.32%, 42.61%, 56.94%, 0.45%,6c0191
37135,25.58%, 36.87%, 62.46%, 0.67%,5e019f
37137,32.56%, 33.28%, 65.85%, 0.87%,5402a7
37139,23.60%, 37.89%, 61.49%, 0.61%,60019c
37141,36.09%, 31.56%, 67.65%, 0.80%,5002ac
37143,29.34%, 35.23%, 64.57%, 0.19%,5900a4
37145,13.35%, 43.20%, 56.55%, 0.26%,6e0090
37147,9.88%, 44.78%, 54.66%, 0.56%,72018b
37149,9.46%, 44.82%, 54.28%, 0.89%,72028a
37151,5.97%, 52.72%, 46.75%, 0.54%,860177
37153,50.97%, 24.42%, 75.39%, 0.20%,3e00c0
37155,61.43%, 19.09%, 80.53%, 0.38%,3000cd
37157,17.71%, 40.93%, 58.65%, 0.42%,680195
37159,2.38%, 48.44%, 50.82%, 0.73%,7b0181
37161,21.28%, 39.24%, 60.52%, 0.25%,64009a
37163,11.95%, 43.82%, 55.77%, 0.41%,6f018e
37165,39.13%, 30.26%, 69.39%, 0.34%,4d00b0
37167,2.29%, 48.63%, 50.93%, 0.44%,7c0181
37169,4.86%, 47.43%, 52.29%, 0.28%,780085
37171,14.99%, 42.33%, 57.31%, 0.36%,6b0092
37173,14.40%, 42.64%, 57.04%, 0.32%,6c0091
37175,6.22%, 46.51%, 52.74%, 0.75%,760186
37177,38.08%, 30.88%, 68.97%, 0.15%,4e00af
37179,26.09%, 36.72%, 62.81%, 0.46%,5d01a0
37181,19.10%, 40.30%, 59.40%, 0.30%,660097
37183,0.32%, 49.89%, 49.57%, 0.54%,7f017e
37185,37.93%, 30.79%, 68.72%, 0.50%,4e01af
37187,31.05%, 34.07%, 65.12%, 0.80%,5602a6
37189,0.39%, 49.92%, 49.53%, 0.55%,7f017e
37191,1.80%, 50.58%, 48.78%, 0.64%,80017c
37193,7.23%, 53.43%, 46.20%, 0.36%,880075
37195,9.37%, 45.05%, 54.42%, 0.53%,72018a
37197,13.56%, 56.52%, 42.96%, 0.53%,90016d
37199,18.71%, 40.43%, 59.14%, 0.44%,670196
38001,0.98%, 48.53%, 49.51%, 1.96%,7b047e
38003,9.25%, 53.75%, 44.51%, 1.74%,890471
38005,7.62%, 45.34%, 52.97%, 1.69%,730487
38007,9.65%, 51.32%, 41.67%, 0.44%,82016a
38009,13.85%, 56.13%, 42.28%, 1.60%,8f046b
38011,6.11%, 51.70%, 45.60%, 2.70%,830674
38013,9.00%, 52.03%, 43.03%, 1.24%,84036d
38015,19.08%, 58.09%, 39.02%, 2.89%,940763
38017,11.36%, 54.53%, 43.17%, 2.29%,8b056e
38019,3.07%, 47.58%, 50.65%, 1.77%,790481
38021,11.19%, 54.65%, 43.46%, 1.89%,8b046e
38023,8.90%, 44.54%, 53.44%, 2.02%,710588
38025,0.46%, 48.26%, 48.73%, 0.70%,7b017c
38027,11.34%, 43.33%, 54.67%, 2.00%,6e058b
38029,2.98%, 45.91%, 48.89%, 0.70%,75017c
38031,1.17%, 48.59%, 49.76%, 1.65%,7b047e
38033,12.75%, 52.40%, 39.65%, 1.32%,850365
38035,8.68%, 52.71%, 44.03%, 3.25%,860870
38037,11.20%, 53.37%, 42.16%, 1.02%,88026b
38039,1.59%, 48.01%, 49.60%, 2.39%,7a067e
38041,1.74%, 49.30%, 47.57%, 3.13%,7d0779
38043,0.89%, 47.16%, 46.27%, 0.99%,780275
38045,0.48%, 49.04%, 48.56%, 2.40%,7d067b
38047,7.20%, 50.32%, 43.12%, 1.17%,80026d
38049,1.19%, 49.70%, 48.50%, 1.80%,7e047b
38051,31.45%, 64.30%, 32.85%, 0.47%,a30153
38053,8.73%, 53.56%, 44.83%, 1.61%,880472
38055,1.52%, 48.17%, 49.69%, 2.14%,7a057e
38057,20.63%, 59.77%, 39.14%, 1.09%,980263
38059,3.06%, 47.04%, 50.10%, 2.87%,77077f
38061,20.47%, 38.57%, 59.03%, 2.40%,620696
38063,9.09%, 44.31%, 53.40%, 2.29%,700588
38065,4.04%, 50.44%, 46.40%, 3.16%,800876
38067,10.29%, 53.95%, 43.66%, 2.40%,89066f
38069,1.32%, 48.35%, 49.67%, 1.97%,7b057e
38071,3.03%, 50.65%, 47.62%, 1.74%,810479
38073,0.55%, 49.07%, 49.62%, 1.30%,7d037e
38075,10.62%, 43.99%, 54.60%, 1.41%,70038b
38077,4.08%, 51.01%, 46.93%, 2.06%,820577
38079,38.91%, 29.62%, 68.54%, 1.84%,4b04ae
38081,9.90%, 44.34%, 54.24%, 1.42%,71038a
38083,23.83%, 60.87%, 37.04%, 2.08%,9b055e
38085,31.73%, 32.75%, 64.48%, 2.78%,5307a4
38087,1.10%, 48.90%, 47.80%, 3.31%,7c0879
38089,3.40%, 49.93%, 46.53%, 1.34%,7f0376
38091,11.99%, 43.35%, 55.35%, 1.30%,6e038d
38093,7.14%, 52.44%, 45.30%, 2.26%,850573
38095,9.98%, 44.45%, 54.43%, 1.12%,71028a
38097,8.53%, 53.32%, 44.79%, 1.89%,870472
38099,0.51%, 48.13%, 48.64%, 3.23%,7a087c
38101,14.38%, 56.12%, 41.74%, 2.14%,8f056a
38103,5.28%, 51.53%, 46.24%, 2.23%,830575
38105,0.47%, 48.67%, 48.19%, 3.14%,7c087a
39001,2.88%, 47.80%, 50.68%, 1.51%,790381
39003,23.22%, 60.56%, 37.35%, 2.09%,9a055f
39005,14.73%, 56.25%, 41.52%, 2.24%,8f0569
39007,10.35%, 43.72%, 54.07%, 2.22%,6f0589
39009,7.94%, 44.10%, 52.04%, 0.80%,700284
39011,24.63%, 61.21%, 36.58%, 2.21%,9c055d
39013,21.61%, 38.47%, 60.09%, 1.44%,620399
39015,8.72%, 44.92%, 53.64%, 1.43%,720388
39017,16.82%, 57.56%, 40.74%, 1.70%,920467
39019,0.82%, 49.31%, 48.48%, 2.21%,7d057b
39021,15.46%, 56.74%, 41.28%, 1.98%,900569
39023,1.12%, 48.93%, 47.81%, 3.26%,7c0879
39025,13.60%, 55.99%, 42.38%, 1.63%,8e046c
39027,13.96%, 56.21%, 42.25%, 1.54%,8f036b
39029,1.68%, 48.13%, 49.81%, 2.06%,7a057f
39031,4.27%, 50.90%, 46.63%, 2.46%,810676
39033,17.21%, 57.24%, 40.03%, 2.73%,910666
39035,15.02%, 41.01%, 56.03%, 2.96%,68078e
39037,7.65%, 52.75%, 45.10%, 2.15%,860573
39039,12.25%, 55.02%, 42.77%, 2.22%,8c056d
39041,26.33%, 61.88%, 35.55%, 2.57%,9d065a
39043,3.05%, 50.01%, 46.96%, 3.03%,7f0777
39045,17.34%, 57.73%, 40.39%, 1.87%,930466
39047,11.98%, 55.18%, 43.20%, 1.62%,8c046e
39049,14.09%, 55.66%, 41.57%, 2.77%,8d076a
39051,23.48%, 60.94%, 37.45%, 1.61%,9b045f
39053,2.20%, 50.38%, 48.18%, 1.43%,80037a
39055,17.34%, 57.12%, 39.78%, 3.11%,910765
39057,5.34%, 51.27%, 45.93%, 2.80%,820775
39059,1.11%, 49.90%, 48.78%, 1.32%,7f037c
39061,21.43%, 59.84%, 38.41%, 1.76%,980461
39063,29.35%, 63.09%, 33.74%, 3.17%,a00856
39065,12.88%, 54.86%, 41.99%, 3.15%,8b086b
39067,7.30%, 45.68%, 52.99%, 1.33%,740387
39069,24.57%, 61.40%, 36.82%, 1.78%,9c045d
39071,3.95%, 51.41%, 47.46%, 1.13%,830279
39073,10.77%, 43.78%, 54.56%, 1.66%,6f048b
39075,11.85%, 54.16%, 42.31%, 3.53%,8a096b
39077,9.10%, 51.95%, 42.85%, 2.97%,84076d
39079,5.55%, 46.69%, 52.25%, 1.06%,770285
39081,19.77%, 39.23%, 59.00%, 1.77%,640496
39083,11.29%, 54.39%, 43.09%, 2.52%,8a066d
39085,5.47%, 45.83%, 51.30%, 2.88%,740782
39087,6.11%, 46.39%, 52.50%, 1.11%,760285
39089,9.77%, 53.78%, 44.01%, 2.21%,890570
39091,20.41%, 59.03%, 38.62%, 2.34%,960562
39093,13.65%, 41.66%, 55.31%, 3.02%,6a078d
39095,15.00%, 41.36%, 56.36%, 2.27%,69058f
39097,18.00%, 58.17%, 40.17%, 1.66%,940466
39099,23.56%, 36.96%, 60.53%, 2.51%,5e069a
39101,8.85%, 53.38%, 44.52%, 2.10%,880571
39103,7.77%, 52.60%, 44.83%, 2.57%,860672
39105,3.09%, 47.76%, 50.85%, 1.39%,790381
39107,6.42%, 51.71%, 45.28%, 3.01%,830773
39109,17.31%, 57.65%, 40.34%, 2.01%,930566
39111,21.99%, 38.25%, 60.24%, 1.51%,610399
39113,2.95%, 47.40%, 50.35%, 2.24%,780580
39115,4.20%, 51.14%, 46.94%, 1.91%,820477
39117,8.65%, 53.28%, 44.63%, 2.09%,870571
39119,3.92%, 51.07%, 47.15%, 1.78%,820478
39121,6.89%, 52.48%, 45.58%, 1.94%,850474
39123,7.68%, 45.04%, 52.71%, 2.25%,720586
39125,5.21%, 51.42%, 46.21%, 2.36%,830675
39127,5.20%, 46.44%, 51.64%, 1.92%,760483
39129,12.73%, 54.79%, 42.06%, 3.15%,8b086b
39131,20.94%, 38.95%, 59.89%, 1.16%,630298
39133,14.81%, 40.91%, 55.72%, 1.08%,68028e
39135,6.31%, 52.20%, 45.89%, 1.91%,850475
39137,18.07%, 57.69%, 39.61%, 0.68%,930165
39139,2.53%, 49.36%, 46.83%, 3.81%,7d0977
39141,3.23%, 50.45%, 47.22%, 2.33%,800578
39143,7.53%, 52.58%, 45.05%, 2.38%,860672
39145,15.87%, 41.35%, 57.22%, 1.42%,690391
39147,7.35%, 52.10%, 44.74%, 0.95%,840272
39149,10.75%, 53.91%, 43.17%, 2.92%,89076e
39151,1.78%, 49.83%, 48.05%, 2.12%,7f057a
39153,20.68%, 38.41%, 59.09%, 2.50%,610696
39155,18.76%, 39.41%, 58.16%, 2.43%,640694
39157,8.17%, 44.84%, 53.01%, 2.14%,720587
39159,25.63%, 61.98%, 36.34%, 1.68%,9e045c
39161,18.59%, 58.42%, 39.83%, 1.76%,940465
39163,9.93%, 44.33%, 54.25%, 1.42%,71038a
39165,9.24%, 53.83%, 44.59%, 1.57%,890471
39167,12.32%, 54.57%, 42.25%, 3.17%,8b086b
39169,12.65%, 55.20%, 42.55%, 2.25%,8c056c
39171,20.97%, 59.52%, 38.55%, 1.93%,970462
39173,6.48%, 52.06%, 45.58%, 2.35%,840574
39175,16.27%, 56.92%, 40.65%, 2.43%,910667
40001,2.72%, 48.14%, 50.85%, 1.01%,7a0281
40003,9.96%, 54.22%, 44.26%, 1.51%,8a0370
40005,49.48%, 24.94%, 74.42%, 0.64%,3f01bd
40007,19.21%, 58.84%, 39.63%, 1.54%,960365
40009,31.42%, 33.90%, 65.32%, 0.78%,5601a6
40011,7.61%, 53.05%, 45.43%, 1.52%,870373
40013,44.32%, 27.67%, 71.99%, 0.34%,4600b7
40015,31.15%, 34.02%, 65.17%, 0.80%,5602a6
40017,14.29%, 56.32%, 42.03%, 1.64%,8f046b
40019,10.96%, 44.25%, 55.20%, 0.55%,70018c
40021,14.80%, 42.06%, 56.85%, 1.09%,6b0290
40023,39.87%, 29.66%, 69.53%, 0.81%,4b02b1
40025,4.79%, 46.41%, 51.20%,-,760082
40027,4.72%, 51.06%, 46.33%,-,820076
40029,39.17%, 29.97%, 69.13%, 0.90%,4c02b0
40031,0.96%, 50.04%, 49.08%, 0.87%,7f027d
40033,25.59%, 36.78%, 62.37%, 0.85%,5d029f
40035,16.79%, 41.11%, 57.90%, 0.99%,680293
40037,2.88%, 48.08%, 50.96%, 0.96%,7a0281
40039,2.62%, 50.78%, 48.16%, 1.07%,81027a
40041,14.81%, 42.07%, 56.88%, 1.05%,6b0291
40043,10.97%, 43.54%, 54.51%, 1.95%,6f048b
40045,6.30%, 52.04%, 45.74%,-,840074
40047,22.29%, 60.50%, 38.21%, 1.29%,9a0361
40049,26.82%, 36.21%, 63.02%, 0.77%,5c01a0
40051,20.65%, 39.20%, 59.85%, 0.95%,630298
40053,4.68%, 46.96%, 51.64%, 1.39%,770383
40055,28.69%, 35.19%, 63.88%, 0.94%,5902a2
40057,34.47%, 32.57%, 67.04%, 0.39%,5300aa
40059,14.01%, 56.16%, 42.16%, 1.68%,8f046b
40061,41.24%, 29.08%, 70.32%, 0.60%,4a01b3
40063,41.47%, 28.79%, 70.27%, 0.94%,4902b3
40065,21.13%, 39.07%, 60.20%, 0.74%,630199
40067,41.00%, 29.10%, 70.11%, 0.79%,4a02b2
40069,41.64%, 28.65%, 70.28%, 1.07%,4902b3
40071,13.90%, 56.33%, 42.43%, 1.24%,8f036c
40073,18.16%, 58.39%, 40.22%, 1.39%,940366
40075,26.42%, 36.37%, 62.79%, 0.85%,5c02a0
40077,33.49%, 32.57%, 66.06%, 1.37%,5303a8
40079,23.89%, 37.50%, 61.39%, 1.11%,5f029c
40081,5.85%, 46.38%, 52.23%, 1.39%,760385
40083,2.32%, 47.96%, 50.28%, 1.75%,7a0480
40085,38.77%, 30.45%, 69.22%, 0.32%,4d00b0
40087,24.41%, 37.19%, 61.59%, 1.22%,5e039d
40089,37.34%, 30.89%, 68.23%, 0.88%,4e02ad
40091,38.62%, 30.29%, 68.91%, 0.80%,4d02af
40093,25.02%, 61.73%, 36.71%, 1.57%,9d045d
40095,36.56%, 31.41%, 67.97%, 0.62%,5001ad
40097,11.02%, 44.14%, 55.15%, 0.71%,70018c
40099,30.18%, 34.46%, 64.64%, 0.90%,5702a4
40101,17.46%, 40.89%, 58.35%, 0.76%,680194
40103,7.17%, 53.05%, 45.88%, 1.07%,870274
40105,2.74%, 48.18%, 50.92%, 0.90%,7a0281
40107,23.88%, 37.69%, 61.57%, 0.74%,60019d
40109,15.20%, 56.69%, 41.49%, 1.81%,900469
40111,22.67%, 38.19%, 60.87%, 0.94%,61029b
40113,3.25%, 47.93%, 51.18%, 0.88%,7a0282
40115,19.66%, 39.83%, 59.50%, 0.67%,650197
40117,1.29%, 50.17%, 48.88%, 0.95%,7f027c
40119,14.63%, 56.43%, 41.81%, 1.76%,8f046a
40121,37.83%, 30.63%, 68.46%, 0.90%,4e02ae
40123,20.59%, 39.20%, 59.79%, 1.00%,630298
40125,10.52%, 44.19%, 54.71%, 1.10%,70028b
40127,37.18%, 31.08%, 68.26%, 0.66%,4f01ae
40129,21.09%, 38.92%, 60.01%, 1.07%,630299
40131,0.34%, 49.40%, 49.73%, 0.87%,7d027e
40133,16.05%, 41.53%, 57.58%, 0.89%,690292
40135,19.58%, 39.84%, 59.42%, 0.74%,650197
40137,15.84%, 41.71%, 57.55%, 0.74%,6a0192
40139,20.18%, 59.56%, 39.38%, 1.06%,970264
40141,22.36%, 38.38%, 60.75%, 0.87%,61029a
40143,24.59%, 61.63%, 37.04%, 1.33%,9d035e
40145,7.31%, 45.86%, 53.17%, 0.97%,740287
40147,35.36%, 67.19%, 31.83%, 0.98%,ab0251
40149,20.59%, 39.14%, 59.74%, 1.12%,630298
40151,4.76%, 51.43%, 46.67%, 1.90%,830477
40153,14.57%, 56.52%, 41.95%, 1.52%,90036a
41001,0.49%, 48.27%, 47.78%, 0.69%,7b0179
41003,12.52%, 53.08%, 40.56%, 0.78%,870167
41005,5.50%, 50.74%, 45.24%, 0.50%,810173
41007,3.76%, 45.37%, 49.13%, 0.47%,73017d
41009,20.05%, 37.71%, 57.76%, 0.77%,600193
41011,18.96%, 38.35%, 57.30%, 0.61%,610192
41013,9.27%, 43.81%, 53.09%, 0.96%,6f0287
41015,4.07%, 45.52%, 49.59%, 0.37%,74007e
41017,2.20%, 46.71%, 48.91%, 0.61%,77017c
41019,4.66%, 50.04%, 45.39%, 0.97%,7f0273
41021,8.92%, 52.49%, 43.57%, 0.86%,85026f
41023,7.70%, 51.15%, 43.45%, 0.78%,82016e
41025,2.49%, 48.49%, 45.99%, 0.73%,7b0175
41027,1.45%, 48.37%, 46.93%, 0.38%,7b0077
41029,1.70%, 48.25%, 46.55%, 1.37%,7b0376
41031,1.09%, 47.92%, 46.84%, 1.19%,7a0377
41033,7.89%, 50.81%, 42.92%, 2.01%,81056d
41035,8.97%, 52.50%, 43.53%, 1.02%,85026f
41037,6.28%, 51.00%, 44.72%, 0.97%,820272
41039,9.44%, 42.67%, 52.12%, 0.81%,6c0284
41041,7.05%, 43.60%, 50.65%, 0.56%,6f0181
41043,5.28%, 45.22%, 50.50%, 0.44%,730180
41045,22.63%, 59.13%, 36.49%, 0.55%,96015d
41047,2.37%, 49.08%, 46.70%, 0.52%,7d0177
41049,3.00%, 46.09%, 49.09%, 1.52%,75037d
41051,6.58%, 44.40%, 50.98%, 0.65%,710181
41053,2.21%, 48.65%, 46.44%, 0.62%,7c0176
41055,6.85%, 51.13%, 44.27%, 0.27%,820070
41057,4.77%, 45.48%, 50.25%, 0.46%,730180
41059,7.54%, 51.83%, 44.28%, 0.57%,840170
41061,8.45%, 52.00%, 43.54%, 0.42%,84016f
41063,12.16%, 53.76%, 41.60%, 1.14%,89026a
41065,3.27%, 46.08%, 49.35%, 0.78%,75017d
41067,19.35%, 57.80%, 38.46%, 0.43%,930162
41069,6.03%, 45.57%, 51.60%, 0.64%,740183
41071,5.12%, 50.38%, 45.27%, 0.41%,800173
42001,15.77%, 56.90%, 41.14%, 1.96%,910468
42003,3.89%, 46.79%, 50.68%, 2.53%,770681
42005,6.20%, 46.05%, 52.25%, 1.70%,750485
42007,15.43%, 41.40%, 56.83%, 1.77%,690490
42009,16.75%, 57.97%, 41.22%, 0.81%,930269
42011,3.22%, 50.63%, 47.41%, 1.96%,810478
42013,20.89%, 59.73%, 38.84%, 1.43%,980363
42015,23.48%, 61.10%, 37.62%, 1.28%,9b035f
42017,3.43%, 50.69%, 47.26%, 2.05%,810578
42019,7.48%, 52.52%, 45.04%, 2.43%,850672
42021,8.77%, 45.02%, 53.79%, 1.20%,720389
42023,9.98%, 54.28%, 44.31%, 1.41%,8a0370
42025,9.55%, 44.48%, 54.03%, 1.50%,710389
42027,8.19%, 52.37%, 44.18%, 0.58%,850170
42029,22.29%, 60.42%, 38.13%, 1.45%,9a0361
42031,11.67%, 54.96%, 43.29%, 1.74%,8c046e
42033,0.32%, 49.22%, 49.54%, 1.25%,7d037e
42035,5.36%, 46.63%, 51.99%, 1.38%,760384
42037,2.27%, 48.10%, 50.37%, 1.53%,7a0380
42039,1.92%, 49.99%, 48.06%, 1.95%,7f047a
42041,26.36%, 62.16%, 35.80%, 2.04%,9e055b
42043,15.01%, 56.33%, 41.32%, 2.36%,8f0669
42045,11.60%, 54.88%, 43.28%, 1.83%,8b046e
42047,4.23%, 46.98%, 51.21%, 1.81%,770482
42049,5.35%, 46.20%, 51.55%, 2.25%,750583
42051,22.93%, 37.60%, 60.54%, 1.86%,5f049a
42053,5.40%, 51.90%, 46.50%, 1.60%,840476
42055,15.16%, 56.54%, 41.38%, 2.08%,900569
42057,11.90%, 54.76%, 42.87%, 2.37%,8b066d
42059,24.45%, 37.22%, 61.67%, 1.10%,5e029d
42061,18.07%, 58.26%, 40.19%, 1.55%,940366
42063,3.67%, 51.01%, 47.34%, 1.66%,820478
42065,11.56%, 55.09%, 43.53%, 1.38%,8c036f
42067,12.30%, 55.38%, 43.09%, 1.53%,8d036d
42069,13.94%, 42.17%, 56.12%, 1.71%,6b048f
42071,33.35%, 65.74%, 32.40%, 1.86%,a70452
42073,11.24%, 43.49%, 54.73%, 1.78%,6e048b
42075,27.29%, 62.65%, 35.36%, 2.00%,9f055a
42077,0.29%, 49.20%, 48.92%, 1.88%,7d047c
42079,10.73%, 44.16%, 54.89%, 0.95%,70028b
42081,9.54%, 53.82%, 44.28%, 1.90%,890470
42083,22.93%, 60.88%, 37.95%, 1.16%,9b0260
42085,5.33%, 46.58%, 51.91%, 1.50%,760384
42087,10.55%, 54.56%, 44.01%, 1.42%,8b0370
42089,3.39%, 50.72%, 47.33%, 1.95%,810478
42091,15.68%, 56.92%, 41.24%, 1.85%,910469
42093,8.76%, 53.65%, 44.89%, 1.47%,880372
42095,12.46%, 42.78%, 55.24%, 1.98%,6d058c
42097,0.88%, 49.60%, 48.72%, 1.68%,7e047c
42099,23.13%, 60.50%, 37.38%, 2.12%,9a055f
42101,34.25%, 32.03%, 66.28%, 1.69%,5104a9
42103,20.51%, 59.35%, 38.83%, 1.82%,970463
42105,12.26%, 55.55%, 43.29%, 1.16%,8d026e
42107,2.93%, 47.71%, 50.64%, 1.64%,790481
42109,34.85%, 66.04%, 31.19%, 2.77%,a8074f
42111,8.45%, 53.76%, 45.32%, 0.92%,890273
42113,8.03%, 53.68%, 45.65%, 0.68%,880174
42115,15.37%, 56.74%, 41.38%, 1.88%,900469
42117,18.20%, 58.43%, 40.23%, 1.34%,940366
42119,29.33%, 63.71%, 34.39%, 1.90%,a20457
42121,16.97%, 57.58%, 40.60%, 1.82%,920467
42123,6.78%, 52.62%, 45.84%, 1.55%,860374
42125,19.81%, 39.43%, 59.24%, 1.33%,640397
42127,28.98%, 63.45%, 34.48%, 2.07%,a10557
42129,11.05%, 43.47%, 54.52%, 2.02%,6e058b
42131,21.97%, 60.34%, 38.37%, 1.29%,990361
42133,15.64%, 56.94%, 41.30%, 1.75%,910469
44001,5.12%, 47.29%, 52.41%, 0.31%,780085
44003,2.46%, 48.61%, 51.07%, 0.32%,7b0082
44005,7.89%, 45.78%, 53.67%, 0.56%,740188
44007,16.34%, 41.62%, 57.96%, 0.41%,6a0193
44009,0.34%, 49.57%, 49.91%, 0.52%,7e017f
45001,44.60%, 27.46%, 72.06%, 0.48%,4601b7
45003,3.48%, 51.36%, 47.88%, 0.75%,82017a
45005,42.33%, 28.69%, 71.02%, 0.30%,4900b5
45007,33.18%, 33.14%, 66.32%, 0.54%,5401a9
45009,28.39%, 35.45%, 63.84%, 0.71%,5a01a2
45011,22.76%, 38.62%, 61.38%,-,62009c
45013,0.95%, 49.34%, 50.29%, 0.37%,7d0080
45015,16.45%, 41.60%, 58.05%, 0.35%,6a0094
45017,19.42%, 39.87%, 59.29%, 0.84%,650297
45019,0.46%, 49.18%, 49.64%, 1.18%,7d037e
45021,32.68%, 33.51%, 66.19%, 0.31%,5500a8
45023,27.01%, 36.31%, 63.32%, 0.37%,5c00a1
45025,50.27%, 24.77%, 75.04%, 0.20%,3f00bf
45027,28.61%, 35.52%, 64.13%, 0.35%,5a00a3
45029,21.24%, 39.00%, 60.24%, 0.75%,630199
45031,20.64%, 39.52%, 60.16%, 0.32%,640099
45033,33.54%, 33.08%, 66.62%, 0.30%,5400a9
45035,9.14%, 45.30%, 54.44%, 0.26%,73008a
45037,26.03%, 36.58%, 62.60%, 0.82%,5d029f
45039,39.01%, 30.34%, 69.36%, 0.30%,4d00b0
45041,9.21%, 45.27%, 54.49%, 0.24%,73008a
45043,27.57%, 35.97%, 63.54%, 0.50%,5b01a2
45045,4.15%, 51.46%, 47.31%, 1.24%,830378
45047,25.03%, 37.36%, 62.39%, 0.26%,5f009f
45049,37.57%, 30.99%, 68.56%, 0.45%,4f01ae
45051,25.41%, 37.18%, 62.59%, 0.23%,5e009f
45053,40.63%, 29.49%, 70.12%, 0.39%,4b00b2
45055,0.69%, 49.40%, 50.08%, 0.52%,7d017f
45057,24.86%, 37.33%, 62.19%, 0.48%,5f019e
45059,16.68%, 41.31%, 57.98%, 0.71%,690193
45061,24.18%, 37.69%, 61.86%, 0.45%,60019d
45063,19.69%, 59.43%, 39.75%, 0.82%,970265
45065,46.72%, 26.37%, 73.09%, 0.54%,4301ba
45067,31.62%, 34.12%, 65.74%, 0.14%,5700a7
45069,46.74%, 26.58%, 73.32%, 0.09%,4300ba
45071,1.03%, 49.23%, 50.26%, 0.51%,7d0180
45073,37.70%, 30.90%, 68.61%, 0.49%,4e01ae
45075,21.49%, 38.90%, 60.40%, 0.70%,63019a
45077,2.86%, 48.21%, 51.07%, 0.73%,7a0182
45079,5.90%, 46.78%, 52.68%, 0.54%,770186
45081,13.02%, 43.09%, 56.11%, 0.81%,6d028f
