id,margin,bush,gore,trash1,trash2,other,hex_color
46057,29.67%, 63.57%, 33.90%,-,-,2.530000000000001%,a20656
46059,42.05%, 69.87%, 27.82%,-,-,2.3100000000000023%,b20546
46061,34.27%, 66.43%, 32.16%,-,-,1.4099999999999966%,a90352
46063,80.16%, 88.92%, 8.76%,-,-,2.319999999999993%,e20516
46065,39.50%, 68.86%, 29.36%,-,-,1.7800000000000011%,af044a
46067,39.86%, 68.88%, 29.02%,-,-,2.1000000000000085%,af054a
46069,44.79%, 70.90%, 26.11%,-,-,2.989999999999995%,b40742
46071,35.38%, 66.06%, 30.67%,-,-,3.269999999999996%,a8084e
46073,13.90%, 55.61%, 41.71%,-,-,2.680000000000007%,8d066a
46075,56.02%, 76.66%, 20.63%,-,-,2.710000000000008%,c30634
46077,20.65%, 59.11%, 38.47%,-,-,2.4200000000000017%,960662
46079,7.63%, 52.85%, 45.23%,-,-,1.9200000000000017%,860473
46081,37.53%, 67.27%, 29.74%,-,-,2.990000000000009%,ab074b
46083,25.60%, 62.01%, 36.42%,-,-,1.5699999999999932%,9e045c
46085,28.35%, 63.13%, 34.78%,-,-,2.0900000000000034%,a00558
46087,24.52%, 61.19%, 36.68%,-,-,2.1299999999999955%,9c055d
46089,54.90%, 75.72%, 20.82%,-,-,3.460000000000008%,c10835
46091,7.60%, 52.77%, 45.17%,-,-,2.0600000000000023%,860573
46093,49.15%, 73.35%, 24.20%,-,-,2.450000000000003%,bb063d
46095,37.24%, 67.53%, 30.29%,-,-,2.180000000000007%,ac054d
46097,15.88%, 57.19%, 41.31%,-,-,1.5%,910369
46099,10.41%, 54.47%, 44.06%,-,-,1.4699999999999989%,8a0370
46101,1.57%, 49.76%, 48.19%,-,-,2.0500000000000114%,7e057a
46103,37.13%, 67.55%, 30.43%,-,-,2.0200000000000102%,ac054d
46105,58.24%, 76.64%, 18.40%,-,-,4.960000000000008%,c30c2e
46107,50.60%, 74.43%, 23.83%,-,-,1.7399999999999949%,bd043c
46109,13.18%, 54.91%, 41.73%,-,-,3.3600000000000136%,8c086a
46111,23.58%, 60.49%, 36.91%,-,-,2.5999999999999943%,9a065e
46113,72.45%, 12.90%, 85.36%,-,-,1.7399999999999949%,2004d9
46115,20.80%, 59.59%, 38.79%,-,-,1.6200000000000045%,970462
46117,40.04%, 69.15%, 29.11%,-,-,1.7399999999999949%,b0044a
46119,48.68%, 72.68%, 24.00%,-,-,3.319999999999993%,b9083d
46121,34.47%, 31.99%, 66.47%,-,-,1.5400000000000063%,5103a9
46123,40.14%, 69.04%, 28.90%,-,-,2.0600000000000023%,b00549
46125,27.47%, 62.79%, 35.31%,-,-,1.9000000000000057%,a0045a
46127,15.71%, 56.57%, 40.85%,-,-,2.5799999999999983%,900668
46129,40.62%, 68.86%, 28.24%,-,-,2.9000000000000057%,af0748
46135,14.97%, 56.11%, 41.14%,-,-,2.75%,8f0768
46137,9.71%, 53.26%, 43.55%,-,-,3.1899999999999977%,87086f
47001,3.93%, 51.04%, 47.10%,-,-,1.8599999999999994%,820478
47003,1.84%, 48.42%, 50.27%,-,-,1.3100000000000023%,7b0380
47005,19.27%, 39.36%, 58.63%,-,-,2.009999999999991%,640595
47007,14.87%, 56.72%, 41.85%,-,-,1.4300000000000068%,90036a
47009,26.03%, 62.15%, 36.12%,-,-,1.730000000000004%,9e045c
47011,38.72%, 68.50%, 29.78%,-,-,1.7199999999999989%,ae044b
47013,5.70%, 46.57%, 52.27%,-,-,1.1599999999999966%,760285
47015,16.46%, 40.96%, 57.42%,-,-,1.6200000000000045%,680492
47017,2.09%, 50.48%, 48.39%,-,-,1.1299999999999955%,80027b
47019,28.20%, 63.40%, 35.20%,-,-,1.4000000000000057%,a10359
47021,2.33%, 50.38%, 48.05%,-,-,1.5699999999999932%,80047a
47023,22.61%, 60.88%, 38.27%,-,-,0.8499999999999943%,9b0261
47025,13.13%, 55.81%, 42.68%,-,-,1.509999999999991%,8e036c
47027,13.45%, 42.65%, 56.10%,-,-,1.25%,6c038f
47029,22.59%, 60.41%, 37.82%,-,-,1.7700000000000102%,9a0460
47031,0.26%, 49.40%, 49.14%,-,-,1.460000000000008%,7d037d
47033,0.53%, 49.19%, 49.72%,-,-,1.0900000000000034%,7d027e
47035,17.62%, 57.81%, 40.20%,-,-,1.9899999999999949%,930566
47037,17.45%, 40.33%, 57.77%,-,-,1.9000000000000057%,660493
47039,5.31%, 46.82%, 52.13%,-,-,1.0499999999999972%,770284
47041,21.61%, 38.48%, 60.10%,-,-,1.4200000000000017%,620399
47043,8.46%, 45.10%, 53.56%,-,-,1.3400000000000034%,730388
47045,7.24%, 53.05%, 45.82%,-,-,1.1299999999999955%,870274
47047,11.84%, 55.53%, 43.69%,-,-,0.7800000000000011%,8d016f
47049,14.73%, 56.68%, 41.95%,-,-,1.3700000000000045%,90036a
47051,8.63%, 44.65%, 53.28%,-,-,2.069999999999993%,710587
47053,2.20%, 48.35%, 50.55%,-,-,1.0999999999999943%,7b0280
47055,11.42%, 43.48%, 54.91%,-,-,1.6100000000000136%,6e048c
47057,22.36%, 60.48%, 38.12%,-,-,1.4000000000000057%,9a0361
47059,22.25%, 60.24%, 37.99%,-,-,1.769999999999996%,990460
47061,30.83%, 33.79%, 64.62%,-,-,1.5900000000000034%,5604a4
47063,21.63%, 60.02%, 38.40%,-,-,1.5799999999999983%,990461
47065,12.38%, 55.33%, 42.95%,-,-,1.7199999999999989%,8d046d
47067,31.47%, 64.72%, 33.25%,-,-,2.030000000000001%,a50554
47069,13.90%, 42.36%, 56.26%,-,-,1.3799999999999955%,6c038f
47071,13.85%, 56.38%, 42.53%,-,-,1.0900000000000034%,8f026c
47073,19.41%, 58.90%, 39.50%,-,-,1.5999999999999943%,960464
47075,20.58%, 39.43%, 60.00%,-,-,0.5699999999999932%,640199
47077,23.66%, 61.35%, 37.69%,-,-,0.960000000000008%,9c0260
47079,1.21%, 48.29%, 49.50%,-,-,2.210000000000008%,7b057e
47081,18.24%, 40.12%, 58.36%,-,-,1.5200000000000102%,660394
47083,34.79%, 31.76%, 66.55%,-,-,1.6899999999999977%,5004a9
47085,27.21%, 35.73%, 62.94%,-,-,1.3300000000000125%,5b03a0
47087,40.39%, 29.11%, 69.50%,-,-,1.3900000000000006%,4a03b1
47089,24.36%, 61.45%, 37.10%,-,-,1.4499999999999886%,9c035e
47091,34.06%, 66.11%, 32.05%,-,-,1.8400000000000034%,a80451
47093,17.19%, 57.68%, 40.49%,-,-,1.8299999999999983%,930467
47095,28.69%, 35.12%, 63.80%,-,-,1.0800000000000125%,5902a2
47097,11.75%, 43.70%, 55.45%,-,-,0.8499999999999943%,6f028d
47099,6.70%, 52.61%, 45.91%,-,-,1.480000000000004%,860375
47101,5.52%, 46.09%, 51.61%,-,-,2.299999999999997%,750583
47103,3.52%, 50.99%, 47.47%,-,-,1.539999999999992%,820379
47105,26.58%, 62.57%, 35.99%,-,-,1.4399999999999977%,9f035b
47107,24.17%, 61.17%, 37.00%,-,-,1.8299999999999983%,9b045e
47109,9.95%, 54.48%, 44.53%,-,-,0.9900000000000091%,8a0271
47111,4.73%, 51.86%, 47.13%,-,-,1.009999999999991%,840278
47113,6.13%, 52.64%, 46.51%,-,-,0.8499999999999943%,860276
47115,7.71%, 45.38%, 53.08%,-,-,1.539999999999992%,730387
47117,10.71%, 43.86%, 54.57%,-,-,1.5699999999999932%,6f048b
47119,3.43%, 50.98%, 47.55%,-,-,1.4699999999999989%,810379
47121,7.14%, 53.01%, 45.87%,-,-,1.1200000000000045%,870274
47123,16.82%, 57.79%, 40.97%,-,-,1.240000000000009%,930368
47125,2.12%, 50.31%, 48.20%,-,-,1.4899999999999949%,80037a
47127,1.65%, 49.76%, 48.11%,-,-,2.1299999999999955%,7e057a
47129,3.62%, 51.02%, 47.40%,-,-,1.5799999999999983%,820478
47131,0.90%, 49.58%, 48.68%,-,-,1.740000000000009%,7e047c
47133,21.77%, 38.35%, 60.13%,-,-,1.519999999999996%,610399
47135,16.92%, 40.65%, 57.57%,-,-,1.7800000000000011%,670492
47137,15.27%, 57.21%, 41.94%,-,-,0.8499999999999943%,91026a
47139,5.95%, 51.97%, 46.01%,-,-,2.0200000000000102%,840575
47141,2.06%, 50.13%, 48.07%,-,-,1.7999999999999972%,7f047a
47143,22.29%, 60.38%, 38.09%,-,-,1.5300000000000011%,990361
47145,8.30%, 53.20%, 44.90%,-,-,1.9000000000000057%,870472
47147,2.85%, 47.98%, 50.83%,-,-,1.1899999999999977%,7a0381
47149,9.79%, 53.79%, 44.00%,-,-,2.210000000000008%,890570
47151,9.25%, 54.10%, 44.85%,-,-,1.0499999999999972%,890272
47153,13.40%, 55.80%, 42.40%,-,-,1.8000000000000114%,8e046c
47155,33.61%, 65.97%, 32.36%,-,-,1.6700000000000017%,a80452
47157,14.45%, 42.09%, 56.54%,-,-,1.3700000000000045%,6b0390
47159,34.02%, 32.44%, 66.47%,-,-,1.0900000000000034%,5202a9
47161,21.83%, 38.18%, 60.02%,-,-,1.7999999999999972%,610499
47163,21.76%, 60.08%, 38.32%,-,-,1.5999999999999943%,990461
47165,10.86%, 54.68%, 43.82%,-,-,1.5%,8b036f
47167,22.78%, 60.84%, 38.06%,-,-,1.0999999999999943%,9b0261
47169,34.50%, 32.26%, 66.76%,-,-,0.9799999999999898%,5202aa
47171,18.88%, 58.80%, 39.91%,-,-,1.2900000000000063%,950365
47173,10.91%, 54.96%, 44.05%,-,-,0.9900000000000091%,8c0270
47175,19.24%, 39.65%, 58.89%,-,-,1.460000000000008%,650396
47177,13.91%, 42.28%, 56.19%,-,-,1.5300000000000011%,6b038f
47179,20.58%, 59.51%, 38.93%,-,-,1.5600000000000023%,970363
47181,28.48%, 63.51%, 35.04%,-,-,1.4500000000000028%,a10359
47183,4.53%, 51.55%, 47.03%,-,-,1.4200000000000017%,830377
47185,7.85%, 45.34%, 53.18%,-,-,1.4799999999999898%,730387
47187,34.50%, 66.58%, 32.08%,-,-,1.3400000000000034%,a90351
47189,6.36%, 52.47%, 46.11%,-,-,1.4200000000000017%,850375
48001,31.79%, 65.22%, 33.43%,-,-,1.3499999999999943%,a60355
48003,55.04%, 76.81%, 21.77%,-,-,1.4200000000000017%,c30337
48005,24.81%, 61.72%, 36.91%,-,-,1.3700000000000045%,9d035e
48007,33.38%, 65.36%, 31.98%,-, 2.21%,2.6599999999999966%,a60651
48009,48.99%, 73.83%, 24.84%,-,-,1.3299999999999983%,bc033f
48011,66.31%, 82.30%, 15.99%,-,-,1.710000000000008%,d10428
48013,17.76%, 57.98%, 40.22%,-,-,1.8000000000000114%,930466
48015,46.10%, 72.19%, 26.09%,-,-,1.7199999999999989%,b80442
48017,52.68%, 76.03%, 23.35%,-,-,0.6200000000000045%,c1013b
48019,57.57%, 77.18%, 19.61%,-, 2.16%,3.2099999999999937%,c40832
48021,18.23%, 56.31%, 38.09%,-, 4.76%,5.599999999999994%,8f0e61
48023,31.35%, 64.77%, 33.42%,-,-,1.8100000000000023%,a50455
48025,7.61%, 53.17%, 45.56%,-,-,1.269999999999996%,870374
48027,31.91%, 65.11%, 33.20%,-,-,1.6899999999999977%,a60454
48029,7.38%, 52.24%, 44.86%,-, 2.37%,2.9000000000000057%,850772
48031,52.19%, 73.72%, 21.53%,-, 3.72%,4.75%,bb0c36
48033,62.61%, 80.17%, 17.56%,-,-,2.269999999999996%,cc052c
48035,41.58%, 70.09%, 28.51%,-,-,1.3999999999999915%,b20348
48037,21.98%, 60.44%, 38.46%,-,-,1.0999999999999943%,9a0262
48039,35.69%, 66.79%, 31.10%,-,-,2.109999999999985%,aa054f
48041,43.68%, 70.01%, 26.33%,-, 2.88%,3.6599999999999966%,b20943
48043,14.47%, 52.15%, 37.68%,-, 8.55%,10.170000000000002%,841960
48045,41.45%, 70.47%, 29.02%,-,-,0.5100000000000051%,b3014a
48047,53.39%, 22.87%, 76.26%,-,-,0.8699999999999903%,3a02c2
48049,50.09%, 74.37%, 24.29%,-,-,1.3400000000000034%,bd033d
48051,22.28%, 60.38%, 38.10%,-,-,1.519999999999996%,990361
48053,43.30%, 70.18%, 26.88%,-, 2.21%,2.9399999999999977%,b20744
48055,14.26%, 55.34%, 41.08%,-, 2.82%,3.5799999999999983%,8d0968
48057,14.60%, 56.74%, 42.15%,-,-,1.1099999999999994%,90026b
48059,50.69%, 74.67%, 23.98%,-,-,1.3499999999999943%,be033d
48061,8.72%, 44.80%, 53.52%,-,-,1.6800000000000068%,720488
48063,13.11%, 56.05%, 42.94%,-,-,1.0100000000000051%,8e026d
48065,63.31%, 80.82%, 17.51%,-,-,1.6700000000000017%,ce042c
48067,15.22%, 57.13%, 41.91%,-,-,0.960000000000008%,91026a
48069,37.38%, 68.27%, 30.88%,-,-,0.8500000000000085%,ae024e
48071,39.58%, 69.03%, 29.45%,-,-,1.519999999999996%,b0034b
48073,33.32%, 66.03%, 32.71%,-,-,1.259999999999991%,a80353
48075,42.52%, 70.84%, 28.32%,-,-,0.8400000000000034%,b40248
48077,35.63%, 67.11%, 31.49%,-,-,1.4000000000000057%,ab0350
48079,39.54%, 68.92%, 29.38%,-,-,1.7000000000000028%,af044a
48081,51.62%, 75.05%, 23.43%,-,-,1.5200000000000102%,bf033b
48083,51.26%, 75.10%, 23.84%,-,-,1.0600000000000023%,bf023c
48085,48.62%, 73.07%, 24.45%,-,-,2.480000000000004%,ba063e
48087,38.52%, 68.83%, 30.32%,-,-,0.8499999999999943%,af024d
48089,37.03%, 67.77%, 30.75%,-,-,1.480000000000004%,ac034e
48091,53.34%, 75.12%, 21.78%,-, 2.40%,3.0999999999999943%,bf0737
48093,33.81%, 66.39%, 32.58%,-,-,1.0300000000000011%,a90253
48095,49.86%, 74.16%, 24.30%,-,-,1.5400000000000063%,bd033d
48097,51.79%, 75.19%, 23.41%,-,-,1.4000000000000057%,bf033b
48099,38.63%, 68.41%, 29.78%,-,-,1.8100000000000023%,ae044b
48101,34.48%, 66.31%, 31.84%,-,-,1.8499999999999943%,a90451
48103,51.93%, 75.33%, 23.40%,-,-,1.2700000000000102%,c0033b
48105,32.69%, 66.09%, 33.40%,-,-,0.5099999999999909%,a80155
48107,28.22%, 63.44%, 35.21%,-,-,1.3499999999999943%,a10359
48109,16.21%, 40.81%, 57.02%,-,-,2.1699999999999875%,680591
48111,59.86%, 79.42%, 19.55%,-,-,1.0300000000000011%,ca0231
48113,7.67%, 52.58%, 44.91%,-,-,2.510000000000005%,860672
48115,38.73%, 68.96%, 30.23%,-,-,0.8100000000000023%,af024d
48117,49.10%, 73.98%, 24.88%,-,-,1.1400000000000006%,bc023f
48119,21.95%, 60.16%, 38.21%,-,-,1.6299999999999955%,990461
48121,42.26%, 69.60%, 27.35%,-, 2.34%,3.0500000000000114%,b10745
48123,48.05%, 73.44%, 25.39%,-,-,1.1700000000000017%,bb0240
48125,34.62%, 66.86%, 32.24%,-,-,0.9000000000000057%,aa0252
48127,43.86%, 27.50%, 71.36%,-,-,1.1400000000000006%,4602b5
48129,56.60%, 77.55%, 20.94%,-,-,1.5100000000000051%,c50335
48131,59.24%, 20.08%, 79.32%,-,-,0.6000000000000085%,3301ca
48133,42.98%, 70.64%, 27.66%,-,-,1.7000000000000028%,b40446
48135,40.93%, 69.58%, 28.65%,-,-,1.7700000000000102%,b10449
48137,42.90%, 70.76%, 27.85%,-,-,1.3899999999999864%,b40347
48139,41.45%, 69.94%, 28.49%,-,-,1.5700000000000074%,b20448
48141,18.11%, 39.69%, 57.81%,-,-,2.5%,650693
48143,47.88%, 73.11%, 25.23%,-,-,1.6599999999999966%,ba0440
48145,14.38%, 56.68%, 42.29%,-,-,1.0300000000000011%,90026b
48147,19.07%, 58.74%, 39.67%,-,-,1.5900000000000034%,950465
48149,43.85%, 70.93%, 27.08%,-,-,1.9899999999999949%,b40545
48151,4.49%, 51.71%, 47.22%,-,-,1.0699999999999932%,830278
48153,51.65%, 75.62%, 23.97%,-,-,0.4099999999999966%,c0013d
48155,4.14%, 51.44%, 47.30%,-,-,1.2600000000000051%,830378
48157,21.05%, 59.56%, 38.51%,-,-,1.9300000000000068%,970462
48159,40.38%, 69.70%, 29.32%,-,-,0.9799999999999898%,b1024a
48161,29.08%, 63.95%, 34.87%,-,-,1.1800000000000068%,a30358
48163,13.15%, 42.97%, 56.13%,-,-,0.9000000000000057%,6d028f
48165,56.90%, 77.80%, 20.90%,-,-,1.3000000000000114%,c60335
48167,11.16%, 54.20%, 43.04%,-, 2.31%,2.759999999999991%,8a076d
48169,47.91%, 73.56%, 25.65%,-,-,0.789999999999992%,bb0241
48171,66.38%, 81.61%, 15.23%,-, 2.22%,3.1599999999999966%,d00826
48173,85.64%, 92.47%, 6.83%,-,-,0.7000000000000028%,eb0111
48175,25.80%, 62.15%, 36.35%,-,-,1.5%,9e035c
48177,36.50%, 67.42%, 30.93%,-,-,1.6500000000000057%,ab044e
48179,65.44%, 82.25%, 16.81%,-,-,0.9399999999999977%,d1022a
48181,29.92%, 64.09%, 34.17%,-,-,1.7399999999999949%,a30457
48183,40.32%, 69.57%, 29.26%,-,-,1.1700000000000017%,b1024a
48185,25.68%, 61.70%, 36.02%,-,-,2.280000000000001%,9d055b
48187,43.14%, 70.33%, 27.19%,-,-,2.480000000000004%,b30645
48189,51.70%, 75.39%, 23.69%,-,-,0.9200000000000017%,c0023c
48191,34.16%, 66.80%, 32.64%,-,-,0.5600000000000023%,aa0153
48193,46.48%, 72.48%, 26.01%,-,-,1.509999999999991%,b80342
48195,80.27%, 89.75%, 9.48%,-,-,0.769999999999996%,e40118
48197,26.33%, 62.68%, 36.35%,-,-,0.9699999999999989%,9f025c
48199,35.70%, 67.07%, 31.37%,-,-,1.5600000000000023%,ab034f
48201,11.38%, 54.28%, 42.91%,-, 2.36%,2.8100000000000023%,8a076d
48203,21.58%, 60.23%, 38.65%,-,-,1.1200000000000045%,990262
48205,63.32%, 80.99%, 17.68%,-,-,1.3300000000000125%,ce032d
48207,2.97%, 50.84%, 47.86%,-,-,1.2999999999999972%,81037a
48209,25.59%, 58.78%, 33.18%,-, 7.14%,8.039999999999992%,951454
48211,64.59%, 81.61%, 17.03%,-,-,1.3599999999999994%,d0032b
48213,30.84%, 64.80%, 33.96%,-,-,1.240000000000009%,a50356
48215,22.85%, 37.90%, 60.75%,-,-,1.3499999999999943%,60039a
48217,32.88%, 65.71%, 32.83%,-,-,1.460000000000008%,a70353
48219,56.80%, 77.84%, 21.04%,-,-,1.1200000000000045%,c60235
48221,44.13%, 71.00%, 26.87%,-,-,2.1299999999999955%,b50544
48223,31.02%, 64.86%, 33.84%,-,-,1.2999999999999972%,a50356
48225,30.05%, 64.45%, 34.40%,-,-,1.1500000000000057%,a40257
48227,41.10%, 69.84%, 28.74%,-,-,1.4200000000000017%,b20349
48229,14.53%, 55.75%, 41.21%,-,-,3.039999999999992%,8e0769
48231,34.01%, 66.12%, 32.11%,-,-,1.769999999999996%,a80451
48233,60.39%, 79.60%, 19.21%,-,-,1.1899999999999977%,ca0330
48235,58.26%, 78.69%, 20.43%,-,-,0.8799999999999955%,c80234
48237,43.21%, 70.85%, 27.64%,-,-,1.5100000000000051%,b40346
48239,39.52%, 69.30%, 29.78%,-,-,0.9200000000000017%,b0024b
48241,21.61%, 60.22%, 38.61%,-,-,1.1700000000000017%,990262
48243,40.09%, 66.79%, 26.70%,-, 4.34%,6.509999999999991%,aa1044
48245,5.86%, 46.39%, 52.25%,-,-,1.3599999999999994%,760385
48247,41.21%, 28.88%, 70.10%,-,-,1.0200000000000102%,4902b2
48249,24.29%, 37.41%, 61.70%,-,-,0.8900000000000006%,5f029d
48251,37.25%, 67.66%, 30.41%,-,-,1.9300000000000068%,ac044d
48253,36.06%, 67.46%, 31.40%,-,-,1.1400000000000148%,ac0250
48255,23.70%, 61.23%, 37.53%,-,-,1.240000000000009%,9c035f
48257,33.97%, 66.30%, 32.32%,-,-,1.3799999999999955%,a90352
48259,62.20%, 79.36%, 17.17%,-, 2.58%,3.469999999999999%,ca082b
48261,5.70%, 46.49%, 52.19%,-,-,1.3199999999999932%,760385
48263,30.04%, 64.55%, 34.51%,-,-,0.9399999999999977%,a40258
48265,55.31%, 76.12%, 20.81%,-, 2.41%,3.069999999999993%,c20735
48267,59.12%, 78.81%, 19.69%,-,-,1.5%,c80332
48269,77.37%, 87.59%, 10.22%,-,-,2.1899999999999977%,df051a
48271,30.89%, 64.54%, 33.66%,-,-,1.7999999999999972%,a40455
48273,0.49%, 49.23%, 48.74%,-,-,2.030000000000001%,7d057c
48275,20.94%, 60.09%, 39.15%,-,-,0.7599999999999909%,990163
48277,27.36%, 63.35%, 35.99%,-,-,0.6599999999999966%,a1015b
48279,50.83%, 75.05%, 24.23%,-,-,0.7199999999999989%,bf013d
48281,47.59%, 72.84%, 25.25%,-,-,1.9099999999999966%,b90440
48283,26.56%, 36.30%, 62.86%,-,-,0.8400000000000034%,5c02a0
48285,41.31%, 70.08%, 28.77%,-,-,1.1500000000000057%,b20249
48287,35.51%, 66.82%, 31.30%,-,-,1.8800000000000097%,aa044f
48289,39.03%, 68.95%, 29.92%,-,-,1.1299999999999955%,af024c
48291,25.64%, 62.05%, 36.41%,-,-,1.5400000000000063%,9e035c
48293,20.41%, 59.53%, 39.12%,-,-,1.3499999999999943%,970363
48295,66.92%, 82.84%, 15.92%,-,-,1.2399999999999949%,d30328
48297,42.81%, 70.63%, 27.82%,-,-,1.5500000000000114%,b40346
48299,48.13%, 72.97%, 24.84%,-,-,2.1899999999999977%,ba053f
48301,60.90%, 79.49%, 18.59%,-,-,1.9200000000000017%,ca042f
48303,49.45%, 73.75%, 24.30%,-,-,1.9500000000000028%,bc043d
48305,45.35%, 72.31%, 26.97%,-,-,0.7199999999999989%,b80144
48307,44.18%, 71.37%, 27.19%,-,-,1.4399999999999977%,b50345
48309,29.79%, 63.90%, 34.11%,-,-,1.990000000000009%,a20556
48311,64.01%, 81.55%, 17.54%,-,-,0.9099999999999966%,cf022c
48313,30.14%, 64.39%, 34.25%,-,-,1.3599999999999994%,a40357
48315,4.76%, 51.88%, 47.12%,-,-,1.0%,840278
48317,56.70%, 77.99%, 21.29%,-,-,0.7199999999999989%,c60136
48319,51.92%, 75.07%, 23.15%,-,-,1.7800000000000011%,bf043b
48321,23.18%, 60.87%, 37.69%,-,-,1.4399999999999977%,9b0360
48323,30.90%, 34.06%, 64.96%,-,-,0.980000000000004%,5602a5
48325,35.46%, 66.73%, 31.27%,-,-,2.0%,aa054f
48327,31.11%, 64.85%, 33.74%,-,-,1.4099999999999966%,a50356
48329,60.34%, 79.30%, 18.96%,-,-,1.740000000000009%,ca0430
48331,15.44%, 56.91%, 41.47%,-,-,1.6200000000000045%,910469
48333,51.43%, 75.11%, 23.68%,-,-,1.210000000000008%,bf033c
48335,33.84%, 66.36%, 32.52%,-,-,1.1200000000000045%,a90252
48337,36.77%, 67.54%, 30.78%,-,-,1.6799999999999926%,ac044e
48339,53.96%, 75.89%, 21.92%,-,-,2.1899999999999977%,c10537
48341,59.75%, 79.41%, 19.66%,-,-,0.9300000000000068%,ca0232
48343,1.51%, 48.70%, 50.21%,-,-,1.0900000000000034%,7c0280
48345,61.68%, 80.06%, 18.38%,-,-,1.5600000000000023%,cc032e
48347,35.06%, 66.39%, 31.33%,-,-,2.280000000000001%,a9054f
48349,21.54%, 60.17%, 38.63%,-,-,1.1999999999999886%,990362
48351,1.60%, 48.56%, 50.16%,-,-,1.2800000000000011%,7b037f
48353,27.54%, 62.82%, 35.28%,-,-,1.9000000000000057%,a00459
48355,4.68%, 51.28%, 46.59%,-,-,2.1299999999999955%,820576
48357,82.24%, 90.72%, 8.47%,-,-,0.8100000000000023%,e70215
48359,71.19%, 85.14%, 13.95%,-,-,0.9099999999999966%,d90223
48361,18.34%, 58.42%, 40.09%,-,-,1.4899999999999949%,940366
48363,26.62%, 62.40%, 35.79%,-,-,1.8100000000000023%,9f045b
48365,32.66%, 65.85%, 33.18%,-,-,0.9699999999999989%,a70254
48367,44.46%, 71.18%, 26.72%,-,-,2.0999999999999943%,b50544
48369,66.58%, 82.87%, 16.29%,-,-,0.8400000000000034%,d30229
48371,26.98%, 62.75%, 35.77%,-,-,1.4799999999999898%,a0035b
48373,25.63%, 61.84%, 36.21%,-,-,1.9499999999999886%,9d045c
48375,40.93%, 69.47%, 28.54%,-,-,1.990000000000009%,b10548
48377,25.38%, 35.17%, 60.56%,-, 3.70%,4.269999999999996%,590a9a
48379,24.72%, 61.48%, 36.75%,-,-,1.7700000000000102%,9c045d
48381,63.92%, 81.17%, 17.25%,-,-,1.5799999999999983%,ce042b
48383,53.94%, 76.41%, 22.47%,-,-,1.1200000000000045%,c20239
48385,55.70%, 76.91%, 21.21%,-,-,1.8799999999999955%,c40436
48387,13.88%, 56.54%, 42.66%,-,-,0.8000000000000114%,90026c
48389,18.86%, 40.08%, 58.94%,-,-,0.980000000000004%,660296
48391,18.79%, 58.92%, 40.12%,-,-,0.960000000000008%,960266
48393,72.86%, 85.97%, 13.11%,-,-,0.9200000000000017%,db0221
48395,4.33%, 47.21%, 51.55%,-,-,1.240000000000009%,780383
48397,56.79%, 77.42%, 20.63%,-,-,1.9500000000000028%,c50434
48399,50.69%, 74.64%, 23.95%,-,-,1.4099999999999966%,be033d
48401,40.70%, 69.81%, 29.10%,-,-,1.0900000000000034%,b2024a
48403,22.02%, 60.20%, 38.18%,-,-,1.6200000000000045%,990461
48405,12.61%, 55.61%, 43.00%,-,-,1.3900000000000006%,8d036d
48407,21.74%, 59.93%, 38.19%,-,-,1.8799999999999955%,980461
48409,14.75%, 56.68%, 41.93%,-,-,1.3900000000000006%,90036a
48411,45.99%, 72.48%, 26.49%,-,-,1.0300000000000011%,b80243
48413,41.60%, 70.42%, 28.82%,-,-,0.7599999999999909%,b30149
48415,53.83%, 76.23%, 22.40%,-,-,1.3700000000000045%,c20339
48417,59.54%, 79.14%, 19.60%,-,-,1.259999999999991%,c90331
48419,27.37%, 63.21%, 35.84%,-,-,0.9499999999999886%,a1025b
48421,73.43%, 85.81%, 12.38%,-,-,1.8100000000000023%,da041f
48423,44.29%, 71.46%, 27.17%,-,-,1.3700000000000045%,b60345
48425,46.88%, 72.65%, 25.77%,-,-,1.5799999999999983%,b90441
48427,54.28%, 22.58%, 76.85%,-,-,0.5700000000000074%,3901c3
48429,49.04%, 73.69%, 24.64%,-,-,1.6700000000000017%,bb043e
48431,58.88%, 78.91%, 20.03%,-,-,1.0600000000000023%,c90233
48433,25.28%, 62.08%, 36.80%,-,-,1.1200000000000045%,9e025d
48435,38.64%, 69.03%, 30.39%,-,-,0.5799999999999983%,b0014d
48437,30.23%, 64.45%, 34.23%,-,-,1.3199999999999932%,a40357
48439,23.96%, 60.74%, 36.78%,-,-,2.4799999999999898%,9a065d
48441,49.27%, 73.69%, 24.42%,-,-,1.8900000000000006%,bb043e
48443,5.03%, 50.94%, 45.91%,-,-,3.1500000000000057%,810875
48445,44.45%, 71.78%, 27.33%,-,-,0.8900000000000006%,b70245
48447,45.13%, 72.21%, 27.08%,-,-,0.710000000000008%,b80145
48449,24.52%, 61.64%, 37.12%,-,-,1.240000000000009%,9d035e
48451,44.61%, 71.43%, 26.82%,-,-,1.75%,b60444
48453,5.21%, 46.88%, 41.67%,-, 10.37%,11.449999999999989%,771d6a
48455,17.95%, 58.39%, 40.44%,-,-,1.1700000000000017%,940267
48457,20.53%, 59.53%, 39.00%,-,-,1.4699999999999989%,970363
48459,33.32%, 65.96%, 32.64%,-,-,1.4000000000000057%,a80353
48461,56.25%, 77.14%, 20.90%,-,-,1.960000000000008%,c40435
48463,16.85%, 57.66%, 40.81%,-,-,1.5300000000000011%,930368
