id,margin,coolidge,davis,other,lafollette,hex_color
01001,66.56%, 15.30%, 81.87%,2.83%, 2.31%,2707d0
01003,23.96%, 27.76%, 51.72%,20.53%, 19.82%,463483
01005,86.26%, 5.33%, 91.59%,3.07%, 2.73%,0d07e9
01007,45.41%, 18.27%, 63.68%,18.049999999999997%, 17.47%,2e2ea2
01009,15.23%, 40.92%, 56.15%,2.94%, 2.78%,68078f
01011,97.80%,-, 98.83%,1.17%,-,0002fc
01013,74.21%, 7.54%, 83.33%,9.13%, 9.13%,1317d4
01015,40.48%, 27.17%, 67.65%,5.18%, 4.58%,450dac
01017,84.09%, 6.91%, 91.00%,2.09%, 2.04%,1105e8
01019,23.51%, 37.13%, 60.63%,2.24%,-,5e059a
01021,29.60%, 63.19%, 33.60%,3.21%, 2.97%,a10855
01023,95.98%,-, 97.80%,2.2%,-,0005f9
01025,85.16%, 6.77%, 91.93%,1.3%,-,1103ea
01027,21.75%, 38.13%, 59.88%,1.99%,-,610598
01029,5.44%, 51.18%, 45.74%,3.08%, 2.79%,820774
01031,65.50%, 16.61%, 82.11%,1.29%,-,2a03d1
01033,40.69%, 25.29%, 65.98%,8.74%, 8.30%,4016a8
01035,79.61%, 8.49%, 88.10%,3.41%, 2.86%,1508e0
01037,21.46%, 38.66%, 60.12%,1.22%,-,620399
01039,78.34%, 7.54%, 85.88%,6.57%, 6.38%,1310da
01041,79.65%, 9.41%, 89.06%,1.53%,-,1703e3
01043,4.68%, 45.11%, 49.79%,5.09%, 4.95%,730c7e
01045,56.90%, 20.61%, 77.52%,1.87%,-,3404c5
01047,85.87%, 2.36%, 91.76%,5.89%, 5.89%,060fe9
01049,6.70%, 53.35%, 46.65%,0.0%,-,880076
01051,65.19%, 16.43%, 81.62%,1.95%,-,2904d0
01053,75.00%, 10.70%, 85.70%,3.5900000000000003%, 3.24%,1b09da
01055,28.24%, 33.17%, 61.41%,5.42%, 4.82%,540d9c
01057,16.09%, 41.26%, 57.35%,1.39%,-,690392
01059,92.53%,-, 95.66%,4.33%, 3.13%,000bf3
01061,41.68%, 27.85%, 69.53%,2.63%, 2.28%,4706b1
01063,97.11%,-, 98.31%,1.69%,-,0004fa
01065,94.12%, 2.60%, 96.72%,0.68%,-,0601f6
01067,61.55%, 17.29%, 78.84%,3.86%, 3.57%,2c09c9
01069,72.14%, 11.72%, 83.87%,4.409999999999999%, 4.02%,1d0bd5
01071,35.68%, 30.42%, 66.11%,3.48%, 2.96%,4d08a8
01073,39.76%, 23.88%, 63.64%,12.49%, 11.81%,3c1fa2
01075,60.26%, 19.14%, 79.40%,1.46%,-,3003ca
01077,45.41%, 25.90%, 71.30%,2.8%, 2.52%,4207b5
01079,35.46%, 31.79%, 67.26%,0.95%,-,5102ab
01081,78.39%, 6.52%, 85.77%,7.71%, 7.38%,1013da
01083,78.95%, 8.40%, 87.35%,4.26%, 3.15%,150ade
01085,92.68%,-, 95.86%,4.140000000000001%, 3.18%,000af4
01087,83.19%, 8.15%, 91.34%,0.51%,-,1401e8
01089,69.53%, 14.23%, 83.76%,2.01%,-,2405d5
01091,97.07%,-, 98.42%,1.58%,-,0004fa
01093,98.18%,-, 99.05%,0.95%,-,0002fc
01095,20.55%, 38.75%, 59.31%,1.94%,-,620497
01097,36.37%, 28.54%, 64.91%,6.550000000000001%, 5.98%,4810a5
01099,94.26%,-, 96.09%,3.91%,-,0009f5
01101,80.27%, 4.62%, 87.70%,7.680000000000001%, 7.44%,0b13df
01103,55.05%, 16.53%, 71.58%,11.88%, 11.21%,2a1eb6
01105,93.58%, 2.59%, 96.17%,1.24%,-,0603f5
01107,76.40%, 11.05%, 87.45%,1.51%,-,1c03de
01109,95.75%,-, 97.34%,2.66%,-,0006f8
01111,31.88%, 33.43%, 65.32%,1.25%,-,5503a6
01113,85.36%, 2.70%, 91.33%,5.97%, 5.97%,060fe8
01115,5.34%, 50.64%, 45.30%,4.07%, 3.89%,810a73
01117,3.37%, 45.81%, 49.18%,5.0200000000000005%, 4.86%,740c7d
01119,91.52%, 3.17%, 94.68%,2.15%, 2.15%,0805f1
01121,45.69%, 26.04%, 71.72%,2.24%,-,4205b6
01123,99.42%,-, 99.59%,0.41%,-,0001fd
01125,76.83%, 8.97%, 85.80%,5.23%, 4.65%,160dda
01127,14.74%, 39.85%, 54.59%,5.5600000000000005%, 5.41%,650e8b
01129,81.86%, 8.11%, 89.97%,1.92%,-,1404e5
01131,96.25%,-, 97.81%,2.19%,-,0005f9
01133,24.83%, 61.02%, 36.19%,2.79%, 2.51%,9b075c
02013,0%,-,-,0.0%,-,000000
02016,0%,-,-,0.0%,-,000000
02020,0%,-,-,0.0%,-,000000
02050,0%,-,-,0.0%,-,000000
02060,0%,-,-,0.0%,-,000000
02068,0%,-,-,0.0%,-,000000
02070,0%,-,-,0.0%,-,000000
02090,0%,-,-,0.0%,-,000000
02100,0%,-,-,0.0%,-,000000
02105,0%,-,-,0.0%,-,000000
02110,0%,-,-,0.0%,-,000000
02122,0%,-,-,0.0%,-,000000
02130,0%,-,-,0.0%,-,000000
02150,0%,-,-,0.0%,-,000000
02164,0%,-,-,0.0%,-,000000
02170,0%,-,-,0.0%,-,000000
02180,0%,-,-,0.0%,-,000000
02185,0%,-,-,0.0%,-,000000
02188,0%,-,-,0.0%,-,000000
02195,0%,-,-,0.0%,-,000000
02198,0%,-,-,0.0%,-,000000
02220,0%,-,-,0.0%,-,000000
02230,0%,-,-,0.0%,-,000000
02240,0%,-,-,0.0%,-,000000
02261,0%,-,-,0.0%,-,000000
02270,0%,-,-,0.0%,-,000000
02275,0%,-,-,0.0%,-,000000
02282,0%,-,-,0.0%,-,000000
02290,0%,-,-,0.0%,-,000000
04001,5.63%, 48.51%, 42.88%,8.61%, 8.61%,7b156d
04003,2.23%, 38.27%, 36.04%,25.68%, 25.68%,61415b
04005,14.42%, 45.10%, 30.69%,24.21%, 24.21%,733d4e
04007,0.39%, 34.55%, 34.94%,30.51%, 30.51%,584d59
04009,17.91%, 33.17%, 51.08%,15.75%, 15.75%,542882
04011,27.00%, 29.97%, 56.97%,13.06%, 13.06%,4c2191
04012,0%,-,-,0.0%,-,000000
04013,6.04%, 44.66%, 38.63%,16.71%, 16.71%,712a62
04015,0.46%, 38.00%, 24.46%,37.54%, 37.54%,605f3e
04017,13.48%, 42.90%, 27.68%,29.42%, 29.42%,6d4b46
04019,11.44%, 42.17%, 30.74%,27.09%, 27.09%,6b454e
04021,3.31%, 40.86%, 37.55%,21.59%, 21.59%,68375f
04023,6.48%, 39.93%, 46.41%,13.66%, 13.66%,652276
04025,10.22%, 41.80%, 26.62%,31.58%, 31.58%,6a5043
04027,11.25%, 41.75%, 27.76%,30.5%, 30.50%,6a4d46
05001,21.04%, 36.15%, 57.19%,6.67%, 6.67%,5c1191
05003,32.87%, 30.69%, 63.55%,5.76%, 5.76%,4e0ea2
05005,30.73%, 27.29%, 58.02%,14.69%, 14.69%,452593
05007,13.54%, 37.04%, 50.58%,12.38%, 12.38%,5e1f80
05009,16.53%, 37.49%, 54.02%,8.48%, 8.48%,5f1589
05011,35.31%, 29.13%, 64.44%,6.43%, 6.43%,4a10a4
05013,54.09%, 20.13%, 74.23%,5.64%, 5.64%,330ebd
05015,17.91%, 38.39%, 56.30%,5.31%, 5.31%,610d8f
05017,36.48%, 30.95%, 67.43%,1.62%,-,4e04ab
05019,38.74%, 25.29%, 64.03%,10.68%, 10.68%,401ba3
05021,12.68%, 39.85%, 52.54%,7.61%, 7.61%,651385
05023,36.78%, 26.44%, 63.22%,10.33%, 10.33%,431aa1
05025,53.67%, 21.27%, 74.94%,3.79%, 3.79%,3609bf
05027,57.49%, 19.50%, 76.99%,3.51%, 3.51%,3108c4
05029,24.55%, 33.72%, 58.27%,8.01%, 8.01%,551494
05031,32.18%, 29.06%, 61.24%,9.7%, 9.70%,4a189c
05033,15.43%, 34.23%, 49.66%,16.12%, 16.12%,57297e
05035,80.09%, 8.81%, 88.90%,2.29%, 2.29%,1605e2
05037,47.53%, 21.08%, 68.61%,10.32%, 10.32%,351aae
05039,44.38%, 26.68%, 71.06%,2.26%, 2.26%,4405b5
05041,32.89%, 21.55%, 55.67%,22.78%, 22.78%,363a8d
05043,28.38%, 35.12%, 63.51%,1.37%,-,5903a1
05045,42.21%, 25.14%, 67.35%,7.5%, 7.50%,4013ab
05047,41.84%, 23.05%, 64.88%,12.07%, 12.07%,3a1ea5
05049,38.33%, 29.00%, 67.33%,3.67%, 3.67%,4909ab
05051,15.40%, 37.50%, 52.91%,9.59%, 9.59%,5f1886
05053,57.69%, 15.50%, 73.19%,11.31%, 11.31%,271cba
05055,35.76%, 23.57%, 59.33%,17.11%, 17.11%,3c2b97
05057,31.61%, 30.37%, 61.98%,7.65%, 7.65%,4d139e
05059,29.93%, 29.25%, 59.18%,11.57%, 11.57%,4a1d96
05061,42.13%, 23.12%, 65.25%,11.63%, 11.63%,3a1da6
05063,38.15%, 26.15%, 64.30%,9.55%, 9.55%,4218a3
05065,48.70%, 24.10%, 72.80%,3.1%, 3.10%,3d07b9
05067,43.93%, 25.44%, 69.37%,5.19%, 5.19%,400db0
05069,39.19%, 22.29%, 61.48%,16.24%, 16.24%,38299c
05071,45.67%, 19.78%, 65.46%,14.76%, 14.76%,3225a6
05073,40.33%, 24.53%, 64.86%,10.62%, 10.62%,3e1ba5
05075,38.01%, 23.18%, 61.19%,15.63%, 15.63%,3b279c
05077,29.77%, 35.00%, 64.77%,0.23%,-,5900a5
05079,53.25%, 23.04%, 76.29%,0.68%,-,3a01c2
05081,31.11%, 31.80%, 62.90%,5.3%, 5.30%,510da0
05083,17.79%, 32.06%, 49.85%,18.1%, 18.10%,512e7f
05085,47.66%, 23.87%, 71.52%,4.61%, 4.61%,3c0bb6
05087,2.67%, 46.85%, 49.52%,3.64%, 3.64%,77097e
05089,41.51%, 21.56%, 63.07%,15.37%, 15.37%,3627a0
05091,44.41%, 17.28%, 63.56%,19.16%, 19.16%,2c30a2
05093,47.24%, 24.86%, 72.10%,3.04%, 3.04%,3f07b7
05095,40.03%, 26.00%, 66.04%,7.96%, 7.96%,4214a8
05097,8.05%, 40.82%, 48.87%,10.32%, 10.32%,681a7c
05099,25.79%, 29.90%, 55.69%,14.41%, 14.41%,4c248e
05101,29.66%, 61.23%, 31.57%,7.2%, 7.20%,9c1250
05103,15.83%, 41.18%, 57.01%,1.82%,-,690491
05105,15.95%, 32.91%, 48.86%,18.23%, 18.23%,532e7c
05107,57.62%, 19.65%, 77.27%,3.07%, 3.07%,3207c5
05109,29.90%, 31.93%, 61.82%,6.25%, 6.25%,510f9d
05111,45.79%, 22.81%, 68.60%,8.59%, 8.59%,3a15ae
05113,22.65%, 31.49%, 54.14%,14.37%, 14.37%,50248a
05115,48.85%, 21.23%, 70.08%,8.69%, 8.69%,3616b2
05117,29.13%, 32.68%, 61.81%,5.5%, 5.50%,530e9d
05119,30.94%, 28.36%, 59.30%,12.34%, 12.34%,481f97
05121,31.71%, 32.20%, 63.91%,3.89%, 3.89%,5209a2
05123,36.74%, 29.52%, 66.26%,4.23%, 4.23%,4b0aa8
05125,59.34%, 13.65%, 72.99%,13.36%, 13.36%,2222ba
05127,20.57%, 33.24%, 53.81%,12.94%, 12.94%,542089
05129,28.92%, 60.33%, 31.42%,8.25%, 8.25%,991550
05131,19.41%, 33.13%, 52.54%,14.34%, 14.34%,542485
05133,44.35%, 18.28%, 63.03%,18.69%, 18.69%,2e2fa0
05135,52.16%, 21.11%, 73.27%,5.63%, 5.63%,350eba
05137,27.08%, 32.31%, 59.38%,8.31%, 8.31%,521597
05139,56.75%, 16.84%, 73.59%,9.58%, 9.58%,2a18bb
05141,33.73%, 30.12%, 63.85%,6.02%, 6.02%,4c0fa2
05143,19.96%, 35.90%, 55.87%,8.23%, 8.23%,5b148e
05145,32.99%, 27.69%, 60.69%,11.62%, 11.62%,461d9a
05147,48.52%, 24.26%, 72.78%,2.96%, 2.96%,3d07b9
05149,56.19%, 19.15%, 75.34%,5.5%, 5.50%,300ec0
06001,30.21%, 61.48%, 6.05%,32.46%, 31.27%,9c520f
06003,79.66%, 88.14%, 8.47%,3.39%,-,e00815
06005,3.68%, 38.93%, 17.11%,43.96%, 42.61%,63702b
06007,1.93%, 42.25%, 12.52%,45.23%, 44.18%,6b731f
06009,4.66%, 39.44%, 15.06%,45.5%, 44.10%,647426
06011,9.26%, 43.84%, 19.25%,34.58%, 34.58%,6f5831
06013,17.08%, 54.67%, 6.72%,38.61%, 37.60%,8b6211
06015,20.66%, 52.63%, 12.12%,31.98%, 31.98%,86511e
06017,29.99%, 28.49%, 12.07%,59.449999999999996%, 58.48%,48971e
06019,2.25%, 44.01%, 12.98%,43.019999999999996%, 41.76%,706d21
06021,3.54%, 44.84%, 11.40%,41.3%, 41.30%,72691d
06023,21.99%, 56.82%, 7.09%,36.089999999999996%, 34.83%,905c12
06025,13.18%, 50.28%, 11.04%,38.68000000000001%, 37.09%,80621c
06027,8.55%, 47.52%, 12.81%,39.67%, 38.97%,796520
06029,10.08%, 46.08%, 16.84%,37.09%, 36.00%,755e2a
06031,21.35%, 50.00%, 19.72%,30.29%, 28.65%,7f4d32
06033,7.74%, 44.94%, 14.75%,37.2%, 37.20%,725e25
06035,3.50%, 40.78%, 13.54%,45.69%, 44.28%,677422
06037,39.88%, 65.51%, 7.33%,27.16%, 25.63%,a74512
06039,0.11%, 42.66%, 12.65%,42.55%, 42.55%,6c6c20
06041,14.35%, 53.52%, 6.07%,40.410000000000004%, 39.17%,88670f
06043,1.40%, 40.23%, 19.65%,40.12%, 38.83%,666632
06045,26.32%, 56.46%, 12.04%,31.5%, 30.15%,8f501e
06047,18.85%, 52.94%, 10.52%,34.09%, 34.09%,86561a
06049,11.00%, 43.72%, 22.37%,33.92%, 32.72%,6f5639
06051,21.94%, 53.55%, 14.52%,31.93%, 31.61%,885125
06053,34.87%, 61.07%, 11.41%,27.53%, 26.20%,9b461d
06055,20.80%, 54.82%, 10.19%,34.99%, 34.02%,8b5919
06057,4.72%, 42.23%, 8.57%,46.94%, 46.94%,6b7715
06059,45.43%, 67.35%, 8.68%,21.92%, 21.92%,ab3716
06061,18.35%, 36.63%, 6.52%,56.849999999999994%, 54.98%,5d9010
06063,22.88%, 32.92%, 10.62%,56.45%, 55.81%,538f1b
06065,34.90%, 61.99%, 8.49%,27.09%, 27.09%,9e4515
06067,9.72%, 41.08%, 7.01%,51.91%, 50.80%,688411
06069,21.74%, 53.54%, 13.40%,33.06%, 31.80%,885422
06071,25.85%, 56.93%, 9.39%,31.08%, 31.08%,914f17
06073,5.45%, 48.99%, 6.35%,44.66%, 43.54%,7c7110
06075,3.01%, 47.75%, 6.37%,45.88%, 44.74%,797410
06077,9.60%, 48.91%, 10.60%,40.489999999999995%, 39.30%,7c671b
06079,9.57%, 49.01%, 9.42%,39.44%, 39.44%,7c6418
06081,16.54%, 55.27%, 5.24%,39.48%, 38.73%,8c640d
06083,39.97%, 64.69%, 9.33%,25.99%, 24.72%,a44217
06085,24.83%, 58.02%, 7.41%,34.57%, 33.19%,935812
06087,32.04%, 60.84%, 9.02%,30.14%, 28.80%,9b4c17
06089,2.11%, 41.95%, 12.86%,45.2%, 44.06%,6a7320
06091,10.44%, 38.93%, 10.30%,50.779999999999994%, 49.37%,63811a
06093,6.78%, 40.58%, 9.73%,47.36%, 47.36%,677818
06095,6.62%, 48.00%, 9.61%,42.39%, 41.39%,7a6c18
06097,23.88%, 56.00%, 10.38%,33.629999999999995%, 32.12%,8e551a
06099,25.87%, 56.86%, 9.57%,30.99%, 30.99%,904f18
06101,12.29%, 49.92%, 11.33%,38.75%, 37.64%,7f621c
06103,6.53%, 45.97%, 11.50%,39.44%, 39.44%,75641d
06105,8.47%, 36.48%, 16.72%,46.800000000000004%, 44.95%,5d772a
06107,21.31%, 50.79%, 18.34%,30.869999999999997%, 29.47%,814e2e
06109,1.34%, 43.03%, 11.94%,45.04%, 44.37%,6d721e
06111,41.99%, 65.16%, 10.41%,24.44%, 23.18%,a63e1a
06113,6.85%, 45.35%, 14.63%,40.02%, 38.50%,736625
06115,7.43%, 45.88%, 11.26%,39.64%, 38.45%,74651c
08001,33.10%, 56.33%, 23.24%,20.43%, 19.72%,8f343b
08003,6.76%, 40.59%, 25.14%,34.269999999999996%, 33.83%,675740
08005,46.03%, 64.23%, 18.20%,17.57%, 17.18%,a32c2e
08007,12.91%, 43.12%, 25.72%,31.17%, 30.21%,6d4f41
08009,20.53%, 46.35%, 25.78%,27.87%, 25.82%,764741
08011,25.33%, 54.14%, 28.81%,17.05%, 16.55%,8a2b49
08013,33.43%, 58.75%, 25.32%,15.93%, 15.53%,952840
08014,0%,-,-,0.0%,-,000000
08015,7.15%, 43.40%, 19.88%,36.71%, 36.26%,6e5d32
08017,27.05%, 55.70%, 15.02%,29.28%, 28.64%,8e4a26
08019,37.53%, 61.87%, 24.34%,13.79%, 13.45%,9d233e
08021,18.28%, 56.17%, 37.89%,5.94%, 5.79%,8f0f60
08023,5.77%, 48.37%, 42.60%,9.040000000000001%, 8.14%,7b176c
08025,19.41%, 50.23%, 30.82%,18.950000000000003%, 18.35%,80304e
08027,15.32%, 44.41%, 29.09%,26.509999999999998%, 25.47%,71434a
08029,27.79%, 54.36%, 26.57%,19.08%, 18.31%,8a3043
08031,44.24%, 63.44%, 16.93%,19.64%, 19.20%,a1322b
08033,7.17%, 21.30%, 35.20%,43.5%, 42.38%,366e59
08035,30.98%, 55.34%, 24.36%,20.29%, 19.91%,8d333e
08037,16.18%, 44.43%, 26.52%,29.05%, 28.25%,714a43
08039,30.22%, 54.97%, 19.48%,25.56%, 24.75%,8c4131
08041,33.12%, 55.69%, 22.57%,21.75%, 21.19%,8e3739
08043,39.75%, 61.13%, 21.37%,17.5%, 16.95%,9b2c36
08045,26.96%, 51.27%, 24.31%,24.42%, 23.78%,823e3d
08047,30.35%, 54.78%, 24.43%,20.79%, 20.49%,8b353e
08049,29.74%, 54.31%, 24.56%,21.13%, 20.97%,8a353e
08051,13.67%, 44.70%, 23.82%,31.48%, 31.04%,71503c
08053,21.38%, 50.00%, 28.62%,21.369999999999997%, 20.65%,7f3648
08055,20.08%, 49.08%, 21.49%,29.42%, 29.00%,7d4b36
08057,48.38%, 67.35%, 18.97%,13.67%, 12.82%,ab2230
08059,44.26%, 63.69%, 16.63%,19.680000000000003%, 19.42%,a2322a
08061,20.59%, 47.49%, 25.43%,27.08%, 26.90%,794540
08063,39.65%, 60.21%, 20.57%,19.220000000000002%, 18.42%,993134
08065,13.35%, 43.00%, 26.23%,30.759999999999998%, 29.65%,6d4e42
08067,1.12%, 35.13%, 36.25%,28.630000000000003%, 28.10%,59495c
08069,46.57%, 66.65%, 20.08%,13.270000000000001%, 12.46%,a92133
08071,21.40%, 48.68%, 23.56%,27.77%, 27.28%,7c463c
08073,30.91%, 54.70%, 21.12%,24.18%, 23.78%,8b3d35
08075,29.01%, 55.60%, 16.95%,27.45%, 26.59%,8d452b
08077,18.32%, 45.53%, 26.83%,27.650000000000002%, 27.21%,744644
08079,15.03%, 46.01%, 30.98%,23.0%, 22.39%,753a4e
08081,18.19%, 50.70%, 32.51%,16.779999999999998%, 16.58%,812a52
08083,0.89%, 34.58%, 35.46%,29.96%, 29.27%,584c5a
08085,18.49%, 45.82%, 27.33%,26.84%, 26.16%,744445
08087,54.04%, 69.99%, 15.95%,14.05%, 13.40%,b22328
08089,34.75%, 59.19%, 24.44%,16.37%, 15.46%,96293e
08091,12.72%, 44.28%, 23.42%,32.29%, 31.56%,70523b
08093,29.25%, 56.12%, 26.87%,17.01%, 15.05%,8f2b44
08095,17.89%, 49.61%, 18.30%,32.089999999999996%, 31.72%,7e512e
08097,16.68%, 47.27%, 21.82%,30.91%, 30.59%,784e37
08099,35.15%, 59.21%, 24.06%,16.720000000000002%, 15.80%,962a3d
08101,28.29%, 52.86%, 24.57%,22.56%, 22.02%,86393e
08103,28.51%, 60.84%, 32.33%,6.83%, 6.27%,9b1152
08105,22.12%, 53.51%, 31.38%,15.11%, 14.19%,882650
08107,20.73%, 53.51%, 32.78%,13.719999999999999%, 13.19%,882253
08109,29.72%, 58.33%, 28.61%,13.07%, 12.44%,942148
08111,2.19%, 39.78%, 37.59%,22.63%, 22.63%,65395f
08113,7.09%, 43.62%, 36.53%,19.849999999999998%, 18.56%,6f325d
08115,27.15%, 51.97%, 24.82%,23.21%, 22.48%,843b3f
08117,15.17%, 47.52%, 32.35%,20.139999999999997%, 19.33%,793352
08119,20.68%, 48.78%, 22.51%,28.71%, 28.10%,7c4939
08121,30.17%, 54.27%, 21.11%,24.630000000000003%, 24.10%,8a3e35
08123,41.72%, 62.68%, 20.96%,16.36%, 15.78%,9f2935
08125,34.28%, 57.91%, 17.96%,24.13%, 23.63%,933d2d
09001,44.76%, 66.22%, 21.47%,12.31%, 11.91%,a81f36
09003,33.54%, 61.93%, 28.39%,9.68%, 9.28%,9d1848
09005,35.05%, 61.35%, 26.30%,12.35%, 12.25%,9c1f43
09007,37.36%, 65.22%, 27.87%,6.91%, 6.76%,a61147
09009,27.32%, 57.40%, 30.08%,12.52%, 12.11%,921f4c
09011,32.84%, 62.34%, 29.50%,8.15%, 7.98%,9e144b
09013,35.27%, 62.29%, 27.02%,10.68%, 10.31%,9e1b44
09015,25.23%, 59.64%, 34.42%,5.94%, 5.86%,980f57
10001,0.30%, 49.17%, 49.47%,1.37%,-,7d037e
10003,30.40%, 61.24%, 30.84%,7.92%, 7.89%,9c144e
10005,7.64%, 53.23%, 45.59%,1.18%,-,870374
11001,0%,-,-,0.0%,-,000000
12001,52.51%, 18.90%, 71.40%,9.700000000000001%, 6.23%,3018b6
12003,24.01%, 32.72%, 56.73%,8.45%, 6.60%,531590
12005,41.67%, 25.48%, 67.15%,4.41%, 3.61%,400bab
12007,67.42%, 14.24%, 81.67%,4.1%, 2.58%,240ad0
12009,23.72%, 34.22%, 57.94%,7.84%, 5.85%,571393
12011,1.43%, 41.45%, 42.87%,8.76%, 8.76%,69166d
12013,67.44%, 10.79%, 78.23%,7.52%, 7.13%,1b13c7
12015,28.79%, 31.21%, 60.00%,6.36%, 5.61%,4f1099
12017,74.06%, 5.94%, 83.76%,10.29%, 9.70%,0f1ad5
12019,28.33%, 28.84%, 57.17%,13.99%, 11.97%,492391
12021,73.89%, 8.33%, 82.22%,3.34%, 2.78%,1508d1
12023,72.66%, 8.94%, 81.60%,6.94%, 6.41%,1611d0
12027,44.92%, 25.14%, 70.05%,1.64%,-,4004b2
12029,89.01%, 5.13%, 94.14%,0.73%,-,0d01f0
12031,23.00%, 28.93%, 51.93%,10.64%, 10.64%,491b84
12033,23.40%, 29.34%, 52.74%,15.31%, 14.16%,4a2786
12035,34.14%, 20.16%, 54.30%,17.47%, 17.47%,332c8a
12037,56.51%, 20.00%, 76.51%,3.49%, 2.94%,3308c3
12039,76.81%, 5.86%, 84.91%,9.219999999999999%, 8.10%,0e17d8
12041,0%,-,-,0.0%,-,000000
12043,37.18%, 23.92%, 61.10%,7.2%, 7.20%,3c129b
12045,0%,-,-,0.0%,-,000000
12047,57.91%, 17.40%, 75.30%,7.289999999999999%, 4.01%,2c12c0
12049,45.58%, 22.66%, 68.24%,6.6899999999999995%, 5.75%,3911ae
12051,64.53%, 12.21%, 76.74%,7.5600000000000005%, 6.40%,1f13c3
12053,60.10%, 14.71%, 74.81%,10.48%, 8.98%,251abe
12055,24.18%, 33.38%, 57.56%,9.06%, 7.30%,551792
12057,40.18%, 22.08%, 62.26%,10.65%, 10.65%,381b9e
12059,23.87%, 32.03%, 55.90%,12.059999999999999%, 9.94%,511e8e
12061,0%,-,-,0.0%,-,000000
12063,66.17%, 14.59%, 80.76%,4.65%, 3.74%,250bcd
12065,73.42%, 9.69%, 83.11%,7.1899999999999995%, 6.31%,1812d3
12067,80.05%, 8.13%, 88.18%,3.7%, 2.71%,1409e0
12069,16.65%, 36.46%, 53.12%,6.08%, 6.08%,5c0f87
12071,18.06%, 34.03%, 52.10%,4.93%, 4.93%,560c84
12073,77.03%, 8.29%, 85.32%,6.390000000000001%, 3.96%,1510d9
12075,37.99%, 26.23%, 64.22%,9.56%, 6.74%,4218a3
12077,78.13%, 8.04%, 86.16%,5.8%, 4.46%,140edb
12079,85.67%, 3.88%, 90.73%,5.3999999999999995%, 5.06%,090de7
12081,22.50%, 32.54%, 55.04%,12.41%, 9.36%,521f8c
12083,56.17%, 17.25%, 73.43%,5.67%, 4.52%,2b0ebb
12085,0%,-,-,0.0%,-,000000
12086,2.87%, 26.01%, 32.83%,11.21%, 9.58%,421c53
12087,46.51%, 21.27%, 67.78%,10.96%, 9.17%,361bac
12089,66.80%, 13.86%, 80.65%,5.49%, 4.18%,230dcd
12091,48.16%, 19.20%, 67.37%,9.340000000000002%, 8.71%,3017ab
12093,45.96%, 20.96%, 66.91%,8.09%, 6.99%,3514aa
12095,5.60%, 40.24%, 45.84%,5.26%, 5.26%,660d74
12097,16.75%, 33.45%, 50.20%,3.69%, 3.69%,550980
12099,4.89%, 46.14%, 41.25%,10.02%, 10.02%,751969
12101,21.15%, 32.42%, 53.57%,11.06%, 9.82%,521c88
12103,3.95%, 47.53%, 43.57%,6.39%, 5.00%,79106f
12105,29.08%, 28.89%, 57.97%,9.91%, 8.70%,491993
12107,19.28%, 35.13%, 54.41%,5.45%, 5.45%,590d8a
12109,26.86%, 27.44%, 54.30%,9.93%, 9.93%,45198a
12111,13.96%, 36.95%, 50.92%,12.13%, 10.58%,5e1e81
12113,47.30%, 23.34%, 70.64%,6.01%, 3.87%,3b0fb4
12115,3.68%, 40.48%, 44.16%,11.47%, 10.17%,671d70
12117,36.13%, 23.46%, 59.58%,16.96%, 15.95%,3b2b97
12119,55.01%, 15.93%, 70.94%,13.129999999999999%, 10.77%,2821b4
12121,74.14%, 9.50%, 83.65%,6.8500000000000005%, 5.99%,1811d5
12123,61.84%, 16.45%, 78.29%,2.14%,-,2905c7
12125,87.93%, 4.60%, 92.53%,2.8699999999999997%, 2.01%,0b07eb
12127,10.29%, 40.83%, 51.11%,8.06%, 5.11%,681482
12129,76.61%, 8.74%, 85.35%,5.92%, 3.86%,160fd9
12131,51.62%, 18.77%, 70.39%,4.78%, 4.78%,2f0cb3
12133,42.79%, 24.76%, 67.55%,5.17%, 4.45%,3f0dac
13001,65.37%, 17.12%, 82.49%,0.39%,-,2b00d2
13003,84.63%, 5.73%, 90.37%,3.9%, 3.90%,0e09e6
13005,83.60%, 7.49%, 91.09%,1.42%,-,1303e8
13007,82.05%, 7.69%, 89.74%,2.56%, 2.56%,1306e4
13009,73.07%, 10.87%, 83.94%,5.18%, 5.18%,1b0dd6
13011,52.16%, 21.88%, 74.05%,4.07%, 4.07%,370abc
13013,43.04%, 11.55%, 65.75%,22.7%, 22.70%,1d39a7
13015,26.13%, 34.60%, 60.73%,4.67%, 4.67%,580b9a
13017,37.43%, 17.71%, 59.86%,22.43%, 22.43%,2d3998
13019,91.67%, 3.01%, 94.68%,2.31%, 2.31%,0705f1
13021,72.79%, 10.38%, 83.17%,6.45%, 6.45%,1a10d4
13023,85.43%, 5.19%, 90.62%,4.2%, 4.20%,0d0ae7
13025,73.84%, 3.23%, 85.30%,11.47%, 11.47%,081dd9
13027,79.56%, 9.69%, 89.25%,1.06%,-,1802e3
13029,89.90%, 4.33%, 94.23%,1.44%,-,0b03f0
13031,90.49%, 3.52%, 94.01%,2.47%, 2.47%,0806ef
13033,68.95%, 14.05%, 82.99%,2.96%, 2.96%,2307d3
13035,76.25%, 8.61%, 84.85%,6.54%, 6.54%,1510d8
13037,67.23%, 16.02%, 83.25%,0.73%,-,2801d4
13039,97.14%,-, 98.29%,1.71%,-,0004fa
