statecounty,margin,nixon,humphrey,wallace,hex_color
21143,5.16, 29.88, 37.10, 31.94,4c515e
21145,17.89, 27.33, 45.21, 26.97,454473
21147,48.39, 67.61, 19.22, 12.13,ac1e31
21149,0.03, 35.73, 35.76, 28.23,5b475b
21151,12.13, 44.83, 32.70, 21.54,723653
21153,0.97, 47.71, 46.74, 5.55,790e77
21155,16.63, 33.02, 49.65, 17.31,542c7e
21157,10.97, 30.70, 41.67, 27.56,4e466a
21159,41.69, 68.42, 26.73, 4.79,ae0c44
21161,1.69, 40.50, 42.19, 17.21,672b6b
21163,12.88, 32.98, 45.86, 21.10,543574
21165,3.42, 38.65, 42.07, 18.75,622f6b
21167,8.54, 43.07, 34.54, 21.73,6d3758
21169,18.55, 51.41, 32.86, 15.40,832753
21171,63.16, 76.06, 12.90, 10.98,c11b20
21173,15.64, 46.87, 31.23, 21.74,77374f
21175,22.24, 33.86, 56.10, 10.05,56198f
21177,1.69, 39.52, 37.83, 22.54,643960
21179,15.14, 34.31, 49.45, 15.96,57287e
21181,9.02, 35.16, 44.18, 20.03,593370
21183,27.96, 54.16, 26.20, 19.52,8a3142
21185,6.41, 41.45, 35.04, 23.47,693b59
21187,24.92, 26.39, 51.31, 22.24,433882
21189,59.35, 75.49, 16.14, 8.36,c01529
21191,12.96, 45.68, 32.72, 21.51,743653
21193,5.96, 41.85, 47.81, 10.30,6a1a79
21195,12.22, 39.56, 51.78, 8.58,641584
21197,8.20, 42.57, 34.36, 22.99,6c3a57
21199,42.38, 64.26, 21.88, 13.80,a32337
21201,0.99, 41.15, 40.16, 18.40,682e66
21203,48.04, 66.96, 18.92, 14.04,aa2330
21205,2.67, 45.23, 42.57, 12.13,731e6c
21207,43.93, 64.29, 20.36, 15.21,a32633
21209,4.27, 35.07, 39.35, 24.92,593f64
21211,4.82, 37.78, 42.60, 19.57,60316c
21213,1.61, 33.07, 34.69, 32.04,545158
21215,9.66, 41.89, 32.23, 25.60,6a4152
21217,24.80, 50.88, 22.94, 26.08,81423a
21219,11.14, 31.99, 24.16, 43.13,516d3d
21221,4.14, 30.38, 36.73, 32.59,4d535d
21223,27.15, 25.98, 53.13, 20.64,423487
21225,14.01, 23.66, 45.15, 31.14,3c4f73
21227,16.33, 45.76, 29.44, 24.71,743f4b
21229,4.68, 46.35, 41.68, 11.74,761d6a
21231,31.75, 61.08, 29.33, 9.50,9b184a
21233,13.62, 29.48, 43.10, 27.26,4b456d
21235,37.13, 59.74, 22.61, 17.48,982c39
21237,18.31, 34.35, 52.65, 12.78,572086
21239,5.70, 42.51, 36.81, 19.99,6c325d
22001,33.06, 18.70, 24.12, 57.18,2f913d
22003,30.35, 13.83, 27.91, 58.26,239447
22005,26.56, 12.69, 30.37, 56.94,20914d
22007,13.10, 19.69, 33.60, 46.70,327755
22009,31.06, 20.17, 24.38, 55.45,338d3e
22011,33.64, 22.33, 21.70, 55.97,388e37
22013,27.50, 15.24, 28.63, 56.13,268f49
22015,34.89, 23.74, 17.63, 58.63,3c952c
22017,10.75, 31.51, 26.24, 42.25,506b42
22019,12.75, 21.46, 32.89, 45.65,367453
22021,34.43, 13.19, 26.19, 60.62,219a42
22023,43.27, 15.62, 20.56, 63.83,27a234
22025,45.42, 17.97, 18.31, 63.72,2da22e
22027,29.57, 18.70, 25.87, 55.43,2f8d41
22029,34.12, 12.99, 26.44, 60.57,219a43
22031,9.22, 11.37, 39.70, 48.93,1c7c65
22033,17.13, 27.53, 27.67, 44.80,467246
22035,5.22, 13.89, 45.66, 40.45,236774
22037,19.95, 11.17, 34.44, 54.39,1c8a57
22039,40.79, 13.40, 22.90, 63.70,22a23a
22041,60.92, 14.76, 9.56, 75.68,25c018
22043,42.74, 20.18, 16.90, 62.92,33a02b
22045,13.46, 28.63, 28.96, 42.41,496c49
22047,2.10, 14.44, 41.73, 43.83,246f6a
22049,36.77, 16.80, 23.21, 59.98,2a983b
22051,13.57, 32.19, 22.05, 45.76,527438
22053,23.14, 22.70, 27.08, 50.22,398045
22055,3.47, 35.12, 26.28, 38.59,596243
22057,25.42, 22.60, 25.99, 51.41,398342
22059,44.82, 21.52, 12.15, 66.34,36a91e
22061,17.82, 29.77, 22.63, 47.59,4b7939
22063,69.42, 7.73, 11.42, 80.85,13ce1d
22065,4.91, 11.41, 46.75, 41.84,1d6a77
22067,40.08, 19.82, 20.05, 60.13,329933
22069,13.22, 19.93, 33.43, 46.64,327655
22071,7.81, 26.71, 40.55, 32.74,445367
22073,15.95, 31.82, 20.41, 47.77,517934
22075,61.88, 11.33, 13.39, 75.28,1cbf22
22077,4.92, 11.34, 41.87, 46.79,1c776a
22079,17.14, 28.95, 24.96, 46.09,49753f
22081,41.45, 10.08, 24.24, 65.69,19a73d
22083,52.36, 15.95, 15.74, 68.31,28ae28
22085,49.44, 16.52, 17.02, 66.46,2aa92b
22087,50.30, 18.32, 13.06, 68.62,2eae21
22089,14.38, 18.35, 33.63, 48.02,2e7a55
22091,13.32, 6.50, 40.09, 53.41,108866
22093,3.40, 11.91, 45.74, 42.34,1e6b74
22095,0.01, 12.65, 43.67, 43.68,206f6f
22097,14.20, 13.90, 35.95, 50.15,237f5b
22099,14.82, 16.74, 34.22, 49.04,2a7d57
22101,8.70, 27.53, 31.89, 40.58,466751
22103,31.91, 23.34, 21.41, 55.25,3b8c36
22105,38.64, 13.86, 23.75, 62.39,239f3c
22107,16.87, 19.07, 32.03, 48.90,307c51
22109,19.39, 27.92, 24.77, 47.31,47783f
22111,43.89, 16.50, 19.80, 63.70,2aa232
22113,28.39, 21.55, 25.03, 53.42,36883f
22115,46.04, 18.29, 17.38, 64.33,2ea42c
22117,50.78, 10.78, 19.22, 70.00,1bb231
22119,41.21, 17.81, 20.49, 61.70,2d9d34
22121,10.53, 12.73, 38.37, 48.90,207c61
22123,65.63, 12.85, 8.67, 78.48,20c816
22125,8.61, 11.08, 48.76, 40.16,1c667c
22127,44.24, 16.68, 19.54, 63.78,2aa231
23001,43.52, 27.52, 71.04,-,4600b5
23003,3.85, 47.61, 51.46,-,790083
23005,15.92, 41.35, 57.27,-,690092
23007,2.09, 48.01, 50.10,-,7a007f
23009,27.85, 62.95, 35.10,-,a00059
23011,15.00, 41.81, 56.81,-,6a0090
23013,12.30, 55.25, 42.95,-,8c006d
23015,24.61, 61.11, 36.50, 2.40,9b065d
23017,14.73, 41.66, 56.39,-,6a008f
23019,9.59, 44.47, 54.06,-,710089
23021,5.23, 46.24, 51.47, 2.28,750583
23023,14.43, 41.73, 56.16, 2.11,6a058f
23025,10.37, 43.76, 54.13, 2.11,6f058a
23027,15.10, 56.19, 41.08, 2.73,8f0668
23029,6.06, 46.10, 52.16,-,750085
23031,20.32, 38.91, 59.23,-,630097
24001,1.05, 42.50, 41.45, 16.05,6c2869
24003,14.40, 47.09, 32.70, 20.21,783353
24005,12.85, 49.74, 36.89, 13.37,7e225e
24009,1.58, 35.71, 37.29, 27.00,5b445f
24011,22.84, 50.07, 27.23, 22.69,7f3945
24013,36.83, 60.56, 23.73, 15.71,9a283c
24015,13.68, 45.46, 31.78, 22.76,733a51
24017,3.30, 38.50, 35.20, 26.30,624359
24019,9.55, 41.36, 26.83, 31.81,695144
24021,20.27, 51.87, 31.60, 16.52,842a50
24023,30.83, 59.38, 28.54, 12.08,971e48
24025,19.18, 51.48, 32.30, 16.22,832952
24027,22.72, 53.81, 31.08, 15.11,89264f
24029,11.10, 46.50, 35.41, 18.09,762e5a
24031,3.85, 44.23, 48.08, 7.69,70137a
24033,0.98, 41.24, 40.26, 18.50,692f66
24035,14.93, 46.92, 31.99, 21.09,773551
24037,0.74, 36.49, 35.75, 27.76,5d465b
24039,7.24, 40.14, 32.91, 26.95,664453
24041,25.81, 55.18, 29.37, 15.45,8c274a
24043,14.05, 47.13, 33.08, 19.78,783254
24045,17.96, 47.18, 29.22, 23.60,783c4a
24047,20.05, 47.48, 27.43, 25.09,793f45
24510,33.91, 27.65, 61.56, 10.79,461b9c
25001,18.38, 57.63, 39.24, 2.95,920764
25003,23.92, 35.80, 59.72, 4.02,5b0a98
25005,34.19, 30.87, 65.06, 3.81,4e09a5
25007,1.13, 49.31, 48.19, 2.35,7d057a
25009,25.62, 35.40, 61.03, 3.28,5a089b
25011,1.08, 48.63, 47.55, 3.52,7c0879
25013,31.21, 31.31, 62.52, 5.53,4f0e9f
25015,22.89, 35.83, 58.72, 5.10,5b0d95
25017,31.51, 32.60, 64.11, 2.87,5307a3
25019,13.78, 55.30, 41.52, 2.90,8d0769
25021,24.29, 36.01, 60.30, 3.41,5b0899
25023,10.26, 42.70, 52.96, 4.17,6c0a87
25025,57.42, 18.20, 75.62, 5.62,2e0ec0
25027,30.20, 33.32, 63.52, 2.92,5407a1
26001,28.36, 58.76, 30.39, 10.72,951b4d
26003,14.83, 40.03, 54.87, 4.93,660c8b
26005,30.60, 60.32, 29.72, 9.76,99184b
26007,8.25, 50.77, 42.52, 6.63,81106c
26009,25.89, 59.23, 33.35, 7.38,971255
26011,12.94, 52.37, 39.43, 8.12,851464
26013,5.18, 45.45, 50.63, 3.50,730881
26015,21.34, 55.14, 33.81, 10.87,8c1b56
26017,6.18, 44.12, 50.30, 5.38,700d80
26019,28.23, 60.91, 32.68, 6.24,9b0f53
26021,17.28, 51.08, 33.80, 14.83,822556
26023,20.18, 55.88, 35.70, 8.20,8e145b
26025,6.46, 47.64, 41.18, 10.82,791b69
26027,9.26, 46.93, 37.68, 15.14,772660
26029,18.65, 55.14, 36.49, 8.29,8c155d
26031,8.44, 49.60, 41.17, 9.19,7e1768
26033,11.92, 52.04, 40.13, 7.70,841366
26035,24.11, 56.85, 32.74, 10.32,901a53
26037,23.32, 56.77, 33.45, 9.59,901855
26039,18.30, 55.04, 36.74, 8.13,8c145d
26041,13.87, 40.58, 54.45, 4.87,670c8a
26043,7.20, 43.95, 51.15, 4.76,700c82
26045,23.51, 57.13, 33.62, 9.07,911755
26047,23.78, 58.83, 35.04, 5.96,960f59
26049,6.84, 38.99, 45.83, 14.96,632674
26051,23.34, 56.55, 33.21, 10.18,901954
26053,16.30, 39.71, 56.00, 4.16,650a8e
26055,28.96, 61.51, 32.55, 5.79,9c0e53
26057,32.55, 62.68, 30.13, 7.08,9f124c
26059,34.98, 63.27, 28.29, 8.23,a11448
26061,2.47, 46.94, 49.41, 3.34,77087d
26063,37.90, 64.51, 26.62, 8.69,a41643
26065,10.38, 51.46, 41.08, 7.07,831268
26067,16.09, 54.01, 37.92, 7.90,891460
26069,20.91, 55.42, 34.51, 10.03,8d1958
26071,10.78, 42.36, 53.14, 4.37,6c0b87
26073,21.47, 57.37, 35.90, 6.52,92105b
26075,18.56, 53.66, 35.11, 10.97,881b59
26077,18.09, 53.90, 35.81, 10.02,89195b
26079,19.57, 53.29, 33.72, 12.90,872055
26081,14.96, 53.68, 38.72, 7.25,881262
26083,6.45, 43.97, 50.42, 5.44,700d80
26085,13.87, 39.10, 52.97, 7.86,631487
26087,22.69, 54.85, 32.17, 12.88,8b2052
26089,26.53, 60.06, 33.53, 6.27,990f55
26091,19.65, 55.85, 36.20, 7.54,8e135c
26093,15.16, 51.01, 35.85, 12.93,82205b
26095,21.42, 58.33, 36.92, 4.71,940c5e
26097,16.52, 54.77, 38.26, 6.93,8b1161
26099,24.77, 30.42, 55.19, 14.09,4d238c
26101,4.05, 48.24, 44.20, 7.39,7b1270
26103,10.66, 42.68, 53.34, 3.82,6c0988
26105,16.79, 54.02, 37.23, 8.69,89165e
26107,27.47, 59.97, 32.49, 7.42,981252
26109,2.75, 45.50, 48.25, 6.13,740f7b
26111,29.17, 60.57, 31.40, 7.82,9a1350
26113,44.66, 67.72, 23.06, 9.15,ac173a
26115,8.18, 39.64, 47.81, 12.31,651f79
26117,20.31, 55.89, 35.59, 8.35,8e155a
26119,19.95, 54.40, 34.45, 11.06,8a1c57
26121,6.37, 48.11, 41.74, 9.90,7a196a
26123,29.48, 59.97, 30.49, 9.43,98184d
26125,0.55, 45.31, 44.76, 9.56,731872
26127,25.28, 56.22, 30.93, 12.59,8f204e
26129,18.98, 54.56, 35.57, 9.81,8b195a
26131,3.43, 45.72, 49.15, 5.03,740c7d
26133,37.80, 63.77, 25.97, 10.03,a21942
26135,30.42, 60.95, 30.53, 8.51,9b154d
26137,5.54, 49.33, 43.79, 6.83,7d116f
26139,42.41, 67.60, 25.19, 7.01,ac1140
26141,5.05, 48.85, 43.80, 7.33,7c126f
26143,21.13, 55.91, 34.78, 9.14,8e1758
26145,7.50, 49.17, 41.67, 8.92,7d166a
26147,11.33, 49.41, 38.09, 12.33,7d1f61
26149,28.52, 59.20, 30.68, 9.97,96194e
26151,42.91, 65.45, 22.54, 11.94,a61e39
26153,3.23, 45.40, 48.62, 5.91,730f7b
26155,12.63, 50.88, 38.25, 10.55,811a61
26157,33.15, 61.44, 28.28, 10.13,9c1948
26159,16.36, 51.81, 35.44, 12.42,841f5a
26161,4.32, 46.82, 42.50, 9.58,77186c
26163,37.09, 26.16, 63.25, 10.21,421aa1
26165,19.79, 56.38, 36.59, 6.91,8f115d
27001,14.85, 39.84, 54.69, 5.06,650c8b
27003,28.52, 32.63, 61.15, 6.13,530f9b
27005,1.44, 46.37, 47.81, 5.57,760e79
27007,11.73, 40.90, 52.63, 6.26,680f86
27009,6.89, 43.29, 50.17, 6.41,6e107f
27011,12.01, 41.69, 53.70, 4.46,6a0b88
27013,1.62, 48.99, 47.37, 3.51,7c0878
27015,19.87, 57.00, 37.13, 5.69,910e5e
27017,45.95, 25.10, 71.04, 3.69,4009b5
27019,17.48, 56.44, 38.96, 4.48,8f0b63
27021,4.01, 48.91, 44.89, 6.11,7c0f72
27023,7.08, 44.70, 51.78, 3.40,710884
27025,13.71, 39.90, 53.61, 6.43,651088
27027,0.46, 47.77, 48.23, 3.86,79097a
27029,21.40, 36.06, 57.46, 6.09,5b0f92
27031,4.40, 49.33, 44.94, 5.55,7d0e72
27033,13.58, 54.80, 41.21, 3.96,8b0a69
27035,4.89, 45.20, 50.09, 4.54,730b7f
27037,18.29, 38.65, 56.94, 4.29,620a91
27039,10.98, 53.67, 42.69, 3.52,88086c
27041,5.89, 50.41, 44.52, 4.95,800c71
27043,12.78, 54.53, 41.75, 3.65,8b096a
27045,22.05, 58.99, 36.94, 4.02,960a5e
27047,8.19, 44.16, 52.35, 3.37,700885
27049,6.66, 51.89, 45.23, 2.83,840773
27051,1.29, 47.11, 48.40, 4.37,780b7b
27053,12.30, 41.77, 54.07, 3.85,6a0989
27055,22.74, 57.94, 35.19, 6.78,931159
27057,16.16, 54.95, 38.79, 6.14,8c0f62
27059,15.94, 38.33, 54.27, 7.12,61128a
27061,34.64, 30.22, 64.86, 4.81,4d0ca5
27063,9.30, 42.65, 51.95, 5.31,6c0d84
27065,7.23, 43.48, 50.71, 5.65,6e0e81
27067,19.05, 37.96, 57.01, 4.91,600c91
27069,13.04, 40.88, 53.91, 5.10,680d89
27071,36.44, 29.57, 66.01, 4.20,4b0aa8
27073,4.55, 45.85, 50.39, 3.64,740980
27075,49.48, 22.93, 72.42, 4.46,3a0bb8
27077,17.20, 38.96, 56.16, 4.43,630b8f
27079,9.45, 43.72, 53.17, 3.05,6f0787
27081,9.35, 42.98, 52.33, 4.64,6d0b85
27083,9.89, 43.46, 53.35, 3.07,6e0788
27085,14.57, 54.87, 40.29, 4.77,8b0c66
27087,23.61, 34.28, 57.89, 7.72,571393
27089,13.33, 39.74, 53.07, 7.02,651187
27091,23.75, 59.43, 35.67, 4.84,970c5a
27093,1.94, 46.46, 48.40, 5.03,760c7b
27095,7.31, 43.40, 50.71, 5.79,6e0e81
27097,14.21, 40.08, 54.29, 5.44,660d8a
27099,16.86, 39.70, 56.56, 3.55,650990
27101,4.14, 49.35, 45.21, 5.37,7d0d73
27103,4.62, 50.58, 45.96, 3.38,800875
27105,7.12, 44.04, 51.16, 4.72,700c82
27107,16.90, 39.53, 56.42, 3.99,640a8f
27109,12.17, 54.31, 42.14, 3.46,8a086b
27111,24.55, 60.30, 35.75, 3.87,99095b
27113,13.74, 41.12, 54.86, 3.88,68098b
27115,20.42, 36.41, 56.82, 6.51,5c1090
27117,17.55, 56.48, 38.93, 4.53,900b63
27119,15.20, 40.04, 55.24, 4.61,660b8c
27121,1.64, 46.65, 48.29, 4.94,760c7b
27123,29.90, 32.75, 62.64, 4.37,530b9f
27125,32.31, 30.97, 63.29, 5.61,4e0ea1
27127,15.66, 55.29, 39.63, 4.98,8c0c65
27129,2.89, 48.67, 45.78, 5.48,7c0d74
27131,4.88, 45.94, 50.82, 3.11,750781
27133,18.09, 56.87, 38.78, 4.32,910b62
27135,11.94, 40.68, 52.61, 6.47,671086
27137,45.47, 25.52, 70.99, 3.20,4108b5
27139,17.10, 39.13, 56.23, 4.56,630b8f
27141,11.28, 41.51, 52.80, 5.60,690e86
27143,23.90, 59.41, 35.50, 5.05,970c5a
27145,1.69, 45.93, 47.62, 6.20,750f79
27147,13.96, 55.34, 41.39, 3.20,8d0869
27149,6.18, 50.57, 44.39, 4.86,800c71
27151,19.22, 38.38, 57.60, 3.83,610992
27153,9.42, 51.62, 42.20, 6.05,830f6b
27155,12.71, 41.41, 54.12, 4.44,690b8a
27157,7.98, 51.75, 43.77, 4.39,830b6f
27159,13.26, 54.07, 40.81, 4.99,890c68
27161,16.24, 56.44, 40.20, 3.21,8f0866
27163,19.09, 37.72, 56.81, 5.27,600d90
27165,11.58, 53.57, 41.99, 4.32,880b6b
27167,2.18, 48.91, 46.72, 4.35,7c0b77
27169,3.61, 45.85, 49.46, 4.48,740b7e
27171,15.69, 40.13, 55.82, 3.98,660a8e
27173,7.46, 43.34, 50.81, 5.75,6e0e81
28001,11.84, 10.93, 38.62, 50.46,1b8062
28003,49.47, 19.16, 12.21, 68.63,30af1f
28005,32.60, 7.66, 29.87, 62.47,139f4c
28007,45.78, 8.60, 22.81, 68.59,15ae3a
28009,29.27, 6.94, 31.89, 61.16,119b51
28011,2.80, 15.56, 40.82, 43.62,276f68
28013,80.63, 7.17, 5.02, 87.80,12df0c
28015,37.76, 4.32, 28.96, 66.72,0baa49
28017,64.73, 7.38, 13.95, 78.68,12c823
28019,67.05, 6.65, 13.15, 80.20,10cc21
28021,28.16, 6.57, 60.79, 32.64,10539b
28023,61.89, 5.53, 16.29, 78.18,0ec729
28025,36.21, 8.97, 27.41, 63.62,16a245
28027,15.42, 17.20, 49.11, 33.69,2b557d
28029,26.58, 8.40, 32.51, 59.09,159652
28031,61.97, 9.26, 14.38, 76.35,17c224
28033,41.36, 13.10, 22.77, 64.13,21a33a
28035,41.17, 20.30, 18.22, 61.48,339c2e
28037,47.85, 6.71, 22.72, 70.57,11b339
28039,86.31, 3.91, 4.89, 91.20,09e80c
28041,69.02, 3.97, 13.50, 82.53,0ad222
28043,32.17, 10.11, 28.86, 61.03,199b49
28045,49.78, 17.63, 14.96, 67.41,2cab26
28047,39.71, 22.37, 15.55, 62.08,399e27
28049,28.79, 22.21, 24.50, 53.29,38873e
28051,11.78, 7.02, 52.38, 40.60,116785
28053,25.69, 7.11, 33.60, 59.29,129755
28055,0.63, 3.98, 47.69, 48.33,0a7b79
28057,74.88, 9.19, 6.74, 84.07,17d611
28059,60.27, 14.39, 10.94, 74.67,24be1b
28061,47.38, 8.36, 22.13, 69.51,15b138
28063,29.85, 4.35, 62.75, 32.90,0b53a0
28065,26.26, 6.79, 33.48, 59.73,119855
28067,50.21, 18.02, 13.76, 68.22,2dad23
28069,55.94, 4.98, 19.54, 75.48,0cc031
28071,28.51, 20.11, 25.69, 54.20,338a41
28073,72.87, 10.27, 6.60, 83.14,1ad410
28075,57.19, 11.43, 15.69, 72.88,1db928
28077,53.54, 8.45, 19.00, 72.55,15b930
28079,51.82, 7.17, 20.50, 72.32,12b834
28081,49.10, 18.45, 13.99, 67.55,2fac23
28083,11.57, 13.02, 37.71, 49.28,217d60
28085,57.38, 10.66, 15.98, 73.36,1bbb28
28087,41.72, 17.85, 20.22, 61.94,2d9d33
28089,4.69, 9.26, 47.72, 43.02,176d79
28091,49.51, 9.16, 20.66, 70.18,17b234
28093,1.80, 9.19, 46.30, 44.50,177176
28095,60.31, 11.08, 14.30, 74.61,1cbe24
28097,47.99, 10.90, 20.56, 68.55,1bae34
28099,71.02, 6.79, 11.09, 82.11,11d11c
28101,68.99, 7.85, 11.58, 80.57,14cd1d
28103,17.85, 6.34, 37.91, 55.75,108e60
28105,31.83, 17.65, 25.26, 57.09,2d9140
28107,17.43, 13.77, 34.40, 51.83,238457
28109,57.43, 15.69, 11.19, 73.12,28ba1c
28111,65.54, 7.08, 13.69, 79.23,12ca22
28113,29.53, 14.38, 28.05, 57.57,249247
28115,66.31, 11.96, 9.77, 78.27,1ec718
28117,69.67, 11.63, 7.08, 81.30,1dcf12
28119,21.49, 9.91, 34.30, 55.79,198e57
28121,58.82, 9.12, 16.03, 74.85,17be28
28123,59.52, 8.93, 15.77, 75.30,16c028
28125,8.97, 10.34, 40.35, 49.32,1a7d66
28127,56.78, 12.47, 15.37, 72.16,1fb827
28129,76.22, 8.48, 6.83, 84.70,15d711
28131,67.33, 9.51, 11.58, 78.91,18c91d
28133,17.57, 13.69, 34.37, 51.94,228457
28135,31.17, 11.25, 28.79, 59.96,1c9849
28137,36.01, 13.22, 25.39, 61.39,219c40
28139,67.43, 10.02, 11.28, 78.70,19c81c
28141,71.28, 11.13, 6.46, 82.41,1cd210
28143,15.03, 17.73, 48.65, 33.62,2d557c
28145,62.78, 14.00, 9.22, 76.78,23c317
28147,40.64, 8.05, 25.66, 66.29,14a941
28149,19.23, 16.95, 31.91, 51.14,2b8251
28151,5.09, 22.85, 36.03, 41.12,3a685b
28153,66.01, 4.87, 14.56, 80.57,0ccd25
28155,76.26, 8.20, 7.33, 84.46,14d712
28157,16.36, 6.94, 54.71, 38.35,11618b
28159,61.51, 8.39, 15.05, 76.56,15c326
28161,44.52, 13.51, 20.99, 65.50,22a735
28163,34.44, 11.89, 26.84, 61.28,1e9c44
29001,25.17, 58.82, 33.65, 7.53,951355
29003,24.18, 58.97, 34.80, 6.23,960f58
29005,10.57, 51.36, 40.79, 7.85,821468
29007,1.84, 46.24, 44.41, 9.35,751771
29009,22.07, 57.12, 35.06, 7.82,911359
29011,20.84, 55.68, 34.84, 9.49,8d1858
29013,8.68, 49.49, 40.81, 9.70,7e1868
29015,32.77, 61.13, 28.36, 10.50,9b1a48
29017,12.94, 50.08, 37.14, 12.79,7f205e
29019,0.57, 46.36, 45.80, 7.84,761374
29021,0.69, 46.38, 45.69, 7.93,761474
29023,14.46, 46.98, 32.52, 20.49,773452
29025,25.07, 57.81, 32.74, 9.45,931853
29027,5.80, 46.03, 40.23, 13.73,752366
29029,33.03, 61.00, 27.97, 11.03,9b1c47
29031,18.87, 53.34, 34.48, 12.18,881f57
29033,17.76, 54.13, 36.38, 9.49,8a185c
29035,6.51, 45.60, 39.09, 15.31,742763
29037,6.88, 45.14, 38.26, 16.60,732a61
29039,37.53, 64.08, 26.55, 9.37,a31743
29041,0.62, 45.50, 44.87, 9.63,741872
29043,39.00, 64.43, 25.42, 10.15,a41940
29045,15.78, 53.55, 37.77, 8.68,881660
29047,4.75, 44.48, 39.73, 15.79,712865
29049,2.31, 45.82, 43.51, 10.67,741b6e
29051,29.60, 60.55, 30.95, 8.50,9a154e
29053,17.69, 55.29, 37.59, 7.12,8c125f
29055,22.19, 55.78, 33.60, 10.62,8e1b55
29057,38.12, 64.34, 26.22, 9.44,a41842
29059,35.22, 62.49, 27.26, 10.25,9f1a45
29061,14.24, 53.23, 38.99, 7.77,871363
29063,17.15, 54.87, 37.72, 7.40,8b1260
29065,12.03, 50.97, 38.94, 10.09,811963
29067,43.97, 67.11, 23.14, 9.75,ab183b
29069,5.65, 35.40, 41.06, 23.54,5a3c68
29071,11.66, 50.77, 39.10, 10.13,811963
29073,55.45, 74.64, 19.19, 6.17,be0f30
29075,2.07, 48.73, 46.66, 4.60,7c0b76
29077,21.98, 55.27, 33.29, 11.43,8c1d54
29079,22.06, 57.29, 35.24, 7.47,921359
29081,27.04, 59.55, 32.51, 7.94,971452
29083,3.87, 47.68, 43.82, 8.50,79156f
29085,42.47, 66.55, 24.08, 9.37,a9173d
29087,22.65, 56.09, 33.44, 10.47,8f1a55
29089,10.89, 39.12, 50.01, 10.87,631b7f
29091,29.15, 57.24, 28.08, 14.68,912547
29093,4.03, 41.60, 45.63, 12.77,6a2074
29095,9.07, 39.22, 48.30, 12.48,641f7b
29097,18.76, 54.24, 35.49, 10.27,8a1a5a
29099,4.90, 37.70, 42.60, 19.69,60326c
29101,14.46, 51.78, 37.32, 10.90,841b5f
29103,9.62, 49.29, 39.67, 11.04,7d1c65
29105,21.94, 56.06, 34.12, 9.83,8e1957
29107,15.47, 53.42, 37.95, 8.63,881660
29109,27.30, 59.73, 32.42, 7.85,981452
29111,0.62, 43.90, 44.53, 11.57,6f1d71
29113,0.56, 41.78, 41.21, 17.01,6a2b69
29115,1.67, 46.05, 47.72, 6.22,750f79
29117,4.61, 48.99, 44.38, 6.63,7c1071
29119,14.20, 51.32, 37.12, 11.55,821d5e
29121,4.23, 47.04, 42.81, 10.15,77196d
29123,14.95, 50.33, 35.37, 14.30,80245a
29125,8.36, 47.52, 39.16, 13.32,792163
29127,6.02, 41.62, 47.64, 10.74,6a1b79
29129,26.92, 60.76, 33.84, 5.40,9a0d56
29131,39.56, 64.88, 25.32, 9.79,a51840
29133,13.74, 26.82, 43.46, 29.72,444b6e
29135,27.78, 58.54, 30.77, 10.69,951b4e
29137,30.75, 29.07, 59.81, 11.12,4a1c98
29139,18.68, 53.59, 34.91, 11.50,881d59
29141,24.85, 57.44, 32.60, 9.96,921953
29143,12.75, 24.40, 44.18, 31.42,3e5070
29145,16.41, 52.87, 36.46, 10.66,861b5c
29147,2.46, 48.11, 45.65, 6.25,7a0f74
29149,14.39, 34.03, 48.43, 17.54,562c7b
29151,31.09, 61.63, 30.55, 7.82,9d134d
29153,47.31, 68.37, 21.06, 10.57,ae1a35
29155,3.44, 28.01, 34.28, 37.71,476057
29157,30.26, 61.45, 31.19, 7.36,9c124f
29159,2.76, 46.08, 43.32, 10.59,751b6e
29161,11.59, 47.33, 35.74, 16.93,782b5b
29163,1.70, 43.47, 45.17, 11.36,6e1c73
29165,1.51, 42.74, 41.22, 16.04,6c2869
29167,28.50, 59.82, 31.32, 8.86,98164f
29169,4.52, 45.82, 41.30, 12.88,742069
29171,32.96, 63.75, 30.79, 5.47,a20d4e
29173,20.41, 33.07, 53.48, 13.45,542288
29175,13.23, 38.58, 51.80, 9.62,621884
29177,13.24, 35.90, 49.14, 14.96,5b267d
29179,13.44, 34.79, 48.24, 16.97,582b7b
29181,13.03, 48.24, 35.21, 16.55,7b2a59
29183,10.65, 45.63, 34.98, 19.39,743159
29185,18.55, 54.36, 35.81, 9.84,8a195b
29186,6.26, 42.09, 48.35, 9.56,6b187b
29187,7.07, 47.60, 40.53, 11.86,791e67
29189,3.78, 46.80, 43.02, 10.18,77196d
29195,0.52, 46.76, 46.24, 7.01,771175
29197,13.26, 53.17, 39.91, 6.92,871165
29199,6.89, 50.06, 43.17, 6.77,7f116e
29201,4.29, 36.23, 40.52, 23.25,5c3b67
29203,6.20, 38.67, 44.87, 16.46,622972
29205,8.59, 41.33, 49.93, 8.74,69167f
29207,8.72, 44.43, 35.71, 19.85,71325b
29209,44.84, 67.32, 22.49, 10.19,ab1939
29211,9.52, 52.24, 42.72, 5.04,850c6c
29213,42.06, 66.82, 24.77, 8.41,aa153f
29215,11.15, 49.53, 38.39, 12.08,7e1e61
29217,0.42, 45.27, 44.85, 9.87,731972
29219,38.34, 62.55, 24.21, 13.24,9f213d
