id,margin,romney,obama,other
30065,55.71%, 76.15%, 20.44%,-
30067,10.56%, 53.71%, 43.15%,-
30069,64.09%, 80.54%, 16.44%,-
30071,54.62%, 75.76%, 21.14%,-
30073,25.67%, 61.53%, 35.86%,-
30075,64.56%, 81.11%, 16.55%,-
30077,33.06%, 65.03%, 31.98%, 0.04%
30079,50.21%, 73.97%, 23.76%,-
30081,31.61%, 64.41%, 32.80%, 0.03%
30083,53.96%, 75.52%, 21.56%, 0.06%
30085,15.58%, 41.23%, 56.81%, 1.96%
30087,16.52%, 56.88%, 40.36%,-
30089,38.30%, 67.45%, 29.15%,-
30091,28.11%, 62.60%, 34.49%,-
30093,32.39%, 32.41%, 64.79%,-
30095,44.43%, 70.97%, 26.54%,-
30097,52.86%, 75.30%, 22.44%,-
30099,31.42%, 64.40%, 32.98%,-
30101,40.82%, 68.51%, 27.69%,-
30103,45.05%, 70.11%, 25.05%,-
30105,24.67%, 60.56%, 35.89%,-
30107,42.44%, 69.86%, 27.42%,-
30109,59.38%, 77.39%, 18.01%,-
30111,20.49%, 58.86%, 38.37%,-
31001,33.58%, 65.64%, 32.06%, 2.30%
31003,62.65%, 80.32%, 17.67%, 2.01%
31005,75.19%, 86.64%, 11.45%, 1.91%
31007,70.80%, 84.18%, 13.38%, 2.43%
31009,78.88%, 88.45%, 9.57%, 1.98%
31011,54.28%, 76.19%, 21.92%, 1.89%
31013,25.02%, 60.98%, 35.96%, 1.02%
31015,63.96%, 81.51%, 17.55%, 0.93%
31017,69.32%, 83.73%, 14.41%, 1.86%
31019,42.18%, 69.76%, 27.58%, 2.66%
31021,21.87%, 60.12%, 38.25%, 1.63%
31023,43.87%, 70.95%, 27.08%, 1.97%
31025,26.18%, 62.04%, 35.85%, 2.11%
31027,53.53%, 75.63%, 22.10%, 2.26%
31029,71.24%, 84.84%, 13.60%, 1.55%
31031,69.22%, 83.45%, 14.23%, 2.32%
31033,50.87%, 74.19%, 23.32%, 2.50%
31035,53.10%, 75.74%, 22.63%, 1.63%
31037,35.26%, 66.83%, 31.57%, 1.60%
31039,46.40%, 72.33%, 25.93%, 1.74%
31041,58.44%, 78.14%, 19.70%, 2.16%
31043,2.80%, 50.42%, 47.62%, 1.96%
31045,36.11%, 66.47%, 30.36%, 3.17%
31047,41.49%, 69.47%, 27.98%, 2.54%
31049,53.88%, 75.02%, 21.14%, 1.38%
31051,32.58%, 64.97%, 32.39%, 2.64%
31053,22.22%, 60.17%, 37.95%, 1.89%
31055,3.02%, 50.56%, 47.54%, 1.90%
31057,62.54%, 80.41%, 17.87%, 1.73%
31059,41.68%, 69.71%, 28.03%, 2.26%
31061,47.40%, 72.40%, 25.00%, 2.60%
31063,56.40%, 77.16%, 20.77%, 2.07%
31065,60.67%, 79.55%, 18.88%, 1.56%
31067,16.66%, 57.06%, 40.40%, 2.54%
31069,53.80%, 75.99%, 22.18%, 1.83%
31071,65.96%, 81.81%, 15.85%, 2.34%
31073,51.53%, 75.05%, 23.52%, 1.43%
31075,80.44%, 88.71%, 8.26%, 3.03%
31077,40.51%, 69.20%, 28.69%, 2.11%
31079,27.11%, 62.51%, 35.40%, 2.09%
31081,50.38%, 73.91%, 23.53%, 2.57%
31083,58.55%, 78.46%, 19.91%, 1.63%
31085,78.85%, 88.31%, 9.46%, 0.19%
31087,60.47%, 78.80%, 18.33%, 2.88%
31089,61.55%, 79.41%, 17.86%, 2.73%
31091,68.61%, 83.54%, 14.94%, 1.52%
31093,34.01%, 65.85%, 31.85%, 2.30%
31095,28.18%, 62.86%, 34.68%, 2.47%
31097,21.09%, 59.38%, 38.29%, 2.33%
31099,49.56%, 73.87%, 24.31%, 1.82%
31101,52.14%, 75.01%, 22.87%, 2.12%
31103,64.67%, 81.20%, 16.53%, 2.27%
31105,49.79%, 73.21%, 23.41%, 1.13%
31107,45.24%, 71.48%, 26.24%, 2.28%
31109,0.33%, 49.02%, 48.69%, 2.28%
31111,40.10%, 68.53%, 28.43%, 1.03%
31113,66.82%, 82.60%, 15.78%, 1.62%
31115,63.69%, 81.01%, 17.32%, 1.68%
31117,67.35%, 81.44%, 14.09%, 0.34%
31119,47.37%, 72.47%, 25.10%, 2.43%
31121,44.86%, 71.37%, 26.51%, 2.12%
31123,55.98%, 76.76%, 20.78%, 2.47%
31125,38.56%, 68.23%, 29.67%, 2.10%
31127,27.50%, 62.60%, 35.10%, 2.30%
31129,45.92%, 71.84%, 25.92%, 2.24%
31131,24.31%, 60.99%, 36.68%, 2.33%
31133,37.21%, 67.04%, 29.83%, 3.13%
31135,64.35%, 81.42%, 17.07%, 1.51%
31137,57.53%, 77.63%, 20.09%, 2.28%
31139,60.33%, 78.90%, 18.57%, 2.54%
31141,51.31%, 74.68%, 23.37%, 1.96%
31143,55.43%, 76.92%, 21.49%, 1.59%
31145,59.54%, 78.83%, 19.29%, 1.88%
31147,33.48%, 65.34%, 31.85%, 2.81%
31149,72.12%, 85.17%, 13.05%, 1.77%
31151,5.41%, 51.57%, 46.17%, 2.26%
31153,23.14%, 60.45%, 37.31%, 2.25%
31155,33.58%, 65.65%, 32.07%, 2.28%
31157,37.24%, 67.53%, 30.29%, 2.18%
31159,34.56%, 66.06%, 31.51%, 2.43%
31161,65.98%, 81.76%, 15.78%, 2.47%
31163,24.51%, 60.59%, 36.08%, 3.33%
31165,70.77%, 84.44%, 13.67%, 1.89%
31167,50.49%, 73.71%, 23.22%, 3.06%
31169,43.10%, 70.48%, 27.38%, 2.14%
31171,77.94%, 88.24%, 10.29%, 1.47%
31173,13.91%, 42.39%, 56.30%, 1.31%
31175,52.80%, 75.49%, 22.69%, 1.82%
31177,36.77%, 67.33%, 30.57%, 2.10%
31179,38.54%, 67.71%, 29.17%, 3.12%
31181,46.84%, 72.22%, 25.37%, 2.41%
31183,56.25%, 77.01%, 20.76%, 2.23%
31185,55.09%, 76.70%, 21.61%, 1.70%
32001,39.94%, 68.79%, 28.85%, 2.37%
32003,14.60%, 41.82%, 56.42%, 1.77%
32005,26.77%, 62.42%, 35.65%, 1.93%
32007,53.19%, 75.15%, 21.96%, 2.88%
32009,51.72%, 72.87%, 21.15%, 0.69%
32011,68.81%, 82.05%, 13.24%, 2.35%
32013,36.09%, 66.33%, 30.24%, 3.43%
32015,48.31%, 72.98%, 24.67%, 2.36%
32017,59.99%, 78.58%, 18.59%, 2.83%
32019,28.60%, 62.99%, 34.38%, 2.63%
32021,10.66%, 53.07%, 42.41%, 4.52%
32023,24.23%, 60.30%, 36.07%, 3.63%
32027,28.40%, 61.94%, 33.55%, 4.51%
32029,17.33%, 57.09%, 39.76%, 3.15%
32031,3.70%, 47.09%, 50.79%, 2.13%
32033,43.68%, 70.22%, 26.54%, 3.24%
32510,9.02%, 53.15%, 44.13%, 2.72%
33001,4.96%, 51.85%, 46.89%, 1.26%
33003,0.80%, 49.67%, 48.87%, 1.46%
33005,24.72%, 36.64%, 61.36%, 1.99%
33007,17.54%, 40.40%, 57.93%, 1.67%
33009,23.70%, 37.15%, 60.85%, 2.00%
33011,1.12%, 48.62%, 49.74%, 1.64%
33013,12.71%, 42.88%, 55.59%, 1.53%
33015,4.56%, 51.59%, 47.03%, 1.38%
33017,14.53%, 41.78%, 56.32%, 1.90%
33019,13.27%, 42.45%, 55.71%, 1.84%
34001,16.83%, 41.04%, 57.88%, 1.08%
34003,11.32%, 43.80%, 55.12%, 1.08%
34005,18.02%, 40.40%, 58.42%, 1.18%
34007,37.27%, 30.75%, 68.02%, 1.24%
34009,8.58%, 53.61%, 45.03%, 1.36%
34011,24.20%, 37.31%, 61.51%, 1.18%
34013,56.65%, 21.30%, 77.95%, 0.75%
34015,10.74%, 43.86%, 54.59%, 1.55%
34017,56.02%, 21.43%, 77.45%, 1.12%
34019,17.73%, 58.07%, 40.34%, 1.59%
34021,36.70%, 30.48%, 67.19%, 2.33%
34023,27.58%, 35.55%, 63.13%, 1.32%
34025,4.96%, 51.81%, 46.84%, 1.35%
34027,10.81%, 54.79%, 43.98%, 1.23%
34029,17.54%, 58.16%, 40.62%, 1.22%
34031,28.21%, 35.41%, 63.62%, 0.97%
34033,1.30%, 48.39%, 49.69%, 1.92%
34035,5.58%, 46.52%, 52.10%, 1.39%
34037,21.29%, 59.57%, 38.28%, 2.15%
34039,34.00%, 32.52%, 66.52%, 0.96%
34041,15.41%, 56.69%, 41.27%, 2.04%
35001,16.36%, 39.27%, 55.63%, 0.60%
35003,43.99%, 70.37%, 26.38%, 0.85%
35005,31.95%, 64.50%, 32.54%, 0.39%
35006,23.81%, 36.37%, 60.18%, 0.28%
35007,2.24%, 46.83%, 49.06%, 0.54%
35009,38.38%, 67.90%, 29.52%, 0.45%
35011,33.15%, 64.97%, 31.82%, 0.55%
35013,14.78%, 41.13%, 55.91%, 0.70%
35015,33.43%, 65.30%, 31.88%, 0.43%
35017,13.42%, 41.53%, 54.95%, 0.98%
35019,43.61%, 26.09%, 69.70%, 0.28%
35021,11.15%, 54.41%, 43.26%, 2.33%
35023,4.96%, 46.46%, 51.42%, 2.12%
35025,49.77%, 73.75%, 23.98%, 2.27%
35027,32.67%, 64.50%, 31.83%, 0.45%
35028,3.71%, 45.02%, 48.72%, 0.64%
35029,1.16%, 48.93%, 47.77%, 0.84%
35031,46.95%, 25.29%, 72.24%, 2.47%
35033,52.09%, 22.79%, 74.88%, 2.34%
35035,28.09%, 62.22%, 34.12%, 0.70%
35037,22.09%, 59.40%, 37.31%, 0.67%
35039,52.58%, 22.14%, 74.72%, 0.41%
35041,38.80%, 67.73%, 28.93%, 0.75%
35043,5.27%, 45.10%, 50.36%, 0.50%
35045,28.10%, 62.39%, 34.29%, 0.53%
35047,56.89%, 20.01%, 76.90%, 0.61%
35049,51.08%, 22.38%, 73.47%, 0.86%
35051,18.89%, 57.39%, 38.49%, 0.69%
35053,18.57%, 37.84%, 56.42%, 0.96%
35055,60.29%, 17.80%, 78.09%, 0.99%
35057,17.20%, 55.12%, 37.93%, 0.98%
35059,43.43%, 70.27%, 26.83%, 0.85%
35061,2.47%, 46.25%, 48.73%, 0.55%
36001,31.30%, 33.19%, 64.49%, 2.32%
36003,25.08%, 61.29%, 36.21%, 2.50%
36005,83.37%, 8.08%, 91.45%, 0.47%
36007,5.31%, 46.15%, 51.46%, 2.40%
36009,13.17%, 55.66%, 42.49%, 1.84%
36011,11.40%, 43.18%, 54.58%, 2.25%
36013,7.87%, 52.92%, 45.05%, 2.02%
36015,2.33%, 50.31%, 47.98%, 1.72%
36017,3.09%, 50.29%, 47.20%, 2.51%
36019,25.59%, 36.26%, 61.85%, 1.89%
36021,13.72%, 41.97%, 55.69%, 2.34%
36023,9.11%, 44.31%, 53.41%, 2.28%
36025,8.77%, 53.32%, 44.55%, 2.12%
36027,7.51%, 45.29%, 52.80%, 1.91%
36029,16.34%, 40.97%, 57.31%, 1.73%
36031,18.77%, 39.76%, 58.53%, 1.71%
36033,26.07%, 36.02%, 62.09%, 1.88%
36035,11.15%, 54.62%, 43.47%, 1.91%
36037,20.23%, 59.03%, 38.80%, 2.17%
36039,10.37%, 54.06%, 43.69%, 2.25%
36041,25.83%, 62.06%, 36.24%, 1.70%
36043,8.02%, 53.04%, 45.02%, 1.94%
36045,2.86%, 50.75%, 47.89%, 1.36%
36047,65.12%, 16.90%, 82.02%, 1.08%
36049,8.81%, 53.71%, 44.90%, 1.40%
36051,10.25%, 53.97%, 43.72%, 2.30%
36053,0.89%, 48.49%, 49.37%, 2.14%
36055,18.02%, 39.95%, 57.97%, 2.08%
36057,4.62%, 51.33%, 46.70%, 1.97%
36059,7.64%, 45.64%, 53.28%, 1.08%
36061,68.82%, 14.92%, 83.74%, 1.34%
36063,0.84%, 48.58%, 49.42%, 2.01%
36065,4.69%, 51.36%, 46.68%, 1.96%
36067,21.21%, 38.51%, 59.72%, 1.77%
36069,1.53%, 49.78%, 48.25%, 1.98%
36071,5.65%, 46.48%, 52.13%, 1.38%
36073,19.09%, 58.44%, 39.35%, 2.21%
36075,7.93%, 44.81%, 52.73%, 2.46%
36077,2.72%, 47.48%, 50.20%, 2.32%
36079,10.31%, 54.31%, 44.00%, 1.69%
36081,59.16%, 19.92%, 79.08%, 1.00%
36083,12.19%, 42.77%, 54.96%, 2.26%
36085,2.57%, 48.14%, 50.71%, 1.15%
36087,6.71%, 46.07%, 52.78%, 1.14%
36089,16.71%, 40.70%, 57.41%, 1.88%
36091,2.44%, 47.75%, 50.19%, 2.06%
36093,15.83%, 40.92%, 56.74%, 2.34%
36095,15.45%, 56.54%, 41.09%, 2.37%
36097,7.45%, 52.55%, 45.10%, 2.34%
36099,9.08%, 44.39%, 53.48%, 2.13%
36101,16.01%, 56.98%, 40.97%, 2.05%
36103,3.69%, 47.48%, 51.17%, 1.36%
36105,9.02%, 44.71%, 53.73%, 1.56%
36107,14.76%, 56.13%, 41.36%, 2.51%
36109,40.56%, 27.92%, 68.48%, 1.50%
36111,22.60%, 37.37%, 59.97%, 2.66%
36113,2.32%, 47.73%, 50.06%, 2.21%
36115,1.90%, 48.00%, 49.89%, 2.11%
36117,9.12%, 53.43%, 44.30%, 2.27%
36119,25.14%, 36.84%, 61.99%, 1.17%
36121,28.69%, 63.35%, 34.66%, 2.00%
36123,3.28%, 50.82%, 47.53%, 1.65%
37001,13.71%, 56.32%, 42.60%, 1.08%
37003,44.44%, 71.25%, 26.81%, 1.93%
37005,35.66%, 66.90%, 31.24%, 1.86%
37007,25.35%, 37.01%, 62.36%, 0.63%
37009,32.72%, 65.36%, 32.64%, 2.00%
37011,50.06%, 74.31%, 24.26%, 1.43%
37013,19.23%, 59.17%, 39.94%, 0.88%
37015,32.68%, 33.46%, 66.14%, 0.41%
37017,1.97%, 48.56%, 50.52%, 0.92%
37019,22.15%, 60.57%, 38.42%, 1.01%
37021,12.47%, 42.84%, 55.31%, 1.86%
37023,23.44%, 60.93%, 37.49%, 1.58%
37025,19.99%, 59.30%, 39.31%, 1.39%
37027,35.50%, 66.88%, 31.38%, 1.74%
37029,34.03%, 66.09%, 32.06%, 1.85%
37031,40.75%, 69.76%, 29.00%, 1.24%
37033,2.23%, 50.67%, 48.45%, 0.88%
37035,29.41%, 63.99%, 34.58%, 1.43%
37037,4.79%, 47.03%, 51.82%, 1.15%
37039,45.85%, 72.11%, 26.25%, 1.64%
37041,4.46%, 51.85%, 47.38%, 0.77%
37043,42.43%, 70.42%, 27.99%, 1.60%
37045,20.15%, 59.51%, 39.37%, 1.12%
37047,7.80%, 53.38%, 45.58%, 1.04%
37049,17.68%, 58.32%, 40.64%, 1.04%
37051,19.68%, 39.69%, 59.38%, 0.93%
37053,34.80%, 66.31%, 31.51%, 2.18%
37055,15.88%, 57.02%, 41.13%, 1.85%
37057,40.54%, 69.62%, 29.07%, 1.31%
37059,43.31%, 71.05%, 27.75%, 1.20%
37061,11.57%, 55.44%, 43.87%, 0.69%
37063,52.79%, 23.01%, 75.80%, 1.19%
37065,36.20%, 31.68%, 67.89%, 0.43%
37067,7.21%, 45.83%, 53.04%, 1.14%
37069,4.11%, 51.44%, 47.33%, 1.23%
37071,25.38%, 62.04%, 36.66%, 1.30%
37073,4.11%, 47.52%, 51.63%, 0.85%
37075,41.32%, 69.67%, 28.35%, 1.98%
37077,4.54%, 47.21%, 51.75%, 1.04%
37079,7.69%, 53.56%, 45.87%, 0.57%
37081,16.38%, 41.28%, 57.66%, 1.06%
37083,32.26%, 33.60%, 65.86%, 0.54%
37085,18.97%, 58.89%, 39.92%, 1.20%
37087,13.58%, 55.88%, 42.30%, 1.82%
37089,27.39%, 62.98%, 35.58%, 1.44%
37091,44.29%, 27.54%, 71.84%, 0.62%
37093,19.06%, 39.90%, 58.96%, 1.14%
37095,1.26%, 50.06%, 48.80%, 1.13%
37097,30.41%, 64.56%, 34.15%, 1.30%
37099,0.95%, 49.42%, 48.47%, 2.11%
37101,27.56%, 63.15%, 35.58%, 1.27%
37103,9.27%, 54.24%, 44.97%, 0.78%
37105,9.72%, 54.28%, 44.56%, 1.16%
37107,0.11%, 49.78%, 49.66%, 0.56%
37109,38.73%, 68.71%, 29.98%, 1.32%
37111,31.74%, 65.06%, 33.32%, 1.62%
37113,30.38%, 64.26%, 33.88%, 1.86%
37115,9.10%, 53.44%, 44.34%, 2.22%
37117,4.65%, 47.38%, 52.03%, 0.58%
37119,22.41%, 38.24%, 60.65%, 1.11%
37121,51.10%, 74.77%, 23.67%, 1.56%
37123,15.12%, 57.02%, 41.90%, 1.08%
37125,27.99%, 63.55%, 35.56%, 0.89%
37127,0.97%, 49.17%, 50.14%, 0.69%
37129,4.55%, 51.52%, 46.96%, 1.52%
37131,34.85%, 32.38%, 67.24%, 0.38%
37133,26.74%, 62.69%, 35.95%, 1.36%
37135,42.16%, 28.06%, 70.22%, 1.72%
37137,20.76%, 59.91%, 39.15%, 0.95%
37139,14.63%, 42.15%, 56.78%, 1.06%
37141,20.32%, 59.60%, 39.27%, 1.13%
37143,15.98%, 57.46%, 41.48%, 1.07%
37145,10.88%, 54.94%, 44.06%, 1.00%
37147,7.14%, 45.92%, 53.06%, 1.01%
37149,21.40%, 60.03%, 38.63%, 1.35%
37151,50.05%, 74.38%, 24.33%, 1.29%
37153,2.95%, 48.06%, 51.01%, 0.93%
37155,17.41%, 40.77%, 58.18%, 1.04%
37157,21.12%, 60.04%, 38.91%, 1.05%
37159,25.88%, 62.23%, 36.35%, 1.42%
37161,33.38%, 66.04%, 32.66%, 1.30%
37163,10.91%, 55.10%, 44.19%, 0.71%
37165,16.84%, 41.19%, 58.03%, 0.78%
37167,39.95%, 69.31%, 29.36%, 1.33%
37169,42.64%, 70.48%, 27.84%, 1.68%
37171,36.68%, 67.60%, 30.92%, 1.48%
37173,6.25%, 51.96%, 45.71%, 2.34%
37175,16.75%, 57.47%, 40.72%, 1.81%
37177,5.22%, 52.16%, 46.94%, 0.90%
37179,30.23%, 64.51%, 34.28%, 1.21%
37181,28.26%, 35.62%, 63.89%, 0.49%
37183,11.44%, 43.50%, 54.94%, 1.56%
37185,37.77%, 30.90%, 68.67%, 0.43%
37187,18.63%, 40.34%, 58.98%, 0.68%
37189,3.10%, 50.09%, 46.98%, 0.68%
37191,8.43%, 53.83%, 45.40%, 0.77%
37193,42.43%, 70.39%, 27.96%, 1.65%
37195,7.47%, 45.91%, 53.38%, 0.72%
37197,51.28%, 74.81%, 23.54%, 1.65%
37199,13.72%, 55.85%, 42.12%, 2.03%
38001,45.88%, 71.38%, 25.51%, 3.11%
38003,10.32%, 53.68%, 43.35%, 2.97%
38005,17.01%, 40.24%, 57.26%, 2.50%
38007,66.26%, 81.66%, 15.40%, 0.87%
38009,30.86%, 64.14%, 33.28%, 2.59%
38011,49.86%, 73.69%, 23.83%, 2.48%
38013,52.69%, 75.17%, 22.48%, 2.35%
38015,31.87%, 64.42%, 32.55%, 3.03%
38017,2.90%, 49.90%, 47.00%, 3.10%
38019,18.22%, 57.76%, 39.54%, 2.71%
38021,29.86%, 63.51%, 33.65%, 2.84%
38023,29.95%, 63.08%, 33.13%, 3.79%
38025,49.07%, 74.04%, 24.98%, 0.98%
38027,12.79%, 54.80%, 42.01%, 1.12%
38029,55.84%, 76.17%, 20.33%, 3.50%
38031,25.15%, 61.24%, 36.09%, 2.68%
38033,62.50%, 79.96%, 17.46%, 2.59%
38035,3.42%, 50.15%, 46.73%, 3.12%
38037,48.90%, 72.54%, 23.64%, 3.82%
38039,17.50%, 57.41%, 39.91%, 2.68%
38041,50.44%, 73.42%, 22.98%, 1.54%
38043,35.92%, 65.51%, 29.59%, 4.89%
38045,29.03%, 62.76%, 33.73%, 3.51%
38047,53.87%, 75.49%, 21.62%, 2.89%
38049,27.10%, 61.87%, 34.77%, 1.18%
38051,37.65%, 67.65%, 30.00%, 2.35%
38053,44.36%, 71.23%, 26.86%, 1.91%
38055,29.79%, 63.61%, 33.82%, 2.57%
38057,44.58%, 70.75%, 26.17%, 3.08%
38059,30.93%, 63.76%, 32.83%, 3.41%
38061,16.17%, 56.75%, 40.58%, 2.66%
38063,5.84%, 51.55%, 45.71%, 2.74%
38065,40.67%, 68.41%, 27.74%, 1.58%
38067,19.85%, 58.34%, 38.49%, 3.16%
38069,36.96%, 67.26%, 30.30%, 2.43%
38071,10.02%, 53.31%, 43.29%, 3.40%
38073,13.77%, 41.61%, 55.38%, 3.01%
38075,35.45%, 66.59%, 31.14%, 2.27%
38077,13.54%, 55.55%, 42.01%, 2.44%
38079,49.67%, 23.99%, 73.66%, 2.35%
38081,9.77%, 43.80%, 53.56%, 2.64%
38083,58.27%, 78.10%, 19.83%, 2.07%
38085,59.00%, 19.67%, 78.67%, 1.66%
38087,59.04%, 78.03%, 18.99%, 2.97%
38089,49.08%, 73.25%, 24.17%, 2.58%
38091,1.92%, 47.79%, 49.71%, 2.50%
38093,21.97%, 59.48%, 37.51%, 3.01%
38095,9.05%, 52.71%, 43.65%, 3.64%
38097,4.72%, 50.91%, 46.19%, 2.91%
38099,14.01%, 55.44%, 41.43%, 1.13%
38101,30.59%, 63.74%, 33.15%, 3.11%
38103,41.24%, 69.53%, 28.29%, 2.19%
38105,49.57%, 73.25%, 23.67%, 3.08%
39001,25.98%, 61.75%, 35.76%, 2.49%
39003,23.97%, 61.03%, 37.06%, 1.91%
39005,29.74%, 63.76%, 34.02%, 2.22%
39007,12.74%, 42.36%, 55.10%, 2.54%
39009,35.21%, 30.81%, 66.02%, 3.17%
39011,48.35%, 73.22%, 24.87%, 1.91%
39013,8.21%, 52.88%, 44.67%, 2.44%
39015,24.80%, 61.45%, 36.65%, 1.90%
39017,25.09%, 61.68%, 36.58%, 1.74%
39019,13.34%, 55.07%, 41.73%, 3.21%
39021,21.66%, 59.81%, 38.14%, 2.05%
39023,0.81%, 49.49%, 48.67%, 1.84%
39025,34.97%, 66.52%, 31.55%, 1.93%
39027,34.20%, 66.05%, 31.85%, 2.11%
39029,11.75%, 54.66%, 42.90%, 2.44%
39031,9.19%, 53.16%, 43.97%, 2.88%
39033,21.89%, 59.72%, 37.82%, 2.46%
39035,39.77%, 29.55%, 69.32%, 1.14%
39037,44.36%, 71.21%, 26.84%, 1.95%
39039,13.33%, 55.49%, 42.16%, 2.35%
39041,23.16%, 60.86%, 37.71%, 1.43%
39043,12.26%, 42.92%, 55.17%, 1.91%
39045,15.43%, 56.82%, 41.39%, 1.79%
39047,21.48%, 59.97%, 38.49%, 1.53%
39049,22.79%, 37.75%, 60.53%, 1.72%
39051,12.51%, 55.08%, 42.58%, 2.34%
39053,25.30%, 61.40%, 36.10%, 2.50%
39055,21.38%, 59.85%, 38.46%, 1.69%
39057,21.00%, 59.57%, 38.57%, 1.85%
39059,9.16%, 53.37%, 44.22%, 2.41%
39061,6.35%, 46.15%, 52.50%, 1.35%
39063,27.61%, 62.72%, 35.11%, 2.17%
39065,23.02%, 60.06%, 37.04%, 2.90%
39067,14.94%, 56.19%, 41.24%, 2.57%
39069,18.23%, 57.92%, 39.69%, 2.40%
39071,29.97%, 63.83%, 33.86%, 2.30%
39073,1.00%, 49.22%, 48.22%, 2.55%
39075,52.68%, 75.23%, 22.55%, 2.22%
39077,8.31%, 52.85%, 44.54%, 2.61%
39079,20.43%, 58.97%, 38.54%, 2.49%
39081,4.97%, 51.34%, 46.37%, 2.28%
39083,23.88%, 60.66%, 36.78%, 2.55%
39085,0.90%, 49.50%, 48.61%, 1.89%
39087,15.07%, 56.50%, 41.43%, 2.07%
39089,13.86%, 55.80%, 41.94%, 2.26%
39091,31.00%, 64.31%, 33.31%, 2.38%
39093,15.40%, 41.47%, 56.87%, 1.66%
39095,31.66%, 33.21%, 64.86%, 1.93%
39097,19.92%, 58.91%, 38.99%, 2.11%
39099,28.31%, 35.07%, 63.38%, 1.55%
39101,6.42%, 52.03%, 45.61%, 2.37%
39103,12.79%, 55.45%, 42.65%, 1.90%
39105,18.28%, 57.69%, 39.41%, 2.90%
39107,54.51%, 76.40%, 21.89%, 1.71%
39109,35.03%, 66.53%, 31.50%, 1.97%
39111,7.56%, 52.31%, 44.75%, 2.93%
39113,4.61%, 46.81%, 51.42%, 1.77%
39115,5.95%, 51.81%, 45.86%, 2.33%
39117,24.25%, 60.83%, 36.59%, 2.58%
39119,6.08%, 51.81%, 45.73%, 2.46%
39121,24.31%, 60.48%, 36.17%, 3.34%
39123,4.29%, 46.83%, 51.11%, 2.06%
39125,19.85%, 58.51%, 38.67%, 2.82%
39127,3.95%, 50.78%, 46.82%, 2.40%
39129,18.02%, 58.11%, 40.09%, 1.79%
39131,0.01%, 49.03%, 49.02%, 1.96%
39133,5.51%, 46.14%, 51.65%, 2.21%
39135,36.21%, 66.92%, 30.71%, 2.37%
39137,51.10%, 74.57%, 23.47%, 1.96%
39139,19.34%, 58.59%, 39.25%, 2.17%
39141,1.46%, 49.76%, 48.31%, 1.93%
39143,2.70%, 47.28%, 49.98%, 2.75%
39145,1.33%, 49.56%, 48.23%, 2.22%
39147,7.46%, 52.26%, 44.80%, 2.95%
39149,45.18%, 71.71%, 26.54%, 1.75%
39151,0.47%, 48.74%, 49.21%, 2.05%
39153,15.67%, 41.36%, 57.03%, 1.61%
39155,22.94%, 37.54%, 60.48%, 1.97%
39157,9.20%, 53.35%, 44.15%, 2.50%
39159,29.21%, 63.57%, 34.36%, 2.06%
39161,39.98%, 68.97%, 28.99%, 2.04%
39163,7.65%, 52.02%, 44.37%, 3.61%
39165,39.26%, 68.85%, 29.60%, 1.55%
39167,19.03%, 58.39%, 39.36%, 2.25%
39169,20.41%, 59.12%, 38.71%, 2.16%
39171,15.71%, 56.74%, 41.04%, 2.22%
39173,4.84%, 46.37%, 51.21%, 2.42%
39175,19.27%, 58.29%, 39.02%, 2.69%
40001,34.63%, 67.32%, 32.68%,-
40003,69.08%, 84.54%, 15.46%,-
40005,48.00%, 74.00%, 26.00%,-
40007,78.84%, 89.42%, 10.58%,-
40009,59.08%, 79.54%, 20.46%,-
40011,48.01%, 74.00%, 26.00%,-
40013,44.23%, 72.12%, 27.88%,-
40015,28.51%, 64.25%, 35.75%,-
40017,54.35%, 77.17%, 22.83%,-
40019,42.67%, 71.34%, 28.66%,-
40021,14.11%, 57.05%, 42.95%,-
40023,41.02%, 70.51%, 29.49%,-
40025,80.79%, 90.39%, 9.61%,-
40027,25.93%, 62.97%, 37.03%,-
40029,44.98%, 72.49%, 27.51%,-
40031,17.04%, 58.52%, 41.48%,-
40033,46.43%, 73.22%, 26.78%,-
40035,34.15%, 67.08%, 32.92%,-
40037,45.41%, 72.70%, 27.30%,-
40039,51.88%, 75.94%, 24.06%,-
40041,41.22%, 70.61%, 29.39%,-
40043,71.24%, 85.62%, 14.38%,-
40045,74.90%, 87.45%, 12.55%,-
40047,52.46%, 76.23%, 23.77%,-
40049,46.04%, 73.02%, 26.98%,-
40051,51.21%, 75.61%, 24.39%,-
40053,61.99%, 81.00%, 19.00%,-
40055,46.72%, 73.36%, 26.64%,-
40057,42.80%, 71.40%, 28.60%,-
40059,75.87%, 87.94%, 12.06%,-
40061,44.63%, 72.31%, 27.69%,-
40063,34.89%, 67.44%, 32.56%,-
40065,50.65%, 75.33%, 24.67%,-
40067,45.96%, 72.98%, 27.02%,-
40069,39.94%, 69.97%, 30.03%,-
40071,42.61%, 71.31%, 28.69%,-
40073,68.86%, 84.43%, 15.57%,-
40075,35.36%, 67.68%, 32.32%,-
40077,38.39%, 69.19%, 30.81%,-
40079,41.13%, 70.57%, 29.43%,-
40081,48.96%, 74.48%, 25.52%,-
40083,44.55%, 72.27%, 27.73%,-
40085,40.40%, 70.20%, 29.80%,-
40087,55.35%, 77.67%, 22.33%,-
40089,51.56%, 75.78%, 24.22%,-
40091,23.74%, 61.87%, 38.13%,-
40093,71.65%, 85.82%, 14.18%,-
