id,margin,landon,roosevelt,other,hex_color
51013,27.39%, 36.06%, 63.45%, 0.50%,5b01a1
51015,26.34%, 36.49%, 62.83%, 0.68%,5d01a0
51017,8.85%, 45.49%, 54.34%, 0.18%,73008a
51019,57.02%, 21.30%, 78.32%, 0.38%,3600c7
51021,9.54%, 45.05%, 54.60%, 0.35%,72008b
51023,6.93%, 46.29%, 53.22%, 0.48%,760187
51025,91.06%, 4.40%, 95.46%, 0.15%,0b00f3
51027,39.94%, 29.94%, 69.88%, 0.19%,4c00b2
51029,55.08%, 22.38%, 77.46%, 0.16%,3900c5
51031,68.43%, 15.66%, 84.09%, 0.25%,2700d6
51033,61.89%, 18.87%, 80.76%, 0.37%,3000cd
51035,20.92%, 60.45%, 39.53%, 0.02%,9a0064
51036,49.36%, 25.32%, 74.68%,-,4000be
51037,79.97%, 9.89%, 89.85%, 0.26%,1900e5
51041,59.91%, 19.57%, 79.48%, 0.95%,3102ca
51043,65.03%, 17.35%, 82.38%, 0.26%,2c00d2
51045,24.59%, 37.65%, 62.25%, 0.10%,60009e
51047,39.20%, 30.21%, 69.41%, 0.38%,4d00b0
51049,55.19%, 22.08%, 77.27%, 0.65%,3801c5
51051,40.13%, 29.92%, 70.05%, 0.03%,4c00b2
51053,82.44%, 8.61%, 91.05%, 0.34%,1500e8
51057,63.72%, 17.98%, 81.71%, 0.31%,2d00d0
51059,29.36%, 34.99%, 64.35%, 0.66%,5901a4
51061,52.69%, 23.54%, 76.24%, 0.22%,3c00c2
51063,38.14%, 68.90%, 30.75%, 0.35%,af004e
51065,45.67%, 26.86%, 72.52%, 0.62%,4401b8
51067,40.04%, 29.80%, 69.83%, 0.37%,4b00b2
51069,35.03%, 32.31%, 67.35%, 0.34%,5200ab
51071,19.26%, 40.33%, 59.59%, 0.08%,660097
51073,56.36%, 21.67%, 78.03%, 0.31%,3700c6
51075,47.13%, 26.21%, 73.33%, 0.46%,4201ba
51077,5.32%, 52.63%, 47.31%, 0.06%,860078
51079,3.02%, 48.42%, 51.43%, 0.15%,7b0083
51081,100.00%,-, 100.00%,-,0000fe
51083,86.79%, 6.51%, 93.30%, 0.19%,1000ed
51085,61.64%, 18.84%, 80.47%, 0.69%,3001cd
51087,47.27%, 26.12%, 73.39%, 0.49%,4201bb
51089,59.15%, 20.34%, 79.48%, 0.18%,3300ca
51091,0.67%, 50.19%, 49.52%, 0.29%,7f007e
51093,66.23%, 16.76%, 83.00%, 0.24%,2a00d3
51095,62.37%, 18.82%, 81.18%,-,2f00cf
51097,49.90%, 24.95%, 74.85%, 0.20%,3f00be
51099,22.72%, 38.51%, 61.23%, 0.26%,62009c
51101,53.30%, 23.19%, 76.48%, 0.33%,3b00c3
51103,36.19%, 31.76%, 67.95%, 0.30%,5000ad
51105,33.13%, 33.33%, 66.46%, 0.21%,5400a9
51107,44.91%, 27.42%, 72.33%, 0.25%,4500b8
51109,38.42%, 30.41%, 68.84%, 0.75%,4d01af
51111,88.61%, 5.62%, 94.23%, 0.15%,0e00f0
51113,9.68%, 45.13%, 54.81%, 0.07%,73008b
51115,15.76%, 41.89%, 57.65%, 0.46%,6a0193
51117,86.16%, 6.88%, 93.05%, 0.07%,1100ed
51119,67.86%, 15.75%, 83.61%, 0.64%,2801d5
51121,0.54%, 49.88%, 49.34%, 0.78%,7f017d
51125,52.89%, 23.46%, 76.35%, 0.19%,3b00c2
51127,43.79%, 28.10%, 71.90%,-,4700b7
51131,55.62%, 22.07%, 77.69%, 0.24%,3800c6
51133,40.77%, 29.61%, 70.39%,-,4b00b3
51135,66.14%, 16.58%, 82.72%, 0.70%,2a01d2
51137,50.43%, 24.57%, 75.00%, 0.43%,3e01bf
51139,9.78%, 45.00%, 54.77%, 0.23%,72008b
51141,37.16%, 31.29%, 68.45%, 0.26%,4f00ae
51143,73.75%, 13.07%, 86.82%, 0.12%,2100dd
51145,46.98%, 26.51%, 73.49%,-,4300bb
51147,63.83%, 17.94%, 81.77%, 0.28%,2d00d0
51149,69.31%, 15.17%, 84.48%, 0.36%,2600d7
51153,53.23%, 23.06%, 76.29%, 0.66%,3a01c2
51155,32.86%, 33.51%, 66.37%, 0.11%,5500a9
51157,47.95%, 25.97%, 73.92%, 0.11%,4200bc
51159,35.03%, 32.49%, 67.51%,-,5200ac
51161,23.70%, 37.87%, 61.57%, 0.56%,60019d
51163,30.48%, 34.50%, 64.98%, 0.52%,5701a5
51165,1.42%, 48.91%, 50.33%, 0.76%,7c0180
51167,32.44%, 33.59%, 66.03%, 0.38%,5500a8
51169,1.82%, 49.09%, 50.91%,-,7d0081
51171,4.83%, 52.29%, 47.46%, 0.25%,850079
51173,6.11%, 46.75%, 52.86%, 0.38%,770086
51175,83.52%, 8.11%, 91.62%, 0.27%,1400e9
51177,29.60%, 35.01%, 64.61%, 0.39%,5900a4
51179,4.40%, 47.68%, 52.08%, 0.24%,790084
51181,78.11%, 10.82%, 88.93%, 0.25%,1b00e2
51183,74.95%, 12.52%, 87.48%,-,1f00df
51185,20.24%, 39.66%, 59.90%, 0.44%,650198
51187,46.63%, 26.56%, 73.19%, 0.25%,4300ba
51191,11.77%, 43.98%, 55.76%, 0.26%,70008e
51193,49.27%, 25.36%, 74.64%,-,4000be
51195,44.74%, 27.54%, 72.28%, 0.19%,4600b8
51197,14.19%, 57.01%, 42.82%, 0.16%,91006d
51199,50.71%, 23.08%, 73.79%, 0.30%,3a00bc
51510,46.37%, 26.34%, 72.71%, 0.95%,4302b9
51515,0%,-,-,-,000000
51520,62.60%, 18.49%, 81.09%, 0.42%,2f01ce
51530,34.44%, 32.78%, 67.22%,-,5300ab
51540,60.73%, 19.23%, 79.97%, 0.80%,3102cb
51550,0%,-,-,-,000000
51570,0%,-,-,-,000000
51580,0%,-,-,-,000000
51590,70.66%, 14.28%, 84.94%, 0.78%,2401d8
51595,0%,-,-,-,000000
51600,0%,-,-,-,000000
51610,0%,-,-,-,000000
51620,0%,-,-,-,000000
51630,39.28%, 30.29%, 69.57%, 0.15%,4d00b1
51640,0%,-,-,-,000000
51650,67.21%, 16.35%, 83.56%, 0.09%,2900d5
51660,21.59%, 38.92%, 60.51%, 0.57%,63019a
51670,59.18%, 20.11%, 79.29%, 0.61%,3301ca
51678,0%,-,-,-,000000
51680,45.64%, 26.96%, 72.60%, 0.43%,4401b9
51683,0%,-,-,-,000000
51685,0%,-,-,-,000000
51690,57.45%, 21.11%, 78.56%, 0.33%,3500c8
51700,62.52%, 18.52%, 81.04%, 0.44%,2f01ce
51710,52.94%, 23.32%, 76.26%, 0.43%,3b01c2
51720,0%,-,-,-,000000
51730,65.94%, 16.75%, 82.69%, 0.57%,2a01d2
51735,0%,-,-,-,000000
51740,73.07%, 13.23%, 86.30%, 0.48%,2101dc
51750,21.24%, 39.05%, 60.30%, 0.65%,630199
51760,61.27%, 19.18%, 80.45%, 0.37%,3000cd
51770,35.45%, 32.02%, 67.47%, 0.51%,5101ac
51775,0%,-,-,-,000000
51790,31.35%, 34.05%, 65.41%, 0.54%,5601a6
51800,65.75%, 17.12%, 82.88%,-,2b00d3
51810,0%,-,-,-,000000
51820,0%,-,-,-,000000
51830,59.92%, 19.63%, 79.55%, 0.82%,3202ca
51840,19.07%, 40.14%, 59.21%, 0.65%,660196
53001,48.37%, 24.69%, 73.06%, 0.23%,3e00ba
53003,39.06%, 26.60%, 65.67%, 0.90%,4302a7
53005,17.50%, 35.56%, 53.06%, 0.40%,5a0187
53007,22.65%, 36.89%, 59.54%, 0.59%,5e0197
53009,37.80%, 28.56%, 66.36%, 0.81%,4802a9
53011,42.29%, 26.24%, 68.52%, 0.95%,4202ae
53013,24.21%, 33.46%, 57.67%, 0.87%,550293
53015,45.69%, 25.31%, 71.00%, 0.45%,4001b5
53017,36.72%, 29.75%, 66.47%, 0.84%,4b02a9
53019,53.43%, 21.11%, 74.54%, 0.46%,3501be
53021,44.80%, 23.98%, 68.77%, 1.16%,3d02af
53023,19.71%, 38.83%, 58.55%, 2.62%,630695
53025,72.56%, 13.03%, 85.59%, 1.39%,2103da
53027,49.94%, 23.37%, 73.31%, 0.66%,3b01ba
53029,27.23%, 32.74%, 59.97%, 2.70%,530698
53031,35.50%, 31.04%, 66.54%, 2.42%,4f06a9
53033,34.30%, 31.68%, 65.98%, 2.33%,5005a8
53035,54.90%, 21.04%, 75.94%, 3.02%,3507c1
53037,42.99%, 26.89%, 69.88%, 0.53%,4401b2
53039,34.76%, 30.53%, 65.29%, 0.69%,4d01a6
53041,22.35%, 35.23%, 57.58%, 1.61%,590492
53043,45.41%, 26.14%, 71.55%, 0.20%,4200b6
53045,47.11%, 23.08%, 70.19%, 1.05%,3a02b2
53047,37.56%, 27.31%, 64.87%, 0.45%,4501a5
53049,41.31%, 26.87%, 68.17%, 0.87%,4402ad
53051,37.91%, 28.28%, 66.19%, 0.90%,4802a8
53053,43.86%, 26.23%, 70.09%, 1.63%,4204b2
53055,5.33%, 43.26%, 48.59%, 0.82%,6e027b
53057,28.29%, 33.44%, 61.73%, 1.38%,55039d
53059,63.07%, 17.58%, 80.65%, 1.77%,2c04cd
53061,45.54%, 24.97%, 70.51%, 1.59%,3f04b3
53063,40.17%, 28.45%, 68.62%, 2.93%,4807ae
53065,36.84%, 28.57%, 65.41%, 0.95%,4802a6
53067,39.44%, 28.05%, 67.49%, 1.04%,4702ac
53069,42.89%, 26.47%, 69.36%, 0.88%,4302b0
53071,16.95%, 39.28%, 56.23%, 0.32%,64008f
53073,24.82%, 35.08%, 59.90%, 1.93%,590498
53075,31.72%, 33.03%, 64.75%, 2.21%,5405a5
53077,14.67%, 39.66%, 54.33%, 0.73%,65018a
54001,15.32%, 42.13%, 57.45%, 0.42%,6b0192
54003,11.70%, 44.02%, 55.72%, 0.26%,70008e
54005,37.77%, 31.12%, 68.88%,-,4f00af
54007,20.85%, 39.49%, 60.34%, 0.17%,640099
54009,26.01%, 36.70%, 62.72%, 0.58%,5d019f
54011,17.92%, 40.95%, 58.87%, 0.19%,680096
54013,31.98%, 33.88%, 65.87%, 0.25%,5600a7
54015,14.80%, 42.56%, 57.36%, 0.08%,6c0092
54017,27.55%, 63.72%, 36.17%, 0.11%,a2005c
54019,45.37%, 27.19%, 72.57%, 0.24%,4500b9
54021,29.77%, 35.12%, 64.88%,-,5900a5
54023,49.15%, 74.51%, 25.36%, 0.13%,be0040
54025,29.13%, 35.27%, 64.41%, 0.32%,5900a4
54027,42.82%, 28.39%, 71.21%, 0.39%,4800b5
54029,32.27%, 33.62%, 65.89%, 0.49%,5501a8
54031,30.27%, 34.81%, 65.08%, 0.11%,5800a5
54033,26.32%, 36.66%, 62.98%, 0.35%,5d00a0
54035,15.39%, 57.65%, 42.25%, 0.10%,93006b
54037,45.37%, 27.20%, 72.56%, 0.24%,4500b9
54039,17.86%, 41.00%, 58.86%, 0.13%,680096
54041,0.29%, 49.61%, 49.90%, 0.49%,7e017f
54043,10.13%, 44.93%, 55.07%,-,72008c
54045,44.46%, 27.68%, 72.13%, 0.19%,4600b7
54047,43.67%, 28.11%, 71.79%, 0.10%,4700b7
54049,29.15%, 35.15%, 64.29%, 0.56%,5901a3
54051,7.14%, 46.21%, 53.35%, 0.44%,750188
54053,9.66%, 54.67%, 45.00%, 0.33%,8b0072
54055,26.14%, 36.88%, 63.02%, 0.10%,5e00a0
54057,8.59%, 45.50%, 54.09%, 0.41%,740189
54059,32.27%, 33.82%, 66.09%, 0.09%,5600a8
54061,21.55%, 39.02%, 60.57%, 0.42%,63019a
54063,2.17%, 48.81%, 50.98%, 0.21%,7c0081
54065,22.35%, 61.07%, 38.72%, 0.22%,9b0062
54067,19.26%, 40.02%, 59.28%, 0.71%,660197
54069,24.91%, 37.39%, 62.30%, 0.32%,5f009e
54071,18.81%, 40.45%, 59.26%, 0.29%,670097
54073,2.33%, 48.73%, 51.06%, 0.21%,7c0082
54075,18.17%, 40.84%, 59.01%, 0.14%,680096
54077,16.49%, 58.11%, 41.62%, 0.26%,94006a
54079,9.38%, 45.16%, 54.54%, 0.30%,73008b
54081,43.40%, 28.23%, 71.63%, 0.14%,4700b6
54083,37.14%, 31.34%, 68.48%, 0.19%,4f00ae
54085,24.23%, 61.97%, 37.74%, 0.29%,9e0060
54087,2.27%, 51.08%, 48.81%, 0.12%,82007c
54089,24.25%, 37.82%, 62.07%, 0.12%,60009e
54091,17.52%, 41.03%, 58.55%, 0.42%,680195
54093,23.76%, 37.85%, 61.61%, 0.53%,60019d
54095,23.20%, 61.46%, 38.25%, 0.29%,9c0061
54097,28.90%, 64.30%, 35.40%, 0.29%,a3005a
54099,22.97%, 38.41%, 61.38%, 0.21%,61009c
54101,39.68%, 30.02%, 69.70%, 0.27%,4c00b1
54103,26.24%, 36.74%, 62.98%, 0.28%,5d00a0
54105,5.01%, 47.23%, 52.24%, 0.53%,780185
54107,14.47%, 42.75%, 57.21%, 0.04%,6d0091
54109,30.31%, 34.84%, 65.16%,-,5800a6
55001,30.68%, 33.28%, 63.96%, 0.39%,5400a3
55003,39.91%, 28.10%, 68.01%, 1.29%,4703ad
55005,17.61%, 37.94%, 55.55%, 1.16%,60028d
55007,34.44%, 31.08%, 65.53%, 3.39%,4f08a7
55009,41.78%, 27.14%, 68.92%, 0.45%,4501af
55011,15.39%, 40.05%, 55.44%, 0.48%,66018d
55013,30.92%, 31.88%, 62.80%, 1.03%,5102a0
55015,38.27%, 27.72%, 65.99%, 0.32%,4600a8
55017,14.15%, 38.93%, 53.08%, 0.51%,630187
55019,13.21%, 39.57%, 52.78%, 1.22%,640386
55021,22.11%, 37.25%, 59.36%, 0.44%,5e0197
55023,19.11%, 35.91%, 55.02%, 0.29%,5b008c
55025,38.98%, 28.79%, 67.77%, 0.92%,4902ac
55027,35.19%, 30.22%, 65.41%, 0.39%,4d00a6
55029,10.52%, 41.05%, 51.57%, 0.40%,680183
55031,52.36%, 22.92%, 75.28%, 1.80%,3a04bf
55033,9.56%, 41.64%, 51.20%, 0.77%,6a0182
55035,18.90%, 39.41%, 58.31%, 2.28%,640594
55037,12.27%, 41.41%, 53.67%, 1.29%,690388
55039,21.76%, 35.40%, 57.16%, 0.56%,5a0191
55041,38.77%, 29.42%, 68.18%, 2.40%,4b06ad
55043,11.28%, 41.11%, 52.39%, 0.37%,680085
55045,22.73%, 37.53%, 60.26%, 2.21%,5f0599
55047,13.29%, 42.55%, 55.84%, 1.61%,6c048e
55049,15.01%, 39.84%, 54.85%, 0.42%,65018b
55051,55.68%, 20.78%, 76.46%, 2.76%,3407c2
55053,32.98%, 32.02%, 65.01%, 0.37%,5100a5
55055,32.01%, 32.32%, 64.33%, 0.33%,5200a4
55057,17.91%, 37.83%, 55.74%, 0.44%,60018e
55059,39.89%, 26.68%, 66.57%, 1.11%,4402a9
55061,51.27%, 22.73%, 74.01%, 0.09%,3900bc
55063,30.20%, 33.09%, 63.29%, 0.25%,5400a1
55065,12.71%, 41.11%, 53.81%, 0.41%,680189
55067,36.87%, 30.34%, 67.22%, 2.44%,4d06ab
55069,26.02%, 33.83%, 59.86%, 0.64%,560198
55071,43.47%, 21.20%, 64.68%, 0.50%,3601a4
55073,39.04%, 27.06%, 66.10%, 0.70%,4501a8
55075,27.65%, 34.60%, 62.25%, 0.57%,58019e
55077,3.70%, 49.96%, 46.26%, 0.33%,7f0075
55078,0%,-,-,-,000000
55079,56.14%, 18.46%, 74.59%, 0.41%,2f01be
55081,14.96%, 39.10%, 54.06%, 0.60%,630189
55083,26.78%, 34.20%, 60.98%, 0.70%,57019b
55085,36.17%, 28.48%, 64.65%, 0.88%,4802a4
55087,24.40%, 34.66%, 59.07%, 0.27%,580096
55089,48.11%, 22.54%, 70.65%, 0.63%,3901b4
55091,9.26%, 42.54%, 51.80%, 0.52%,6c0184
55093,1.37%, 42.70%, 44.06%, 0.88%,6c0270
55095,19.26%, 34.25%, 53.51%, 0.30%,570088
55097,44.51%, 26.74%, 71.25%, 2.01%,4405b5
55099,37.68%, 28.95%, 66.62%, 1.56%,4903a9
55101,36.07%, 28.73%, 64.80%, 1.05%,4902a5
55103,1.90%, 48.87%, 46.97%, 0.77%,7c0177
55105,9.78%, 43.56%, 53.34%, 0.41%,6f0188
55107,21.00%, 36.18%, 57.18%, 1.65%,5c0491
55109,3.24%, 38.47%, 41.71%, 0.62%,62016a
55111,18.42%, 37.98%, 56.41%, 0.50%,60018f
55113,23.41%, 36.47%, 59.88%, 0.70%,5c0198
55115,40.12%, 28.46%, 68.59%, 0.83%,4802ae
55117,30.47%, 31.59%, 62.06%, 1.22%,50039e
55119,42.40%, 25.15%, 67.55%, 2.22%,4005ac
55121,26.34%, 33.96%, 60.30%, 0.40%,560199
55123,10.86%, 42.36%, 53.22%, 0.38%,6c0087
55125,30.42%, 31.31%, 61.74%, 1.74%,4f049d
55127,8.52%, 52.67%, 44.15%, 0.42%,860170
55129,30.11%, 31.64%, 61.74%, 0.81%,50029d
55131,29.28%, 29.68%, 58.96%, 0.64%,4b0196
55133,24.06%, 35.41%, 59.47%, 0.66%,5a0197
55135,1.65%, 45.88%, 47.52%, 0.45%,740179
55137,10.37%, 51.43%, 41.05%, 0.93%,830268
55139,21.64%, 36.93%, 58.57%, 0.69%,5e0195
55141,31.84%, 30.73%, 62.57%, 1.04%,4e029f
56001,34.45%, 32.08%, 66.53%, 1.39%,5103a9
56003,22.15%, 38.12%, 60.28%, 1.60%,610499
56005,4.06%, 47.49%, 51.54%, 0.97%,790283
56007,22.63%, 37.99%, 60.62%, 1.40%,60039a
56009,2.55%, 47.86%, 50.42%, 1.72%,7a0480
56011,5.53%, 51.83%, 46.30%, 1.87%,840476
56013,12.52%, 42.60%, 55.12%, 2.28%,6c058c
56015,12.46%, 43.09%, 55.55%, 1.37%,6d038d
56017,26.87%, 34.33%, 61.19%, 0.65%,57019c
56019,13.59%, 54.26%, 40.68%, 0.39%,8a0067
56021,26.67%, 35.88%, 62.55%, 1.57%,5b049f
56023,32.96%, 33.08%, 66.03%, 0.89%,5402a8
56025,33.67%, 32.00%, 65.67%, 0.31%,5100a7
56027,1.69%, 48.37%, 50.07%, 1.56%,7b037f
56029,22.62%, 37.50%, 60.12%, 0.25%,5f0099
56031,5.40%, 45.39%, 50.79%, 0.65%,730181
56033,26.11%, 35.49%, 61.60%, 0.25%,5a009d
56035,2.17%, 47.68%, 49.85%, 0.45%,79017f
56037,54.77%, 22.19%, 76.97%, 0.84%,3802c4
56039,21.75%, 37.06%, 58.80%, 0.37%,5e0095
56041,31.74%, 33.67%, 65.41%, 0.93%,5502a6
56043,15.23%, 41.26%, 56.50%, 2.24%,690590
56045,4.75%, 47.23%, 51.98%, 0.78%,780184
60010,0%,-,-,-,000000
60020,0%,-,-,-,000000
60030,0%,-,-,-,000000
60040,0%,-,-,-,000000
60050,0%,-,-,-,000000
66010,0%,-,-,-,000000
69085,0%,-,-,-,000000
69100,0%,-,-,-,000000
69110,0%,-,-,-,000000
69120,0%,-,-,-,000000
72001,0%,-,-,-,000000
72003,0%,-,-,-,000000
72005,0%,-,-,-,000000
72007,0%,-,-,-,000000
72009,0%,-,-,-,000000
72011,0%,-,-,-,000000
72013,0%,-,-,-,000000
72015,0%,-,-,-,000000
72017,0%,-,-,-,000000
72019,0%,-,-,-,000000
72021,0%,-,-,-,000000
72023,0%,-,-,-,000000
72025,0%,-,-,-,000000
72027,0%,-,-,-,000000
72029,0%,-,-,-,000000
72031,0%,-,-,-,000000
72033,0%,-,-,-,000000
72035,0%,-,-,-,000000
72037,0%,-,-,-,000000
72039,0%,-,-,-,000000
72041,0%,-,-,-,000000
72043,0%,-,-,-,000000
72045,0%,-,-,-,000000
72047,0%,-,-,-,000000
72049,0%,-,-,-,000000
72051,0%,-,-,-,000000
72053,0%,-,-,-,000000
72054,0%,-,-,-,000000
72055,0%,-,-,-,000000
72057,0%,-,-,-,000000
72059,0%,-,-,-,000000
72061,0%,-,-,-,000000
72063,0%,-,-,-,000000
72065,0%,-,-,-,000000
72067,0%,-,-,-,000000
72069,0%,-,-,-,000000
72071,0%,-,-,-,000000
72073,0%,-,-,-,000000
72075,0%,-,-,-,000000
72077,0%,-,-,-,000000
72079,0%,-,-,-,000000
72081,0%,-,-,-,000000
72083,0%,-,-,-,000000
72085,0%,-,-,-,000000
72087,0%,-,-,-,000000
72089,0%,-,-,-,000000
72091,0%,-,-,-,000000
72093,0%,-,-,-,000000
72095,0%,-,-,-,000000
72097,0%,-,-,-,000000
72099,0%,-,-,-,000000
72101,0%,-,-,-,000000
72103,0%,-,-,-,000000
72105,0%,-,-,-,000000
72107,0%,-,-,-,000000
72109,0%,-,-,-,000000
72111,0%,-,-,-,000000
72113,0%,-,-,-,000000
72115,0%,-,-,-,000000
72117,0%,-,-,-,000000
72119,0%,-,-,-,000000
72121,0%,-,-,-,000000
72123,0%,-,-,-,000000
72125,0%,-,-,-,000000
72127,0%,-,-,-,000000
72129,0%,-,-,-,000000
72131,0%,-,-,-,000000
72133,0%,-,-,-,000000
72135,0%,-,-,-,000000
72137,0%,-,-,-,000000
72139,0%,-,-,-,000000
72141,0%,-,-,-,000000
72143,0%,-,-,-,000000
72145,0%,-,-,-,000000
72147,0%,-,-,-,000000
72149,0%,-,-,-,000000
72151,0%,-,-,-,000000
72153,0%,-,-,-,000000
74300,0%,-,-,-,000000
78010,0%,-,-,-,000000
78020,0%,-,-,-,000000
78030,0%,-,-,-,000000
