id,margin,landon,roosevelt,other,hex_color
20117,6.17%, 52.98%, 46.81%, 0.21%,870077
20119,6.73%, 46.58%, 53.31%, 0.11%,760087
20121,0.81%, 50.33%, 49.52%, 0.15%,80007e
20123,8.31%, 45.51%, 53.82%, 0.67%,740189
20125,0.13%, 49.92%, 49.79%, 0.29%,7f007e
20127,0.97%, 49.32%, 50.29%, 0.39%,7d0080
20129,15.78%, 41.81%, 57.59%, 0.59%,6a0192
20131,3.33%, 47.76%, 51.09%, 1.15%,790282
20133,1.45%, 50.55%, 49.09%, 0.36%,80007d
20135,21.07%, 39.19%, 60.26%, 0.54%,630199
20137,10.12%, 54.83%, 44.71%, 0.47%,8b0172
20139,0.09%, 49.87%, 49.78%, 0.35%,7f007e
20141,11.35%, 55.54%, 44.19%, 0.26%,8d0070
20143,11.03%, 44.31%, 55.33%, 0.36%,70008d
20145,23.19%, 38.31%, 61.49%, 0.20%,61009c
20147,19.39%, 59.59%, 40.20%, 0.21%,970066
20149,9.37%, 53.76%, 44.39%, 1.85%,890471
20151,33.04%, 33.40%, 66.43%, 0.17%,5500a9
20153,19.54%, 40.07%, 59.61%, 0.32%,660098
20155,24.44%, 37.59%, 62.03%, 0.38%,5f009e
20157,5.54%, 52.61%, 47.07%, 0.32%,860078
20159,19.25%, 40.24%, 59.49%, 0.27%,660097
20161,19.19%, 59.11%, 39.92%, 0.96%,960265
20163,1.94%, 49.03%, 50.97%,-,7d0081
20165,17.75%, 41.08%, 58.83%, 0.09%,680096
20167,24.98%, 37.45%, 62.43%, 0.12%,5f009f
20169,12.95%, 43.35%, 56.30%, 0.36%,6e008f
20171,27.32%, 36.25%, 63.57%, 0.17%,5c00a2
20173,29.09%, 35.29%, 64.39%, 0.32%,5900a4
20175,28.59%, 35.64%, 64.23%, 0.13%,5a00a3
20177,7.36%, 46.13%, 53.49%, 0.38%,750088
20179,17.39%, 40.26%, 57.66%, 2.08%,660593
20181,21.62%, 38.26%, 59.89%, 1.85%,610498
20183,7.23%, 53.48%, 46.25%, 0.28%,880075
20185,24.62%, 37.50%, 62.12%, 0.39%,5f009e
20187,19.09%, 40.39%, 59.48%, 0.13%,660097
20189,18.61%, 40.52%, 59.13%, 0.35%,670096
20191,23.34%, 38.23%, 61.57%, 0.21%,61009d
20193,28.57%, 35.42%, 63.99%, 0.59%,5a01a3
20195,27.43%, 36.00%, 63.43%, 0.57%,5b01a1
20197,11.35%, 55.52%, 44.18%, 0.30%,8d0070
20199,14.30%, 56.68%, 42.38%, 0.95%,90026c
20201,17.75%, 58.70%, 40.95%, 0.34%,950068
20203,17.32%, 41.06%, 58.39%, 0.55%,680194
20205,11.66%, 55.59%, 43.93%, 0.48%,8d0170
20207,11.45%, 55.49%, 44.04%, 0.47%,8d0170
20209,18.36%, 40.62%, 58.98%, 0.40%,670196
21001,11.60%, 55.72%, 44.12%, 0.17%,8e0070
21003,11.77%, 55.77%, 44.00%, 0.24%,8e0070
21005,28.60%, 35.56%, 64.16%, 0.29%,5a00a3
21007,63.91%, 17.96%, 81.87%, 0.16%,2d00d0
21009,20.97%, 39.37%, 60.34%, 0.29%,640099
21011,23.62%, 38.08%, 61.70%, 0.22%,61009d
21013,12.24%, 43.71%, 55.95%, 0.33%,6f008e
21015,44.52%, 26.62%, 71.14%, 0.15%,4300b5
21017,22.01%, 38.83%, 60.84%, 0.33%,63009b
21019,18.87%, 40.32%, 59.19%, 0.49%,660196
21021,25.99%, 36.80%, 62.79%, 0.41%,5d01a0
21023,15.10%, 41.70%, 56.79%, 1.51%,6a0390
21025,37.88%, 30.96%, 68.85%, 0.19%,4e00af
21027,5.38%, 46.55%, 51.94%, 1.51%,760384
21029,58.26%, 20.63%, 78.89%, 0.48%,3401c9
21031,35.38%, 67.64%, 32.26%, 0.10%,ac0052
21033,11.92%, 43.75%, 55.67%, 0.58%,6f018d
21035,70.83%, 14.51%, 85.34%, 0.15%,2500d9
21037,21.37%, 34.20%, 55.57%, 0.35%,57008d
21039,66.54%, 16.15%, 82.69%, 1.15%,2902d2
21041,54.24%, 22.39%, 76.63%, 0.99%,3902c3
21043,12.41%, 55.98%, 43.57%, 0.45%,8e016f
21045,30.05%, 64.84%, 34.78%, 0.38%,a50058
21047,10.72%, 44.64%, 55.36%,-,71008d
21049,32.29%, 33.73%, 66.02%, 0.26%,5600a8
21051,44.44%, 72.22%, 27.78%,-,b80046
21053,50.77%, 75.39%, 24.61%,-,c0003e
21055,11.77%, 55.79%, 44.02%, 0.18%,8e0070
21057,38.89%, 69.40%, 30.51%, 0.10%,b0004d
21059,34.67%, 30.21%, 64.88%, 0.01%,4d00a5
21061,31.01%, 65.44%, 34.43%, 0.13%,a60057
21063,52.45%, 23.77%, 76.23%,-,3c00c2
21065,5.10%, 52.43%, 47.33%, 0.23%,850078
21067,11.02%, 44.10%, 55.12%, 0.78%,70018c
21069,2.30%, 48.66%, 50.96%, 0.37%,7c0081
21071,40.46%, 29.77%, 70.23%,-,4b00b3
21073,51.01%, 24.34%, 75.35%, 0.31%,3e00c0
21075,65.07%, 17.28%, 82.35%, 0.38%,2c00d1
21077,56.11%, 21.55%, 77.65%, 0.80%,3602c6
21079,0.53%, 49.66%, 50.19%, 0.15%,7e007f
21081,30.64%, 34.35%, 64.99%, 0.66%,5701a5
21083,68.13%, 15.29%, 83.43%, 1.28%,2603d4
21085,4.12%, 51.87%, 47.75%, 0.37%,840079
21087,8.49%, 54.17%, 45.69%, 0.14%,8a0074
21089,8.23%, 45.88%, 54.12%,-,74008a
21091,9.50%, 44.90%, 54.40%, 0.70%,72018a
21093,32.23%, 33.52%, 65.75%, 0.73%,5501a7
21095,19.12%, 40.44%, 59.56%,-,670097
21097,42.64%, 28.56%, 71.20%, 0.24%,4800b5
21099,2.98%, 48.33%, 51.31%, 0.35%,7b0082
21101,56.88%, 20.50%, 77.38%, 2.12%,3405c5
21103,40.06%, 29.93%, 69.99%, 0.08%,4c00b2
21105,73.27%, 13.04%, 86.31%, 0.64%,2101dc
21107,38.79%, 30.43%, 69.22%, 0.35%,4d00b0
21109,78.18%, 89.05%, 10.87%, 0.08%,e3001b
21111,22.97%, 37.26%, 60.23%, 0.30%,5f0099
21113,15.24%, 42.15%, 57.38%, 0.47%,6b0192
21115,16.14%, 57.94%, 41.80%, 0.26%,93006a
21117,37.48%, 25.63%, 63.11%, 0.39%,4100a0
21119,60.26%, 19.87%, 80.13%,-,3200cc
21121,18.00%, 58.97%, 40.97%, 0.06%,960068
21123,33.29%, 33.20%, 66.48%, 0.32%,5400a9
21125,28.33%, 64.08%, 35.76%, 0.16%,a3005b
21127,3.77%, 48.04%, 51.81%, 0.15%,7a0084
21129,11.43%, 55.69%, 44.25%, 0.06%,8e0070
21131,62.87%, 81.39%, 18.52%, 0.09%,cf002f
21133,23.40%, 38.24%, 61.65%, 0.11%,61009d
21135,24.16%, 61.92%, 37.76%, 0.32%,9d0060
21137,5.33%, 47.04%, 52.37%, 0.59%,770185
21139,29.11%, 35.26%, 64.37%, 0.37%,5900a4
21141,45.96%, 26.86%, 72.82%, 0.31%,4400b9
21143,33.30%, 33.19%, 66.49%, 0.32%,5400a9
21145,53.49%, 22.85%, 76.33%, 0.82%,3a02c2
21147,45.42%, 72.57%, 27.16%, 0.27%,b90045
21149,29.85%, 34.49%, 64.35%, 1.16%,5702a4
21151,1.82%, 48.76%, 50.58%, 0.66%,7c0180
21153,0.45%, 50.17%, 49.72%, 0.12%,7f007e
21155,38.07%, 30.45%, 68.52%, 1.03%,4d02ae
21157,50.41%, 24.68%, 75.09%, 0.24%,3e00bf
21159,42.73%, 71.35%, 28.62%, 0.04%,b50048
21161,14.89%, 41.63%, 56.52%, 1.85%,6a0490
21163,44.40%, 26.47%, 70.87%, 0.20%,4300b4
21165,33.45%, 33.16%, 66.61%, 0.24%,5400a9
21167,25.62%, 36.97%, 62.59%, 0.44%,5e019f
21169,0.82%, 50.34%, 49.52%, 0.14%,80007e
21171,26.79%, 63.28%, 36.48%, 0.24%,a1005d
21173,22.15%, 38.65%, 60.79%, 0.56%,62019b
21175,43.85%, 28.01%, 71.86%, 0.13%,4700b7
21177,20.86%, 39.22%, 60.08%, 0.71%,640199
21179,36.51%, 30.09%, 66.59%, 0.36%,4c00a9
21181,28.95%, 35.28%, 64.23%, 0.50%,5901a3
21183,5.84%, 52.77%, 46.92%, 0.31%,860077
21185,45.10%, 27.20%, 72.30%, 0.50%,4501b8
21187,67.18%, 16.26%, 83.44%, 0.30%,2900d4
21189,66.07%, 83.02%, 16.95%, 0.04%,d3002b
21191,13.80%, 42.61%, 56.41%, 0.97%,6c028f
21193,19.00%, 40.45%, 59.45%, 0.10%,670097
21195,16.18%, 41.88%, 58.06%, 0.06%,6a0094
21197,8.51%, 45.43%, 53.94%, 0.64%,730189
21199,23.23%, 61.51%, 38.28%, 0.20%,9c0061
21201,28.44%, 35.50%, 63.93%, 0.57%,5a01a3
21203,42.38%, 71.19%, 28.81%,-,b50049
21205,8.20%, 45.79%, 53.99%, 0.22%,740089
21207,36.87%, 68.21%, 31.34%, 0.46%,ad014f
21209,36.06%, 31.88%, 67.93%, 0.19%,5100ad
21211,39.35%, 30.05%, 69.40%, 0.55%,4c01b0
21213,41.75%, 28.97%, 70.72%, 0.30%,4900b4
21215,43.98%, 27.81%, 71.80%, 0.39%,4600b7
21217,0.11%, 49.87%, 49.76%, 0.36%,7f007e
21219,43.32%, 28.21%, 71.53%, 0.26%,4700b6
21221,31.49%, 34.04%, 65.53%, 0.43%,5601a7
21223,71.25%, 13.91%, 85.16%, 0.92%,2302d9
21225,64.79%, 16.68%, 81.47%, 1.85%,2a04cf
21227,30.09%, 34.74%, 64.83%, 0.43%,5801a5
21229,2.53%, 48.37%, 50.90%, 0.73%,7b0181
21231,6.90%, 53.36%, 46.46%, 0.18%,880076
21233,41.30%, 29.20%, 70.49%, 0.31%,4a00b3
21235,28.68%, 64.27%, 35.59%, 0.13%,a3005a
21237,23.73%, 38.13%, 61.87%,-,61009d
21239,24.55%, 37.65%, 62.20%, 0.14%,60009e
22001,82.16%, 8.92%, 91.08%,-,1600e8
22003,74.40%, 12.80%, 87.20%,-,2000de
22005,74.13%, 12.92%, 87.05%, 0.04%,2000dd
22007,21.89%, 60.94%, 39.06%,-,9b0063
22009,81.40%, 9.30%, 90.70%,-,1700e7
22011,59.78%, 20.11%, 79.89%,-,3300cb
22013,84.79%, 7.59%, 92.38%, 0.04%,1300eb
22015,82.12%, 8.89%, 91.01%, 0.09%,1600e8
22017,75.48%, 12.25%, 87.72%, 0.03%,1f00df
22019,71.45%, 14.19%, 85.63%, 0.18%,2400da
22021,70.73%, 14.63%, 85.37%,-,2500d9
22023,97.05%,-, 98.52%, 1.48%,0003fb
22025,86.58%, 6.71%, 93.29%,-,1100ed
22027,89.16%, 5.39%, 94.54%, 0.07%,0d00f1
22029,90.34%, 4.79%, 95.13%, 0.08%,0c00f2
22031,92.35%, 3.83%, 96.17%,-,0900f5
22033,80.53%, 9.74%, 90.26%,-,1800e6
22035,79.03%, 10.49%, 89.51%,-,1a00e4
22037,82.40%, 8.80%, 91.20%,-,1600e8
22039,82.65%, 8.68%, 91.32%,-,1600e8
22041,85.25%, 7.25%, 92.50%, 0.25%,1200eb
22043,56.66%, 21.67%, 78.33%,-,3700c7
22045,35.54%, 32.23%, 67.77%,-,5200ac
22047,76.26%, 11.87%, 88.13%,-,1e00e0
22049,82.89%, 8.55%, 91.45%,-,1500e9
22051,85.50%, 7.22%, 92.72%, 0.06%,1200ec
22053,61.70%, 19.15%, 80.85%,-,3000ce
22055,87.45%, 6.28%, 93.72%,-,1000ee
22057,14.76%, 42.59%, 57.36%, 0.05%,6c0092
22059,73.04%, 13.48%, 86.52%,-,2200dc
22061,82.89%, 8.53%, 91.43%, 0.04%,1500e9
22063,65.91%, 17.04%, 82.96%,-,2b00d3
22065,87.72%, 6.14%, 93.86%,-,0f00ef
22067,87.13%, 6.40%, 93.53%, 0.07%,1000ee
22069,74.76%, 12.62%, 87.38%,-,2000de
22071,82.65%, 8.67%, 91.32%, 0.01%,1600e8
22073,74.55%, 12.72%, 87.28%,-,2000de
22075,91.84%, 4.08%, 95.92%,-,0a00f4
22077,84.89%, 7.56%, 92.44%,-,1300eb
22079,72.89%, 13.55%, 86.45%,-,2200dc
22081,85.11%, 7.45%, 92.55%,-,1200ec
22083,87.12%, 6.36%, 93.48%, 0.15%,1000ee
22085,70.86%, 14.55%, 85.41%, 0.03%,2500d9
22087,97.82%,-, 98.91%, 1.09%,0002fc
22089,87.99%, 6.00%, 94.00%,-,0f00ef
22091,84.32%, 7.84%, 92.16%,-,1300eb
22093,71.76%, 14.12%, 85.88%,-,2400da
22095,73.85%, 13.07%, 86.93%,-,2100dd
22097,85.49%, 7.25%, 92.75%,-,1200ec
22099,92.70%, 3.65%, 96.35%,-,0900f5
22101,59.90%, 20.05%, 79.95%,-,3300cb
22103,70.82%, 14.59%, 85.41%,-,2500d9
22105,54.17%, 22.90%, 77.07%, 0.03%,3a00c4
22107,94.49%, 2.75%, 97.25%,-,0700f7
22109,56.53%, 21.74%, 78.26%,-,3700c7
22111,73.46%, 13.27%, 86.73%,-,2100dd
22113,78.35%, 10.66%, 89.02%, 0.32%,1b00e3
22115,50.56%, 24.65%, 75.21%, 0.13%,3e00bf
22117,88.37%, 5.82%, 94.18%,-,0e00f0
22119,80.42%, 9.69%, 90.12%, 0.19%,1800e5
22121,83.03%, 8.43%, 91.46%, 0.11%,1500e9
22123,72.25%, 13.88%, 86.12%,-,2300db
22125,76.25%, 11.88%, 88.13%,-,1e00e0
22127,80.81%, 9.60%, 90.40%,-,1800e6
23001,22.48%, 38.14%, 60.62%, 1.24%,61039a
23003,30.81%, 64.69%, 33.88%, 1.43%,a40356
23005,13.19%, 55.56%, 42.37%, 2.06%,8d056c
23007,26.46%, 62.53%, 36.06%, 1.41%,9f035b
23009,45.95%, 72.06%, 26.10%, 1.84%,b70442
23011,13.73%, 55.34%, 41.61%, 0.44%,8d016a
23013,23.68%, 60.36%, 36.69%, 0.63%,99015d
23015,47.04%, 72.62%, 25.58%, 1.80%,b90441
23017,19.15%, 57.13%, 37.98%, 0.87%,910260
23019,29.79%, 60.82%, 31.03%, 0.77%,9b014f
23021,13.79%, 55.61%, 41.82%, 0.49%,8d016a
23023,6.09%, 51.99%, 45.90%, 2.10%,840575
23025,17.14%, 56.91%, 39.77%, 0.81%,910265
23027,32.20%, 64.97%, 32.77%, 2.26%,a50553
23029,10.61%, 44.06%, 54.67%, 1.26%,70038b
23031,0.51%, 48.09%, 48.60%, 0.45%,7a017b
24001,27.34%, 35.87%, 63.20%, 0.93%,5b02a1
24003,14.65%, 42.32%, 56.97%, 0.71%,6b0191
24005,19.91%, 39.71%, 59.62%, 0.66%,650198
24009,5.28%, 52.32%, 47.05%, 0.63%,850177
24011,15.60%, 42.07%, 57.67%, 0.26%,6b0093
24013,6.36%, 52.90%, 46.54%, 0.56%,860176
24015,15.11%, 42.15%, 57.26%, 0.59%,6b0192
24017,0.49%, 49.64%, 49.15%, 1.21%,7e037d
24019,17.24%, 41.32%, 58.56%, 0.12%,690095
24021,6.02%, 46.83%, 52.85%, 0.32%,770086
24023,10.92%, 55.03%, 44.11%, 0.87%,8c0270
24025,7.27%, 46.20%, 53.46%, 0.34%,750088
24027,21.98%, 38.65%, 60.63%, 0.72%,62019a
24029,7.05%, 46.18%, 53.22%, 0.60%,750187
24031,13.23%, 43.06%, 56.29%, 0.65%,6d018f
24033,29.96%, 34.80%, 64.76%, 0.43%,5801a5
24035,29.11%, 35.36%, 64.47%, 0.16%,5a00a4
24037,10.36%, 43.63%, 54.00%, 2.37%,6f0689
24039,7.30%, 53.25%, 45.95%, 0.80%,870275
24041,2.58%, 48.58%, 51.16%, 0.26%,7b0082
24043,13.88%, 42.96%, 56.84%, 0.20%,6d0090
24045,22.90%, 38.15%, 61.05%, 0.80%,61029b
24047,6.88%, 46.37%, 53.25%, 0.37%,760087
24510,36.42%, 31.48%, 67.89%, 0.63%,5001ad
25001,39.95%, 68.77%, 28.82%, 2.41%,af0649
25003,12.10%, 42.20%, 54.30%, 0.57%,6b018a
25005,22.00%, 35.25%, 57.25%, 0.58%,590191
25007,27.69%, 63.29%, 35.60%, 1.11%,a1025a
25009,3.93%, 43.64%, 47.57%, 0.64%,6f0179
25011,18.68%, 57.99%, 39.31%, 0.53%,930164
25013,20.60%, 36.59%, 57.19%, 0.57%,5d0191
25015,4.53%, 45.34%, 49.87%, 1.14%,73027f
25017,2.43%, 47.60%, 45.17%, 0.46%,790173
25019,27.27%, 62.76%, 35.49%, 1.75%,a0045a
25021,16.64%, 55.44%, 38.80%, 0.57%,8d0162
25023,14.71%, 53.76%, 39.05%, 0.65%,890163
25025,36.37%, 27.55%, 63.92%, 0.59%,4601a2
25027,13.67%, 40.48%, 54.15%, 0.53%,67018a
26001,14.81%, 52.95%, 38.13%, 0.12%,870061
26003,36.42%, 30.67%, 67.09%, 2.23%,4e05ab
26005,20.64%, 57.41%, 36.77%, 0.35%,92005d
26007,4.31%, 49.97%, 45.66%, 0.37%,7f0074
26009,7.79%, 51.89%, 44.10%, 0.39%,840070
26011,7.40%, 43.50%, 50.90%, 0.52%,6e0181
26013,4.22%, 46.94%, 51.16%, 1.89%,770482
26015,11.56%, 53.48%, 41.92%, 0.53%,88016a
26017,20.33%, 35.08%, 55.41%, 0.30%,59008d
26019,1.53%, 47.62%, 46.09%, 0.74%,790175
26021,14.82%, 41.27%, 56.09%, 0.29%,69008f
26023,0.91%, 48.60%, 47.69%, 0.34%,7b0079
26025,15.39%, 40.57%, 55.96%, 0.58%,67018e
26027,5.69%, 43.74%, 49.43%, 0.22%,6f007e
26029,2.53%, 49.18%, 46.64%, 1.24%,7d0376
26031,7.19%, 43.00%, 50.19%, 0.50%,6d017f
26033,3.44%, 47.13%, 50.58%, 2.29%,780580
26035,13.08%, 53.37%, 40.29%, 0.49%,880166
26037,6.30%, 50.04%, 43.73%, 0.43%,7f016f
26039,19.83%, 38.85%, 58.67%, 2.48%,630695
26041,32.10%, 32.83%, 64.93%, 2.25%,5305a5
26043,26.20%, 35.28%, 61.48%, 0.69%,59019c
26045,0.93%, 47.39%, 48.32%, 0.57%,78017b
26047,2.80%, 44.58%, 47.39%, 0.40%,710178
26049,38.95%, 28.54%, 67.48%, 0.49%,4801ac
26051,3.35%, 49.21%, 45.86%, 0.21%,7d0074
26053,28.75%, 35.07%, 63.82%, 1.11%,5902a2
26055,1.89%, 46.07%, 47.96%, 0.30%,75007a
26057,1.19%, 47.11%, 48.30%, 0.77%,78017b
26059,13.92%, 55.03%, 41.11%, 0.34%,8c0068
26061,10.83%, 44.07%, 54.90%, 1.03%,70028b
26063,11.52%, 46.76%, 35.24%, 0.46%,770159
26065,15.84%, 40.23%, 56.06%, 0.44%,66018e
26067,4.42%, 43.88%, 48.30%, 0.28%,6f007b
26069,6.36%, 50.88%, 44.52%, 0.49%,810171
26071,15.14%, 41.99%, 57.13%, 0.88%,6b0291
26073,2.08%, 46.79%, 44.71%, 0.47%,770172
26075,8.05%, 44.81%, 52.86%, 2.32%,720586
26077,0.12%, 47.68%, 47.81%, 0.78%,790179
26079,5.19%, 45.72%, 50.91%, 0.96%,740281
26081,9.60%, 42.94%, 52.55%, 0.72%,6d0186
26083,0.46%, 49.68%, 49.21%, 1.11%,7e027d
26085,9.87%, 43.76%, 53.63%, 0.56%,6f0188
26087,12.95%, 54.26%, 41.31%, 0.46%,8a0169
26089,4.41%, 49.69%, 45.29%, 0.38%,7e0073
26091,17.98%, 56.70%, 38.72%, 0.42%,900162
26093,10.46%, 53.51%, 43.05%, 0.19%,88006d
26095,3.90%, 47.67%, 51.57%, 0.76%,790183
26097,6.95%, 45.65%, 52.60%, 1.75%,740486
26099,28.02%, 32.02%, 60.05%, 0.53%,510199
26101,12.37%, 42.02%, 54.40%, 0.51%,6b018a
26103,22.11%, 38.33%, 60.44%, 1.22%,61039a
26105,16.78%, 39.37%, 56.14%, 0.60%,64018f
26107,8.75%, 50.09%, 41.33%, 0.44%,7f0169
26109,27.41%, 33.72%, 61.13%, 0.57%,55019b
26111,0.98%, 48.12%, 47.14%, 0.54%,7a0178
26113,10.91%, 54.69%, 43.79%, 1.52%,8b036f
26115,12.90%, 39.14%, 52.03%, 0.29%,630084
26117,0.74%, 46.05%, 45.31%, 0.85%,750273
26119,9.23%, 44.05%, 53.28%, 0.61%,700187
26121,29.06%, 34.52%, 63.58%, 1.90%,5804a2
26123,8.40%, 51.41%, 43.01%, 0.71%,83016d
26125,13.86%, 40.64%, 54.50%, 0.62%,67018a
26127,4.08%, 45.44%, 49.51%, 0.55%,73017e
26129,3.97%, 45.24%, 49.21%, 0.58%,73017d
26131,19.25%, 38.86%, 58.12%, 0.97%,630294
26133,20.20%, 56.29%, 36.09%, 0.42%,8f015c
26135,3.77%, 47.70%, 51.46%, 0.84%,790283
26137,7.27%, 45.03%, 52.31%, 0.37%,720085
26139,7.09%, 51.35%, 44.26%, 0.48%,820170
26141,27.88%, 35.20%, 63.08%, 1.72%,5904a0
26143,3.21%, 49.64%, 46.44%, 0.89%,7e0276
26145,17.06%, 37.50%, 54.56%, 0.56%,5f018b
26147,0.35%, 45.93%, 45.58%, 0.28%,750074
26149,8.05%, 51.85%, 43.80%, 0.30%,84006f
26151,33.44%, 63.20%, 29.77%, 0.24%,a1004b
26153,23.24%, 36.81%, 60.05%, 0.64%,5d0199
26155,4.68%, 43.36%, 48.03%, 0.89%,6e027a
26157,22.15%, 56.07%, 33.91%, 0.24%,8e0056
26159,14.35%, 54.70%, 40.35%, 0.58%,8b0166
26161,4.73%, 50.78%, 46.05%, 0.70%,810175
26163,34.07%, 30.46%, 64.53%, 1.02%,4d02a4
26165,8.69%, 44.35%, 53.05%, 0.51%,710187
27001,20.27%, 37.30%, 57.57%, 1.66%,5f0492
27003,24.21%, 32.70%, 56.91%, 0.43%,530191
27005,40.04%, 28.34%, 68.38%, 0.64%,4801ae
27007,48.29%, 24.36%, 72.65%, 2.99%,3e07b9
27009,22.85%, 30.67%, 53.52%, 0.24%,4e0088
27011,38.31%, 27.91%, 66.22%, 0.35%,4700a8
27013,18.32%, 37.58%, 55.89%, 0.29%,5f008e
27015,38.55%, 26.09%, 64.64%, 0.51%,4201a4
27017,52.47%, 22.82%, 75.29%, 1.89%,3a04bf
27019,3.85%, 42.44%, 38.59%, 0.23%,6c0062
27021,24.63%, 35.91%, 60.54%, 0.42%,5b019a
27023,27.50%, 33.89%, 61.40%, 0.63%,56019c
27025,14.77%, 40.49%, 55.26%, 0.48%,67018c
27027,35.36%, 29.93%, 65.29%, 0.45%,4c01a6
27029,53.29%, 22.05%, 75.34%, 0.45%,3801c0
27031,33.72%, 32.14%, 65.86%, 1.99%,5105a7
27033,21.44%, 37.88%, 59.32%, 0.21%,600097
27035,27.64%, 33.83%, 61.47%, 0.66%,56019c
27037,31.48%, 26.26%, 57.73%, 0.38%,420093
27039,13.12%, 41.61%, 54.73%, 0.23%,6a008b
27041,20.44%, 36.41%, 56.84%, 0.31%,5c0090
27043,18.58%, 38.32%, 56.90%, 0.20%,610091
27045,2.79%, 48.58%, 45.79%, 0.26%,7b0074
27047,22.15%, 37.81%, 59.96%, 2.23%,600598
27049,17.93%, 39.57%, 57.50%, 0.40%,640192
27051,19.44%, 38.43%, 57.87%, 0.74%,610193
27053,25.70%, 33.08%, 58.78%, 0.62%,540195
27055,7.46%, 44.28%, 51.74%, 0.36%,700083
27057,17.09%, 39.83%, 56.92%, 0.64%,650191
27059,39.14%, 28.05%, 67.19%, 0.84%,4702ab
27061,41.36%, 28.04%, 69.40%, 2.57%,4706b0
27063,48.80%, 23.29%, 72.09%, 0.29%,3b00b7
27065,30.06%, 33.02%, 63.09%, 0.64%,5401a0
27067,43.00%, 26.25%, 69.25%, 0.81%,4202b0
27069,47.95%, 25.30%, 73.25%, 1.45%,4003ba
27071,57.56%, 20.21%, 77.77%, 2.03%,3305c6
27073,19.63%, 34.46%, 54.09%, 0.13%,570089
27075,61.95%, 18.20%, 80.15%, 1.65%,2e04cc
27077,57.55%, 18.76%, 76.32%, 1.36%,2f03c2
27079,25.13%, 32.14%, 57.27%, 0.21%,510092
27081,33.76%, 27.66%, 61.42%, 0.58%,46019c
27083,31.01%, 30.28%, 61.29%, 0.18%,4d009c
27085,18.71%, 36.50%, 55.21%, 0.41%,5d018c
27087,58.88%, 18.00%, 76.88%, 0.57%,2d01c4
27089,42.29%, 27.79%, 70.08%, 2.13%,4605b2
27091,34.63%, 31.45%, 66.08%, 0.28%,5000a8
27093,23.38%, 32.87%, 56.25%, 0.32%,53008f
27095,26.95%, 33.62%, 60.56%, 0.47%,55019a
27097,34.83%, 27.23%, 62.06%, 0.32%,45009e
27099,25.84%, 35.17%, 61.01%, 0.36%,59009b
27101,39.71%, 27.34%, 67.05%, 0.20%,4500aa
27103,25.36%, 33.70%, 59.06%, 0.27%,550096
27105,28.72%, 32.22%, 60.94%, 0.26%,52009b
27107,40.13%, 28.54%, 68.67%, 2.80%,4807af
27109,24.41%, 35.63%, 60.04%, 0.42%,5a0199
27111,1.42%, 49.14%, 47.72%, 0.72%,7d0179
27113,48.07%, 24.40%, 72.47%, 3.12%,3e07b8
27115,38.72%, 28.39%, 67.11%, 0.93%,4802ab
27117,22.15%, 36.38%, 58.53%, 0.25%,5c0095
27119,49.14%, 24.30%, 73.44%, 2.26%,3d05bb
27121,25.39%, 35.65%, 61.05%, 0.27%,5a009b
27123,42.63%, 23.37%, 66.00%, 0.53%,3b01a8
27125,59.18%, 18.36%, 77.53%, 0.75%,2e01c5
27127,18.71%, 36.63%, 55.34%, 0.33%,5d008d
27129,24.28%, 32.25%, 56.53%, 0.41%,520190
27131,8.44%, 39.65%, 48.09%, 0.31%,65007a
27133,23.94%, 36.21%, 60.15%, 0.27%,5c0099
27135,46.24%, 25.18%, 71.42%, 1.04%,4002b6
27137,50.30%, 23.88%, 74.18%, 1.94%,3c04bd
27139,35.57%, 23.30%, 58.87%, 0.26%,3b0096
27141,6.90%, 43.43%, 50.33%, 0.27%,6e0080
27143,29.04%, 32.43%, 61.47%, 0.34%,52009c
27145,33.21%, 23.30%, 56.51%, 0.32%,3b0090
27147,13.47%, 41.01%, 54.49%, 0.10%,68008a
27149,23.27%, 36.15%, 59.42%, 0.20%,5c0097
27151,35.60%, 27.03%, 62.63%, 0.15%,44009f
27153,18.47%, 37.79%, 56.26%, 0.20%,60008f
27155,48.85%, 24.20%, 73.06%, 0.13%,3d00ba
27157,18.96%, 34.60%, 53.55%, 0.25%,580088
27159,15.21%, 40.83%, 56.03%, 0.62%,68018e
27161,16.35%, 39.10%, 55.45%, 0.25%,63008d
27163,24.81%, 32.99%, 57.80%, 0.42%,540193
27165,30.11%, 33.44%, 63.55%, 0.24%,5500a2
27167,29.20%, 32.45%, 61.66%, 0.30%,52009d
27169,25.18%, 34.42%, 59.60%, 0.51%,570197
27171,11.24%, 36.01%, 47.25%, 0.52%,5b0178
27173,28.33%, 30.38%, 58.71%, 0.18%,4d0095
28001,86.45%, 6.67%, 93.12%, 0.22%,1100ed
28003,95.36%, 2.16%, 97.52%, 0.33%,0500f8
28005,91.49%, 3.75%, 95.24%, 1.01%,0902f2
28007,95.89%,-, 97.79%, 2.21%,0005f9
28009,98.84%,-, 99.42%, 0.58%,0001fd
28011,91.57%, 4.21%, 95.79%,-,0a00f4
28013,95.27%, 2.31%, 97.58%, 0.12%,0500f8
28015,96.29%,-, 98.10%, 1.90%,0004fa
28017,97.66%,-, 98.80%, 1.20%,0003fb
28019,93.87%, 2.96%, 96.83%, 0.22%,0700f6
