id,margin,dewey,roosevelt,other,hex_color
28063,93.68%, 3.16%, 96.84%,-,0800f6
28065,87.95%, 6.03%, 93.97%,-,0f00ef
28067,86.83%, 6.58%, 93.42%,-,1000ee
28069,94.65%, 2.68%, 97.32%,-,0600f8
28071,92.21%, 3.89%, 96.11%,-,0900f5
28073,83.94%, 8.03%, 91.97%,-,1400ea
28075,88.18%, 5.91%, 94.09%,-,0f00ef
28077,94.30%, 2.85%, 97.15%,-,0700f7
28079,98.30%,-, 99.15%, 0.85%,0002fc
28081,87.70%, 6.15%, 93.85%,-,0f00ef
28083,84.61%, 7.70%, 92.30%,-,1300eb
28085,91.92%, 4.04%, 95.96%,-,0a00f4
28087,72.05%, 13.98%, 86.02%,-,2300db
28089,89.73%, 5.14%, 94.86%,-,0d00f1
28091,95.67%, 2.16%, 97.84%,-,0500f9
28093,91.62%, 4.19%, 95.81%,-,0a00f4
28095,90.25%, 4.87%, 95.13%,-,0c00f2
28097,89.76%, 5.12%, 94.88%,-,0d00f1
28099,91.70%, 4.15%, 95.85%,-,0a00f4
28101,95.65%, 2.18%, 97.82%,-,0500f9
28103,81.22%, 9.39%, 90.61%,-,1700e7
28105,89.31%, 5.34%, 94.66%,-,0d00f1
28107,91.09%, 4.45%, 95.55%,-,0b00f3
28109,92.42%, 3.79%, 96.21%,-,0900f5
28111,89.52%, 5.24%, 94.76%,-,0d00f1
28113,84.60%, 7.70%, 92.30%,-,1300eb
28115,90.35%, 4.83%, 95.17%,-,0c00f2
28117,80.84%, 9.58%, 90.42%,-,1800e6
28119,89.87%, 5.06%, 94.94%,-,0c00f2
28121,92.07%, 3.96%, 96.04%,-,0a00f4
28123,94.61%, 2.70%, 97.30%,-,0600f8
28125,93.35%, 3.32%, 96.68%,-,0800f6
28127,93.88%, 3.06%, 96.94%,-,0700f7
28129,87.41%, 6.30%, 93.70%,-,1000ee
28131,91.67%, 4.17%, 95.83%,-,0a00f4
28133,89.51%, 5.25%, 94.75%,-,0d00f1
28135,96.72%,-, 98.36%, 1.64%,0004fa
28137,96.09%,-, 98.05%, 1.95%,0004fa
28139,90.54%, 4.73%, 95.27%,-,0c00f2
28141,65.34%, 17.33%, 82.67%,-,2c00d2
28143,90.74%, 4.63%, 95.37%,-,0b00f3
28145,84.24%, 7.88%, 92.12%,-,1400ea
28147,89.52%, 5.24%, 94.76%,-,0d00f1
28149,82.66%, 8.67%, 91.33%,-,1600e8
28151,63.18%, 18.41%, 81.59%,-,2e00d0
28153,95.05%, 2.47%, 97.53%,-,0600f8
28155,84.43%, 7.79%, 92.21%,-,1300eb
28157,83.03%, 8.48%, 91.52%,-,1500e9
28159,94.55%, 2.72%, 97.28%,-,0600f8
28161,88.45%, 5.78%, 94.22%,-,0e00f0
28163,93.44%, 3.28%, 96.72%,-,0800f6
29001,15.26%, 57.48%, 42.22%, 0.30%,92006b
29003,24.69%, 62.29%, 37.60%, 0.12%,9e005f
29005,11.73%, 55.83%, 44.09%, 0.08%,8e0070
29007,30.35%, 34.76%, 65.11%, 0.13%,5800a6
29009,17.94%, 58.85%, 40.91%, 0.23%,960068
29011,11.01%, 55.32%, 44.31%, 0.38%,8d0070
29013,11.11%, 55.46%, 44.35%, 0.19%,8d0071
29015,49.59%, 74.73%, 25.14%, 0.14%,be0040
29017,21.50%, 60.72%, 39.22%, 0.06%,9a0064
29019,39.55%, 30.12%, 69.67%, 0.22%,4c00b1
29021,14.13%, 42.91%, 57.04%, 0.06%,6d0091
29023,20.29%, 59.99%, 39.70%, 0.30%,980065
29025,25.64%, 62.75%, 37.10%, 0.15%,a0005e
29027,29.29%, 35.22%, 64.51%, 0.27%,5900a4
29029,37.48%, 68.66%, 31.18%, 0.16%,af004f
29031,9.83%, 54.88%, 45.05%, 0.07%,8b0072
29033,21.87%, 60.82%, 38.94%, 0.24%,9b0063
29035,7.73%, 45.87%, 53.60%, 0.53%,740188
29037,3.76%, 51.84%, 48.08%, 0.08%,84007a
29039,41.47%, 70.69%, 29.22%, 0.10%,b4004a
29041,1.65%, 49.12%, 50.78%, 0.10%,7d0081
29043,57.12%, 78.47%, 21.36%, 0.17%,c80036
29045,11.34%, 55.61%, 44.27%, 0.12%,8d0070
29047,12.68%, 43.53%, 56.21%, 0.26%,6f008f
29049,2.79%, 48.57%, 51.35%, 0.08%,7b0082
29051,1.55%, 50.76%, 49.21%, 0.03%,81007d
29053,13.82%, 56.79%, 42.98%, 0.23%,90006d
29055,17.10%, 58.45%, 41.36%, 0.19%,950069
29057,38.74%, 69.29%, 30.55%, 0.17%,b0004d
29059,50.35%, 75.06%, 24.71%, 0.23%,bf003f
29061,16.70%, 58.31%, 41.61%, 0.08%,94006a
29063,15.07%, 57.47%, 42.40%, 0.13%,92006c
29065,4.71%, 47.58%, 52.29%, 0.14%,790085
29067,65.22%, 82.45%, 17.23%, 0.32%,d2002b
29069,32.65%, 33.57%, 66.22%, 0.21%,5500a8
29071,21.97%, 60.84%, 38.88%, 0.28%,9b0063
29073,66.74%, 83.27%, 16.53%, 0.20%,d4002a
29075,0.87%, 49.50%, 50.37%, 0.13%,7e0080
29077,10.91%, 55.37%, 44.46%, 0.17%,8d0071
29079,16.20%, 58.02%, 41.82%, 0.17%,93006a
29081,24.51%, 62.18%, 37.67%, 0.16%,9e0060
29083,9.60%, 54.69%, 45.09%, 0.23%,8b0072
29085,58.92%, 79.41%, 20.48%, 0.11%,ca0034
29087,27.64%, 63.73%, 36.09%, 0.18%,a2005c
29089,33.91%, 32.97%, 66.88%, 0.15%,5400aa
29091,26.04%, 62.93%, 36.90%, 0.17%,a0005e
29093,14.43%, 42.79%, 57.21%,-,6d0091
29095,8.78%, 45.51%, 54.29%, 0.20%,74008a
29097,13.75%, 56.77%, 43.02%, 0.21%,90006d
29099,8.10%, 45.83%, 53.94%, 0.23%,740089
29101,14.74%, 57.32%, 42.58%, 0.10%,92006c
29103,2.84%, 51.32%, 48.48%, 0.20%,82007b
29105,21.58%, 60.75%, 39.17%, 0.08%,9a0063
29107,17.31%, 58.63%, 41.32%, 0.05%,950069
29109,27.77%, 63.76%, 35.99%, 0.25%,a2005b
29111,18.33%, 40.72%, 59.05%, 0.23%,670096
29113,12.88%, 43.45%, 56.33%, 0.22%,6e008f
29115,2.94%, 48.48%, 51.43%, 0.09%,7b0083
29117,9.41%, 54.55%, 45.15%, 0.30%,8b0073
29119,16.46%, 58.12%, 41.66%, 0.21%,94006a
29121,0.25%, 50.06%, 49.81%, 0.14%,7f007f
29123,1.65%, 50.74%, 49.09%, 0.18%,81007d
29125,9.06%, 45.13%, 54.19%, 0.68%,73018a
29127,30.53%, 34.68%, 65.21%, 0.11%,5800a6
29129,36.92%, 68.40%, 31.48%, 0.12%,ae0050
29131,23.59%, 61.69%, 38.10%, 0.21%,9d0061
29133,36.37%, 31.59%, 67.97%, 0.44%,5001ad
29135,16.32%, 58.04%, 41.72%, 0.23%,94006a
29137,63.90%, 17.98%, 81.89%, 0.13%,2d00d0
29139,12.49%, 56.20%, 43.71%, 0.10%,8f006f
29141,25.02%, 62.40%, 37.38%, 0.22%,9f005f
29143,29.94%, 34.96%, 64.89%, 0.15%,5900a5
29145,15.13%, 57.47%, 42.34%, 0.19%,92006b
29147,3.21%, 51.57%, 48.36%, 0.06%,83007b
29149,26.91%, 36.46%, 63.38%, 0.16%,5c00a1
29151,21.49%, 60.68%, 39.19%, 0.13%,9a0063
29153,62.28%, 81.10%, 18.81%, 0.09%,ce002f
29155,25.97%, 36.93%, 62.90%, 0.17%,5e00a0
29157,35.22%, 67.57%, 32.35%, 0.08%,ac0052
29159,3.49%, 51.67%, 48.18%, 0.15%,83007a
29161,14.44%, 42.69%, 57.14%, 0.17%,6c0091
29163,16.28%, 41.72%, 58.01%, 0.27%,6a0093
29165,22.93%, 38.47%, 61.40%, 0.13%,62009c
29167,33.13%, 66.45%, 33.32%, 0.24%,a90054
29169,13.02%, 43.43%, 56.44%, 0.13%,6e008f
29171,45.27%, 72.55%, 27.28%, 0.16%,b90045
29173,41.23%, 29.35%, 70.57%, 0.08%,4a00b3
29175,45.13%, 27.35%, 72.48%, 0.16%,4500b8
29177,18.71%, 40.57%, 59.28%, 0.16%,670097
29179,32.69%, 33.57%, 66.25%, 0.18%,5500a8
29181,2.17%, 48.72%, 50.89%, 0.40%,7c0181
29183,18.13%, 58.92%, 40.78%, 0.30%,960067
29185,21.86%, 60.87%, 39.02%, 0.11%,9b0063
29186,8.20%, 54.03%, 45.83%, 0.15%,890074
29187,4.08%, 52.00%, 47.92%, 0.08%,84007a
29189,5.19%, 52.45%, 47.26%, 0.29%,850078
29195,5.43%, 47.22%, 52.65%, 0.13%,780086
29197,6.22%, 46.75%, 52.97%, 0.28%,770087
29199,2.37%, 48.74%, 51.11%, 0.14%,7c0082
29201,28.09%, 35.77%, 63.86%, 0.37%,5b00a2
29203,30.58%, 34.54%, 65.12%, 0.34%,5800a6
29205,27.86%, 35.90%, 63.76%, 0.33%,5b00a2
29207,8.15%, 45.81%, 53.96%, 0.23%,740089
29209,61.37%, 80.67%, 19.30%, 0.03%,cd0031
29211,4.08%, 52.00%, 47.93%, 0.07%,84007a
29213,45.38%, 72.56%, 27.18%, 0.26%,b90045
29215,1.20%, 49.33%, 50.53%, 0.14%,7d0080
29217,2.84%, 51.39%, 48.55%, 0.06%,83007b
29219,57.24%, 78.42%, 21.19%, 0.39%,c70036
29221,16.79%, 58.30%, 41.52%, 0.18%,940069
29223,0.05%, 49.92%, 49.87%, 0.21%,7f007f
29225,21.13%, 60.46%, 39.33%, 0.21%,9a0064
29227,0.24%, 50.12%, 49.88%,-,7f007f
29229,35.14%, 67.51%, 32.37%, 0.12%,ac0052
29510,20.67%, 39.54%, 60.22%, 0.24%,640099
30001,10.35%, 54.94%, 44.60%, 0.46%,8c0171
30003,3.90%, 51.73%, 47.83%, 0.45%,830179
30005,19.32%, 39.94%, 59.26%, 0.81%,650297
30007,15.27%, 57.45%, 42.18%, 0.38%,92006b
30009,1.25%, 50.26%, 49.01%, 0.73%,80017c
30011,9.21%, 45.35%, 54.56%, 0.09%,73008b
30013,26.11%, 36.54%, 62.65%, 0.81%,5d029f
30015,21.76%, 38.69%, 60.45%, 0.86%,62029a
30017,5.34%, 46.96%, 52.30%, 0.74%,770185
30019,9.50%, 44.85%, 54.35%, 0.79%,72028a
30021,6.39%, 52.92%, 46.53%, 0.55%,860176
30023,33.11%, 33.19%, 66.31%, 0.50%,5401a9
30025,27.43%, 63.46%, 36.03%, 0.51%,a1015b
30027,17.24%, 41.11%, 58.35%, 0.53%,680194
30029,5.88%, 52.22%, 46.34%, 1.44%,850376
30031,5.41%, 47.04%, 52.46%, 0.50%,770185
30033,7.26%, 53.53%, 46.27%, 0.19%,880075
30035,27.05%, 36.34%, 63.39%, 0.27%,5c00a1
30037,19.49%, 59.67%, 40.18%, 0.15%,980066
30039,9.94%, 54.50%, 44.57%, 0.93%,8a0271
30041,28.70%, 35.25%, 63.95%, 0.79%,5902a3
30043,0.37%, 49.72%, 50.09%, 0.19%,7e007f
30045,20.49%, 39.55%, 60.05%, 0.40%,640199
30047,12.69%, 55.80%, 43.11%, 1.08%,8e026d
30049,2.75%, 48.41%, 51.17%, 0.42%,7b0182
30051,5.58%, 46.67%, 52.26%, 1.07%,770285
30053,12.98%, 42.84%, 55.81%, 1.35%,6d038e
30055,17.95%, 39.85%, 57.80%, 0.30%,650093
30057,11.07%, 55.25%, 44.19%, 0.56%,8c0170
30059,2.72%, 51.26%, 48.54%, 0.20%,82007b
30061,2.65%, 47.98%, 50.63%, 1.39%,7a0381
30063,1.70%, 48.70%, 50.40%, 0.90%,7c0280
30065,14.23%, 42.27%, 56.51%, 1.22%,6b0390
30067,3.23%, 51.23%, 48.00%, 0.77%,82017a
30069,5.82%, 52.60%, 46.78%, 0.62%,860177
30071,13.61%, 42.82%, 56.43%, 0.75%,6d018f
30073,23.63%, 37.70%, 61.33%, 0.97%,60029c
30075,15.30%, 57.17%, 41.86%, 0.97%,91026a
30077,16.14%, 41.59%, 57.73%, 0.68%,6a0193
30079,12.10%, 55.68%, 43.58%, 0.74%,8d016f
30081,9.65%, 54.33%, 44.68%, 1.00%,8a0271
30083,13.60%, 42.61%, 56.22%, 1.17%,6c028f
30085,17.90%, 40.44%, 58.33%, 1.23%,670394
30087,1.74%, 50.15%, 48.41%, 1.43%,7f037b
30089,5.00%, 46.97%, 51.98%, 1.05%,770284
30091,36.19%, 31.04%, 67.23%, 1.73%,4f04ab
30093,26.70%, 36.17%, 62.87%, 0.96%,5c02a0
30095,12.46%, 56.07%, 43.60%, 0.33%,8e006f
30097,25.28%, 62.29%, 37.01%, 0.69%,9e015e
30099,16.69%, 41.29%, 57.98%, 0.73%,690193
30101,16.19%, 41.72%, 57.91%, 0.37%,6a0093
30103,0.87%, 50.09%, 49.21%, 0.70%,7f017d
30105,23.87%, 37.44%, 61.31%, 1.26%,5f039c
30107,2.24%, 50.59%, 48.35%, 1.06%,81027b
30109,0.81%, 50.29%, 49.48%, 0.23%,80007e
30111,3.34%, 51.44%, 48.09%, 0.47%,83017a
31001,21.68%, 60.84%, 39.16%,-,9b0063
31003,41.23%, 70.61%, 29.39%,-,b4004a
31005,27.32%, 63.66%, 36.34%,-,a2005c
31007,42.11%, 71.05%, 28.95%,-,b50049
31009,19.22%, 59.61%, 40.39%,-,980066
31011,26.49%, 63.25%, 36.75%,-,a1005d
31013,26.60%, 63.30%, 36.70%,-,a1005d
31015,23.86%, 61.93%, 38.07%,-,9d0061
31017,35.05%, 67.52%, 32.48%,-,ac0052
31019,22.38%, 61.19%, 38.81%,-,9c0062
31021,19.19%, 59.60%, 40.40%,-,970067
31023,7.92%, 46.04%, 53.96%,-,750089
31025,18.68%, 59.34%, 40.66%,-,970067
31027,32.58%, 66.29%, 33.71%,-,a90055
31029,38.05%, 69.02%, 30.98%,-,b0004e
31031,25.59%, 62.80%, 37.20%,-,a0005e
31033,20.47%, 60.24%, 39.76%,-,990065
31035,37.61%, 68.81%, 31.19%,-,af004f
31037,3.03%, 51.51%, 48.49%,-,83007b
31039,48.20%, 74.10%, 25.90%,-,bc0042
31041,23.22%, 61.61%, 38.39%,-,9d0061
31043,7.75%, 46.13%, 53.87%,-,750089
31045,31.00%, 65.50%, 34.50%,-,a70057
31047,37.70%, 68.85%, 31.15%,-,af004f
31049,46.96%, 73.48%, 26.52%,-,bb0043
31051,23.90%, 61.95%, 38.05%,-,9d0061
31053,22.79%, 61.39%, 38.61%,-,9c0062
31055,8.80%, 45.60%, 54.40%,-,74008a
31057,36.58%, 68.29%, 31.71%,-,ae0050
31059,30.56%, 65.28%, 34.72%,-,a60058
31061,36.54%, 68.27%, 31.73%,-,ae0050
31063,41.98%, 70.99%, 29.01%,-,b50049
31065,36.70%, 68.35%, 31.65%,-,ae0050
31067,26.87%, 63.43%, 36.57%,-,a1005d
31069,39.52%, 69.76%, 30.24%,-,b1004d
31071,37.42%, 68.71%, 31.29%,-,af004f
31073,31.78%, 65.89%, 34.11%,-,a80056
31075,31.06%, 65.53%, 34.47%,-,a70057
31077,0.92%, 49.54%, 50.46%,-,7e0080
31079,23.21%, 61.61%, 38.39%,-,9d0061
31081,39.37%, 69.68%, 30.32%,-,b1004d
31083,32.87%, 66.43%, 33.57%,-,a90055
31085,33.79%, 66.89%, 33.11%,-,aa0054
31087,27.91%, 63.95%, 36.05%,-,a3005b
31089,24.15%, 62.07%, 37.93%,-,9e0060
31091,52.42%, 76.21%, 23.79%,-,c2003c
31093,13.51%, 43.25%, 56.75%,-,6e0090
31095,32.12%, 66.06%, 33.94%,-,a80056
31097,44.44%, 72.22%, 27.78%,-,b80046
31099,16.89%, 58.45%, 41.55%,-,950069
31101,20.51%, 60.26%, 39.74%,-,990065
31103,40.09%, 70.04%, 29.96%,-,b2004c
31105,33.98%, 66.99%, 33.01%,-,aa0054
31107,20.40%, 60.20%, 39.80%,-,990065
31109,16.02%, 58.01%, 41.99%,-,93006b
31111,15.76%, 57.88%, 42.12%,-,93006b
31113,29.68%, 64.84%, 35.16%,-,a50059
31115,45.67%, 72.84%, 27.16%,-,b90045
31117,44.86%, 72.43%, 27.57%,-,b80046
31119,34.28%, 67.14%, 32.86%,-,ab0053
31121,31.88%, 65.94%, 34.06%,-,a80056
31123,28.65%, 64.33%, 35.67%,-,a4005a
31125,20.78%, 60.39%, 39.61%,-,990065
31127,29.33%, 64.67%, 35.33%,-,a4005a
31129,25.12%, 62.56%, 37.44%,-,9f005f
31131,33.02%, 66.51%, 33.49%,-,a90055
31133,27.74%, 63.87%, 36.13%,-,a2005c
31135,23.49%, 61.75%, 38.25%,-,9d0061
31137,25.80%, 62.90%, 37.10%,-,a0005e
31139,42.12%, 71.06%, 28.94%,-,b50049
31141,13.33%, 56.67%, 43.33%,-,90006e
31143,21.68%, 60.84%, 39.16%,-,9b0063
31145,18.61%, 59.31%, 40.69%,-,970067
31147,12.54%, 56.27%, 43.73%,-,8f006f
31149,32.08%, 66.04%, 33.96%,-,a80056
31151,9.00%, 45.50%, 54.50%,-,74008a
31153,0.25%, 49.88%, 50.12%,-,7f007f
31155,22.34%, 61.17%, 38.83%,-,9b0063
31157,30.09%, 65.05%, 34.95%,-,a50059
31159,28.22%, 64.11%, 35.89%,-,a3005b
31161,42.74%, 71.37%, 28.63%,-,b50049
31163,9.51%, 45.25%, 54.75%,-,73008b
31165,36.45%, 68.22%, 31.78%,-,ad0051
31167,31.61%, 65.81%, 34.19%,-,a70057
31169,36.74%, 68.37%, 31.63%,-,ae0050
31171,22.46%, 61.23%, 38.77%,-,9c0062
31173,1.49%, 49.25%, 50.75%,-,7d0081
31175,17.39%, 58.70%, 41.30%,-,950069
31177,11.14%, 55.57%, 44.43%,-,8d0071
31179,47.73%, 73.87%, 26.13%,-,bc0042
31181,39.51%, 69.75%, 30.25%,-,b1004d
31183,11.68%, 55.84%, 44.16%,-,8e0070
31185,45.97%, 72.99%, 27.01%,-,ba0044
32001,3.86%, 51.93%, 48.07%,-,84007a
32003,23.60%, 38.20%, 61.80%,-,61009d
32005,32.70%, 66.35%, 33.65%,-,a90055
32007,16.27%, 41.87%, 58.13%,-,6a0094
32009,19.57%, 40.21%, 59.79%,-,660098
32011,18.73%, 59.36%, 40.64%,-,970067
32013,8.69%, 45.65%, 54.35%,-,74008a
32015,5.20%, 52.60%, 47.40%,-,860078
32017,42.39%, 28.81%, 71.19%,-,4900b5
32019,11.67%, 55.83%, 44.17%,-,8e0070
32021,28.31%, 35.85%, 64.15%,-,5b00a3
32023,13.21%, 43.40%, 56.60%,-,6e0090
32027,1.32%, 50.66%, 49.34%,-,81007d
32029,2.98%, 48.51%, 51.49%,-,7b0083
32031,3.68%, 51.84%, 48.16%,-,84007a
32033,28.81%, 35.59%, 64.41%,-,5a00a4
32510,11.69%, 55.84%, 44.16%,-,8e0070
33001,7.49%, 53.74%, 46.24%, 0.02%,890075
33003,36.17%, 68.08%, 31.91%, 0.01%,ad0051
33005,8.01%, 54.00%, 45.99%, 0.01%,890075
33007,16.75%, 41.61%, 58.36%, 0.03%,6a0094
33009,11.19%, 55.58%, 44.39%, 0.04%,8d0071
33011,24.01%, 37.99%, 62.00%, 0.01%,60009e
33013,4.35%, 52.17%, 47.82%, 0.01%,850079
33015,13.11%, 56.55%, 43.44%, 0.01%,90006e
33017,14.20%, 42.87%, 57.07%, 0.06%,6d0091
33019,0.31%, 49.82%, 50.13%, 0.05%,7f007f
34001,6.17%, 46.71%, 52.87%, 0.42%,770186
34003,30.26%, 65.00%, 34.74%, 0.26%,a50058
34005,9.31%, 45.26%, 54.57%, 0.17%,73008b
34007,33.89%, 32.87%, 66.76%, 0.37%,5300aa
34009,9.38%, 54.60%, 45.22%, 0.18%,8b0073
34011,3.96%, 47.91%, 51.87%, 0.22%,7a0084
34013,1.29%, 49.62%, 48.32%, 2.06%,7e057b
34015,3.11%, 48.28%, 51.39%, 0.33%,7b0083
34017,24.02%, 37.88%, 61.90%, 0.22%,60009d
34019,18.43%, 59.11%, 40.68%, 0.21%,960067
34021,17.39%, 41.23%, 58.61%, 0.16%,690095
34023,14.22%, 42.12%, 56.35%, 1.53%,6b038f
34025,17.39%, 58.66%, 41.27%, 0.06%,950069
34027,29.78%, 64.74%, 34.96%, 0.30%,a50059
34029,26.79%, 63.32%, 36.53%, 0.15%,a1005d
34031,0.64%, 49.46%, 50.11%, 0.43%,7e017f
34033,13.12%, 43.38%, 56.50%, 0.13%,6e0090
34035,16.68%, 58.29%, 41.61%, 0.11%,94006a
34037,25.45%, 62.68%, 37.23%, 0.09%,9f005e
34039,6.42%, 52.57%, 46.15%, 1.28%,860375
34041,3.32%, 51.62%, 48.30%, 0.08%,83007b
35001,2.37%, 48.79%, 51.16%, 0.05%,7c0082
35003,8.53%, 54.23%, 45.69%, 0.08%,8a0074
35005,3.08%, 48.33%, 51.41%, 0.26%,7b0083
35006,0%,-,-,-,000000
35007,6.26%, 46.81%, 53.07%, 0.12%,770087
35009,16.85%, 41.47%, 58.32%, 0.21%,690094
35011,8.72%, 45.56%, 54.28%, 0.16%,74008a
35013,13.96%, 42.98%, 56.94%, 0.08%,6d0091
35015,42.92%, 28.43%, 71.35%, 0.22%,4800b5
35017,27.58%, 36.17%, 63.75%, 0.07%,5c00a2
35019,3.45%, 51.73%, 48.27%,-,83007b
35021,11.79%, 55.90%, 44.10%,-,8e0070
35023,37.48%, 31.26%, 68.74%,-,4f00af
35025,41.05%, 29.44%, 70.49%, 0.07%,4b00b3
35027,4.03%, 51.95%, 47.91%, 0.14%,84007a
35028,0%,-,-,-,000000
35029,12.57%, 43.68%, 56.24%, 0.08%,6f008f
35031,17.63%, 41.14%, 58.78%, 0.08%,680095
35033,11.16%, 55.56%, 44.41%, 0.03%,8d0071
35035,12.64%, 43.63%, 56.28%, 0.09%,6f008f
35037,22.05%, 38.83%, 60.88%, 0.29%,63009b
35039,3.55%, 48.21%, 51.75%, 0.04%,7a0083
35041,18.87%, 40.56%, 59.44%,-,670097
35043,3.04%, 51.48%, 48.44%, 0.07%,83007b
35045,13.58%, 56.61%, 43.03%, 0.35%,90006d
35047,7.70%, 46.13%, 53.83%, 0.05%,750089
35049,5.45%, 52.73%, 47.27%,-,860078
35051,4.89%, 52.26%, 47.37%, 0.38%,850078
35053,1.58%, 50.75%, 49.18%, 0.08%,81007d
35055,0.63%, 50.30%, 49.67%, 0.04%,80007e
35057,16.67%, 58.28%, 41.61%, 0.12%,94006a
35059,8.58%, 54.21%, 45.62%, 0.17%,8a0074
35061,5.81%, 52.88%, 47.06%, 0.06%,860078
36001,8.02%, 45.88%, 53.90%, 0.22%,740089
36003,47.42%, 73.60%, 26.18%, 0.21%,bb0042
36005,35.99%, 31.75%, 67.74%, 0.50%,5001ac
36007,17.23%, 58.52%, 41.29%, 0.18%,950069
36009,25.54%, 62.61%, 37.07%, 0.32%,9f005e
36011,14.81%, 57.25%, 42.44%, 0.31%,91006c
36013,19.46%, 59.49%, 40.03%, 0.48%,970166
36015,19.10%, 59.42%, 40.32%, 0.26%,970066
36017,43.58%, 71.69%, 28.11%, 0.21%,b60047
36019,6.49%, 46.66%, 53.15%, 0.19%,760087
36021,30.31%, 65.02%, 34.71%, 0.27%,a50058
36023,35.51%, 67.68%, 32.17%, 0.16%,ac0052
36025,48.77%, 74.32%, 25.55%, 0.12%,bd0041
36027,18.11%, 58.92%, 40.80%, 0.28%,960068
36029,2.59%, 48.53%, 51.12%, 0.35%,7b0082
36031,37.11%, 68.44%, 31.34%, 0.22%,ae004f
36033,6.72%, 53.25%, 46.53%, 0.23%,870076
36035,19.86%, 59.79%, 39.93%, 0.28%,980065
36037,32.88%, 66.32%, 33.44%, 0.25%,a90055
36039,30.38%, 65.10%, 34.73%, 0.17%,a60058
36041,37.56%, 68.61%, 31.05%, 0.34%,ae004f
36043,11.66%, 55.75%, 44.08%, 0.17%,8e0070
36045,20.33%, 60.10%, 39.77%, 0.13%,990065
36047,31.45%, 34.01%, 65.46%, 0.53%,5601a6
36049,28.98%, 64.40%, 35.42%, 0.19%,a4005a
36051,28.31%, 64.04%, 35.73%, 0.23%,a3005b
36053,37.20%, 68.51%, 31.31%, 0.18%,ae004f
36055,3.42%, 48.10%, 51.52%, 0.38%,7a0083
36057,1.12%, 50.45%, 49.33%, 0.22%,80007d
36059,34.00%, 66.88%, 32.88%, 0.24%,aa0053
36061,32.43%, 33.47%, 65.90%, 0.63%,5501a8
36063,3.80%, 51.76%, 47.96%, 0.28%,83007a
36065,0.39%, 50.08%, 49.69%, 0.23%,7f007e
36067,4.49%, 52.06%, 47.57%, 0.37%,840079
36069,28.15%, 63.95%, 35.80%, 0.26%,a3005b
36071,23.68%, 61.71%, 38.03%, 0.26%,9d0060
36073,42.72%, 71.28%, 28.56%, 0.16%,b50048
36075,22.07%, 60.99%, 38.92%, 0.09%,9b0063
36077,32.51%, 66.17%, 33.67%, 0.16%,a80055
36079,24.43%, 62.07%, 37.64%, 0.29%,9e005f
36081,10.97%, 55.33%, 44.36%, 0.31%,8d0071
36083,11.22%, 55.51%, 44.29%, 0.20%,8d0070
36085,14.46%, 57.07%, 42.62%, 0.31%,91006c
36087,18.29%, 59.00%, 40.72%, 0.28%,960067
36089,17.99%, 58.89%, 40.90%, 0.21%,960068
36091,18.80%, 59.26%, 40.45%, 0.29%,970067
36093,2.59%, 51.08%, 48.49%, 0.43%,82017b
36095,21.54%, 60.61%, 39.06%, 0.33%,9a0063
36097,43.62%, 71.76%, 28.14%, 0.10%,b60047
36099,27.28%, 63.52%, 36.24%, 0.24%,a1005c
36101,30.91%, 65.36%, 34.45%, 0.19%,a60057
36103,35.43%, 67.59%, 32.15%, 0.26%,ac0051
36105,12.01%, 55.82%, 43.81%, 0.36%,8e006f
36107,39.90%, 69.85%, 29.95%, 0.20%,b2004c
36109,28.08%, 63.86%, 35.78%, 0.37%,a2005b
36111,22.30%, 61.02%, 38.72%, 0.27%,9b0062
36113,28.72%, 64.26%, 35.54%, 0.20%,a3005a
36115,32.21%, 66.03%, 33.82%, 0.15%,a80056
36117,42.86%, 71.36%, 28.50%, 0.13%,b50048
36119,23.69%, 61.71%, 38.02%, 0.27%,9d0060
36121,39.24%, 69.57%, 30.33%, 0.10%,b1004d
36123,51.88%, 75.89%, 24.01%, 0.11%,c1003d
37001,29.72%, 35.14%, 64.86%,-,5900a5
37003,13.12%, 56.56%, 43.44%,-,90006e
37005,9.53%, 45.23%, 54.77%,-,73008b
37007,75.07%, 12.46%, 87.54%,-,1f00df
37009,1.81%, 50.91%, 49.09%,-,81007d
37011,58.27%, 79.13%, 20.87%,-,c90035
37013,61.19%, 19.40%, 80.60%,-,3100cd
37015,92.41%, 3.80%, 96.20%,-,0900f5
37017,55.33%, 22.33%, 77.67%,-,3800c6
37019,8.04%, 45.98%, 54.02%,-,750089
37021,37.92%, 31.04%, 68.96%,-,4f00af
37023,7.43%, 46.28%, 53.72%,-,760088
37025,36.33%, 31.83%, 68.17%,-,5100ad
37027,10.77%, 44.61%, 55.39%,-,71008d
37029,57.81%, 21.09%, 78.91%,-,3500c9
37031,38.04%, 30.98%, 69.02%,-,4e00b0
37033,59.25%, 20.37%, 79.63%,-,3300cb
37035,16.91%, 41.55%, 58.45%,-,690095
37037,22.67%, 38.67%, 61.33%,-,62009c
37039,0.83%, 50.41%, 49.59%,-,80007e
37041,77.57%, 11.22%, 88.78%,-,1c00e2
37043,0.72%, 50.36%, 49.64%,-,80007e
37045,51.21%, 24.39%, 75.61%,-,3e00c0
37047,57.30%, 21.35%, 78.65%,-,3600c8
37049,71.01%, 14.50%, 85.50%,-,2400da
37051,53.32%, 23.34%, 76.66%,-,3b00c3
