id,margin,bush,gore,trash,trash2,other
20031,37.23%, 66.83%, 29.60%,-, 2.38%, 1.19%
20033,54.57%, 75.55%, 20.97%,-,-, 3.48%
20035,17.91%, 56.86%, 38.95%,-, 2.93%, 1.26%
20037,0.56%, 47.63%, 47.07%,-, 4.19%, 1.12%
20039,47.24%, 71.35%, 24.10%,-, 2.90%, 1.65%
20041,34.97%, 64.79%, 29.82%,-, 3.98%, 1.41%
20043,33.32%, 64.40%, 31.08%,-, 2.47%, 2.06%
20045,2.98%, 42.83%, 45.81%,-, 10.12%, 1.25%
20047,39.35%, 67.95%, 28.60%,-, 2.11%, 1.34%
20049,43.74%, 69.68%, 25.94%,-, 2.19%, 2.19%
20051,23.21%, 58.39%, 35.18%,-, 4.87%, 1.57%
20053,35.93%, 64.99%, 29.06%,-, 4.58%, 1.37%
20055,43.84%, 70.40%, 26.57%,-,-, 3.03%
20057,39.07%, 67.85%, 28.78%,-, 2.24%, 1.13%
20059,26.96%, 61.35%, 34.39%,-, 3.17%, 1.10%
20061,19.18%, 57.92%, 38.74%,-, 2.30%, 1.03%
20063,55.25%, 75.05%, 19.80%,-, 2.94%, 2.21%
20065,48.30%, 71.78%, 23.47%,-, 3.19%, 1.56%
20067,50.53%, 74.44%, 23.91%,-,-, 1.65%
20069,53.19%, 75.51%, 22.31%,-,-, 2.18%
20071,60.40%, 78.21%, 17.81%,-, 2.99%, 1.00%
20073,38.33%, 67.17%, 28.84%,-, 2.27%, 1.71%
20075,53.44%, 75.59%, 22.15%,-,-, 2.27%
20077,39.51%, 67.95%, 28.45%,-, 2.45%, 1.15%
20079,26.89%, 60.44%, 33.55%,-, 4.76%, 1.25%
20081,65.59%, 81.87%, 16.27%,-,-, 1.86%
20083,56.80%, 76.75%, 19.94%,-,-, 3.31%
20085,19.26%, 57.16%, 37.90%,-, 2.34%, 2.59%
20087,18.07%, 56.15%, 38.09%,-, 4.08%, 1.69%
20089,54.34%, 74.59%, 20.25%,-, 3.04%, 2.13%
20091,23.37%, 59.74%, 36.37%,-, 2.98%, 0.90%
20093,53.24%, 75.54%, 22.30%,-,-, 2.16%
20095,44.14%, 70.17%, 26.02%,-, 2.26%, 1.55%
20097,60.20%, 78.48%, 18.28%,-, 2.11%, 1.12%
20099,8.55%, 52.41%, 43.86%,-, 2.69%, 1.03%
20101,52.43%, 74.67%, 22.24%,-, 2.03%, 1.06%
20103,12.25%, 54.07%, 41.82%,-, 2.92%, 1.19%
20105,43.70%, 68.52%, 24.81%,-, 5.19%, 1.48%
20107,21.74%, 59.00%, 37.26%,-, 2.14%, 1.60%
20109,61.35%, 77.88%, 16.54%,-, 3.51%, 2.08%
20111,11.74%, 53.41%, 41.67%,-, 3.35%, 1.57%
20113,41.96%, 68.22%, 26.26%,-, 4.29%, 1.24%
20115,45.42%, 70.40%, 24.99%,-, 3.20%, 1.41%
20117,24.14%, 59.94%, 35.80%,-, 2.62%, 1.64%
20119,58.65%, 78.13%, 19.48%,-,-, 2.39%
20121,17.72%, 56.96%, 39.23%,-, 2.53%, 1.28%
20123,48.96%, 71.95%, 22.99%,-, 3.52%, 1.53%
20125,27.11%, 61.81%, 34.70%,-,-, 3.48%
20127,27.15%, 60.55%, 33.40%,-, 3.94%, 2.12%
20129,56.65%, 77.26%, 20.62%,-,-, 2.12%
20131,39.40%, 67.64%, 28.24%,-,-, 4.12%
20133,20.71%, 58.29%, 37.58%,-, 2.82%, 1.31%
20135,55.28%, 75.69%, 20.42%,-, 2.61%, 1.28%
20137,46.76%, 71.15%, 24.40%,-, 2.65%, 1.80%
20139,18.75%, 57.01%, 38.26%,-, 2.59%, 2.15%
20141,46.70%, 70.54%, 23.84%,-, 3.65%, 1.97%
20143,48.23%, 70.83%, 22.61%,-, 5.20%, 1.36%
20145,30.00%, 62.93%, 32.93%,-, 3.16%, 0.99%
20147,51.79%, 73.67%, 21.88%,-, 3.04%, 1.40%
20149,38.13%, 64.48%, 26.35%,-, 3.26%, 0.63%
20151,35.58%, 65.33%, 29.76%,-, 3.37%, 1.54%
20153,59.94%, 77.53%, 17.59%,-, 2.82%, 2.07%
20155,24.20%, 59.69%, 35.49%,-, 3.45%, 1.37%
20157,54.77%, 75.01%, 20.23%,-, 3.45%, 1.31%
20159,32.77%, 64.23%, 31.46%,-, 2.83%, 1.48%
20161,24.57%, 58.47%, 33.90%,-, 6.42%, 1.22%
20163,51.14%, 72.65%, 21.51%,-, 3.78%, 2.05%
20165,39.37%, 66.61%, 27.24%,-, 4.42%, 1.73%
20167,44.46%, 69.90%, 25.45%,-, 3.48%, 1.18%
20169,22.88%, 57.66%, 34.78%,-, 6.35%, 1.21%
20171,60.49%, 78.64%, 18.15%,-, 2.26%, 0.96%
20173,19.07%, 57.35%, 38.28%,-, 2.86%, 1.51%
20175,53.83%, 75.92%, 22.10%,-,-, 1.98%
20177,1.45%, 48.26%, 46.82%,-, 3.40%, 1.52%
20179,57.15%, 76.02%, 18.87%,-, 3.69%, 1.41%
20181,45.23%, 70.62%, 25.39%,-, 2.24%, 1.75%
20183,45.79%, 70.24%, 24.45%,-, 3.62%, 1.69%
20185,44.50%, 70.27%, 25.77%,-, 2.45%, 1.50%
20187,55.39%, 76.29%, 20.89%,-,-, 2.82%
20189,64.85%, 81.19%, 16.34%,-,-, 2.46%
20191,25.67%, 60.36%, 34.69%,-, 2.99%, 1.96%
20193,53.31%, 74.66%, 21.35%,-, 2.46%, 1.53%
20195,38.32%, 66.41%, 28.09%,-, 3.76%, 1.74%
20197,33.83%, 63.80%, 29.97%,-, 2.81%, 0.82%
20199,73.64%, 85.60%, 11.96%,-,-, 2.44%
20201,53.84%, 74.87%, 21.03%,-, 2.36%, 1.74%
20203,59.82%, 78.81%, 18.99%,-,-, 2.20%
20205,38.14%, 67.11%, 28.96%,-, 2.44%, 1.49%
20207,28.40%, 61.07%, 32.66%,-, 3.70%, 2.57%
20209,38.09%, 29.05%, 67.14%,-, 2.67%, 1.14%
21001,50.23%, 74.51%, 24.28%,-,-, 1.21%
21003,38.34%, 68.67%, 30.33%,-,-, 1.00%
21005,25.19%, 61.62%, 36.43%,-,-, 1.96%
21007,1.49%, 48.38%, 49.87%,-,-, 1.75%
21009,27.53%, 63.14%, 35.61%,-,-, 1.25%
21011,4.83%, 51.49%, 46.66%,-,-, 1.86%
21013,7.52%, 52.63%, 45.11%,-,-, 2.25%
21015,39.92%, 68.83%, 28.91%,-,-, 2.25%
21017,11.73%, 54.65%, 42.92%,-,-, 2.44%
21019,1.53%, 48.21%, 49.74%,-,-, 2.05%
21021,20.95%, 59.33%, 38.38%,-,-, 2.30%
21023,38.99%, 68.40%, 29.41%,-,-, 2.19%
21025,16.12%, 41.08%, 57.20%,-,-, 1.71%
21027,29.09%, 63.91%, 34.82%,-,-, 1.27%
21029,25.81%, 61.91%, 36.10%,-,-, 1.99%
21031,47.01%, 72.93%, 25.93%,-,-, 1.14%
21033,17.11%, 57.66%, 40.55%,-,-, 1.79%
21035,15.14%, 56.35%, 41.21%,-,-, 2.44%
21037,25.86%, 61.45%, 35.59%,-, 2.13%, 0.83%
21039,9.87%, 54.18%, 44.31%,-,-, 1.50%
21041,6.20%, 51.96%, 45.76%,-,-, 2.29%
21043,4.86%, 51.53%, 46.68%,-,-, 1.79%
21045,57.82%, 78.33%, 20.52%,-,-, 1.15%
21047,22.56%, 60.69%, 38.14%,-,-, 1.17%
21049,19.07%, 58.50%, 39.43%,-,-, 2.07%
21051,47.67%, 73.31%, 25.64%,-,-, 1.04%
21053,50.92%, 74.89%, 23.97%,-,-, 1.14%
21055,20.68%, 59.44%, 38.76%,-,-, 1.81%
21057,49.37%, 73.85%, 24.48%,-,-, 1.66%
21059,19.96%, 58.94%, 38.98%,-,-, 2.08%
21061,30.83%, 65.07%, 34.23%,-,-, 0.70%
21063,29.32%, 34.73%, 64.05%,-,-, 1.22%
21065,30.62%, 64.39%, 33.78%,-,-, 1.83%
21067,6.84%, 51.67%, 44.82%,-, 2.89%, 0.62%
21069,28.36%, 63.37%, 35.01%,-,-, 1.62%
21071,32.61%, 32.92%, 65.53%,-,-, 1.55%
21073,2.97%, 47.15%, 50.12%,-, 2.07%, 0.66%
21075,5.70%, 46.38%, 52.08%,-,-, 1.54%
21077,12.04%, 54.70%, 42.66%,-,-, 2.64%
21079,40.01%, 69.43%, 29.42%,-,-, 1.15%
21081,25.86%, 62.02%, 36.15%,-,-, 1.83%
21083,12.31%, 55.15%, 42.84%,-,-, 2.00%
21085,37.85%, 68.28%, 30.43%,-,-, 1.30%
21087,53.20%, 76.01%, 22.81%,-,-, 1.18%
21089,0.47%, 49.33%, 48.86%,-,-, 1.81%
21091,14.52%, 56.29%, 41.77%,-,-, 1.94%
21093,25.64%, 61.79%, 36.15%,-,-, 2.06%
21095,3.65%, 47.27%, 50.93%,-,-, 1.80%
21097,17.17%, 57.37%, 40.21%,-,-, 2.42%
21099,25.32%, 61.89%, 36.57%,-,-, 1.55%
21101,2.22%, 48.00%, 50.22%,-,-, 1.79%
21103,20.59%, 59.27%, 38.68%,-,-, 2.05%
21105,9.93%, 54.19%, 44.26%,-,-, 1.55%
21107,16.71%, 57.55%, 40.84%,-,-, 1.61%
21109,69.58%, 84.02%, 14.44%,-,-, 1.54%
21111,1.60%, 47.97%, 49.58%,-,-, 2.45%
21113,36.13%, 66.89%, 30.76%,-,-, 2.35%
21115,18.73%, 58.47%, 39.74%,-,-, 1.78%
21117,28.91%, 62.87%, 33.96%,-, 2.30%, 0.88%
21119,35.92%, 31.42%, 67.34%,-,-, 1.24%
21121,23.90%, 61.13%, 37.24%,-,-, 1.63%
21123,31.99%, 65.34%, 33.35%,-,-, 1.31%
21125,45.10%, 71.90%, 26.80%,-,-, 1.30%
21127,13.40%, 55.94%, 42.55%,-,-, 1.51%
21129,38.24%, 68.49%, 30.25%,-,-, 1.27%
21131,43.96%, 71.24%, 27.29%,-,-, 1.47%
21133,6.74%, 45.54%, 52.29%,-,-, 2.17%
21135,42.12%, 70.42%, 28.31%,-,-, 1.27%
21137,27.87%, 63.12%, 35.25%,-,-, 1.63%
21139,2.27%, 50.07%, 47.80%,-,-, 2.13%
21141,15.63%, 57.27%, 41.63%,-,-, 1.10%
21143,0.23%, 49.36%, 49.12%,-,-, 1.52%
21145,12.49%, 55.25%, 42.76%,-,-, 1.99%
21147,39.65%, 69.20%, 29.55%,-,-, 1.25%
21149,11.74%, 55.17%, 43.44%,-,-, 1.39%
21151,18.48%, 57.81%, 39.33%,-, 2.22%, 0.63%
21153,3.34%, 51.07%, 47.74%,-,-, 1.19%
21155,7.79%, 52.77%, 44.98%,-,-, 2.25%
21157,7.93%, 53.00%, 45.08%,-,-, 1.92%
21159,21.39%, 59.85%, 38.46%,-,-, 1.68%
21161,23.74%, 60.82%, 37.08%,-,-, 2.09%
21163,18.99%, 58.64%, 39.64%,-,-, 1.72%
21165,5.87%, 52.02%, 46.15%,-,-, 1.82%
21167,26.30%, 62.12%, 35.82%,-,-, 2.06%
21169,30.09%, 64.33%, 34.24%,-,-, 1.43%
21171,57.80%, 78.60%, 20.79%,-,-, 0.61%
21173,8.23%, 53.22%, 44.99%,-,-, 1.78%
21175,9.91%, 54.13%, 44.22%,-,-, 1.65%
21177,6.50%, 46.15%, 52.65%,-,-, 1.20%
21179,16.56%, 57.19%, 40.64%,-,-, 2.17%
21181,23.16%, 60.34%, 37.19%,-,-, 2.47%
21183,23.76%, 60.94%, 37.19%,-,-, 1.87%
21185,36.23%, 67.00%, 30.77%,-,-, 2.23%
21187,29.19%, 63.44%, 34.25%,-,-, 2.31%
21189,61.72%, 80.28%, 18.57%,-,-, 1.15%
21191,28.61%, 63.38%, 34.77%,-,-, 1.85%
21193,1.95%, 48.18%, 50.13%,-,-, 1.69%
21195,10.45%, 44.13%, 54.59%,-,-, 1.28%
21197,5.73%, 51.77%, 46.03%,-,-, 2.20%
21199,48.42%, 73.56%, 25.14%,-,-, 1.30%
21201,28.96%, 63.13%, 34.17%,-, 2.40%, 0.30%
21203,53.71%, 76.08%, 22.37%,-,-, 1.54%
21205,0.57%, 49.07%, 48.51%,-,-, 2.42%
21207,50.30%, 74.47%, 24.17%,-,-, 1.36%
21209,17.99%, 57.68%, 39.69%,-,-, 2.63%
21211,28.52%, 63.34%, 34.82%,-,-, 1.84%
21213,10.06%, 54.41%, 44.35%,-,-, 1.24%
21215,33.45%, 66.01%, 32.56%,-,-, 1.42%
21217,37.13%, 67.96%, 30.83%,-,-, 1.22%
21219,27.47%, 63.20%, 35.73%,-,-, 1.07%
21221,19.09%, 58.57%, 39.48%,-,-, 1.95%
21223,21.29%, 59.62%, 38.33%,-,-, 2.04%
21225,3.76%, 51.21%, 47.45%,-,-, 1.34%
21227,24.43%, 61.36%, 36.94%,-,-, 1.70%
21229,34.57%, 66.35%, 31.78%,-,-, 1.87%
21231,27.14%, 62.85%, 35.71%,-,-, 1.44%
21233,4.16%, 51.24%, 47.08%,-,-, 1.68%
21235,28.89%, 63.72%, 34.83%,-,-, 1.45%
21237,5.40%, 52.25%, 46.85%,-,-, 0.91%
21239,18.69%, 58.10%, 39.41%,-,-, 2.49%
22001,21.18%, 59.45%, 38.26%,-,-, 2.29%
22003,1.46%, 48.66%, 47.20%,-,-, 4.14%
22005,11.13%, 54.53%, 43.40%,-,-, 2.08%
22007,8.30%, 43.65%, 51.94%,-,-, 4.41%
22009,4.29%, 50.02%, 45.73%,-,-, 4.25%
22011,31.99%, 64.42%, 32.43%,-,-, 3.15%
22013,2.06%, 46.66%, 48.72%,-,-, 2.46%
22015,31.44%, 64.66%, 33.23%,-,-, 2.11%
22017,0.76%, 48.94%, 49.70%,-,-, 1.36%
22019,5.66%, 51.72%, 46.06%,-,-, 2.21%
22021,33.69%, 65.09%, 31.40%,-,-, 3.51%
22023,27.68%, 61.99%, 34.31%,-,-, 3.71%
22025,25.06%, 61.11%, 36.05%,-,-, 2.83%
22027,10.56%, 53.88%, 43.32%,-,-, 2.80%
22029,12.45%, 54.44%, 41.99%,-,-, 3.57%
22031,2.11%, 49.64%, 47.53%,-,-, 2.83%
22033,7.46%, 52.74%, 45.28%,-,-, 1.98%
22035,18.37%, 39.45%, 57.81%,-,-, 2.74%
22037,2.23%, 50.02%, 47.78%,-,-, 2.20%
22039,11.22%, 53.56%, 42.34%,-,-, 4.11%
22041,30.77%, 64.18%, 33.41%,-,-, 2.41%
22043,38.06%, 67.81%, 29.75%,-,-, 2.44%
22045,18.23%, 57.42%, 39.18%,-,-, 3.40%
22047,19.18%, 38.43%, 57.61%,-,-, 3.96%
22049,24.84%, 61.17%, 36.34%,-,-, 2.49%
22051,19.31%, 58.61%, 39.30%,-,-, 2.09%
22053,14.21%, 55.36%, 41.14%,-,-, 3.50%
22055,27.21%, 61.94%, 34.73%,-,-, 3.34%
22057,11.46%, 53.92%, 42.46%,-,-, 3.62%
22059,51.85%, 74.72%, 22.87%,-,-, 2.41%
22061,14.47%, 55.86%, 41.39%,-,-, 2.74%
22063,37.65%, 67.51%, 29.86%,-,-, 2.63%
22065,7.63%, 44.85%, 52.48%,-,-, 2.68%
22067,10.97%, 53.90%, 42.93%,-,-, 3.17%
22069,2.75%, 49.35%, 46.60%,-,-, 4.05%
22071,54.20%, 21.74%, 75.95%,-,-, 2.31%
22073,23.45%, 60.31%, 36.86%,-,-, 2.83%
22075,17.17%, 57.65%, 40.48%,-,-, 1.87%
22077,10.18%, 43.48%, 53.67%,-,-, 2.85%
22079,20.26%, 58.81%, 38.55%,-,-, 2.64%
22081,0.51%, 48.65%, 48.14%,-,-, 3.21%
22083,19.01%, 57.69%, 38.68%,-,-, 3.63%
22085,32.81%, 64.93%, 32.11%,-,-, 2.96%
22087,15.98%, 56.79%, 40.82%,-,-, 2.39%
22089,14.24%, 55.70%, 41.46%,-,-, 2.84%
22091,20.82%, 37.40%, 58.22%,-,-, 4.38%
22093,25.32%, 35.62%, 60.93%,-,-, 3.45%
22095,13.11%, 41.91%, 55.02%,-,-, 3.08%
22097,7.67%, 45.24%, 52.90%,-,-, 1.86%
22099,0.52%, 47.94%, 47.42%,-,-, 4.64%
22101,6.76%, 51.93%, 45.17%,-,-, 2.91%
22103,43.55%, 70.69%, 27.13%,-,-, 2.18%
22105,12.32%, 54.96%, 42.64%,-,-, 2.40%
22107,8.31%, 44.19%, 52.49%,-,-, 3.32%
22109,18.81%, 58.12%, 39.30%,-,-, 2.58%
22111,27.48%, 61.78%, 34.30%,-,-, 3.92%
22113,17.05%, 56.20%, 39.15%,-,-, 4.66%
22115,29.93%, 63.60%, 33.67%,-,-, 2.73%
22117,9.38%, 53.19%, 43.81%,-,-, 2.99%
22119,13.01%, 55.12%, 42.11%,-,-, 2.77%
22121,1.32%, 48.42%, 49.74%,-,-, 1.84%
22123,40.66%, 68.88%, 28.21%,-,-, 2.91%
22125,6.69%, 51.69%, 45.00%,-,-, 3.31%
22127,29.26%, 63.32%, 34.07%,-,-, 2.61%
23001,12.80%, 40.51%, 53.31%,-, 4.85%, 1.34%
23003,1.82%, 47.11%, 48.93%,-, 3.00%, 0.96%
23005,10.98%, 41.05%, 52.03%,-, 6.01%, 0.91%
23007,7.34%, 41.81%, 49.15%,-, 7.22%, 1.82%
23009,0.88%, 44.56%, 45.44%,-, 8.79%, 1.21%
23011,12.28%, 40.69%, 52.96%,-, 5.02%, 1.34%
23013,2.37%, 43.74%, 46.11%,-, 8.83%, 1.32%
23015,4.18%, 48.08%, 43.89%,-, 6.73%, 1.31%
23017,6.60%, 43.05%, 49.65%,-, 5.49%, 1.82%
23019,3.76%, 48.66%, 44.90%,-, 5.15%, 1.29%
23021,11.88%, 52.34%, 40.46%,-, 5.09%, 2.11%
23023,4.30%, 43.75%, 48.05%,-, 6.94%, 1.26%
23025,3.57%, 44.61%, 48.17%,-, 5.17%, 2.05%
23027,1.11%, 45.40%, 44.29%,-, 8.83%, 1.47%
23029,8.00%, 50.66%, 42.66%,-, 5.11%, 1.57%
23031,4.56%, 44.74%, 49.31%,-, 4.90%, 1.05%
24001,14.27%, 55.58%, 41.31%,-, 2.31%, 0.80%
24003,7.27%, 51.93%, 44.67%,-, 2.74%, 0.66%
24005,9.08%, 43.75%, 52.83%,-, 2.81%, 0.62%
24009,10.13%, 53.69%, 43.57%,-, 2.21%, 0.52%
24011,21.27%, 59.20%, 37.94%,-, 2.21%, 0.65%
24013,33.73%, 65.19%, 31.46%,-, 2.63%, 0.72%
24015,10.97%, 53.66%, 42.69%,-, 2.75%, 0.90%
24017,0.24%, 48.82%, 49.05%,-,-, 2.13%
24019,5.40%, 51.33%, 45.93%,-,-, 2.75%
24021,18.59%, 57.65%, 39.06%,-, 2.61%, 0.68%
24023,43.57%, 70.52%, 26.95%,-,-, 2.52%
24025,18.81%, 57.82%, 39.01%,-, 2.51%, 0.66%
24027,7.76%, 44.17%, 51.92%,-, 3.23%, 0.68%
24029,6.53%, 51.39%, 44.86%,-, 3.34%, 0.41%
24031,29.02%, 33.52%, 62.54%,-, 3.36%, 0.58%
24033,61.10%, 18.38%, 79.48%,-,-, 2.13%
24035,22.15%, 59.48%, 37.33%,-, 2.66%, 0.53%
24037,16.76%, 57.14%, 40.38%,-,-, 2.48%
24039,2.31%, 47.46%, 49.78%,-,-, 2.76%
24041,19.82%, 58.25%, 38.43%,-, 2.78%, 0.54%
24043,20.49%, 58.88%, 38.38%,-, 2.16%, 0.58%
24045,5.88%, 51.39%, 45.51%,-, 2.40%, 0.71%
24047,6.52%, 51.76%, 45.24%,-, 2.32%, 0.67%
24510,68.41%, 14.11%, 82.52%,-, 2.86%, 0.51%
25001,10.47%, 41.03%, 51.50%,-, 6.59%, 0.88%
25003,37.25%, 26.60%, 63.85%,-, 7.53%, 2.02%
25005,34.77%, 29.74%, 64.51%,-, 4.52%, 1.23%
25007,35.67%, 26.14%, 61.81%,-, 11.10%, 0.95%
25009,22.04%, 35.45%, 57.49%,-, 5.79%, 1.28%
25011,23.28%, 30.50%, 53.78%,-, 13.87%, 1.85%
25013,23.56%, 34.61%, 58.17%,-, 6.00%, 1.22%
25015,28.18%, 27.98%, 56.16%,-, 14.59%, 1.27%
25017,31.22%, 30.27%, 61.49%,-, 6.93%, 1.30%
25019,25.38%, 32.97%, 58.34%,-, 7.67%, 1.02%
25021,25.67%, 33.75%, 59.41%,-, 5.52%, 1.32%
25023,15.42%, 39.11%, 54.53%,-, 5.21%, 1.15%
25025,50.90%, 20.48%, 71.38%,-, 6.94%, 1.21%
25027,19.23%, 36.80%, 56.03%,-, 5.86%, 1.31%
26001,7.60%, 52.56%, 44.96%,-, 2.07%, 0.42%
26003,1.63%, 49.06%, 47.43%,-, 2.89%, 0.62%
26005,28.30%, 62.81%, 34.52%,-, 2.07%, 0.60%
26007,2.01%, 47.90%, 49.91%,-,-, 2.19%
26009,21.30%, 58.92%, 37.62%,-, 2.71%, 0.75%
26011,3.63%, 47.08%, 50.71%,-,-, 2.22%
26013,12.85%, 54.11%, 41.26%,-, 4.16%, 0.47%
26015,22.66%, 59.88%, 37.22%,-, 2.33%, 0.56%
26017,11.82%, 42.90%, 54.71%,-,-, 2.39%
26019,7.76%, 51.68%, 43.93%,-, 3.87%, 0.52%
26021,11.55%, 54.70%, 43.15%,-,-, 2.15%
26023,13.00%, 55.40%, 42.39%,-,-, 2.21%
26025,1.85%, 47.73%, 49.59%,-, 2.14%, 0.55%
26027,8.76%, 53.19%, 44.43%,-,-, 2.38%
26029,16.50%, 56.20%, 39.71%,-, 3.40%, 0.70%
26031,10.55%, 54.01%, 43.47%,-, 2.04%, 0.48%
26033,8.05%, 52.43%, 44.38%,-, 2.51%, 0.68%
26035,2.78%, 47.09%, 49.87%,-, 2.08%, 0.96%
26037,14.47%, 56.07%, 41.60%,-,-, 2.33%
26039,8.72%, 52.56%, 43.84%,-, 2.77%, 0.83%
26041,5.20%, 51.23%, 46.03%,-, 2.25%, 0.49%
26043,10.90%, 54.02%, 43.12%,-, 2.35%, 0.51%
26045,3.23%, 50.34%, 47.11%,-, 2.01%, 0.55%
26047,21.42%, 58.47%, 37.05%,-, 3.63%, 0.84%
26049,27.87%, 34.92%, 62.78%,-,-, 2.30%
26051,1.46%, 49.39%, 47.92%,-,-, 2.69%
26053,1.64%, 47.12%, 48.76%,-, 3.42%, 0.71%
26055,20.89%, 58.48%, 37.59%,-, 3.30%, 0.62%
26057,11.69%, 54.76%, 43.07%,-,-, 2.17%
26059,22.82%, 60.00%, 37.17%,-, 2.08%, 0.76%
26061,15.52%, 55.54%, 40.01%,-, 3.64%, 0.81%
26063,12.50%, 55.37%, 42.86%,-,-, 1.77%
26065,18.17%, 39.23%, 57.41%,-, 2.73%, 0.63%
26067,18.50%, 58.05%, 39.55%,-,-, 2.39%
26069,1.21%, 47.99%, 49.20%,-, 2.33%, 0.48%
26071,0.76%, 47.95%, 48.71%,-, 2.59%, 0.76%
26073,0.83%, 47.71%, 48.55%,-, 3.16%, 0.58%
26075,6.31%, 51.76%, 45.46%,-, 2.15%, 0.63%
26077,0.55%, 47.94%, 48.49%,-, 3.07%, 0.51%
26079,15.59%, 56.10%, 40.50%,-, 2.53%, 0.88%
26081,21.24%, 59.37%, 38.13%,-, 2.01%, 0.50%
26083,14.89%, 55.10%, 40.21%,-, 3.95%, 0.74%
26085,13.28%, 41.79%, 55.06%,-, 2.34%, 0.81%
26087,12.36%, 54.66%, 42.30%,-, 2.13%, 0.91%
26089,18.36%, 56.96%, 38.60%,-, 3.80%, 0.65%
26091,5.78%, 51.58%, 45.81%,-,-, 2.61%
26093,21.01%, 59.14%, 38.13%,-,-, 2.73%
26095,20.66%, 58.36%, 37.70%,-, 2.92%, 1.03%
26097,12.38%, 54.81%, 42.43%,-, 2.28%, 0.49%
26099,2.42%, 47.54%, 49.96%,-,-, 2.51%
26101,2.08%, 47.26%, 49.34%,-, 2.80%, 0.60%
26103,10.03%, 43.10%, 53.13%,-, 3.21%, 0.56%
26105,11.42%, 54.29%, 42.86%,-, 2.31%, 0.54%
26107,12.01%, 54.71%, 42.70%,-, 2.20%, 0.39%
26109,8.93%, 52.99%, 44.06%,-, 2.58%, 0.37%
26111,15.24%, 56.28%, 41.04%,-, 2.04%, 0.64%
26113,34.05%, 65.79%, 31.74%,-,-, 2.46%
26115,4.23%, 46.83%, 51.06%,-,-, 2.10%
26117,13.40%, 55.43%, 42.03%,-, 2.11%, 0.43%
26119,12.20%, 54.90%, 42.70%,-,-, 2.40%
26121,11.31%, 43.35%, 54.66%,-,-, 1.99%
26123,19.03%, 58.29%, 39.25%,-,-, 2.46%
26125,1.21%, 48.10%, 49.31%,-,-, 2.59%
26127,12.22%, 54.89%, 42.68%,-,-, 2.43%
26129,1.93%, 47.75%, 49.68%,-,-, 2.57%
26131,23.08%, 59.55%, 36.47%,-, 3.25%, 0.72%
26133,16.86%, 57.20%, 40.34%,-,-, 2.46%
26135,13.28%, 55.29%, 42.01%,-, 2.20%, 0.50%
26137,19.74%, 58.14%, 38.40%,-, 3.00%, 0.46%
26139,44.40%, 71.16%, 26.76%,-,-, 2.08%
26141,5.90%, 51.69%, 45.79%,-,-, 2.51%
26143,1.88%, 47.88%, 49.76%,-,-, 2.36%
26145,10.32%, 43.89%, 54.21%,-,-, 1.90%
26147,0.83%, 49.00%, 48.17%,-,-, 2.84%
26149,19.67%, 58.60%, 38.93%,-,-, 2.47%
26151,20.54%, 59.06%, 38.53%,-,-, 2.41%
26153,1.24%, 49.74%, 48.50%,-,-, 1.76%
26155,0.92%, 49.09%, 48.17%,-,-, 2.74%
26157,9.61%, 53.60%, 43.99%,-,-, 2.41%
26159,3.38%, 50.17%, 46.79%,-, 2.33%, 0.71%
26161,23.59%, 36.19%, 59.78%,-, 3.34%, 0.68%
26163,39.99%, 29.02%, 69.01%,-,-, 1.98%
26165,14.55%, 55.58%, 41.03%,-, 2.71%, 0.69%
27001,0.91%, 45.46%, 46.37%,-, 4.88%, 0.63%
27003,0.86%, 47.56%, 46.70%,-, 4.54%, 1.19%
27005,20.23%, 56.88%, 36.65%,-, 4.12%, 2.35%
27007,6.07%, 48.48%, 42.41%,-, 7.37%, 1.75%
27009,11.09%, 51.40%, 40.31%,-, 5.78%, 2.51%
27011,2.01%, 45.97%, 47.99%,-, 3.66%, 2.38%
27013,2.24%, 47.23%, 44.99%,-, 6.43%, 1.35%
27015,21.19%, 57.43%, 36.23%,-, 4.37%, 1.97%
27017,20.17%, 36.99%, 57.16%,-, 4.20%, 1.65%
27019,23.78%, 59.36%, 35.58%,-, 3.94%, 1.11%
27021,11.77%, 52.48%, 40.71%,-, 4.88%, 1.93%
27023,0.39%, 46.87%, 46.47%,-, 4.22%, 2.44%
27025,6.11%, 49.74%, 43.63%,-, 5.08%, 1.55%
27027,6.78%, 50.14%, 43.36%,-, 4.12%, 2.38%
27029,17.55%, 55.88%, 38.34%,-, 3.50%, 2.28%
27031,4.40%, 45.92%, 41.52%,-, 10.28%, 2.27%
27033,14.01%, 54.51%, 40.50%,-, 3.37%, 1.63%
27035,13.44%, 53.45%, 40.01%,-, 4.67%, 1.86%
27037,0.99%, 47.87%, 46.88%,-, 4.28%, 0.96%
27039,10.47%, 52.34%, 41.86%,-, 4.06%, 1.74%
27041,20.10%, 57.02%, 36.92%,-, 4.34%, 1.72%
27043,8.45%, 51.47%, 43.02%,-, 3.67%, 1.84%
27045,3.66%, 45.45%, 49.10%,-, 4.00%, 1.45%
27047,10.35%, 42.40%, 52.75%,-, 3.44%, 1.41%
27049,3.91%, 48.76%, 44.84%,-, 4.91%, 1.49%
27051,8.20%, 49.78%, 41.58%,-, 5.91%, 0.50%
27053,14.28%, 39.32%, 53.60%,-, 6.20%, 0.87%
