id,margin,bush,gore,trash,trash2,other
34009,3.37%, 49.99%, 46.62%,-, 2.71%, 0.67%
34011,19.12%, 38.78%, 57.90%,-, 2.06%, 1.25%
34013,45.71%, 25.75%, 71.47%,-, 2.17%, 0.61%
34015,17.50%, 39.44%, 56.94%,-, 2.98%, 0.64%
34017,44.46%, 26.17%, 70.63%,-, 2.65%, 0.55%
34019,19.17%, 57.05%, 37.88%,-, 4.36%, 0.71%
34021,26.99%, 34.43%, 61.42%,-, 3.36%, 0.79%
34023,23.74%, 36.14%, 59.88%,-, 3.45%, 0.53%
34025,4.65%, 45.51%, 50.15%,-, 3.46%, 0.88%
34027,11.15%, 53.78%, 42.63%,-, 3.07%, 0.52%
34029,1.65%, 48.84%, 47.18%,-, 3.40%, 0.58%
34031,18.70%, 38.99%, 57.69%,-, 2.40%, 0.93%
34033,5.42%, 45.44%, 50.86%,-, 2.65%, 1.05%
34035,2.90%, 49.61%, 46.71%,-, 3.14%, 0.53%
34037,20.74%, 57.88%, 37.14%,-, 4.17%, 0.80%
34039,23.31%, 36.78%, 60.10%,-, 2.65%, 0.47%
34041,13.80%, 54.34%, 40.55%,-, 4.43%, 0.69%
35001,2.06%, 46.62%, 48.68%,-, 4.05%, 0.65%
35003,53.77%, 74.40%, 20.63%,-, 3.33%, 1.64%
35005,27.76%, 62.69%, 34.93%,-,-, 2.37%
35006,19.40%, 38.83%, 58.23%,-, 2.31%, 0.63%
35007,0.97%, 47.61%, 48.58%,-, 2.98%, 0.82%
35009,40.35%, 69.35%, 29.00%,-,-, 1.65%
35011,26.78%, 62.32%, 35.54%,-,-, 2.14%
35013,5.68%, 45.58%, 51.26%,-, 2.48%, 0.69%
35015,18.14%, 58.10%, 39.96%,-,-, 1.93%
35017,6.33%, 44.13%, 50.47%,-, 4.71%, 0.68%
35019,31.98%, 33.19%, 65.17%,-,-, 1.64%
35021,25.63%, 61.72%, 36.09%,-,-, 2.19%
35023,6.27%, 52.02%, 45.75%,-,-, 2.24%
35025,44.21%, 71.25%, 27.04%,-,-, 1.71%
35027,35.90%, 65.83%, 29.93%,-, 2.48%, 1.76%
35028,14.43%, 55.03%, 40.60%,-, 3.22%, 1.15%
35029,6.35%, 51.35%, 44.99%,-, 2.81%, 0.85%
35031,32.82%, 31.93%, 64.75%,-, 2.47%, 0.86%
35033,35.97%, 30.49%, 66.45%,-, 2.24%, 0.82%
35035,29.58%, 63.31%, 33.73%,-, 2.09%, 0.88%
35037,21.36%, 59.63%, 38.27%,-,-, 2.11%
35039,38.64%, 28.89%, 67.53%,-, 3.12%, 0.46%
35041,35.39%, 66.57%, 31.18%,-,-, 2.25%
35043,1.65%, 48.57%, 46.92%,-, 3.81%, 0.70%
35045,27.28%, 61.85%, 34.57%,-, 2.66%, 0.92%
35047,47.21%, 24.18%, 71.39%,-, 3.76%, 0.68%
35049,36.47%, 28.25%, 64.72%,-, 6.50%, 0.54%
35051,22.50%, 59.33%, 36.83%,-, 2.88%, 0.96%
35053,1.77%, 46.48%, 48.26%,-, 4.09%, 1.17%
35055,39.42%, 25.19%, 64.61%,-, 9.77%, 0.44%
35057,20.63%, 58.29%, 37.66%,-, 3.29%, 0.77%
35059,46.55%, 72.31%, 25.75%,-,-, 1.94%
35061,4.60%, 50.54%, 45.93%,-, 2.88%, 0.65%
36001,26.77%, 33.53%, 60.30%,-, 5.08%, 1.09%
36003,27.29%, 61.19%, 33.90%,-, 3.52%, 1.40%
36005,74.52%, 11.77%, 86.28%,-,-, 1.95%
36007,9.69%, 42.43%, 52.11%,-, 4.39%, 1.07%
36009,13.54%, 54.49%, 40.96%,-, 3.24%, 1.31%
36011,6.01%, 44.11%, 50.12%,-, 4.26%, 1.50%
36013,3.49%, 49.49%, 46.01%,-, 3.22%, 1.28%
36015,3.59%, 49.80%, 46.21%,-, 3.17%, 0.83%
36017,4.55%, 49.55%, 45.00%,-, 4.29%, 1.17%
36019,7.42%, 43.44%, 50.86%,-, 3.94%, 1.76%
36021,1.17%, 45.83%, 47.00%,-, 5.95%, 1.22%
36023,0.80%, 47.56%, 46.76%,-, 4.55%, 1.13%
36025,10.96%, 52.84%, 41.88%,-, 4.13%, 1.14%
36027,0.25%, 47.12%, 46.87%,-, 4.97%, 1.04%
36029,18.84%, 37.72%, 56.56%,-, 4.28%, 1.44%
36031,4.99%, 49.18%, 44.19%,-, 4.73%, 1.90%
36033,7.03%, 43.80%, 50.83%,-, 3.77%, 1.60%
36035,9.78%, 52.75%, 42.97%,-, 3.08%, 1.19%
36037,16.37%, 55.45%, 39.08%,-, 3.54%, 1.92%
36039,13.52%, 53.72%, 40.20%,-, 4.38%, 1.70%
36041,34.60%, 64.86%, 30.26%,-, 3.61%, 1.28%
36043,6.94%, 51.06%, 44.12%,-, 3.50%, 1.32%
36045,3.82%, 49.95%, 46.12%,-, 2.83%, 1.11%
36047,64.95%, 15.65%, 80.60%,-, 3.25%, 0.50%
36049,16.19%, 55.83%, 39.64%,-, 2.96%, 1.57%
36051,17.51%, 56.00%, 38.48%,-, 3.87%, 1.65%
36053,10.09%, 52.45%, 42.36%,-, 3.85%, 1.33%
36055,6.44%, 44.45%, 50.89%,-, 3.62%, 1.04%
36057,2.33%, 46.93%, 49.25%,-, 2.34%, 1.48%
36059,19.51%, 38.46%, 57.96%,-, 2.50%, 1.08%
36061,65.22%, 14.38%, 79.60%,-, 5.46%, 0.56%
36063,7.32%, 43.91%, 51.23%,-, 3.49%, 1.37%
36065,3.82%, 49.58%, 45.76%,-, 3.29%, 1.37%
36067,12.87%, 41.09%, 53.97%,-, 3.77%, 1.18%
36069,8.98%, 51.98%, 43.01%,-, 3.90%, 1.11%
36071,3.70%, 49.66%, 45.96%,-, 3.31%, 1.06%
36073,20.27%, 58.08%, 37.81%,-, 2.99%, 1.12%
36075,0.81%, 47.96%, 47.15%,-, 3.50%, 1.39%
36077,2.99%, 48.19%, 45.19%,-, 5.60%, 1.03%
36079,7.82%, 51.35%, 43.53%,-, 4.07%, 1.05%
36081,53.04%, 21.95%, 75.00%,-, 2.47%, 0.58%
36083,7.67%, 43.20%, 50.86%,-, 4.81%, 1.13%
36085,6.98%, 44.96%, 51.94%,-, 2.50%, 0.60%
36087,17.20%, 39.51%, 56.72%,-, 2.86%, 0.91%
36089,12.41%, 41.34%, 53.75%,-, 3.74%, 1.16%
36091,3.43%, 49.05%, 45.61%,-, 4.36%, 0.97%
36093,11.31%, 41.76%, 53.07%,-, 4.11%, 1.06%
36095,15.26%, 55.03%, 39.77%,-, 4.07%, 1.14%
36097,13.25%, 53.73%, 40.49%,-, 4.53%, 1.25%
36099,0.75%, 46.97%, 47.71%,-, 3.91%, 1.42%
36101,23.67%, 59.66%, 35.99%,-, 3.08%, 1.27%
36103,11.38%, 41.99%, 53.37%,-, 3.16%, 1.48%
36105,5.77%, 44.53%, 50.29%,-, 4.05%, 1.13%
36107,13.67%, 54.50%, 40.83%,-, 3.77%, 0.90%
36109,21.11%, 33.33%, 54.44%,-, 11.35%, 0.88%
36111,6.03%, 42.75%, 48.78%,-, 7.33%, 1.15%
36113,9.78%, 52.38%, 42.60%,-, 4.11%, 0.90%
36115,12.55%, 53.47%, 40.93%,-, 4.23%, 1.36%
36117,17.54%, 56.62%, 39.07%,-, 3.14%, 1.17%
36119,21.18%, 37.46%, 58.63%,-, 3.12%, 0.79%
36121,27.28%, 61.30%, 34.02%,-, 3.11%, 1.57%
36123,15.94%, 55.32%, 39.39%,-, 3.84%, 1.45%
37001,25.16%, 62.23%, 37.08%,-,-, 0.69%
37003,37.62%, 68.50%, 30.88%,-,-, 0.62%
37005,18.92%, 58.68%, 39.76%,-,-, 1.55%
37007,20.43%, 39.59%, 60.01%,-,-, 0.40%
37009,21.47%, 60.35%, 38.88%,-,-, 0.77%
37011,48.85%, 74.04%, 25.19%,-,-, 0.78%
37013,22.51%, 60.83%, 38.32%,-,-, 0.85%
37015,30.27%, 34.67%, 64.94%,-,-, 0.39%
37017,8.36%, 45.63%, 53.99%,-,-, 0.39%
37019,8.01%, 53.49%, 45.49%,-,-, 1.02%
37021,8.84%, 53.93%, 45.09%,-,-, 0.97%
37023,21.34%, 60.23%, 38.89%,-,-, 0.87%
37025,33.25%, 66.23%, 32.98%,-,-, 0.80%
37027,33.50%, 66.39%, 32.89%,-,-, 0.73%
37029,15.58%, 57.51%, 41.93%,-,-, 0.57%
37031,32.28%, 65.69%, 33.40%,-,-, 0.91%
37033,2.13%, 50.70%, 48.58%,-,-, 0.72%
37035,35.40%, 67.36%, 31.95%,-,-, 0.69%
37037,1.02%, 48.96%, 49.98%,-,-, 1.06%
37039,31.69%, 65.17%, 33.48%,-,-, 1.34%
37041,0.31%, 49.39%, 49.69%,-,-, 0.92%
37043,27.39%, 62.72%, 35.33%,-,-, 1.95%
37045,17.13%, 58.22%, 41.09%,-,-, 0.69%
37047,8.92%, 45.28%, 54.20%,-,-, 0.53%
37049,22.76%, 60.95%, 38.18%,-,-, 0.87%
37051,0.64%, 49.42%, 50.07%,-,-, 0.51%
37053,22.26%, 60.77%, 38.51%,-,-, 0.73%
37055,13.17%, 56.15%, 42.99%,-,-, 0.86%
37057,36.87%, 67.99%, 31.12%,-,-, 0.89%
37059,46.67%, 72.75%, 26.08%,-,-, 1.16%
37061,9.49%, 54.48%, 45.00%,-,-, 0.52%
37063,28.08%, 35.64%, 63.72%,-,-, 0.65%
37065,24.61%, 37.56%, 62.16%,-,-, 0.28%
37067,12.60%, 55.98%, 43.37%,-,-, 0.65%
37069,6.52%, 52.96%, 46.44%,-,-, 0.60%
37071,34.09%, 66.67%, 32.58%,-,-, 0.75%
37073,13.46%, 42.95%, 56.41%,-,-, 0.64%
37075,38.62%, 68.55%, 29.93%,-,-, 1.52%
37077,2.43%, 48.47%, 50.90%,-,-, 0.64%
37079,14.91%, 57.12%, 42.21%,-,-, 0.66%
37081,2.17%, 50.76%, 48.59%,-,-, 0.65%
37083,20.77%, 39.47%, 60.24%,-,-, 0.29%
37085,23.20%, 61.08%, 37.88%,-,-, 1.03%
37087,10.44%, 54.41%, 43.97%,-,-, 1.63%
37089,34.00%, 66.54%, 32.54%,-,-, 0.92%
37091,39.28%, 30.16%, 69.44%,-,-, 0.39%
37093,18.39%, 40.07%, 58.46%,-,-, 1.47%
37095,1.97%, 50.60%, 48.64%,-,-, 0.76%
37097,31.63%, 65.49%, 33.86%,-,-, 0.66%
37099,4.25%, 51.46%, 47.21%,-,-, 1.34%
37101,32.82%, 66.12%, 33.30%,-,-, 0.58%
37103,7.37%, 53.33%, 45.96%,-,-, 0.71%
37105,16.10%, 57.77%, 41.67%,-,-, 0.57%
37107,9.38%, 54.40%, 45.02%,-,-, 0.59%
37109,30.74%, 65.03%, 34.29%,-,-, 0.68%
37111,31.13%, 65.01%, 33.88%,-,-, 1.11%
37113,28.13%, 63.52%, 35.39%,-,-, 1.10%
37115,14.07%, 56.17%, 42.10%,-,-, 1.73%
37117,5.43%, 47.19%, 52.63%,-,-, 0.18%
37119,2.72%, 50.97%, 48.25%,-,-, 0.78%
37121,52.26%, 75.52%, 23.26%,-,-, 1.23%
37123,10.78%, 55.11%, 44.34%,-,-, 0.55%
37125,27.63%, 63.52%, 35.88%,-,-, 0.60%
37127,18.42%, 58.97%, 40.56%,-,-, 0.47%
37129,10.87%, 55.04%, 44.17%,-,-, 0.79%
37131,34.71%, 32.52%, 67.23%,-,-, 0.24%
37133,31.07%, 65.06%, 33.99%,-,-, 0.96%
37135,26.33%, 36.34%, 62.66%,-,-, 1.00%
37137,15.47%, 57.21%, 41.74%,-,-, 1.05%
37139,8.54%, 45.34%, 53.88%,-,-, 0.79%
37141,8.80%, 54.13%, 45.32%,-,-, 0.55%
37143,4.58%, 51.79%, 47.21%,-,-, 1.00%
37145,14.20%, 56.81%, 42.61%,-,-, 0.58%
37147,8.14%, 53.84%, 45.70%,-,-, 0.46%
37149,23.61%, 61.11%, 37.50%,-,-, 1.39%
37151,45.89%, 72.51%, 26.62%,-,-, 0.87%
37153,11.72%, 43.89%, 55.61%,-,-, 0.50%
37155,20.55%, 39.40%, 59.95%,-,-, 0.65%
37157,17.58%, 58.35%, 40.76%,-,-, 0.89%
37159,31.79%, 65.53%, 33.74%,-,-, 0.73%
37161,27.90%, 63.34%, 35.44%,-,-, 1.22%
37163,8.53%, 54.11%, 45.57%,-,-, 0.32%
37165,20.07%, 39.77%, 59.84%,-,-, 0.38%
37167,37.17%, 68.14%, 30.97%,-,-, 0.89%
37169,40.73%, 70.00%, 29.27%,-,-, 0.72%
37171,32.73%, 65.93%, 33.21%,-,-, 0.86%
37173,2.91%, 50.89%, 47.99%,-,-, 1.12%
37175,27.89%, 63.35%, 35.46%,-,-, 1.20%
37177,9.13%, 45.08%, 54.21%,-,-, 0.70%
37179,36.02%, 67.59%, 31.57%,-,-, 0.84%
37181,12.03%, 43.81%, 55.84%,-,-, 0.35%
37183,7.09%, 53.13%, 46.03%,-,-, 0.84%
37185,34.94%, 32.41%, 67.34%,-,-, 0.25%
37187,10.94%, 44.36%, 55.30%,-,-, 0.35%
37189,13.24%, 55.75%, 42.51%,-,-, 1.74%
37191,22.88%, 61.26%, 38.38%,-,-, 0.36%
37193,39.47%, 69.18%, 29.71%,-,-, 1.11%
37195,8.86%, 54.24%, 45.38%,-,-, 0.38%
37197,53.41%, 76.27%, 22.85%,-,-, 0.88%
37199,14.33%, 56.71%, 42.38%,-,-, 0.91%
38001,46.55%, 71.21%, 24.66%,-,-, 4.14%
38003,26.43%, 60.06%, 33.63%,-, 2.78%, 0.38%
38005,4.78%, 48.98%, 44.20%,-, 2.32%, 0.32%
38007,59.43%, 75.05%, 15.62%,-, 2.86%, 0.38%
38009,31.87%, 63.66%, 31.79%,-, 2.57%, 1.98%
38011,50.99%, 73.42%, 22.43%,-, 2.72%, 1.43%
38013,38.69%, 67.18%, 28.49%,-,-, 2.02%
38015,36.61%, 65.16%, 28.54%,-, 3.31%, 0.45%
38017,20.48%, 56.85%, 36.36%,-, 4.34%, 2.45%
38019,37.75%, 63.81%, 26.06%,-, 3.08%, 0.55%
38021,37.58%, 66.51%, 28.93%,-,-, 2.48%
38023,17.25%, 55.79%, 38.54%,-, 3.02%, 2.64%
38025,37.62%, 65.05%, 27.43%,-, 3.13%, 0.75%
38027,19.32%, 55.44%, 36.12%,-, 2.84%,-
38029,51.46%, 71.79%, 20.33%,-, 2.11%, 0.60%
38031,40.05%, 67.24%, 27.19%,-, 2.64%, 0.63%
38033,56.03%, 75.25%, 19.21%,-, 3.20%, 0.25%
38035,18.61%, 55.93%, 37.32%,-, 4.82%, 1.94%
38037,59.00%, 75.47%, 16.47%,-,-, 2.45%
38039,29.68%, 62.63%, 32.95%,-,-, 1.50%
38041,46.35%, 69.59%, 23.24%,-, 2.90%, 0.53%
38043,43.42%, 65.60%, 22.18%,-, 2.27%, 0.55%
38045,36.51%, 64.42%, 27.92%,-, 2.03%, 0.57%
38047,51.44%, 70.92%, 19.48%,-,-, 2.01%
38049,29.01%, 61.45%, 32.44%,-, 2.89%, 0.73%
38051,50.58%, 71.96%, 21.38%,-, 2.20%, 0.55%
38053,41.50%, 69.12%, 27.62%,-,-, 3.26%
38055,30.69%, 62.23%, 31.53%,-, 2.52%, 0.41%
38057,45.33%, 68.55%, 23.23%,-, 3.61%, 0.76%
38059,31.67%, 62.31%, 30.64%,-, 3.04%, 0.29%
38061,7.25%, 50.62%, 43.37%,-, 3.63%, 0.38%
38063,18.70%, 56.03%, 37.34%,-, 2.66%, 0.54%
38065,44.24%, 67.46%, 23.22%,-, 3.43%, 1.71%
38067,35.38%, 64.30%, 28.92%,-, 2.91%, 0.32%
38069,43.02%, 68.39%, 25.37%,-, 2.74%, 0.20%
38071,27.06%, 60.38%, 33.31%,-, 3.23%, 0.40%
38073,15.01%, 54.73%, 39.72%,-, 2.46%, 0.33%
38075,28.30%, 61.56%, 33.26%,-, 2.78%, 2.40%
38077,31.30%, 62.37%, 31.07%,-, 2.99%, 0.35%
38079,28.76%, 32.20%, 60.96%,-, 3.12%, 0.68%
38081,6.59%, 50.50%, 43.91%,-, 2.20%, 0.27%
38083,58.84%, 76.19%, 17.35%,-,-, 2.05%
38085,43.71%, 25.84%, 69.55%,-,-, 2.21%
38087,52.26%, 71.49%, 19.23%,-, 3.85%, 0.45%
38089,36.85%, 65.33%, 28.47%,-, 3.08%, 0.41%
38091,14.88%, 54.13%, 39.26%,-, 2.31%, 0.25%
38093,26.55%, 60.19%, 33.64%,-, 2.81%, 0.41%
38095,23.89%, 58.37%, 34.48%,-, 2.61%, 0.17%
38097,21.40%, 58.17%, 36.77%,-, 2.31%, 0.51%
38099,26.17%, 59.80%, 33.64%,-, 2.06%, 0.42%
38101,28.75%, 62.26%, 33.51%,-, 2.66%, 1.57%
38103,39.38%, 66.80%, 27.43%,-, 2.12%, 0.41%
38105,36.60%, 66.44%, 29.85%,-, 2.01%, 1.70%
39001,27.35%, 62.34%, 34.99%,-,-, 2.68%
39003,33.45%, 65.41%, 31.96%,-,-, 2.63%
39005,32.21%, 63.66%, 31.45%,-, 2.65%, 2.24%
39007,4.79%, 45.45%, 50.24%,-, 2.81%, 1.50%
39009,13.58%, 38.13%, 51.71%,-, 6.54%, 0.71%
39011,41.25%, 69.22%, 27.97%,-,-, 2.81%
39013,11.13%, 41.89%, 53.02%,-, 2.40%, 0.52%
39015,24.68%, 61.03%, 36.35%,-,-, 2.62%
39017,29.40%, 63.32%, 33.93%,-,-, 2.75%
39019,14.45%, 54.91%, 40.45%,-, 2.21%, 2.43%
39021,20.82%, 58.80%, 37.98%,-, 2.21%, 1.01%
39023,0.56%, 48.06%, 48.62%,-, 2.34%, 0.99%
39025,37.50%, 67.45%, 29.95%,-,-, 2.61%
39027,33.40%, 65.19%, 31.79%,-, 2.16%, 0.86%
39029,2.58%, 49.08%, 46.50%,-, 2.74%, 1.69%
39031,18.57%, 57.77%, 39.21%,-, 2.07%, 0.95%
39033,25.79%, 60.84%, 35.05%,-, 2.80%, 1.32%
39035,29.20%, 33.42%, 62.62%,-, 2.95%, 1.01%
39037,30.41%, 63.68%, 33.27%,-,-, 3.05%
39039,20.72%, 58.74%, 38.02%,-, 2.25%, 1.00%
39041,35.21%, 66.13%, 30.93%,-, 2.19%, 0.75%
39043,4.65%, 45.99%, 50.64%,-, 2.49%, 0.87%
39045,26.73%, 61.97%, 35.24%,-, 2.06%, 0.72%
39047,25.03%, 61.27%, 36.25%,-,-, 2.48%
39049,1.00%, 47.78%, 48.79%,-, 2.58%, 0.84%
39051,25.09%, 61.10%, 36.01%,-,-, 2.88%
39053,20.66%, 58.79%, 38.13%,-,-, 3.08%
39055,23.69%, 59.66%, 35.98%,-, 3.30%, 1.06%
39057,19.76%, 58.20%, 38.43%,-, 2.44%, 0.93%
39059,9.97%, 53.02%, 43.05%,-, 2.62%, 1.30%
39061,11.27%, 54.03%, 42.76%,-, 2.44%, 0.77%
39063,39.80%, 68.54%, 28.74%,-,-, 2.72%
39065,21.27%, 59.03%, 37.76%,-, 2.01%, 1.19%
39067,0.92%, 47.72%, 46.80%,-, 2.68%, 0.70%
39069,31.41%, 64.37%, 32.95%,-,-, 2.68%
39071,28.48%, 62.98%, 34.49%,-,-, 2.53%
39073,11.42%, 53.01%, 41.60%,-, 2.71%, 0.67%
39075,51.26%, 73.85%, 22.59%,-,-, 3.55%
39077,19.21%, 57.52%, 38.31%,-, 2.62%, 1.55%
39079,14.63%, 55.71%, 41.08%,-,-, 3.21%
39081,7.07%, 43.42%, 50.49%,-, 2.59%, 0.48%
39083,29.44%, 63.00%, 33.55%,-, 2.13%, 1.33%
39085,5.12%, 50.45%, 45.33%,-, 3.09%, 1.13%
39087,5.01%, 51.25%, 46.24%,-,-, 2.51%
39089,22.39%, 59.52%, 37.13%,-, 2.40%, 0.95%
39091,31.99%, 64.20%, 32.21%,-, 2.43%, 1.15%
39093,10.57%, 42.75%, 53.32%,-, 2.84%, 1.10%
39095,18.68%, 39.15%, 57.83%,-, 2.26%, 0.77%
39097,24.58%, 60.63%, 36.05%,-, 2.04%, 1.29%
39099,25.19%, 35.45%, 60.65%,-, 2.91%, 0.99%
39101,13.08%, 54.87%, 41.79%,-, 2.37%, 0.97%
39103,16.02%, 55.84%, 39.82%,-, 2.93%, 1.40%
39105,21.19%, 58.70%, 37.51%,-, 2.31%, 1.48%
39107,39.76%, 68.25%, 28.49%,-, 2.14%, 1.12%
39109,24.40%, 60.78%, 36.38%,-, 2.05%, 0.80%
39111,6.47%, 44.20%, 50.67%,-, 2.09%, 0.79%
39113,2.08%, 47.53%, 49.61%,-, 2.03%, 0.83%
39115,19.86%, 57.58%, 37.73%,-, 2.95%, 1.74%
39117,25.80%, 61.08%, 35.28%,-, 2.38%, 1.27%
39119,14.04%, 55.16%, 41.12%,-, 2.70%, 1.02%
39121,19.02%, 57.36%, 38.34%,-, 2.57%, 1.72%
39123,2.16%, 49.66%, 47.50%,-, 2.16%, 0.67%
39125,20.41%, 58.24%, 37.83%,-, 2.71%, 1.23%
39127,4.25%, 50.20%, 45.95%,-, 2.60%, 1.24%
39129,23.22%, 60.41%, 37.19%,-,-, 2.40%
39131,3.88%, 50.50%, 46.62%,-,-, 2.88%
39133,5.05%, 44.95%, 49.99%,-, 3.72%, 1.34%
39135,26.43%, 61.52%, 35.09%,-, 2.22%, 1.16%
39137,50.59%, 74.01%, 23.43%,-,-, 2.56%
39139,18.12%, 57.10%, 38.98%,-, 2.47%, 1.45%
39141,7.86%, 52.68%, 44.83%,-,-, 2.49%
39143,9.92%, 53.21%, 43.30%,-, 2.28%, 1.21%
39145,3.42%, 50.17%, 46.74%,-,-, 3.09%
39147,17.87%, 56.93%, 39.06%,-, 2.74%, 1.27%
39149,29.91%, 63.43%, 33.52%,-,-, 3.06%
39151,1.78%, 48.89%, 47.11%,-, 2.52%, 1.47%
39153,10.25%, 43.02%, 53.26%,-, 2.65%, 1.07%
39155,23.89%, 36.01%, 59.90%,-, 2.86%, 1.24%
39157,9.89%, 52.67%, 42.78%,-, 2.86%, 1.69%
39159,37.96%, 67.56%, 29.61%,-,-, 2.83%
39161,33.81%, 65.66%, 31.84%,-,-, 2.50%
39163,13.81%, 54.99%, 41.18%,-, 2.22%, 1.60%
39165,42.24%, 69.95%, 27.71%,-,-, 2.34%
39167,18.70%, 57.86%, 39.16%,-, 2.15%, 0.83%
39169,26.21%, 61.04%, 34.83%,-, 2.76%, 1.38%
39171,28.19%, 62.45%, 34.26%,-, 2.18%, 1.11%
39173,9.23%, 52.70%, 43.47%,-, 2.94%, 0.89%
39175,27.64%, 62.21%, 34.57%,-,-, 3.23%
40001,19.11%, 58.61%, 39.50%,-,-, 1.89%
40003,51.97%, 75.23%, 23.25%,-,-, 1.52%
40005,10.85%, 54.93%, 44.08%,-,-, 0.99%
40007,71.38%, 85.18%, 13.80%,-,-, 1.02%
40009,25.40%, 62.26%, 36.86%,-,-, 0.87%
40011,30.07%, 64.31%, 34.25%,-,-, 1.44%
40013,4.51%, 51.80%, 47.28%,-,-, 0.92%
40015,6.11%, 52.50%, 46.38%,-,-, 1.12%
40017,45.64%, 72.32%, 26.68%,-,-, 1.00%
40019,18.28%, 58.74%, 40.46%,-,-, 0.80%
40021,2.34%, 47.82%, 50.15%,-,-, 2.03%
40023,6.36%, 46.30%, 52.66%,-,-, 1.03%
40025,67.59%, 82.88%, 15.30%,-,-, 1.82%
40027,25.73%, 62.22%, 36.49%,-,-, 1.29%
40029,2.03%, 50.64%, 48.60%,-,-, 0.76%
40031,17.50%, 58.31%, 40.81%,-,-, 0.88%
40033,12.89%, 55.92%, 43.03%,-,-, 1.05%
40035,4.50%, 51.33%, 46.83%,-,-, 1.84%
40037,16.12%, 57.20%, 41.08%,-,-, 1.72%
40039,35.02%, 66.99%, 31.97%,-,-, 1.04%
40041,15.76%, 57.05%, 41.29%,-,-, 1.66%
40043,45.41%, 72.39%, 26.98%,-,-, 0.63%
40045,51.91%, 75.16%, 23.25%,-,-, 1.59%
40047,38.55%, 68.73%, 30.18%,-,-, 1.10%
40049,13.68%, 56.24%, 42.56%,-,-, 1.20%
40051,24.59%, 61.69%, 37.09%,-,-, 1.22%
40053,42.07%, 70.40%, 28.33%,-,-, 1.28%
40055,20.82%, 59.80%, 38.99%,-,-, 1.21%
40057,15.35%, 57.43%, 42.07%,-,-, 0.50%
40059,54.78%, 77.01%, 22.22%,-,-, 0.77%
40061,10.18%, 44.06%, 54.24%,-,-, 1.71%
40063,3.01%, 47.90%, 50.91%,-,-, 1.20%
40065,37.70%, 68.53%, 30.82%,-,-, 0.65%
40067,2.89%, 50.91%, 48.01%,-,-, 1.08%
40069,6.69%, 52.72%, 46.03%,-,-, 1.25%
40071,31.09%, 64.79%, 33.71%,-,-, 1.50%
40073,55.96%, 77.49%, 21.53%,-,-, 0.97%
40075,16.77%, 57.95%, 41.17%,-,-, 0.88%
40077,3.43%, 47.40%, 50.83%,-,-, 1.77%
40079,11.20%, 54.82%, 43.62%,-,-, 1.56%
40081,27.75%, 63.13%, 35.38%,-,-, 1.49%
40083,28.57%, 63.61%, 35.04%,-,-, 1.34%
40085,8.21%, 53.59%, 45.37%,-,-, 1.04%
40087,29.14%, 64.05%, 34.91%,-,-, 1.04%
40089,27.18%, 62.97%, 35.79%,-,-, 1.23%
40091,9.79%, 44.26%, 54.05%,-,-, 1.68%
40093,60.77%, 79.71%, 18.94%,-,-, 1.34%
40095,8.80%, 53.90%, 45.10%,-,-, 1.00%
40097,3.67%, 50.94%, 47.27%,-,-, 1.79%
40099,7.03%, 53.01%, 45.98%,-,-, 1.02%
40101,2.83%, 47.87%, 50.70%,-,-, 1.43%
40103,38.62%, 68.77%, 30.15%,-,-, 1.09%
40105,9.51%, 53.75%, 44.25%,-,-, 2.00%
40107,2.53%, 50.42%, 47.89%,-,-, 1.69%
40109,25.77%, 62.34%, 36.57%,-,-, 1.09%
40111,10.54%, 43.99%, 54.53%,-,-, 1.48%
40113,3.76%, 51.15%, 47.39%,-,-, 1.45%
40115,0.19%, 49.29%, 49.49%,-,-, 1.22%
40117,16.05%, 57.15%, 41.10%,-,-, 1.76%
40119,23.80%, 61.15%, 37.36%,-,-, 1.49%
40121,5.42%, 52.05%, 46.63%,-,-, 1.32%
40123,14.90%, 56.86%, 41.97%,-,-, 1.17%
40125,20.04%, 59.31%, 39.27%,-,-, 1.42%
40127,8.33%, 53.61%, 45.29%,-,-, 1.10%
40129,47.01%, 73.15%, 26.14%,-,-, 0.71%
40131,23.83%, 61.18%, 37.35%,-,-, 1.47%
40133,2.90%, 50.99%, 48.09%,-,-, 0.92%
40135,9.70%, 53.97%, 44.27%,-,-, 1.75%
40137,25.12%, 62.10%, 36.98%,-,-, 0.92%
40139,63.73%, 81.54%, 17.81%,-,-, 0.66%
40141,15.53%, 57.33%, 41.80%,-,-, 0.87%
40143,24.00%, 61.34%, 37.34%,-,-, 1.32%
40145,22.02%, 60.33%, 38.31%,-,-, 1.36%
40147,34.44%, 66.47%, 32.03%,-,-, 1.50%
40149,28.78%, 63.79%, 35.00%,-,-, 1.21%
40151,38.04%, 68.56%, 30.52%,-,-, 0.91%
40153,43.90%, 71.37%, 27.46%,-,-, 1.17%
41001,41.45%, 68.03%, 26.58%,-, 3.50%, 1.89%
41003,9.47%, 41.40%, 50.87%,-, 6.44%, 1.29%
41005,0.69%, 47.79%, 47.10%,-, 3.92%, 1.20%
41007,8.17%, 42.19%, 50.36%,-, 5.70%, 1.75%
41009,4.54%, 44.20%, 48.74%,-, 4.58%, 2.48%
41011,13.67%, 53.19%, 39.52%,-, 4.80%, 2.49%
41013,34.90%, 64.79%, 29.89%,-, 3.12%, 2.20%
