id,margin,willkie,roosevelt,other,hex_color
20119,24.48%, 61.13%, 36.65%, 0.23%,9b005d
20121,14.01%, 56.77%, 42.76%, 0.47%,90016d
20123,27.99%, 63.55%, 35.57%, 0.88%,a2025a
20125,15.83%, 57.68%, 41.85%, 0.48%,93016a
20127,24.16%, 61.64%, 37.48%, 0.88%,9d025f
20129,12.13%, 55.72%, 43.59%, 0.69%,8e016f
20131,31.68%, 65.64%, 33.96%, 0.41%,a70156
20133,19.37%, 59.43%, 40.06%, 0.51%,970166
20135,19.15%, 58.68%, 39.52%, 1.80%,950464
20137,41.92%, 70.28%, 28.36%, 1.36%,b30348
20139,21.89%, 60.52%, 38.63%, 0.85%,9a0262
20141,38.76%, 68.55%, 29.79%, 1.66%,ae044b
20143,15.13%, 57.06%, 41.93%, 1.02%,91026a
20145,2.46%, 50.77%, 48.31%, 0.92%,81027b
20147,39.94%, 69.49%, 29.55%, 0.96%,b1024b
20149,38.62%, 69.12%, 30.50%, 0.38%,b0004d
20151,1.02%, 49.94%, 48.92%, 1.14%,7f027c
20153,16.86%, 58.02%, 41.16%, 0.83%,930268
20155,8.21%, 53.64%, 45.43%, 0.94%,880273
20157,27.69%, 63.54%, 35.86%, 0.60%,a2015b
20159,13.64%, 56.49%, 42.85%, 0.66%,90016d
20161,38.15%, 68.59%, 30.44%, 0.97%,ae024d
20163,22.00%, 60.61%, 38.61%, 0.77%,9a0162
20165,20.14%, 59.84%, 39.69%, 0.47%,980165
20167,17.90%, 58.56%, 40.67%, 0.77%,950167
20169,10.02%, 54.69%, 44.67%, 0.63%,8b0171
20171,15.70%, 57.24%, 41.54%, 1.22%,910369
20173,3.08%, 48.05%, 51.13%, 0.82%,7a0282
20175,0.96%, 49.65%, 48.70%, 1.65%,7e047c
20177,10.37%, 54.96%, 44.59%, 0.45%,8c0171
20179,24.50%, 62.06%, 37.56%, 0.37%,9e005f
20181,5.65%, 52.16%, 46.51%, 1.33%,850376
20183,32.07%, 65.58%, 33.51%, 0.90%,a70255
20185,5.34%, 52.17%, 46.84%, 0.99%,850277
20187,11.13%, 54.62%, 43.50%, 1.88%,8b046e
20189,11.45%, 55.05%, 43.60%, 1.36%,8c036f
20191,4.70%, 51.86%, 47.16%, 0.98%,840278
20193,9.39%, 54.20%, 44.82%, 0.98%,8a0272
20195,15.80%, 57.59%, 41.79%, 0.62%,92016a
20197,48.00%, 73.64%, 25.64%, 0.72%,bb0141
20199,35.05%, 67.08%, 32.03%, 0.89%,ab0251
20201,47.21%, 73.29%, 26.08%, 0.63%,ba0142
20203,19.36%, 59.08%, 39.72%, 1.19%,960365
20205,29.59%, 64.42%, 34.83%, 0.76%,a40158
20207,30.48%, 64.87%, 34.39%, 0.74%,a50157
20209,15.14%, 42.24%, 57.38%, 0.38%,6b0092
21001,15.05%, 57.42%, 42.37%, 0.20%,92006c
21003,22.61%, 61.11%, 38.49%, 0.40%,9b0162
21005,33.72%, 33.01%, 66.73%, 0.27%,5400aa
21007,61.80%, 19.09%, 80.89%, 0.03%,3000ce
21009,20.35%, 39.76%, 60.11%, 0.14%,650099
21011,21.36%, 39.18%, 60.54%, 0.29%,63009a
21013,8.70%, 45.53%, 54.23%, 0.25%,74008a
21015,29.86%, 34.90%, 64.76%, 0.33%,5800a5
21017,22.81%, 38.57%, 61.38%, 0.06%,62009c
21019,14.75%, 42.41%, 57.16%, 0.43%,6c0191
21021,28.73%, 35.55%, 64.28%, 0.17%,5a00a3
21023,11.64%, 44.05%, 55.69%, 0.26%,70008e
21025,42.49%, 28.66%, 71.14%, 0.20%,4900b5
21027,0.58%, 49.43%, 50.01%, 0.56%,7e017f
21029,49.11%, 25.35%, 74.46%, 0.19%,4000bd
21031,36.94%, 68.40%, 31.47%, 0.13%,ae0050
21033,11.93%, 43.78%, 55.71%, 0.51%,6f018e
21035,73.11%, 13.38%, 86.49%, 0.13%,2200dc
21037,0.39%, 50.02%, 49.63%, 0.35%,7f007e
21039,64.84%, 17.37%, 82.21%, 0.42%,2c01d1
21041,56.60%, 21.55%, 78.15%, 0.29%,3600c7
21043,14.06%, 56.88%, 42.83%, 0.29%,91006d
21045,34.97%, 67.34%, 32.37%, 0.30%,ab0052
21047,8.48%, 45.69%, 54.17%, 0.13%,74008a
21049,29.94%, 34.87%, 64.82%, 0.31%,5800a5
21051,45.84%, 72.92%, 27.08%,-,b90045
21053,54.63%, 77.31%, 22.69%,-,c50039
21055,17.67%, 58.68%, 41.01%, 0.31%,950068
21057,48.72%, 74.30%, 25.58%, 0.12%,bd0041
21059,24.70%, 37.49%, 62.19%, 0.33%,5f009e
21061,31.95%, 65.81%, 33.86%, 0.33%,a70056
21063,52.10%, 23.95%, 76.05%,-,3d00c1
21065,5.50%, 52.66%, 47.16%, 0.18%,860078
21067,11.68%, 44.01%, 55.69%, 0.30%,70008e
21069,2.45%, 48.65%, 51.11%, 0.24%,7c0082
21071,42.07%, 28.97%, 71.03%,-,4900b5
21073,56.52%, 21.66%, 78.18%, 0.16%,3700c7
21075,63.78%, 18.01%, 81.79%, 0.20%,2d00d0
21077,49.59%, 25.10%, 74.70%, 0.20%,4000be
21079,0.32%, 49.75%, 50.07%, 0.19%,7e007f
21081,27.97%, 35.96%, 63.93%, 0.12%,5b00a3
21083,64.21%, 17.78%, 81.99%, 0.23%,2d00d1
21085,8.16%, 53.85%, 45.69%, 0.46%,890174
21087,11.18%, 55.39%, 44.21%, 0.40%,8d0170
21089,7.74%, 45.99%, 53.73%, 0.27%,750089
21091,3.11%, 51.52%, 48.41%, 0.07%,83007b
21093,33.39%, 33.16%, 66.54%, 0.30%,5400a9
21095,28.65%, 35.55%, 64.20%, 0.25%,5a00a3
21097,42.34%, 28.67%, 71.01%, 0.32%,4900b5
21099,6.73%, 46.56%, 53.29%, 0.15%,760087
21101,46.38%, 26.65%, 73.03%, 0.31%,4300ba
21103,45.36%, 27.12%, 72.47%, 0.41%,4501b8
21105,69.68%, 15.05%, 84.73%, 0.22%,2600d8
21107,38.16%, 30.80%, 68.96%, 0.24%,4e00af
21109,77.55%, 88.62%, 11.07%, 0.31%,e1001c
21111,17.78%, 40.97%, 58.75%, 0.28%,680095
21113,20.84%, 39.15%, 60.00%, 0.85%,630299
21115,24.71%, 62.29%, 37.58%, 0.12%,9e005f
21117,18.82%, 40.47%, 59.30%, 0.23%,670097
21119,70.77%, 14.62%, 85.38%,-,2500d9
21121,20.22%, 60.06%, 39.84%, 0.10%,990065
21123,30.52%, 34.62%, 65.14%, 0.24%,5800a6
21125,28.78%, 64.27%, 35.48%, 0.25%,a3005a
21127,1.97%, 48.86%, 50.83%, 0.30%,7c0081
21129,6.98%, 53.39%, 46.41%, 0.20%,880076
21131,67.99%, 83.96%, 15.97%, 0.08%,d60028
21133,16.01%, 41.90%, 57.92%, 0.18%,6a0093
21135,28.44%, 64.22%, 35.78%,-,a3005b
21137,8.36%, 45.56%, 53.91%, 0.53%,740189
21139,25.80%, 36.85%, 62.65%, 0.50%,5d019f
21141,48.98%, 25.46%, 74.44%, 0.10%,4000bd
21143,36.27%, 31.57%, 67.84%, 0.58%,5001ac
21145,52.80%, 23.43%, 76.23%, 0.34%,3b00c2
21147,43.44%, 71.62%, 28.18%, 0.20%,b60047
21149,22.89%, 38.44%, 61.33%, 0.23%,62009c
21151,5.63%, 46.91%, 52.54%, 0.54%,770185
21153,2.63%, 48.68%, 51.30%, 0.02%,7c0082
21155,32.66%, 33.49%, 66.15%, 0.36%,5500a8
21157,52.53%, 23.60%, 76.13%, 0.28%,3c00c2
21159,46.71%, 73.34%, 26.63%, 0.03%,bb0043
21161,8.40%, 45.63%, 54.03%, 0.33%,740089
21163,35.85%, 31.88%, 67.73%, 0.38%,5100ac
21165,39.30%, 30.20%, 69.50%, 0.30%,4d00b1
21167,32.19%, 33.73%, 65.92%, 0.35%,5600a8
21169,9.40%, 54.55%, 45.15%, 0.30%,8b0073
21171,40.89%, 70.33%, 29.44%, 0.23%,b3004b
21173,24.42%, 37.64%, 62.06%, 0.29%,5f009e
21175,46.65%, 26.67%, 73.33%,-,4400ba
21177,1.83%, 50.78%, 48.95%, 0.27%,81007c
21179,33.03%, 33.42%, 66.45%, 0.13%,5500a9
21181,27.41%, 36.08%, 63.50%, 0.42%,5c01a1
21183,8.80%, 54.25%, 45.45%, 0.29%,8a0073
21185,39.95%, 29.85%, 69.80%, 0.35%,4c00b1
21187,72.94%, 13.45%, 86.39%, 0.17%,2200dc
21189,63.72%, 81.81%, 18.10%, 0.09%,d0002e
21191,3.23%, 48.22%, 51.45%, 0.33%,7a0083
21193,18.67%, 40.59%, 59.26%, 0.16%,670097
21195,15.00%, 42.46%, 57.46%, 0.08%,6c0092
21197,12.20%, 43.57%, 55.77%, 0.66%,6f018e
21199,27.00%, 63.36%, 36.35%, 0.29%,a1005c
21201,17.75%, 40.88%, 58.63%, 0.50%,680195
21203,36.27%, 68.08%, 31.81%, 0.12%,ad0051
21205,8.25%, 45.85%, 54.10%, 0.05%,740089
21207,41.97%, 70.81%, 28.84%, 0.35%,b40049
21209,38.37%, 30.69%, 69.05%, 0.26%,4e00b0
21211,44.20%, 27.77%, 71.96%, 0.27%,4600b7
21213,49.76%, 25.02%, 74.78%, 0.20%,3f00be
21215,50.48%, 24.65%, 75.13%, 0.22%,3e00bf
21217,0.04%, 49.80%, 49.77%, 0.43%,7e017e
21219,39.67%, 29.97%, 69.64%, 0.40%,4c01b1
21221,31.65%, 34.05%, 65.70%, 0.25%,5600a7
21223,77.35%, 11.23%, 88.58%, 0.19%,1c00e1
21225,59.26%, 20.30%, 79.56%, 0.15%,3300ca
21227,28.59%, 35.55%, 64.14%, 0.31%,5a00a3
21229,5.02%, 47.47%, 52.49%, 0.04%,790085
21231,11.54%, 55.72%, 44.18%, 0.11%,8e0070
21233,33.06%, 33.33%, 66.40%, 0.27%,5400a9
21235,22.88%, 61.36%, 38.49%, 0.15%,9c0062
21237,36.24%, 31.88%, 68.12%,-,5100ad
21239,26.89%, 36.47%, 63.36%, 0.17%,5c00a1
22001,75.08%, 12.44%, 87.52%, 0.03%,1f00df
22003,80.69%, 9.65%, 90.35%,-,1800e6
22005,72.85%, 13.58%, 86.42%,-,2200dc
22007,41.80%, 29.10%, 70.90%,-,4a00b4
22009,92.78%, 3.61%, 96.39%,-,0900f5
22011,67.05%, 16.47%, 83.53%,-,2900d5
22013,77.66%, 11.15%, 88.82%, 0.03%,1c00e2
22015,82.93%, 8.23%, 91.17%, 0.60%,1401e8
22017,69.15%, 15.36%, 84.50%, 0.14%,2700d7
22019,66.06%, 16.91%, 82.96%, 0.13%,2b00d3
22021,67.98%, 16.01%, 83.99%,-,2800d6
22023,92.15%, 3.92%, 96.08%,-,0900f5
22025,83.72%, 8.14%, 91.86%,-,1400ea
22027,88.44%, 5.78%, 94.22%,-,0e00f0
22029,81.58%, 9.21%, 90.79%,-,1700e7
22031,86.31%, 6.84%, 93.16%,-,1100ed
22033,76.61%, 11.70%, 88.30%,-,1d00e1
22035,58.30%, 20.85%, 79.15%,-,3500c9
22037,73.18%, 13.41%, 86.59%,-,2200dc
22039,88.39%, 5.81%, 94.19%,-,0e00f0
22041,83.08%, 8.46%, 91.54%,-,1500e9
22043,83.22%, 8.39%, 91.61%,-,1500e9
22045,41.14%, 29.43%, 70.57%,-,4b00b3
22047,66.94%, 16.53%, 83.47%,-,2a00d4
22049,81.42%, 9.29%, 90.71%,-,1700e7
22051,78.92%, 10.54%, 89.46%,-,1a00e4
22053,41.20%, 29.40%, 70.60%,-,4a00b4
22055,54.73%, 22.64%, 77.36%,-,3900c5
22057,53.66%, 23.17%, 76.83%,-,3b00c3
22059,77.20%, 11.18%, 88.38%, 0.43%,1c01e1
22061,73.73%, 13.14%, 86.86%,-,2100dd
22063,84.36%, 7.82%, 92.18%,-,1300eb
22065,69.64%, 15.18%, 84.82%,-,2600d8
22067,83.18%, 8.41%, 91.59%,-,1500e9
22069,69.65%, 15.17%, 84.83%,-,2600d8
22071,71.28%, 14.35%, 85.63%, 0.02%,2400da
22073,69.87%, 15.07%, 84.93%,-,2600d8
22075,81.31%, 9.34%, 90.66%,-,1700e7
22077,76.74%, 11.63%, 88.37%,-,1d00e1
22079,82.57%, 8.72%, 91.28%,-,1600e8
22081,78.24%, 10.88%, 89.12%,-,1b00e3
22083,77.26%, 11.37%, 88.63%,-,1c00e2
22085,67.46%, 16.27%, 83.73%,-,2900d5
22087,87.95%, 6.03%, 93.97%,-,0f00ef
22089,82.03%, 8.98%, 91.02%,-,1600e8
22091,85.28%, 7.36%, 92.64%,-,1200ec
22093,48.60%, 25.70%, 74.30%,-,4100bd
22095,61.41%, 19.30%, 80.70%,-,3100cd
22097,83.78%, 8.11%, 91.89%,-,1400ea
22099,68.76%, 15.62%, 84.38%,-,2700d7
22101,66.60%, 16.70%, 83.30%,-,2a00d4
22103,74.02%, 12.99%, 87.01%,-,2100dd
22105,64.23%, 17.87%, 82.09%, 0.04%,2d00d1
22107,81.94%, 9.03%, 90.97%,-,1700e7
22109,68.52%, 15.74%, 84.26%,-,2800d6
22111,76.91%, 11.55%, 88.45%,-,1d00e1
22113,30.94%, 34.53%, 65.47%,-,5800a6
22115,83.41%, 8.29%, 91.71%,-,1500e9
22117,90.15%, 4.92%, 95.08%,-,0c00f2
22119,83.76%, 8.07%, 91.83%, 0.10%,1400ea
22121,78.73%, 10.63%, 89.37%,-,1b00e3
22123,67.65%, 16.18%, 83.82%,-,2900d5
22125,66.58%, 16.71%, 83.29%,-,2a00d4
22127,73.96%, 13.02%, 86.98%,-,2100dd
23001,29.89%, 34.99%, 64.88%, 0.13%,5900a5
23003,16.85%, 58.34%, 41.49%, 0.16%,940069
23005,5.08%, 52.47%, 47.39%, 0.13%,850078
23007,17.02%, 58.47%, 41.44%, 0.09%,950069
23009,32.83%, 66.36%, 33.54%, 0.10%,a90055
23011,3.20%, 48.36%, 51.56%, 0.09%,7b0083
23013,21.71%, 60.76%, 39.05%, 0.19%,9a0063
23015,36.91%, 68.42%, 31.51%, 0.07%,ae0050
23017,7.13%, 53.49%, 46.36%, 0.15%,880076
23019,11.70%, 55.79%, 44.09%, 0.12%,8e0070
23021,4.20%, 52.05%, 47.85%, 0.10%,84007a
23023,13.24%, 43.30%, 56.54%, 0.16%,6e0090
23025,7.04%, 53.42%, 46.38%, 0.20%,880076
23027,23.29%, 61.56%, 38.27%, 0.17%,9c0061
23029,12.53%, 43.65%, 56.18%, 0.17%,6f008f
23031,14.74%, 42.59%, 57.33%, 0.08%,6c0092
24001,10.92%, 44.26%, 55.18%, 0.56%,70018c
24003,17.46%, 41.08%, 58.54%, 0.38%,680095
24005,6.48%, 46.60%, 53.08%, 0.33%,760087
24009,1.93%, 48.68%, 50.61%, 0.71%,7c0181
24011,3.08%, 48.23%, 51.30%, 0.47%,7a0182
24013,17.40%, 58.54%, 41.14%, 0.32%,950068
24015,15.96%, 41.75%, 57.71%, 0.54%,6a0193
24017,0.44%, 49.71%, 49.27%, 1.02%,7e027d
24019,21.08%, 39.03%, 60.11%, 0.86%,630299
24021,3.53%, 48.02%, 51.55%, 0.43%,7a0183
24023,21.88%, 60.68%, 38.80%, 0.53%,9a0162
24025,8.30%, 53.91%, 45.61%, 0.49%,890174
24027,12.38%, 43.60%, 55.98%, 0.42%,6f018e
24029,6.60%, 46.45%, 53.05%, 0.49%,760187
24031,4.56%, 46.85%, 51.41%, 1.74%,770483
24033,26.93%, 36.28%, 63.21%, 0.52%,5c01a1
24035,17.52%, 40.94%, 58.46%, 0.60%,680195
24037,10.74%, 44.21%, 54.95%, 0.85%,70028c
24039,4.74%, 47.13%, 51.87%, 1.00%,780284
24041,8.38%, 53.89%, 45.51%, 0.60%,890174
24043,12.16%, 43.76%, 55.91%, 0.33%,6f008e
24045,20.45%, 39.47%, 59.92%, 0.61%,640198
24047,3.83%, 47.46%, 51.29%, 1.26%,790382
24510,27.64%, 35.56%, 63.20%, 1.24%,5a03a1
25001,40.34%, 69.87%, 29.53%, 0.60%,b2014b
25003,11.29%, 44.11%, 55.40%, 0.49%,70018d
25005,23.63%, 37.97%, 61.60%, 0.43%,60019d
25007,23.56%, 61.54%, 37.98%, 0.49%,9c0160
25009,4.05%, 47.65%, 51.69%, 0.66%,790183
25011,19.66%, 59.58%, 39.92%, 0.50%,970165
25013,16.13%, 41.67%, 57.80%, 0.53%,6a0193
25015,6.44%, 46.42%, 52.86%, 0.71%,760186
25017,5.18%, 52.36%, 47.18%, 0.46%,850178
25019,23.74%, 61.63%, 37.89%, 0.49%,9d0160
25021,17.99%, 58.74%, 40.75%, 0.50%,950167
25023,16.91%, 58.15%, 41.24%, 0.61%,940169
25025,27.24%, 36.07%, 63.32%, 0.61%,5b01a1
25027,13.70%, 42.92%, 56.62%, 0.47%,6d0190
26001,32.03%, 65.89%, 33.87%, 0.24%,a80056
26003,28.98%, 34.84%, 63.83%, 1.33%,5803a2
26005,39.13%, 69.40%, 30.27%, 0.34%,b0004d
26007,14.53%, 57.19%, 42.66%, 0.15%,91006c
26009,33.60%, 66.48%, 32.88%, 0.64%,a90153
26011,20.86%, 60.23%, 39.37%, 0.39%,990064
26013,7.66%, 53.48%, 45.82%, 0.70%,880174
26015,37.72%, 68.55%, 30.83%, 0.62%,ae014e
26017,0.96%, 49.41%, 50.37%, 0.23%,7d0080
26019,23.67%, 61.62%, 37.95%, 0.42%,9d0160
26021,14.56%, 57.02%, 42.46%, 0.52%,91016c
26023,26.20%, 62.90%, 36.71%, 0.39%,a0005d
26025,7.27%, 53.27%, 46.00%, 0.73%,870175
26027,22.44%, 60.95%, 38.52%, 0.53%,9b0162
26029,23.69%, 61.40%, 37.71%, 0.89%,9c0260
26031,12.11%, 55.89%, 43.78%, 0.32%,8e006f
26033,3.33%, 51.54%, 48.21%, 0.26%,83007a
26035,40.16%, 69.86%, 29.70%, 0.44%,b2014b
26037,50.23%, 75.00%, 24.77%, 0.23%,bf003f
26039,5.78%, 52.53%, 46.75%, 0.72%,850177
26041,17.11%, 41.18%, 58.29%, 0.54%,690194
26043,10.06%, 44.65%, 54.71%, 0.64%,71018b
26045,27.06%, 63.26%, 36.20%, 0.55%,a1015c
26047,19.59%, 59.62%, 40.04%, 0.34%,980066
26049,13.22%, 43.12%, 56.34%, 0.55%,6d018f
26051,35.78%, 67.78%, 32.00%, 0.22%,ac0051
26053,16.99%, 40.87%, 57.86%, 1.26%,680393
26055,28.87%, 64.27%, 35.39%, 0.34%,a3005a
26057,38.53%, 69.01%, 30.48%, 0.52%,af014d
26059,45.05%, 72.25%, 27.20%, 0.55%,b80145
26061,0.98%, 50.31%, 49.33%, 0.37%,80007d
26063,59.71%, 79.73%, 20.02%, 0.26%,cb0033
26065,14.27%, 56.75%, 42.48%, 0.77%,90016c
26067,27.09%, 63.28%, 36.20%, 0.52%,a1015c
26069,31.40%, 65.46%, 34.07%, 0.47%,a60156
26071,0.43%, 49.33%, 49.77%, 0.90%,7d027e
26073,42.37%, 70.96%, 28.59%, 0.44%,b40148
26075,23.50%, 61.49%, 37.98%, 0.53%,9c0160
26077,18.03%, 58.68%, 40.65%, 0.67%,950167
26079,23.18%, 61.27%, 38.09%, 0.64%,9c0161
26081,4.83%, 52.05%, 47.22%, 0.73%,840178
26083,5.49%, 52.43%, 46.94%, 0.63%,850177
26085,13.75%, 56.63%, 42.89%, 0.48%,90016d
26087,39.98%, 69.85%, 29.87%, 0.28%,b2004c
26089,32.48%, 66.09%, 33.61%, 0.30%,a80055
26091,40.68%, 70.19%, 29.51%, 0.29%,b2004b
26093,36.83%, 68.25%, 31.42%, 0.33%,ae0050
26095,18.07%, 58.92%, 40.85%, 0.23%,960068
26097,11.03%, 55.38%, 44.35%, 0.28%,8d0071
26099,8.08%, 45.70%, 53.78%, 0.52%,740189
26101,4.36%, 52.07%, 47.71%, 0.22%,840079
26103,17.38%, 41.10%, 58.48%, 0.43%,680195
26105,11.85%, 55.62%, 43.77%, 0.60%,8d016f
26107,37.59%, 68.65%, 31.06%, 0.29%,af004f
26109,2.84%, 48.26%, 51.10%, 0.64%,7b0182
26111,23.97%, 61.72%, 37.75%, 0.53%,9d0160
26113,34.66%, 66.83%, 32.17%, 0.99%,aa0252
26115,13.15%, 56.45%, 43.30%, 0.25%,8f006e
26117,29.64%, 64.39%, 34.74%, 0.87%,a40258
26119,21.41%, 60.48%, 39.06%, 0.46%,9a0163
26121,12.49%, 43.45%, 55.94%, 0.61%,6e018e
26123,33.46%, 66.52%, 33.06%, 0.42%,a90154
26125,2.05%, 50.71%, 48.67%, 0.62%,81017c
26127,21.74%, 60.57%, 38.83%, 0.60%,9a0163
26129,31.27%, 65.45%, 34.18%, 0.37%,a60057
26131,3.65%, 47.09%, 50.74%, 2.17%,780581
26133,45.98%, 72.85%, 26.86%, 0.29%,b90044
26135,23.49%, 61.60%, 38.12%, 0.28%,9d0061
26137,9.44%, 54.56%, 45.12%, 0.32%,8b0073
26139,25.46%, 62.39%, 36.93%, 0.69%,9f015e
26141,0.83%, 49.46%, 50.29%, 0.25%,7e0080
26143,29.32%, 64.21%, 34.89%, 0.90%,a30258
26145,9.15%, 54.35%, 45.20%, 0.44%,8a0173
26147,20.58%, 60.16%, 39.58%, 0.26%,990064
26149,32.95%, 66.32%, 33.38%, 0.30%,a90055
26151,64.61%, 82.13%, 17.52%, 0.34%,d1002c
26153,7.31%, 46.22%, 53.53%, 0.25%,750088
26155,27.01%, 63.24%, 36.24%, 0.52%,a1015c
26157,51.23%, 75.45%, 24.22%, 0.33%,c0003d
26159,34.38%, 66.90%, 32.52%, 0.58%,aa0152
26161,29.25%, 64.25%, 35.00%, 0.75%,a30159
26163,23.89%, 37.67%, 61.56%, 0.76%,60019c
26165,18.77%, 59.00%, 40.23%, 0.78%,960166
27001,1.79%, 50.12%, 48.33%, 1.55%,7f037b
27003,12.13%, 43.53%, 55.66%, 0.81%,6f028d
27005,19.79%, 39.68%, 59.47%, 0.85%,650297
27007,32.90%, 32.77%, 65.68%, 1.55%,5303a7
27009,11.96%, 55.76%, 43.79%, 0.45%,8e016f
27011,13.21%, 42.95%, 56.16%, 0.89%,6d028f
27013,24.14%, 61.87%, 37.73%, 0.40%,9d0160
27015,34.11%, 66.66%, 32.55%, 0.80%,a90253
27017,35.23%, 31.87%, 67.09%, 1.04%,5102ab
27019,57.51%, 78.62%, 21.11%, 0.26%,c80035
27021,3.55%, 47.92%, 51.47%, 0.61%,7a0183
27023,9.02%, 45.05%, 54.07%, 0.87%,720289
27025,12.91%, 55.97%, 43.06%, 0.97%,8e026d
27027,17.09%, 41.23%, 58.32%, 0.44%,690194
27029,41.36%, 28.94%, 70.31%, 0.75%,4901b3
27031,0.95%, 49.27%, 50.22%, 0.51%,7d0180
27033,17.05%, 58.28%, 41.23%, 0.50%,940169
27035,10.77%, 44.02%, 54.79%, 1.20%,70038b
27037,5.57%, 47.00%, 52.57%, 0.43%,770186
27039,16.00%, 57.90%, 41.90%, 0.20%,93006a
27041,1.57%, 50.53%, 48.95%, 0.52%,80017c
27043,24.77%, 62.13%, 37.36%, 0.51%,9e015f
27045,34.29%, 66.98%, 32.69%, 0.33%,aa0053
27047,1.89%, 48.85%, 50.75%, 0.40%,7c0181
27049,16.73%, 58.09%, 41.36%, 0.55%,940169
27051,3.19%, 51.28%, 48.09%, 0.63%,82017a
27053,8.21%, 45.48%, 53.69%, 0.82%,730288
27055,39.50%, 69.48%, 29.98%, 0.53%,b1014c
27057,8.55%, 54.00%, 45.45%, 0.55%,890173
27059,0.69%, 48.82%, 49.51%, 1.68%,7c047e
27061,30.83%, 34.06%, 64.89%, 1.04%,5602a5
27063,9.06%, 45.27%, 54.33%, 0.40%,73018a
27065,2.77%, 50.85%, 48.07%, 1.08%,81027a
27067,25.34%, 36.94%, 62.28%, 0.78%,5e019e
27069,42.14%, 28.55%, 70.69%, 0.76%,4801b4
27071,42.49%, 28.49%, 70.98%, 0.53%,4801b4
27073,9.87%, 54.73%, 44.86%, 0.40%,8b0172
27075,48.67%, 24.99%, 73.67%, 1.34%,3f03bb
27077,31.17%, 33.62%, 64.79%, 1.58%,5504a5
27079,19.25%, 59.52%, 40.27%, 0.21%,970066
27081,6.60%, 46.36%, 52.95%, 0.69%,760187
27083,9.70%, 44.96%, 54.66%, 0.38%,72008b
27085,38.11%, 68.73%, 30.62%, 0.66%,af014e
27087,29.26%, 35.14%, 64.40%, 0.46%,5901a4
27089,29.97%, 34.70%, 64.67%, 0.63%,5801a4
27091,19.77%, 59.79%, 40.02%, 0.20%,980066
27093,16.24%, 57.86%, 41.62%, 0.52%,93016a
27095,2.24%, 48.37%, 50.61%, 1.02%,7b0281
27097,5.40%, 52.43%, 47.04%, 0.53%,850177
27099,5.38%, 47.11%, 52.49%, 0.39%,780085
27101,2.53%, 48.46%, 51.00%, 0.54%,7b0182
27103,24.44%, 62.01%, 37.57%, 0.41%,9e015f
27105,13.08%, 56.34%, 43.26%, 0.40%,8f016e
27107,26.28%, 36.53%, 62.81%, 0.66%,5d01a0
27109,4.01%, 51.83%, 47.82%, 0.35%,840079
27111,27.89%, 63.51%, 35.62%, 0.86%,a1025a
27113,34.74%, 31.79%, 66.53%, 1.68%,5104a9
27115,12.15%, 43.10%, 55.25%, 1.65%,6d048c
27117,17.68%, 58.59%, 40.91%, 0.50%,950168
27119,34.11%, 32.53%, 66.64%, 0.83%,5202a9
27121,7.57%, 46.06%, 53.63%, 0.31%,750088
27123,15.85%, 41.32%, 57.17%, 1.51%,690391
27125,39.35%, 30.05%, 69.40%, 0.55%,4c01b0
27127,25.23%, 62.41%, 37.18%, 0.41%,9f015e
27129,14.83%, 57.15%, 42.32%, 0.53%,91016b
27131,26.84%, 63.25%, 36.40%, 0.35%,a1005c
27133,19.41%, 59.46%, 40.05%, 0.48%,970166
27135,41.79%, 28.25%, 70.05%, 1.70%,4804b2
27137,35.45%, 31.42%, 66.87%, 1.72%,5004aa
27139,18.56%, 59.13%, 40.57%, 0.29%,960067
27141,21.78%, 60.64%, 38.86%, 0.50%,9a0163
27143,47.15%, 73.32%, 26.17%, 0.51%,ba0142
27145,26.43%, 63.01%, 36.58%, 0.40%,a0015d
27147,20.10%, 59.97%, 39.87%, 0.15%,980065
27149,12.92%, 56.30%, 43.38%, 0.32%,8f006e
27151,16.02%, 41.59%, 57.61%, 0.80%,6a0292
27153,16.02%, 57.73%, 41.71%, 0.56%,93016a
27155,18.64%, 40.50%, 59.14%, 0.37%,670096
27157,36.05%, 67.95%, 31.90%, 0.16%,ad0051
27159,9.23%, 54.27%, 45.04%, 0.69%,8a0172
27161,25.54%, 62.60%, 37.06%, 0.35%,9f005e
27163,3.23%, 51.41%, 48.18%, 0.41%,83017a
27165,11.05%, 55.30%, 44.25%, 0.45%,8d0170
27167,2.57%, 48.65%, 51.21%, 0.14%,7c0082
27169,14.28%, 56.83%, 42.55%, 0.62%,90016c
27171,34.77%, 67.04%, 32.26%, 0.70%,aa0152
27173,2.29%, 50.89%, 48.61%, 0.50%,81017b
28001,83.64%, 8.15%, 91.80%, 0.05%,1400ea
28003,91.30%, 4.34%, 95.63%, 0.03%,0b00f3
28005,91.46%, 4.27%, 95.73%,-,0a00f4
28007,93.68%, 2.97%, 96.65%, 0.38%,0700f6
28009,94.99%, 2.50%, 97.50%,-,0600f8
28011,85.38%, 7.29%, 92.68%, 0.03%,1200ec
28013,92.72%, 3.64%, 96.36%,-,0900f5
28015,94.74%, 2.63%, 97.37%,-,0600f8
28017,93.58%, 3.18%, 96.76%, 0.05%,0800f6
28019,89.67%, 5.16%, 94.84%,-,0d00f1
28021,90.50%, 4.11%, 94.61%, 1.28%,0a03f1
28023,95.21%, 2.40%, 97.60%,-,0600f8
