id,margin,dewey,truman,other
47065,21.64%,34.56%,56.21%,9.23%
47067,57.24%,77.38%,20.15%,2.47%
47069,7.42%,9.61%,48.76%,41.63%
47071,15.53%,54.29%,38.75%,6.96%
47073,27.81%,62.50%,34.70%,2.80%
47075,5.59%,6.95%,49.32%,43.73%
47077,30.83%,62.53%,31.70%,5.77%
47079,62.86%,14.13%,76.99%,8.88%
47081,57.75%,16.61%,74.36%,9.03%
47083,65.77%,13.88%,79.66%,6.46%
47085,34.82%,15.85%,59.24%,24.91%
47087,44.17%,24.51%,68.68%,6.81%
47089,51.73%,74.12%,22.39%,3.49%
47091,68.09%,82.98%,14.89%,2.13%
47093,13.08%,53.77%,40.68%,5.55%
47095,23.37%,11.92%,55.46%,32.62%
47097,39.93%,7.68%,65.89%,26.43%
47099,11.20%,42.24%,53.43%,4.33%
47101,46.88%,23.29%,70.17%,6.54%
47103,54.09%,8.83%,72.63%,18.54%
47105,20.64%,57.70%,37.05%,5.25%
47107,18.48%,57.84%,39.36%,2.80%
47109,2.48%,48.10%,45.62%,6.28%
47111,38.65%,68.05%,29.40%,2.55%
47113,23.74%,18.68%,52.48%,28.84%
47115,18.27%,38.91%,57.17%,3.92%
47117,55.13%,12.04%,71.22%,16.74%
47119,19.77%,15.88%,51.57%,32.55%
47121,2.52%,47.04%,49.56%,3.40%
47123,4.66%,51.75%,47.08%,1.17%
47125,59.13%,14.34%,73.47%,12.19%
47127,38.15%,12.27%,62.94%,24.79%
47129,2.27%,50.89%,48.62%,0.49%
47131,61.69%,13.91%,75.59%,10.50%
47133,31.60%,31.57%,63.17%,5.26%
47135,42.16%,26.26%,68.42%,5.32%
47137,19.69%,59.08%,39.39%,1.53%
47139,3.91%,51.14%,47.22%,1.64%
47141,22.56%,33.77%,56.33%,9.90%
47143,4.34%,50.04%,45.70%,4.26%
47145,16.09%,55.98%,39.89%,4.13%
47147,64.12%,9.53%,77.14%,13.33%
47149,51.56%,14.05%,68.30%,17.65%
47151,34.52%,66.67%,32.14%,1.19%
47153,35.47%,30.59%,66.06%,3.35%
47155,70.11%,84.11%,13.99%,1.90%
47157,3.90%,22.35%,36.60%,41.05%
47159,35.04%,27.33%,62.38%,10.29%
47161,67.65%,13.73%,81.38%,4.89%
47163,4.25%,46.19%,50.44%,3.37%
47165,57.83%,15.84%,73.67%,10.49%
47167,35.72%,4.46%,65.50%,30.04%
47169,73.56%,8.46%,82.51%,9.03%
47171,37.85%,67.35%,29.50%,3.15%
47173,50.56%,74.35%,23.79%,1.86%
47175,34.56%,30.47%,65.03%,4.50%
47177,48.43%,18.08%,66.51%,15.41%
47179,26.24%,61.04%,34.80%,4.16%
47181,39.73%,68.38%,28.65%,2.97%
47183,36.96%,27.06%,64.02%,8.92%
47185,40.42%,23.68%,64.09%,12.23%
47187,33.95%,14.40%,59.41%,26.19%
47189,48.50%,18.17%,66.67%,15.16%
48001,39.30%,23.07%,62.37%,14.56%
48003,74.71%,10.55%,85.27%,4.18%
48005,53.27%,15.78%,69.05%,15.17%
48007,26.72%,34.31%,61.02%,4.67%
48009,75.90%,10.30%,86.20%,3.50%
48011,72.18%,11.89%,84.07%,4.04%
48013,43.59%,25.77%,69.36%,4.87%
48015,0.28%,43.98%,43.70%,12.32%
48017,60.67%,16.12%,76.79%,7.09%
48019,11.04%,50.35%,39.31%,10.34%
48021,64.10%,13.69%,77.79%,8.52%
48023,84.79%,6.03%,90.81%,3.16%
48025,26.96%,33.74%,60.70%,5.56%
48027,71.10%,11.73%,82.83%,5.44%
48029,14.74%,39.53%,54.27%,6.20%
48031,32.25%,31.68%,63.93%,4.39%
48033,79.40%,7.73%,87.12%,5.15%
48035,60.96%,16.95%,77.91%,5.14%
48037,47.68%,11.22%,67.95%,20.83%
48039,31.69%,25.51%,57.19%,17.30%
48041,34.83%,27.72%,62.55%,9.73%
48043,46.83%,23.27%,70.10%,6.63%
48045,75.46%,10.29%,85.75%,3.96%
48047,63.34%,16.93%,80.27%,2.80%
48049,61.53%,16.53%,78.06%,5.41%
48051,74.40%,9.86%,84.26%,5.88%
48053,71.77%,12.35%,84.12%,3.53%
48055,59.98%,17.23%,77.21%,5.56%
48057,23.59%,33.59%,57.18%,9.23%
48059,71.73%,11.67%,83.40%,4.93%
48061,17.62%,39.54%,57.15%,3.31%
48063,36.16%,12.10%,62.03%,25.87%
48065,50.63%,23.55%,74.17%,2.28%
48067,42.63%,11.72%,65.14%,23.14%
48069,70.52%,13.76%,84.28%,1.96%
48071,34.84%,21.70%,56.54%,21.76%
48073,40.05%,24.01%,64.07%,11.92%
48075,76.47%,9.75%,86.22%,4.03%
48077,69.65%,12.85%,82.50%,4.65%
48079,71.84%,10.03%,81.87%,8.10%
48081,83.73%,6.45%,90.18%,3.37%
48083,62.70%,15.89%,78.59%,5.52%
48085,60.15%,15.93%,76.08%,7.99%
48087,75.68%,9.48%,85.16%,5.36%
48089,12.23%,28.53%,41.71%,29.76%
48091,17.57%,56.99%,39.43%,3.58%
48093,71.53%,11.64%,83.17%,5.19%
48095,72.96%,12.93%,85.88%,1.19%
48097,40.73%,23.76%,64.48%,11.76%
48099,73.89%,11.23%,85.11%,3.66%
48101,83.69%,7.02%,90.71%,2.27%
48103,80.56%,7.60%,88.17%,4.23%
48105,50.09%,23.30%,73.39%,3.31%
48107,75.54%,8.12%,83.66%,8.22%
48109,67.32%,12.42%,79.74%,7.84%
48111,56.87%,20.54%,77.41%,2.05%
48113,12.51%,37.80%,50.31%,11.89%
48115,70.42%,12.51%,82.94%,4.55%
48117,46.00%,25.61%,71.61%,2.78%
48119,75.89%,7.68%,83.89%,8.43%
48121,43.41%,22.02%,65.42%,12.56%
48123,5.37%,44.20%,49.57%,6.23%
48125,81.00%,6.76%,87.76%,5.48%
48127,36.34%,29.14%,65.48%,5.38%
48129,66.84%,14.24%,81.09%,4.67%
48131,93.34%,3.18%,96.52%,0.30%
48133,59.17%,17.66%,76.83%,5.51%
48135,55.50%,20.11%,75.61%,4.28%
48137,26.72%,34.32%,61.04%,4.64%
48139,61.80%,13.76%,75.56%,10.68%
48141,45.68%,25.85%,71.53%,2.62%
48143,64.32%,14.94%,79.26%,5.80%
48145,67.31%,12.94%,80.25%,6.81%
48147,78.97%,7.83%,86.79%,5.38%
48149,25.84%,32.79%,58.63%,8.58%
48151,83.76%,6.52%,90.28%,3.20%
48153,68.98%,12.97%,81.94%,5.09%
48155,75.46%,10.27%,85.73%,4.00%
48157,28.84%,28.12%,56.96%,14.92%
48159,71.38%,9.56%,80.94%,9.50%
48161,55.17%,14.24%,70.12%,15.64%
48163,41.24%,25.73%,66.96%,7.31%
48165,70.12%,11.54%,81.66%,6.80%
48167,40.62%,25.85%,66.47%,7.68%
48169,61.71%,15.86%,77.57%,6.57%
48171,62.94%,80.31%,17.37%,2.32%
48173,42.81%,24.82%,67.63%,7.55%
48175,0.39%,43.48%,43.86%,12.66%
48177,54.07%,18.51%,72.58%,8.91%
48179,36.96%,27.98%,64.94%,7.08%
48181,62.32%,15.37%,77.69%,6.94%
48183,20.70%,23.45%,48.31%,28.24%
48185,24.71%,19.53%,52.38%,28.09%
48187,7.80%,50.98%,43.17%,5.85%
48189,56.16%,19.08%,75.24%,5.68%
48191,81.99%,7.32%,89.31%,3.37%
48193,53.31%,20.44%,73.75%,5.81%
48195,61.08%,18.26%,79.34%,2.40%
48197,72.27%,11.44%,83.70%,4.86%
48199,53.83%,6.44%,73.38%,20.18%
48201,12.54%,35.16%,47.70%,17.14%
48203,7.12%,16.93%,44.81%,38.26%
48205,69.49%,14.64%,84.13%,1.23%
48207,85.16%,6.04%,91.20%,2.76%
48209,56.38%,18.58%,74.96%,6.46%
48211,61.88%,17.06%,78.95%,3.99%
48213,70.90%,12.24%,83.14%,4.62%
48215,20.64%,38.83%,59.47%,1.70%
48217,68.67%,12.18%,80.85%,6.97%
48219,75.05%,9.53%,84.58%,5.89%
48221,73.40%,11.24%,84.64%,4.12%
48223,72.98%,10.26%,83.24%,6.50%
48225,47.45%,17.14%,64.88%,17.98%
48227,71.62%,11.10%,82.72%,6.18%
48229,77.91%,9.84%,87.75%,2.41%
48231,55.00%,16.91%,71.91%,11.18%
48233,52.34%,23.00%,75.34%,1.66%
48235,68.86%,14.32%,83.18%,2.50%
48237,63.90%,14.58%,78.48%,6.94%
48239,43.36%,24.75%,68.10%,7.15%
48241,52.51%,11.24%,70.32%,18.44%
48243,58.21%,18.66%,76.87%,4.47%
48245,49.91%,17.15%,67.06%,15.79%
48247,78.65%,8.81%,87.45%,3.74%
48249,44.90%,26.46%,71.35%,2.19%
48251,64.11%,13.59%,77.70%,8.71%
48253,75.82%,10.34%,86.16%,3.50%
48255,54.06%,19.93%,73.98%,6.09%
48257,55.52%,15.62%,71.15%,13.23%
48259,38.90%,67.47%,28.56%,3.97%
48261,17.28%,38.27%,55.56%,6.17%
48263,83.52%,6.18%,89.70%,4.12%
48265,0.47%,47.44%,46.97%,5.59%
48267,43.84%,24.24%,68.08%,7.68%
48269,93.36%,2.49%,95.85%,1.66%
48271,33.91%,30.43%,64.35%,5.22%
48273,48.24%,24.26%,72.50%,3.24%
48275,81.42%,7.82%,89.24%,2.94%
48277,63.22%,12.17%,75.39%,12.44%
48279,71.22%,12.03%,83.25%,4.72%
48281,65.47%,15.27%,80.74%,3.99%
48283,63.96%,14.79%,78.75%,6.46%
48285,41.70%,25.83%,67.52%,6.65%
48287,50.66%,21.91%,72.57%,5.52%
48289,56.92%,10.89%,72.84%,16.27%
48291,32.35%,18.76%,56.14%,25.10%
48293,57.39%,15.18%,72.57%,12.25%
48295,29.93%,33.75%,63.68%,2.57%
48297,29.74%,30.57%,60.31%,9.12%
48299,67.32%,15.06%,82.38%,2.56%
48301,34.74%,30.53%,65.26%,4.21%
48303,54.43%,18.66%,73.08%,8.26%
48305,77.30%,8.86%,86.16%,4.98%
48307,67.06%,14.86%,81.92%,3.22%
48309,64.23%,15.32%,79.55%,5.13%
48311,53.31%,20.20%,73.51%,6.29%
48313,54.06%,11.82%,70.63%,17.55%
48315,46.49%,18.48%,64.97%,16.55%
48317,80.59%,7.15%,87.74%,5.11%
48319,24.93%,36.73%,61.65%,1.62%
48321,18.55%,30.80%,49.35%,19.85%
48323,42.76%,27.16%,69.92%,2.92%
48325,10.88%,42.39%,53.27%,4.34%
48327,38.15%,28.41%,66.57%,5.02%
48329,16.29%,36.93%,53.22%,9.85%
48331,60.93%,15.05%,75.98%,8.97%
48333,65.59%,14.46%,80.04%,5.50%
48335,78.54%,9.26%,87.80%,2.94%
48337,67.39%,13.35%,80.74%,5.91%
48339,24.30%,16.30%,53.77%,29.93%
48341,67.82%,15.37%,83.20%,1.43%
48343,58.93%,9.19%,74.81%,16.00%
48345,77.58%,8.32%,85.90%,5.78%
48347,52.10%,18.37%,70.47%,11.16%
48349,53.76%,18.29%,72.05%,9.66%
48351,45.82%,7.86%,68.41%,23.73%
48353,70.19%,13.57%,83.76%,2.67%
48355,44.36%,25.60%,69.96%,4.44%
48357,48.54%,24.52%,73.06%,2.42%
48359,52.18%,21.83%,74.02%,4.15%
48361,58.27%,14.49%,72.76%,12.75%
48363,54.69%,19.37%,74.05%,6.58%
48365,34.03%,9.08%,62.14%,28.78%
48367,55.27%,19.75%,75.02%,5.23%
48369,57.07%,19.70%,76.78%,3.52%
48371,61.80%,17.60%,79.40%,3.00%
48373,39.82%,13.96%,62.64%,23.40%
48375,38.76%,28.90%,67.66%,3.44%
48377,60.28%,18.39%,78.66%,2.95%
48379,66.53%,11.76%,78.28%,9.96%
48381,43.80%,26.05%,69.84%,4.11%
48383,57.34%,19.34%,76.68%,3.98%
48385,47.08%,25.32%,72.40%,2.28%
48387,59.39%,8.16%,75.49%,16.35%
48389,60.03%,17.27%,77.31%,5.42%
48391,52.21%,22.24%,74.44%,3.32%
48393,57.66%,18.18%,75.84%,5.98%
48395,57.23%,8.49%,74.11%,17.40%
48397,62.54%,9.35%,75.64%,15.01%
48399,67.16%,14.55%,81.72%,3.73%
48401,35.15%,17.55%,58.60%,23.85%
48403,59.01%,7.26%,75.28%,17.46%
48405,48.14%,10.83%,67.83%,21.34%
48407,45.99%,13.70%,65.76%,20.54%
48409,44.10%,25.19%,69.29%,5.52%
48411,81.02%,7.99%,89.01%,3.00%
48413,60.16%,16.59%,76.74%,6.67%
48415,79.68%,8.71%,88.39%,2.90%
48417,59.42%,18.41%,77.84%,3.75%
48419,59.09%,7.61%,75.59%,16.80%
48421,64.36%,16.55%,80.91%,2.54%
48423,29.11%,28.13%,57.24%,14.63%
48425,60.89%,15.61%,76.50%,7.89%
48427,83.04%,8.18%,91.22%,0.60%
48429,53.98%,19.79%,73.77%,6.44%
48431,84.70%,6.34%,91.04%,2.62%
48433,84.87%,6.11%,90.98%,2.91%
48435,48.55%,21.06%,69.61%,9.33%
48437,66.75%,15.03%,81.78%,3.19%
48439,31.56%,28.25%,59.81%,11.94%
48441,62.91%,15.98%,78.90%,5.12%
48443,35.09%,29.43%,64.53%,6.04%
48445,76.24%,8.79%,85.03%,6.18%
48447,85.98%,5.63%,91.61%,2.76%
48449,64.16%,12.41%,76.56%,11.03%
48451,54.35%,19.99%,74.34%,5.67%
48453,50.00%,22.03%,72.03%,5.94%
48455,49.81%,11.41%,68.82%,19.77%
48457,27.66%,11.41%,57.70%,30.89%
48459,49.38%,17.54%,66.92%,15.54%
48461,64.06%,15.14%,79.20%,5.66%
48463,26.88%,34.03%,60.90%,5.07%
48465,28.82%,33.97%,62.79%,3.24%
48467,61.75%,13.29%,75.03%,11.68%
48469,29.02%,31.22%,60.24%,8.54%
48471,33.89%,22.23%,56.12%,21.65%
48473,22.28%,27.42%,49.69%,22.89%
48475,64.15%,15.58%,79.72%,4.70%
48477,6.87%,50.88%,44.01%,5.11%
48479,63.06%,17.63%,80.68%,1.69%
48481,31.10%,28.90%,60.00%,11.10%
48483,66.67%,15.04%,81.71%,3.25%
48485,58.92%,18.20%,77.11%,4.69%
48487,64.05%,13.92%,77.97%,8.11%
48489,24.06%,35.14%,59.20%,5.66%
48491,64.67%,15.57%,80.24%,4.19%
48493,56.95%,19.64%,76.59%,3.77%
48495,65.15%,14.93%,80.08%,4.99%
48497,69.24%,11.86%,81.10%,7.04%
48499,50.14%,16.19%,66.67%,17.14%
48501,72.75%,11.67%,84.41%,3.92%
48503,68.21%,13.24%,81.45%,5.31%
48505,20.82%,39.54%,60.36%,0.10%
48507,31.64%,31.03%,62.68%,6.29%
49001,5.87%,46.69%,52.56%,0.75%
49003,1.65%,50.70%,49.06%,0.24%
49005,1.01%,50.32%,49.30%,0.38%
49007,39.46%,28.89%,68.34%,2.77%
49009,15.76%,41.82%,57.58%,0.60%
49011,13.07%,43.14%,56.21%,0.65%
49013,11.22%,44.11%,55.33%,0.56%
49015,13.62%,42.91%,56.53%,0.56%
49017,18.00%,58.97%,40.97%,0.06%
49019,2.18%,50.54%,48.37%,1.09%
49021,17.72%,58.53%,40.81%,0.66%
49023,3.61%,47.94%,51.55%,0.51%
49025,55.51%,77.76%,22.24%,0.00%
49027,9.11%,54.21%,45.10%,0.69%
49029,6.56%,46.40%,52.96%,0.64%
49031,16.38%,57.67%,41.28%,1.05%
49033,4.31%,52.09%,47.78%,0.13%
49035,8.96%,44.89%,53.85%,1.26%
49037,14.24%,56.77%,42.52%,0.71%
49039,4.60%,52.02%,47.42%,0.56%
49041,17.85%,58.76%,40.91%,0.33%
49043,1.90%,50.44%,48.53%,1.03%
49045,15.60%,41.69%,57.29%,1.02%
49047,3.46%,47.99%,51.44%,0.57%
49049,9.36%,44.82%,54.18%,1.00%
49051,2.26%,48.77%,51.03%,0.20%
49053,12.41%,56.10%,43.68%,0.22%
49055,11.19%,44.16%,55.35%,0.49%
49057,25.08%,37.08%,62.16%,0.76%
50001,43.16%,70.68%,27.52%,1.80%
50003,26.67%,62.30%,35.63%,2.07%
50005,38.49%,68.75%,30.26%,0.99%
50007,2.22%,47.97%,50.19%,1.84%
50009,8.94%,54.21%,45.27%,0.52%
50011,5.34%,46.89%,52.23%,0.88%
50013,6.27%,46.32%,52.59%,1.09%
50015,48.04%,73.69%,25.65%,0.66%
50017,55.38%,76.97%,21.59%,1.44%
50019,26.17%,62.87%,36.71%,0.42%
50021,22.27%,60.56%,38.28%,1.16%
50023,22.36%,59.92%,37.56%,2.52%
50025,43.18%,70.49%,27.32%,2.19%
50027,43.41%,70.95%,27.54%,1.51%
51001,18.72%,35.05%,53.77%,11.18%
51003,7.94%,40.28%,48.22%,11.50%
51005,21.51%,37.01%,58.52%,4.47%
51007,6.71%,35.16%,41.87%,22.97%
51009,39.50%,18.65%,60.06%,21.29%
51011,56.48%,14.29%,70.95%,14.76%
51013,14.80%,53.57%,38.77%,7.66%
51015,9.70%,48.93%,39.23%,11.84%
51017,12.05%,52.03%,39.98%,7.99%
51019,13.08%,30.04%,43.11%,26.85%
51021,5.16%,50.49%,45.33%,4.18%
51023,12.81%,51.81%,39.00%,9.19%
51025,7.81%,10.40%,48.46%,41.14%
51027,20.45%,39.15%,59.61%,1.24%
51029,29.52%,27.94%,57.46%,14.60%
51031,30.81%,23.23%,54.03%,22.74%
51033,25.46%,30.26%,55.72%,14.02%
51035,33.72%,65.72%,32.00%,2.28%
51036,18.31%,33.60%,51.91%,14.49%
51037,32.81%,17.10%,57.83%,25.07%
51041,24.78%,30.19%,54.97%,14.84%
51043,8.46%,33.16%,41.62%,25.22%
51045,17.46%,39.82%,57.29%,2.89%
51047,7.18%,40.14%,47.32%,12.54%
51049,25.22%,26.94%,52.15%,20.91%
51051,14.46%,42.48%,56.94%,0.58%
51053,46.20%,17.40%,64.07%,18.53%
51057,16.59%,33.95%,50.54%,15.51%
51059,12.76%,51.95%,39.19%,8.86%
51061,7.09%,41.32%,48.41%,10.27%
51063,47.68%,72.55%,24.87%,2.58%
51065,15.02%,37.44%,52.46%,10.10%
51067,8.64%,39.10%,47.74%,13.16%
51069,13.44%,38.31%,51.75%,9.94%
51071,2.60%,46.48%,49.09%,4.43%
51073,22.37%,34.07%,56.44%,9.49%
51075,34.30%,25.61%,59.91%,14.48%
51077,14.13%,55.86%,41.73%,2.41%
51079,22.27%,58.82%,36.55%,4.63%
51081,21.44%,21.09%,49.75%,29.16%
51083,17.67%,13.46%,34.19%,52.35%
51085,9.54%,38.06%,47.59%,14.35%
51087,4.61%,42.09%,46.70%,11.21%
51089,23.18%,28.77%,51.95%,19.28%
51091,14.31%,53.12%,38.81%,8.07%
51093,39.09%,27.78%,66.88%,5.34%
51095,4.72%,39.78%,44.49%,15.73%
51097,22.30%,31.26%,53.56%,15.18%
51099,9.44%,43.89%,34.44%,21.67%
51101,13.18%,35.84%,49.02%,15.14%
51103,8.60%,39.10%,47.70%,13.20%
51105,2.69%,50.76%,48.06%,1.18%
51107,3.54%,44.07%,47.61%,8.32%
51109,4.79%,41.45%,46.24%,12.31%
51111,46.04%,14.61%,65.54%,19.85%
51113,19.70%,55.72%,36.03%,8.25%
51115,3.10%,47.53%,44.42%,8.05%
51117,52.54%,16.80%,69.34%,13.86%
51119,21.16%,30.83%,51.99%,17.18%
51121,27.18%,59.60%,32.42%,7.98%
51125,47.85%,21.31%,69.16%,9.53%
51127,26.65%,27.24%,53.89%,18.87%
51131,26.85%,29.86%,56.71%,13.43%
51133,9.25%,46.68%,37.43%,15.89%
51135,26.39%,24.76%,51.15%,24.09%
51137,7.02%,39.20%,46.22%,14.58%
51139,15.41%,55.14%,39.73%,5.13%
51141,6.09%,35.22%,41.30%,23.48%
51143,32.26%,20.54%,55.58%,23.88%
51145,15.08%,35.90%,50.98%,13.12%
51147,13.39%,26.72%,43.07%,30.21%
51149,35.37%,26.20%,61.57%,12.23%
51153,19.30%,36.49%,55.78%,7.73%
51155,8.08%,48.99%,40.90%,10.11%
51157,29.59%,30.08%,59.67%,10.25%
51159,9.11%,48.13%,39.02%,12.85%
51161,14.92%,53.49%,38.58%,7.93%
51163,2.98%,46.50%,43.52%,9.98%
51165,29.70%,62.12%,32.42%,5.46%
51167,4.62%,46.67%,51.29%,2.04%
51169,13.46%,56.12%,42.67%,1.21%
51171,33.71%,64.65%,30.95%,4.40%
51173,23.79%,60.08%,36.29%,3.63%
51175,53.48%,16.14%,69.62%,14.24%
51177,19.93%,34.24%,54.17%,11.59%
51179,1.52%,46.36%,44.84%,8.80%
51181,36.18%,17.31%,59.43%,23.26%
51183,21.23%,20.00%,50.33%,29.67%
51185,0.42%,48.41%,47.98%,3.61%
51187,11.08%,40.92%,51.99%,7.09%
51191,8.12%,52.20%,44.09%,3.71%
51193,5.09%,44.51%,39.42%,16.07%
51195,25.83%,36.15%,61.98%,1.87%
51197,33.00%,62.26%,29.26%,8.48%
51199,29.65%,30.38%,60.03%,9.59%
51510,0.16%,44.83%,44.99%,10.18%
51515,0%,0,0,0.00%
51520,23.23%,35.70%,58.94%,5.36%
51530,11.19%,41.56%,52.75%,5.69%
51540,3.21%,42.14%,45.35%,12.51%
51550,0%,0,0,0.00%
51570,0%,0,0,0.00%
51580,0%,0,0,0.00%
51590,13.86%,28.98%,42.84%,28.18%
51595,0%,0,0,0.00%
51600,0%,0,0,0.00%
51610,0%,0,0,0.00%
51620,0%,0,0,0.00%
51630,0.31%,41.95%,42.26%,15.79%
51640,0%,0,0,0.00%
51650,28.83%,30.04%,58.87%,11.09%
51660,26.62%,58.55%,31.93%,9.52%
51670,33.92%,28.77%,62.70%,8.53%
51678,0%,0,0,0.00%
51680,1.59%,35.17%,36.76%,28.07%
51683,0%,0,0,0.00%
51685,0%,0,0,0.00%
51690,8.35%,31.15%,39.50%,29.35%
51700,37.55%,27.73%,65.28%,6.99%
51710,9.83%,40.93%,50.76%,8.31%
51720,0%,0,0,0.00%
51730,21.67%,31.04%,52.70%,16.26%
51735,0%,0,0,0.00%
51740,34.63%,27.86%,62.48%,9.66%
51750,1.36%,48.16%,46.80%,5.04%
51760,5.43%,41.21%,46.64%,12.15%
51770,9.08%,49.56%,40.48%,9.96%
51775,0%,0,0,0.00%
51790,15.30%,49.49%,34.19%,16.32%
51800,13.96%,35.80%,49.76%,14.44%
51810,0%,0,0,0.00%
51820,0.33%,46.43%,46.77%,6.80%
51830,2.59%,39.34%,36.75%,23.91%
51840,14.85%,49.96%,35.11%,14.93%
53001,4.73%,51.96%,47.22%,0.82%
53003,18.70%,38.63%,57.33%,4.04%
53005,18.01%,40.45%,58.46%,1.09%
53007,2.02%,48.15%,50.17%,1.68%
53009,12.22%,41.38%,53.60%,5.02%
53011,18.61%,38.32%,56.93%,4.75%
53013,2.23%,50.28%,48.06%,1.66%
53015,21.04%,37.55%,58.59%,3.86%
53017,13.59%,42.23%,55.81%,1.96%
53019,26.19%,35.30%,61.49%,3.21%
53021,23.83%,37.31%,61.14%,1.55%
53023,0.13%,48.92%,48.79%,2.29%
53025,31.64%,33.15%,64.79%,2.06%
53027,22.84%,36.00%,58.84%,5.16%
53029,3.02%,49.05%,46.03%,4.92%
53031,8.19%,43.80%,51.99%,4.21%
53033,4.20%,44.93%,49.14%,5.93%
53035,31.52%,32.17%,63.69%,4.14%
53037,13.68%,41.28%,54.96%,3.76%
53039,6.00%,45.88%,51.88%,2.24%
53041,3.64%,50.39%,46.76%,2.85%
53043,3.45%,47.68%,51.14%,1.18%
53045,16.75%,38.82%,55.58%,5.60%
53047,15.71%,41.10%,56.81%,2.09%
53049,16.35%,38.98%,55.33%,5.69%
53051,17.76%,39.31%,57.07%,3.62%
53053,17.93%,37.89%,55.82%,6.29%
53055,15.56%,55.94%,40.38%,3.68%
53057,4.97%,44.94%,49.91%,5.15%
53059,19.54%,38.38%,57.93%,3.69%
53061,19.25%,36.79%,56.04%,7.17%
53063,14.12%,41.68%,55.79%,2.53%
53065,16.52%,40.05%,56.56%,3.39%
53067,4.57%,45.72%,50.28%,4.00%
53069,15.97%,38.95%,54.92%,6.13%
53071,5.79%,51.98%,46.18%,1.84%
53073,0.42%,46.81%,46.40%,6.79%
53075,3.11%,50.32%,47.21%,2.47%
53077,3.90%,51.00%,47.10%,1.90%
54001,4.99%,47.33%,52.32%,0.35%
54003,5.86%,46.94%,52.80%,0.26%
54005,39.81%,30.00%,69.81%,0.19%
54007,19.88%,40.01%,59.89%,0.10%
54009,28.18%,35.37%,63.55%,1.08%
54011,11.98%,43.86%,55.84%,0.30%
54013,15.68%,42.08%,57.76%,0.16%
54015,11.43%,44.21%,55.64%,0.15%
54017,35.20%,67.60%,32.40%,0.00%
54019,48.69%,25.45%,74.14%,0.41%
54021,24.74%,37.63%,62.37%,0.00%
54023,61.77%,80.83%,19.06%,0.11%
54025,21.20%,39.29%,60.48%,0.23%
54027,27.06%,36.34%,63.39%,0.27%
54029,28.37%,35.16%,63.53%,1.31%
54031,25.84%,36.95%,62.79%,0.26%
54033,18.39%,40.65%,59.03%,0.32%
54035,23.66%,61.78%,38.12%,0.10%
54037,26.59%,36.60%,63.19%,0.21%
54039,12.75%,43.45%,56.19%,0.36%
54041,16.21%,57.89%,41.69%,0.42%
54043,4.32%,47.74%,52.07%,0.19%
54045,37.18%,31.25%,68.43%,0.32%
54047,37.68%,30.78%,68.46%,0.76%
54049,27.63%,35.72%,63.35%,0.93%
54051,6.63%,46.20%,52.83%,0.97%
54053,14.91%,57.45%,42.55%,0.00%
54055,20.26%,39.71%,59.97%,0.32%
54057,2.27%,48.71%,50.98%,0.31%
54059,35.74%,32.02%,67.76%,0.22%
54061,12.95%,43.02%,55.98%,1.00%
54063,5.80%,52.90%,47.10%,0.00%
54065,32.29%,66.09%,33.79%,0.12%
54067,19.30%,40.22%,59.51%,0.27%
54069,3.73%,47.54%,51.27%,1.19%
54071,9.94%,44.93%,54.87%,0.20%
54073,0.39%,49.95%,49.56%,0.49%
54075,7.42%,46.24%,53.66%,0.10%
54077,25.98%,62.73%,36.75%,0.52%
54079,8.62%,45.59%,54.21%,0.20%
54081,30.68%,34.42%,65.09%,0.49%
54083,26.74%,36.52%,63.25%,0.23%
54085,35.68%,67.71%,32.03%,0.26%
54087,6.69%,53.28%,46.59%,0.13%
54089,24.93%,37.53%,62.47%,0.00%
54091,0.76%,50.16%,49.40%,0.44%
54093,9.70%,44.79%,54.49%,0.72%
54095,33.26%,66.48%,33.22%,0.30%
54097,37.00%,68.31%,31.31%,0.38%
54099,26.80%,36.52%,63.32%,0.16%
54101,41.75%,28.99%,70.74%,0.27%
54103,14.70%,42.48%,57.18%,0.34%
54105,2.29%,50.99%,48.70%,0.31%
54107,0.09%,49.83%,49.92%,0.25%
54109,23.08%,38.34%,61.43%,0.23%
55001,5.80%,45.60%,51.39%,3.01%
55003,12.98%,41.75%,54.73%,3.52%
55005,5.26%,45.91%,51.17%,2.92%
55007,12.73%,40.07%,52.80%,7.13%
55009,1.97%,48.50%,50.47%,1.03%
55011,4.27%,47.07%,51.33%,1.60%
55013,15.06%,40.78%,55.83%,3.39%
55015,22.04%,60.57%,38.53%,0.90%
55017,11.03%,43.58%,54.62%,1.80%
55019,9.35%,52.66%,43.31%,4.03%
55021,6.50%,52.64%,46.14%,1.22%
55023,2.42%,48.23%,50.65%,1.12%
55025,20.69%,37.80%,58.50%,3.70%
55027,13.58%,56.15%,42.58%,1.27%
55029,33.13%,65.84%,32.71%,1.45%
55031,31.31%,32.48%,63.79%,3.73%
55033,6.13%,46.03%,52.16%,1.81%
55035,11.89%,43.37%,55.27%,1.36%
55037,7.34%,43.00%,50.34%,6.66%
55039,21.04%,59.61%,38.57%,1.82%
55041,26.86%,35.11%,61.97%,2.92%
55043,11.43%,55.00%,43.57%,1.43%
55045,6.22%,52.43%,46.21%,1.36%
55047,38.70%,68.76%,30.06%,1.18%
55049,2.21%,48.05%,50.26%,1.69%
