id,margin,bush,dukakis,paul,other
13019,18.98%, 59.36%, 40.38%,-, 0.26%
13021,0.21%, 49.96%, 49.74%,-, 0.30%
13023,24.70%, 62.14%, 37.44%,-, 0.41%
13025,2.96%, 51.18%, 48.22%,-, 0.60%
13027,17.43%, 58.54%, 41.11%,-, 0.36%
13029,32.56%, 66.16%, 33.60%,-, 0.24%
13031,29.99%, 64.88%, 34.89%,-, 0.23%
13033,2.16%, 50.89%, 48.72%,-, 0.39%
13035,11.57%, 55.66%, 44.09%,-, 0.25%
13037,16.57%, 41.52%, 58.09%,-, 0.39%
13039,16.30%, 57.68%, 41.39%,-, 0.93%
13043,17.91%, 58.82%, 40.90%,-, 0.28%
13045,38.92%, 69.20%, 30.28%,-, 0.52%
13047,44.29%, 72.02%, 27.73%,-, 0.26%
13049,16.67%, 57.60%, 40.93%,-, 1.48%
13051,17.23%, 58.12%, 40.89%,-, 0.98%
13053,11.26%, 55.57%, 44.31%,-, 0.12%
13055,24.75%, 62.17%, 37.42%,-, 0.41%
13057,53.52%, 76.45%, 22.94%,-, 0.61%
13059,0.02%, 49.66%, 49.68%,-, 0.66%
13061,19.82%, 40.04%, 59.86%,-, 0.10%
13063,31.38%, 65.43%, 34.05%,-, 0.52%
13065,18.36%, 58.91%, 40.55%,-, 0.55%
13067,45.91%, 72.70%, 26.79%,-, 0.50%
13069,18.21%, 58.91%, 40.71%,-, 0.38%
13071,30.55%, 65.04%, 34.50%,-, 0.46%
13073,55.86%, 77.75%, 21.89%,-, 0.36%
13075,11.78%, 55.69%, 43.91%,-, 0.39%
13077,39.17%, 69.41%, 30.24%,-, 0.35%
13079,4.04%, 47.55%, 51.60%,-, 0.85%
13081,26.46%, 62.94%, 36.48%,-, 0.58%
13083,38.65%, 69.16%, 30.51%,-, 0.33%
13085,42.70%, 71.03%, 28.33%,-, 0.63%
13087,24.32%, 61.95%, 37.62%,-, 0.43%
13089,1.27%, 48.94%, 50.21%,-, 0.84%
13091,10.53%, 54.95%, 44.42%,-, 0.64%
13093,7.51%, 45.88%, 53.39%,-, 0.73%
13095,9.64%, 50.86%, 41.22%, 4.64%,-
13097,45.01%, 72.24%, 27.23%,-, 0.53%
13099,17.04%, 58.46%, 41.42%,-, 0.12%
13101,26.42%, 62.99%, 36.57%,-, 0.45%
13103,34.61%, 67.13%, 32.51%,-, 0.36%
13105,13.77%, 56.77%, 43.01%,-, 0.22%
13107,19.09%, 58.95%, 39.86%,-, 1.19%
13109,24.85%, 62.01%, 37.16%,-, 0.84%
13111,33.42%, 66.45%, 33.03%,-, 0.51%
13113,56.10%, 77.84%, 21.74%,-, 0.41%
13115,26.29%, 62.85%, 36.55%,-, 0.60%
13117,54.14%, 76.83%, 22.69%,-, 0.48%
13119,17.31%, 58.57%, 41.25%,-, 0.18%
13121,13.49%, 42.75%, 56.25%,-, 1.00%
13123,41.93%, 70.65%, 28.72%,-, 0.63%
13125,46.84%, 73.42%, 26.58%,-,-
13127,27.18%, 63.18%, 35.99%,-, 0.83%
13129,43.60%, 71.65%, 28.05%,-, 0.30%
13131,22.61%, 61.10%, 38.49%,-, 0.41%
13133,11.84%, 43.93%, 55.77%,-, 0.31%
13135,51.65%, 75.47%, 23.82%,-, 0.71%
13137,39.31%, 69.45%, 30.14%,-, 0.41%
13139,38.01%, 68.71%, 30.71%,-, 0.58%
13141,51.22%, 23.99%, 75.20%,-, 0.81%
13143,30.58%, 65.17%, 34.59%,-, 0.24%
13145,28.26%, 63.94%, 35.68%,-, 0.37%
13147,10.24%, 54.88%, 44.64%,-, 0.49%
13149,27.84%, 63.77%, 35.94%,-, 0.29%
13151,42.69%, 71.11%, 28.41%,-, 0.48%
13153,28.80%, 64.02%, 35.22%,-, 0.75%
13155,14.32%, 57.00%, 42.68%,-, 0.33%
13157,25.55%, 62.56%, 37.00%,-, 0.44%
13159,10.69%, 55.08%, 44.39%,-, 0.52%
13161,24.45%, 62.03%, 37.58%,-, 0.39%
13163,8.58%, 54.13%, 45.54%,-, 0.33%
13165,14.90%, 57.30%, 42.39%,-, 0.31%
13167,25.66%, 62.83%, 37.17%,-,-
13169,15.17%, 57.41%, 42.24%,-, 0.35%
13171,17.59%, 57.83%, 40.24%,-, 1.93%
13173,1.89%, 50.81%, 48.91%,-, 0.28%
13175,17.13%, 57.89%, 40.76%,-, 1.35%
13177,48.42%, 74.04%, 25.62%,-, 0.33%
13179,3.21%, 51.24%, 48.03%,-, 0.73%
13181,22.55%, 60.97%, 38.43%,-, 0.60%
13183,11.41%, 55.32%, 43.91%,-, 0.77%
13185,25.55%, 62.63%, 37.08%,-, 0.29%
13187,35.05%, 67.20%, 32.15%,-, 0.65%
13189,30.74%, 65.04%, 34.30%,-, 0.66%
13191,8.99%, 45.08%, 54.07%,-, 0.85%
13193,23.15%, 38.19%, 61.35%,-, 0.46%
13195,38.69%, 69.10%, 30.41%,-, 0.48%
13197,2.42%, 48.67%, 51.09%,-, 0.24%
13199,2.76%, 51.31%, 48.54%,-, 0.15%
13201,36.31%, 68.00%, 31.69%,-, 0.31%
13205,6.79%, 53.29%, 46.50%,-, 0.21%
13207,13.16%, 56.38%, 43.22%,-, 0.39%
13209,15.22%, 57.49%, 42.28%,-, 0.23%
13211,16.54%, 58.10%, 41.57%,-, 0.33%
13213,40.65%, 70.11%, 29.46%,-, 0.44%
13215,10.20%, 54.90%, 44.70%,-, 0.40%
13217,30.08%, 64.77%, 34.69%,-, 0.55%
13219,36.21%, 67.89%, 31.68%,-, 0.43%
13221,25.58%, 62.61%, 37.03%,-, 0.35%
13223,45.70%, 72.63%, 26.92%,-, 0.45%
13225,3.28%, 48.00%, 51.28%,-, 0.72%
13227,35.56%, 67.52%, 31.96%,-, 0.51%
13229,11.09%, 55.49%, 44.40%,-, 0.11%
13231,27.43%, 63.35%, 35.92%,-, 0.73%
13233,29.28%, 64.46%, 35.18%,-, 0.35%
13235,2.63%, 48.48%, 51.11%,-, 0.42%
13237,15.84%, 57.74%, 41.90%,-, 0.36%
13239,18.97%, 40.11%, 59.08%,-, 0.81%
13241,27.08%, 63.14%, 36.06%,-, 0.80%
13243,1.86%, 48.94%, 50.80%,-, 0.26%
13245,14.66%, 57.12%, 42.46%,-, 0.42%
13247,48.04%, 73.77%, 25.73%,-, 0.49%
13249,18.18%, 58.91%, 40.72%,-, 0.37%
13251,19.60%, 59.52%, 39.93%,-, 0.55%
13253,11.27%, 55.54%, 44.27%,-, 0.19%
13255,28.11%, 63.68%, 35.57%,-, 0.74%
13257,32.73%, 66.09%, 33.36%,-, 0.55%
13259,15.41%, 42.17%, 57.58%,-, 0.25%
13261,12.48%, 55.93%, 43.45%,-, 0.61%
13263,21.65%, 38.93%, 60.58%,-, 0.49%
13265,20.98%, 39.38%, 60.36%,-, 0.26%
13267,30.30%, 65.03%, 34.73%,-, 0.25%
13269,0.48%, 50.13%, 49.65%,-, 0.22%
13271,1.11%, 50.21%, 49.10%,-, 0.70%
13273,4.61%, 52.22%, 47.61%,-, 0.17%
13275,29.99%, 64.78%, 34.80%,-, 0.42%
13277,31.99%, 65.80%, 33.81%,-, 0.39%
13279,58.39%, 78.89%, 20.50%,-, 0.61%
13281,30.72%, 65.12%, 34.40%,-, 0.47%
13283,14.39%, 57.19%, 42.81%,-,-
13285,34.94%, 67.31%, 32.38%,-, 0.31%
13287,7.32%, 50.52%, 43.20%, 3.47%,-
13289,15.61%, 41.96%, 57.57%,-, 0.47%
13291,31.06%, 65.39%, 34.33%,-, 0.27%
13293,26.62%, 63.05%, 36.43%,-, 0.52%
13295,37.53%, 68.63%, 31.11%,-, 0.26%
13297,31.64%, 65.56%, 33.92%,-, 0.52%
13299,5.75%, 52.59%, 46.84%,-, 0.57%
13301,9.69%, 44.78%, 54.47%,-, 0.75%
13303,2.55%, 51.12%, 48.58%,-, 0.30%
13305,16.01%, 57.93%, 41.92%,-, 0.16%
13307,8.35%, 45.70%, 54.05%,-, 0.25%
13309,3.71%, 51.64%, 47.92%,-, 0.44%
13311,43.83%, 71.65%, 27.81%,-, 0.54%
13313,46.66%, 73.12%, 26.46%,-, 0.41%
13315,6.73%, 53.26%, 46.53%,-, 0.22%
13317,7.74%, 53.71%, 45.96%,-, 0.33%
13319,8.35%, 45.30%, 53.65%,-, 1.05%
13321,33.85%, 66.55%, 32.70%,-, 0.75%
15001,16.68%, 41.00%, 57.68%,-, 1.32%
15003,7.15%, 45.97%, 53.13%,-, 0.90%
15005,0%,-,-,-,-
15007,17.13%, 40.95%, 58.08%,-, 0.98%
15009,14.87%, 41.96%, 56.83%,-, 1.21%
16001,27.97%, 62.92%, 34.95%,-, 2.13%
16003,25.79%, 61.53%, 35.74%,-, 2.72%
16005,6.69%, 52.40%, 45.71%,-, 1.89%
16007,40.84%, 69.93%, 29.09%,-, 0.97%
16009,4.08%, 50.96%, 46.88%,-, 2.16%
16011,39.34%, 68.89%, 29.55%,-, 1.55%
16013,10.98%, 54.39%, 43.41%,-, 2.21%
16015,24.80%, 61.05%, 36.26%,-, 2.69%
16017,1.45%, 49.94%, 48.49%,-, 1.56%
16019,51.68%, 75.01%, 23.33%,-, 1.67%
16021,14.49%, 56.21%, 41.72%,-, 2.06%
16023,26.18%, 62.26%, 36.08%,-, 1.66%
16025,34.78%, 65.90%, 31.12%, 2.06%, 0.92%
16027,34.63%, 66.14%, 31.51%,-, 2.36%
16029,43.64%, 71.22%, 27.58%,-, 1.21%
16031,48.19%, 73.34%, 25.15%,-, 1.51%
16033,35.15%, 66.75%, 31.59%,-, 1.66%
16035,5.58%, 45.87%, 51.45%,-, 2.68%
16037,33.60%, 66.09%, 32.49%,-, 1.42%
16039,28.35%, 63.46%, 35.11%,-, 1.44%
16041,56.47%, 77.29%, 20.82%,-, 1.89%
16043,47.79%, 73.11%, 25.32%,-, 1.57%
16045,16.76%, 56.90%, 40.14%, 2.16%, 0.80%
16047,21.25%, 59.64%, 38.39%,-, 1.97%
16049,22.88%, 60.31%, 37.44%,-, 2.25%
16051,61.62%, 79.64%, 18.02%,-, 2.35%
16053,30.98%, 64.32%, 33.33%,-, 2.35%
16055,12.80%, 55.63%, 42.83%,-, 1.53%
16057,1.35%, 48.47%, 49.82%,-, 1.71%
16059,34.01%, 66.24%, 32.23%,-, 1.53%
16061,1.30%, 48.76%, 50.06%,-, 1.18%
16063,22.56%, 60.20%, 37.64%,-, 2.16%
16065,71.05%, 84.87%, 13.82%,-, 1.31%
16067,33.17%, 65.73%, 32.56%,-, 1.71%
16069,4.84%, 46.78%, 51.62%,-, 1.59%
16071,42.04%, 70.11%, 28.07%,-, 1.82%
16073,32.61%, 64.81%, 32.19%, 2.32%, 0.68%
16075,32.47%, 65.17%, 32.71%,-, 2.12%
16077,24.92%, 61.66%, 36.73%,-, 1.61%
16079,22.29%, 38.20%, 60.49%,-, 1.31%
16081,29.54%, 64.31%, 34.77%,-, 0.92%
16083,29.73%, 63.87%, 34.14%,-, 1.99%
16085,20.22%, 59.37%, 39.15%,-, 1.47%
16087,26.59%, 61.98%, 35.39%, 2.14%, 0.49%
17001,6.94%, 53.29%, 46.34%,-, 0.37%
17003,15.85%, 41.90%, 57.75%,-, 0.34%
17005,2.10%, 50.78%, 48.68%,-, 0.53%
17007,23.96%, 61.69%, 37.73%,-, 0.58%
17009,4.01%, 51.89%, 47.88%,-, 0.23%
17011,9.43%, 54.41%, 44.98%,-, 0.62%
17013,10.97%, 44.37%, 55.34%,-, 0.29%
17015,19.62%, 59.42%, 39.80%,-, 0.77%
17017,6.38%, 46.53%, 52.91%,-, 0.56%
17019,5.53%, 52.36%, 46.82%,-, 0.82%
17021,8.13%, 45.61%, 53.74%,-, 0.65%
17023,15.79%, 57.71%, 41.93%,-, 0.36%
17025,11.67%, 55.65%, 43.97%,-, 0.38%
17027,12.76%, 56.15%, 43.38%,-, 0.47%
17029,13.93%, 56.62%, 42.69%,-, 0.69%
17031,12.41%, 43.36%, 55.77%,-, 0.87%
17033,16.29%, 57.76%, 41.48%,-, 0.76%
17035,16.59%, 57.98%, 41.39%,-, 0.63%
17037,18.40%, 58.86%, 40.46%,-, 0.67%
17039,19.29%, 59.32%, 40.03%,-, 0.65%
17041,15.71%, 57.62%, 41.91%,-, 0.47%
17043,39.36%, 69.39%, 30.02%,-, 0.59%
17045,17.53%, 58.55%, 41.02%,-, 0.43%
17047,28.81%, 64.12%, 35.30%,-, 0.58%
17049,29.68%, 64.53%, 34.85%,-, 0.63%
17051,8.10%, 53.88%, 45.78%,-, 0.34%
17053,33.08%, 66.05%, 32.97%,-, 0.98%
17055,17.81%, 40.87%, 58.69%,-, 0.44%
17057,12.71%, 43.45%, 56.16%,-, 0.39%
17059,21.54%, 38.89%, 60.42%,-, 0.69%
17061,1.87%, 50.56%, 48.69%,-, 0.76%
17063,22.41%, 60.88%, 38.47%,-, 0.65%
17065,0.08%, 49.89%, 49.81%,-, 0.30%
17067,1.83%, 48.71%, 50.54%,-, 0.75%
17069,6.94%, 53.26%, 46.32%,-, 0.42%
17071,9.40%, 45.17%, 54.57%,-, 0.26%
17073,1.02%, 49.28%, 50.30%,-, 0.42%
17075,38.71%, 69.11%, 30.40%,-, 0.50%
17077,7.77%, 45.73%, 53.50%,-, 0.77%
17079,17.13%, 58.28%, 41.14%,-, 0.58%
17081,0.68%, 49.42%, 50.10%,-, 0.47%
17083,0.38%, 49.62%, 50.00%,-, 0.38%
17085,8.56%, 53.88%, 45.32%,-, 0.80%
17087,19.71%, 59.61%, 39.90%,-, 0.49%
17089,28.93%, 64.10%, 35.17%,-, 0.74%
17091,14.46%, 56.82%, 42.36%,-, 0.82%
17093,41.81%, 70.62%, 28.82%,-, 0.56%
17095,8.06%, 45.75%, 53.81%,-, 0.45%
17097,27.72%, 63.53%, 35.81%,-, 0.66%
17099,0.24%, 49.64%, 49.88%,-, 0.48%
17101,7.55%, 53.57%, 46.02%,-, 0.41%
17103,31.59%, 65.48%, 33.89%,-, 0.63%
17105,34.50%, 67.02%, 32.52%,-, 0.47%
17107,28.32%, 63.90%, 35.58%,-, 0.52%
17109,15.42%, 57.42%, 42.00%,-, 0.58%
17111,41.55%, 70.44%, 28.88%,-, 0.68%
17113,24.06%, 61.75%, 37.69%,-, 0.57%
17115,3.04%, 48.22%, 51.25%,-, 0.53%
17117,13.07%, 43.20%, 56.28%,-, 0.52%
17119,9.30%, 45.04%, 54.34%,-, 0.61%
17121,0.59%, 50.05%, 49.46%,-, 0.50%
17123,13.29%, 56.35%, 43.07%,-, 0.58%
17125,0.26%, 49.95%, 49.69%,-, 0.36%
17127,4.14%, 51.86%, 47.72%,-, 0.43%
17129,25.54%, 62.40%, 36.86%,-, 0.74%
17131,6.57%, 46.45%, 53.02%,-, 0.53%
17133,16.09%, 57.83%, 41.74%,-, 0.43%
17135,6.58%, 46.43%, 53.01%,-, 0.57%
17137,18.65%, 59.17%, 40.52%,-, 0.31%
17139,2.48%, 50.98%, 48.50%,-, 0.52%
17141,34.51%, 66.94%, 32.43%,-, 0.63%
17143,3.21%, 51.35%, 48.14%,-, 0.51%
17145,6.04%, 46.78%, 52.83%,-, 0.39%
17147,14.26%, 56.85%, 42.59%,-, 0.56%
17149,7.55%, 46.11%, 53.66%,-, 0.23%
17151,9.33%, 54.44%, 45.11%,-, 0.45%
17153,3.65%, 47.90%, 51.55%,-, 0.55%
17155,2.71%, 48.30%, 51.00%,-, 0.70%
17157,2.92%, 48.28%, 51.21%,-, 0.51%
17159,19.59%, 59.61%, 40.03%,-, 0.36%
17161,18.80%, 40.37%, 59.17%,-, 0.46%
17163,14.41%, 42.58%, 57.00%,-, 0.42%
17165,7.01%, 46.31%, 53.32%,-, 0.38%
17167,14.08%, 56.76%, 42.68%,-, 0.56%
17169,7.67%, 53.57%, 45.89%,-, 0.54%
17171,10.47%, 55.02%, 44.55%,-, 0.43%
17173,7.14%, 53.28%, 46.14%,-, 0.58%
17175,17.98%, 58.39%, 40.41%,-, 1.21%
17177,20.49%, 59.87%, 39.38%,-, 0.75%
17179,7.93%, 53.72%, 45.79%,-, 0.49%
17181,0.55%, 50.05%, 49.50%,-, 0.45%
17183,2.78%, 48.32%, 51.10%,-, 0.59%
17185,21.17%, 60.30%, 39.14%,-, 0.56%
17187,11.72%, 55.54%, 43.82%,-, 0.64%
17189,20.92%, 60.04%, 39.12%,-, 0.84%
17191,27.09%, 63.29%, 36.20%,-, 0.51%
17193,2.46%, 51.04%, 48.58%,-, 0.39%
17195,6.75%, 53.05%, 46.31%,-, 0.64%
17197,18.84%, 59.10%, 40.26%,-, 0.64%
17199,1.74%, 48.84%, 50.58%,-, 0.57%
17201,10.26%, 54.85%, 44.59%,-, 0.56%
17203,34.40%, 66.93%, 32.53%,-, 0.54%
18001,36.06%, 67.83%, 31.77%,-, 0.41%
18003,30.80%, 64.94%, 34.14%,-, 0.92%
18005,32.56%, 66.05%, 33.49%,-, 0.47%
18007,33.15%, 66.31%, 33.15%,-, 0.54%
18009,19.31%, 59.49%, 40.17%,-, 0.34%
18011,47.07%, 73.44%, 26.37%,-, 0.19%
18013,22.41%, 60.86%, 38.45%,-, 0.69%
18015,25.48%, 62.54%, 37.07%,-, 0.39%
18017,30.78%, 65.10%, 34.32%,-, 0.58%
18019,6.46%, 53.04%, 46.58%,-, 0.38%
18021,22.10%, 60.77%, 38.67%,-, 0.55%
18023,31.93%, 65.82%, 33.88%,-, 0.30%
18025,10.79%, 55.09%, 44.30%,-, 0.61%
18027,31.91%, 65.75%, 33.84%,-, 0.42%
18029,23.51%, 61.57%, 38.06%,-, 0.36%
18031,35.22%, 67.35%, 32.13%,-, 0.52%
18033,31.79%, 65.75%, 33.95%,-, 0.30%
18035,14.13%, 56.84%, 42.71%,-, 0.45%
18037,25.18%, 62.28%, 37.10%,-, 0.62%
18039,40.57%, 70.11%, 29.54%,-, 0.35%
18041,18.11%, 58.85%, 40.74%,-, 0.41%
18043,12.87%, 56.28%, 43.41%,-, 0.31%
18045,21.73%, 60.57%, 38.85%,-, 0.58%
18047,31.70%, 65.70%, 34.00%,-, 0.30%
18049,30.38%, 65.01%, 34.63%,-, 0.36%
18051,3.94%, 51.83%, 47.88%,-, 0.29%
18053,26.02%, 62.79%, 36.77%,-, 0.45%
18055,12.44%, 55.94%, 43.50%,-, 0.57%
18057,60.95%, 80.36%, 19.41%,-, 0.24%
18059,42.70%, 71.21%, 28.51%,-, 0.27%
18061,15.17%, 57.47%, 42.30%,-, 0.22%
18063,48.47%, 74.12%, 25.65%,-, 0.23%
18065,18.31%, 59.01%, 40.69%,-, 0.30%
18067,26.73%, 63.16%, 36.43%,-, 0.41%
18069,50.03%, 74.87%, 24.84%,-, 0.29%
18071,25.98%, 62.77%, 36.78%,-, 0.45%
18073,29.83%, 64.67%, 34.84%,-, 0.50%
18075,24.95%, 62.22%, 37.26%,-, 0.52%
18077,14.09%, 56.64%, 42.56%,-, 0.80%
18079,21.06%, 60.29%, 39.23%,-, 0.48%
18081,46.34%, 72.99%, 26.65%,-, 0.36%
18083,16.63%, 58.13%, 41.50%,-, 0.37%
18085,53.71%, 76.68%, 22.97%,-, 0.35%
18087,37.67%, 68.67%, 31.00%,-, 0.34%
18089,13.51%, 43.03%, 56.55%,-, 0.42%
18091,7.71%, 53.64%, 45.93%,-, 0.43%
18093,29.85%, 64.71%, 34.86%,-, 0.42%
18095,14.24%, 56.95%, 42.70%,-, 0.35%
18097,17.74%, 58.56%, 40.82%,-, 0.62%
18099,31.19%, 65.41%, 34.22%,-, 0.37%
18101,17.90%, 58.75%, 40.85%,-, 0.40%
18103,29.62%, 64.47%, 34.85%,-, 0.68%
18105,13.23%, 56.04%, 42.81%,-, 1.15%
18107,49.54%, 74.58%, 25.03%,-, 0.39%
18109,45.14%, 72.38%, 27.23%,-, 0.39%
18111,30.39%, 65.02%, 34.64%,-, 0.34%
18113,30.99%, 65.26%, 34.27%,-, 0.47%
18115,11.81%, 55.79%, 43.97%,-, 0.24%
18117,31.27%, 65.44%, 34.17%,-, 0.39%
18119,21.26%, 60.30%, 39.04%,-, 0.66%
18121,26.87%, 63.21%, 36.34%,-, 0.45%
18123,0.88%, 49.27%, 50.15%,-, 0.58%
18125,4.03%, 51.70%, 47.67%,-, 0.63%
18127,21.08%, 60.37%, 39.29%,-, 0.33%
18129,14.48%, 57.07%, 42.59%,-, 0.33%
18131,24.74%, 62.14%, 37.40%,-, 0.46%
18133,29.66%, 64.59%, 34.93%,-, 0.47%
18135,26.27%, 62.85%, 36.58%,-, 0.57%
18137,27.95%, 63.81%, 35.87%,-, 0.32%
18139,35.09%, 67.41%, 32.32%,-, 0.26%
18141,1.46%, 50.56%, 49.10%,-, 0.33%
18143,1.12%, 50.41%, 49.29%,-, 0.31%
18145,30.69%, 65.14%, 34.45%,-, 0.40%
18147,9.97%, 54.82%, 44.85%,-, 0.33%
18149,4.11%, 51.80%, 47.69%,-, 0.51%
18151,37.41%, 68.55%, 31.14%,-, 0.31%
18153,0.86%, 49.39%, 50.25%,-, 0.36%
18155,3.04%, 51.39%, 48.35%,-, 0.26%
18157,26.24%, 62.88%, 36.64%,-, 0.48%
18159,34.74%, 67.15%, 32.42%,-, 0.43%
18161,31.34%, 65.49%, 34.15%,-, 0.36%
18163,10.87%, 55.25%, 44.38%,-, 0.36%
18165,4.76%, 47.27%, 52.03%,-, 0.69%
18167,6.63%, 53.11%, 46.48%,-, 0.42%
18169,37.25%, 68.39%, 31.14%,-, 0.47%
18171,18.45%, 59.04%, 40.59%,-, 0.37%
18173,13.49%, 56.58%, 43.09%,-, 0.33%
18175,19.34%, 59.39%, 40.04%,-, 0.57%
18177,23.14%, 61.37%, 38.23%,-, 0.39%
18179,38.21%, 68.93%, 30.72%,-, 0.35%
18181,31.16%, 65.38%, 34.23%,-, 0.39%
18183,35.46%, 67.44%, 31.99%,-, 0.57%
19001,10.38%, 44.46%, 54.84%,-, 0.70%
19003,8.53%, 45.38%, 53.91%,-, 0.71%
19005,6.97%, 53.14%, 46.17%,-, 0.68%
19007,7.06%, 45.65%, 52.71%,-, 1.64%
19009,11.42%, 43.84%, 55.27%,-, 0.89%
19011,18.66%, 40.20%, 58.87%,-, 0.93%
19013,13.43%, 42.93%, 56.36%,-, 0.72%
19015,24.40%, 37.49%, 61.89%,-, 0.62%
19017,1.17%, 50.29%, 49.12%,-, 0.58%
19019,15.42%, 42.00%, 57.42%,-, 0.58%
19021,4.65%, 47.25%, 51.90%,-, 0.85%
19023,15.13%, 57.32%, 42.19%,-, 0.49%
19025,9.37%, 44.94%, 54.31%,-, 0.74%
19027,18.72%, 39.91%, 58.63%,-, 1.46%
19029,14.75%, 56.86%, 42.11%,-, 1.03%
19031,8.81%, 45.10%, 53.91%,-, 0.99%
19033,15.64%, 41.84%, 57.49%,-, 0.67%
19035,5.19%, 46.94%, 52.14%,-, 0.92%
19037,15.99%, 41.54%, 57.53%,-, 0.93%
19039,16.04%, 41.46%, 57.50%,-, 1.04%
19041,6.76%, 46.26%, 53.02%,-, 0.71%
19043,5.84%, 46.58%, 52.41%,-, 1.01%
19045,10.03%, 44.53%, 54.56%,-, 0.91%
19047,6.74%, 46.16%, 52.91%,-, 0.93%
19049,21.28%, 39.12%, 60.40%,-, 0.48%
19051,17.74%, 40.61%, 58.35%,-, 1.04%
19053,21.67%, 38.76%, 60.44%,-, 0.80%
19055,7.02%, 46.08%, 53.11%,-, 0.81%
19057,20.34%, 39.50%, 59.84%,-, 0.67%
19059,4.73%, 51.80%, 47.06%,-, 1.14%
19061,24.04%, 37.69%, 61.74%,-, 0.57%
19063,12.16%, 43.66%, 55.82%,-, 0.52%
19065,3.72%, 47.84%, 51.56%,-, 0.60%
19067,14.37%, 42.23%, 56.60%,-, 1.16%
19069,5.53%, 46.86%, 52.39%,-, 0.75%
19071,11.31%, 55.17%, 43.86%,-, 0.96%
19073,17.82%, 40.49%, 58.31%,-, 1.20%
19075,21.51%, 60.42%, 38.91%,-, 0.67%
19077,18.16%, 40.24%, 58.40%,-, 1.36%
19079,11.73%, 43.73%, 55.46%,-, 0.81%
19081,1.79%, 48.83%, 50.62%,-, 0.55%
19083,13.69%, 42.84%, 56.53%,-, 0.63%
19085,3.73%, 51.57%, 47.83%,-, 0.60%
19087,2.54%, 50.93%, 48.39%,-, 0.68%
19089,8.32%, 45.55%, 53.87%,-, 0.58%
19091,2.22%, 48.42%, 50.64%,-, 0.93%
19093,4.34%, 51.63%, 47.29%,-, 1.08%
19095,1.36%, 48.57%, 49.93%,-, 1.50%
19097,19.76%, 39.32%, 59.08%,-, 1.60%
19099,14.22%, 42.60%, 56.82%,-, 0.57%
19101,0.27%, 49.53%, 49.26%,-, 1.21%
19103,29.80%, 34.61%, 64.41%,-, 0.97%
19105,13.99%, 42.71%, 56.70%,-, 0.59%
19107,11.87%, 43.56%, 55.43%,-, 1.01%
19109,12.63%, 43.24%, 55.87%,-, 0.89%
19111,27.09%, 36.02%, 63.11%,-, 0.87%
19113,12.86%, 43.18%, 56.04%,-, 0.78%
19115,4.75%, 47.03%, 51.78%,-, 1.19%
19117,15.98%, 41.86%, 57.84%,-, 0.31%
19119,34.40%, 66.81%, 32.41%,-, 0.78%
19121,17.25%, 41.11%, 58.36%,-, 0.53%
19123,3.72%, 51.48%, 47.76%,-, 0.76%
19125,7.78%, 45.65%, 53.44%,-, 0.91%
19127,11.98%, 43.63%, 55.62%,-, 0.75%
19129,20.86%, 59.82%, 38.96%,-, 1.21%
19131,10.13%, 44.52%, 54.66%,-, 0.82%
19133,7.57%, 46.05%, 53.62%,-, 0.33%
19135,27.95%, 35.81%, 63.76%,-, 0.44%
19137,24.86%, 62.08%, 37.22%,-, 0.71%
19139,1.10%, 48.96%, 50.06%,-, 0.99%
19141,20.83%, 59.97%, 39.14%,-, 0.89%
19143,20.65%, 59.77%, 39.12%,-, 1.10%
19145,35.25%, 67.37%, 32.12%,-, 0.51%
19147,24.46%, 37.36%, 61.82%,-, 0.82%
19149,11.41%, 55.33%, 43.93%,-, 0.74%
19151,18.29%, 40.22%, 58.51%,-, 1.27%
19153,18.60%, 40.42%, 59.01%,-, 0.57%
19155,6.90%, 53.06%, 46.16%,-, 0.78%
19157,13.83%, 42.70%, 56.53%,-, 0.77%
19159,18.27%, 40.64%, 58.92%,-, 0.44%
19161,3.98%, 47.49%, 51.47%,-, 1.04%
19163,5.13%, 46.98%, 52.12%,-, 0.90%
19165,3.63%, 51.52%, 47.88%,-, 0.60%
19167,55.29%, 77.29%, 22.00%,-, 0.71%
19169,15.92%, 41.63%, 57.55%,-, 0.82%
19171,15.25%, 41.96%, 57.21%,-, 0.82%
19173,0.72%, 49.43%, 50.15%,-, 0.42%
19175,8.03%, 45.54%, 53.57%,-, 0.89%
19177,2.40%, 50.75%, 48.35%,-, 0.90%
19179,30.80%, 34.14%, 64.93%,-, 0.93%
19181,19.86%, 39.82%, 59.68%,-, 0.50%
19183,0.46%, 49.12%, 49.58%,-, 1.30%
19185,14.98%, 42.19%, 57.18%,-, 0.63%
19187,19.21%, 39.82%, 59.03%,-, 1.15%
19189,1.03%, 50.20%, 49.17%,-, 0.63%
19191,2.85%, 48.07%, 50.92%,-, 1.01%
19193,3.47%, 47.90%, 51.38%,-, 0.72%
19195,23.91%, 37.37%, 61.28%,-, 1.36%
19197,11.48%, 43.90%, 55.38%,-, 0.71%
20001,17.58%, 58.14%, 40.56%,-, 1.31%
20003,9.59%, 54.25%, 44.65%,-, 1.10%
20005,1.00%, 49.03%, 48.03%, 2.52%, 0.41%
20007,15.56%, 56.87%, 41.32%,-, 1.81%
20009,20.78%, 59.20%, 38.42%,-, 2.37%
20011,16.38%, 57.80%, 41.42%,-, 0.77%
20013,27.85%, 63.57%, 35.72%,-, 0.71%
