id,margin,ford,carter,other
22013,15.02%, 41.57%, 56.60%, 1.83%
22015,19.87%, 59.22%, 39.35%, 1.43%
22017,16.19%, 57.34%, 41.15%, 1.51%
22019,31.36%, 33.24%, 64.61%, 2.15%
22021,1.58%, 49.66%, 48.08%, 2.26%
22023,48.32%, 24.54%, 72.86%, 2.61%
22025,9.67%, 43.76%, 53.43%, 2.81%
22027,5.24%, 51.81%, 46.58%, 1.61%
22029,0.54%, 48.65%, 49.19%, 2.16%
22031,12.33%, 43.14%, 55.46%, 1.40%
22033,1.64%, 49.76%, 48.12%, 2.12%
22035,16.50%, 40.43%, 56.93%, 2.65%
22037,34.13%, 31.34%, 65.47%, 3.19%
22039,33.42%, 32.14%, 65.56%, 2.29%
22041,1.54%, 49.39%, 47.85%, 2.75%
22043,22.65%, 37.16%, 59.81%, 3.03%
22045,1.97%, 50.07%, 48.11%, 1.82%
22047,30.13%, 33.56%, 63.69%, 2.75%
22049,4.18%, 46.88%, 51.06%, 2.05%
22051,14.53%, 56.28%, 41.75%, 1.97%
22053,26.98%, 35.06%, 62.04%, 2.91%
22055,6.61%, 52.19%, 45.58%, 2.23%
22057,10.27%, 43.53%, 53.80%, 2.67%
22059,3.17%, 50.10%, 46.93%, 2.98%
22061,15.52%, 57.05%, 41.53%, 1.42%
22063,27.18%, 34.95%, 62.13%, 2.93%
22065,39.80%, 29.41%, 69.21%, 1.39%
22067,14.46%, 55.90%, 41.45%, 2.65%
22069,11.63%, 42.26%, 53.89%, 1.36%
22071,13.19%, 42.14%, 55.33%, 2.52%
22073,20.63%, 59.53%, 38.91%, 1.56%
22075,38.83%, 68.35%, 29.52%, 2.13%
22077,32.76%, 32.59%, 65.35%, 2.06%
22079,7.86%, 45.25%, 53.10%, 1.65%
22081,4.80%, 46.61%, 51.42%, 1.97%
22083,1.86%, 49.93%, 48.07%, 1.99%
22085,12.26%, 42.28%, 54.54%, 3.17%
22087,0.99%, 47.94%, 48.92%, 3.14%
22089,22.62%, 37.11%, 59.73%, 3.16%
22091,41.61%, 27.61%, 69.22%, 3.17%
22093,23.84%, 36.85%, 60.69%, 2.46%
22095,21.89%, 37.43%, 59.32%, 3.25%
22097,21.56%, 37.94%, 59.49%, 2.57%
22099,31.21%, 33.07%, 64.28%, 2.65%
22101,2.58%, 47.67%, 50.25%, 2.07%
22103,3.60%, 50.39%, 46.79%, 2.82%
22105,21.35%, 38.02%, 59.36%, 2.62%
22107,14.36%, 42.24%, 56.60%, 1.17%
22109,9.34%, 53.11%, 43.76%, 3.13%
22111,6.82%, 52.36%, 45.54%, 2.10%
22113,28.64%, 34.36%, 63.00%, 2.64%
22115,21.33%, 37.94%, 59.26%, 2.80%
22117,26.90%, 35.32%, 62.22%, 2.46%
22119,1.76%, 50.28%, 48.52%, 1.21%
22121,32.22%, 32.51%, 64.73%, 2.75%
22123,3.68%, 47.09%, 50.76%, 2.15%
22125,30.76%, 33.83%, 64.59%, 1.57%
22127,4.85%, 46.58%, 51.43%, 1.99%
23001,23.25%, 37.40%, 60.65%, 1.95%
23003,0.21%, 48.52%, 48.31%, 3.17%
23005,1.98%, 49.64%, 47.66%, 0.34%
23007,5.79%, 50.94%, 45.15%, 1.12%
23009,27.17%, 61.40%, 34.23%, 1.33%
23011,1.98%, 47.53%, 49.51%, 0.84%
23013,16.18%, 56.24%, 40.05%, 0.91%
23015,21.38%, 59.03%, 37.65%, 0.46%
23017,0.98%, 49.04%, 48.06%, 0.77%
23019,7.81%, 52.17%, 44.36%, 1.00%
23021,4.41%, 50.48%, 46.07%, 1.31%
23023,3.86%, 50.42%, 46.56%, 0.61%
23025,3.15%, 46.76%, 49.91%, 0.89%
23027,12.34%, 54.06%, 41.72%, 1.23%
23029,2.77%, 49.45%, 46.67%, 1.72%
23031,7.58%, 44.95%, 52.52%, 0.43%
24001,1.69%, 49.15%, 50.85%,-
24003,6.05%, 53.03%, 46.97%,-
24005,9.47%, 54.73%, 45.27%,-
24009,14.72%, 42.64%, 57.36%,-
24011,1.58%, 50.79%, 49.21%,-
24013,22.35%, 61.17%, 38.83%,-
24015,6.66%, 46.67%, 53.33%,-
24017,10.01%, 45.00%, 55.00%,-
24019,2.58%, 51.29%, 48.71%,-
24021,10.46%, 55.23%, 44.77%,-
24023,16.41%, 58.20%, 41.80%,-
24025,10.00%, 55.00%, 45.00%,-
24027,1.60%, 50.80%, 49.20%,-
24029,6.47%, 46.77%, 53.23%,-
24031,3.32%, 48.34%, 51.66%,-
24033,15.93%, 42.03%, 57.97%,-
24035,0.32%, 50.16%, 49.84%,-
24037,12.33%, 43.83%, 56.17%,-
24039,3.24%, 48.38%, 51.62%,-
24041,22.30%, 61.15%, 38.85%,-
24043,11.89%, 55.95%, 44.05%,-
24045,5.64%, 52.82%, 47.18%,-
24047,6.55%, 53.27%, 46.73%,-
24510,37.19%, 31.40%, 68.60%,-
25001,10.98%, 53.74%, 42.76%, 0.85%
25003,17.24%, 39.87%, 57.12%, 0.93%
25005,24.18%, 36.48%, 60.65%, 0.81%
25007,2.88%, 46.06%, 48.94%, 0.93%
25009,13.33%, 41.65%, 54.97%, 0.73%
25011,0.47%, 47.58%, 48.06%, 1.07%
25013,21.60%, 37.78%, 59.38%, 0.74%
25015,21.19%, 36.99%, 58.17%, 1.34%
25017,15.52%, 40.42%, 55.94%, 0.93%
25019,10.81%, 53.27%, 42.46%, 1.37%
25021,6.18%, 45.15%, 51.33%, 0.79%
25023,5.46%, 45.42%, 50.88%, 0.86%
25025,26.42%, 34.70%, 61.11%, 1.27%
25027,23.52%, 36.89%, 60.41%, 0.63%
26001,6.59%, 52.87%, 46.29%, 0.84%
26003,15.79%, 41.38%, 57.17%, 1.44%
26005,32.36%, 65.59%, 33.23%, 1.18%
26007,0.54%, 49.59%, 49.04%, 1.37%
26009,17.78%, 58.11%, 40.33%, 1.56%
26011,0.15%, 49.55%, 49.70%, 0.76%
26013,0.28%, 49.47%, 49.20%, 1.33%
26015,22.90%, 60.79%, 37.89%, 1.32%
26017,5.60%, 46.64%, 52.24%, 1.12%
26019,23.70%, 61.23%, 37.53%, 1.23%
26021,23.46%, 61.13%, 37.67%, 1.20%
26023,13.17%, 55.74%, 42.57%, 1.69%
26025,9.13%, 53.77%, 44.64%, 1.59%
26027,11.43%, 55.15%, 43.72%, 1.13%
26029,12.88%, 55.57%, 42.70%, 1.73%
26031,11.42%, 55.13%, 43.70%, 1.17%
26033,7.61%, 53.32%, 45.71%, 0.97%
26035,7.96%, 53.46%, 45.51%, 1.03%
26037,27.75%, 63.11%, 35.35%, 1.54%
26039,10.92%, 54.82%, 43.90%, 1.28%
26041,7.15%, 45.85%, 53.00%, 1.16%
26043,1.74%, 48.63%, 50.37%, 0.99%
26045,28.88%, 63.65%, 34.77%, 1.57%
26047,18.77%, 58.49%, 39.72%, 1.79%
26049,5.23%, 46.67%, 51.89%, 1.44%
26051,0.99%, 50.14%, 49.15%, 0.71%
26053,22.98%, 38.04%, 61.02%, 0.94%
26055,29.51%, 63.85%, 34.34%, 1.81%
26057,27.10%, 63.01%, 35.91%, 1.08%
26059,25.94%, 62.23%, 36.29%, 1.48%
26061,4.47%, 51.60%, 47.13%, 1.28%
26063,23.56%, 61.26%, 37.70%, 1.04%
26065,15.79%, 55.92%, 40.13%, 0.90%
26067,26.17%, 62.46%, 36.29%, 1.25%
26069,5.95%, 52.39%, 46.44%, 1.17%
26071,15.25%, 41.77%, 57.02%, 1.20%
26073,17.97%, 57.66%, 39.69%, 2.65%
26075,13.94%, 56.23%, 42.30%, 1.47%
26077,20.73%, 59.09%, 38.37%, 0.41%
26079,7.53%, 53.13%, 45.61%, 1.26%
26081,35.95%, 67.22%, 31.28%, 1.50%
26083,4.09%, 47.68%, 51.77%, 0.55%
26085,15.26%, 41.96%, 57.22%, 0.81%
26087,12.81%, 55.59%, 42.78%, 1.63%
26089,26.50%, 62.33%, 35.82%, 1.85%
26091,11.33%, 55.02%, 43.70%, 1.28%
26093,21.62%, 59.83%, 38.22%, 1.95%
26095,11.22%, 55.27%, 44.05%, 0.68%
26097,11.64%, 55.22%, 43.58%, 1.21%
26099,4.38%, 51.24%, 46.86%, 1.91%
26101,10.39%, 54.59%, 44.20%, 1.21%
26103,0.56%, 49.34%, 48.78%, 1.88%
26105,19.72%, 59.15%, 39.43%, 1.42%
26107,20.96%, 59.63%, 38.66%, 1.71%
26109,0.33%, 49.60%, 49.27%, 1.13%
26111,18.84%, 58.57%, 39.73%, 1.70%
26113,26.81%, 62.87%, 36.06%, 1.07%
26115,5.86%, 46.36%, 52.22%, 1.41%
26117,21.71%, 60.36%, 38.65%, 0.99%
26119,5.47%, 52.03%, 46.56%, 1.41%
26121,13.46%, 56.06%, 42.60%, 1.33%
26123,18.76%, 58.78%, 40.01%, 1.21%
26125,19.22%, 58.69%, 39.47%, 1.84%
26127,20.56%, 59.51%, 38.95%, 1.53%
26129,4.88%, 47.07%, 51.95%, 0.98%
26131,11.45%, 43.91%, 55.36%, 0.73%
26133,25.97%, 62.23%, 36.26%, 1.50%
26135,16.17%, 57.56%, 41.39%, 1.05%
26137,7.24%, 53.01%, 45.77%, 1.23%
26139,49.44%, 74.12%, 24.68%, 1.19%
26141,3.04%, 51.02%, 47.99%, 0.99%
26143,10.92%, 54.85%, 43.94%, 1.21%
26145,12.47%, 55.63%, 43.15%, 1.22%
26147,7.17%, 52.74%, 45.57%, 1.69%
26149,23.21%, 61.07%, 37.86%, 1.06%
26151,27.02%, 62.87%, 35.84%, 1.29%
26153,5.42%, 46.53%, 51.95%, 1.52%
26155,10.50%, 54.52%, 44.02%, 1.46%
26157,20.49%, 59.86%, 39.38%, 0.76%
26159,13.37%, 56.02%, 42.65%, 1.32%
26161,5.27%, 50.86%, 45.59%, 0.90%
26163,21.93%, 38.18%, 60.11%, 1.71%
26165,11.16%, 54.96%, 43.80%, 1.24%
27001,26.36%, 35.63%, 61.99%, 2.37%
27003,25.93%, 35.58%, 61.51%, 2.91%
27005,7.85%, 44.65%, 52.50%, 2.85%
27007,17.51%, 39.25%, 56.76%, 1.82%
27009,19.48%, 37.38%, 56.86%, 0.68%
27011,31.17%, 33.24%, 64.41%, 2.35%
27013,3.63%, 46.71%, 50.33%, 0.69%
27015,12.02%, 53.27%, 41.26%, 0.21%
27017,34.95%, 31.33%, 66.28%, 2.39%
27019,3.82%, 50.16%, 46.33%, 1.46%
27021,9.59%, 43.41%, 53.00%, 3.59%
27023,17.33%, 40.44%, 57.77%, 1.79%
27025,25.32%, 35.65%, 60.96%, 3.39%
27027,2.58%, 47.53%, 50.10%, 2.37%
27029,26.48%, 34.22%, 60.70%, 2.22%
27031,0.75%, 48.54%, 47.79%, 3.66%
27033,1.18%, 49.70%, 48.52%, 1.78%
27035,13.19%, 41.26%, 54.45%, 2.00%
27037,7.98%, 44.65%, 52.63%, 2.72%
27039,6.62%, 52.23%, 45.60%, 2.17%
27041,8.92%, 44.39%, 53.30%, 2.31%
27043,4.87%, 51.48%, 46.61%, 1.91%
27045,11.19%, 54.61%, 43.42%, 1.96%
27047,6.94%, 45.62%, 52.56%, 1.82%
27049,5.39%, 51.59%, 46.20%, 2.22%
27051,22.80%, 37.69%, 60.49%, 1.82%
27053,9.41%, 43.84%, 53.25%, 2.92%
27055,11.11%, 54.37%, 43.26%, 2.38%
27057,3.25%, 46.00%, 49.25%, 0.18%
27059,30.31%, 33.55%, 63.85%, 2.60%
27061,31.23%, 32.77%, 64.00%, 3.23%
27063,19.77%, 39.39%, 59.16%, 1.45%
27065,23.44%, 36.58%, 60.03%, 3.39%
27067,19.43%, 38.90%, 58.33%, 2.77%
27069,12.48%, 42.85%, 55.33%, 1.82%
27071,24.39%, 36.13%, 60.52%, 1.26%
27073,22.34%, 37.79%, 60.13%, 2.08%
27075,25.16%, 35.05%, 60.21%, 0.35%
27077,17.71%, 38.52%, 56.23%, 2.60%
27079,17.49%, 40.11%, 57.60%, 2.28%
27081,23.32%, 37.47%, 60.79%, 1.73%
27083,16.74%, 40.42%, 57.17%, 2.41%
27085,2.04%, 49.24%, 47.21%, 3.55%
27087,26.22%, 34.63%, 60.85%, 1.84%
27089,17.55%, 40.14%, 57.70%, 2.16%
27091,6.50%, 51.92%, 45.42%, 2.66%
27093,12.27%, 41.97%, 54.25%, 1.17%
27095,22.61%, 37.05%, 59.65%, 3.30%
27097,26.97%, 34.53%, 61.50%, 3.97%
27099,21.75%, 37.99%, 59.74%, 2.27%
27101,16.88%, 40.71%, 57.59%, 1.70%
27103,2.40%, 49.58%, 47.18%, 1.14%
27105,14.26%, 41.95%, 56.21%, 1.84%
27107,19.21%, 39.57%, 58.78%, 1.66%
27109,23.61%, 60.66%, 37.04%, 2.30%
27111,0.95%, 49.42%, 48.47%, 2.11%
27113,11.00%, 43.51%, 54.50%, 1.99%
27115,26.84%, 34.40%, 61.24%, 2.32%
27117,3.97%, 47.15%, 51.12%, 1.73%
27119,15.75%, 40.86%, 56.62%, 2.52%
27121,24.40%, 36.74%, 61.14%, 2.12%
27123,20.70%, 37.92%, 58.62%, 1.31%
27125,38.88%, 28.35%, 67.23%, 2.15%
27127,4.08%, 50.15%, 46.07%, 1.74%
27129,12.14%, 42.50%, 54.64%, 2.85%
27131,11.62%, 42.39%, 54.01%, 1.46%
27133,2.14%, 50.39%, 48.25%, 1.36%
27135,14.48%, 41.41%, 55.89%, 2.69%
27137,34.81%, 30.97%, 65.78%, 3.25%
27139,15.68%, 40.66%, 56.34%, 3.00%
27141,20.25%, 38.11%, 58.36%, 1.48%
27143,1.51%, 49.25%, 47.74%, 3.02%
27145,11.40%, 40.93%, 52.33%, 0.66%
27147,5.79%, 51.68%, 45.89%, 2.43%
27149,11.87%, 42.91%, 54.78%, 2.31%
27151,33.10%, 32.39%, 65.48%, 2.13%
27153,20.02%, 38.03%, 58.05%, 3.91%
27155,27.75%, 35.24%, 62.99%, 1.78%
27157,2.19%, 49.55%, 47.36%, 3.08%
27159,1.81%, 47.45%, 49.25%, 3.30%
27161,6.59%, 52.04%, 45.45%, 2.51%
27163,11.81%, 42.64%, 54.45%, 2.91%
27165,2.61%, 50.30%, 47.69%, 2.01%
27167,5.38%, 45.79%, 51.17%, 0.90%
27169,2.30%, 47.62%, 49.92%, 2.46%
27171,17.32%, 39.69%, 57.02%, 3.29%
27173,18.64%, 39.48%, 58.12%, 2.40%
28001,1.36%, 46.40%, 47.75%, 3.72%
28003,33.10%, 31.85%, 64.95%, 3.20%
28005,6.36%, 45.13%, 51.49%, 3.38%
28007,12.42%, 42.38%, 54.80%, 2.82%
28009,49.39%, 24.62%, 74.01%, 1.37%
28011,18.83%, 39.89%, 58.73%, 1.38%
28013,17.38%, 39.52%, 56.89%, 3.59%
28015,0.16%, 49.29%, 49.45%, 1.26%
28017,5.42%, 45.10%, 50.52%, 4.39%
28019,1.29%, 49.23%, 47.93%, 2.84%
28021,40.99%, 27.99%, 68.98%, 3.04%
28023,1.98%, 48.96%, 46.97%, 4.07%
28025,7.27%, 44.13%, 51.40%, 4.48%
28027,19.28%, 38.41%, 57.70%, 3.89%
28029,1.84%, 47.51%, 49.35%, 3.13%
28031,4.87%, 46.53%, 51.40%, 2.07%
28033,10.59%, 43.60%, 54.19%, 2.21%
28035,14.94%, 56.33%, 41.39%, 2.28%
28037,4.15%, 50.63%, 46.48%, 2.89%
28039,21.32%, 37.43%, 58.75%, 3.82%
28041,15.62%, 40.80%, 56.42%, 2.79%
28043,4.36%, 50.84%, 46.48%, 2.68%
28045,1.15%, 48.01%, 49.16%, 2.83%
28047,7.10%, 51.72%, 44.61%, 3.67%
28049,22.51%, 60.46%, 37.95%, 1.59%
28051,30.24%, 33.85%, 64.08%, 2.07%
28053,19.26%, 38.29%, 57.55%, 4.16%
28055,25.37%, 34.07%, 59.43%, 6.50%
28057,34.71%, 32.11%, 66.82%, 1.07%
28059,14.94%, 55.26%, 40.32%, 4.41%
28061,13.66%, 42.74%, 56.39%, 0.87%
28063,51.96%, 22.83%, 74.78%, 2.39%
28065,18.71%, 39.76%, 58.47%, 1.77%
28067,4.45%, 51.49%, 47.04%, 1.46%
28069,18.17%, 40.38%, 58.56%, 1.06%
28071,7.66%, 44.73%, 52.39%, 2.89%
28073,12.77%, 54.71%, 41.93%, 3.36%
28075,18.24%, 58.39%, 40.14%, 1.47%
28077,3.00%, 47.54%, 50.54%, 1.92%
28079,7.11%, 45.36%, 52.47%, 2.17%
28081,6.97%, 45.10%, 52.07%, 2.83%
28083,2.09%, 46.64%, 48.73%, 2.60%
28085,19.64%, 58.55%, 38.90%, 2.55%
28087,12.39%, 54.44%, 42.05%, 3.51%
28089,12.39%, 42.75%, 55.14%, 2.10%
28091,0.16%, 49.36%, 49.20%, 1.43%
28093,49.07%, 24.30%, 73.37%, 2.33%
28095,12.11%, 42.17%, 54.27%, 3.56%
28097,2.73%, 47.19%, 49.93%, 2.88%
28099,0.41%, 49.35%, 49.76%, 0.88%
28101,16.02%, 57.00%, 40.97%, 2.03%
28103,6.31%, 44.97%, 51.28%, 3.75%
28105,8.79%, 53.41%, 44.62%, 1.97%
28107,24.00%, 36.85%, 60.85%, 2.31%
28109,7.16%, 44.82%, 51.98%, 3.20%
28111,11.76%, 40.99%, 52.75%, 3.25%
28113,0.77%, 48.16%, 48.92%, 2.92%
28115,28.05%, 34.59%, 62.64%, 2.77%
28117,29.65%, 33.85%, 63.51%, 2.64%
28119,32.98%, 31.82%, 64.80%, 3.39%
28121,24.21%, 60.95%, 36.75%, 2.30%
28123,0.08%, 48.86%, 48.78%, 2.36%
28125,10.58%, 41.81%, 52.39%, 5.80%
28127,8.68%, 53.91%, 45.23%, 0.87%
28129,12.40%, 54.75%, 42.35%, 2.91%
28131,2.23%, 48.05%, 50.27%, 1.68%
28133,10.79%, 43.07%, 53.86%, 3.07%
28135,16.09%, 40.86%, 56.95%, 2.19%
28137,19.42%, 38.80%, 58.22%, 2.98%
28139,37.82%, 30.08%, 67.90%, 2.02%
28141,30.23%, 33.72%, 63.95%, 2.33%
28143,27.00%, 34.51%, 61.50%, 3.99%
28145,32.82%, 32.73%, 65.56%, 1.71%
28147,10.96%, 42.83%, 53.79%, 3.39%
28149,15.28%, 55.39%, 40.11%, 4.50%
28151,11.99%, 41.18%, 53.17%, 5.65%
28153,4.42%, 47.06%, 51.48%, 1.46%
28155,6.42%, 45.39%, 51.81%, 2.80%
28157,32.28%, 33.11%, 65.38%, 1.51%
28159,3.81%, 46.96%, 50.77%, 2.27%
28161,17.65%, 40.15%, 57.81%, 2.04%
28163,2.38%, 50.23%, 47.85%, 1.92%
29001,17.14%, 57.47%, 40.34%,-
29003,1.42%, 50.38%, 48.96%, 0.66%
29005,0.87%, 49.87%, 49.01%, 1.12%
29007,2.01%, 48.75%, 50.76%, 0.49%
29009,0.07%, 49.79%, 49.72%, 0.48%
29011,7.52%, 53.34%, 45.81%, 0.85%
29013,12.21%, 43.60%, 55.80%, 0.60%
29015,3.42%, 51.46%, 48.04%, 0.50%
29017,12.90%, 43.46%, 56.36%, 0.19%
29019,3.73%, 46.92%, 50.65%,-
29021,2.87%, 48.19%, 51.07%, 0.74%
29023,8.73%, 45.41%, 54.14%, 0.46%
29025,0.45%, 49.47%, 49.92%, 0.61%
29027,2.70%, 50.85%, 48.15%, 1.00%
29029,5.80%, 52.51%, 46.71%, 0.78%
29031,9.36%, 54.42%, 45.07%, 0.51%
29033,2.93%, 48.31%, 51.24%, 0.44%
29035,15.55%, 41.95%, 57.50%, 0.55%
29037,11.18%, 43.98%, 55.16%, 0.86%
29039,11.28%, 55.43%, 44.15%, 0.42%
29041,17.81%, 40.89%, 58.70%, 0.40%
29043,8.56%, 53.93%, 45.37%, 0.70%
29045,2.96%, 48.32%, 51.28%, 0.40%
29047,3.15%, 47.71%, 50.86%, 1.42%
29049,9.84%, 44.75%, 54.59%, 0.65%
29051,28.53%, 63.86%, 35.32%, 0.82%
29053,8.91%, 54.25%, 45.34%, 0.41%
29055,4.99%, 47.18%, 52.17%, 0.64%
29057,9.00%, 54.31%, 45.31%, 0.38%
29059,0.47%, 49.49%, 49.96%, 0.55%
29061,7.90%, 45.79%, 53.69%, 0.52%
29063,7.52%, 46.02%, 53.53%, 0.45%
29065,9.22%, 45.05%, 54.27%, 0.69%
29067,14.38%, 56.82%, 42.45%, 0.73%
29069,36.32%, 31.73%, 68.06%, 0.21%
29071,2.25%, 50.29%, 48.04%, 1.66%
29073,39.12%, 69.08%, 29.95%, 0.97%
29075,11.82%, 43.92%, 55.74%, 0.35%
29077,5.36%, 52.20%, 46.84%, 0.96%
29079,0.93%, 50.18%, 49.25%, 0.57%
29081,3.62%, 51.49%, 47.87%, 0.64%
29083,11.73%, 43.89%, 55.62%, 0.49%
29085,0.18%, 49.72%, 49.54%, 0.74%
29087,7.47%, 53.56%, 46.08%, 0.36%
29089,24.01%, 37.61%, 61.62%, 0.78%
29091,5.71%, 46.76%, 52.47%, 0.78%
29093,19.87%, 39.81%, 59.68%, 0.52%
29095,12.20%, 43.07%, 55.27%, 1.66%
29097,6.77%, 53.15%, 46.38%, 0.48%
29099,15.71%, 41.58%, 57.29%, 1.13%
29101,0.34%, 49.14%, 49.47%, 1.39%
29103,4.03%, 47.57%, 51.60%, 0.82%
29105,3.71%, 47.99%, 51.69%, 0.32%
29107,3.10%, 51.28%, 48.18%, 0.54%
29109,4.21%, 51.93%, 47.72%, 0.34%
29111,11.19%, 44.10%, 55.28%, 0.62%
29113,10.96%, 43.99%, 54.95%, 1.06%
29115,13.52%, 43.03%, 56.55%, 0.41%
29117,11.80%, 43.90%, 55.69%, 0.41%
29119,2.65%, 48.28%, 50.93%, 0.79%
29121,12.17%, 43.70%, 55.88%, 0.42%
29123,12.28%, 43.59%, 55.88%, 0.53%
29125,9.44%, 45.08%, 54.52%, 0.39%
29127,5.34%, 47.17%, 52.51%, 0.33%
29129,6.89%, 46.44%, 53.33%, 0.23%
29131,19.75%, 59.64%, 39.89%, 0.47%
29133,31.92%, 33.87%, 65.79%, 0.33%
29135,11.07%, 55.39%, 44.32%, 0.29%
29137,31.27%, 34.09%, 65.35%, 0.56%
29139,2.48%, 50.83%, 48.35%, 0.82%
29141,1.66%, 50.60%, 48.94%, 0.46%
29143,30.99%, 34.39%, 65.38%, 0.23%
29145,0.68%, 49.94%, 49.26%, 0.80%
29147,3.32%, 47.81%, 51.13%, 1.06%
29149,38.85%, 30.23%, 69.07%, 0.70%
29151,22.95%, 61.19%, 38.24%, 0.57%
29153,13.30%, 56.49%, 43.19%, 0.32%
29155,29.57%, 35.12%, 64.69%, 0.19%
29157,18.57%, 59.06%, 40.49%, 0.45%
29159,3.55%, 48.01%, 51.56%, 0.42%
29161,0.86%, 49.18%, 50.04%, 0.78%
29163,5.79%, 46.84%, 52.64%, 0.52%
29165,3.21%, 47.51%, 50.73%, 1.76%
29167,3.03%, 51.29%, 48.26%, 0.45%
29169,20.71%, 39.42%, 60.13%, 0.44%
29171,13.61%, 56.63%, 43.02%, 0.35%
29173,26.72%, 36.23%, 62.95%, 0.81%
29175,23.68%, 37.91%, 61.59%, 0.51%
29177,31.70%, 33.72%, 65.42%, 0.86%
29179,41.72%, 29.01%, 70.73%, 0.26%
29181,22.07%, 38.63%, 60.71%, 0.66%
29183,8.30%, 53.60%, 45.30%, 1.10%
29185,11.28%, 44.07%, 55.35%, 0.58%
29186,15.82%, 41.72%, 57.54%, 0.74%
29187,11.63%, 44.01%, 55.63%, 0.36%
29189,11.06%, 54.57%, 43.51%, 1.93%
29195,9.29%, 45.03%, 54.31%, 0.66%
29197,8.55%, 45.53%, 54.08%, 0.38%
29199,5.92%, 46.73%, 52.65%, 0.62%
29201,19.17%, 40.31%, 59.48%, 0.21%
29203,32.68%, 33.29%, 65.97%, 0.74%
29205,20.91%, 39.25%, 60.16%, 0.59%
29207,20.85%, 39.45%, 60.30%, 0.25%
29209,18.81%, 59.17%, 40.36%, 0.46%
29211,3.84%, 47.75%, 51.58%, 0.67%
29213,12.82%, 56.28%, 43.46%, 0.26%
29215,16.21%, 41.63%, 57.84%, 0.52%
29217,13.89%, 42.78%, 56.67%, 0.55%
29219,19.34%, 59.19%, 39.85%, 0.96%
29221,16.65%, 41.36%, 58.01%, 0.64%
29223,20.65%, 39.59%, 60.25%, 0.16%
29225,3.40%, 47.98%, 51.39%, 0.63%
29227,11.32%, 44.08%, 55.40%, 0.51%
29229,9.95%, 54.87%, 44.92%, 0.21%
29510,33.56%, 32.47%, 66.03%, 1.51%
30001,40.87%, 69.46%, 28.59%, 1.95%
30003,9.56%, 44.49%, 54.05%, 1.46%
30005,0.26%, 49.25%, 49.51%, 1.24%
30007,18.93%, 59.04%, 40.10%, 0.86%
30009,6.63%, 52.44%, 45.81%, 1.76%
30011,22.02%, 57.41%, 35.39%,-
30013,2.00%, 50.11%, 48.11%, 1.78%
30015,7.10%, 52.35%, 45.25%,-
30017,12.31%, 55.25%, 42.94%, 1.81%
30019,1.16%, 49.79%, 48.63%, 1.59%
30021,8.83%, 53.21%, 44.38%,-
30023,26.91%, 35.57%, 62.48%, 1.94%
30025,4.84%, 51.98%, 47.13%, 0.89%
30027,17.63%, 57.73%, 40.10%,-
30029,14.15%, 55.69%, 41.53%,-
30031,27.76%, 63.36%, 35.60%, 1.05%
30033,38.18%, 67.79%, 29.61%,-
30035,3.68%, 50.81%, 47.13%,-
30037,8.26%, 53.08%, 44.82%,-
30039,18.63%, 58.65%, 40.02%, 1.34%
30041,8.32%, 45.10%, 53.42%, 1.49%
30043,6.67%, 52.26%, 45.59%,-
30045,2.29%, 50.12%, 47.83%,-
30047,7.71%, 52.83%, 45.12%,-
30049,11.00%, 54.84%, 43.84%, 1.32%
30051,11.35%, 54.86%, 43.51%, 1.63%
30053,2.05%, 48.02%, 50.07%, 1.91%
30055,1.27%, 48.70%, 49.97%, 1.33%
30057,31.34%, 64.67%, 33.33%, 1.99%
30059,21.41%, 60.17%, 38.76%, 1.06%
30061,9.25%, 44.85%, 54.10%, 1.06%
30063,3.93%, 51.36%, 47.43%, 1.22%
30065,9.44%, 54.09%, 44.65%, 1.26%
30067,15.98%, 57.16%, 41.18%, 1.66%
30069,30.51%, 63.75%, 33.23%,-
30071,9.25%, 54.18%, 44.93%, 0.88%
30073,8.03%, 52.89%, 44.86%,-
30075,20.57%, 55.30%, 34.74%,-
30077,10.44%, 54.56%, 44.12%, 1.32%
30079,17.86%, 58.59%, 40.73%, 0.69%
30081,15.99%, 56.29%, 40.30%,-
30083,5.35%, 51.35%, 46.00%,-
30085,6.08%, 46.38%, 52.47%, 1.15%
30087,4.16%, 51.16%, 47.01%, 1.83%
30089,0.36%, 48.60%, 48.24%,-
30091,16.43%, 41.05%, 57.48%, 1.47%
30093,20.26%, 39.28%, 59.53%, 1.19%
30095,11.50%, 54.88%, 43.38%, 1.75%
30097,38.16%, 68.41%, 30.26%, 1.33%
30099,6.70%, 51.72%, 45.02%,-
30101,14.94%, 56.43%, 41.49%,-
30103,13.48%, 55.85%, 42.38%, 1.77%
30105,3.39%, 50.82%, 47.43%, 1.75%
30107,16.67%, 57.20%, 40.53%,-
30109,6.37%, 44.57%, 50.94%,-
30111,15.57%, 57.11%, 41.54%, 1.35%
31001,20.75%, 59.37%, 38.62%, 2.00%
31003,29.92%, 64.01%, 34.09%, 1.90%
31005,49.24%, 73.66%, 24.43%, 1.91%
31007,13.84%, 54.78%, 40.94%, 4.29%
31009,35.07%, 66.59%, 31.52%, 1.90%
31011,20.54%, 59.21%, 38.67%, 2.12%
31013,31.45%, 64.56%, 33.11%, 2.34%
31015,11.64%, 55.13%, 43.49%, 1.37%
31017,37.25%, 67.59%, 30.34%, 2.07%
31019,29.64%, 63.36%, 33.72%, 2.93%
