id,margin,ford,carter,other
48435,3.92%, 51.65%, 47.73%, 0.62%
48437,57.53%, 21.05%, 78.59%, 0.36%
48439,0.86%, 50.05%, 49.18%, 0.77%
48441,15.54%, 57.38%, 41.84%, 0.78%
48443,0.62%, 49.38%, 50.00%, 0.62%
48445,14.92%, 42.25%, 57.17%, 0.58%
48447,29.72%, 35.04%, 64.76%, 0.20%
48449,23.48%, 38.16%, 61.64%, 0.21%
48451,5.32%, 52.29%, 46.97%, 0.74%
48453,4.96%, 46.67%, 51.63%, 1.71%
48455,33.54%, 33.04%, 66.58%, 0.38%
48457,25.52%, 36.95%, 62.47%, 0.58%
48459,19.85%, 39.85%, 59.70%, 0.45%
48461,11.72%, 55.67%, 43.95%, 0.38%
48463,14.76%, 56.95%, 42.19%, 0.86%
48465,13.82%, 42.64%, 56.46%, 0.90%
48467,30.96%, 34.20%, 65.15%, 0.65%
48469,13.32%, 56.34%, 43.02%, 0.63%
48471,1.29%, 48.90%, 50.19%, 0.90%
48473,17.19%, 40.97%, 58.17%, 0.86%
48475,1.83%, 50.33%, 48.51%, 1.16%
48477,18.23%, 58.77%, 40.54%, 0.69%
48479,41.77%, 28.72%, 70.50%, 0.78%
48481,11.57%, 43.99%, 55.56%, 0.45%
48483,11.25%, 44.08%, 55.33%, 0.59%
48485,7.25%, 46.10%, 53.35%, 0.55%
48487,20.73%, 39.17%, 59.90%, 0.93%
48489,31.64%, 33.84%, 65.48%, 0.68%
48491,11.02%, 43.98%, 55.00%, 1.02%
48493,34.68%, 32.63%, 67.32%, 0.05%
48495,14.08%, 56.40%, 42.31%, 1.29%
48497,28.42%, 35.64%, 64.06%, 0.30%
48499,14.27%, 42.57%, 56.84%, 0.60%
48501,11.04%, 55.11%, 44.07%, 0.82%
48503,13.31%, 43.01%, 56.33%, 0.66%
48505,44.83%, 27.47%, 72.29%, 0.24%
48507,42.16%, 28.51%, 70.67%, 0.81%
49001,6.02%, 52.41%, 46.39%, 1.20%
49003,44.19%, 69.02%, 24.84%, 0.74%
49005,48.31%, 71.73%, 23.41%, 1.62%
49007,20.70%, 38.70%, 59.39%, 1.91%
49009,23.56%, 59.45%, 35.89%, 0.82%
49011,36.38%, 66.28%, 29.90%, 1.58%
49013,37.90%, 65.77%, 27.88%, 0.28%
49015,1.48%, 47.13%, 48.61%, 1.35%
49017,35.14%, 65.48%, 30.35%, 1.30%
49019,29.77%, 62.38%, 32.61%, 2.84%
49021,44.74%, 69.62%, 24.88%, 1.55%
49023,7.96%, 51.58%, 43.62%, 1.12%
49025,50.63%, 72.50%, 21.87%, 0.80%
49027,31.79%, 62.68%, 30.89%, 0.93%
49029,30.41%, 62.95%, 32.54%, 0.88%
49031,16.59%, 55.85%, 39.26%, 1.33%
49033,36.35%, 67.12%, 30.77%, 2.11%
49035,24.06%, 60.35%, 36.29%, 3.36%
49037,20.92%, 57.60%, 36.69%, 1.27%
49039,29.62%, 62.06%, 32.43%, 0.88%
49041,37.56%, 65.24%, 27.68%, 0.76%
49043,27.48%, 61.55%, 34.07%, 2.34%
49045,3.09%, 50.34%, 47.25%, 2.41%
49047,46.07%, 69.18%, 23.11%, 0.76%
49049,43.67%, 69.48%, 25.82%, 1.03%
49051,26.92%, 61.59%, 34.67%, 1.43%
49053,48.15%, 70.64%, 22.50%, 1.31%
49055,23.54%, 59.11%, 35.57%, 1.70%
49057,19.60%, 58.33%, 38.72%, 2.95%
50001,15.42%, 56.52%, 41.10%, 2.38%
50003,10.24%, 54.19%, 43.94%, 1.87%
50005,21.48%, 59.63%, 38.15%, 2.22%
50007,9.72%, 53.23%, 43.51%, 0.48%
50009,7.26%, 53.04%, 45.77%, 1.19%
50011,4.84%, 51.64%, 46.80%, 1.55%
50013,7.23%, 52.59%, 45.36%, 2.04%
50015,26.45%, 61.56%, 35.11%, 0.31%
50017,19.63%, 58.61%, 38.98%, 0.34%
50019,6.60%, 52.30%, 45.71%, 1.99%
50021,7.78%, 53.00%, 45.23%, 1.77%
50023,10.64%, 53.90%, 43.26%, 0.57%
50025,7.44%, 52.05%, 44.60%, 0.35%
50027,13.79%, 55.80%, 42.01%, 2.20%
51001,3.28%, 47.13%, 50.41%, 2.46%
51003,10.67%, 54.62%, 43.95%, 1.43%
51005,16.55%, 41.17%, 57.73%, 1.10%
51007,2.34%, 47.25%, 49.60%, 3.15%
51009,3.61%, 50.87%, 47.26%, 1.86%
51011,6.78%, 50.84%, 44.06%, 0.98%
51013,2.42%, 47.95%, 50.37%, 1.69%
51015,19.23%, 57.53%, 38.29%, 2.04%
51017,7.30%, 45.96%, 53.26%, 0.78%
51019,6.24%, 45.31%, 51.55%, 3.15%
51021,4.26%, 51.91%, 47.65%, 0.45%
51023,8.95%, 44.14%, 53.10%, 2.76%
51025,12.07%, 42.11%, 54.18%, 3.71%
51027,18.09%, 35.89%, 53.98%, 1.19%
51029,18.41%, 39.57%, 57.98%, 2.45%
51031,25.22%, 60.78%, 35.56%, 3.67%
51033,29.52%, 34.36%, 63.89%, 1.75%
51035,9.03%, 53.75%, 44.71%, 1.54%
51036,52.08%, 22.50%, 74.58%, 2.92%
51037,6.58%, 46.04%, 52.62%, 1.34%
51041,32.25%, 65.54%, 33.29%, 1.17%
51043,5.87%, 51.54%, 45.67%, 2.79%
51045,33.41%, 32.75%, 66.17%, 1.08%
51047,11.45%, 54.64%, 43.19%, 2.17%
51049,0.65%, 46.57%, 47.23%, 3.37%
51051,13.55%, 42.28%, 55.83%, 1.89%
51053,22.56%, 37.28%, 59.83%, 2.89%
51057,2.71%, 50.55%, 47.84%, 1.61%
51059,8.93%, 53.62%, 44.69%, 1.70%
51061,7.83%, 51.75%, 43.92%, 4.32%
51063,8.74%, 52.76%, 44.03%, 3.21%
51065,4.30%, 46.79%, 51.08%, 2.13%
51067,28.50%, 34.63%, 63.13%, 2.24%
51069,20.45%, 59.52%, 39.08%, 1.40%
51071,15.55%, 40.53%, 56.08%, 3.40%
51073,2.05%, 47.24%, 49.28%, 3.48%
51075,3.48%, 47.23%, 50.71%, 2.07%
51077,2.00%, 48.33%, 50.33%, 1.34%
51079,9.39%, 51.41%, 42.02%, 1.27%
51081,35.00%, 31.18%, 66.18%, 2.63%
51083,3.53%, 46.51%, 50.04%, 3.45%
51085,30.74%, 64.72%, 33.98%, 1.29%
51087,34.32%, 65.82%, 31.50%, 2.68%
51089,25.39%, 35.02%, 60.41%, 2.20%
51091,12.01%, 55.57%, 43.55%, 0.88%
51093,20.36%, 38.78%, 59.14%, 2.08%
51095,2.88%, 49.36%, 46.48%, 1.69%
51097,16.72%, 39.06%, 55.77%, 5.17%
51099,4.39%, 46.75%, 51.15%, 2.10%
51101,3.04%, 50.60%, 47.56%, 1.84%
51103,19.64%, 58.44%, 38.81%, 2.75%
51105,7.16%, 45.50%, 52.65%, 1.85%
51107,6.74%, 51.79%, 45.05%, 3.16%
51109,13.75%, 41.89%, 55.64%, 2.47%
51111,2.11%, 49.73%, 47.62%, 2.66%
51113,7.56%, 52.97%, 45.42%, 1.61%
51115,18.14%, 57.77%, 39.63%, 2.60%
51117,3.96%, 50.44%, 46.48%, 3.08%
51119,9.74%, 52.91%, 43.17%, 3.92%
51121,2.74%, 50.64%, 47.89%, 1.47%
51125,22.60%, 37.65%, 60.24%, 2.11%
51127,2.99%, 47.62%, 50.61%, 1.78%
51131,8.79%, 43.15%, 51.93%, 2.47%
51133,8.56%, 52.52%, 43.97%, 3.51%
51135,1.38%, 47.61%, 48.99%, 3.41%
51137,4.65%, 49.39%, 44.74%, 3.41%
51139,5.17%, 51.52%, 46.35%, 2.13%
51141,7.27%, 43.69%, 50.96%, 2.92%
51143,6.94%, 51.21%, 44.26%, 4.53%
51145,13.26%, 55.28%, 42.02%, 2.70%
51147,5.27%, 50.36%, 45.09%, 4.55%
51149,7.58%, 45.44%, 53.02%, 1.53%
51153,0.73%, 49.00%, 48.26%, 2.74%
51155,7.36%, 44.84%, 52.20%, 2.96%
51157,9.59%, 44.47%, 54.06%, 1.46%
51159,23.03%, 60.80%, 37.76%, 1.44%
51161,1.73%, 50.42%, 48.69%, 0.89%
51163,7.45%, 43.66%, 51.11%, 0.85%
51165,27.99%, 61.87%, 33.88%, 2.08%
51167,16.19%, 40.19%, 56.38%, 3.43%
51169,1.93%, 45.43%, 47.36%, 0.92%
51171,29.83%, 64.05%, 34.22%, 1.73%
51173,2.01%, 47.29%, 49.30%, 3.41%
51175,17.54%, 40.18%, 57.72%, 2.11%
51177,13.23%, 42.46%, 55.69%, 1.85%
51179,4.73%, 46.84%, 51.57%, 1.59%
51181,31.77%, 32.79%, 64.56%, 2.65%
51183,27.77%, 33.22%, 60.99%, 3.05%
51185,14.88%, 41.41%, 56.29%, 2.30%
51187,3.62%, 45.80%, 49.42%, 2.64%
51191,2.27%, 48.98%, 46.71%, 2.25%
51193,9.76%, 41.79%, 51.55%, 0.90%
51195,10.81%, 42.63%, 53.43%, 3.94%
51197,7.92%, 51.34%, 43.42%, 3.00%
51199,8.30%, 53.61%, 45.32%, 1.07%
51510,7.86%, 44.53%, 52.38%, 3.09%
51515,3.44%, 45.47%, 48.91%, 0.48%
51520,6.29%, 46.27%, 52.55%, 1.18%
51530,11.98%, 41.61%, 53.59%, 2.27%
51540,1.25%, 48.11%, 49.36%, 2.52%
51550,14.93%, 39.96%, 54.89%, 2.44%
51570,27.14%, 61.88%, 34.74%, 3.37%
51580,20.44%, 37.06%, 57.50%, 2.18%
51590,22.14%, 59.46%, 37.33%, 3.21%
51595,7.72%, 52.23%, 44.50%, 3.27%
51600,9.08%, 53.36%, 44.28%, 2.36%
51610,2.64%, 50.63%, 47.99%, 1.37%
51620,0.48%, 49.21%, 48.73%, 2.05%
51630,0.45%, 49.07%, 49.51%, 1.42%
51640,3.80%, 47.59%, 51.39%, 1.01%
51650,11.60%, 41.67%, 53.27%, 2.20%
51660,29.36%, 63.01%, 33.65%, 3.34%
51670,0.94%, 48.21%, 47.28%, 2.22%
51678,4.03%, 50.47%, 46.44%, 3.10%
51680,26.62%, 61.18%, 34.56%, 4.26%
51683,9.26%, 53.30%, 44.05%, 2.65%
51685,22.29%, 37.34%, 59.63%, 3.03%
51690,4.96%, 45.38%, 50.34%, 2.21%
51700,4.82%, 47.01%, 51.83%, 1.17%
51710,15.90%, 39.91%, 55.82%, 2.08%
51720,16.36%, 40.35%, 56.71%, 2.94%
51730,21.49%, 38.53%, 60.02%, 1.44%
51735,12.16%, 55.34%, 43.18%, 1.48%
51740,27.49%, 35.51%, 63.01%, 1.48%
51750,9.61%, 44.74%, 54.34%, 0.92%
51760,9.04%, 44.73%, 53.77%, 1.50%
51770,16.57%, 41.00%, 57.57%, 1.43%
51775,2.39%, 48.29%, 50.68%, 1.04%
51790,22.00%, 59.53%, 37.53%, 2.94%
51800,20.37%, 38.86%, 59.24%, 1.90%
51810,13.81%, 54.46%, 40.66%, 2.35%
51820,22.30%, 59.64%, 37.35%, 3.01%
51830,5.82%, 51.77%, 45.95%, 2.28%
51840,26.67%, 62.85%, 36.18%, 0.97%
53001,21.06%, 58.56%, 37.50%, 3.94%
53003,2.51%, 47.22%, 49.73%, 3.05%
53005,31.29%, 63.95%, 32.67%, 3.38%
53007,15.35%, 56.13%, 40.78%, 3.09%
53009,4.70%, 49.67%, 44.97%, 2.78%
53011,5.13%, 45.65%, 50.78%, 1.17%
53013,15.93%, 56.69%, 40.76%, 2.56%
53015,8.54%, 44.11%, 52.66%, 3.23%
53017,8.62%, 53.09%, 44.48%, 2.43%
53019,2.25%, 45.86%, 48.11%, 3.37%
53021,12.52%, 54.51%, 42.00%, 3.49%
53023,17.69%, 57.18%, 39.49%, 3.33%
53025,7.98%, 51.87%, 43.89%, 1.99%
53027,16.80%, 39.61%, 56.41%, 1.75%
53029,13.79%, 55.33%, 41.54%, 3.13%
53031,1.95%, 45.86%, 47.82%, 3.05%
53033,5.57%, 50.79%, 45.22%, 1.41%
53035,5.08%, 45.56%, 50.64%, 1.47%
53037,0.93%, 47.57%, 48.50%, 1.27%
53039,5.54%, 44.99%, 50.53%, 2.27%
53041,9.01%, 51.65%, 42.64%, 3.08%
53043,18.64%, 57.57%, 38.93%, 3.50%
53045,11.53%, 42.14%, 53.67%, 1.82%
53047,0.76%, 47.05%, 47.81%, 2.23%
53049,20.37%, 37.84%, 58.20%, 1.35%
53051,0.54%, 47.82%, 48.36%, 3.82%
53053,2.24%, 46.92%, 49.16%, 1.21%
53055,14.27%, 53.68%, 39.41%, 2.82%
53057,1.27%, 48.66%, 47.39%, 1.80%
53059,12.59%, 41.55%, 54.15%, 1.21%
53061,0.21%, 47.95%, 48.16%, 1.75%
53063,9.87%, 53.37%, 43.50%, 3.13%
53065,9.83%, 51.81%, 41.98%, 6.21%
53067,0.56%, 47.67%, 48.23%, 1.56%
53069,13.92%, 41.17%, 55.09%, 3.74%
53071,21.04%, 59.15%, 38.11%, 2.74%
53073,0.64%, 48.00%, 47.36%, 1.30%
53075,13.08%, 54.21%, 41.13%, 1.83%
53077,9.47%, 53.12%, 43.65%, 3.23%
54001,5.99%, 47.01%, 52.99%,-
54003,4.19%, 52.10%, 47.90%,-
54005,47.03%, 26.48%, 73.52%,-
54007,35.43%, 32.29%, 67.71%,-
54009,26.21%, 36.89%, 63.11%,-
54011,2.88%, 48.56%, 51.44%,-
54013,25.75%, 37.12%, 62.88%,-
54015,34.99%, 32.51%, 67.49%,-
54017,18.33%, 59.17%, 40.83%,-
54019,47.90%, 26.05%, 73.95%,-
54021,24.17%, 37.91%, 62.09%,-
54023,38.45%, 69.23%, 30.77%,-
54025,17.16%, 41.42%, 58.58%,-
54027,19.36%, 40.32%, 59.68%,-
54029,22.16%, 38.92%, 61.08%,-
54031,23.40%, 38.30%, 61.70%,-
54033,17.18%, 41.41%, 58.59%,-
54035,0.24%, 50.12%, 49.88%,-
54037,14.42%, 42.79%, 57.21%,-
54039,11.89%, 44.06%, 55.94%,-
54041,2.91%, 48.54%, 51.46%,-
54043,27.41%, 36.30%, 63.70%,-
54045,53.09%, 23.46%, 76.54%,-
54047,43.99%, 28.01%, 71.99%,-
54049,26.28%, 36.86%, 63.14%,-
54051,12.62%, 43.69%, 56.31%,-
54053,13.06%, 43.47%, 56.53%,-
54055,15.54%, 42.23%, 57.77%,-
54057,6.96%, 46.52%, 53.48%,-
54059,48.39%, 25.80%, 74.20%,-
54061,15.49%, 42.25%, 57.75%,-
54063,9.05%, 45.48%, 54.52%,-
54065,10.24%, 55.12%, 44.88%,-
54067,28.60%, 35.70%, 64.30%,-
54069,2.71%, 51.36%, 48.64%,-
54071,15.04%, 42.48%, 57.52%,-
54073,2.75%, 48.62%, 51.38%,-
54075,14.50%, 42.75%, 57.25%,-
54077,1.10%, 50.55%, 49.45%,-
54079,12.99%, 43.50%, 56.50%,-
54081,30.03%, 34.98%, 65.02%,-
54083,20.21%, 39.89%, 60.11%,-
54085,19.38%, 59.69%, 40.31%,-
54087,4.50%, 47.75%, 52.25%,-
54089,27.26%, 36.37%, 63.63%,-
54091,14.92%, 42.54%, 57.46%,-
54093,24.93%, 37.54%, 62.46%,-
54095,16.09%, 58.05%, 41.95%,-
54097,15.37%, 57.68%, 42.32%,-
54099,24.73%, 37.63%, 62.37%,-
54101,50.23%, 24.88%, 75.12%,-
54103,14.14%, 42.93%, 57.07%,-
54105,6.82%, 46.59%, 53.41%,-
54107,3.69%, 51.84%, 48.16%,-
54109,28.93%, 35.54%, 64.46%,-
55001,12.74%, 42.54%, 55.28%, 2.18%
55003,20.64%, 38.25%, 58.89%, 2.86%
55005,7.84%, 45.13%, 52.97%, 1.90%
55007,18.84%, 39.21%, 58.05%, 0.72%
55009,4.15%, 50.62%, 46.47%, 0.86%
55011,9.40%, 44.25%, 53.65%, 2.10%
55013,17.80%, 39.93%, 57.74%, 2.33%
55015,2.65%, 50.18%, 47.53%, 2.30%
55017,16.93%, 40.50%, 57.42%, 2.08%
55019,8.32%, 44.35%, 52.67%, 2.98%
55021,3.11%, 50.63%, 47.52%, 1.85%
55023,3.28%, 47.11%, 50.39%, 2.50%
55025,12.36%, 41.60%, 53.96%, 1.40%
55027,11.67%, 54.79%, 43.12%, 2.10%
55029,17.55%, 57.43%, 39.88%, 2.69%
55031,30.92%, 33.40%, 64.32%, 2.29%
55033,7.54%, 44.99%, 52.53%, 2.47%
55035,5.30%, 46.36%, 51.66%, 1.99%
55037,2.24%, 48.00%, 50.23%, 1.77%
55039,14.19%, 55.79%, 41.59%, 2.62%
55041,22.88%, 37.84%, 60.72%, 1.44%
55043,10.70%, 54.11%, 43.41%, 2.49%
55045,11.14%, 54.31%, 43.17%, 2.52%
55047,18.72%, 58.41%, 39.69%, 1.91%
55049,0.66%, 48.34%, 49.00%, 2.66%
55051,27.87%, 35.26%, 63.13%, 1.61%
55053,4.53%, 46.89%, 51.42%, 1.69%
55055,10.24%, 53.89%, 43.65%, 2.45%
55057,2.97%, 46.73%, 49.71%, 1.34%
55059,10.22%, 43.61%, 53.82%, 2.57%
55061,1.72%, 47.93%, 49.65%, 2.42%
55063,18.04%, 58.06%, 40.02%, 1.91%
55065,3.57%, 50.48%, 46.91%, 2.60%
55067,5.55%, 51.85%, 46.29%, 1.86%
55069,1.09%, 48.38%, 49.48%, 2.14%
55071,10.28%, 43.62%, 53.90%, 2.48%
55073,6.32%, 45.62%, 51.94%, 2.44%
55075,0.63%, 49.30%, 48.68%, 2.02%
55077,1.75%, 50.05%, 48.30%, 1.65%
55078,39.39%, 28.88%, 68.27%, 0.71%
55079,12.66%, 42.09%, 54.75%, 3.16%
55081,5.56%, 51.85%, 46.28%, 1.87%
55083,2.37%, 47.84%, 50.21%, 1.95%
55085,0.88%, 49.26%, 48.38%, 2.37%
55087,10.06%, 54.02%, 43.95%, 2.03%
55089,26.81%, 62.17%, 35.36%, 2.48%
55091,19.29%, 39.35%, 58.64%, 2.01%
55093,16.80%, 40.36%, 57.16%, 2.48%
55095,15.59%, 41.27%, 56.85%, 1.88%
55097,24.36%, 36.28%, 60.65%, 0.75%
55099,11.14%, 43.30%, 54.44%, 2.26%
55101,0.46%, 49.00%, 48.54%, 2.45%
55103,10.08%, 54.13%, 44.04%, 1.83%
55105,0.48%, 49.04%, 48.56%, 2.40%
55107,19.06%, 39.15%, 58.21%, 2.63%
55109,15.62%, 41.16%, 56.77%, 2.07%
55111,1.94%, 49.90%, 47.96%, 2.14%
55113,5.67%, 46.06%, 51.74%, 2.20%
55115,11.27%, 54.64%, 43.37%, 1.99%
55117,4.00%, 47.13%, 51.13%, 1.74%
55119,6.45%, 45.45%, 51.90%, 2.65%
55121,7.48%, 45.56%, 53.05%, 1.39%
55123,5.03%, 51.56%, 46.54%, 1.90%
55125,20.69%, 59.30%, 38.61%, 2.09%
55127,18.12%, 57.79%, 39.67%, 2.55%
55129,11.10%, 43.20%, 54.30%, 2.50%
55131,12.84%, 55.17%, 42.33%, 2.49%
55133,18.96%, 58.22%, 39.26%, 2.52%
55135,22.12%, 60.13%, 38.00%, 1.87%
55137,11.90%, 54.94%, 43.04%, 2.03%
55139,13.20%, 55.35%, 42.16%, 2.49%
55141,2.43%, 50.00%, 47.58%, 2.42%
56001,17.82%, 57.94%, 40.12%, 1.94%
56003,31.58%, 65.66%, 34.08%, 0.25%
56005,33.75%, 66.19%, 32.43%, 1.38%
56007,8.29%, 54.01%, 45.72%, 0.27%
56009,31.01%, 65.37%, 34.36%, 0.27%
56011,36.70%, 67.23%, 30.53%, 2.24%
56013,19.53%, 59.51%, 39.98%, 0.51%
56015,9.96%, 54.86%, 44.90%, 0.24%
56017,19.13%, 59.39%, 40.27%, 0.34%
56019,43.44%, 71.25%, 27.81%, 0.94%
56021,7.69%, 53.48%, 45.79%, 0.73%
56023,22.48%, 60.93%, 38.45%, 0.62%
56025,22.64%, 60.83%, 38.19%, 0.97%
56027,41.64%, 70.55%, 28.91%, 0.54%
56029,37.46%, 68.33%, 30.88%, 0.79%
56031,7.28%, 53.45%, 46.17%, 0.38%
56033,25.15%, 62.21%, 37.06%, 0.74%
56035,41.40%, 70.32%, 28.92%, 0.77%
56037,6.03%, 46.69%, 52.72%, 0.59%
56039,36.97%, 67.40%, 30.43%, 2.17%
56041,14.83%, 55.73%, 40.91%, 0.42%
56043,33.69%, 66.68%, 32.99%, 0.34%
56045,30.80%, 65.22%, 34.41%, 0.37%
60010,0%,-,-,-
60020,0%,-,-,-
60030,0%,-,-,-
60040,0%,-,-,-
60050,0%,-,-,-
66010,0%,-,-,-
69085,0%,-,-,-
69100,0%,-,-,-
69110,0%,-,-,-
69120,0%,-,-,-
72001,0%,-,-,-
72003,0%,-,-,-
72005,0%,-,-,-
72007,0%,-,-,-
72009,0%,-,-,-
72011,0%,-,-,-
72013,0%,-,-,-
72015,0%,-,-,-
72017,0%,-,-,-
72019,0%,-,-,-
72021,0%,-,-,-
72023,0%,-,-,-
72025,0%,-,-,-
72027,0%,-,-,-
72029,0%,-,-,-
72031,0%,-,-,-
72033,0%,-,-,-
72035,0%,-,-,-
72037,0%,-,-,-
72039,0%,-,-,-
72041,0%,-,-,-
72043,0%,-,-,-
72045,0%,-,-,-
72047,0%,-,-,-
72049,0%,-,-,-
72051,0%,-,-,-
72053,0%,-,-,-
72054,0%,-,-,-
72055,0%,-,-,-
72057,0%,-,-,-
72059,0%,-,-,-
72061,0%,-,-,-
72063,0%,-,-,-
72065,0%,-,-,-
72067,0%,-,-,-
72069,0%,-,-,-
72071,0%,-,-,-
72073,0%,-,-,-
72075,0%,-,-,-
72077,0%,-,-,-
72079,0%,-,-,-
72081,0%,-,-,-
72083,0%,-,-,-
72085,0%,-,-,-
72087,0%,-,-,-
72089,0%,-,-,-
72091,0%,-,-,-
72093,0%,-,-,-
72095,0%,-,-,-
72097,0%,-,-,-
72099,0%,-,-,-
72101,0%,-,-,-
72103,0%,-,-,-
72105,0%,-,-,-
72107,0%,-,-,-
72109,0%,-,-,-
72111,0%,-,-,-
72113,0%,-,-,-
72115,0%,-,-,-
72117,0%,-,-,-
72119,0%,-,-,-
72121,0%,-,-,-
72123,0%,-,-,-
72125,0%,-,-,-
72127,0%,-,-,-
72129,0%,-,-,-
72131,0%,-,-,-
72133,0%,-,-,-
72135,0%,-,-,-
72137,0%,-,-,-
72139,0%,-,-,-
72141,0%,-,-,-
72143,0%,-,-,-
72145,0%,-,-,-
72147,0%,-,-,-
72149,0%,-,-,-
72151,0%,-,-,-
72153,0%,-,-,-
74300,0%,-,-,-
78010,0%,-,-,-
78020,0%,-,-,-
78030,0%,-,-,-
