id,margin,bush,dukakis,trash,other,hex_color
29229,30.01%, 64.92%, 34.91%,-,0.1700000000000017%,a50059
29510,45.59%, 26.96%, 72.55%,-,0.4900000000000091%,4401b9
30001,34.87%, 66.73%, 31.87%,-,1.3999999999999915%,aa0351
30003,13.10%, 42.95%, 56.05%,-,1.0%,6d028e
30005,1.99%, 48.15%, 50.14%,-,1.710000000000008%,7a047f
30007,27.45%, 62.63%, 35.18%,-,2.1899999999999977%,9f0559
30009,7.18%, 52.80%, 45.62%,-,1.5800000000000125%,860474
30011,47.13%, 72.82%, 25.69%,-,1.490000000000009%,b90341
30013,0.71%, 49.64%, 48.93%,-,1.4300000000000068%,7e037c
30015,25.29%, 61.51%, 36.22%,-,2.2700000000000102%,9c055c
30017,12.16%, 55.05%, 42.90%,-,2.0500000000000114%,8c056d
30019,16.56%, 57.49%, 40.93%,-,1.5799999999999983%,920468
30021,11.01%, 54.40%, 43.39%,-,2.210000000000008%,8a056e
30023,45.78%, 26.51%, 72.29%,-,1.1999999999999886%,4303b8
30025,23.84%, 61.25%, 37.41%,-,1.3400000000000034%,9c035f
30027,31.00%, 64.55%, 33.55%,-,1.9000000000000057%,a40455
30029,16.88%, 57.33%, 40.44%,-,2.230000000000004%,920567
30031,15.89%, 56.94%, 41.06%,-,2.0%,910568
30033,51.12%, 74.15%, 23.03%, 2.23%,2.819999999999993%,bd073a
30035,10.56%, 43.16%, 53.72%, 2.25%,3.1200000000000045%,6e0788
30037,24.31%, 61.69%, 37.38%,-,0.9300000000000068%,9d025f
30039,20.97%, 59.50%, 38.54%,-,1.960000000000008%,970462
30041,9.65%, 44.50%, 54.15%,-,1.3499999999999943%,71038a
30043,6.80%, 52.31%, 45.50%,-,2.1899999999999977%,850574
30045,20.58%, 59.50%, 38.92%,-,1.5799999999999983%,970463
30047,8.46%, 53.37%, 44.91%,-,1.7199999999999989%,880472
30049,4.23%, 46.91%, 51.14%,-,1.9500000000000028%,770482
30051,29.22%, 63.82%, 34.60%,-,1.5799999999999983%,a20458
30053,1.38%, 47.98%, 49.37%, 2.14%,2.6500000000000057%,7a067d
30055,17.66%, 58.18%, 40.53%,-,1.289999999999992%,940367
30057,39.16%, 68.62%, 29.46%,-,1.9199999999999875%,ae044b
30059,31.62%, 65.01%, 33.40%,-,1.5900000000000034%,a50455
30061,12.11%, 43.14%, 55.25%,-,1.6099999999999994%,6e048c
30063,9.01%, 44.76%, 53.77%,-,1.4699999999999989%,720389
30065,17.33%, 58.08%, 40.74%,-,1.1800000000000068%,940367
30067,20.06%, 59.13%, 39.07%,-,1.7999999999999972%,960463
30069,37.42%, 67.55%, 30.13%,-,2.3200000000000074%,ac054c
30071,22.96%, 60.26%, 37.30%, 2.14%,2.4399999999999977%,99065f
30073,17.66%, 57.64%, 39.98%,-,2.3799999999999955%,920665
30075,34.09%, 66.15%, 32.06%,-,1.789999999999992%,a80451
30077,14.31%, 56.31%, 42.00%,-,1.6899999999999977%,8f046b
30079,22.00%, 60.11%, 38.11%,-,1.7800000000000011%,990461
30081,21.26%, 59.39%, 38.13%,-,2.4799999999999898%,970661
30083,17.69%, 57.81%, 40.12%,-,2.069999999999993%,930566
30085,3.06%, 47.52%, 50.58%,-,1.9000000000000057%,790480
30087,1.24%, 48.05%, 49.29%, 2.35%,2.6599999999999966%,7a067d
30089,4.60%, 51.24%, 46.64%,-,2.1200000000000045%,820576
30091,0.98%, 49.98%, 49.00%,-,1.0200000000000102%,7f027c
30093,38.23%, 30.22%, 68.45%,-,1.3299999999999983%,4d03ae
30095,15.18%, 56.82%, 41.64%,-,1.539999999999992%,90036a
30097,45.01%, 71.67%, 26.66%,-,1.6700000000000017%,b60443
30099,17.66%, 57.83%, 40.17%,-,2.0%,930566
30101,16.51%, 57.14%, 40.62%,-,2.240000000000009%,910567
30103,11.19%, 54.29%, 43.10%, 2.24%,2.6099999999999994%,8a066d
30105,6.46%, 52.42%, 45.96%,-,1.6200000000000045%,850475
30107,19.82%, 59.03%, 39.20%,-,1.769999999999996%,960463
30109,15.90%, 56.92%, 41.02%,-,2.0600000000000023%,910568
30111,12.01%, 55.42%, 43.41%,-,1.1700000000000017%,8d026e
31001,31.82%, 65.59%, 33.77%,-,0.6399999999999864%,a70156
31003,47.57%, 73.78%, 26.22%,-,0.0%,bc0042
31005,56.51%, 78.07%, 21.56%,-,0.37000000000000455%,c70036
31007,52.20%, 75.68%, 23.48%,-,0.8399999999999892%,c0023b
31009,64.72%, 82.24%, 17.52%,-,0.2400000000000091%,d1002c
31011,37.59%, 68.57%, 30.98%,-,0.45000000000000284%,ae014e
31013,13.61%, 56.42%, 42.80%,-,0.7800000000000011%,8f016d
31015,33.20%, 65.92%, 32.72%,-,1.3599999999999994%,a80353
31017,50.53%, 74.93%, 24.40%,-,0.6699999999999875%,bf013e
31019,35.60%, 67.31%, 31.71%,-,0.9799999999999898%,ab0250
31021,16.77%, 58.06%, 41.29%,-,0.6500000000000057%,940169
31023,9.71%, 54.62%, 44.91%,-,0.46999999999999886%,8b0172
31025,11.77%, 55.61%, 43.84%,-,0.5499999999999972%,8d016f
31027,16.59%, 58.09%, 41.51%,-,0.4000000000000057%,940169
31029,40.78%, 69.45%, 28.67%,-,1.8799999999999955%,b10449
31031,55.18%, 77.35%, 22.17%,-,0.480000000000004%,c50138
31033,36.21%, 67.77%, 31.57%,-,0.6599999999999966%,ac0150
31035,36.17%, 67.78%, 31.61%,-,0.6099999999999994%,ac0150
31037,20.19%, 59.75%, 39.56%,-,0.6899999999999977%,980164
31039,44.04%, 71.75%, 27.71%,-,0.539999999999992%,b60146
31041,47.28%, 73.40%, 26.13%,-,0.46999999999999886%,bb0142
31043,3.48%, 48.17%, 51.64%,-,0.18999999999999773%,7a0083
31045,39.72%, 69.50%, 29.78%,-,0.7199999999999989%,b1014b
31047,43.13%, 71.30%, 28.16%,-,0.5400000000000063%,b50147
31049,43.24%, 71.20%, 27.96%,-,0.8400000000000034%,b50247
31051,21.36%, 60.53%, 39.17%,-,0.29999999999999716%,9a0063
31053,15.76%, 57.66%, 41.90%,-,0.4399999999999977%,93016a
31055,13.16%, 56.27%, 43.11%,-,0.6200000000000045%,8f016d
31057,42.02%, 70.29%, 28.27%,-,1.4399999999999977%,b30348
31059,15.21%, 57.20%, 41.98%,-,0.8199999999999932%,91026b
31061,25.23%, 62.06%, 36.83%,-,1.1099999999999994%,9e025d
31063,46.13%, 72.45%, 26.32%,-,1.2299999999999898%,b80343
31065,39.28%, 69.19%, 29.91%,-,0.9000000000000057%,b0024c
31067,12.05%, 55.68%, 43.63%,-,0.6899999999999977%,8d016f
31069,45.52%, 72.39%, 26.87%,-,0.7399999999999949%,b80144
31071,53.83%, 75.97%, 22.14%,-,1.8900000000000006%,c10438
31073,35.11%, 67.12%, 32.01%,-,0.8700000000000045%,ab0251
31075,54.08%, 76.79%, 22.70%,-,0.5099999999999909%,c30139
31077,6.47%, 53.06%, 46.59%,-,0.3499999999999943%,870076
31079,27.38%, 63.41%, 36.02%,-,0.5699999999999932%,a1015b
31081,39.99%, 69.73%, 29.74%,-,0.5300000000000011%,b1014b
31083,31.48%, 65.13%, 33.66%,-,1.210000000000008%,a60355
31085,51.61%, 75.07%, 23.46%,-,1.4699999999999989%,bf033b
31087,40.00%, 69.45%, 29.45%,-,1.0999999999999943%,b1024b
31089,50.38%, 74.66%, 24.28%,-,1.0600000000000023%,be023d
31091,60.93%, 80.25%, 19.32%,-,0.4300000000000068%,cc0131
31093,12.40%, 55.63%, 43.24%,-,1.1299999999999955%,8d026e
31095,15.08%, 57.16%, 42.08%,-,0.7600000000000051%,91016b
31097,0.76%, 50.17%, 49.41%,-,0.4200000000000017%,7f017d
31099,33.14%, 65.99%, 32.86%,-,1.1500000000000057%,a80253
31101,45.38%, 72.31%, 26.94%,-,0.75%,b80144
31103,50.59%, 74.96%, 24.37%,-,0.6700000000000017%,bf013e
31105,41.32%, 69.89%, 28.57%,-,1.539999999999992%,b20348
31107,28.14%, 63.76%, 35.62%,-,0.6200000000000045%,a2015a
31109,0.39%, 49.87%, 49.48%,-,0.6500000000000057%,7f017e
31111,15.76%, 57.57%, 41.81%,-,0.6200000000000045%,92016a
31113,59.83%, 79.70%, 19.87%,-,0.4299999999999926%,cb0132
31115,49.25%, 73.75%, 24.50%,-,1.75%,bc043e
31117,57.88%, 78.42%, 20.55%,-,1.0300000000000011%,c70234
31119,53.09%, 76.30%, 23.21%,-,0.4900000000000091%,c2013b
31121,32.96%, 66.15%, 33.18%,-,0.6699999999999875%,a80154
31123,34.41%, 66.75%, 32.35%,-,0.9000000000000057%,aa0252
31125,19.65%, 59.55%, 39.90%,-,0.5500000000000114%,970165
31127,22.13%, 60.60%, 38.47%,-,0.9300000000000068%,9a0262
31129,22.00%, 60.53%, 38.53%,-,0.9399999999999977%,9a0262
31131,17.40%, 58.50%, 41.09%,-,0.4099999999999966%,950168
31133,11.83%, 55.46%, 43.63%,-,0.9099999999999966%,8d026f
31135,40.52%, 69.70%, 29.18%,-,1.1200000000000045%,b1024a
31137,51.72%, 75.59%, 23.87%,-,0.539999999999992%,c0013c
31139,45.90%, 72.79%, 26.89%,-,0.3199999999999932%,b90044
31141,46.43%, 72.93%, 26.50%,-,0.5699999999999932%,b90143
31143,30.29%, 64.94%, 34.65%,-,0.4099999999999966%,a50158
31145,37.26%, 68.19%, 30.93%,-,0.8799999999999955%,ad024e
31147,16.68%, 58.02%, 41.34%,-,0.6399999999999864%,930169
31149,58.41%, 79.10%, 20.69%,-,0.21000000000000796%,c90034
31151,13.98%, 42.75%, 56.73%,-,0.5200000000000102%,6d0190
31153,29.55%, 64.54%, 34.99%,-,0.46999999999999886%,a40159
31155,11.60%, 55.46%, 43.86%,-,0.6800000000000068%,8d016f
31157,31.50%, 65.39%, 33.89%,-,0.7199999999999989%,a60156
31159,12.59%, 55.89%, 43.30%,-,0.8100000000000023%,8e026e
31161,56.56%, 77.67%, 21.12%,-,1.2099999999999937%,c60335
31163,4.29%, 51.67%, 47.37%,-,0.960000000000008%,830278
31165,48.76%, 74.05%, 25.29%,-,0.6599999999999966%,bc0140
31167,45.42%, 72.50%, 27.08%,-,0.4200000000000017%,b80145
31169,19.81%, 59.56%, 39.75%,-,0.6899999999999977%,970165
31171,64.81%, 82.19%, 17.38%,-,0.4300000000000068%,d1012c
31173,5.13%, 47.22%, 52.35%,-,0.4300000000000068%,780185
31175,29.20%, 64.08%, 34.88%,-,1.039999999999992%,a30258
31177,28.09%, 63.80%, 35.70%,-,0.5%,a2015b
31179,37.69%, 68.43%, 30.74%,-,0.8299999999999983%,ae024e
31181,19.00%, 59.03%, 40.03%,-,0.9399999999999977%,960266
31183,36.92%, 67.91%, 30.99%,-,1.1000000000000085%,ad024f
31185,46.04%, 72.78%, 26.75%,-,0.46999999999999886%,b90144
32001,49.29%, 72.86%, 23.57%,-,3.569999999999993%,b9093c
32003,15.51%, 56.37%, 40.86%,-,2.7700000000000102%,8f0768
32005,37.58%, 67.02%, 29.44%,-,3.5400000000000063%,aa094b
32007,40.75%, 68.35%, 27.59%,-,4.060000000000002%,ae0a46
32009,42.93%, 68.84%, 25.91%,-,5.25%,af0d42
32011,45.02%, 70.96%, 25.95%,-,3.0900000000000034%,b40742
32013,37.86%, 66.50%, 28.64%,-,4.859999999999999%,a90c49
32015,45.22%, 70.83%, 25.61%,-,3.5600000000000023%,b40941
32017,36.38%, 66.18%, 29.80%,-,4.019999999999996%,a80a4b
32019,29.90%, 62.83%, 32.93%,-,4.240000000000009%,a00a53
32021,19.29%, 56.88%, 37.59%,-,5.530000000000001%,910e5f
32023,33.39%, 64.59%, 31.20%,-,4.209999999999994%,a40a4f
32027,29.30%, 62.11%, 32.81%,-,5.079999999999998%,9e0c53
32029,18.96%, 56.36%, 37.40%,-,6.240000000000009%,8f0f5f
32031,22.26%, 59.34%, 37.08%,-,3.5799999999999983%,97095e
32033,12.71%, 53.31%, 40.59%,-,6.099999999999994%,870f67
32510,30.17%, 63.44%, 33.27%,-,3.289999999999992%,a10854
33001,36.89%, 67.92%, 31.03%,-,1.0499999999999972%,ad024f
33003,42.68%, 70.78%, 28.09%,-,1.1299999999999955%,b40247
33005,9.68%, 54.53%, 44.85%,-,0.6200000000000045%,8b0172
33007,27.33%, 63.32%, 35.99%,-,0.6899999999999977%,a1015b
33009,24.59%, 62.00%, 37.41%,-,0.5900000000000034%,9e015f
33011,31.27%, 65.00%, 33.73%,-,1.2700000000000102%,a50356
33013,22.38%, 60.66%, 38.28%,-,1.0600000000000023%,9a0261
33015,27.87%, 63.15%, 35.28%,-,1.5699999999999932%,a10459
33017,10.85%, 54.74%, 43.89%,-,1.3700000000000045%,8b036f
33019,16.08%, 57.82%, 41.73%,-,0.45000000000000284%,93016a
34001,13.47%, 56.33%, 42.86%,-,0.8100000000000023%,8f026d
34003,16.98%, 58.19%, 41.20%,-,0.6099999999999994%,940169
34005,17.52%, 58.30%, 40.77%,-,0.9300000000000068%,940267
34007,4.87%, 51.98%, 47.12%,-,0.9000000000000057%,840278
34009,30.90%, 65.14%, 34.24%,-,0.6200000000000045%,a60157
34011,8.59%, 53.83%, 45.23%,-,0.9399999999999977%,890273
34013,16.11%, 40.25%, 56.36%,-,3.3900000000000006%,66088f
34015,18.42%, 58.68%, 40.26%,-,1.0600000000000023%,950266
34017,7.68%, 45.72%, 53.40%,-,0.8799999999999955%,740288
34019,39.30%, 69.09%, 29.79%,-,1.1200000000000045%,b0024b
34021,2.46%, 48.31%, 50.77%,-,0.9199999999999875%,7b0281
34023,9.95%, 54.30%, 44.35%,-,1.3499999999999943%,8a0371
34025,23.02%, 61.14%, 38.12%,-,0.7400000000000091%,9b0161
34027,36.69%, 68.05%, 31.36%,-,0.5900000000000034%,ad014f
34029,31.55%, 65.38%, 33.83%,-,0.7900000000000063%,a60256
34031,13.85%, 55.91%, 42.06%,-,2.030000000000001%,8e056b
34033,20.64%, 59.52%, 38.88%,-,1.5999999999999943%,970463
34035,28.49%, 63.71%, 35.22%,-,1.0699999999999932%,a20259
34037,44.68%, 71.94%, 27.26%,-,0.7999999999999972%,b70245
34039,9.52%, 54.27%, 44.75%,-,0.9799999999999898%,8a0272
34041,29.93%, 64.50%, 34.57%,-,0.9300000000000068%,a40258
35001,8.37%, 53.62%, 45.25%,-,1.1299999999999955%,880273
35003,29.27%, 62.25%, 32.97%, 3.57%,4.780000000000001%,9e0c54
35005,32.69%, 65.84%, 33.15%,-,1.009999999999991%,a70254
35006,13.33%, 43.02%, 56.35%,-,0.6299999999999955%,6d018f
35007,10.40%, 44.37%, 54.77%,-,0.8599999999999994%,71028b
35009,33.26%, 66.17%, 32.91%,-,0.9200000000000017%,a80253
35011,14.35%, 56.60%, 42.25%,-,1.1500000000000057%,90026b
35013,4.73%, 51.70%, 46.97%,-,1.3299999999999983%,830377
35015,6.80%, 52.90%, 46.10%,-,1.0%,860275
35017,12.81%, 43.10%, 55.91%,-,0.9900000000000091%,6d028e
35019,18.03%, 40.63%, 58.66%,-,0.710000000000008%,670195
35021,12.80%, 56.10%, 43.30%,-,0.5999999999999943%,8f016e
35023,9.85%, 54.46%, 44.60%,-,0.9399999999999977%,8a0271
35025,31.38%, 65.36%, 33.98%,-,0.6599999999999966%,a60156
35027,34.44%, 66.40%, 31.96%,-,1.6399999999999864%,a90451
35028,32.97%, 65.22%, 32.26%,-,2.5200000000000102%,a60652
35029,5.26%, 51.46%, 46.20%,-,2.3400000000000034%,830575
35031,25.22%, 36.81%, 62.04%,-,1.1500000000000057%,5d029e
35033,26.64%, 36.27%, 62.91%,-,0.8199999999999932%,5c02a0
35035,30.37%, 64.50%, 34.14%,-,1.3599999999999994%,a40357
35037,12.53%, 55.62%, 43.09%,-,1.289999999999992%,8d036d
35039,42.15%, 28.46%, 70.61%,-,0.9300000000000068%,4802b4
35041,27.39%, 63.18%, 35.79%,-,1.0300000000000011%,a1025b
35043,0.42%, 49.50%, 49.09%,-,1.4099999999999966%,7e037d
35045,18.41%, 58.39%, 39.98%,-,1.6299999999999955%,940465
35047,37.33%, 30.62%, 67.95%,-,1.4299999999999926%,4e03ad
35049,28.95%, 34.91%, 63.86%,-,1.230000000000004%,5903a2
35051,21.90%, 60.19%, 38.30%,-,1.5100000000000051%,990361
35053,2.48%, 50.09%, 47.61%,-,2.299999999999997%,7f0579
35055,36.44%, 31.29%, 67.73%,-,0.9799999999999898%,4f02ac
35057,16.10%, 57.19%, 41.09%,-,1.7199999999999989%,910468
35059,33.32%, 65.87%, 32.55%,-,1.5799999999999983%,a70453
35061,4.86%, 51.80%, 46.95%,-,1.25%,840377
36001,18.33%, 40.37%, 58.70%,-,0.9300000000000068%,660295
36003,35.55%, 67.40%, 31.85%,-,0.75%,ab0151
36005,47.71%, 25.51%, 73.22%,-,1.269999999999996%,4103ba
36007,0.54%, 49.41%, 49.95%,-,0.6400000000000006%,7d017f
36009,22.34%, 60.72%, 38.38%,-,0.9000000000000057%,9a0261
36011,5.85%, 52.45%, 46.60%,-,0.9499999999999886%,850276
36013,10.07%, 54.68%, 44.61%,-,0.710000000000008%,8b0171
36015,13.42%, 56.41%, 42.99%,-,0.5999999999999943%,8f016d
36017,18.62%, 58.92%, 40.30%,-,0.7800000000000011%,960166
36019,10.62%, 54.97%, 44.36%,-,0.6700000000000017%,8c0171
36021,13.10%, 56.12%, 43.03%,-,0.8499999999999943%,8f026d
36023,17.37%, 58.26%, 40.88%,-,0.8599999999999994%,940268
36025,20.66%, 59.92%, 39.26%,-,0.8199999999999932%,980264
36027,22.75%, 60.97%, 38.22%,-,0.8100000000000023%,9b0261
36029,11.60%, 43.83%, 55.43%,-,0.7400000000000091%,6f018d
36031,21.78%, 60.48%, 38.70%,-,0.8199999999999932%,9a0262
36033,7.02%, 53.14%, 46.11%,-,0.75%,870175
36035,13.11%, 56.17%, 43.06%,-,0.769999999999996%,8f016d
36037,17.41%, 58.29%, 40.87%,-,0.8400000000000034%,940268
36039,23.86%, 61.46%, 37.61%,-,0.9300000000000068%,9c025f
36041,40.52%, 69.94%, 29.42%,-,0.6400000000000006%,b2014b
36043,8.60%, 53.90%, 45.30%,-,0.8000000000000114%,890273
36045,15.37%, 57.41%, 42.05%,-,0.5400000000000063%,92016b
36047,33.69%, 32.60%, 66.28%,-,1.1200000000000045%,5302a9
36049,15.14%, 57.08%, 41.94%,-,0.980000000000004%,91026a
36051,18.98%, 59.10%, 40.11%,-,0.789999999999992%,960266
36053,16.45%, 57.86%, 41.41%,-,0.730000000000004%,930169
36055,0.52%, 49.85%, 49.33%,-,0.8199999999999932%,7f027d
36057,1.07%, 49.05%, 50.13%,-,0.8199999999999932%,7d027f
36059,14.74%, 56.96%, 42.22%,-,0.8199999999999932%,91026b
36061,53.25%, 22.89%, 76.14%,-,0.9699999999999989%,3a02c2
36063,1.46%, 48.97%, 50.42%,-,0.6099999999999994%,7c0180
36065,7.13%, 53.20%, 46.07%,-,0.7299999999999898%,870175
36067,4.65%, 51.91%, 47.26%,-,0.8300000000000125%,840278
36069,11.26%, 55.23%, 43.97%,-,0.8000000000000114%,8c0270
36071,25.74%, 62.44%, 36.70%,-,0.8599999999999994%,9f025d
36073,20.69%, 59.97%, 39.28%,-,0.75%,980164
36075,15.68%, 57.37%, 41.69%,-,0.9399999999999977%,92026a
36077,8.02%, 53.51%, 45.49%,-,1.0%,880273
36079,32.68%, 65.99%, 33.31%,-,0.7000000000000028%,a80154
36081,19.77%, 39.70%, 59.47%,-,0.8299999999999983%,650297
36083,3.39%, 51.18%, 47.79%,-,1.0300000000000011%,820279
36085,23.51%, 61.46%, 37.95%,-,0.5900000000000034%,9c0160
36087,14.42%, 56.83%, 42.42%,-,0.75%,90016c
36089,3.47%, 51.39%, 47.92%,-,0.6899999999999977%,83017a
36091,15.59%, 57.39%, 41.81%,-,0.7999999999999972%,92026a
36093,4.43%, 47.40%, 51.83%,-,0.7700000000000102%,780184
36095,12.91%, 55.90%, 42.99%,-,1.1099999999999994%,8e026d
36097,19.21%, 59.25%, 40.04%,-,0.710000000000008%,970166
36099,7.41%, 53.21%, 45.80%,-,0.9900000000000091%,870274
36101,32.59%, 65.93%, 33.34%,-,0.7299999999999898%,a80155
36103,21.78%, 60.51%, 38.73%,-,0.7600000000000051%,9a0162
36105,14.79%, 57.00%, 42.20%,-,0.7999999999999972%,91026b
36107,21.81%, 60.49%, 38.68%,-,0.8299999999999983%,9a0262
36109,17.77%, 40.69%, 58.46%,-,0.8499999999999943%,670295
36111,14.37%, 56.75%, 42.37%,-,0.8799999999999955%,90026c
36113,29.57%, 64.41%, 34.85%,-,0.7400000000000091%,a40158
36115,26.21%, 62.64%, 36.42%,-,0.9399999999999977%,9f025c
36117,22.58%, 60.80%, 38.22%,-,0.980000000000004%,9b0261
36119,7.57%, 53.36%, 45.78%,-,0.8599999999999994%,880274
36121,28.41%, 63.59%, 35.17%,-,1.2399999999999949%,a20359
36123,21.83%, 60.48%, 38.65%,-,0.8700000000000045%,9a0262
37001,31.18%, 65.48%, 34.31%,-,0.20999999999999375%,a60057
37003,31.43%, 65.56%, 34.13%,-,0.3100000000000023%,a70057
37005,2.04%, 50.98%, 48.94%,-,0.0800000000000125%,81007c
37007,26.84%, 36.45%, 63.29%,-,0.2599999999999909%,5c00a1
37009,19.69%, 59.69%, 40.01%,-,0.30000000000001137%,980066
37011,51.25%, 75.33%, 24.08%,-,0.5900000000000034%,c0013d
37013,20.91%, 60.35%, 39.44%,-,0.21000000000000796%,990064
37015,27.32%, 36.24%, 63.56%,-,0.19999999999998863%,5c00a2
37017,14.31%, 42.77%, 57.08%,-,0.15000000000000568%,6d0091
37019,11.85%, 55.78%, 43.93%,-,0.28999999999999204%,8e0070
37021,15.41%, 57.55%, 42.14%,-,0.3100000000000023%,92006b
37023,18.96%, 59.41%, 40.45%,-,0.14000000000000057%,970067
37025,35.57%, 67.67%, 32.11%,-,0.21999999999999886%,ac0051
37027,31.70%, 65.78%, 34.08%,-,0.14000000000000057%,a70056
37029,2.80%, 50.87%, 48.07%,-,1.0600000000000023%,81027a
37031,23.44%, 61.55%, 38.12%,-,0.3300000000000125%,9c0061
37033,11.85%, 43.93%, 55.79%,-,0.28000000000000114%,70008e
37035,38.12%, 69.01%, 30.89%,-,0.09999999999999432%,af004e
37037,4.11%, 47.81%, 51.92%,-,0.269999999999996%,790084
37039,27.85%, 63.78%, 35.93%,-,0.28999999999999204%,a2005b
37041,3.50%, 51.56%, 48.06%,-,0.37999999999999545%,83007a
37043,25.43%, 62.47%, 37.04%,-,0.4900000000000091%,9f015e
37045,15.24%, 57.54%, 42.30%,-,0.1599999999999966%,92006b
37047,15.82%, 41.93%, 57.75%,-,0.3199999999999932%,6a0093
37049,24.43%, 62.10%, 37.66%,-,0.2400000000000091%,9e0060
37051,6.41%, 53.07%, 46.66%,-,0.27000000000001023%,870076
37053,22.17%, 60.98%, 38.82%,-,0.20000000000000284%,9b0062
37055,30.08%, 64.85%, 34.77%,-,0.37999999999999545%,a50058
37057,36.39%, 68.11%, 31.72%,-,0.1700000000000017%,ad0050
37059,43.08%, 71.37%, 28.29%,-,0.3400000000000034%,b50048
37061,1.46%, 49.24%, 50.70%,-,0.060000000000002274%,7d0081
37063,8.37%, 45.43%, 53.79%,-,0.7800000000000011%,730189
37065,13.90%, 42.92%, 56.82%,-,0.2599999999999909%,6d0090
37067,18.38%, 59.02%, 40.65%,-,0.3299999999999983%,960067
37069,0.56%, 50.17%, 49.62%,-,0.21000000000000796%,7f007e
37071,40.83%, 70.32%, 29.49%,-,0.19000000000001194%,b3004b
37073,16.44%, 41.64%, 58.08%,-,0.28000000000000114%,6a0094
37075,22.76%, 61.16%, 38.40%,-,0.4399999999999977%,9b0161
37077,3.83%, 46.75%, 50.58%,-,2.6700000000000017%,770680
37079,4.41%, 47.69%, 52.10%,-,0.21000000000000796%,790084
37081,13.40%, 56.35%, 42.95%,-,0.6999999999999886%,8f016d
37083,7.80%, 46.03%, 53.83%,-,0.14000000000000057%,750089
37085,14.62%, 57.25%, 42.63%,-,0.12000000000000455%,91006c
37087,0.29%, 49.68%, 49.98%,-,0.3400000000000034%,7e007f
37089,35.62%, 67.68%, 32.06%,-,0.2599999999999909%,ac0051
37091,24.79%, 37.54%, 62.33%,-,0.12999999999999545%,5f009e
37093,23.65%, 37.88%, 61.52%,-,0.5999999999999943%,60019c
37095,16.61%, 41.52%, 58.13%,-,0.3499999999999943%,690094
37097,34.25%, 67.02%, 32.77%,-,0.21000000000000796%,aa0053
37099,2.30%, 51.03%, 48.73%,-,0.2400000000000091%,82007c
37101,28.14%, 63.97%, 35.83%,-,0.20000000000000284%,a3005b
37103,8.25%, 45.78%, 54.03%,-,0.18999999999999773%,740089
37105,25.27%, 62.47%, 37.21%,-,0.3199999999999932%,9f005e
37107,16.46%, 58.13%, 41.68%,-,0.18999999999999773%,94006a
37109,28.72%, 64.26%, 35.54%,-,0.19999999999998863%,a3005a
37111,18.89%, 59.34%, 40.46%,-,0.19999999999998863%,970067
37113,22.95%, 61.39%, 38.44%,-,0.1700000000000017%,9c0062
37115,6.46%, 53.07%, 46.62%,-,0.3100000000000023%,870076
37117,6.65%, 46.61%, 53.26%,-,0.12999999999999545%,760087
37119,19.20%, 59.42%, 40.22%,-,0.35999999999999943%,970066
37121,53.92%, 76.82%, 22.90%,-,0.28000000000000114%,c3003a
37123,5.97%, 52.80%, 46.83%,-,0.37000000000000455%,860077
37125,31.02%, 65.37%, 34.35%,-,0.28000000000000114%,a60057
37127,28.99%, 64.34%, 35.35%,-,0.3100000000000023%,a4005a
37129,21.38%, 60.56%, 39.18%,-,0.2599999999999909%,9a0063
37131,31.05%, 34.34%, 65.39%,-,0.269999999999996%,5700a6
37133,26.12%, 62.87%, 36.75%,-,0.37999999999999545%,a0005d
37135,21.11%, 39.13%, 60.23%,-,0.6400000000000006%,630199
37137,2.42%, 50.98%, 48.56%,-,0.46000000000000796%,81017b
37139,1.85%, 50.76%, 48.91%,-,0.3300000000000125%,81007c
37141,5.89%, 52.84%, 46.95%,-,0.20999999999999375%,860077
37143,7.13%, 53.32%, 46.20%,-,0.47999999999998977%,870175
37145,12.23%, 56.00%, 43.78%,-,0.21999999999999886%,8e006f
37147,10.47%, 55.08%, 44.61%,-,0.3100000000000023%,8c0071
37149,20.86%, 60.31%, 39.45%,-,0.23999999999999488%,990064
37151,46.79%, 73.32%, 26.53%,-,0.15000000000000568%,ba0043
37153,16.95%, 41.39%, 58.34%,-,0.269999999999996%,690094
37155,26.22%, 36.70%, 62.92%,-,0.37999999999999545%,5d00a0
37157,11.62%, 55.77%, 44.15%,-,0.0799999999999983%,8e0070
37159,31.24%, 65.48%, 34.24%,-,0.28000000000000114%,a60057
37161,19.71%, 59.73%, 40.02%,-,0.25%,980066
37163,3.11%, 51.49%, 48.38%,-,0.12999999999999545%,83007b
37165,9.40%, 45.16%, 54.56%,-,0.28000000000000114%,73008b
37167,28.37%, 64.13%, 35.76%,-,0.11000000000001364%,a3005b
37169,23.85%, 61.81%, 37.96%,-,0.22999999999998977%,9d0060
37171,22.23%, 61.06%, 38.83%,-,0.10999999999999943%,9b0063
37173,0.72%, 49.52%, 50.23%,-,0.25%,7e0080
37175,24.09%, 61.86%, 37.78%,-,0.35999999999999943%,9d0060
37177,10.39%, 44.70%, 55.09%,-,0.20999999999999375%,71008c
37179,31.65%, 65.71%, 34.06%,-,0.23000000000000398%,a70056
37181,0.05%, 49.88%, 49.94%,-,0.18000000000000682%,7f007f
37183,14.12%, 56.87%, 42.75%,-,0.37999999999999545%,91006d
37185,32.45%, 33.64%, 66.09%,-,0.269999999999996%,5500a8
37187,12.39%, 43.69%, 56.08%,-,0.23000000000000398%,6f008f
