id,margin,bush,dukakis,trash,other,hex_color
24001,19.04%, 59.19%, 40.15%,-,0.6599999999999966%,960166
24003,27.79%, 63.53%, 35.74%,-,0.7299999999999898%,a2015b
24005,14.73%, 57.04%, 42.32%,-,0.6400000000000006%,91016b
24009,26.33%, 62.98%, 36.65%,-,0.37000000000000455%,a0005d
24011,31.18%, 65.44%, 34.26%,-,0.30000000000001137%,a60057
24013,43.10%, 71.37%, 28.27%,-,0.35999999999999943%,b50048
24015,25.61%, 62.51%, 36.90%,-,0.5900000000000034%,9f015e
24017,27.48%, 63.57%, 36.09%,-,0.3400000000000034%,a2005c
24019,25.98%, 62.55%, 36.58%,-,0.8700000000000045%,9f025d
24021,31.11%, 65.32%, 34.21%,-,0.46999999999999886%,a60157
24023,44.26%, 71.81%, 27.55%,-,0.6400000000000006%,b70146
24025,31.91%, 65.73%, 33.81%,-,0.45999999999999375%,a70156
24027,12.92%, 56.22%, 43.30%,-,0.480000000000004%,8f016e
24029,12.42%, 55.87%, 43.45%,-,0.6800000000000068%,8e016e
24031,3.43%, 48.05%, 51.48%,-,0.46999999999999886%,7a0183
24033,21.21%, 38.83%, 60.04%,-,1.1299999999999955%,630299
24035,33.72%, 66.68%, 32.96%,-,0.3599999999999852%,aa0054
24037,26.28%, 62.92%, 36.64%,-,0.4399999999999977%,a0015d
24039,18.30%, 58.93%, 40.63%,-,0.4399999999999977%,960167
24041,34.61%, 66.97%, 32.36%,-,0.6700000000000017%,aa0152
24043,28.31%, 63.76%, 35.45%,-,0.789999999999992%,a2025a
24045,26.63%, 63.18%, 36.55%,-,0.27000000000001023%,a1005d
24047,27.47%, 63.57%, 36.10%,-,0.3299999999999983%,a2005c
24510,48.08%, 25.43%, 73.51%,-,1.0600000000000023%,4002bb
25001,0.93%, 49.74%, 48.81%,-,1.4499999999999886%,7e037c
25003,22.40%, 38.38%, 60.78%,-,0.8400000000000034%,61029a
25005,12.43%, 43.30%, 55.73%,-,0.9699999999999989%,6e028e
25007,29.24%, 34.75%, 63.99%,-,1.259999999999991%,5803a3
25009,1.05%, 48.65%, 49.69%,-,1.6599999999999966%,7c047e
25011,17.62%, 40.68%, 58.30%,-,1.0200000000000102%,670294
25013,12.95%, 43.17%, 56.13%,-,0.6999999999999886%,6e018f
25015,23.88%, 37.48%, 61.36%,-,1.1599999999999966%,5f029c
25017,10.75%, 43.82%, 54.57%,-,1.6099999999999994%,6f048b
25019,19.83%, 39.37%, 59.21%,-,1.4200000000000017%,640396
25021,3.17%, 47.71%, 50.88%,-,1.4099999999999966%,790381
25023,10.90%, 54.62%, 43.72%,-,1.6599999999999966%,8b046f
25025,29.65%, 34.37%, 64.02%,-,1.6100000000000136%,5704a3
25027,2.35%, 50.59%, 48.25%,-,1.1599999999999966%,81027b
26001,21.37%, 60.47%, 39.10%,-,0.4300000000000068%,9a0163
26003,9.36%, 45.08%, 54.45%,-,0.46999999999999886%,72018a
26005,34.28%, 66.78%, 32.50%,-,0.7199999999999989%,aa0152
26007,2.47%, 51.05%, 48.58%,-,0.37000000000000455%,82007b
26009,24.54%, 61.95%, 37.41%,-,0.6400000000000006%,9d015f
26011,2.33%, 48.63%, 50.97%,-,0.4000000000000057%,7c0181
26013,3.61%, 47.88%, 51.50%,-,0.6200000000000045%,7a0183
26015,22.06%, 60.66%, 38.60%,-,0.7400000000000091%,9a0162
26017,15.29%, 42.13%, 57.42%,-,0.44999999999998863%,6b0192
26019,14.01%, 56.52%, 42.52%,-,0.9599999999999937%,90026c
26021,26.34%, 62.81%, 36.47%,-,0.7199999999999989%,a0015c
26023,27.49%, 63.48%, 36.00%,-,0.5200000000000102%,a1015b
26025,8.14%, 53.77%, 45.63%,-,0.5999999999999943%,890174
26027,15.68%, 57.61%, 41.92%,-,0.46999999999999886%,92016a
26029,19.74%, 59.43%, 39.69%,-,0.8799999999999955%,970265
26031,15.48%, 57.52%, 42.04%,-,0.4399999999999977%,92016b
26033,12.96%, 56.23%, 43.27%,-,0.5%,8f016e
26035,9.10%, 54.18%, 45.08%,-,0.7400000000000091%,8a0172
26037,25.25%, 62.39%, 37.14%,-,0.46999999999999886%,9f015e
26039,25.58%, 62.28%, 36.70%,-,1.019999999999996%,9e025d
26041,11.06%, 44.28%, 55.34%,-,0.37999999999999545%,70008d
26043,0.23%, 49.89%, 49.66%,-,0.45000000000000284%,7f017e
26045,22.29%, 60.78%, 38.49%,-,0.7299999999999898%,9a0162
26047,25.78%, 62.40%, 36.62%,-,0.980000000000004%,9f025d
26049,19.20%, 40.10%, 59.30%,-,0.5999999999999943%,660197
26051,6.48%, 52.82%, 46.34%,-,0.8400000000000034%,860276
26053,18.89%, 40.38%, 59.27%,-,0.3499999999999943%,660097
26055,25.77%, 62.46%, 36.69%,-,0.8499999999999943%,9f025d
26057,19.17%, 59.36%, 40.19%,-,0.45000000000000284%,970166
26059,37.52%, 68.29%, 30.77%,-,0.9399999999999977%,ae024e
26061,4.29%, 51.83%, 47.54%,-,0.6299999999999955%,840179
26063,24.35%, 61.91%, 37.56%,-,0.5300000000000011%,9d015f
26065,2.06%, 50.56%, 48.50%,-,0.9399999999999977%,80027b
26067,18.99%, 59.05%, 40.06%,-,0.8900000000000006%,960266
26069,18.85%, 59.17%, 40.32%,-,0.5099999999999909%,960166
26071,13.61%, 42.94%, 56.55%,-,0.5100000000000051%,6d0190
26073,13.00%, 56.07%, 43.07%,-,0.8599999999999994%,8e026d
26075,21.42%, 60.37%, 38.96%,-,0.6700000000000017%,990163
26077,11.91%, 55.64%, 43.73%,-,0.6299999999999955%,8d016f
26079,23.20%, 61.21%, 38.01%,-,0.7800000000000011%,9c0160
26081,28.25%, 63.77%, 35.52%,-,0.7099999999999937%,a2015a
26083,8.12%, 45.81%, 53.93%,-,0.2599999999999909%,740089
26085,6.63%, 46.32%, 52.95%,-,0.7299999999999898%,760187
26087,21.42%, 60.19%, 38.76%,-,1.0500000000000114%,990262
26089,21.86%, 60.51%, 38.65%,-,0.8400000000000034%,9a0262
26091,16.42%, 57.84%, 41.42%,-,0.7399999999999949%,930169
26093,38.60%, 68.79%, 30.19%,-,1.019999999999996%,af024c
26095,27.47%, 63.22%, 35.75%,-,1.0300000000000011%,a1025b
26097,19.73%, 59.65%, 39.93%,-,0.4200000000000017%,980165
26099,21.56%, 60.33%, 38.77%,-,0.9000000000000057%,990262
26101,5.91%, 52.58%, 46.67%,-,0.75%,860177
26103,13.62%, 42.92%, 56.54%,-,0.539999999999992%,6d0190
26105,19.88%, 59.58%, 39.70%,-,0.7199999999999989%,970165
26107,26.54%, 63.02%, 36.48%,-,0.5%,a0015d
26109,5.02%, 52.28%, 47.26%,-,0.46000000000000796%,850178
26111,19.35%, 59.12%, 39.78%,-,1.0999999999999943%,960265
26113,37.23%, 68.26%, 31.03%,-,0.7099999999999937%,ae014f
26115,8.99%, 54.19%, 45.21%,-,0.5999999999999943%,8a0173
26117,17.59%, 58.46%, 40.87%,-,0.6700000000000017%,950168
26119,23.20%, 61.32%, 38.12%,-,0.5600000000000023%,9c0161
26121,7.30%, 53.36%, 46.06%,-,0.5799999999999983%,880175
26123,29.29%, 64.32%, 35.03%,-,0.6500000000000057%,a40159
26125,23.48%, 61.27%, 37.78%,-,0.9499999999999886%,9c0260
26127,25.64%, 62.46%, 36.82%,-,0.7199999999999989%,9f015d
26129,0.97%, 50.20%, 49.23%,-,0.5699999999999932%,80017d
26131,10.83%, 44.34%, 55.17%,-,0.4899999999999949%,71018c
26133,29.04%, 64.25%, 35.22%,-,0.5300000000000011%,a30159
26135,25.32%, 62.27%, 36.94%,-,0.789999999999992%,9e025e
26137,27.20%, 63.31%, 36.11%,-,0.5799999999999983%,a1015c
26139,52.95%, 76.20%, 23.25%,-,0.5499999999999972%,c2013b
26141,8.82%, 54.11%, 45.29%,-,0.5999999999999943%,890173
26143,14.29%, 56.93%, 42.65%,-,0.4200000000000017%,91016c
26145,3.63%, 47.88%, 51.51%,-,0.6099999999999994%,7a0183
26147,21.30%, 60.26%, 38.97%,-,0.7700000000000102%,990163
26149,30.04%, 64.79%, 34.74%,-,0.46999999999999886%,a50158
26151,32.13%, 65.73%, 33.60%,-,0.6699999999999875%,a70155
26153,6.92%, 46.37%, 53.29%,-,0.3400000000000034%,760087
26155,8.52%, 53.94%, 45.42%,-,0.6400000000000006%,890173
26157,14.27%, 56.90%, 42.63%,-,0.46999999999999886%,91016c
26159,15.17%, 57.17%, 42.00%,-,0.8299999999999983%,91026b
26161,5.74%, 46.67%, 52.41%,-,0.9200000000000017%,770285
26163,21.15%, 39.03%, 60.18%,-,0.789999999999992%,630299
26165,16.87%, 58.07%, 41.20%,-,0.7299999999999898%,940169
27001,12.27%, 43.37%, 55.65%,-,0.980000000000004%,6e028d
27003,10.49%, 44.28%, 54.77%,-,0.9499999999999886%,70028b
27005,7.52%, 53.26%, 45.74%,-,1.0%,870274
27007,6.36%, 46.26%, 52.61%,-,1.1299999999999955%,750286
27009,1.65%, 50.33%, 48.68%,-,0.9900000000000091%,80027c
27011,15.80%, 41.66%, 57.46%,-,0.8799999999999955%,6a0292
27013,1.69%, 48.71%, 50.40%,-,0.8900000000000006%,7c0280
27015,14.70%, 56.67%, 41.97%,-,1.3599999999999994%,90036b
27017,30.71%, 34.12%, 64.82%,-,1.0600000000000023%,5702a5
27019,19.41%, 59.17%, 39.75%,-,1.0799999999999983%,960265
27021,6.91%, 53.02%, 46.11%,-,0.8700000000000045%,870275
27023,0.74%, 48.97%, 49.71%,-,1.3199999999999932%,7c037e
27025,12.08%, 43.49%, 55.58%,-,0.9300000000000068%,6e028d
27027,3.71%, 47.82%, 51.54%,-,0.6400000000000006%,790183
27029,0.17%, 49.43%, 49.59%,-,0.9799999999999898%,7e027e
27031,0.09%, 49.36%, 49.45%,-,1.1899999999999977%,7d037e
27033,4.51%, 51.80%, 47.29%,-,0.9099999999999966%,840278
27035,6.42%, 52.69%, 46.26%,-,1.0500000000000114%,860275
27037,0.27%, 49.45%, 49.72%,-,0.8299999999999983%,7e027e
27039,13.48%, 56.21%, 42.73%,-,1.0600000000000023%,8f026c
27041,15.12%, 57.02%, 41.89%,-,1.0900000000000034%,91026a
27043,10.99%, 55.07%, 44.08%,-,0.8499999999999943%,8c0270
27045,9.67%, 54.39%, 44.72%,-,0.8900000000000006%,8a0272
27047,9.93%, 44.56%, 54.48%,-,0.960000000000008%,71028a
27049,0.09%, 49.50%, 49.41%,-,1.0900000000000034%,7e027d
27051,6.99%, 46.04%, 53.03%,-,0.9300000000000068%,750287
27053,9.79%, 44.60%, 54.39%,-,1.009999999999991%,71028a
27055,9.53%, 54.13%, 44.60%,-,1.269999999999996%,8a0371
27057,13.69%, 56.42%, 42.74%,-,0.8400000000000034%,8f026c
27059,7.24%, 45.81%, 53.05%,-,1.1400000000000006%,740287
27061,11.33%, 43.87%, 55.20%,-,0.9300000000000068%,6f028c
27063,10.84%, 44.12%, 54.96%,-,0.9200000000000017%,70028c
27065,7.13%, 45.93%, 53.05%,-,1.0200000000000102%,750287
27067,1.84%, 48.34%, 50.17%,-,1.4899999999999949%,7b037f
27069,8.80%, 45.18%, 53.97%,-,0.8499999999999943%,730289
27071,15.12%, 41.92%, 57.04%,-,1.039999999999992%,6a0291
27073,13.83%, 42.46%, 56.29%,-,1.25%,6c038f
27075,35.48%, 31.83%, 67.31%,-,0.8599999999999994%,5102ab
27077,10.25%, 54.24%, 43.99%,-,1.769999999999996%,8a0470
27079,0.05%, 49.57%, 49.52%,-,0.9099999999999966%,7e027e
27081,12.03%, 43.18%, 55.21%,-,1.6099999999999994%,6e048c
27083,2.66%, 50.86%, 48.20%,-,0.9399999999999977%,81027a
27085,16.09%, 57.47%, 41.38%,-,1.1500000000000057%,920269
27087,9.58%, 44.57%, 54.16%,-,1.2700000000000102%,71038a
27089,4.28%, 47.36%, 51.64%,-,1.0%,780283
27091,7.47%, 53.34%, 45.87%,-,0.789999999999992%,880274
27093,4.69%, 51.50%, 46.81%,-,1.6899999999999977%,830477
27095,5.60%, 46.52%, 52.13%,-,1.3499999999999943%,760384
27097,0.98%, 49.88%, 48.91%,-,1.210000000000008%,7f037c
27099,25.88%, 36.63%, 62.51%,-,0.8599999999999994%,5d029f
27101,10.05%, 44.44%, 54.49%,-,1.0699999999999932%,71028a
27103,0.67%, 49.92%, 49.25%,-,0.8299999999999983%,7f027d
27105,6.44%, 46.28%, 52.73%,-,0.9900000000000091%,760286
27107,9.10%, 45.22%, 54.32%,-,0.46000000000000796%,73018a
27109,17.39%, 58.28%, 40.89%,-,0.8299999999999983%,940268
27111,14.80%, 56.96%, 42.16%,-,0.8799999999999955%,91026b
27113,3.05%, 48.10%, 51.14%,-,0.7599999999999909%,7a0182
27115,17.69%, 40.54%, 58.24%,-,1.2199999999999989%,670394
27117,7.28%, 53.19%, 45.90%,-,0.9099999999999966%,870275
27119,3.35%, 47.96%, 51.31%,-,0.7299999999999898%,7a0182
27121,7.74%, 45.48%, 53.22%,-,1.3000000000000114%,730387
27123,23.43%, 37.78%, 61.20%,-,1.019999999999996%,60029c
27125,14.30%, 42.21%, 56.51%,-,1.2800000000000011%,6b0390
27127,22.71%, 60.73%, 38.02%,-,1.25%,9a0360
27129,1.10%, 48.80%, 49.89%,-,1.3100000000000023%,7c037f
27131,9.92%, 44.48%, 54.40%,-,1.1200000000000045%,71028a
27133,5.79%, 52.48%, 46.69%,-,0.8300000000000125%,850277
27135,14.05%, 56.52%, 42.47%,-,1.009999999999991%,90026c
27137,37.34%, 30.80%, 68.14%,-,1.0600000000000023%,4e02ad
27139,6.66%, 52.87%, 46.20%,-,0.9300000000000068%,860275
27141,2.43%, 50.66%, 48.23%,-,1.1100000000000136%,81027a
27143,7.22%, 52.67%, 45.45%,-,1.8799999999999955%,860473
27145,7.16%, 52.85%, 45.68%,-,1.4699999999999989%,860374
27147,18.26%, 58.64%, 40.38%,-,0.9799999999999898%,950266
27149,0.77%, 49.08%, 49.85%,-,1.0699999999999932%,7d027f
27151,24.54%, 37.19%, 61.73%,-,1.0800000000000125%,5e029d
27153,5.67%, 52.40%, 46.73%,-,0.8700000000000045%,850277
27155,13.65%, 42.85%, 56.50%,-,0.6500000000000057%,6d0190
27157,2.59%, 50.80%, 48.20%,-,1.0%,81027a
27159,19.83%, 59.26%, 39.43%,-,1.3100000000000023%,970364
27161,9.05%, 53.95%, 44.90%,-,1.1500000000000057%,890272
27163,6.18%, 46.45%, 52.63%,-,0.9199999999999875%,760286
27165,5.12%, 52.10%, 46.98%,-,0.9200000000000017%,840277
27167,12.97%, 56.08%, 43.11%,-,0.8100000000000023%,8f026d
27169,3.25%, 50.92%, 47.68%,-,1.4000000000000057%,810379
27171,2.74%, 50.73%, 47.99%,-,1.2800000000000011%,81037a
27173,5.69%, 46.59%, 52.28%,-,1.1299999999999955%,760285
28001,2.40%, 50.74%, 48.34%,-,0.9199999999999875%,81027b
28003,10.79%, 54.88%, 44.08%,-,1.039999999999992%,8b0270
28005,8.07%, 53.88%, 45.81%,-,0.3100000000000023%,890074
28007,20.21%, 59.87%, 39.66%,-,0.46999999999999886%,980165
28009,4.62%, 47.30%, 51.92%,-,0.7800000000000011%,780184
28011,10.66%, 43.34%, 54.00%,-,2.6599999999999966%,6e0689
28013,23.51%, 61.55%, 38.04%,-,0.4099999999999966%,9c0161
28015,25.40%, 62.51%, 37.11%,-,0.37999999999999545%,9f005e
28017,11.05%, 55.35%, 44.29%,-,0.35999999999999943%,8d0070
28019,26.38%, 62.98%, 36.61%,-,0.4099999999999966%,a0015d
28021,42.54%, 28.35%, 70.89%,-,0.7599999999999909%,4801b4
28023,27.42%, 63.71%, 36.29%,-,0.0%,a2005c
28025,2.70%, 48.26%, 50.96%,-,0.7800000000000011%,7b0181
28027,10.64%, 43.79%, 54.43%,-,1.7800000000000011%,6f048a
28029,9.91%, 54.64%, 44.73%,-,0.6299999999999955%,8b0172
28031,21.32%, 60.38%, 39.06%,-,0.5600000000000023%,990163
28033,45.59%, 72.50%, 26.91%,-,0.5900000000000034%,b80144
28035,34.22%, 66.84%, 32.62%,-,0.539999999999992%,aa0153
28037,20.52%, 59.97%, 39.45%,-,0.5799999999999983%,980164
28039,27.11%, 58.40%, 31.29%, 3.25%,10.310000000000002%,941a4f
28041,24.14%, 57.08%, 32.94%, 3.76%,9.980000000000004%,911953
28043,18.43%, 59.10%, 40.67%,-,0.22999999999998977%,960067
28045,34.25%, 66.42%, 32.17%,-,1.4099999999999966%,a90352
28047,38.64%, 68.88%, 30.24%,-,0.8800000000000097%,af024d
28049,12.31%, 55.52%, 43.22%,-,1.259999999999991%,8d036e
28051,32.16%, 33.68%, 65.84%,-,0.47999999999998977%,5501a7
28053,13.33%, 42.98%, 56.32%,-,0.7000000000000028%,6d018f
28055,8.94%, 43.58%, 52.52%,-,3.9000000000000057%,6f0985
28057,18.09%, 58.95%, 40.86%,-,0.18999999999999773%,960068
28059,48.32%, 73.90%, 25.59%,-,0.5099999999999909%,bc0141
28061,2.80%, 51.25%, 48.45%,-,0.29999999999999716%,82007b
28063,58.54%, 20.64%, 79.18%,-,0.1799999999999926%,3400c9
28065,3.54%, 47.92%, 51.47%,-,0.6099999999999994%,7a0183
28067,38.65%, 69.07%, 30.42%,-,0.5100000000000051%,b0014d
28069,1.39%, 50.25%, 48.85%,-,0.9000000000000057%,80027c
28071,19.02%, 59.29%, 40.27%,-,0.4399999999999977%,970166
28073,56.27%, 77.86%, 21.58%,-,0.5600000000000023%,c60137
28075,38.96%, 68.99%, 30.03%,-,0.980000000000004%,af024c
28077,18.72%, 59.17%, 40.45%,-,0.37999999999999545%,960067
28079,19.83%, 59.86%, 40.03%,-,0.10999999999999943%,980066
28081,34.56%, 66.42%, 31.86%,-,1.7199999999999989%,a90451
28083,4.60%, 50.95%, 46.35%,-,2.6999999999999886%,810676
28085,31.41%, 65.50%, 34.10%,-,0.4000000000000057%,a70156
28087,30.38%, 64.96%, 34.58%,-,0.46000000000000796%,a50158
28089,15.92%, 57.50%, 41.57%,-,0.9300000000000068%,92026a
28091,24.50%, 61.87%, 37.38%,-,0.75%,9d015f
28093,19.69%, 39.72%, 59.42%,-,0.8599999999999994%,650297
28095,15.91%, 57.70%, 41.79%,-,0.5099999999999909%,93016a
28097,13.86%, 56.79%, 42.93%,-,0.28000000000000114%,90006d
28099,36.60%, 68.08%, 31.48%,-,0.4399999999999977%,ad0150
28101,41.56%, 70.70%, 29.14%,-,0.1599999999999966%,b4004a
28103,18.40%, 40.38%, 58.78%,-,0.8400000000000034%,660295
28105,16.49%, 57.99%, 41.50%,-,0.5099999999999909%,930169
28107,1.50%, 50.46%, 48.96%,-,0.5799999999999983%,80017c
28109,43.82%, 71.30%, 27.48%,-,1.2199999999999989%,b50346
28111,38.12%, 68.62%, 30.50%,-,0.8799999999999955%,ae024d
28113,7.77%, 53.63%, 45.87%,-,0.5%,880174
28115,28.00%, 63.81%, 35.81%,-,0.37999999999999545%,a2005b
28117,11.64%, 55.09%, 43.45%,-,1.4599999999999937%,8c036e
28119,15.28%, 42.11%, 57.39%,-,0.5%,6b0192
28121,57.21%, 78.41%, 21.20%,-,0.39000000000000057%,c70036
28123,30.43%, 65.06%, 34.63%,-,0.3100000000000023%,a50058
28125,11.18%, 43.00%, 54.18%,-,2.819999999999993%,6d078a
28127,33.99%, 66.69%, 32.70%,-,0.6099999999999994%,aa0153
28129,46.35%, 72.76%, 26.41%,-,0.8299999999999983%,b90243
28131,34.56%, 66.84%, 32.27%,-,0.8899999999999864%,aa0252
28133,5.77%, 46.96%, 52.73%,-,0.3100000000000023%,770086
28135,4.47%, 47.47%, 51.94%,-,0.5900000000000034%,790184
28137,22.57%, 61.12%, 38.56%,-,0.3199999999999932%,9b0062
28139,21.50%, 60.41%, 38.91%,-,0.6800000000000068%,9a0163
28141,3.80%, 51.70%, 47.90%,-,0.4000000000000057%,83017a
28143,25.27%, 36.87%, 62.14%,-,0.9900000000000091%,5e029e
28145,28.72%, 64.15%, 35.43%,-,0.4199999999999875%,a3015a
28147,13.61%, 56.40%, 42.78%,-,0.8199999999999932%,8f026d
28149,25.14%, 62.01%, 36.87%,-,1.1200000000000045%,9e025e
28151,0.03%, 49.45%, 49.41%,-,1.1400000000000006%,7e027d
28153,21.68%, 60.64%, 38.97%,-,0.39000000000000057%,9a0063
28155,32.62%, 66.08%, 33.46%,-,0.46000000000000796%,a80155
28157,27.23%, 36.18%, 63.41%,-,0.4099999999999966%,5c01a1
28159,15.88%, 57.61%, 41.73%,-,0.6599999999999966%,92016a
28161,5.07%, 52.23%, 47.16%,-,0.6100000000000136%,850178
28163,4.76%, 48.03%, 43.27%, 2.72%,8.699999999999989%,7a166e
29001,23.03%, 61.29%, 38.26%,-,0.45000000000000284%,9c0161
29003,4.57%, 52.08%, 47.51%,-,0.4099999999999966%,840179
29005,9.05%, 54.37%, 45.32%,-,0.3100000000000023%,8a0073
29007,1.49%, 49.11%, 50.61%,-,0.28000000000000114%,7d0081
29009,26.32%, 63.00%, 36.68%,-,0.3199999999999932%,a0005d
29011,35.01%, 67.35%, 32.33%,-,0.3200000000000074%,ab0052
29013,3.49%, 51.57%, 48.08%,-,0.3499999999999943%,83007a
29015,13.23%, 56.42%, 43.19%,-,0.39000000000000057%,8f006e
29017,17.99%, 58.94%, 40.95%,-,0.10999999999999943%,960068
29019,3.00%, 48.35%, 51.35%,-,0.29999999999999716%,7b0082
29021,9.58%, 44.99%, 54.57%,-,0.4399999999999977%,72018b
29023,16.14%, 58.00%, 41.86%,-,0.14000000000000057%,93006a
29025,9.12%, 54.38%, 45.25%,-,0.37000000000000455%,8a0073
29027,12.38%, 56.01%, 43.63%,-,0.35999999999999943%,8e006f
29029,32.68%, 66.10%, 33.42%,-,0.480000000000004%,a80155
29031,35.34%, 67.53%, 32.19%,-,0.28000000000000114%,ac0052
29033,9.34%, 54.59%, 45.25%,-,0.1599999999999966%,8b0073
29035,13.53%, 56.53%, 43.00%,-,0.46999999999999886%,90016d
29037,11.79%, 55.75%, 43.96%,-,0.28999999999999204%,8e0070
29039,25.13%, 62.52%, 37.39%,-,0.09000000000000341%,9f005f
29041,3.38%, 48.14%, 51.53%,-,0.3299999999999983%,7a0083
29043,23.68%, 61.66%, 37.97%,-,0.37000000000000455%,9d0060
29045,12.59%, 43.52%, 56.11%,-,0.37000000000000455%,6e008f
29047,1.12%, 50.26%, 49.15%,-,0.5900000000000034%,80017d
29049,5.33%, 47.15%, 52.48%,-,0.37000000000000455%,780085
29051,36.55%, 68.16%, 31.61%,-,0.23000000000000398%,ad0050
29053,19.58%, 59.64%, 40.06%,-,0.29999999999999716%,980066
29055,10.72%, 55.19%, 44.47%,-,0.3400000000000034%,8c0071
29057,24.14%, 61.97%, 37.83%,-,0.20000000000000284%,9e0060
29059,11.60%, 55.55%, 43.95%,-,0.5%,8d0170
29061,0.63%, 50.17%, 49.55%,-,0.28000000000000114%,7f007e
29063,2.78%, 48.48%, 51.26%,-,0.2600000000000051%,7b0082
29065,10.23%, 54.92%, 44.69%,-,0.39000000000000057%,8c0071
29067,29.96%, 64.85%, 34.89%,-,0.2600000000000051%,a50058
29069,2.47%, 48.70%, 51.17%,-,0.12999999999999545%,7c0082
29071,16.50%, 58.06%, 41.56%,-,0.37999999999999545%,940069
29073,44.32%, 72.01%, 27.69%,-,0.29999999999999716%,b70046
29075,9.26%, 45.27%, 54.53%,-,0.19999999999998863%,73008b
29077,19.03%, 59.36%, 40.33%,-,0.3100000000000023%,970066
29079,13.02%, 56.38%, 43.36%,-,0.2599999999999909%,8f006e
29081,12.18%, 55.89%, 43.71%,-,0.4000000000000057%,8e016f
29083,0.38%, 50.04%, 49.65%,-,0.3100000000000023%,7f007e
29085,9.82%, 54.82%, 45.00%,-,0.18000000000000682%,8b0072
29087,11.40%, 55.54%, 44.14%,-,0.3199999999999932%,8d0070
29089,13.44%, 43.15%, 56.59%,-,0.2599999999999909%,6e0090
29091,25.36%, 62.49%, 37.13%,-,0.37999999999999545%,9f005e
29093,9.74%, 45.01%, 54.75%,-,0.2400000000000091%,72008b
29095,15.65%, 42.02%, 57.67%,-,0.3100000000000023%,6b0093
29097,28.14%, 63.92%, 35.78%,-,0.29999999999999716%,a2005b
29099,2.69%, 51.16%, 48.47%,-,0.37000000000000455%,82007b
29101,16.55%, 58.14%, 41.58%,-,0.28000000000000114%,94006a
29103,1.74%, 49.03%, 50.77%,-,0.19999999999998863%,7d0081
29105,27.56%, 63.65%, 36.09%,-,0.2599999999999909%,a2005c
29107,9.36%, 54.54%, 45.18%,-,0.28000000000000114%,8b0073
29109,21.79%, 60.73%, 38.95%,-,0.3199999999999932%,9a0063
29111,15.38%, 42.20%, 57.57%,-,0.22999999999998977%,6b0092
29113,7.04%, 53.38%, 46.34%,-,0.28000000000000114%,880076
29115,1.43%, 49.15%, 50.58%,-,0.27000000000001023%,7d0080
29117,5.88%, 52.88%, 47.00%,-,0.12000000000000455%,860077
29119,24.59%, 61.95%, 37.36%,-,0.6899999999999977%,9d015f
29121,2.88%, 51.30%, 48.43%,-,0.27000000000001023%,82007b
29123,7.68%, 53.75%, 46.08%,-,0.1700000000000017%,890075
29125,10.55%, 55.14%, 44.60%,-,0.2599999999999909%,8c0071
29127,5.46%, 47.16%, 52.62%,-,0.21999999999999886%,780086
29129,0.11%, 49.89%, 50.00%,-,0.10999999999999943%,7f007f
29131,37.77%, 68.82%, 31.06%,-,0.12000000000000455%,af004f
29133,11.82%, 43.99%, 55.81%,-,0.19999999999998863%,70008e
29135,28.76%, 64.30%, 35.55%,-,0.15000000000000568%,a3005a
29137,22.89%, 38.42%, 61.31%,-,0.269999999999996%,61009c
29139,13.57%, 56.66%, 43.09%,-,0.25%,90006d
29141,20.57%, 60.13%, 39.56%,-,0.3100000000000023%,990064
29143,5.90%, 46.99%, 52.89%,-,0.12000000000000455%,770086
29145,29.21%, 64.36%, 35.15%,-,0.4900000000000091%,a40159
29147,1.63%, 48.92%, 50.55%,-,0.5300000000000011%,7c0180
29149,8.63%, 45.59%, 54.22%,-,0.18999999999999773%,74008a
29151,37.32%, 68.58%, 31.26%,-,0.1599999999999966%,ae004f
29153,28.71%, 64.21%, 35.50%,-,0.29000000000000625%,a3005a
29155,3.49%, 48.18%, 51.67%,-,0.15000000000000568%,7a0083
29157,28.40%, 64.08%, 35.68%,-,0.2400000000000091%,a3005a
29159,27.38%, 63.47%, 36.09%,-,0.4399999999999977%,a1015c
29161,17.27%, 58.44%, 41.16%,-,0.4000000000000057%,950168
29163,7.68%, 46.07%, 53.75%,-,0.18000000000000682%,750089
29165,2.65%, 51.18%, 48.53%,-,0.28999999999999204%,82007b
29167,19.02%, 59.39%, 40.37%,-,0.2400000000000091%,970066
29169,14.74%, 57.22%, 42.48%,-,0.30000000000001137%,91006c
29171,25.83%, 62.73%, 36.90%,-,0.37000000000000455%,9f005e
29173,24.94%, 37.44%, 62.38%,-,0.18000000000000682%,5f009f
29175,9.36%, 45.22%, 54.57%,-,0.21000000000000796%,73008b
29177,12.88%, 43.44%, 56.33%,-,0.23000000000000398%,6e008f
29179,23.13%, 38.29%, 61.42%,-,0.28999999999999204%,61009c
29181,14.85%, 57.29%, 42.45%,-,0.2599999999999909%,92006c
29183,26.06%, 62.90%, 36.84%,-,0.2599999999999909%,a0005d
29185,10.71%, 55.27%, 44.56%,-,0.1699999999999875%,8c0071
29186,17.52%, 41.08%, 58.60%,-,0.3199999999999932%,680095
29187,1.46%, 49.13%, 50.59%,-,0.28000000000000114%,7d0081
29189,9.62%, 54.67%, 45.05%,-,0.28000000000000114%,8b0072
29195,4.27%, 47.70%, 51.97%,-,0.3299999999999983%,790084
29197,2.40%, 51.11%, 48.70%,-,0.18999999999999773%,82007c
