id,margin,hoover,roosevelt,other,hex_color
28033,97.88%,-, 98.80%, 1.20%,0003fb
28035,82.72%, 7.98%, 90.70%, 1.32%,1403e7
28037,94.95%, 2.53%, 97.47%,-,0600f8
28039,95.38%, 2.25%, 97.63%, 0.12%,0500f8
28041,93.04%, 3.42%, 96.46%, 0.12%,0800f5
28043,98.02%,-, 99.01%, 0.99%,0002fc
28045,84.24%, 7.40%, 91.64%, 0.95%,1202e9
28047,79.56%, 9.72%, 89.28%, 1.00%,1802e3
28049,87.90%, 5.77%, 93.67%, 0.56%,0e01ee
28051,94.71%, 2.43%, 97.14%, 0.43%,0601f7
28053,97.45%,-, 98.73%, 1.27%,0003fb
28055,98.75%,-, 99.38%, 0.63%,0001fd
28057,95.57%, 2.11%, 97.68%, 0.21%,0500f9
28059,85.20%, 7.12%, 92.32%, 0.56%,1201eb
28061,94.24%, 2.41%, 96.64%, 0.95%,0602f6
28063,93.22%, 3.07%, 96.29%, 0.64%,0701f5
28065,93.62%, 3.09%, 96.71%, 0.21%,0700f6
28067,87.08%, 4.15%, 91.47%,-,0a00e9
28069,96.14%,-, 98.00%, 2.00%,0005f9
28071,96.99%,-, 98.39%, 1.61%,0004fa
28073,93.73%, 2.90%, 96.63%, 0.47%,0701f6
28075,92.06%, 3.79%, 95.85%, 0.36%,0900f4
28077,93.47%, 3.21%, 96.68%, 0.10%,0800f6
28079,98.08%,-, 98.81%, 1.19%,0003fb
28081,93.15%, 3.36%, 96.51%, 0.13%,0800f6
28083,96.24%,-, 98.02%, 1.98%,0005f9
28085,92.25%, 3.71%, 95.97%, 0.32%,0900f4
28087,95.39%, 2.12%, 97.50%, 0.38%,0500f8
28089,92.82%, 3.33%, 96.15%, 0.52%,0801f5
28091,92.26%, 3.71%, 95.97%, 0.32%,0900f4
28093,94.17%, 2.88%, 97.05%, 0.08%,0700f7
28095,95.27%, 2.32%, 97.59%, 0.08%,0500f8
28097,97.47%,-, 98.70%, 1.30%,0003fb
28099,94.78%, 2.43%, 97.22%, 0.35%,0600f7
28101,94.70%, 2.41%, 97.11%, 0.47%,0601f7
28103,92.24%, 3.74%, 95.99%, 0.27%,0900f4
28105,96.75%,-, 98.38%, 1.63%,0004fa
28107,96.79%,-, 98.28%, 1.72%,0004fa
28109,86.86%, 6.14%, 92.99%, 0.87%,0f02ed
28111,93.73%, 2.77%, 96.49%, 0.74%,0701f6
28113,90.27%, 4.67%, 94.94%, 0.40%,0b01f2
28115,96.37%,-, 98.00%, 2.00%,0005f9
28117,92.59%, 3.70%, 96.30%,-,0900f5
28119,94.61%, 2.43%, 97.04%, 0.54%,0601f7
28121,93.33%, 3.27%, 96.60%, 0.13%,0800f6
28123,97.81%,-, 98.91%, 1.09%,0002fc
28125,99.64%,-, 99.82%, 0.18%,0000fe
28127,95.22%, 2.36%, 97.59%, 0.05%,0600f8
28129,97.74%,-, 98.81%, 1.19%,0003fb
28131,85.59%, 6.99%, 92.58%, 0.44%,1101ec
28133,97.02%,-, 98.41%, 1.59%,0004fa
28135,98.62%,-, 99.27%, 0.73%,0001fd
28137,98.09%,-, 99.00%, 1.00%,0002fc
28139,94.67%, 2.56%, 97.24%, 0.20%,0600f7
28141,86.89%, 6.39%, 93.27%, 0.34%,1000ed
28143,97.25%,-, 98.62%, 1.38%,0003fb
28145,93.35%, 3.15%, 96.50%, 0.34%,0800f6
28147,94.37%, 2.72%, 97.09%, 0.18%,0600f7
28149,86.29%, 6.47%, 92.76%, 0.77%,1001ec
28151,88.64%, 5.57%, 94.21%, 0.22%,0e00f0
28153,95.24%, 2.19%, 97.43%, 0.38%,0500f8
28155,93.29%, 3.09%, 96.38%, 0.53%,0701f5
28157,95.32%, 2.16%, 97.48%, 0.36%,0500f8
28159,98.39%,-, 99.08%, 0.92%,0002fc
28161,94.57%, 2.46%, 97.03%, 0.51%,0601f7
28163,97.38%,-, 98.57%, 1.43%,0003fb
29001,21.03%, 38.54%, 59.57%, 1.88%,620497
29003,7.40%, 46.04%, 53.44%, 0.52%,750188
29005,25.18%, 37.12%, 62.30%, 0.59%,5e019e
29007,56.05%, 21.69%, 77.74%, 0.57%,3701c6
29009,13.79%, 42.47%, 56.26%, 1.27%,6c038f
29011,29.57%, 34.27%, 63.84%, 1.88%,5704a2
29013,29.14%, 35.02%, 64.16%, 0.81%,5902a3
29015,11.94%, 43.62%, 55.57%, 0.81%,6f028d
29017,10.71%, 44.29%, 55.00%, 0.72%,70018c
29019,55.50%, 21.64%, 77.13%, 1.23%,3703c4
29021,28.00%, 35.68%, 63.68%, 0.64%,5a01a2
29023,18.47%, 40.33%, 58.80%, 0.87%,660295
29025,4.60%, 47.35%, 51.95%, 0.70%,780184
29027,54.11%, 22.67%, 76.78%, 0.56%,3901c3
29029,9.18%, 45.19%, 54.36%, 0.45%,73018a
29031,18.16%, 40.51%, 58.67%, 0.82%,670295
29033,13.08%, 43.25%, 56.34%, 0.41%,6e018f
29035,33.43%, 32.48%, 65.92%, 1.60%,5204a8
29037,31.23%, 34.01%, 65.24%, 0.75%,5601a6
29039,5.89%, 46.47%, 52.37%, 1.16%,760285
29041,49.72%, 24.91%, 74.63%, 0.46%,3f01be
29043,3.60%, 47.38%, 50.98%, 1.64%,780481
29045,15.95%, 41.75%, 57.70%, 0.54%,6a0193
29047,49.80%, 24.71%, 74.52%, 0.77%,3f01be
29049,38.13%, 30.77%, 68.89%, 0.34%,4e00af
29051,23.30%, 38.26%, 61.56%, 0.18%,61009c
29053,19.49%, 40.05%, 59.54%, 0.41%,660197
29055,17.57%, 40.79%, 58.36%, 0.85%,680294
29057,9.43%, 44.76%, 54.19%, 1.05%,72028a
29059,4.47%, 47.34%, 51.81%, 0.85%,780284
29061,19.84%, 39.81%, 59.65%, 0.54%,650198
29063,18.00%, 40.74%, 58.75%, 0.51%,670195
29065,31.73%, 33.90%, 65.64%, 0.46%,5601a7
29067,9.97%, 53.50%, 43.53%, 0.39%,88006f
29069,63.90%, 17.63%, 81.54%, 0.83%,2c02cf
29071,22.23%, 38.37%, 60.60%, 1.03%,61029a
29073,12.43%, 55.77%, 43.34%, 0.89%,8e026e
29075,32.36%, 33.74%, 66.10%, 0.16%,5600a8
29077,13.15%, 42.52%, 55.67%, 1.82%,6c048d
29079,15.00%, 42.07%, 57.07%, 0.87%,6b0291
29081,15.30%, 42.09%, 57.39%, 0.53%,6b0192
29083,30.27%, 34.58%, 64.85%, 0.57%,5801a5
29085,28.56%, 63.98%, 35.42%, 0.61%,a3015a
29087,16.02%, 41.77%, 57.79%, 0.44%,6a0193
29089,59.63%, 19.85%, 79.47%, 0.68%,3201ca
29091,13.06%, 42.86%, 55.91%, 1.23%,6d038e
29093,29.96%, 34.49%, 64.45%, 1.05%,5702a4
29095,34.74%, 32.39%, 67.13%, 0.47%,5201ab
29097,18.78%, 39.82%, 58.60%, 1.58%,650495
29099,27.80%, 35.50%, 63.30%, 1.21%,5a03a1
29101,22.48%, 38.40%, 60.88%, 0.71%,61019b
29103,34.63%, 32.11%, 66.75%, 1.14%,5102aa
29105,16.94%, 41.10%, 58.04%, 0.86%,680294
29107,16.43%, 41.65%, 58.08%, 0.27%,6a0094
29109,21.11%, 38.63%, 59.74%, 1.63%,620498
29111,46.76%, 26.07%, 72.84%, 1.09%,4202b9
29113,46.59%, 26.46%, 73.06%, 0.48%,4301ba
29115,26.03%, 36.63%, 62.66%, 0.71%,5d019f
29117,12.85%, 43.40%, 56.24%, 0.36%,6e008f
29119,22.88%, 38.11%, 60.99%, 0.90%,61029b
29121,31.94%, 33.61%, 65.55%, 0.84%,5502a7
29123,24.26%, 37.70%, 61.96%, 0.34%,60009d
29125,57.17%, 21.16%, 78.33%, 0.51%,3501c7
29127,42.50%, 28.40%, 70.89%, 0.71%,4801b4
29129,5.62%, 46.78%, 52.40%, 0.83%,770285
29131,18.04%, 40.64%, 58.68%, 0.68%,670195
29133,29.83%, 34.73%, 64.55%, 0.72%,5801a4
29135,23.49%, 38.13%, 61.61%, 0.26%,61009d
29137,56.43%, 21.51%, 77.94%, 0.55%,3601c6
29139,15.91%, 41.77%, 57.68%, 0.54%,6a0193
29141,15.98%, 41.61%, 57.58%, 0.81%,6a0292
29143,34.92%, 32.34%, 67.26%, 0.40%,5201ab
29145,19.81%, 39.36%, 59.17%, 1.47%,640396
29147,31.83%, 33.80%, 65.64%, 0.56%,5601a7
29149,63.60%, 17.77%, 81.37%, 0.86%,2d02cf
29151,32.84%, 33.38%, 66.21%, 0.41%,5501a8
29153,11.98%, 55.70%, 43.72%, 0.58%,8e016f
29155,28.28%, 35.73%, 64.01%, 0.26%,5b00a3
29157,18.69%, 40.49%, 59.19%, 0.32%,670096
29159,22.46%, 38.48%, 60.95%, 0.57%,62019b
29161,45.60%, 26.70%, 72.29%, 1.01%,4402b8
29163,39.63%, 29.38%, 69.02%, 1.60%,4a04b0
29165,63.21%, 18.24%, 81.46%, 0.30%,2e00cf
29167,6.62%, 46.40%, 53.03%, 0.57%,760187
29169,37.16%, 31.24%, 68.40%, 0.36%,4f00ae
29171,4.47%, 50.52%, 46.05%, 0.42%,800175
29173,64.20%, 17.67%, 81.87%, 0.46%,2d01d0
29175,56.30%, 21.58%, 77.87%, 0.55%,3701c6
29177,55.85%, 21.74%, 77.59%, 0.66%,3701c5
29179,50.65%, 24.35%, 75.00%, 0.65%,3e01bf
29181,38.11%, 29.71%, 67.81%, 2.48%,4b06ac
29183,30.24%, 34.12%, 64.37%, 1.51%,5703a4
29185,23.41%, 37.71%, 61.13%, 1.16%,60029b
29186,46.93%, 26.31%, 73.24%, 0.45%,4301ba
29187,11.56%, 43.59%, 55.15%, 1.26%,6f038c
29189,23.58%, 36.51%, 60.09%, 0.11%,5d0099
29195,37.62%, 30.89%, 68.51%, 0.60%,4e01ae
29197,33.51%, 32.89%, 66.40%, 0.71%,5301a9
29199,31.58%, 33.53%, 65.11%, 1.36%,5503a6
29201,49.69%, 24.75%, 74.45%, 0.80%,3f02bd
29203,52.75%, 22.40%, 75.15%, 0.33%,3900bf
29205,58.21%, 20.66%, 78.87%, 0.47%,3401c9
29207,37.24%, 30.84%, 68.09%, 1.07%,4e02ad
29209,4.42%, 47.40%, 51.82%, 0.79%,780284
29211,9.12%, 45.26%, 54.38%, 0.36%,73008a
29213,3.36%, 51.29%, 47.93%, 0.78%,82017a
29215,30.94%, 34.15%, 65.09%, 0.76%,5701a5
29217,39.57%, 29.50%, 69.07%, 1.43%,4b03b0
29219,13.11%, 56.14%, 43.03%, 0.82%,8f026d
29221,18.51%, 40.40%, 58.91%, 0.68%,670196
29223,23.54%, 37.82%, 61.37%, 0.81%,60029c
29225,15.33%, 41.91%, 57.24%, 0.86%,6a0291
29227,25.59%, 36.90%, 62.50%, 0.60%,5e019f
29229,12.08%, 43.51%, 55.58%, 0.91%,6e028d
29510,28.81%, 34.57%, 63.38%, 2.05%,5805a1
30001,12.64%, 43.09%, 55.73%, 1.19%,6d038e
30003,25.88%, 36.42%, 62.29%, 1.29%,5c039e
30005,28.92%, 33.64%, 62.56%, 0.38%,55009f
30007,31.34%, 33.71%, 65.04%, 1.25%,5503a5
30009,18.32%, 38.26%, 56.58%, 0.12%,610090
30011,23.16%, 37.39%, 60.56%, 2.05%,5f059a
30013,25.25%, 34.48%, 59.72%, 2.30%,570598
30015,24.76%, 35.43%, 60.20%, 0.66%,5a0199
30017,23.28%, 36.99%, 60.27%, 0.53%,5e0199
30019,36.59%, 25.56%, 62.14%,-,41009e
30021,13.28%, 42.52%, 55.80%, 1.68%,6c048e
30023,27.32%, 35.43%, 62.75%, 1.82%,5a04a0
30025,16.32%, 39.79%, 56.11%, 0.12%,65008f
30027,29.01%, 33.63%, 62.64%, 0.39%,55009f
30029,13.64%, 38.76%, 52.40%, 0.31%,620085
30031,25.45%, 35.98%, 61.44%, 0.52%,5b019c
30033,20.50%, 37.98%, 58.49%, 1.51%,600395
30035,41.62%, 28.78%, 70.40%, 0.82%,4902b3
30037,5.04%, 46.38%, 51.43%, 2.19%,760583
30039,22.17%, 37.25%, 59.42%, 0.21%,5e0097
30041,33.00%, 31.44%, 64.44%, 0.28%,5000a4
30043,21.85%, 37.09%, 58.94%, 0.52%,5e0196
30045,26.28%, 33.79%, 60.07%, 0.52%,560199
30047,28.25%, 33.34%, 61.59%, 0.44%,55019d
30049,12.13%, 42.71%, 54.84%, 0.29%,6c008b
30051,47.43%, 24.95%, 72.38%, 2.67%,3f06b8
30053,35.58%, 28.66%, 64.25%, 0.45%,4901a3
30055,32.58%, 26.34%, 58.93%, 1.33%,430396
30057,22.41%, 36.86%, 59.27%, 0.44%,5d0197
30059,14.44%, 41.96%, 56.40%, 1.63%,6a048f
30061,33.30%, 27.23%, 60.52%,-,45009a
30063,14.80%, 39.72%, 54.51%, 0.20%,65008b
30065,19.82%, 35.95%, 55.77%, 0.04%,5b008e
30067,13.84%, 41.12%, 54.96%, 0.41%,68018c
30069,20.89%, 37.99%, 58.87%, 0.11%,600096
30071,27.89%, 33.90%, 61.79%, 0.54%,56019d
30073,30.43%, 32.35%, 62.78%, 1.01%,5202a0
30075,24.83%, 35.52%, 60.34%, 1.38%,5a0399
30077,27.98%, 34.42%, 62.40%, 0.43%,57019f
30079,7.07%, 45.71%, 52.78%, 1.51%,740386
30081,13.41%, 39.76%, 53.17%, 1.76%,650487
30083,17.72%, 39.02%, 56.74%, 0.19%,630090
30085,37.09%, 27.57%, 64.66%, 1.51%,4603a4
30087,22.08%, 36.63%, 58.70%, 1.36%,5d0395
30089,31.41%, 29.22%, 60.63%, 0.58%,4a019a
30091,21.90%, 22.77%, 44.67%,-,3a0071
30093,31.30%, 31.11%, 62.41%, 1.42%,4f039f
30095,7.99%, 44.23%, 52.22%, 1.02%,700285
30097,1.44%, 49.18%, 47.74%, 0.56%,7d0179
30099,25.58%, 36.04%, 61.61%, 2.35%,5b059d
30101,36.71%, 29.99%, 66.70%, 0.63%,4c01aa
30103,5.70%, 46.31%, 52.01%, 1.68%,760484
30105,30.72%, 30.35%, 61.07%, 0.81%,4d029b
30107,9.15%, 45.10%, 54.25%, 0.65%,73018a
30109,28.19%, 35.54%, 63.74%, 0.72%,5a01a2
30111,3.41%, 46.90%, 50.31%, 0.28%,770080
31001,17.07%, 39.41%, 56.48%,-,640090
31003,27.79%, 35.38%, 63.17%, 1.45%,5a03a1
31005,16.95%, 39.77%, 56.71%,-,650090
31007,11.06%, 43.78%, 54.84%, 1.38%,6f038b
31009,27.14%, 35.41%, 62.55%,-,5a009f
31011,39.71%, 29.60%, 69.31%, 1.10%,4b02b0
31013,20.24%, 39.16%, 59.40%, 1.44%,630397
31015,43.63%, 27.32%, 70.95%, 1.72%,4504b4
31017,14.22%, 42.69%, 56.91%, 0.40%,6c0191
31019,21.15%, 38.02%, 59.18%,-,600096
31021,33.19%, 32.83%, 66.02%, 1.15%,5302a8
31023,44.24%, 27.60%, 71.84%, 0.56%,4601b7
31025,29.72%, 34.14%, 63.86%, 1.99%,5705a2
31027,48.80%, 25.19%, 73.99%, 0.82%,4002bc
31029,18.74%, 38.62%, 57.35%,-,620092
31031,24.62%, 37.30%, 61.92%, 0.79%,5f029d
31033,39.93%, 28.78%, 68.71%,-,4900af
31035,24.44%, 36.39%, 60.82%,-,5c009b
31037,71.73%, 13.56%, 85.29%, 1.15%,2202d9
31039,56.75%, 21.12%, 77.87%, 1.01%,3502c6
31041,26.08%, 35.66%, 61.74%,-,5a009d
31043,55.40%, 21.92%, 77.32%, 0.76%,3701c5
31045,7.75%, 44.84%, 52.59%,-,720086
31047,22.04%, 38.09%, 60.13%, 1.77%,610499
31049,26.23%, 35.69%, 61.93%,-,5b009d
31051,28.65%, 34.82%, 63.46%, 1.72%,5804a1
31053,34.62%, 32.14%, 66.76%, 1.10%,5102aa
31055,26.81%, 35.81%, 62.62%, 1.56%,5b039f
31057,15.72%, 41.38%, 57.09%, 1.53%,690391
31059,25.11%, 37.03%, 62.15%, 0.82%,5e029e
31061,30.04%, 34.32%, 64.36%, 1.32%,5703a4
31063,23.23%, 37.64%, 60.86%, 1.50%,5f039b
31065,22.20%, 38.10%, 60.31%, 1.59%,610499
31067,23.49%, 37.25%, 60.73%,-,5e009a
31069,21.69%, 38.21%, 59.90%, 1.89%,610498
31071,10.80%, 43.90%, 54.69%, 1.41%,6f038b
31073,44.71%, 27.13%, 71.84%, 1.02%,4502b7
31075,21.46%, 37.41%, 58.87%,-,5f0096
31077,53.83%, 21.83%, 75.66%,-,3700c0
31079,24.05%, 35.67%, 59.72%,-,5a0098
31081,19.12%, 39.66%, 58.78%, 1.56%,650395
31083,31.30%, 32.79%, 64.09%,-,5300a3
31085,30.24%, 33.55%, 63.79%,-,5500a2
31087,20.25%, 39.16%, 59.40%, 1.44%,630397
31089,33.14%, 32.99%, 66.13%, 0.89%,5402a8
31091,35.23%, 31.70%, 66.93%, 1.37%,5003aa
31093,62.12%, 17.05%, 79.17%,-,2b00c9
31095,31.96%, 33.14%, 65.10%, 1.76%,5404a6
31097,20.59%, 39.32%, 59.91%, 0.77%,640198
31099,34.69%, 31.63%, 66.32%,-,5000a9
31101,35.54%, 31.63%, 67.17%, 1.20%,5003ab
31103,2.25%, 50.52%, 48.28%, 1.20%,80037b
31105,22.51%, 37.58%, 60.09%,-,5f0099
31107,47.69%, 25.67%, 73.36%, 0.97%,4102bb
31109,6.50%, 52.29%, 45.79%, 1.92%,850474
31111,31.44%, 32.68%, 64.12%,-,5300a3
31113,23.52%, 37.32%, 60.84%, 1.83%,5f049b
31115,14.51%, 40.83%, 55.33%,-,68008d
31117,11.36%, 43.50%, 54.86%, 1.64%,6e048b
31119,35.39%, 31.85%, 67.24%, 0.90%,5102ab
31121,25.19%, 36.16%, 61.35%,-,5c009c
31123,17.32%, 40.45%, 57.77%, 1.78%,670493
31125,36.14%, 31.58%, 67.71%, 0.71%,5001ac
31127,26.59%, 36.35%, 62.94%, 0.72%,5c01a0
31129,30.15%, 33.98%, 64.13%, 1.89%,5604a3
31131,20.52%, 39.19%, 59.71%, 1.11%,630298
31133,25.25%, 36.90%, 62.16%, 0.94%,5e029e
31135,41.49%, 28.11%, 69.60%,-,4700b1
31137,20.13%, 39.09%, 59.22%, 1.69%,630497
31139,44.70%, 27.23%, 71.93%, 0.84%,4502b7
31141,55.95%, 21.61%, 77.56%, 0.83%,3702c5
31143,28.15%, 35.35%, 63.50%, 1.15%,5a02a1
31145,26.95%, 35.26%, 62.21%,-,59009e
31147,31.29%, 33.97%, 65.26%, 0.78%,5601a6
31149,13.63%, 42.42%, 56.06%, 1.52%,6c038e
31151,48.61%, 25.24%, 73.85%, 0.91%,4002bc
31153,45.37%, 26.52%, 71.89%, 1.59%,4304b7
31155,36.81%, 30.35%, 67.16%,-,4d00ab
31157,7.59%, 45.59%, 53.18%, 1.23%,740387
31159,29.07%, 34.97%, 64.04%, 0.99%,5902a3
31161,23.12%, 37.41%, 60.53%,-,5f009a
31163,46.53%, 25.79%, 72.32%, 1.90%,4104b8
31165,19.89%, 39.14%, 59.04%, 1.82%,630496
31167,60.23%, 19.73%, 79.96%, 0.31%,3200cb
31169,33.79%, 32.33%, 66.12%, 1.55%,5203a8
31171,24.27%, 36.34%, 60.61%,-,5c009a
31173,62.48%, 18.22%, 80.70%, 1.08%,2e02cd
31175,20.11%, 39.04%, 59.16%, 1.80%,630496
31177,45.12%, 26.80%, 71.92%, 1.28%,4403b7
31179,27.76%, 35.03%, 62.78%,-,5900a0
31181,22.90%, 37.07%, 59.97%,-,5e0098
31183,48.45%, 24.17%, 72.63%,-,3d00b9
31185,4.58%, 47.14%, 51.72%, 1.13%,780283
32001,38.50%, 30.75%, 69.25%,-,4e00b0
32003,62.50%, 18.75%, 81.25%,-,2f00cf
32005,9.19%, 45.40%, 54.60%,-,73008b
32007,31.82%, 34.09%, 65.91%,-,5600a8
32009,48.69%, 25.65%, 74.35%,-,4100bd
32011,47.79%, 26.10%, 73.90%,-,4200bc
32013,47.09%, 26.45%, 73.55%,-,4300bb
32015,32.67%, 33.66%, 66.34%,-,5500a9
32017,57.86%, 21.07%, 78.93%,-,3500c9
32019,36.62%, 31.69%, 68.31%,-,5000ae
32021,46.21%, 26.89%, 73.11%,-,4400ba
32023,43.84%, 28.08%, 71.92%,-,4700b7
32027,52.45%, 23.77%, 76.23%,-,3c00c2
32029,33.15%, 33.42%, 66.58%,-,5500a9
32031,30.53%, 34.74%, 65.26%,-,5800a6
32033,23.40%, 38.30%, 61.70%,-,61009d
32510,8.73%, 45.63%, 54.37%,-,74008a
33001,10.35%, 55.04%, 44.69%, 0.26%,8c0071
33003,29.36%, 64.56%, 35.20%, 0.23%,a40059
33005,16.37%, 57.73%, 41.35%, 0.92%,930269
33007,4.86%, 47.28%, 52.14%, 0.58%,780184
33009,12.77%, 55.94%, 43.17%, 0.88%,8e026e
33011,16.29%, 41.50%, 57.79%, 0.70%,690193
33013,4.39%, 51.98%, 47.59%, 0.43%,840179
33015,13.40%, 56.44%, 43.03%, 0.53%,8f016d
33017,4.76%, 47.44%, 52.20%, 0.36%,780085
33019,8.20%, 53.79%, 45.60%, 0.61%,890174
34001,5.30%, 51.88%, 46.58%, 1.54%,840376
34003,7.82%, 52.42%, 44.60%, 0.22%,850071
34005,19.20%, 58.14%, 38.95%, 0.28%,940063
34007,6.40%, 50.85%, 44.45%, 0.31%,810071
34009,16.89%, 57.84%, 40.96%, 1.20%,930368
34011,14.34%, 55.61%, 41.28%, 0.68%,8d0169
34013,5.83%, 51.46%, 45.63%, 0.32%,830074
34015,14.79%, 55.96%, 41.17%, 0.38%,8e0068
34017,45.81%, 26.04%, 71.85%, 2.10%,4205b7
34019,5.79%, 51.92%, 46.13%, 1.95%,840475
34021,5.13%, 50.41%, 45.28%, 0.41%,800173
34023,16.49%, 40.45%, 56.94%, 0.34%,670091
34025,6.84%, 52.73%, 45.89%, 1.37%,860375
34027,21.36%, 59.17%, 37.81%, 0.18%,960060
34029,16.28%, 56.95%, 40.67%, 2.38%,910667
34031,4.90%, 44.99%, 49.88%, 0.50%,72017f
34033,14.42%, 56.64%, 42.22%, 1.14%,90026b
34035,10.51%, 54.18%, 43.66%, 2.16%,8a056f
34037,7.41%, 53.18%, 45.76%, 1.06%,870274
34039,13.14%, 54.91%, 41.77%, 0.30%,8c006a
34041,6.68%, 45.58%, 52.25%, 0.12%,740085
35001,18.71%, 40.06%, 58.77%, 1.16%,660295
35003,22.51%, 37.94%, 60.45%, 1.62%,60049a
35005,38.39%, 28.95%, 67.34%, 1.20%,4903ab
35006,0%,-,-,-,000000
35007,14.15%, 42.59%, 56.74%, 0.68%,6c0190
35009,55.25%, 18.35%, 73.60%, 0.16%,2e00bb
35011,58.16%, 20.23%, 78.39%, 1.38%,3303c7
35013,36.59%, 30.99%, 67.58%, 1.42%,4f03ac
35015,61.61%, 18.34%, 79.95%, 1.70%,2e04cb
35017,40.94%, 28.80%, 69.74%, 1.46%,4903b1
35019,8.13%, 45.77%, 53.90%, 0.34%,740089
35021,30.48%, 33.97%, 64.46%, 1.57%,5604a4
35023,56.99%, 20.48%, 77.47%, 2.05%,3405c5
35025,76.20%, 9.83%, 86.03%, 0.98%,1902db
35027,30.81%, 34.29%, 65.10%, 0.61%,5701a6
35028,0%,-,-,-,000000
35029,42.17%, 28.04%, 70.21%, 1.75%,4704b3
35031,20.72%, 39.35%, 60.07%, 0.57%,640199
35033,34.45%, 32.77%, 67.21%, 0.02%,5300ab
35035,35.88%, 30.99%, 66.87%,-,4f00aa
35037,54.11%, 20.90%, 75.01%, 0.07%,3500bf
35039,29.86%, 35.00%, 64.86%, 0.15%,5900a5
35041,69.07%, 13.95%, 83.02%, 0.29%,2300d3
35043,7.28%, 46.24%, 53.52%, 0.24%,750088
35045,22.05%, 35.10%, 57.15%, 2.05%,590591
35047,2.75%, 51.28%, 48.53%, 0.19%,82007b
35049,22.51%, 38.60%, 61.12%, 0.28%,62009b
35051,38.37%, 30.18%, 68.55%, 1.27%,4c03ae
35053,12.71%, 43.51%, 56.22%, 0.27%,6e008f
35055,15.04%, 42.22%, 57.26%, 0.52%,6b0192
35057,9.80%, 44.29%, 54.09%, 1.62%,700489
35059,44.66%, 26.95%, 71.61%, 1.45%,4403b6
35061,18.78%, 59.25%, 40.48%, 0.27%,970067
36001,22.32%, 38.29%, 60.61%, 1.09%,61029a
36003,41.55%, 69.46%, 27.91%, 0.23%,b10047
36005,51.20%, 19.15%, 70.35%, 0.48%,3001b3
36007,17.61%, 57.97%, 40.36%, 1.67%,930466
36009,21.45%, 58.70%, 37.25%, 0.23%,95005e
36011,13.82%, 55.66%, 41.84%, 0.20%,8d006a
36013,26.98%, 60.62%, 33.64%, 0.99%,9a0255
36015,18.21%, 57.99%, 39.78%, 0.09%,930065
36017,31.68%, 65.27%, 33.60%, 1.13%,a60255
36019,14.27%, 42.67%, 56.94%, 0.39%,6c0091
36021,12.35%, 55.74%, 43.39%, 0.86%,8e026e
36023,37.26%, 67.60%, 30.34%, 2.06%,ac054d
36025,31.67%, 65.32%, 33.65%, 1.04%,a60255
36027,11.48%, 54.95%, 43.47%, 1.58%,8c046e
36029,3.55%, 49.86%, 46.31%, 0.49%,7f0176
36031,28.28%, 63.74%, 35.46%, 0.80%,a2025a
36033,4.51%, 47.45%, 51.96%, 0.59%,780184
36035,44.34%, 71.39%, 27.05%, 1.55%,b60344
36037,31.25%, 64.80%, 33.55%, 1.65%,a50455
36039,3.79%, 51.43%, 47.64%, 0.93%,830279
36041,18.18%, 58.76%, 40.58%, 0.66%,950167
36043,14.80%, 56.58%, 41.78%, 1.63%,90046a
36045,25.28%, 61.98%, 36.70%, 1.32%,9e035d
36047,41.82%, 25.04%, 66.86%, 1.53%,3f03aa
36049,20.84%, 60.03%, 39.20%, 0.77%,990163
36051,25.63%, 62.13%, 36.50%, 1.37%,9e035d
36053,26.13%, 61.91%, 35.78%, 0.17%,9d005b
36055,6.86%, 51.60%, 44.75%, 0.45%,830172
36057,9.22%, 54.09%, 44.87%, 1.04%,890272
36059,11.65%, 54.51%, 42.85%, 0.20%,8b006d
36061,39.11%, 27.78%, 66.89%, 1.09%,4602aa
36063,19.07%, 58.33%, 39.26%, 0.30%,940064
36065,3.43%, 50.76%, 47.34%, 1.90%,810478
36067,3.10%, 49.81%, 46.71%, 0.35%,7f0077
36069,25.08%, 61.71%, 36.62%, 1.67%,9d045d
36071,14.18%, 56.39%, 42.21%, 1.41%,8f036b
36073,37.93%, 67.98%, 30.05%, 1.98%,ad054c
36075,15.55%, 56.90%, 41.35%, 1.75%,910469
36077,29.19%, 64.06%, 34.88%, 1.06%,a30258
36079,10.61%, 54.43%, 43.82%, 1.75%,8a046f
36081,27.15%, 34.32%, 61.47%, 0.48%,57019c
36083,3.39%, 47.66%, 51.05%, 1.29%,790382
36085,25.82%, 35.26%, 61.08%, 0.33%,59009b
36087,2.20%, 49.90%, 47.70%, 0.26%,7f0079
36089,27.92%, 63.48%, 35.56%, 0.96%,a1025a
36091,15.63%, 56.97%, 41.34%, 1.69%,910469
36093,11.16%, 52.81%, 41.65%, 0.61%,86016a
36095,8.03%, 53.43%, 45.40%, 1.17%,880273
36097,32.50%, 65.27%, 32.77%, 1.96%,a60453
36099,15.13%, 56.61%, 41.48%, 1.92%,900469
36101,26.43%, 62.19%, 35.77%, 2.04%,9e055b
36103,13.03%, 55.49%, 42.46%, 2.04%,8d056c
36105,7.36%, 44.79%, 52.15%, 0.71%,720184
36107,32.28%, 65.27%, 32.99%, 1.74%,a60454
36109,31.75%, 64.42%, 32.67%, 0.29%,a40053
36111,7.33%, 52.87%, 45.55%, 1.58%,860474
36113,26.77%, 62.99%, 36.22%, 0.79%,a0025c
