id,margin,bush,clinton,perot,hex_color
42129,14.57%, 30.63%, 45.20%, 23.98%,4e3d73
42131,18.29%, 47.40%, 29.11%, 23.27%,783b4a
42133,10.44%, 44.79%, 34.35%, 20.67%,723457
44001,12.87%, 32.95%, 45.82%, 20.60%,543474
44003,13.00%, 30.59%, 43.60%, 25.10%,4e406f
44005,13.11%, 31.24%, 44.35%, 23.63%,4f3c71
44007,22.01%, 27.45%, 49.46%, 22.32%,45387e
44009,12.84%, 30.62%, 43.46%, 25.09%,4e3f6e
45001,7.80%, 39.76%, 47.56%, 12.42%,651f79
45003,23.36%, 55.01%, 31.64%, 12.95%,8c2150
45005,32.13%, 30.36%, 62.49%, 6.14%,4d0f9f
45007,18.18%, 51.68%, 33.50%, 14.52%,832555
45009,26.54%, 33.28%, 59.82%, 6.29%,541098
45011,8.34%, 49.24%, 40.90%, 9.20%,7d1768
45013,10.45%, 47.10%, 36.65%, 15.87%,78285d
45015,15.54%, 50.87%, 35.33%, 13.06%,81215a
45017,6.09%, 41.85%, 47.94%, 9.76%,6a187a
45019,7.40%, 48.00%, 40.60%, 10.49%,7a1a67
45021,9.85%, 47.31%, 37.46%, 15.02%,78265f
45023,19.51%, 33.54%, 53.05%, 13.12%,552187
45025,13.45%, 37.31%, 50.76%, 11.73%,5f1d81
45027,17.23%, 37.89%, 55.12%, 6.80%,60118c
45029,8.04%, 40.17%, 48.21%, 11.00%,661c7a
45031,0.88%, 44.00%, 44.88%, 9.20%,701772
45033,14.68%, 38.07%, 52.75%, 8.85%,611686
45035,20.85%, 53.53%, 32.68%, 13.02%,882153
45037,1.27%, 45.15%, 46.42%, 8.06%,731476
45039,29.03%, 31.12%, 60.15%, 8.06%,4f1499
45041,10.85%, 50.77%, 39.92%, 8.97%,811665
45043,3.83%, 42.22%, 46.05%, 11.31%,6b1c75
45045,26.70%, 57.12%, 30.42%, 12.03%,911e4d
45047,7.70%, 47.98%, 40.27%, 11.10%,7a1c66
45049,26.22%, 32.63%, 58.85%, 7.66%,531396
45051,8.97%, 45.87%, 36.90%, 16.55%,742a5e
45053,29.98%, 29.93%, 59.92%, 9.53%,4c1898
45055,11.06%, 49.12%, 38.06%, 12.43%,7d1f61
45057,2.95%, 41.58%, 44.53%, 13.74%,6a2371
45059,9.94%, 48.53%, 38.59%, 12.54%,7b1f62
45061,22.04%, 34.90%, 56.94%, 7.81%,581391
45063,33.97%, 60.50%, 26.53%, 12.54%,9a1f43
45065,31.03%, 29.46%, 60.48%, 9.67%,4b189a
45067,21.16%, 35.15%, 56.31%, 7.92%,59148f
45069,30.16%, 29.47%, 59.64%, 10.44%,4b1a98
45071,8.79%, 48.50%, 39.71%, 11.30%,7b1c65
45073,18.37%, 50.68%, 32.31%, 16.63%,812a52
45075,22.06%, 35.14%, 57.21%, 7.39%,591291
45077,29.61%, 57.67%, 28.06%, 14.00%,932347
45079,9.32%, 41.17%, 50.49%, 7.45%,681280
45081,9.26%, 47.80%, 38.54%, 13.42%,792262
45083,16.82%, 51.91%, 35.09%, 12.25%,841f59
45085,2.72%, 47.29%, 44.56%, 7.75%,781371
45087,0.03%, 43.51%, 43.48%, 12.84%,6e206e
45089,19.53%, 37.05%, 56.57%, 6.05%,5e0f90
45091,12.48%, 48.74%, 36.26%, 14.69%,7c255c
46003,5.02%, 34.70%, 39.72%, 25.41%,584065
46005,6.15%, 36.81%, 42.96%, 19.91%,5d326d
46007,11.95%, 46.45%, 34.50%, 18.46%,762f57
46009,2.44%, 36.00%, 38.43%, 24.83%,5b3f61
46011,0.44%, 39.14%, 38.70%, 21.78%,633762
46013,4.74%, 36.93%, 41.67%, 21.12%,5e356a
46015,5.68%, 33.93%, 39.61%, 25.67%,564165
46017,29.23%, 27.62%, 56.85%, 14.52%,462590
46019,17.16%, 45.24%, 26.30%, 28.08%,734743
46021,30.58%, 54.51%, 21.08%, 23.93%,8b3d35
46023,1.68%, 38.30%, 39.99%, 21.62%,613765
46025,0.17%, 33.81%, 33.64%, 32.04%,565155
46027,15.85%, 30.96%, 46.82%, 21.59%,4e3777
46029,2.21%, 36.03%, 33.82%, 29.81%,5b4c56
46031,3.12%, 38.61%, 35.49%, 25.66%,62415a
46033,10.23%, 42.28%, 32.05%, 25.13%,6b4051
46035,2.14%, 38.19%, 40.33%, 20.94%,613566
46037,11.19%, 31.17%, 42.36%, 26.12%,4f426c
46039,4.21%, 32.11%, 36.32%, 31.41%,51505c
46041,7.08%, 36.64%, 43.72%, 19.41%,5d316f
46043,33.58%, 56.85%, 23.27%, 19.50%,90313b
46045,2.21%, 41.77%, 39.56%, 18.36%,6a2e64
46047,3.12%, 40.84%, 37.72%, 21.10%,683560
46049,11.85%, 45.89%, 34.03%, 19.60%,753156
46051,2.70%, 38.81%, 36.11%, 24.77%,623f5c
46053,5.66%, 39.27%, 33.61%, 26.31%,644355
46055,46.66%, 65.25%, 15.86%, 18.59%,a62f28
46057,11.20%, 41.35%, 30.15%, 28.25%,69484c
46059,13.55%, 44.38%, 30.83%, 24.51%,713e4e
46061,3.07%, 36.38%, 39.44%, 23.76%,5c3c64
46063,32.92%, 58.46%, 15.78%, 25.54%,954128
46065,21.51%, 53.26%, 31.74%, 14.28%,872450
46067,19.03%, 48.17%, 29.14%, 22.14%,7a384a
46069,14.55%, 46.07%, 31.52%, 22.09%,753850
46071,23.63%, 53.68%, 30.05%, 15.75%,88284c
46073,5.59%, 35.31%, 40.90%, 23.59%,5a3c68
46075,36.97%, 58.28%, 21.31%, 19.77%,943236
46077,4.90%, 35.41%, 40.31%, 23.67%,5a3c66
46079,8.91%, 33.81%, 42.72%, 23.24%,563b6c
46081,6.35%, 39.03%, 32.68%, 27.67%,634653
46083,5.33%, 42.47%, 37.15%, 20.11%,6c335e
46085,12.36%, 45.20%, 32.84%, 21.01%,733553
46087,0.34%, 39.44%, 39.11%, 20.68%,643463
46089,26.66%, 53.94%, 27.28%, 18.38%,892e45
46091,10.71%, 35.26%, 45.97%, 18.59%,592f75
46093,20.15%, 46.89%, 26.74%, 25.92%,774244
46095,16.65%, 49.58%, 32.94%, 16.65%,7e2a53
46097,9.79%, 34.28%, 44.07%, 20.96%,573570
46099,3.03%, 39.32%, 42.35%, 18.02%,642d6b
46101,18.52%, 28.93%, 47.45%, 23.03%,493a78
46103,18.44%, 47.92%, 29.48%, 22.19%,7a384b
46105,15.37%, 43.80%, 28.43%, 27.17%,6f4548
46107,22.95%, 50.67%, 27.73%, 21.09%,813546
46109,6.77%, 34.87%, 41.64%, 23.15%,583b6a
46111,2.30%, 36.96%, 39.25%, 23.35%,5e3b64
46113,63.11%, 13.63%, 76.74%, 8.30%,2215c3
46115,4.99%, 37.14%, 42.12%, 20.40%,5e346b
46117,20.87%, 51.39%, 30.52%, 17.16%,832b4d
46119,28.91%, 55.94%, 27.03%, 16.53%,8e2a44
46121,28.16%, 27.98%, 56.13%, 15.09%,47268f
46123,12.28%, 43.38%, 31.10%, 25.22%,6e404f
46125,9.30%, 44.43%, 35.13%, 20.21%,713359
46127,8.36%, 35.00%, 43.36%, 21.29%,59366e
46129,20.98%, 49.48%, 28.51%, 21.60%,7e3748
46135,0.28%, 36.60%, 36.32%, 26.79%,5d445c
46137,6.58%, 44.93%, 38.36%, 16.03%,722861
47001,5.75%, 41.38%, 47.12%, 11.01%,691c78
47003,18.75%, 33.59%, 52.34%, 13.49%,552285
47005,37.14%, 26.58%, 63.72%, 9.14%,4317a2
47007,2.69%, 44.20%, 46.89%, 8.76%,701677
47009,9.99%, 48.91%, 38.92%, 11.87%,7c1e63
47011,22.36%, 55.66%, 33.30%, 10.82%,8d1b54
47013,14.38%, 37.87%, 52.25%, 9.59%,601885
47015,31.49%, 28.38%, 59.87%, 11.43%,481d98
47017,7.62%, 41.04%, 48.66%, 9.65%,68187c
47019,21.94%, 55.82%, 33.88%, 9.89%,8e1956
47021,13.50%, 35.72%, 49.21%, 14.64%,5b257d
47023,9.24%, 50.64%, 41.40%, 7.84%,811369
47025,4.68%, 42.86%, 47.54%, 9.07%,6d1779
47027,26.35%, 33.23%, 59.58%, 6.91%,541197
47029,18.03%, 52.98%, 34.95%, 11.24%,871c59
47031,14.59%, 35.48%, 50.07%, 14.20%,5a247f
47033,8.90%, 40.69%, 49.60%, 9.46%,67187e
47035,4.58%, 45.06%, 40.48%, 13.93%,722367
47037,14.62%, 37.57%, 52.18%, 9.90%,5f1985
47039,20.73%, 35.76%, 56.49%, 7.53%,5b1390
47041,39.69%, 25.50%, 65.19%, 9.04%,4117a6
47043,24.22%, 31.58%, 55.79%, 12.28%,501f8e
47045,1.38%, 44.33%, 45.71%, 9.71%,711874
47047,5.78%, 43.13%, 48.91%, 7.63%,6d137c
47049,5.89%, 41.52%, 47.40%, 10.52%,691a78
47051,23.04%, 31.79%, 54.83%, 12.96%,51218b
47053,13.06%, 39.06%, 52.12%, 8.38%,631584
47055,28.36%, 28.90%, 57.26%, 13.38%,492292
47057,9.54%, 49.92%, 40.37%, 9.24%,7f1766
47059,9.84%, 47.48%, 37.64%, 14.04%,79235f
47061,45.44%, 22.89%, 68.33%, 8.34%,3a15ae
47063,9.99%, 49.84%, 39.85%, 9.86%,7f1965
47065,5.83%, 46.47%, 40.64%, 12.51%,761f67
47067,11.19%, 52.02%, 40.83%, 6.17%,840f68
47069,19.82%, 36.19%, 56.01%, 6.89%,5c118e
47071,0.55%, 45.10%, 45.65%, 8.54%,731574
47073,6.97%, 47.64%, 40.67%, 11.34%,791c67
47075,15.57%, 39.49%, 55.07%, 5.19%,640d8c
47077,13.49%, 52.29%, 38.81%, 8.70%,851662
47079,25.93%, 30.27%, 56.20%, 13.13%,4d218f
47081,33.79%, 27.06%, 60.84%, 11.82%,451e9b
47083,46.22%, 21.96%, 68.18%, 9.49%,3718ad
47085,36.41%, 26.75%, 63.16%, 9.93%,4419a1
47087,58.71%, 16.63%, 75.34%, 7.80%,2a13c0
47089,11.68%, 50.02%, 38.34%, 11.20%,7f1c61
47091,24.97%, 56.98%, 32.02%, 10.32%,911a51
47093,4.85%, 46.75%, 41.90%, 11.00%,771c6a
47095,33.35%, 29.49%, 62.84%, 6.55%,4b10a0
47097,19.15%, 36.79%, 55.94%, 7.05%,5d118e
47099,8.71%, 40.45%, 49.16%, 10.12%,67197d
47101,30.66%, 29.34%, 60.00%, 10.45%,4a1a99
47103,12.12%, 37.02%, 49.15%, 13.31%,5e217d
47105,7.62%, 47.70%, 40.07%, 11.86%,791e66
47107,4.82%, 46.61%, 41.79%, 11.33%,761c6a
47109,6.23%, 42.66%, 48.89%, 8.07%,6c147c
47111,11.56%, 40.15%, 51.71%, 7.74%,661383
47113,3.97%, 47.66%, 43.69%, 8.44%,79156f
47115,23.11%, 32.40%, 55.51%, 11.78%,521e8d
47117,24.39%, 31.07%, 55.46%, 12.97%,4f218d
47119,12.50%, 36.37%, 48.86%, 13.79%,5c237c
47121,9.13%, 38.89%, 48.02%, 13.00%,63217a
47123,5.16%, 48.55%, 43.38%, 7.54%,7b136e
47125,4.77%, 41.51%, 46.29%, 11.97%,691e76
47127,22.84%, 30.82%, 53.66%, 15.24%,4e2688
47129,14.29%, 37.29%, 51.58%, 10.64%,5f1b83
47131,13.10%, 37.41%, 50.51%, 11.61%,5f1d80
47133,42.58%, 24.91%, 67.49%, 7.04%,3f11ac
47135,40.46%, 24.25%, 64.71%, 10.86%,3d1ba5
47137,2.11%, 46.20%, 48.31%, 5.11%,750d7b
47139,21.67%, 34.36%, 56.03%, 9.09%,57178e
47141,13.31%, 37.23%, 50.54%, 11.51%,5e1d80
47143,5.52%, 46.97%, 41.45%, 11.24%,771c69
47145,5.21%, 41.52%, 46.73%, 11.41%,691d77
47147,20.45%, 33.41%, 53.86%, 12.54%,551f89
47149,4.68%, 40.04%, 44.73%, 14.86%,662572
47151,4.38%, 46.91%, 42.54%, 10.02%,77196c
47153,10.48%, 38.80%, 49.28%, 11.38%,621d7d
47155,23.49%, 55.08%, 31.60%, 12.98%,8c2150
47157,10.38%, 41.88%, 52.26%, 5.52%,6a0e85
47159,50.81%, 21.04%, 71.85%, 6.90%,3511b7
47161,40.09%, 24.20%, 64.28%, 11.27%,3d1ca3
47163,13.80%, 50.55%, 36.74%, 11.81%,801e5d
47165,4.71%, 41.30%, 46.01%, 12.29%,691f75
47167,8.06%, 49.26%, 41.20%, 9.32%,7d1769
47169,48.09%, 21.21%, 69.29%, 9.12%,3617b0
47171,15.03%, 51.87%, 36.84%, 11.00%,841c5d
47173,3.81%, 42.47%, 46.28%, 10.83%,6c1b76
47175,37.21%, 26.68%, 63.89%, 9.18%,4417a2
47177,28.21%, 29.98%, 58.19%, 11.45%,4c1d94
47179,14.47%, 51.31%, 36.84%, 11.28%,821c5d
47181,20.64%, 56.11%, 35.47%, 8.05%,8f145a
47183,7.51%, 40.44%, 47.95%, 11.42%,671d7a
47185,28.05%, 29.94%, 57.99%, 11.61%,4c1d93
47187,22.30%, 54.77%, 32.47%, 12.50%,8b1f52
47189,6.02%, 40.33%, 46.35%, 12.87%,662076
48001,1.91%, 38.70%, 36.79%, 24.33%,623e5d
48003,28.03%, 53.60%, 25.57%, 20.70%,883441
48005,2.27%, 36.99%, 39.26%, 23.61%,5e3c64
48007,8.57%, 41.74%, 33.18%, 24.76%,6a3f54
48009,6.96%, 39.32%, 32.37%, 27.88%,644752
48011,27.53%, 54.57%, 27.04%, 18.19%,8b2e44
48013,0.41%, 39.41%, 38.99%, 21.07%,643563
48015,22.02%, 50.89%, 28.87%, 20.09%,813349
48017,26.68%, 55.31%, 28.63%, 15.90%,8d2849
48019,21.36%, 50.24%, 19.90%, 28.88%,804932
48021,8.79%, 34.41%, 43.19%, 22.38%,57396e
48023,17.78%, 28.66%, 46.44%, 24.81%,493f76
48025,4.94%, 39.89%, 44.83%, 15.01%,652672
48027,11.35%, 45.27%, 33.92%, 20.02%,733356
48029,0.89%, 40.65%, 41.54%, 17.36%,672c69
48031,15.41%, 44.07%, 28.66%, 26.70%,704449
48033,20.63%, 48.68%, 28.04%, 23.02%,7c3a47
48035,1.96%, 35.44%, 33.49%, 30.81%,5a4e55
48037,0.16%, 38.78%, 38.94%, 21.93%,623763
48039,11.93%, 42.51%, 30.59%, 26.52%,6c434e
48041,18.49%, 48.53%, 30.03%, 21.02%,7b354c
48043,7.88%, 34.71%, 42.59%, 21.93%,58376c
48045,7.31%, 37.62%, 44.93%, 17.14%,5f2b72
48047,60.32%, 15.54%, 75.86%, 8.45%,2715c1
48049,8.31%, 42.07%, 33.76%, 24.02%,6b3d56
48051,8.72%, 35.25%, 43.97%, 20.64%,593470
48053,5.87%, 39.53%, 33.66%, 26.51%,644355
48055,12.52%, 32.95%, 45.47%, 21.28%,543673
48057,1.33%, 38.94%, 37.62%, 23.29%,633b5f
48059,8.33%, 40.38%, 32.05%, 27.47%,664651
48061,15.77%, 34.07%, 49.84%, 15.72%,56287f
48063,18.07%, 30.63%, 48.69%, 20.63%,4e347c
48065,26.89%, 53.88%, 26.99%, 18.91%,893044
48067,12.67%, 34.30%, 46.96%, 18.59%,572f77
48069,6.67%, 44.91%, 38.25%, 16.67%,722a61
48071,6.77%, 40.62%, 33.85%, 25.36%,674056
48073,5.97%, 41.36%, 35.39%, 23.15%,693b5a
48075,6.50%, 44.18%, 37.68%, 18.01%,702d60
48077,6.78%, 32.30%, 39.08%, 28.45%,524863
48079,20.26%, 51.33%, 31.07%, 17.45%,822c4f
48081,3.72%, 39.65%, 35.94%, 24.35%,653e5b
48083,2.83%, 35.33%, 38.16%, 26.46%,5a4361
48085,13.37%, 46.97%, 19.02%, 33.60%,775530
48087,3.88%, 43.56%, 39.69%, 16.56%,6f2a65
48089,11.78%, 45.88%, 34.10%, 19.84%,743256
48091,25.42%, 50.72%, 25.31%, 23.42%,813b40
48093,12.00%, 31.75%, 43.75%, 24.41%,503e6f
48095,6.07%, 33.50%, 39.56%, 26.62%,554364
48097,4.90%, 40.50%, 23.73%, 35.60%,675a3c
48099,13.88%, 42.93%, 29.05%, 27.77%,6d464a
48101,28.98%, 23.90%, 52.88%, 22.93%,3c3a86
48103,21.90%, 49.76%, 27.86%, 22.33%,7e3847
48105,1.82%, 37.87%, 39.70%, 22.37%,603965
48107,0.17%, 43.08%, 43.25%, 13.40%,6d226e
48109,20.43%, 29.63%, 50.06%, 20.19%,4b337f
48111,29.00%, 54.78%, 25.79%, 19.31%,8b3141
48113,3.72%, 38.72%, 35.00%, 25.80%,624159
48115,21.67%, 55.43%, 33.76%, 10.67%,8d1b56
48117,26.89%, 56.43%, 29.54%, 13.89%,8f234b
48119,13.15%, 29.73%, 42.88%, 27.34%,4b456d
48121,7.58%, 41.60%, 23.93%, 34.01%,6a563d
48123,16.51%, 48.11%, 31.60%, 20.00%,7a3350
48125,14.05%, 32.16%, 46.21%, 21.55%,523675
48127,53.15%, 19.27%, 72.42%, 8.24%,3115b8
48129,18.16%, 51.47%, 33.31%, 14.99%,832654
48131,65.70%, 13.86%, 79.56%, 6.47%,2310ca
48133,1.26%, 38.87%, 37.60%, 23.32%,633b5f
48135,19.49%, 50.35%, 30.85%, 18.48%,802f4e
48137,23.22%, 51.86%, 28.64%, 19.28%,843149
48139,9.74%, 40.50%, 28.47%, 30.76%,674e48
48141,15.16%, 34.94%, 50.10%, 14.60%,59257f
48143,2.91%, 36.77%, 33.85%, 29.20%,5d4a56
48145,16.20%, 31.63%, 47.83%, 20.53%,503479
48147,12.95%, 26.11%, 43.31%, 30.36%,424d6e
48149,9.82%, 42.94%, 33.13%, 23.67%,6d3c54
48151,31.60%, 24.22%, 55.82%, 19.87%,3d328e
48153,24.23%, 55.70%, 31.47%, 12.79%,8e2050
48155,28.64%, 26.01%, 54.65%, 19.10%,42308b
48157,12.55%, 46.62%, 34.07%, 19.14%,763056
48159,8.38%, 31.66%, 40.04%, 28.19%,504766
48161,2.03%, 36.39%, 38.41%, 25.07%,5c3f61
48163,25.52%, 29.52%, 55.04%, 15.14%,4b268c
48165,26.52%, 54.36%, 27.84%, 17.70%,8a2d46
48167,8.11%, 34.69%, 42.80%, 22.28%,58386d
48169,22.46%, 52.01%, 29.56%, 18.27%,842e4b
48171,32.18%, 56.28%, 19.11%, 24.10%,8f3d30
48173,48.61%, 66.03%, 17.42%, 16.20%,a8292c
48175,5.90%, 43.66%, 37.76%, 18.40%,6f2e60
48177,8.93%, 45.02%, 36.10%, 18.32%,722e5c
48179,35.47%, 58.86%, 23.39%, 17.45%,962c3b
48181,2.03%, 32.15%, 32.73%, 34.77%,515853
48183,18.52%, 49.11%, 30.59%, 20.17%,7d334e
48185,3.09%, 38.64%, 41.72%, 19.51%,62316a
48187,18.39%, 46.79%, 28.40%, 24.30%,773d48
48189,32.61%, 59.59%, 26.98%, 13.26%,972144
48191,10.97%, 36.81%, 47.78%, 15.34%,5d2779
48193,4.05%, 37.80%, 33.75%, 28.26%,604856
48195,52.52%, 69.08%, 14.36%, 16.56%,b02a24
48197,17.56%, 31.71%, 49.28%, 18.70%,502f7d
48199,5.17%, 35.04%, 40.21%, 24.59%,593e66
48201,4.94%, 43.14%, 38.20%, 18.34%,6e2e61
48203,3.55%, 38.50%, 42.05%, 19.27%,62316b
48205,37.56%, 60.16%, 22.59%, 17.14%,992b39
48207,20.54%, 29.86%, 50.40%, 19.70%,4c3280
48209,3.06%, 36.70%, 39.76%, 22.93%,5d3a65
48211,30.00%, 58.18%, 28.18%, 13.65%,942247
48213,3.04%, 34.49%, 37.53%, 27.81%,57465f
48215,27.48%, 30.60%, 58.08%, 11.07%,4e1c94
48217,2.51%, 35.36%, 37.87%, 26.52%,5a4360
48219,24.91%, 54.16%, 29.25%, 16.41%,8a294a
48221,6.04%, 37.52%, 30.78%, 31.47%,5f504e
48223,6.45%, 31.93%, 38.38%, 29.57%,514b61
48225,2.28%, 38.24%, 40.52%, 21.07%,613567
48227,12.82%, 47.17%, 34.35%, 18.25%,782e57
48229,4.49%, 37.40%, 41.89%, 20.48%,5f346a
48231,9.28%, 39.51%, 30.23%, 29.97%,644c4d
48233,29.40%, 55.42%, 26.02%, 18.30%,8d2e42
48235,0.84%, 34.06%, 30.81%, 34.90%,56584e
48237,6.24%, 31.10%, 37.47%, 31.22%,4f4f5f
48239,14.15%, 47.57%, 33.42%, 18.94%,793055
48241,14.79%, 32.02%, 46.81%, 21.01%,513577
48243,4.45%, 41.10%, 36.64%, 21.35%,68365d
48245,19.66%, 31.00%, 50.66%, 18.05%,4f2e81
48247,49.38%, 22.65%, 72.04%, 5.07%,390cb7
48249,35.83%, 26.36%, 62.19%, 11.25%,431c9e
48251,3.88%, 36.22%, 32.34%, 31.11%,5c4f52
48253,5.26%, 35.20%, 40.46%, 24.21%,593d67
48255,1.98%, 42.34%, 40.36%, 17.06%,6b2b66
48257,0.42%, 34.51%, 34.09%, 31.02%,584f56
48259,32.49%, 56.60%, 18.68%, 24.11%,903d2f
48261,10.34%, 39.66%, 50.00%, 10.34%,651a7f
48263,15.74%, 28.69%, 44.43%, 26.72%,494471
48265,30.55%, 53.72%, 22.66%, 23.17%,883b39
48267,20.02%, 48.98%, 28.95%, 21.95%,7c3749
48269,12.17%, 41.80%, 28.57%, 29.63%,6a4b48
48271,2.34%, 41.20%, 38.86%, 19.43%,693163
48273,11.47%, 36.89%, 48.36%, 13.92%,5e237b
48275,18.35%, 28.71%, 47.05%, 24.13%,493d77
48277,3.39%, 35.57%, 38.96%, 25.20%,5a4063
48279,23.14%, 55.01%, 31.87%, 13.01%,8c2151
48281,13.98%, 43.07%, 29.08%, 27.62%,6d464a
48283,40.36%, 25.27%, 65.63%, 9.10%,4017a7
48285,8.51%, 43.24%, 34.72%, 21.81%,6e3758
48287,5.16%, 41.68%, 36.52%, 21.51%,6a365d
48289,3.09%, 40.16%, 37.07%, 22.71%,66395e
48291,0.42%, 37.95%, 38.37%, 23.51%,603b61
48293,11.76%, 33.40%, 45.16%, 21.32%,553673
48295,34.48%, 57.74%, 23.26%, 18.58%,932f3b
48297,11.60%, 45.52%, 33.92%, 20.33%,743356
48299,8.88%, 41.96%, 33.08%, 24.70%,6a3e54
48301,14.58%, 32.29%, 20.83%, 46.88%,527735
48303,32.11%, 58.95%, 26.84%, 14.02%,962344
48305,13.63%, 50.78%, 37.15%, 11.99%,811e5e
48307,8.16%, 31.74%, 39.90%, 28.24%,504865
48309,3.67%, 40.67%, 37.00%, 22.14%,67385e
48311,41.76%, 61.85%, 17.61%, 20.09%,9d332c
48313,0.23%, 39.76%, 39.99%, 20.04%,653365
48315,21.25%, 29.03%, 50.28%, 20.57%,4a3480
48317,17.35%, 49.60%, 32.24%, 17.91%,7e2d52
48319,11.96%, 45.06%, 33.10%, 21.14%,723554
48321,4.32%, 40.47%, 36.15%, 23.13%,673a5c
48323,34.58%, 27.28%, 61.86%, 10.51%,451a9d
48325,11.70%, 45.54%, 33.84%, 20.09%,743356
48327,14.57%, 27.72%, 43.30%, 28.74%,46496e
48329,36.24%, 58.39%, 22.15%, 19.06%,943038
48331,15.10%, 32.32%, 47.43%, 20.02%,523378
48333,2.56%, 35.28%, 37.84%, 26.63%,594360
48335,7.27%, 36.47%, 43.74%, 19.53%,5c316f
48337,7.37%, 30.61%, 38.33%, 30.96%,4e4e61
48339,26.65%, 51.28%, 23.80%, 24.63%,823e3c
48341,32.48%, 57.24%, 24.75%, 17.75%,912d3f
48343,29.23%, 25.14%, 54.37%, 20.43%,40348a
48345,23.20%, 54.46%, 31.26%, 14.29%,8a244f
48347,13.52%, 45.58%, 32.05%, 22.19%,743851
48349,7.53%, 33.27%, 40.80%, 25.81%,544168
48351,36.98%, 22.00%, 58.99%, 18.74%,382f96
48353,8.35%, 33.48%, 41.83%, 24.45%,553e6a
48355,9.46%, 36.49%, 45.95%, 17.24%,5d2b75
48357,51.86%, 68.06%, 15.67%, 16.21%,ad2927
48359,36.27%, 59.07%, 22.80%, 17.93%,962d3a
48361,16.97%, 30.14%, 47.11%, 22.53%,4c3978
48363,4.12%, 30.75%, 36.57%, 32.45%,4e525d
48365,5.11%, 37.22%, 42.33%, 20.42%,5e346b
48367,4.27%, 37.54%, 28.86%, 33.27%,5f5449
48369,39.30%, 60.30%, 21.00%, 18.60%,992f35
48371,1.28%, 40.59%, 39.31%, 19.79%,673264
48373,3.87%, 37.81%, 41.69%, 20.23%,60336a
48375,14.34%, 48.64%, 34.30%, 16.76%,7c2a57
48377,41.72%, 21.15%, 62.88%, 15.34%,3527a0
48379,4.46%, 32.69%, 37.14%, 29.84%,534c5e
48381,39.11%, 61.60%, 22.50%, 15.64%,9d2739
48383,25.12%, 52.08%, 26.96%, 20.72%,843444
48385,19.76%, 47.99%, 28.23%, 23.54%,7a3c47
48387,16.82%, 30.68%, 47.50%, 21.72%,4e3779
48389,29.08%, 27.30%, 56.37%, 16.11%,45298f
48391,1.66%, 39.36%, 41.02%, 19.19%,643068
48393,42.95%, 63.37%, 20.42%, 16.05%,a12834
48395,21.77%, 30.46%, 52.23%, 17.18%,4d2b85
48397,15.33%, 48.44%, 18.06%, 33.11%,7b542e
48399,5.81%, 38.09%, 32.28%, 29.47%,614b52
48401,13.09%, 45.61%, 32.53%, 21.57%,743752
48403,17.06%, 31.85%, 48.91%, 19.11%,51307c
48405,13.54%, 34.06%, 47.60%, 18.28%,562e79
48407,5.02%, 35.57%, 40.59%, 23.58%,5a3c67
48409,3.95%, 39.48%, 43.43%, 16.83%,642a6e
48411,0.33%, 34.38%, 34.05%, 31.38%,575056
48413,2.60%, 36.72%, 34.12%, 28.84%,5d4957
48415,13.79%, 43.62%, 26.29%, 29.83%,6f4c43
48417,9.07%, 40.64%, 31.57%, 27.53%,674650
48419,8.83%, 36.96%, 45.79%, 17.08%,5e2b74
48421,43.10%, 62.16%, 19.07%, 18.70%,9e2f30
48423,17.35%, 47.03%, 29.68%, 23.00%,773a4b
48425,1.21%, 33.96%, 30.45%, 35.16%,56594d
48427,69.74%, 13.05%, 82.80%, 3.73%,2109d3
48429,12.19%, 41.88%, 29.69%, 28.27%,6a484b
48431,22.08%, 50.79%, 20.03%, 28.71%,814933
48433,21.24%, 21.51%, 49.87%, 28.62%,36487f
48435,10.20%, 42.99%, 32.79%, 24.22%,6d3d53
48437,14.38%, 33.54%, 47.91%, 18.35%,552e7a
48439,5.76%, 38.90%, 33.14%, 27.58%,634654
48441,22.51%, 49.75%, 27.24%, 22.73%,7e3945
48443,23.61%, 27.89%, 51.51%, 20.29%,473383
48445,19.29%, 52.54%, 33.24%, 14.08%,852354
48447,1.18%, 38.21%, 39.39%, 22.40%,613964
48449,6.82%, 34.32%, 41.15%, 24.36%,573e68
48451,9.67%, 40.80%, 31.13%, 27.88%,68474f
48453,15.36%, 31.89%, 47.26%, 20.33%,513378
48455,13.47%, 33.64%, 47.11%, 19.17%,553078
48457,15.05%, 32.02%, 47.08%, 20.77%,513478
48459,2.17%, 36.95%, 39.12%, 23.72%,5e3c63
48461,23.86%, 51.71%, 27.85%, 17.82%,832d47
48463,1.79%, 42.55%, 40.76%, 16.24%,6c2967
48465,5.87%, 37.30%, 43.18%, 19.03%,5f306e
48467,3.05%, 35.44%, 32.39%, 31.95%,5a5152
48469,21.05%, 50.26%, 29.20%, 19.73%,80324a
48471,6.55%, 41.84%, 35.29%, 22.73%,6a3959
48473,13.30%, 33.84%, 47.14%, 18.68%,562f78
48475,1.67%, 40.00%, 38.33%, 21.44%,663661
48477,23.35%, 53.60%, 30.25%, 16.01%,88284d
48479,27.02%, 31.32%, 58.35%, 10.12%,4f1994
48481,6.72%, 43.00%, 36.28%, 20.50%,6d345c
48483,18.79%, 52.69%, 33.90%, 13.26%,862156
48485,2.01%, 38.53%, 36.52%, 24.63%,623e5d
