id,margin,bush,clinton,perot,hex_color
20089,15.30%, 45.65%, 23.74%, 30.35%,744d3c
20091,13.26%, 43.83%, 30.57%, 25.22%,6f404d
20093,32.71%, 55.18%, 22.47%, 22.00%,8c3839
20095,7.45%, 40.36%, 26.42%, 32.91%,665343
20097,30.78%, 55.90%, 18.77%, 25.12%,8e402f
20099,8.14%, 33.09%, 41.23%, 25.32%,544069
20101,24.48%, 51.89%, 20.40%, 27.41%,844534
20103,1.46%, 33.39%, 34.86%, 31.53%,555058
20105,10.87%, 41.11%, 28.18%, 30.25%,684d47
20107,1.33%, 34.20%, 32.75%, 32.87%,575353
20109,26.86%, 52.95%, 20.77%, 26.10%,874234
20111,1.90%, 34.73%, 32.83%, 32.18%,585253
20113,16.17%, 44.22%, 28.06%, 27.41%,704547
20115,23.85%, 49.47%, 25.62%, 24.52%,7e3e41
20117,0.14%, 34.65%, 34.52%, 30.49%,584d58
20119,25.09%, 52.45%, 19.87%, 27.36%,854532
20121,1.21%, 31.80%, 34.56%, 33.35%,515558
20123,13.78%, 43.86%, 25.70%, 30.08%,6f4c41
20125,8.77%, 43.04%, 34.27%, 22.44%,6d3957
20127,0.00%, 34.43%, 30.76%, 34.43%,57574e
20129,30.96%, 54.79%, 23.83%, 20.96%,8b353c
20131,7.40%, 39.51%, 28.12%, 32.11%,645147
20133,1.61%, 37.07%, 35.46%, 27.06%,5e455a
20135,13.03%, 43.60%, 25.47%, 30.57%,6f4d40
20137,21.32%, 47.88%, 25.39%, 26.56%,7a4340
20139,0.39%, 34.51%, 30.95%, 34.12%,58574e
20141,7.06%, 38.47%, 29.88%, 31.42%,62504c
20143,18.44%, 45.53%, 27.09%, 27.02%,744445
20145,6.67%, 37.85%, 31.19%, 30.60%,604e4f
20147,18.42%, 46.61%, 24.88%, 28.19%,76473f
20149,4.34%, 38.87%, 26.27%, 34.53%,635842
20151,5.24%, 37.17%, 30.63%, 31.93%,5e514e
20153,26.15%, 52.87%, 20.31%, 26.72%,864433
20155,7.47%, 40.10%, 32.63%, 26.91%,664453
20157,17.95%, 46.43%, 24.67%, 28.48%,76483e
20159,11.44%, 40.94%, 29.50%, 29.27%,684a4b
20161,2.11%, 38.51%, 36.39%, 24.71%,623f5c
20163,6.02%, 40.42%, 24.95%, 34.40%,67573f
20165,3.17%, 35.74%, 32.58%, 31.44%,5b5053
20167,0.97%, 35.72%, 29.34%, 34.74%,5b584a
20169,2.86%, 36.26%, 33.40%, 30.09%,5c4c55
20171,31.77%, 56.27%, 18.94%, 24.51%,8f3e30
20173,6.92%, 40.53%, 33.61%, 25.33%,674055
20175,24.38%, 51.09%, 21.86%, 26.71%,824437
20177,3.19%, 35.66%, 38.86%, 25.10%,5a4063
20179,11.80%, 45.17%, 21.21%, 33.37%,735536
20181,24.47%, 49.73%, 24.71%, 25.26%,7e403f
20183,14.73%, 43.34%, 27.66%, 28.61%,6e4846
20185,5.58%, 38.55%, 28.15%, 32.97%,625447
20187,33.27%, 55.71%, 22.44%, 21.44%,8e3639
20189,29.63%, 56.84%, 15.74%, 27.21%,904528
20191,1.73%, 35.27%, 30.76%, 33.54%,59554e
20193,18.36%, 47.14%, 23.76%, 28.79%,78493c
20195,6.22%, 38.02%, 31.80%, 30.02%,604c51
20197,0.12%, 37.17%, 25.22%, 37.29%,5e5f40
20199,43.15%, 63.70%, 15.38%, 20.54%,a23427
20201,18.53%, 47.00%, 24.12%, 28.47%,77483d
20203,30.73%, 55.37%, 19.59%, 24.63%,8d3e31
20205,12.08%, 41.53%, 28.72%, 29.45%,694b49
20207,3.11%, 35.48%, 31.62%, 32.37%,5a5250
20209,33.99%, 21.06%, 56.27%, 22.28%,35388f
21001,26.40%, 58.22%, 31.82%, 9.60%,941851
21003,13.06%, 50.73%, 37.67%, 11.19%,811c60
21005,3.71%, 42.20%, 38.49%, 18.83%,6b3062
21007,29.90%, 28.56%, 58.45%, 12.89%,482095
21009,1.70%, 42.14%, 43.84%, 13.71%,6b226f
21011,23.07%, 29.95%, 53.02%, 16.51%,4c2a87
21013,10.75%, 38.89%, 49.63%, 10.31%,631a7e
21015,24.57%, 52.20%, 27.63%, 19.83%,853246
21017,2.72%, 39.12%, 41.84%, 18.64%,632f6a
21019,14.70%, 34.93%, 49.63%, 15.11%,59267e
21021,1.35%, 43.32%, 41.97%, 14.39%,6e246b
21023,3.31%, 39.63%, 42.94%, 17.05%,652b6d
21025,41.10%, 24.42%, 65.52%, 9.65%,3e18a7
21027,2.45%, 41.94%, 44.39%, 13.47%,6a2271
21029,0.45%, 40.83%, 41.28%, 17.57%,682c69
21031,26.24%, 56.78%, 30.55%, 12.40%,901f4d
21033,18.30%, 34.79%, 53.09%, 11.86%,581e87
21035,11.99%, 36.53%, 48.52%, 14.54%,5d257b
21037,17.38%, 49.88%, 32.50%, 17.23%,7f2b52
21039,21.18%, 33.16%, 54.34%, 12.14%,541e8a
21041,28.64%, 27.92%, 56.57%, 15.11%,472690
21043,10.74%, 38.61%, 49.35%, 11.55%,621d7d
21045,35.99%, 62.56%, 26.57%, 10.22%,9f1a43
21047,6.31%, 47.50%, 41.19%, 10.98%,791b69
21049,2.32%, 40.16%, 42.48%, 16.97%,662b6c
21051,36.83%, 63.92%, 27.09%, 8.72%,a21645
21053,35.82%, 63.80%, 27.98%, 7.84%,a21347
21055,4.29%, 41.26%, 45.55%, 12.96%,692174
21057,31.00%, 60.96%, 29.96%, 8.76%,9b164c
21059,4.48%, 40.45%, 44.93%, 13.84%,672372
21061,18.17%, 54.22%, 36.05%, 9.55%,8a185b
21063,53.54%, 17.58%, 71.13%, 10.81%,2c1bb5
21065,12.22%, 48.68%, 36.46%, 14.61%,7c255c
21067,3.77%, 43.87%, 40.10%, 14.88%,6f2566
21069,4.13%, 39.82%, 43.95%, 15.87%,652870
21071,52.54%, 18.96%, 71.50%, 9.23%,3017b6
21073,10.96%, 36.09%, 47.05%, 15.88%,5c2877
21075,23.10%, 33.49%, 56.59%, 9.55%,551890
21077,20.27%, 30.01%, 50.28%, 19.11%,4c3080
21079,13.11%, 49.18%, 36.06%, 14.53%,7d255b
21081,0.57%, 39.44%, 38.87%, 21.30%,643663
21083,17.53%, 34.62%, 52.15%, 12.67%,582084
21085,19.09%, 53.29%, 34.20%, 11.67%,871d57
21087,19.03%, 54.33%, 35.30%, 10.03%,8a195a
21089,15.53%, 34.52%, 50.05%, 15.18%,58267f
21091,12.57%, 34.98%, 47.55%, 15.28%,592679
21093,11.10%, 47.38%, 36.28%, 15.51%,78275c
21095,23.16%, 32.53%, 55.69%, 11.40%,521d8e
21097,10.45%, 34.71%, 45.16%, 19.79%,583273
21099,7.70%, 40.99%, 48.69%, 9.88%,68197c
21101,19.50%, 31.78%, 51.28%, 16.61%,512a82
21103,22.95%, 31.42%, 54.38%, 13.80%,50238a
21105,17.70%, 35.04%, 52.75%, 11.97%,591e86
21107,16.25%, 34.41%, 50.66%, 14.63%,572581
21109,57.84%, 74.96%, 17.12%, 7.52%,bf132b
21111,11.67%, 37.63%, 49.30%, 12.85%,5f207d
21113,21.96%, 52.47%, 30.50%, 16.69%,852a4d
21115,0.65%, 42.84%, 43.49%, 13.25%,6d216e
21117,20.55%, 51.31%, 30.76%, 17.57%,822c4e
21119,58.09%, 16.96%, 75.05%, 7.64%,2b13bf
21121,12.46%, 51.00%, 38.54%, 9.89%,821962
21123,0.73%, 43.69%, 44.42%, 11.81%,6f1e71
21125,26.73%, 57.03%, 30.30%, 12.35%,911f4d
21127,6.25%, 41.21%, 47.46%, 11.01%,691c79
21129,14.15%, 51.20%, 37.05%, 11.27%,821c5e
21131,26.09%, 58.33%, 32.23%, 9.12%,941752
21133,27.81%, 29.84%, 57.65%, 11.95%,4c1e93
21135,15.91%, 50.84%, 34.93%, 13.72%,812259
21137,1.55%, 44.13%, 42.58%, 12.82%,70206c
21139,24.28%, 31.05%, 55.33%, 13.40%,4f228d
21141,4.00%, 41.93%, 45.93%, 11.79%,6a1e75
21143,28.23%, 30.34%, 58.56%, 10.84%,4d1b95
21145,9.88%, 39.25%, 49.13%, 11.33%,641c7d
21147,26.63%, 57.78%, 31.14%, 10.05%,93194f
21149,21.02%, 32.82%, 53.84%, 12.81%,532089
21151,3.60%, 43.94%, 40.35%, 15.31%,702766
21153,22.22%, 34.88%, 57.10%, 7.70%,581391
21155,20.75%, 33.06%, 53.81%, 12.73%,542089
21157,17.32%, 34.26%, 51.58%, 13.91%,572383
21159,6.01%, 47.89%, 41.88%, 9.60%,7a186a
21161,3.73%, 40.34%, 44.07%, 15.19%,662670
21163,10.13%, 35.86%, 45.99%, 17.62%,5b2c75
21165,35.15%, 25.97%, 61.12%, 11.84%,421e9b
21167,2.63%, 41.96%, 39.33%, 16.96%,6a2b64
21169,0.52%, 44.14%, 44.66%, 10.73%,701b71
21171,38.96%, 65.07%, 26.11%, 8.27%,a51542
21173,14.40%, 34.03%, 48.43%, 17.19%,562b7b
21175,32.10%, 28.09%, 60.19%, 11.29%,471c99
21177,33.17%, 27.08%, 60.25%, 12.38%,451f99
21179,8.07%, 38.51%, 46.58%, 14.03%,622376
21181,16.03%, 32.05%, 48.08%, 18.39%,512e7a
21183,7.19%, 38.18%, 45.37%, 16.05%,612873
21185,16.86%, 49.66%, 32.80%, 17.16%,7e2b53
21187,20.23%, 31.05%, 51.27%, 17.18%,4f2b82
21189,32.41%, 61.36%, 28.95%, 8.92%,9c1649
21191,1.50%, 38.77%, 37.27%, 23.26%,623b5f
21193,20.58%, 34.11%, 54.69%, 10.81%,561b8b
21195,32.57%, 29.24%, 61.81%, 8.70%,4a169d
21197,10.20%, 35.89%, 46.08%, 17.34%,5b2c75
21199,30.69%, 58.84%, 28.15%, 12.61%,962047
21201,11.64%, 34.81%, 46.46%, 17.99%,582d76
21203,43.76%, 67.12%, 23.36%, 9.11%,ab173b
21205,14.97%, 33.94%, 48.91%, 16.66%,562a7c
21207,36.94%, 63.71%, 26.77%, 9.24%,a21744
21209,1.84%, 41.09%, 39.24%, 19.41%,683164
21211,1.46%, 43.56%, 42.11%, 13.89%,6f236b
21213,9.49%, 39.04%, 48.53%, 12.12%,631e7b
21215,2.46%, 41.21%, 43.67%, 14.71%,69256f
21217,8.98%, 48.42%, 39.44%, 11.70%,7b1d64
21219,3.97%, 40.24%, 44.22%, 14.56%,662570
21221,12.73%, 37.49%, 50.22%, 11.80%,5f1e80
21223,23.72%, 29.99%, 53.71%, 15.70%,4c2888
21225,29.97%, 27.97%, 57.94%, 13.84%,472393
21227,10.77%, 49.33%, 38.56%, 11.82%,7d1e62
21229,1.92%, 44.69%, 42.77%, 11.54%,711d6d
21231,13.77%, 52.44%, 38.67%, 8.61%,851562
21233,34.81%, 24.85%, 59.66%, 15.08%,3f2698
21235,11.49%, 49.30%, 37.81%, 12.60%,7d2060
21237,36.40%, 25.97%, 62.37%, 11.07%,421c9f
21239,9.52%, 45.75%, 36.23%, 17.59%,742c5c
22001,13.27%, 36.70%, 49.97%, 12.80%,5d207f
22003,25.53%, 30.64%, 56.16%, 12.43%,4e1f8f
22005,9.95%, 37.03%, 46.98%, 15.48%,5e2777
22007,25.94%, 28.01%, 53.95%, 12.99%,472189
22009,23.23%, 29.31%, 52.55%, 12.93%,4a2086
22011,0.65%, 40.79%, 40.13%, 16.76%,682a66
22013,20.01%, 32.45%, 52.46%, 11.19%,521c85
22015,13.16%, 47.64%, 34.49%, 14.83%,792557
22017,4.94%, 41.55%, 46.49%, 11.52%,691d76
22019,12.49%, 35.57%, 48.05%, 15.72%,5a287a
22021,6.60%, 37.40%, 44.00%, 13.94%,5f2370
22023,15.12%, 30.64%, 45.76%, 22.94%,4e3a74
22025,10.86%, 36.12%, 46.97%, 14.13%,5c2477
22027,9.49%, 37.15%, 46.64%, 13.24%,5e2176
22029,11.59%, 35.23%, 46.82%, 14.40%,592477
22031,18.40%, 33.06%, 51.46%, 12.32%,541f83
22033,7.47%, 48.64%, 41.17%, 9.66%,7c1868
22035,20.53%, 33.84%, 54.37%, 8.39%,56158a
22037,16.21%, 35.63%, 51.84%, 11.80%,5a1e84
22039,20.87%, 31.43%, 52.30%, 12.97%,502185
22041,2.47%, 40.29%, 42.75%, 13.58%,66226d
22043,1.17%, 40.80%, 39.63%, 14.90%,682565
22045,3.72%, 38.99%, 42.71%, 14.21%,63246c
22047,19.28%, 33.42%, 52.70%, 9.89%,551986
22049,3.94%, 40.60%, 44.54%, 11.66%,671d71
22051,19.35%, 53.73%, 34.38%, 11.38%,891d57
22053,18.13%, 32.61%, 50.74%, 16.05%,532881
22055,5.33%, 45.16%, 39.83%, 12.71%,732065
22057,9.65%, 35.75%, 45.40%, 14.24%,5b2473
22059,10.10%, 45.63%, 35.53%, 14.77%,74255a
22061,0.09%, 43.60%, 43.51%, 10.57%,6f1a6e
22063,10.53%, 47.13%, 36.60%, 15.82%,78285d
22065,20.98%, 33.33%, 54.31%, 9.19%,54178a
22067,4.82%, 39.84%, 44.66%, 12.83%,652071
22069,8.66%, 38.53%, 47.19%, 10.87%,621b78
22071,41.17%, 26.36%, 67.53%, 5.52%,430eac
22073,11.97%, 48.85%, 36.87%, 11.70%,7c1d5e
22075,4.89%, 44.58%, 39.68%, 15.36%,712765
22077,26.05%, 31.47%, 57.52%, 10.22%,501a92
22079,3.68%, 43.91%, 40.23%, 12.72%,6f2066
22081,15.19%, 35.24%, 50.43%, 12.09%,591e80
22083,1.15%, 42.77%, 41.63%, 11.84%,6d1e6a
22085,6.28%, 38.36%, 44.64%, 13.04%,612171
22087,11.62%, 48.97%, 37.36%, 13.08%,7c215f
22089,1.67%, 43.87%, 42.20%, 12.42%,6f1f6b
22091,33.84%, 26.97%, 60.80%, 10.48%,441a9b
22093,29.23%, 29.85%, 59.08%, 8.88%,4c1696
22095,12.59%, 37.70%, 50.29%, 10.77%,601b80
22097,23.09%, 32.27%, 55.37%, 11.59%,521d8d
22099,26.16%, 28.93%, 55.09%, 12.60%,49208c
22101,7.92%, 37.51%, 45.43%, 13.90%,5f2373
22103,27.05%, 56.54%, 29.49%, 13.46%,90224b
22105,3.11%, 41.26%, 44.37%, 13.47%,692271
22107,15.71%, 35.30%, 51.01%, 10.81%,5a1b82
22109,3.86%, 42.30%, 38.44%, 15.88%,6b2862
22111,4.26%, 44.04%, 39.78%, 12.01%,701e65
22113,22.44%, 30.12%, 52.57%, 13.34%,4c2286
22115,0.63%, 40.04%, 40.66%, 15.66%,662767
22117,9.96%, 38.54%, 48.50%, 12.28%,621f7b
22119,9.53%, 36.36%, 45.88%, 14.39%,5c2474
22121,16.13%, 35.30%, 51.43%, 12.52%,5a1f83
22123,0.27%, 40.66%, 40.39%, 15.06%,672666
22125,18.91%, 34.32%, 53.22%, 11.80%,571e87
22127,8.01%, 38.84%, 46.85%, 11.17%,631c77
23001,6.76%, 25.70%, 40.34%, 33.58%,415566
23003,8.48%, 32.16%, 40.64%, 26.89%,524467
23005,10.62%, 32.33%, 42.95%, 24.34%,523e6d
23007,9.83%, 27.89%, 40.79%, 30.96%,474e68
23009,0.91%, 30.05%, 35.15%, 34.25%,4c5759
23011,5.77%, 26.81%, 39.31%, 33.54%,445564
23013,6.50%, 31.03%, 37.52%, 30.99%,4f4f5f
23015,1.62%, 33.65%, 35.27%, 30.51%,554d59
23017,4.72%, 27.91%, 38.16%, 33.43%,475561
23019,3.79%, 30.11%, 36.65%, 32.86%,4c535d
23021,3.64%, 29.61%, 33.13%, 36.77%,4b5d54
23023,4.92%, 31.96%, 36.88%, 30.82%,514e5e
23025,3.86%, 25.66%, 35.10%, 38.95%,416359
23027,1.24%, 28.29%, 34.93%, 36.17%,485c59
23029,2.20%, 30.92%, 35.37%, 33.18%,4e545a
23031,3.45%, 34.09%, 37.55%, 27.94%,56475f
24001,7.72%, 45.31%, 37.59%, 16.61%,732a5f
24003,6.92%, 43.89%, 36.97%, 18.96%,6f305e
24005,5.19%, 39.21%, 44.40%, 16.01%,632871
24009,6.05%, 43.12%, 37.07%, 19.35%,6d315e
24011,12.22%, 45.58%, 33.36%, 20.44%,743455
24013,23.59%, 51.71%, 28.12%, 19.96%,833247
24015,2.02%, 39.47%, 37.45%, 22.38%,64395f
24017,7.27%, 44.97%, 37.70%, 16.91%,722b60
24019,9.14%, 45.03%, 35.89%, 18.34%,722e5b
24021,14.60%, 48.37%, 33.77%, 17.58%,7b2c56
24023,27.01%, 54.01%, 26.99%, 18.78%,892f44
24025,11.38%, 45.05%, 33.67%, 21.07%,723555
24027,6.18%, 38.67%, 44.85%, 16.21%,622972
24029,0.01%, 40.56%, 40.55%, 18.50%,672f67
24031,22.08%, 33.01%, 55.09%, 11.57%,541d8c
24033,41.16%, 24.51%, 65.67%, 9.09%,3e17a7
24035,14.89%, 47.05%, 32.16%, 20.38%,773352
24037,10.18%, 45.78%, 35.60%, 18.14%,742e5a
24039,3.02%, 43.47%, 40.45%, 15.50%,6e2767
24041,15.55%, 49.42%, 33.86%, 16.29%,7e2956
24043,11.86%, 47.56%, 35.70%, 16.31%,79295b
24045,6.87%, 44.79%, 37.93%, 16.98%,722b60
24047,7.23%, 43.70%, 36.48%, 19.66%,6f325d
24510,59.17%, 16.62%, 75.79%, 7.09%,2a12c1
25001,11.67%, 31.12%, 42.79%, 25.44%,4f406d
25003,31.08%, 21.74%, 54.40%, 23.32%,373b8a
25005,21.99%, 24.73%, 48.36%, 26.37%,3f437b
25007,31.25%, 23.16%, 54.41%, 21.73%,3b378a
25009,11.91%, 31.71%, 43.62%, 24.03%,503d6f
25011,21.22%, 24.26%, 48.14%, 26.91%,3d447a
25013,16.68%, 29.01%, 45.69%, 24.79%,493f74
25015,31.25%, 22.40%, 54.06%, 22.81%,393a89
25017,21.80%, 28.10%, 49.89%, 21.30%,47367f
25019,20.85%, 27.47%, 48.32%, 23.46%,463b7b
25021,14.57%, 31.84%, 46.41%, 21.22%,513676
25023,4.64%, 33.47%, 38.11%, 27.87%,554761
25025,37.19%, 23.43%, 60.62%, 15.01%,3b269a
25027,11.44%, 32.30%, 43.74%, 23.45%,523b6f
26001,2.35%, 38.88%, 41.24%, 19.33%,633169
26003,14.73%, 32.19%, 46.91%, 20.59%,523477
26005,15.32%, 46.72%, 31.40%, 21.41%,773650
26007,13.38%, 32.37%, 45.75%, 21.47%,523674
26009,5.53%, 39.88%, 34.34%, 25.30%,654057
26011,12.68%, 32.33%, 45.02%, 22.31%,523872
26013,14.74%, 31.96%, 46.69%, 20.77%,513477
26015,3.40%, 38.57%, 35.17%, 25.62%,624159
26017,18.60%, 30.14%, 48.74%, 20.71%,4c347c
26019,4.04%, 35.58%, 39.62%, 24.18%,5a3d65
26021,4.90%, 42.02%, 37.12%, 20.19%,6b335e
26023,0.76%, 36.02%, 35.26%, 28.22%,5b4759
26025,9.80%, 33.71%, 43.51%, 22.24%,55386e
26027,3.23%, 36.44%, 39.67%, 23.45%,5c3b65
26029,0.40%, 34.85%, 35.25%, 29.15%,584a59
26031,5.48%, 35.57%, 41.04%, 22.97%,5a3a68
26033,0.21%, 40.02%, 39.82%, 19.83%,663265
26035,11.76%, 32.20%, 43.95%, 23.12%,523a70
26037,6.92%, 40.27%, 33.34%, 25.96%,664255
26039,1.00%, 37.01%, 38.01%, 24.34%,5e3e60
26041,13.14%, 33.55%, 46.69%, 19.40%,553177
26043,10.87%, 32.79%, 43.66%, 23.19%,533b6f
26045,4.00%, 38.99%, 34.99%, 25.50%,634159
26047,8.06%, 40.15%, 32.08%, 27.03%,664451
26049,28.66%, 23.92%, 52.58%, 23.13%,3c3a86
26051,7.80%, 33.56%, 41.36%, 24.58%,553e69
26053,21.18%, 30.76%, 51.95%, 16.73%,4e2a84
26055,7.20%, 39.55%, 32.35%, 27.55%,644652
26057,3.79%, 39.55%, 35.76%, 24.35%,643e5b
26059,13.05%, 42.36%, 29.31%, 27.77%,6c464a
26061,6.48%, 36.74%, 43.22%, 19.41%,5d316e
26063,2.81%, 39.03%, 36.21%, 24.43%,633e5c
26065,13.21%, 32.83%, 46.04%, 20.69%,533475
26067,3.21%, 38.35%, 35.14%, 26.07%,614259
26069,3.39%, 36.41%, 39.79%, 23.21%,5c3b65
26071,23.96%, 28.16%, 52.11%, 19.20%,473084
26073,4.89%, 34.97%, 39.86%, 24.66%,593e65
26075,2.69%, 39.33%, 36.64%, 23.50%,643b5d
26077,5.33%, 36.62%, 41.95%, 20.86%,5d356a
26079,1.93%, 33.82%, 35.75%, 29.80%,564b5b
26081,13.60%, 47.53%, 33.93%, 18.02%,792d56
26083,17.39%, 32.23%, 49.62%, 18.07%,522e7e
26085,25.45%, 26.26%, 51.72%, 21.58%,423783
26087,0.98%, 35.13%, 34.15%, 30.05%,594c57
26089,5.38%, 39.20%, 33.82%, 26.36%,634356
26091,2.80%, 36.32%, 39.12%, 24.18%,5c3d63
26093,15.69%, 44.61%, 28.92%, 25.87%,714149
26095,0.54%, 36.80%, 37.34%, 25.36%,5d405f
26097,0.25%, 38.11%, 38.36%, 23.07%,613a61
26099,4.89%, 42.32%, 37.43%, 19.46%,6b315f
26101,14.61%, 29.96%, 44.57%, 25.09%,4c3f71
26103,20.15%, 30.56%, 50.71%, 18.24%,4d2e81
26105,2.09%, 39.00%, 36.91%, 23.67%,633c5e
26107,0.32%, 38.19%, 38.50%, 22.81%,613a62
26109,5.09%, 36.05%, 41.14%, 22.44%,5b3968
26111,7.16%, 41.81%, 34.65%, 23.16%,6a3b58
26113,15.45%, 46.70%, 31.25%, 21.56%,77364f
26115,7.97%, 34.30%, 42.28%, 22.96%,573a6b
26117,1.36%, 36.96%, 38.32%, 24.16%,5e3d61
26119,2.28%, 37.45%, 39.72%, 22.48%,5f3965
26121,12.16%, 33.04%, 45.19%, 21.22%,543673
26123,4.90%, 40.93%, 36.03%, 22.64%,68395b
26125,4.94%, 43.57%, 38.64%, 17.08%,6f2b62
26127,0.93%, 37.36%, 36.43%, 25.70%,5f415c
26129,11.83%, 32.17%, 44.01%, 23.25%,523b70
26131,20.82%, 30.83%, 51.65%, 16.97%,4e2b83
26133,0.82%, 38.46%, 37.64%, 23.45%,623b5f
26135,2.92%, 41.32%, 38.40%, 19.71%,693261
26137,2.87%, 36.85%, 33.99%, 28.62%,5d4856
26139,36.05%, 59.10%, 23.05%, 17.52%,962c3a
26141,12.39%, 32.65%, 45.04%, 21.95%,533772
26143,8.94%, 34.73%, 43.67%, 21.25%,58366f
26145,12.09%, 33.13%, 45.22%, 21.18%,543673
26147,1.68%, 36.67%, 34.99%, 27.72%,5d4659
26149,8.42%, 41.03%, 32.61%, 25.90%,684253
26151,10.78%, 42.07%, 31.28%, 26.09%,6b424f
26153,21.46%, 30.35%, 51.80%, 17.46%,4d2c84
26155,5.25%, 33.78%, 39.03%, 26.67%,564463
26157,2.04%, 35.01%, 37.05%, 27.43%,59455e
26159,6.97%, 34.25%, 41.23%, 23.99%,573d69
26161,23.23%, 30.11%, 53.34%, 15.92%,4c2888
26163,33.43%, 26.96%, 60.39%, 12.12%,441e99
26165,1.57%, 37.34%, 38.92%, 23.24%,5f3b63
27001,16.52%, 28.46%, 44.98%, 25.81%,484172
27003,11.66%, 30.35%, 42.01%, 27.03%,4d446b
27005,3.44%, 39.63%, 36.18%, 23.63%,653c5c
27007,12.55%, 32.55%, 45.10%, 21.72%,533773
27009,0.72%, 35.16%, 35.88%, 28.17%,59475b
27011,16.32%, 30.76%, 47.08%, 21.64%,4e3778
27013,9.76%, 31.65%, 41.41%, 26.21%,504269
27015,8.16%, 39.57%, 31.41%, 28.23%,644750
27017,25.86%, 26.60%, 52.46%, 20.38%,433385
27019,6.96%, 38.34%, 31.38%, 29.85%,614c50
27021,5.12%, 35.06%, 40.18%, 24.10%,593d66
27023,11.88%, 32.39%, 44.26%, 22.74%,523970
27025,11.56%, 28.11%, 41.34%, 29.78%,474b69
27027,0.76%, 41.17%, 41.93%, 16.33%,68296a
27029,7.24%, 34.99%, 42.23%, 22.38%,59396b
27031,4.85%, 33.54%, 38.39%, 26.89%,554461
27033,1.49%, 37.30%, 35.81%, 26.30%,5f435b
27035,0.88%, 37.13%, 36.25%, 25.95%,5e425c
27037,7.22%, 33.30%, 40.53%, 25.62%,544167
27039,5.38%, 38.25%, 32.87%, 27.99%,614753
27041,6.96%, 40.08%, 33.12%, 26.09%,664254
27043,1.09%, 37.60%, 36.51%, 25.39%,5f405d
27045,3.70%, 33.62%, 37.31%, 28.25%,55485f
27047,14.99%, 28.57%, 43.56%, 27.38%,48456f
27049,2.80%, 34.45%, 37.25%, 27.25%,57455e
27051,9.82%, 32.76%, 42.58%, 24.14%,533d6c
27053,16.89%, 30.61%, 47.50%, 21.08%,4e3579
27055,1.04%, 36.87%, 35.82%, 25.81%,5e415b
27057,1.57%, 37.57%, 39.14%, 22.69%,5f3963
27059,10.46%, 29.84%, 40.30%, 29.16%,4c4a66
27061,17.61%, 28.56%, 46.17%, 24.70%,483e75
27063,9.01%, 29.17%, 39.68%, 30.68%,4a4e65
27065,10.43%, 29.83%, 40.27%, 29.20%,4c4a66
27067,5.75%, 34.51%, 40.26%, 24.77%,583f66
27069,7.00%, 36.80%, 43.80%, 18.70%,5d2f6f
27071,19.84%, 26.18%, 46.54%, 26.70%,424476
27073,18.26%, 28.88%, 47.14%, 23.41%,493b78
27075,30.67%, 23.05%, 53.72%, 22.61%,3a3988
27077,1.46%, 34.67%, 36.12%, 28.62%,58485c
27079,6.73%, 32.27%, 39.00%, 28.13%,524763
27081,12.95%, 29.81%, 42.77%, 26.60%,4c436d
27083,0.89%, 37.25%, 36.36%, 25.80%,5e415c
27085,3.19%, 35.33%, 32.05%, 32.14%,5a5151
27087,7.58%, 35.75%, 43.32%, 20.22%,5b336e
27089,2.98%, 36.81%, 39.79%, 22.51%,5d3965
27091,3.61%, 38.23%, 34.62%, 26.61%,614358
27093,3.45%, 33.18%, 36.63%, 29.60%,544b5d
27095,9.11%, 30.74%, 39.85%, 28.57%,4e4865
27097,3.81%, 34.88%, 38.69%, 25.69%,584162
27099,23.69%, 25.47%, 49.16%, 24.75%,403f7d
27101,7.37%, 30.87%, 38.23%, 30.46%,4e4d61
27103,6.41%, 33.85%, 40.26%, 25.26%,564066
27105,2.09%, 35.73%, 37.82%, 26.04%,5b4260
27107,5.90%, 37.39%, 43.29%, 18.83%,5f306e
27109,7.70%, 41.30%, 33.60%, 24.37%,693e55
27111,7.12%, 41.52%, 34.41%, 23.52%,693b57
27113,6.65%, 33.89%, 40.54%, 25.13%,564067
27115,18.28%, 26.27%, 45.58%, 27.30%,424574
27117,3.48%, 37.78%, 34.29%, 27.64%,604657
27119,0.22%, 38.95%, 39.17%, 21.27%,633663
27121,12.28%, 31.59%, 43.87%, 23.28%,503b6f
27123,24.90%, 27.08%, 51.97%, 20.15%,453384
27125,14.95%, 31.39%, 46.34%, 21.44%,503676
27127,7.49%, 38.24%, 30.74%, 30.41%,614d4e
27129,6.30%, 31.97%, 38.27%, 29.13%,514a61
27131,16.14%, 29.09%, 45.24%, 25.12%,4a4073
27133,1.11%, 38.68%, 37.58%, 23.30%,623b5f
27135,6.04%, 38.31%, 32.27%, 28.88%,614952
27137,34.22%, 22.59%, 56.81%, 19.95%,393290
27139,0.90%, 33.95%, 34.84%, 30.67%,564e58
27141,2.31%, 33.60%, 35.91%, 29.92%,554c5b
27143,0.19%, 32.22%, 33.70%, 33.50%,525555
27145,1.77%, 37.92%, 36.15%, 25.00%,603f5c
27147,5.14%, 37.77%, 32.63%, 28.77%,604953
27149,4.07%, 38.33%, 42.40%, 18.67%,612f6c
27151,22.98%, 26.76%, 49.74%, 22.68%,44397e
27153,0.62%, 35.93%, 36.55%, 26.80%,5b445d
27155,8.53%, 33.86%, 42.39%, 23.43%,563b6c
