id,margin,bush,kerry,trash1,trash2,trash1,other,hex_color
12021,30.88%, 64.99%, 34.11%,-,-, 0.90%,0.9000000000000057%,a50256
12023,34.92%, 67.06%, 32.14%,-,-, 0.81%,0.7999999999999972%,ab0251
12027,16.94%, 58.09%, 41.15%,-,-, 0.77%,0.7599999999999909%,940168
12029,38.40%, 68.83%, 30.43%,-,-, 0.75%,0.7400000000000091%,af014d
12031,16.16%, 57.78%, 41.62%,-,-, 0.59%,0.5999999999999943%,93016a
12033,31.57%, 65.30%, 33.73%,-,-, 0.97%,0.9699999999999989%,a60256
12035,2.74%, 51.02%, 48.28%,-,-, 0.70%,0.6999999999999886%,82017b
12037,18.06%, 58.54%, 40.48%,-,-, 0.98%,0.980000000000004%,950267
12039,39.92%, 29.80%, 69.72%,-,-, 0.49%,0.480000000000004%,4b01b1
12041,41.61%, 70.36%, 28.75%,-,-, 0.88%,0.8900000000000006%,b30249
12043,17.31%, 58.33%, 41.02%,-,-, 0.64%,0.6500000000000057%,940168
12045,32.95%, 66.03%, 33.08%,-,-, 0.89%,0.8900000000000006%,a80254
12047,10.47%, 54.97%, 44.50%,-,-, 0.53%,0.5300000000000011%,8c0171
12049,40.01%, 69.65%, 29.65%,-,-, 0.70%,0.6999999999999886%,b1014b
12051,18.38%, 58.90%, 40.51%,-,-, 0.59%,0.5900000000000034%,960167
12053,6.76%, 52.93%, 46.17%,-,-, 0.90%,0.9000000000000057%,860275
12055,25.38%, 62.36%, 36.98%,-,-, 0.65%,0.6599999999999966%,9f015e
12057,6.79%, 53.01%, 46.23%,-,-, 0.76%,0.7600000000000051%,870175
12059,55.45%, 77.25%, 21.81%,-,-, 0.94%,0.9399999999999977%,c40237
12061,21.14%, 60.15%, 39.01%,-,-, 0.85%,0.8400000000000034%,990263
12063,23.06%, 61.20%, 38.14%,-,-, 0.66%,0.6599999999999966%,9c0161
12065,11.19%, 44.10%, 55.30%,-,-, 0.60%,0.5999999999999943%,70018d
12067,48.57%, 73.98%, 25.41%,-,-, 0.60%,0.6099999999999994%,bc0140
12069,21.11%, 60.02%, 38.90%,-,-, 1.08%,1.0799999999999983%,990263
12071,20.91%, 59.91%, 39.00%,-,-, 1.09%,1.0900000000000034%,980263
12073,23.65%, 37.85%, 61.50%,-,-, 0.65%,0.6500000000000057%,60019c
12075,26.04%, 62.52%, 36.48%,-,-, 1.01%,1.0%,9f025d
12077,28.37%, 63.79%, 35.42%,-,-, 0.79%,0.789999999999992%,a2025a
12079,1.70%, 50.47%, 48.77%,-,-, 0.76%,0.7599999999999909%,80017c
12081,13.96%, 56.62%, 42.66%,-,-, 0.72%,0.7199999999999989%,90016c
12083,17.19%, 58.19%, 41.00%,-,-, 0.80%,0.8100000000000023%,940268
12085,15.39%, 57.09%, 41.69%,-,-, 1.22%,1.2199999999999989%,91036a
12086,6.28%, 46.61%, 52.89%,-,-, 0.50%,0.5%,760186
12087,0.47%, 49.24%, 49.71%,-,-, 1.05%,1.0499999999999972%,7d027e
12089,46.45%, 72.64%, 26.18%,-,-, 1.18%,1.1800000000000068%,b90342
12091,56.07%, 77.65%, 21.58%,-,-, 0.77%,0.769999999999996%,c60137
12093,14.97%, 57.24%, 42.27%,-,-, 0.48%,0.4899999999999949%,91016b
12095,0.21%, 49.62%, 49.83%,-,-, 0.55%,0.5500000000000114%,7e017f
12097,5.45%, 52.45%, 47.00%,-,-, 0.55%,0.5499999999999972%,850177
12099,21.30%, 39.05%, 60.35%,-,-, 0.60%,0.5999999999999943%,630199
12101,9.68%, 54.07%, 44.39%,-,-, 1.54%,1.539999999999992%,890371
12103,0.05%, 49.56%, 49.51%,-,-, 0.92%,0.9300000000000068%,7e027e
12105,17.81%, 58.61%, 40.80%,-,-, 0.60%,0.5900000000000034%,950168
12107,19.05%, 59.12%, 40.07%,-,-, 0.81%,0.8100000000000023%,960266
12109,38.01%, 68.60%, 30.59%,-,-, 0.81%,0.8100000000000023%,ae024e
12111,4.24%, 47.56%, 51.80%,-,-, 0.64%,0.6400000000000006%,790184
12113,55.57%, 77.35%, 21.78%,-,-, 0.88%,0.8700000000000045%,c50237
12115,8.31%, 53.51%, 45.20%,-,-, 1.29%,1.289999999999992%,880373
12117,16.76%, 58.10%, 41.34%,-,-, 0.56%,0.5600000000000023%,940169
12119,25.80%, 62.18%, 36.38%,-,-, 1.44%,1.4399999999999977%,9e035c
12121,41.96%, 70.58%, 28.62%,-,-, 0.80%,0.7999999999999972%,b30248
12123,28.18%, 63.71%, 35.53%,-,-, 0.76%,0.7599999999999909%,a2015a
12125,45.88%, 72.64%, 26.76%,-,-, 0.60%,0.5999999999999943%,b90144
12127,1.57%, 48.89%, 50.46%,-,-, 0.65%,0.6500000000000057%,7c0180
12129,15.99%, 57.61%, 41.62%,-,-, 0.77%,0.7700000000000102%,92016a
12131,47.31%, 73.22%, 25.91%,-,-, 0.87%,0.8700000000000045%,ba0242
12133,43.00%, 71.09%, 28.09%,-,-, 0.82%,0.8199999999999932%,b50247
13001,41.52%, 70.52%, 29.00%,-,-, 0.49%,0.480000000000004%,b30149
13003,35.06%, 67.37%, 32.31%,-,-, 0.32%,0.3199999999999932%,ab0052
13005,50.71%, 75.24%, 24.53%,-,-, 0.24%,0.23000000000000398%,bf003e
13007,6.52%, 46.52%, 53.03%,-,-, 0.45%,0.44999999999998863%,760187
13009,6.41%, 52.89%, 46.48%,-,-, 0.62%,0.6299999999999955%,860176
13011,58.32%, 78.86%, 20.55%,-,-, 0.59%,0.5900000000000034%,c90134
13013,53.10%, 76.17%, 23.07%,-,-, 0.76%,0.7599999999999909%,c2013a
13015,48.10%, 73.66%, 25.56%,-,-, 0.79%,0.7800000000000011%,bb0141
13017,20.76%, 60.07%, 39.31%,-,-, 0.61%,0.6200000000000045%,990164
13019,40.65%, 69.87%, 29.22%,-,-, 0.91%,0.9099999999999966%,b2024a
13021,2.10%, 48.64%, 50.74%,-,-, 0.62%,0.6200000000000045%,7c0181
13023,42.18%, 70.83%, 28.65%,-,-, 0.51%,0.5200000000000102%,b40149
13025,54.66%, 77.02%, 22.36%,-,-, 0.62%,0.6200000000000045%,c40139
13027,14.05%, 56.91%, 42.86%,-,-, 0.23%,0.23000000000000398%,91006d
13029,47.76%, 73.67%, 25.92%,-,-, 0.41%,0.4099999999999966%,bb0142
13031,28.17%, 63.77%, 35.60%,-,-, 0.62%,0.6299999999999955%,a2015a
13033,0.22%, 49.86%, 49.64%,-,-, 0.49%,0.5%,7f017e
13035,32.90%, 66.12%, 33.22%,-,-, 0.66%,0.6599999999999966%,a80154
13037,11.34%, 44.08%, 55.42%,-,-, 0.50%,0.5%,70018d
13039,34.18%, 66.85%, 32.67%,-,-, 0.48%,0.480000000000004%,aa0153
13043,30.17%, 64.91%, 34.74%,-,-, 0.35%,0.3499999999999943%,a50058
13045,41.34%, 70.27%, 28.92%,-,-, 0.81%,0.8100000000000023%,b30249
13047,47.44%, 73.43%, 25.99%,-,-, 0.57%,0.5799999999999983%,bb0142
13049,36.77%, 68.15%, 31.38%,-,-, 0.47%,0.46999999999999886%,ad0150
13051,0.16%, 49.62%, 49.78%,-,-, 0.61%,0.5999999999999943%,7e017e
13053,7.81%, 53.55%, 45.74%,-,-, 0.71%,0.710000000000008%,880174
13055,27.77%, 63.50%, 35.73%,-,-, 0.78%,0.7700000000000102%,a1015b
13057,58.88%, 78.99%, 20.11%,-,-, 0.90%,0.9000000000000057%,c90233
13059,17.80%, 40.20%, 58.00%,-,-, 1.80%,1.7999999999999972%,660493
13061,22.06%, 38.85%, 60.92%,-,-, 0.23%,0.22999999999998977%,63009b
13063,41.44%, 29.01%, 70.46%,-,-, 0.53%,0.5300000000000011%,4901b3
13065,33.11%, 66.18%, 33.07%,-,-, 0.75%,0.75%,a80154
13067,24.82%, 61.94%, 37.12%,-,-, 0.94%,0.9399999999999977%,9d025e
13069,35.08%, 67.35%, 32.26%,-,-, 0.39%,0.3900000000000148%,ab0052
13071,41.85%, 70.59%, 28.74%,-,-, 0.66%,0.6700000000000017%,b40149
13073,51.07%, 75.31%, 24.24%,-,-, 0.45%,0.45000000000000284%,c0013d
13075,27.62%, 63.56%, 35.94%,-,-, 0.50%,0.5%,a2015b
13077,49.37%, 74.36%, 24.99%,-,-, 0.66%,0.6500000000000057%,bd013f
13079,28.99%, 64.20%, 35.21%,-,-, 0.59%,0.5900000000000034%,a30159
13081,24.11%, 61.80%, 37.69%,-,-, 0.51%,0.5100000000000051%,9d0160
13083,40.69%, 69.83%, 29.14%,-,-, 1.02%,1.0300000000000011%,b2024a
13085,64.55%, 81.87%, 17.33%,-,-, 0.80%,0.7999999999999972%,d0022c
13087,19.77%, 59.71%, 39.94%,-,-, 0.35%,0.3499999999999943%,980065
13089,45.96%, 26.58%, 72.55%,-,-, 0.87%,0.8700000000000045%,4302b9
13091,31.45%, 65.52%, 34.08%,-,-, 0.40%,0.4000000000000057%,a70156
13093,3.12%, 48.18%, 51.30%,-,-, 0.52%,0.5200000000000102%,7a0182
13095,18.09%, 40.70%, 58.79%,-,-, 0.51%,0.5099999999999909%,670195
13097,23.38%, 61.36%, 37.98%,-,-, 0.67%,0.6599999999999966%,9c0160
13099,18.82%, 59.14%, 40.32%,-,-, 0.55%,0.539999999999992%,960166
13101,53.08%, 76.39%, 23.31%,-,-, 0.30%,0.29999999999999716%,c2003b
13103,54.94%, 77.26%, 22.33%,-,-, 0.41%,0.4099999999999966%,c50138
13105,21.41%, 60.33%, 38.91%,-,-, 0.76%,0.7600000000000051%,990163
13107,25.32%, 62.44%, 37.12%,-,-, 0.44%,0.4399999999999977%,9f015e
13109,30.66%, 65.16%, 34.50%,-,-, 0.34%,0.3400000000000034%,a60057
13111,42.79%, 71.01%, 28.22%,-,-, 0.78%,0.769999999999996%,b50147
13113,42.68%, 70.97%, 28.29%,-,-, 0.74%,0.7400000000000091%,b40148
13115,35.87%, 67.56%, 31.69%,-,-, 0.75%,0.75%,ac0150
13117,66.88%, 83.04%, 16.17%,-,-, 0.79%,0.789999999999992%,d30229
13119,39.56%, 69.43%, 29.87%,-,-, 0.69%,0.6999999999999886%,b1014c
13121,19.32%, 39.90%, 59.23%,-,-, 0.87%,0.8700000000000045%,650297
13123,48.93%, 73.97%, 25.04%,-,-, 0.99%,0.9900000000000091%,bc023f
13125,60.31%, 80.00%, 19.69%,-,-, 0.31%,0.3100000000000023%,cc0032
13127,34.77%, 67.08%, 32.31%,-,-, 0.61%,0.6099999999999994%,ab0152
13129,48.38%, 73.88%, 25.50%,-,-, 0.62%,0.6200000000000045%,bc0141
13131,24.09%, 61.80%, 37.70%,-,-, 0.50%,0.5%,9d0160
13133,18.83%, 59.17%, 40.34%,-,-, 0.49%,0.4899999999999949%,960166
13135,32.22%, 65.66%, 33.44%,-,-, 0.90%,0.9000000000000057%,a70255
13137,57.88%, 78.59%, 20.71%,-,-, 0.69%,0.6999999999999886%,c80134
13139,56.98%, 78.09%, 21.12%,-,-, 0.79%,0.789999999999992%,c70235
13141,53.25%, 23.12%, 76.37%,-,-, 0.51%,0.5099999999999909%,3a01c2
13143,51.61%, 75.45%, 23.84%,-,-, 0.71%,0.7099999999999937%,c0013c
13145,44.31%, 71.82%, 27.50%,-,-, 0.68%,0.6800000000000068%,b70146
13147,22.38%, 60.89%, 38.52%,-,-, 0.59%,0.5900000000000034%,9b0162
13149,41.46%, 70.48%, 29.02%,-,-, 0.51%,0.5%,b3014a
13151,33.72%, 66.57%, 32.84%,-,-, 0.59%,0.5900000000000034%,a90153
13153,32.74%, 66.03%, 33.29%,-,-, 0.69%,0.6800000000000068%,a80154
13155,37.92%, 68.67%, 30.75%,-,-, 0.59%,0.5799999999999983%,af014e
13157,56.43%, 77.84%, 21.40%,-,-, 0.76%,0.7599999999999909%,c60136
13159,33.71%, 66.56%, 32.85%,-,-, 0.59%,0.5900000000000034%,a90153
13161,46.89%, 73.25%, 26.36%,-,-, 0.39%,0.39000000000000057%,ba0043
13163,5.83%, 46.89%, 52.71%,-,-, 0.40%,0.4000000000000057%,770186
13165,11.86%, 55.74%, 43.88%,-,-, 0.38%,0.37999999999999545%,8e006f
13167,28.58%, 64.11%, 35.53%,-,-, 0.37%,0.35999999999999943%,a3005a
13169,28.40%, 63.91%, 35.50%,-,-, 0.59%,0.5900000000000034%,a2015a
13171,24.54%, 61.96%, 37.42%,-,-, 0.62%,0.6200000000000045%,9d015f
13173,27.42%, 63.38%, 35.96%,-,-, 0.66%,0.6599999999999966%,a1015b
13175,26.66%, 63.05%, 36.39%,-,-, 0.56%,0.5600000000000023%,a0015c
13177,57.72%, 78.64%, 20.92%,-,-, 0.43%,0.4399999999999977%,c80135
13179,3.81%, 47.86%, 51.67%,-,-, 0.46%,0.46999999999999886%,7a0183
13181,26.57%, 63.12%, 36.55%,-,-, 0.33%,0.3300000000000125%,a0005d
13183,31.60%, 65.57%, 33.97%,-,-, 0.46%,0.46000000000000796%,a70156
13185,20.40%, 59.91%, 39.50%,-,-, 0.59%,0.5900000000000034%,980164
13187,51.80%, 75.35%, 23.55%,-,-, 1.09%,1.1000000000000085%,c0023c
13189,25.03%, 62.29%, 37.26%,-,-, 0.45%,0.45000000000000284%,9e015f
13191,5.83%, 52.71%, 46.88%,-,-, 0.41%,0.4099999999999966%,860177
13193,22.07%, 38.72%, 60.79%,-,-, 0.48%,0.4900000000000091%,62019b
13195,47.96%, 73.60%, 25.64%,-,-, 0.76%,0.7600000000000051%,bb0141
13197,13.36%, 56.48%, 43.12%,-,-, 0.41%,0.4000000000000057%,90016d
13199,8.50%, 53.98%, 45.48%,-,-, 0.54%,0.5400000000000063%,890173
13201,39.23%, 69.37%, 30.14%,-,-, 0.49%,0.4899999999999949%,b0014c
13205,7.22%, 53.42%, 46.20%,-,-, 0.37%,0.37999999999999545%,880075
13207,33.76%, 66.59%, 32.84%,-,-, 0.57%,0.5699999999999932%,a90153
13209,36.06%, 67.82%, 31.77%,-,-, 0.41%,0.4100000000000108%,ac0151
13211,35.85%, 67.64%, 31.79%,-,-, 0.57%,0.5699999999999932%,ac0151
13213,45.29%, 72.38%, 27.09%,-,-, 0.52%,0.5300000000000011%,b80145
13215,3.15%, 48.16%, 51.31%,-,-, 0.52%,0.5300000000000011%,7a0182
13217,24.51%, 61.99%, 37.47%,-,-, 0.54%,0.539999999999992%,9e015f
13219,45.69%, 72.37%, 26.68%,-,-, 0.94%,0.9499999999999886%,b80244
13221,31.73%, 65.41%, 33.68%,-,-, 0.90%,0.9099999999999966%,a60255
13223,52.88%, 76.13%, 23.25%,-,-, 0.62%,0.6200000000000045%,c2013b
13225,6.93%, 53.24%, 46.31%,-,-, 0.46%,0.44999999999998863%,870176
13227,53.30%, 76.28%, 22.97%,-,-, 0.75%,0.75%,c2013a
13229,58.16%, 78.99%, 20.83%,-,-, 0.19%,0.18000000000000682%,c90035
13231,54.63%, 76.94%, 22.31%,-,-, 0.74%,0.75%,c40138
13233,37.03%, 68.17%, 31.14%,-,-, 0.68%,0.6899999999999977%,ad014f
13235,25.82%, 62.61%, 36.79%,-,-, 0.60%,0.5999999999999943%,9f015d
13237,28.43%, 63.91%, 35.48%,-,-, 0.62%,0.6100000000000136%,a2015a
13239,13.89%, 42.38%, 56.27%,-,-, 1.35%,1.3499999999999943%,6c038f
13241,41.13%, 70.00%, 28.87%,-,-, 1.13%,1.1299999999999955%,b20249
13243,6.36%, 46.49%, 52.85%,-,-, 0.66%,0.6599999999999966%,760186
13245,13.69%, 42.90%, 56.59%,-,-, 0.50%,0.5099999999999909%,6d0190
13247,21.53%, 60.42%, 38.89%,-,-, 0.69%,0.6899999999999977%,9a0163
13249,39.10%, 69.39%, 30.29%,-,-, 0.33%,0.3199999999999932%,b0004d
13251,13.93%, 56.68%, 42.75%,-,-, 0.57%,0.5699999999999932%,90016d
13253,21.30%, 60.26%, 38.95%,-,-, 0.79%,0.789999999999992%,990263
13255,28.53%, 63.99%, 35.46%,-,-, 0.55%,0.5499999999999972%,a3015a
13257,43.31%, 71.37%, 28.05%,-,-, 0.58%,0.5799999999999983%,b50147
13259,20.82%, 39.22%, 60.04%,-,-, 0.74%,0.7400000000000091%,640199
13261,1.12%, 50.35%, 49.23%,-,-, 0.42%,0.4200000000000017%,80017d
13263,24.67%, 37.43%, 62.10%,-,-, 0.48%,0.46999999999999886%,5f019e
13265,29.13%, 35.23%, 64.35%,-,-, 0.42%,0.4200000000000159%,5901a4
13267,44.33%, 71.93%, 27.60%,-,-, 0.46%,0.46999999999999886%,b70146
13269,13.42%, 56.52%, 43.10%,-,-, 0.38%,0.37999999999999545%,90006d
13271,15.39%, 57.49%, 42.11%,-,-, 0.40%,0.4000000000000057%,92016b
13273,2.40%, 48.58%, 50.98%,-,-, 0.44%,0.4399999999999977%,7b0181
13275,23.28%, 61.39%, 38.12%,-,-, 0.49%,0.4900000000000091%,9c0161
13277,37.93%, 68.75%, 30.82%,-,-, 0.43%,0.4300000000000068%,af014e
13279,41.15%, 70.25%, 29.10%,-,-, 0.65%,0.6500000000000057%,b3014a
13281,45.28%, 72.34%, 27.06%,-,-, 0.61%,0.5999999999999943%,b80145
13283,23.14%, 61.22%, 38.09%,-,-, 0.69%,0.6899999999999977%,9c0161
13285,29.87%, 64.65%, 34.78%,-,-, 0.57%,0.5699999999999932%,a40158
13287,22.93%, 61.21%, 38.28%,-,-, 0.51%,0.5099999999999909%,9c0161
13289,2.47%, 48.34%, 50.81%,-,-, 0.85%,0.8499999999999943%,7b0281
13291,48.89%, 74.06%, 25.17%,-,-, 0.77%,0.769999999999996%,bc0140
13293,31.80%, 65.72%, 33.92%,-,-, 0.36%,0.35999999999999943%,a70056
13295,43.50%, 71.34%, 27.84%,-,-, 0.82%,0.8199999999999932%,b50246
13297,56.81%, 78.11%, 21.29%,-,-, 0.60%,0.5999999999999943%,c70136
13299,38.45%, 68.99%, 30.55%,-,-, 0.46%,0.46000000000000796%,af014d
13301,9.60%, 45.04%, 54.64%,-,-, 0.32%,0.3199999999999932%,72008b
13303,4.43%, 51.93%, 47.51%,-,-, 0.56%,0.5600000000000023%,840179
13305,43.25%, 71.31%, 28.06%,-,-, 0.63%,0.6299999999999955%,b50147
13307,2.98%, 48.12%, 51.09%,-,-, 0.79%,0.789999999999992%,7a0282
13309,16.80%, 58.03%, 41.24%,-,-, 0.73%,0.7299999999999898%,930169
13311,56.68%, 77.89%, 21.21%,-,-, 0.89%,0.9000000000000057%,c60236
13313,46.84%, 73.10%, 26.26%,-,-, 0.64%,0.6400000000000006%,ba0142
13315,30.70%, 65.18%, 34.48%,-,-, 0.34%,0.3400000000000034%,a60057
13317,10.16%, 54.75%, 44.59%,-,-, 0.66%,0.6599999999999966%,8b0171
13319,0.58%, 50.04%, 49.47%,-,-, 0.49%,0.4900000000000091%,7f017e
13321,39.23%, 69.40%, 30.17%,-,-, 0.44%,0.4299999999999926%,b0014c
15001,22.68%, 38.18%, 60.86%,-,-, 0.96%,0.960000000000008%,61029b
15003,2.79%, 48.29%, 51.08%,-,-, 0.63%,0.6299999999999955%,7b0182
15005,0%,-,-,-,-,-,0,000000
15007,20.81%, 39.15%, 59.96%,-,-, 0.88%,0.8900000000000006%,630298
15009,22.38%, 38.34%, 60.73%,-,-, 0.93%,0.9300000000000068%,61029a
16001,23.30%, 61.05%, 37.75%,-,-, 1.20%,1.2000000000000028%,9b0360
16003,44.26%, 71.16%, 26.90%,-,-, 1.94%,1.9399999999999977%,b50444
16005,24.61%, 61.64%, 37.03%,-,-, 1.33%,1.3299999999999983%,9d035e
16007,66.18%, 82.43%, 16.25%,-,-, 1.32%,1.3199999999999932%,d20329
16009,41.36%, 69.70%, 28.35%,-,-, 1.95%,1.9499999999999886%,b10448
16011,55.11%, 76.87%, 21.76%,-,-, 1.36%,1.3699999999999903%,c40337
16013,19.30%, 39.76%, 59.05%,-,-, 1.19%,1.1899999999999977%,650396
16015,43.41%, 70.91%, 27.50%,-,-, 1.59%,1.5900000000000034%,b40446
16017,22.89%, 60.49%, 37.60%,-,-, 1.91%,1.9099999999999966%,9a045f
16019,55.81%, 77.30%, 21.50%,-,-, 1.20%,1.2000000000000028%,c50336
16021,39.83%, 68.78%, 28.96%,-,-, 2.26%,2.259999999999991%,af0549
16023,53.77%, 76.60%, 22.83%,-,-, 0.57%,0.5700000000000074%,c3013a
16025,52.27%, 75.63%, 23.36%,-,-, 1.01%,1.0100000000000051%,c0023b
16027,50.60%, 74.69%, 24.09%,-,-, 1.23%,1.2199999999999989%,be033d
16029,68.94%, 83.91%, 14.96%,-,-, 1.13%,1.1299999999999955%,d50226
16031,69.16%, 83.90%, 14.74%,-,-, 1.36%,1.3599999999999994%,d50325
16033,72.52%, 85.55%, 13.03%,-,-, 1.42%,1.4200000000000017%,da0321
16035,42.69%, 70.38%, 27.69%,-,-, 1.93%,1.9300000000000068%,b30446
16037,51.02%, 74.72%, 23.71%,-,-, 1.57%,1.5699999999999932%,be043c
16039,50.27%, 74.57%, 24.30%,-,-, 1.13%,1.1300000000000097%,be023d
16041,80.55%, 89.57%, 9.02%,-,-, 1.40%,1.4100000000000108%,e40317
16043,73.22%, 86.06%, 12.84%,-,-, 1.09%,1.0999999999999943%,db0220
16045,53.10%, 75.92%, 22.82%,-,-, 1.26%,1.259999999999991%,c1033a
16047,50.61%, 74.61%, 24.00%,-,-, 1.39%,1.3900000000000006%,be033d
16049,54.30%, 75.50%, 21.19%,-,-, 0.78%,3.3100000000000023%,c00836
16051,74.32%, 86.49%, 12.17%,-,-, 1.34%,1.3400000000000034%,dc031f
16053,58.25%, 78.68%, 20.43%,-,-, 0.90%,0.8899999999999864%,c80234
16055,34.04%, 66.25%, 32.20%,-,-, 1.55%,1.5499999999999972%,a80352
16057,1.46%, 49.48%, 48.03%,-,-, 2.49%,2.490000000000009%,7e067a
16059,53.37%, 75.93%, 22.56%,-,-, 1.50%,1.509999999999991%,c10339
16061,50.49%, 74.67%, 24.18%,-,-, 1.15%,1.1500000000000057%,be023d
16063,49.15%, 73.99%, 24.84%,-,-, 1.17%,1.1700000000000017%,bc023f
16065,84.79%, 91.89%, 7.10%,-,-, 1.01%,1.0100000000000051%,ea0212
16067,62.02%, 80.50%, 18.48%,-,-, 1.01%,1.019999999999996%,cd022f
16069,25.61%, 62.20%, 36.59%,-,-, 1.21%,1.2099999999999937%,9e035d
16071,69.62%, 83.87%, 14.25%,-,-, 1.88%,1.8799999999999955%,d50424
16073,60.56%, 79.64%, 19.08%,-,-, 1.28%,1.2800000000000011%,cb0330
16075,53.88%, 76.47%, 22.59%,-,-, 0.94%,0.9399999999999977%,c20239
16077,43.14%, 71.16%, 28.03%,-,-, 0.81%,0.8100000000000023%,b50247
16079,11.07%, 54.75%, 43.68%,-,-, 1.57%,1.5699999999999932%,8b046f
16081,22.20%, 60.57%, 38.37%,-,-, 1.06%,1.0600000000000023%,9a0261
16083,49.99%, 74.42%, 24.43%,-,-, 1.15%,1.1500000000000057%,bd023e
16085,21.37%, 59.97%, 38.60%,-,-, 1.42%,1.4300000000000068%,980362
16087,51.41%, 75.11%, 23.70%,-,-, 1.19%,1.1899999999999977%,bf033c
17001,32.80%, 66.19%, 33.39%,-,-, 0.42%,0.4200000000000017%,a80155
17003,4.78%, 47.28%, 52.05%,-,-, 0.67%,0.6700000000000017%,780184
17005,11.40%, 55.20%, 43.81%,-,-, 0.99%,0.9899999999999949%,8c026f
17007,14.56%, 56.97%, 42.40%,-,-, 0.63%,0.6299999999999955%,91016c
17009,30.33%, 64.95%, 34.62%,-,-, 0.43%,0.4300000000000068%,a50158
17011,10.40%, 54.87%, 44.47%,-,-, 0.66%,0.6599999999999966%,8b0171
17013,1.85%, 48.67%, 50.52%,-,-, 0.81%,0.8100000000000023%,7c0280
17015,12.26%, 55.73%, 43.48%,-,-, 0.79%,0.7900000000000063%,8e026e
17017,11.77%, 55.49%, 43.72%,-,-, 0.79%,0.789999999999992%,8d026f
17019,1.97%, 48.40%, 50.37%,-,-, 1.23%,1.230000000000004%,7b0380
17021,19.20%, 59.24%, 40.03%,-,-, 0.73%,0.7299999999999898%,970166
17023,27.54%, 63.47%, 35.93%,-,-, 0.60%,0.5999999999999943%,a1015b
17025,35.32%, 67.38%, 32.06%,-,-, 0.56%,0.5600000000000023%,ab0151
17027,19.98%, 59.65%, 39.68%,-,-, 0.67%,0.6700000000000017%,980165
17029,15.14%, 57.13%, 41.99%,-,-, 0.87%,0.8799999999999955%,91026b
17031,41.10%, 29.15%, 70.25%,-,-, 0.60%,0.5999999999999943%,4a01b3
17033,30.96%, 65.18%, 34.23%,-,-, 0.59%,0.5900000000000034%,a60157
17035,30.19%, 64.57%, 34.38%,-,-, 1.05%,1.0500000000000114%,a40257
17037,4.49%, 51.74%, 47.25%,-,-, 1.01%,1.009999999999991%,830278
17039,26.72%, 63.09%, 36.37%,-,-, 0.54%,0.539999999999992%,a0015c
17041,34.37%, 66.77%, 32.40%,-,-, 0.83%,0.8300000000000125%,aa0252
17043,9.64%, 54.39%, 44.75%,-,-, 0.86%,0.8599999999999994%,8a0272
17045,25.69%, 62.38%, 36.69%,-,-, 0.93%,0.9300000000000068%,9f025d
17047,44.05%, 71.70%, 27.65%,-,-, 0.65%,0.6500000000000057%,b60146
17049,45.37%, 72.33%, 26.96%,-,-, 0.71%,0.710000000000008%,b80144
17051,24.18%, 61.58%, 37.40%,-,-, 1.03%,1.0200000000000102%,9d025f
17053,40.11%, 69.62%, 29.51%,-,-, 0.86%,0.8699999999999903%,b1024b
17055,8.12%, 53.68%, 45.56%,-,-, 0.76%,0.7599999999999909%,880174
17057,7.41%, 45.89%, 53.30%,-,-, 0.80%,0.8100000000000023%,750287
17059,1.43%, 50.20%, 48.78%,-,-, 1.02%,1.019999999999996%,80027c
17061,18.16%, 58.65%, 40.49%,-,-, 0.86%,0.8599999999999994%,950267
17063,13.79%, 56.47%, 42.68%,-,-, 0.86%,0.8499999999999943%,8f026c
17065,18.59%, 58.77%, 40.19%,-,-, 1.04%,1.039999999999992%,950266
17067,18.81%, 58.97%, 40.16%,-,-, 0.88%,0.8700000000000045%,960266
17069,23.72%, 61.59%, 37.87%,-,-, 0.53%,0.539999999999992%,9d0160
17071,9.92%, 44.71%, 54.64%,-,-, 0.65%,0.6500000000000057%,72018b
17073,5.29%, 52.34%, 47.05%,-,-, 0.60%,0.6099999999999994%,850177
17075,43.96%, 71.66%, 27.70%,-,-, 0.64%,0.6400000000000006%,b60146
17077,12.04%, 43.33%, 55.37%,-,-, 1.30%,1.3000000000000114%,6e038d
17079,32.76%, 66.14%, 33.38%,-,-, 0.49%,0.47999999999998977%,a80155
17081,20.34%, 59.95%, 39.61%,-,-, 0.44%,0.4399999999999977%,980165
17083,8.27%, 53.62%, 45.35%,-,-, 1.04%,1.0300000000000011%,880273
17085,7.45%, 53.30%, 45.85%,-,-, 0.85%,0.8499999999999943%,870274
17087,37.24%, 68.15%, 30.91%,-,-, 0.94%,0.9399999999999977%,ad024e
17089,10.91%, 55.03%, 44.12%,-,-, 0.85%,0.8499999999999943%,8c0270
17091,10.52%, 54.93%, 44.42%,-,-, 0.65%,0.6500000000000057%,8c0171
17093,22.38%, 60.80%, 38.42%,-,-, 0.78%,0.7800000000000011%,9b0161
17095,9.28%, 44.97%, 54.25%,-,-, 0.79%,0.7800000000000011%,72018a
17097,1.72%, 50.52%, 48.80%,-,-, 0.68%,0.6800000000000068%,80017c
17099,3.62%, 51.45%, 47.83%,-,-, 0.72%,0.7199999999999989%,830179
17101,24.43%, 61.85%, 37.42%,-,-, 0.73%,0.7299999999999898%,9d015f
17103,18.21%, 58.62%, 40.41%,-,-, 0.96%,0.9699999999999989%,950267
17105,29.20%, 64.32%, 35.11%,-,-, 0.57%,0.5700000000000074%,a40159
