id,margin,bush,kerry,trash1,trash2,trash1,other,hex_color
29181,31.59%, 65.33%, 33.73%,-,-, 0.94%,0.9399999999999977%,a60256
29183,17.72%, 58.61%, 40.89%,-,-, 0.49%,0.5%,950168
29185,25.32%, 62.40%, 37.08%,-,-, 0.52%,0.5200000000000102%,9f015e
29186,6.02%, 46.54%, 52.55%,-,-, 0.91%,0.9099999999999966%,760286
29187,5.84%, 52.71%, 46.87%,-,-, 0.43%,0.4200000000000017%,860177
29189,9.27%, 45.12%, 54.38%,-,-, 0.50%,0.5%,73018a
29195,9.16%, 54.22%, 45.06%,-,-, 0.71%,0.7199999999999989%,8a0172
29197,11.32%, 55.34%, 44.02%,-,-, 0.64%,0.6399999999999864%,8d0170
29199,23.85%, 61.54%, 37.69%,-,-, 0.77%,0.7700000000000102%,9c0160
29201,30.22%, 64.94%, 34.71%,-,-, 0.35%,0.3499999999999943%,a50058
29203,21.43%, 60.26%, 38.83%,-,-, 0.91%,0.9099999999999966%,990263
29205,30.81%, 65.11%, 34.29%,-,-, 0.60%,0.5999999999999943%,a60157
29207,39.96%, 69.74%, 29.78%,-,-, 0.48%,0.480000000000004%,b1014b
29209,39.21%, 69.35%, 30.14%,-,-, 0.51%,0.5100000000000051%,b0014c
29211,22.73%, 60.86%, 38.14%,-,-, 1.00%,1.0%,9b0261
29213,41.37%, 70.43%, 29.05%,-,-, 0.52%,0.519999999999996%,b3014a
29215,32.40%, 65.66%, 33.25%,-,-, 1.09%,1.0900000000000034%,a70254
29217,28.09%, 63.75%, 35.65%,-,-, 0.60%,0.5999999999999943%,a2015a
29219,18.03%, 58.69%, 40.66%,-,-, 0.66%,0.6500000000000057%,950167
29221,1.98%, 50.57%, 48.58%,-,-, 0.85%,0.8499999999999943%,80027b
29223,26.90%, 63.17%, 36.27%,-,-, 0.56%,0.5600000000000023%,a1015c
29225,37.05%, 68.21%, 31.16%,-,-, 0.62%,0.6300000000000097%,ad014f
29227,22.53%, 61.04%, 38.52%,-,-, 0.44%,0.4399999999999977%,9b0162
29229,46.75%, 72.97%, 26.22%,-,-, 0.81%,0.8100000000000023%,ba0242
29510,61.08%, 19.22%, 80.29%,-,-, 0.49%,0.4899999999999949%,3101cc
30001,46.30%, 72.30%, 26.00%,-,-, 1.70%,1.7000000000000028%,b80442
30003,4.34%, 47.04%, 51.38%,-,-, 1.58%,1.5799999999999983%,770483
30005,4.48%, 51.45%, 46.97%,-,-, 1.59%,1.5799999999999983%,830477
30007,52.84%, 75.47%, 22.62%,-,-, 1.91%,1.9099999999999966%,c00439
30009,28.10%, 62.81%, 34.71%,-,-, 2.48%,2.4799999999999898%,a00658
30011,77.15%, 87.87%, 10.72%,-,-, 1.41%,1.4099999999999966%,e0031b
30013,15.92%, 56.87%, 40.95%,-,-, 2.18%,2.180000000000007%,910568
30015,33.11%, 65.49%, 32.39%,-,-, 2.12%,2.1200000000000045%,a60552
30017,33.02%, 65.31%, 32.29%,-,-, 2.40%,2.4000000000000057%,a60652
30019,39.14%, 68.28%, 29.13%,-,-, 2.59%,2.5900000000000034%,ae064a
30021,31.00%, 64.32%, 33.32%,-,-, 2.36%,2.3600000000000136%,a40654
30023,21.46%, 37.97%, 59.43%,-,-, 2.60%,2.5999999999999943%,600697
30025,59.62%, 79.01%, 19.38%,-,-, 1.61%,1.6099999999999994%,c90431
30027,46.40%, 72.22%, 25.82%,-,-, 1.96%,1.960000000000008%,b80441
30029,37.31%, 67.27%, 29.96%,-,-, 2.77%,2.7700000000000102%,ab074c
30031,15.03%, 56.20%, 41.18%,-,-, 2.62%,2.6200000000000045%,8f0669
30033,82.14%, 90.08%, 7.94%,-,-, 1.98%,1.980000000000004%,e50514
30035,17.82%, 40.07%, 57.89%,-,-, 2.04%,2.039999999999992%,660593
30037,53.07%, 75.86%, 22.80%,-,-, 1.34%,1.3400000000000034%,c1033a
30039,46.11%, 71.28%, 25.17%,-,-, 3.55%,3.549999999999997%,b50940
30041,7.63%, 52.65%, 45.02%,-,-, 2.33%,2.3299999999999983%,860572
30043,33.45%, 65.51%, 32.06%,-,-, 2.44%,2.4299999999999926%,a70651
30045,48.37%, 73.41%, 25.04%,-,-, 1.56%,1.5500000000000114%,bb033f
30047,18.17%, 57.61%, 39.44%,-,-, 2.95%,2.950000000000003%,920764
30049,12.66%, 55.27%, 42.61%,-,-, 2.12%,2.1200000000000045%,8c056c
30051,43.85%, 71.06%, 27.20%,-,-, 1.74%,1.7399999999999949%,b50445
30053,42.24%, 69.70%, 27.46%,-,-, 2.84%,2.8400000000000034%,b10746
30055,41.42%, 69.57%, 28.14%,-,-, 2.29%,2.2900000000000063%,b10547
30057,47.93%, 72.92%, 24.99%,-,-, 2.08%,2.0900000000000034%,b9053f
30059,46.35%, 71.74%, 25.39%,-,-, 2.88%,2.8700000000000045%,b60740
30061,38.11%, 67.61%, 29.50%,-, 2.34%, 0.54%,2.8900000000000006%,ac074b
30063,5.71%, 45.73%, 51.44%,-,-, 2.83%,2.8300000000000125%,740783
30065,50.07%, 74.01%, 23.94%,-,-, 2.05%,2.049999999999997%,bc053d
30067,19.13%, 58.06%, 38.93%,-,-, 3.02%,3.009999999999991%,940763
30069,59.25%, 78.08%, 18.84%,-,-, 3.08%,3.0799999999999983%,c70730
30071,56.27%, 77.28%, 21.01%,-,-, 1.71%,1.7099999999999937%,c50435
30073,31.36%, 64.79%, 33.43%,-,-, 1.78%,1.7800000000000011%,a50455
30075,68.22%, 83.19%, 14.97%,-,-, 1.85%,1.8400000000000034%,d40426
30077,43.53%, 70.42%, 26.89%,-,-, 2.69%,2.6899999999999977%,b30644
30079,49.59%, 74.18%, 24.59%,-,-, 1.22%,1.2299999999999898%,bd033e
30081,35.91%, 66.84%, 30.93%,-,-, 2.23%,2.2299999999999898%,aa054e
30083,46.19%, 72.19%, 26.00%,-,-, 1.81%,1.8100000000000023%,b80442
30085,10.75%, 43.74%, 54.49%,-,-, 1.76%,1.769999999999996%,6f048a
30087,12.89%, 55.29%, 42.40%,-,-, 2.32%,2.3100000000000023%,8c056c
30089,38.02%, 67.16%, 29.15%,-,-, 3.69%,3.6899999999999977%,ab094a
30091,15.36%, 56.87%, 41.51%,-,-, 1.62%,1.6200000000000045%,910469
30093,18.19%, 39.67%, 57.86%,-,-, 2.46%,2.469999999999999%,650693
30095,49.01%, 73.34%, 24.33%,-,-, 2.33%,2.3299999999999983%,bb053e
30097,53.66%, 76.10%, 22.44%,-,-, 1.46%,1.460000000000008%,c20339
30099,35.28%, 66.45%, 31.17%,-,-, 2.38%,2.3799999999999955%,a9064f
30101,38.64%, 68.50%, 29.86%,-,-, 1.64%,1.6400000000000006%,ae044c
30103,47.10%, 72.20%, 25.10%,-,-, 2.70%,2.6999999999999886%,b80640
30105,26.01%, 61.62%, 35.61%,-,-, 2.76%,2.7700000000000102%,9d075a
30107,46.58%, 72.11%, 25.54%,-,-, 2.35%,2.3499999999999943%,b70541
30109,46.96%, 72.68%, 25.71%,-,-, 1.61%,1.6099999999999852%,b90441
30111,25.32%, 61.71%, 36.39%,-,-, 1.91%,1.9000000000000057%,9d045c
31001,40.96%, 69.49%, 28.53%,-,-, 1.97%,1.980000000000004%,b10548
31003,62.73%, 80.64%, 17.90%,-,-, 1.46%,1.460000000000008%,cd032d
31005,81.20%, 90.23%, 9.02%,-,-, 0.75%,0.75%,e60117
31007,73.91%, 86.73%, 12.81%,-,-, 0.46%,0.45999999999999375%,dd0120
31009,77.58%, 88.79%, 11.21%,-,-,-,0.0%,e2001c
31011,60.90%, 79.76%, 18.86%,-,-, 1.38%,1.3799999999999955%,cb0330
31013,33.75%, 65.92%, 32.16%,-,-, 1.92%,1.9200000000000017%,a80452
31015,59.49%, 79.36%, 19.86%,-,-, 0.78%,0.7800000000000011%,ca0132
31017,66.82%, 82.29%, 15.46%,-,-, 2.25%,2.25%,d10527
31019,54.40%, 76.43%, 22.03%,-,-, 1.54%,1.539999999999992%,c20338
31021,29.36%, 64.04%, 34.68%,-,-, 1.28%,1.2800000000000011%,a30358
31023,46.74%, 72.36%, 25.62%,-,-, 2.02%,2.019999999999996%,b80541
31025,35.94%, 67.33%, 31.39%,-,-, 1.28%,1.2800000000000011%,ab0350
31027,50.79%, 74.67%, 23.88%,-,-, 1.46%,1.4500000000000028%,be033c
31029,68.42%, 83.73%, 15.31%,-,-, 0.96%,0.9599999999999937%,d50227
31031,66.60%, 82.48%, 15.88%,-,-, 1.64%,1.6400000000000006%,d20428
31033,61.06%, 79.88%, 18.82%,-,-, 1.31%,1.3000000000000114%,cb032f
31035,53.94%, 76.21%, 22.27%,-,-, 1.53%,1.5200000000000102%,c20338
31037,44.01%, 71.26%, 27.25%,-,-, 1.49%,1.4899999999999949%,b50345
31039,54.36%, 76.57%, 22.21%,-,-, 1.22%,1.2199999999999989%,c30338
31041,61.97%, 80.51%, 18.53%,-,-, 0.96%,0.9599999999999937%,cd022f
31043,7.54%, 53.30%, 45.76%,-,-, 0.94%,0.9399999999999977%,870274
31045,42.31%, 70.33%, 28.02%,-,-, 1.65%,1.6500000000000057%,b30447
31047,55.57%, 77.29%, 21.72%,-,-, 0.99%,0.9899999999999949%,c50237
31049,56.79%, 77.87%, 21.08%,-,-, 1.04%,1.0499999999999972%,c60235
31051,36.22%, 67.40%, 31.17%,-,-, 1.43%,1.4299999999999926%,ab034f
31053,33.80%, 66.26%, 32.46%,-,-, 1.27%,1.2800000000000011%,a80352
31055,18.10%, 58.34%, 40.24%,-,-, 1.41%,1.4199999999999875%,940366
31057,63.82%, 81.48%, 17.66%,-,-, 0.85%,0.8599999999999994%,cf022d
31059,46.54%, 72.47%, 25.93%,-,-, 1.60%,1.5999999999999943%,b80442
31061,50.47%, 74.50%, 24.04%,-,-, 1.46%,1.460000000000008%,bd033d
31063,60.33%, 79.07%, 18.75%,-,-, 2.18%,2.180000000000007%,c9052f
31065,59.10%, 79.04%, 19.94%,-,-, 1.01%,1.019999999999996%,c90232
31067,28.12%, 63.32%, 35.20%,-,-, 1.48%,1.4799999999999898%,a10359
31069,65.00%, 81.99%, 16.99%,-,-, 1.01%,1.0200000000000102%,d1022b
31071,59.98%, 79.25%, 19.27%,-,-, 1.47%,1.480000000000004%,ca0331
31073,59.70%, 79.54%, 19.84%,-,-, 0.63%,0.6199999999999903%,ca0132
31075,78.54%, 88.89%, 10.35%,-,-, 0.76%,0.7600000000000051%,e2011a
31077,40.38%, 69.31%, 28.93%,-,-, 1.76%,1.759999999999991%,b00449
31079,39.54%, 68.98%, 29.44%,-,-, 1.58%,1.5799999999999983%,af044b
31081,56.99%, 77.78%, 20.80%,-,-, 1.42%,1.4200000000000017%,c60335
31083,56.35%, 77.33%, 20.98%,-,-, 1.69%,1.6899999999999977%,c50435
31085,76.59%, 87.63%, 11.04%,-,-, 1.34%,1.3300000000000125%,df031c
31087,58.88%, 78.80%, 19.92%,-,-, 1.28%,1.2800000000000011%,c80332
31089,64.22%, 81.50%, 17.28%,-,-, 1.22%,1.2199999999999989%,cf032c
31091,71.15%, 85.03%, 13.88%,-,-, 1.08%,1.0900000000000034%,d80223
31093,37.60%, 67.81%, 30.21%,-,-, 1.98%,1.9799999999999898%,ac054d
31095,31.11%, 64.82%, 33.71%,-,-, 1.47%,1.4699999999999989%,a50355
31097,24.44%, 61.40%, 36.97%,-,-, 1.63%,1.6299999999999955%,9c045e
31099,56.64%, 77.57%, 20.92%,-,-, 1.51%,1.5100000000000051%,c50335
31101,63.16%, 81.12%, 17.96%,-,-, 0.92%,0.9199999999999875%,ce022d
31103,62.66%, 80.51%, 17.85%,-,-, 1.64%,1.6399999999999864%,cd042d
31105,59.94%, 79.44%, 19.50%,-,-, 1.07%,1.0600000000000023%,ca0231
31107,46.90%, 72.68%, 25.78%,-,-, 1.54%,1.539999999999992%,b90341
31109,13.67%, 56.03%, 42.36%,-,-, 1.60%,1.6099999999999994%,8e046c
31111,37.97%, 68.25%, 30.28%,-,-, 1.47%,1.4699999999999989%,ae034d
31113,67.60%, 83.22%, 15.62%,-,-, 1.17%,1.1599999999999966%,d40227
31115,63.73%, 81.35%, 17.62%,-,-, 1.04%,1.0300000000000011%,cf022c
31117,67.31%, 83.01%, 15.71%,-,-, 1.28%,1.2800000000000011%,d30328
31119,57.12%, 77.94%, 20.82%,-,-, 1.24%,1.240000000000009%,c60335
31121,52.99%, 75.77%, 22.78%,-,-, 1.45%,1.4500000000000028%,c1033a
31123,54.95%, 76.54%, 21.59%,-,-, 1.88%,1.8699999999999903%,c30437
31125,44.95%, 71.46%, 26.52%,-,-, 2.02%,2.0200000000000102%,b60543
31127,41.16%, 69.85%, 28.69%,-,-, 1.45%,1.460000000000008%,b20349
31129,54.35%, 76.24%, 21.89%,-,-, 1.86%,1.8700000000000045%,c20437
31131,37.14%, 67.94%, 30.80%,-,-, 1.26%,1.2600000000000051%,ad034e
31133,34.05%, 66.49%, 32.43%,-,-, 1.08%,1.0800000000000125%,a90252
31135,65.66%, 82.48%, 16.82%,-,-, 0.71%,0.6999999999999886%,d2012a
31137,64.14%, 81.64%, 17.50%,-,-, 0.86%,0.8599999999999994%,d0022c
31139,67.04%, 83.11%, 16.07%,-,-, 0.82%,0.8199999999999932%,d30228
31141,60.58%, 79.57%, 19.00%,-,-, 1.43%,1.4300000000000068%,ca0330
31143,58.56%, 78.69%, 20.13%,-,-, 1.17%,1.1800000000000068%,c80333
31145,58.46%, 78.53%, 20.06%,-,-, 1.41%,1.4099999999999966%,c80333
31147,38.03%, 68.35%, 30.32%,-,-, 1.33%,1.3300000000000125%,ae034d
31149,69.08%, 83.81%, 14.72%,-,-, 1.47%,1.4699999999999989%,d50325
31151,11.70%, 55.17%, 43.48%,-,-, 1.35%,1.3499999999999943%,8c036e
31153,38.93%, 68.85%, 29.92%,-,-, 1.23%,1.230000000000004%,af034c
31155,37.49%, 67.88%, 30.39%,-,-, 1.73%,1.730000000000004%,ad044d
31157,45.41%, 72.12%, 26.71%,-,-, 1.17%,1.1699999999999875%,b70244
31159,42.82%, 70.76%, 27.94%,-,-, 1.30%,1.2999999999999972%,b40347
31161,65.64%, 82.19%, 16.54%,-,-, 1.27%,1.2700000000000102%,d1032a
31163,32.32%, 65.25%, 32.93%,-,-, 1.83%,1.8199999999999932%,a60453
31165,68.48%, 83.68%, 15.20%,-,-, 1.11%,1.1199999999999903%,d50226
31167,58.29%, 78.65%, 20.36%,-,-, 0.98%,0.9899999999999949%,c80233
31169,45.55%, 72.10%, 26.55%,-,-, 1.36%,1.3500000000000085%,b70343
31171,71.62%, 85.14%, 13.51%,-,-, 1.35%,1.3499999999999943%,d90322
31173,2.43%, 48.35%, 50.78%,-,-, 0.88%,0.8700000000000045%,7b0281
31175,51.74%, 75.32%, 23.59%,-,-, 1.09%,1.0900000000000034%,c0023c
31177,43.51%, 71.19%, 27.68%,-,-, 1.14%,1.1299999999999955%,b50246
31179,46.81%, 72.73%, 25.92%,-,-, 1.35%,1.3499999999999943%,b90342
31181,42.26%, 70.08%, 27.82%,-,-, 2.10%,2.0999999999999943%,b20546
31183,62.91%, 80.79%, 17.88%,-,-, 1.32%,1.3299999999999983%,ce032d
31185,60.16%, 79.34%, 19.18%,-,-, 1.47%,1.4799999999999898%,ca0330
32001,45.23%, 71.65%, 26.42%,-,-, 1.92%,1.9299999999999926%,b60443
32003,4.85%, 46.82%, 51.66%,-,-, 1.52%,1.5200000000000102%,770383
32005,28.94%, 63.57%, 34.63%,-,-, 1.80%,1.7999999999999972%,a20458
32007,58.06%, 77.98%, 19.92%,-,-, 2.10%,2.0999999999999943%,c60532
32009,55.72%, 76.30%, 20.58%,-,-, 3.12%,3.1200000000000045%,c20734
32011,57.86%, 77.37%, 19.51%,-,-, 3.12%,3.1199999999999903%,c50731
32013,47.23%, 72.59%, 25.36%,-,-, 2.05%,2.049999999999997%,b90540
32015,57.87%, 78.03%, 20.17%,-,-, 1.80%,1.7999999999999972%,c60433
32017,56.72%, 77.14%, 20.42%,-,-, 2.44%,2.4399999999999977%,c40634
32019,32.06%, 64.93%, 32.87%,-,-, 2.20%,2.1999999999999886%,a50553
32021,17.40%, 57.41%, 40.01%,-,-, 2.58%,2.5800000000000125%,920666
32023,19.79%, 58.49%, 38.70%,-,-, 2.80%,2.8100000000000023%,950762
32027,41.89%, 69.95%, 28.06%,-,-, 1.98%,1.9899999999999949%,b20547
32029,17.62%, 57.80%, 40.18%,-,-, 2.03%,2.0200000000000102%,930566
32031,4.21%, 51.26%, 47.05%,-,-, 1.69%,1.6899999999999977%,820477
32033,40.03%, 68.49%, 28.46%,-,-, 3.05%,3.0500000000000114%,ae0748
32510,16.14%, 57.00%, 40.86%,-,-, 2.14%,2.1400000000000006%,910568
33001,11.89%, 55.48%, 43.59%,-,-, 0.92%,0.9300000000000068%,8d026f
33003,4.59%, 51.78%, 47.19%,-,-, 1.02%,1.0300000000000011%,840278
33005,19.29%, 39.82%, 59.10%,-,-, 1.08%,1.0799999999999983%,650296
33007,2.61%, 48.11%, 50.72%,-,-, 1.16%,1.1700000000000017%,7a0281
33009,12.57%, 43.17%, 55.74%,-,-, 1.09%,1.0900000000000034%,6e028e
33011,2.87%, 51.03%, 48.16%,-,-, 0.81%,0.8100000000000023%,82027a
33013,5.11%, 47.05%, 52.15%,-,-, 0.80%,0.8000000000000114%,770284
33015,4.18%, 51.68%, 47.50%,-,-, 0.82%,0.8199999999999932%,830279
33017,12.01%, 43.56%, 55.57%,-,-, 0.87%,0.8700000000000045%,6f028d
33019,5.93%, 46.51%, 52.44%,-,-, 1.05%,1.0500000000000114%,760285
34001,5.90%, 46.64%, 52.54%,-,-, 0.81%,0.8199999999999932%,760285
34003,4.46%, 47.43%, 51.88%,-,-, 0.69%,0.6899999999999977%,780184
34005,6.96%, 46.13%, 53.09%,-,-, 0.77%,0.7800000000000011%,750187
34007,25.50%, 36.86%, 62.36%,-,-, 0.79%,0.7800000000000011%,5d019f
34009,14.49%, 56.80%, 42.31%,-,-, 0.90%,0.8900000000000006%,90026b
34011,6.61%, 45.81%, 52.41%,-,-, 1.78%,1.7800000000000011%,740485
34013,41.58%, 28.81%, 70.39%,-,-, 0.79%,0.7999999999999972%,4902b3
34015,5.32%, 46.91%, 52.23%,-,-, 0.86%,0.8600000000000136%,770285
34017,35.24%, 31.99%, 67.24%,-,-, 0.77%,0.7700000000000102%,5101ab
34019,20.75%, 59.82%, 39.07%,-,-, 1.11%,1.1099999999999994%,980263
34021,23.39%, 37.86%, 61.25%,-,-, 0.89%,0.8900000000000006%,60029c
34023,13.57%, 42.76%, 56.33%,-,-, 0.91%,0.9099999999999966%,6d028f
34025,9.96%, 54.56%, 44.60%,-,-, 0.84%,0.8400000000000034%,8b0271
34027,15.81%, 57.51%, 41.70%,-,-, 0.79%,0.789999999999992%,92026a
34029,21.20%, 60.13%, 38.93%,-,-, 0.95%,0.9399999999999977%,990263
34031,11.54%, 43.90%, 55.43%,-,-, 0.67%,0.6700000000000017%,6f018d
34033,6.62%, 52.79%, 46.17%,-,-, 1.04%,1.039999999999992%,860275
34035,4.30%, 51.69%, 47.39%,-,-, 0.92%,0.9200000000000017%,830278
34037,29.54%, 64.08%, 34.54%,-,-, 1.39%,1.3799999999999955%,a30358
34039,18.11%, 40.55%, 58.66%,-,-, 0.79%,0.7900000000000063%,670295
34041,23.85%, 61.28%, 37.43%,-,-, 1.29%,1.289999999999992%,9c035f
35001,4.20%, 47.29%, 51.50%,-,-, 1.21%,1.210000000000008%,780383
35003,43.95%, 71.60%, 27.65%,-,-, 0.75%,0.75%,b60146
35005,37.07%, 68.06%, 30.99%,-,-, 0.95%,0.9500000000000028%,ad024f
35006,5.82%, 46.44%, 52.26%,-,-, 1.30%,1.3000000000000114%,760385
35007,4.32%, 51.64%, 47.32%,-,-, 1.04%,1.039999999999992%,830278
35009,49.76%, 74.54%, 24.79%,-,-, 0.67%,0.6699999999999875%,be013f
35011,42.80%, 71.10%, 28.30%,-,-, 0.60%,0.6000000000000085%,b50148
35013,3.57%, 47.69%, 51.26%,-,-, 1.05%,1.0500000000000114%,790282
35015,31.51%, 65.46%, 33.94%,-,-, 0.60%,0.6000000000000085%,a60156
35017,7.17%, 45.81%, 52.98%,-,-, 1.21%,1.210000000000008%,740387
35019,18.79%, 40.32%, 59.11%,-,-, 0.57%,0.5699999999999932%,660196
35021,18.79%, 59.01%, 40.22%,-,-, 0.78%,0.7700000000000102%,960166
35023,11.20%, 55.04%, 43.84%,-,-, 1.12%,1.1200000000000045%,8c026f
35025,59.31%, 79.37%, 20.05%,-,-, 0.58%,0.5799999999999983%,ca0133
35027,36.03%, 67.34%, 31.31%,-,-, 1.35%,1.3499999999999943%,ab034f
35028,5.39%, 51.89%, 46.49%,-,-, 1.62%,1.6200000000000045%,840476
35029,10.85%, 54.84%, 43.99%,-,-, 1.17%,1.1699999999999875%,8b0270
35031,27.64%, 35.64%, 63.28%,-,-, 1.07%,1.0799999999999983%,5a02a1
35033,33.55%, 32.84%, 66.38%,-,-, 0.78%,0.7800000000000011%,5301a9
35035,36.76%, 67.74%, 30.98%,-,-, 1.28%,1.2800000000000011%,ac034e
35037,30.09%, 64.63%, 34.54%,-,-, 0.83%,0.8300000000000125%,a40258
35039,30.70%, 34.33%, 65.02%,-,-, 0.65%,0.6500000000000057%,5701a5
35041,40.80%, 69.95%, 29.14%,-,-, 0.91%,0.9099999999999966%,b2024a
35043,2.71%, 50.80%, 48.09%,-,-, 1.10%,1.1099999999999994%,81027a
35045,32.62%, 65.60%, 32.98%,-,-, 1.42%,1.420000000000016%,a70354
35047,44.32%, 27.34%, 71.67%,-,-, 0.99%,0.9899999999999949%,4502b6
35049,43.21%, 27.89%, 71.11%,-,-, 1.00%,1.0%,4702b5
35051,23.97%, 61.31%, 37.35%,-,-, 1.34%,1.3400000000000034%,9c035f
35053,4.19%, 47.08%, 51.27%,-,-, 1.66%,1.6500000000000057%,780482
35055,49.35%, 24.71%, 74.06%,-,-, 1.23%,1.2299999999999898%,3f03bc
35057,25.20%, 61.87%, 36.67%,-,-, 1.46%,1.460000000000008%,9d035d
35059,55.45%, 77.30%, 21.85%,-,-, 0.85%,0.8499999999999943%,c50237
35061,12.32%, 55.64%, 43.33%,-,-, 1.03%,1.0300000000000011%,8d026e
36001,23.40%, 37.28%, 60.68%,-,-, 2.04%,2.039999999999992%,5f059a
36003,29.81%, 63.88%, 34.07%,-,-, 2.04%,2.049999999999997%,a20556
36005,66.27%, 16.53%, 82.80%,-,-, 0.67%,0.6700000000000017%,2a01d3
36007,2.95%, 47.41%, 50.37%,-,-, 2.22%,2.219999999999999%,780580
36009,19.08%, 58.52%, 39.44%,-,-, 2.05%,2.039999999999992%,950564
36011,0.58%, 49.22%, 48.64%,-,-, 2.15%,2.1400000000000006%,7d057c
36013,8.49%, 53.22%, 44.72%,-,-, 2.06%,2.0600000000000023%,870572
36015,10.85%, 54.56%, 43.71%,-,-, 1.72%,1.7299999999999898%,8b046f
36017,10.80%, 54.27%, 43.47%,-,-, 2.26%,2.259999999999991%,8a056e
36019,6.80%, 45.44%, 52.24%,-, 2.04%, 0.28%,2.319999999999993%,730585
36021,4.73%, 46.48%, 51.21%,-, 2.02%, 0.29%,2.3100000000000023%,760582
36023,4.14%, 51.02%, 46.88%,-,-, 2.10%,2.0999999999999943%,820577
36025,15.28%, 56.49%, 41.22%,-, 2.01%, 0.28%,2.289999999999992%,900569
36027,4.15%, 51.16%, 47.01%,-,-, 1.84%,1.8300000000000125%,820477
36029,14.98%, 41.43%, 56.41%,-,-, 2.16%,2.1599999999999966%,69058f
36031,5.77%, 51.72%, 45.95%,-, 2.09%, 0.25%,2.3299999999999983%,830575
36033,6.33%, 45.77%, 52.10%,-,-, 2.13%,2.1299999999999955%,740584
36035,15.16%, 56.58%, 41.42%,-,-, 1.99%,2.0%,900569
36037,23.18%, 60.64%, 37.46%,-,-, 1.90%,1.9000000000000057%,9a045f
36039,18.14%, 58.02%, 39.88%,-,-, 2.09%,2.0999999999999943%,930565
36041,35.99%, 66.98%, 30.99%,-,-, 2.03%,2.030000000000001%,aa054f
36043,15.36%, 56.60%, 41.24%,-,-, 2.16%,2.1599999999999966%,900569
36045,11.27%, 54.72%, 43.45%,-,-, 1.83%,1.8299999999999983%,8b046e
36047,50.56%, 24.30%, 74.86%,-,-, 0.84%,0.8400000000000034%,3d02be
36049,18.23%, 58.12%, 39.89%,-,-, 1.99%,1.990000000000009%,940565
36051,20.79%, 59.20%, 38.41%,-, 2.07%, 0.32%,2.3900000000000006%,960661
36053,11.28%, 54.60%, 43.32%,-,-, 2.08%,2.0799999999999983%,8b056e
36055,2.90%, 47.67%, 50.57%,-,-, 1.76%,1.759999999999991%,790480
36057,8.90%, 53.43%, 44.53%,-,-, 2.05%,2.039999999999992%,880571
36059,5.61%, 46.63%, 52.25%,-,-, 1.12%,1.1200000000000045%,760285
36061,65.33%, 16.73%, 82.06%,-,-, 1.21%,1.2099999999999937%,2a03d1
36063,0.51%, 48.78%, 49.29%,-,-, 1.93%,1.9300000000000068%,7c047d
36065,12.16%, 54.93%, 42.77%,-, 2.08%, 0.22%,2.299999999999997%,8c056d
36067,10.43%, 43.80%, 54.23%,-,-, 1.97%,1.9699999999999989%,6f058a
36069,13.64%, 55.88%, 42.24%,-,-, 1.89%,1.8799999999999955%,8e046b
36071,10.85%, 54.67%, 43.82%,-,-, 1.51%,1.509999999999991%,8b036f
36073,26.29%, 62.24%, 35.95%,-,-, 1.82%,1.8100000000000023%,9e045b
36075,4.25%, 51.01%, 46.76%,-,-, 2.23%,2.230000000000004%,820577
36077,2.32%, 50.06%, 47.74%,-,-, 2.20%,2.1999999999999886%,7f0579
36079,14.56%, 56.59%, 42.03%,-,-, 1.37%,1.3799999999999955%,90036b
36081,44.25%, 27.41%, 71.66%,-,-, 0.93%,0.9300000000000068%,4502b6
36083,1.85%, 47.90%, 49.75%,-, 2.07%, 0.28%,2.3499999999999943%,7a057e
36085,13.66%, 56.40%, 42.74%,-,-, 0.86%,0.8599999999999994%,8f026c
36087,0.72%, 49.63%, 48.91%,-,-, 1.46%,1.460000000000008%,7e037c
36089,11.56%, 43.17%, 54.73%,-,-, 2.10%,2.0999999999999943%,6e058b
36091,6.95%, 52.55%, 45.60%,-,-, 1.86%,1.8499999999999943%,860474
36093,5.62%, 46.16%, 51.78%,-,-, 2.06%,2.0600000000000023%,750584
36095,20.34%, 59.01%, 38.67%,-, 2.03%, 0.30%,2.319999999999993%,960562
36097,17.64%, 57.74%, 40.10%,-,-, 2.15%,2.1599999999999966%,930566
36099,6.54%, 52.08%, 45.54%,-, 2.08%, 0.30%,2.3799999999999955%,840674
36101,29.46%, 63.81%, 34.35%,-,-, 1.85%,1.8400000000000034%,a20457
36103,0.93%, 48.53%, 49.46%,-,-, 2.01%,2.009999999999991%,7b057e
36105,0.92%, 49.47%, 48.55%,-,-, 1.98%,1.980000000000004%,7e057b
36107,17.02%, 57.58%, 40.56%,-,-, 1.87%,1.8599999999999994%,920467
36109,31.20%, 32.99%, 64.19%,-, 2.22%, 0.61%,2.819999999999993%,5407a3
36111,11.15%, 43.12%, 54.27%,-, 2.31%, 0.30%,2.6099999999999994%,6d068a
36113,11.47%, 54.63%, 43.16%,-,-, 2.21%,2.210000000000008%,8b056e
36115,12.76%, 55.08%, 42.32%,-, 2.27%, 0.32%,2.5999999999999943%,8c066b
36117,21.83%, 59.94%, 38.11%,-,-, 1.95%,1.9500000000000028%,980461
36119,17.74%, 40.33%, 58.08%,-,-, 1.59%,1.5900000000000034%,660494
36121,30.88%, 64.64%, 33.76%,-,-, 1.60%,1.5999999999999943%,a40456
36123,19.64%, 58.90%, 39.26%,-,-, 1.84%,1.8400000000000034%,960464
