id,margin,reagan,mondale,hall,other,hex_color
20019,54.01%, 76.55%, 22.54%,-,0.91%,c30239
20021,22.38%, 60.72%, 38.34%,-,0.93%,9a0261
20023,59.54%, 79.06%, 19.52%,-,1.43%,c90331
20025,52.66%, 75.39%, 22.72%,-,1.89%,c00439
20027,58.42%, 78.76%, 20.34%,-,0.91%,c80233
20029,34.07%, 66.43%, 32.35%,-,1.22%,a90352
20031,48.95%, 74.00%, 25.05%,-,0.94%,bc023f
20033,54.76%, 76.80%, 22.04%,-,1.16%,c30238
20035,31.27%, 64.99%, 33.72%,-,1.29%,a50355
20037,17.07%, 58.10%, 41.04%,-,0.86%,940268
20039,57.53%, 78.15%, 20.62%,-,1.24%,c70334
20041,49.24%, 73.96%, 24.72%,-,1.32%,bc033f
20043,48.59%, 73.77%, 25.18%,-,1.05%,bc0240
20045,18.91%, 58.87%, 39.96%,-,1.17%,960265
20047,37.26%, 67.53%, 30.27%,-,2.2%,ac054d
20049,47.56%, 72.89%, 25.32%,-,1.79%,b90440
20051,36.51%, 67.65%, 31.15%,-,1.2%,ac034f
20053,43.91%, 71.35%, 27.44%,-,1.21%,b50345
20055,47.19%, 73.08%, 25.89%,-,1.03%,ba0242
20057,40.42%, 69.72%, 29.30%,-,0.99%,b1024a
20059,42.26%, 70.61%, 28.35%,-,1.03%,b40248
20061,31.78%, 65.44%, 33.66%,-,0.89%,a60255
20063,49.55%, 73.43%, 23.88%,-,2.69%,bb063c
20065,49.04%, 74.00%, 24.96%,-,1.04%,bc023f
20067,53.30%, 76.26%, 22.96%,-,0.78%,c2013a
20069,50.14%, 74.32%, 24.18%,-,1.51%,bd033d
20071,49.48%, 73.27%, 23.79%,-,2.94%,ba073c
20073,41.96%, 70.45%, 28.48%,-,1.07%,b30248
20075,42.85%, 70.64%, 27.79%,-,1.57%,b40446
20077,47.20%, 73.09%, 25.89%,-,1.01%,ba0242
20079,29.43%, 64.06%, 34.63%,-,1.31%,a30358
20081,59.85%, 79.34%, 19.49%,-,1.17%,ca0231
20083,50.00%, 74.17%, 24.17%,-,1.66%,bd043d
20085,34.74%, 66.92%, 32.19%,-,0.89%,aa0252
20087,38.61%, 68.93%, 30.32%,-,0.75%,af014d
20089,54.11%, 76.50%, 22.39%,-,1.11%,c30239
20091,45.41%, 72.39%, 26.99%,-,0.62%,b80144
20093,57.69%, 78.42%, 20.74%,-,0.84%,c70234
20095,45.35%, 72.04%, 26.69%,-,1.27%,b70344
20097,60.84%, 79.51%, 18.68%,-,1.81%,ca042f
20099,28.37%, 63.76%, 35.39%,-,0.85%,a2025a
20101,55.59%, 77.18%, 21.59%,-,1.23%,c40337
20103,25.54%, 62.29%, 36.75%,-,0.96%,9e025d
20105,51.11%, 75.14%, 24.03%,-,0.83%,bf023d
20107,41.34%, 70.33%, 28.99%,-,0.68%,b30149
20109,56.39%, 77.04%, 20.65%,-,2.31%,c40534
20111,39.71%, 69.37%, 29.66%,-,0.97%,b0024b
20113,45.36%, 71.89%, 26.53%,-,1.57%,b70443
20115,45.37%, 72.06%, 26.68%,-,1.26%,b70344
20117,38.19%, 68.49%, 30.30%,-,1.2%,ae034d
20119,56.16%, 77.16%, 21.00%,-,1.84%,c40435
20121,31.00%, 65.04%, 34.04%,-,0.92%,a50256
20123,52.98%, 75.98%, 23.00%,-,1.03%,c1023a
20125,41.40%, 70.20%, 28.80%,-,1.0%,b30249
20127,45.76%, 72.19%, 26.43%,-,1.39%,b80343
20129,64.62%, 81.80%, 17.18%,-,1.01%,d0022b
20131,34.49%, 66.60%, 32.11%,-,1.29%,a90351
20133,29.54%, 64.11%, 34.57%,-,1.32%,a30358
20135,52.46%, 75.32%, 22.86%,-,1.82%,c0043a
20137,59.95%, 79.19%, 19.24%,-,1.57%,c90431
20139,34.39%, 66.55%, 32.16%,-,1.29%,a90352
20141,51.05%, 74.63%, 23.58%,-,1.79%,be043c
20143,53.17%, 75.74%, 22.58%,-,1.68%,c10439
20145,39.62%, 68.90%, 29.28%,-,1.82%,af044a
20147,62.90%, 80.90%, 18.00%,-,1.09%,ce022d
20149,43.29%, 71.09%, 27.80%,-,1.11%,b50246
20151,43.72%, 71.31%, 27.59%,-,1.1%,b50246
20153,58.26%, 78.05%, 19.79%,-,2.16%,c70532
20155,28.06%, 63.34%, 35.28%,-,1.38%,a10359
20157,53.94%, 76.49%, 22.55%,-,0.97%,c30239
20159,38.92%, 68.68%, 29.76%,-,1.57%,af044b
20161,30.55%, 64.77%, 34.22%,-,1.0%,a50257
20163,56.88%, 77.75%, 20.87%,-,1.37%,c60335
20165,41.11%, 69.49%, 28.38%,-,2.13%,b10548
20167,54.87%, 76.99%, 22.11%,-,0.9%,c40238
20169,39.70%, 69.41%, 29.72%,-,0.87%,b0024b
20171,63.96%, 81.13%, 17.18%,-,1.69%,ce042b
20173,26.49%, 62.53%, 36.05%,-,1.42%,9f035b
20175,62.06%, 80.54%, 18.48%,-,0.99%,cd022f
20177,24.26%, 61.57%, 37.31%,-,1.11%,9d025f
20179,49.57%, 73.86%, 24.29%,-,1.86%,bc043d
20181,57.41%, 78.02%, 20.62%,-,1.36%,c60334
20183,53.52%, 75.74%, 22.22%,-,2.05%,c10538
20185,41.18%, 69.71%, 28.53%,-,1.76%,b10448
20187,56.56%, 76.61%, 20.06%,-,3.33%,c30833
20189,65.04%, 82.03%, 17.00%,-,0.97%,d1022b
20191,29.96%, 64.32%, 34.36%,-,1.32%,a40357
20193,54.80%, 76.70%, 21.90%,-,1.41%,c30337
20195,42.16%, 70.40%, 28.23%,-,1.37%,b30347
20197,47.00%, 72.72%, 25.72%,-,1.57%,b90441
20199,67.92%, 82.97%, 15.05%,-,1.98%,d30526
20201,53.10%, 75.69%, 22.59%,-,1.73%,c10439
20203,58.91%, 78.90%, 19.98%,-,1.12%,c90232
20205,45.73%, 72.23%, 26.50%,-,1.26%,b80343
20207,40.00%, 69.36%, 29.36%,-,1.28%,b0034a
20209,13.38%, 42.81%, 56.20%,-,0.99%,6d028f
21001,42.37%, 70.93%, 28.56%,-,0.5%,b40148
21003,38.40%, 69.04%, 30.64%,-,0.32%,b0004e
21005,32.94%, 66.06%, 33.11%,-,0.83%,a80254
21007,9.20%, 45.13%, 54.33%,-,0.54%,73018a
21009,26.18%, 62.86%, 36.68%,-,0.46%,a0015d
21011,6.26%, 52.88%, 46.62%,-,0.5%,860176
21013,13.57%, 55.93%, 42.36%,-,1.71%,8e046c
21015,44.40%, 71.90%, 27.50%,-,0.6%,b70146
21017,18.11%, 58.54%, 40.42%,-,1.04%,950267
21019,6.42%, 52.98%, 46.56%,-,0.46%,870176
21021,25.31%, 62.53%, 37.22%,-,0.25%,9f005e
21023,22.72%, 60.89%, 38.17%,-,0.94%,9b0261
21025,9.19%, 45.25%, 54.45%,-,0.3%,73008a
21027,24.72%, 62.14%, 37.42%,-,0.43%,9e015f
21029,31.01%, 65.11%, 34.10%,-,0.78%,a60156
21031,49.30%, 74.47%, 25.17%,-,0.36%,bd0040
21033,13.00%, 55.93%, 42.93%,-,1.13%,8e026d
21035,12.28%, 55.94%, 43.66%,-,0.39%,8e006f
21037,40.43%, 69.99%, 29.56%,-,0.45%,b2014b
21039,1.19%, 50.15%, 48.96%,-,0.88%,7f027c
21041,7.65%, 53.65%, 46.00%,-,0.35%,880075
21043,7.73%, 53.67%, 45.94%,-,0.39%,880075
21045,58.66%, 79.01%, 20.35%,-,0.63%,c90133
21047,32.55%, 66.06%, 33.51%,-,0.43%,a80155
21049,25.98%, 62.82%, 36.84%,-,0.34%,a0005d
21051,48.83%, 74.26%, 25.43%,-,0.31%,bd0040
21053,60.64%, 80.03%, 19.39%,-,0.58%,cc0131
21055,18.67%, 59.16%, 40.49%,-,0.35%,960067
21057,55.94%, 77.77%, 21.83%,-,0.4%,c60137
21059,18.58%, 58.92%, 40.34%,-,0.74%,960166
21061,42.64%, 71.05%, 28.41%,-,0.54%,b50148
21063,47.17%, 26.20%, 73.37%,-,0.44%,4201bb
21065,37.47%, 68.57%, 31.10%,-,0.33%,ae004f
21067,28.18%, 63.60%, 35.43%,-,0.97%,a2025a
21069,27.09%, 63.33%, 36.24%,-,0.43%,a1015c
21071,32.43%, 33.57%, 66.00%,-,0.42%,5501a8
21073,17.17%, 58.12%, 40.95%,-,0.93%,940268
21075,7.39%, 53.45%, 46.07%,-,0.48%,880175
21077,0.00%, 49.78%, 49.78%,-,0.43%,7e017e
21079,35.16%, 67.21%, 32.05%,-,0.74%,ab0151
21081,25.09%, 61.70%, 36.61%,-,1.69%,9d045d
21083,3.73%, 51.43%, 47.70%,-,0.88%,830279
21085,42.74%, 71.03%, 28.29%,-,0.68%,b50148
21087,33.05%, 66.35%, 33.30%,-,0.35%,a90054
21089,3.65%, 51.52%, 47.87%,-,0.61%,83017a
21091,20.60%, 59.59%, 38.99%,-,1.42%,970363
21093,38.34%, 68.81%, 30.47%,-,0.72%,af014d
21095,4.77%, 47.14%, 51.91%,-,0.95%,780284
21097,18.03%, 58.86%, 40.83%,-,0.31%,960068
21099,14.65%, 57.06%, 42.41%,-,0.54%,91016c
21101,4.17%, 51.88%, 47.71%,-,0.41%,840179
21103,10.23%, 54.83%, 44.60%,-,0.57%,8b0171
21105,13.58%, 56.63%, 43.04%,-,0.33%,90006d
21107,16.24%, 57.95%, 41.71%,-,0.34%,93006a
21109,75.10%, 87.38%, 12.28%,-,0.34%,de001f
21111,15.65%, 57.66%, 42.01%,-,0.34%,93006b
21113,49.20%, 74.10%, 24.90%,-,1.0%,bc023f
21115,25.72%, 62.58%, 36.87%,-,0.55%,9f015e
21117,39.93%, 69.66%, 29.73%,-,0.61%,b1014b
21119,44.16%, 27.66%, 71.81%,-,0.53%,4601b7
21121,32.16%, 65.87%, 33.71%,-,0.43%,a70155
21123,30.89%, 65.30%, 34.41%,-,0.3%,a60057
21125,49.15%, 74.41%, 25.27%,-,0.32%,bd0040
21127,9.88%, 54.71%, 44.83%,-,0.46%,8b0172
21129,41.44%, 70.53%, 29.09%,-,0.38%,b3004a
21131,51.62%, 75.64%, 24.02%,-,0.34%,c0003d
21133,7.18%, 46.13%, 53.31%,-,0.57%,750187
21135,39.64%, 69.64%, 30.00%,-,0.36%,b1004c
21137,22.97%, 61.27%, 38.30%,-,0.43%,9c0161
21139,3.62%, 47.96%, 51.58%,-,0.46%,7a0183
21141,18.56%, 58.83%, 40.28%,-,0.89%,960266
21143,13.44%, 42.97%, 56.41%,-,0.62%,6d018f
21145,1.43%, 50.08%, 48.65%,-,1.27%,7f037c
21147,42.39%, 70.58%, 28.19%,-,1.23%,b30347
21149,0.64%, 50.03%, 49.38%,-,0.59%,7f017d
21151,26.78%, 63.09%, 36.31%,-,0.6%,a0015c
21153,11.31%, 44.22%, 55.53%,-,0.25%,70008d
21155,7.63%, 53.66%, 46.03%,-,0.31%,880075
21157,5.25%, 47.19%, 52.44%,-,0.37%,780085
21159,37.12%, 68.03%, 30.90%,-,1.07%,ad024e
21161,16.88%, 58.19%, 41.31%,-,0.5%,940169
21163,20.75%, 60.19%, 39.44%,-,0.38%,990064
21165,9.66%, 44.35%, 54.01%,-,1.64%,710489
21167,28.88%, 63.88%, 35.00%,-,1.13%,a20259
21169,19.62%, 59.56%, 39.93%,-,0.51%,970165
21171,63.46%, 81.47%, 18.00%,-,0.53%,cf012d
21173,21.55%, 60.59%, 39.05%,-,0.36%,9a0063
21175,14.94%, 42.36%, 57.30%,-,0.35%,6c0092
21177,0.51%, 49.64%, 50.15%,-,0.21%,7e007f
21179,17.88%, 58.57%, 40.69%,-,0.74%,950167
21181,16.00%, 57.38%, 41.38%,-,1.23%,920369
21183,22.17%, 60.82%, 38.65%,-,0.53%,9b0162
21185,47.81%, 73.81%, 25.99%,-,0.2%,bc0042
21187,4.87%, 52.17%, 47.30%,-,0.53%,850178
21189,58.94%, 79.20%, 20.26%,-,0.54%,c90133
21191,28.53%, 63.76%, 35.23%,-,1.01%,a20259
21193,0.38%, 49.52%, 49.90%,-,0.58%,7e017f
21195,14.20%, 42.68%, 56.87%,-,0.45%,6c0191
21197,17.99%, 58.83%, 40.83%,-,0.34%,960068
21199,53.19%, 76.40%, 23.20%,-,0.4%,c2013b
21201,9.59%, 54.36%, 44.77%,-,0.86%,8a0272
21203,59.67%, 79.73%, 20.06%,-,0.2%,cb0033
21205,14.68%, 57.16%, 42.47%,-,0.37%,91006c
21207,50.86%, 75.18%, 24.32%,-,0.5%,bf013e
21209,25.97%, 62.44%, 36.48%,-,1.08%,9f025d
21211,23.62%, 61.68%, 38.06%,-,0.26%,9d0061
21213,17.82%, 58.69%, 40.87%,-,0.44%,950168
21215,23.02%, 61.38%, 38.36%,-,0.25%,9c0061
21217,28.62%, 64.16%, 35.54%,-,0.29%,a3005a
21219,20.07%, 55.23%, 35.16%,-,7.31%,8c1259
21221,13.68%, 56.63%, 42.94%,-,0.43%,90016d
21223,12.09%, 55.78%, 43.69%,-,0.52%,8e016f
21225,10.04%, 44.78%, 54.82%,-,0.41%,72018b
21227,34.04%, 66.87%, 32.83%,-,0.31%,aa0053
21229,21.87%, 60.24%, 38.37%,-,1.4%,990361
21231,32.22%, 66.00%, 33.78%,-,0.22%,a80056
21233,9.64%, 44.87%, 54.52%,-,0.61%,72018b
21235,37.13%, 68.17%, 31.04%,-,0.78%,ad014f
21237,5.09%, 46.68%, 51.76%,-,1.56%,770383
21239,34.53%, 66.73%, 32.20%,-,1.07%,aa0252
22001,22.94%, 60.59%, 37.65%,-,1.76%,9a0460
22003,3.92%, 47.69%, 51.61%,-,0.7%,790183
22005,3.87%, 51.55%, 47.68%,-,0.76%,830179
22007,7.46%, 52.43%, 44.97%,-,2.61%,850672
22009,15.56%, 56.39%, 40.83%,-,0.59%,8f0168
22011,27.08%, 63.13%, 36.05%,-,0.82%,a0025b
22013,12.85%, 55.76%, 42.91%,-,1.33%,8e036d
22015,52.49%, 76.01%, 23.52%,-,0.46%,c1013b
22017,27.81%, 63.68%, 35.87%,-,0.45%,a2015b
22019,3.40%, 51.39%, 47.99%,-,0.62%,83017a
22021,41.36%, 69.33%, 27.97%,-,0.42%,b00147
22023,16.82%, 57.99%, 41.17%,-,0.84%,930268
22025,36.93%, 67.52%, 30.59%,-,1.89%,ac044e
22027,21.64%, 60.29%, 38.65%,-,1.07%,990262
22029,29.35%, 63.73%, 34.38%,-,1.89%,a20457
22031,12.54%, 55.77%, 43.23%,-,1.01%,8e026e
22033,25.47%, 62.44%, 36.98%,-,0.58%,9f015e
22035,2.78%, 47.77%, 50.56%,-,1.67%,790480
22037,0.52%, 49.59%, 49.07%,-,1.35%,7e037d
22039,10.72%, 54.78%, 44.06%,-,1.16%,8b0270
22041,38.11%, 67.80%, 29.68%,-,2.52%,ac064b
22043,33.91%, 65.88%, 31.96%,-,2.16%,a70551
22045,26.49%, 62.14%, 35.65%,-,2.21%,9e055a
22047,14.06%, 42.58%, 56.65%,-,0.77%,6c0190
22049,31.77%, 64.86%, 33.09%,-,2.05%,a50554
22051,49.88%, 74.69%, 24.81%,-,0.51%,be013f
22053,16.14%, 57.36%, 41.22%,-,1.42%,920369
22055,38.91%, 68.80%, 29.89%,-,1.32%,af034c
22057,33.57%, 65.40%, 31.83%,-,0.5%,a60151
22059,59.43%, 78.60%, 19.17%,-,2.23%,c80530
22061,24.86%, 61.81%, 36.95%,-,1.24%,9d035e
22063,32.18%, 65.72%, 33.54%,-,0.75%,a70155
22065,0.97%, 48.58%, 49.56%,-,1.86%,7b047e
22067,27.45%, 62.73%, 35.29%,-,1.98%,9f0559
22069,20.23%, 58.99%, 38.76%,-,2.24%,960562
22071,16.02%, 41.71%, 57.73%,-,0.56%,6a0193
22073,40.59%, 69.57%, 28.98%,-,1.45%,b10349
22075,40.03%, 69.74%, 29.71%,-,0.56%,b1014b
22077,10.21%, 44.58%, 54.79%,-,0.63%,71018b
22079,33.54%, 65.81%, 32.27%,-,1.93%,a70452
22081,21.75%, 60.39%, 38.64%,-,0.97%,990262
22083,33.71%, 65.84%, 32.13%,-,2.04%,a70551
22085,34.89%, 66.26%, 31.37%,-,2.37%,a8064f
22087,50.07%, 74.80%, 24.73%,-,0.47%,be013f
22089,19.91%, 59.62%, 39.71%,-,0.66%,980165
22091,10.86%, 43.53%, 54.39%,-,2.08%,6f058a
22093,12.69%, 43.10%, 55.79%,-,1.11%,6d028e
22095,8.59%, 53.96%, 45.37%,-,0.66%,890173
22097,2.97%, 51.19%, 48.22%,-,0.59%,82017a
22099,5.97%, 52.17%, 46.20%,-,1.64%,850475
22101,23.48%, 61.16%, 37.68%,-,1.15%,9b0260
22103,53.07%, 76.15%, 23.08%,-,0.77%,c2013a
22105,20.81%, 60.10%, 39.29%,-,0.61%,990164
22107,8.97%, 53.52%, 44.54%,-,1.94%,880471
22109,41.23%, 69.51%, 28.28%,-,2.21%,b10548
22111,37.74%, 67.73%, 29.99%,-,2.28%,ac054c
22113,16.48%, 56.85%, 40.37%,-,0.51%,900166
22115,37.09%, 67.58%, 30.49%,-,1.93%,ac044d
22117,18.46%, 58.91%, 40.45%,-,0.65%,960167
22119,29.69%, 64.54%, 34.85%,-,0.61%,a40158
22121,4.98%, 47.16%, 52.13%,-,0.71%,780184
22123,43.88%, 70.84%, 26.95%,-,2.21%,b40544
22125,4.50%, 47.38%, 51.88%,-,0.75%,780184
22127,29.78%, 63.85%, 34.08%,-,2.07%,a20556
23001,14.93%, 57.24%, 42.31%,-,0.45%,91016b
23003,27.63%, 63.59%, 35.96%,-,0.45%,a2015b
23005,13.75%, 56.75%, 43.00%,-,0.25%,90006d
23007,25.29%, 62.40%, 37.11%,-,0.49%,9f015e
23009,30.63%, 65.12%, 34.49%,-,0.39%,a60057
23011,19.87%, 59.70%, 39.82%,-,0.48%,980165
23013,30.38%, 65.00%, 34.62%,-,0.38%,a50058
23015,35.72%, 67.68%, 31.96%,-,0.36%,ac0051
23017,29.14%, 64.34%, 35.20%,-,0.46%,a40159
23019,24.53%, 62.11%, 37.58%,-,0.32%,9e005f
23021,28.42%, 63.98%, 35.56%,-,0.46%,a3015a
23023,27.64%, 63.51%, 35.87%,-,0.62%,a1015b
23025,25.77%, 62.64%, 36.86%,-,0.5%,9f015d
23027,24.88%, 62.22%, 37.34%,-,0.44%,9e015f
23029,29.21%, 64.41%, 35.20%,-,0.4%,a40159
23031,21.25%, 60.43%, 39.19%,-,0.38%,9a0063
24001,27.61%, 63.30%, 35.69%,-,1.02%,a1025b
24003,32.69%, 66.04%, 33.36%,-,0.6%,a80155
24005,23.19%, 61.31%, 38.12%,-,0.57%,9c0161
24009,20.58%, 59.99%, 39.41%,-,0.59%,980164
24011,37.72%, 68.69%, 30.96%,-,0.35%,af004e
24013,50.64%, 75.22%, 24.58%,-,0.2%,bf003e
24015,32.34%, 65.93%, 33.60%,-,0.47%,a80155
24017,22.18%, 60.97%, 38.79%,-,0.24%,9b0062
24019,35.46%, 67.12%, 31.66%,-,1.22%,ab0350
24021,37.56%, 68.67%, 31.11%,-,0.22%,af004f
24023,49.13%, 74.31%, 25.18%,-,0.52%,bd0140
24025,37.06%, 68.41%, 31.36%,-,0.23%,ae004f
24027,16.09%, 57.78%, 41.68%,-,0.54%,93016a
24029,23.83%, 61.63%, 37.80%,-,0.57%,9d0160
24031,0.30%, 50.00%, 49.69%,-,0.31%,7f007e
24033,17.63%, 40.96%, 58.59%,-,0.45%,680195
24035,39.39%, 69.49%, 30.09%,-,0.42%,b1014c
24037,27.06%, 63.39%, 36.33%,-,0.28%,a1005c
24039,29.68%, 64.68%, 34.99%,-,0.33%,a40059
24041,42.91%, 71.32%, 28.41%,-,0.27%,b50048
24043,33.91%, 66.68%, 32.78%,-,0.54%,aa0153
24045,32.73%, 66.27%, 33.54%,-,0.2%,a80055
24047,36.94%, 68.32%, 31.38%,-,0.3%,ae0050
24510,42.99%, 28.20%, 71.18%,-,0.62%,4701b5
25001,14.33%, 56.99%, 42.66%,-,0.36%,91006c
25003,6.22%, 52.85%, 46.63%,-,0.51%,860176
25005,0.41%, 49.58%, 49.99%,-,0.42%,7e017f
25007,8.57%, 45.52%, 54.09%,-,0.39%,740089
25009,10.08%, 54.84%, 44.77%,-,0.39%,8b0072
25011,1.21%, 50.37%, 49.16%,-,0.47%,80017d
25013,2.48%, 51.05%, 48.57%,-,0.37%,82007b
25015,11.71%, 43.96%, 55.67%,-,0.37%,70008d
25017,0.84%, 49.42%, 50.26%,-,0.32%,7e0080
25019,7.60%, 53.53%, 45.93%,-,0.54%,880175
25021,7.38%, 53.56%, 46.18%,-,0.26%,880075
25023,20.77%, 60.21%, 39.44%,-,0.35%,990064
25025,24.90%, 37.37%, 62.27%,-,0.35%,5f009e
25027,13.23%, 56.45%, 43.23%,-,0.32%,8f006e
26001,33.11%, 66.41%, 33.30%,-,0.29%,a90054
26003,3.73%, 51.69%, 47.96%,-,0.36%,83007a
26005,47.54%, 73.48%, 25.94%,-,0.58%,bb0142
26007,22.96%, 61.30%, 38.34%,-,0.37%,9c0061
26009,38.89%, 69.18%, 30.29%,-,0.53%,b0014d
26011,17.62%, 58.63%, 41.00%,-,0.37%,950068
26013,3.88%, 51.82%, 47.94%,-,0.24%,84007a
26015,41.19%, 70.29%, 29.10%,-,0.6%,b3014a
26017,7.34%, 53.43%, 46.09%,-,0.48%,880175
26019,31.33%, 65.25%, 33.91%,-,0.84%,a60256
26021,33.83%, 66.58%, 32.75%,-,0.67%,a90153
26023,47.80%, 73.63%, 25.83%,-,0.54%,bb0141
26025,25.71%, 62.60%, 36.89%,-,0.52%,9f015e
26027,27.25%, 63.32%, 36.07%,-,0.61%,a1015b
26029,33.14%, 66.23%, 33.09%,-,0.68%,a80154
26031,28.51%, 64.04%, 35.53%,-,0.43%,a3015a
26033,27.91%, 63.77%, 35.86%,-,0.37%,a2005b
26035,27.11%, 63.26%, 36.15%,-,0.59%,a1015c
26037,47.04%, 73.28%, 26.24%,-,0.48%,ba0142
26039,35.64%, 67.46%, 31.82%,-,0.71%,ac0151
26041,6.01%, 52.84%, 46.83%,-,0.33%,860077
26043,10.10%, 54.91%, 44.80%,-,0.29%,8c0072
26045,45.63%, 72.57%, 26.94%,-,0.49%,b90144
26047,40.67%, 70.04%, 29.37%,-,0.6%,b2014a
26049,1.88%, 50.68%, 48.80%,-,0.52%,81017c
26051,22.99%, 61.07%, 38.08%,-,0.85%,9b0261
26053,16.16%, 41.81%, 57.97%,-,0.22%,6a0093
26055,42.28%, 70.83%, 28.55%,-,0.62%,b40148
26057,44.51%, 72.08%, 27.57%,-,0.34%,b70046
26059,53.57%, 76.50%, 22.93%,-,0.56%,c3013a
26061,14.65%, 57.14%, 42.49%,-,0.36%,91006c
26063,47.09%, 73.37%, 26.28%,-,0.34%,bb0043
26065,19.25%, 59.23%, 39.98%,-,0.79%,970265
26067,42.06%, 70.69%, 28.62%,-,0.69%,b40148
26069,34.37%, 66.99%, 32.62%,-,0.4%,aa0153
26071,1.29%, 49.15%, 50.44%,-,0.41%,7d0180
26073,30.76%, 65.00%, 34.24%,-,0.76%,a50157
26075,37.07%, 68.27%, 31.20%,-,0.53%,ae014f
26077,28.30%, 63.82%, 35.52%,-,0.66%,a2015a
26079,38.71%, 69.15%, 30.44%,-,0.4%,b0014d
26081,34.72%, 67.03%, 32.31%,-,0.67%,aa0152
26083,2.36%, 48.82%, 51.18%,-,0.0%,7c0082
26085,6.99%, 53.09%, 46.09%,-,0.82%,870275
26087,41.99%, 70.67%, 28.68%,-,0.65%,b40149
26089,36.08%, 67.62%, 31.54%,-,0.85%,ac0250
26091,33.92%, 66.70%, 32.78%,-,0.52%,aa0153
26093,49.35%, 74.39%, 25.04%,-,0.57%,bd013f
26095,34.44%, 66.97%, 32.53%,-,0.51%,aa0152
26097,30.00%, 64.85%, 34.85%,-,0.3%,a50058
26099,32.87%, 66.20%, 33.32%,-,0.48%,a80154
26101,23.41%, 61.45%, 38.04%,-,0.51%,9c0161
26103,0.43%, 49.98%, 49.55%,-,0.46%,7f017e
26105,36.38%, 67.83%, 31.45%,-,0.72%,ac0150
26107,37.86%, 68.66%, 30.80%,-,0.54%,af014e
26109,19.78%, 59.68%, 39.90%,-,0.41%,980165
26111,33.03%, 66.11%, 33.08%,-,0.8%,a80254
26113,51.64%, 75.53%, 23.90%,-,0.57%,c0013c
26115,19.89%, 59.69%, 39.80%,-,0.51%,980165
26117,40.76%, 70.14%, 29.38%,-,0.48%,b2014a
26119,35.38%, 67.54%, 32.16%,-,0.3%,ac0052
26121,21.75%, 60.67%, 38.92%,-,0.4%,9a0163
26123,40.38%, 69.95%, 29.57%,-,0.48%,b2014b
26125,33.95%, 66.71%, 32.76%,-,0.54%,aa0153
26127,37.96%, 68.69%, 30.72%,-,0.59%,af014e
26129,21.95%, 60.81%, 38.86%,-,0.33%,9b0063
26131,2.36%, 50.95%, 48.59%,-,0.45%,81017b
26133,46.92%, 73.21%, 26.29%,-,0.49%,ba0143
26135,40.14%, 69.77%, 29.64%,-,0.59%,b1014b
26137,37.12%, 68.27%, 31.16%,-,0.57%,ae014f
26139,59.82%, 79.69%, 19.88%,-,0.43%,cb0132
26141,25.67%, 62.57%, 36.90%,-,0.54%,9f015e
26143,31.15%, 65.35%, 34.20%,-,0.46%,a60157
26145,14.46%, 56.95%, 42.49%,-,0.55%,91016c
26147,35.80%, 67.63%, 31.83%,-,0.54%,ac0151
26149,45.13%, 72.34%, 27.21%,-,0.45%,b80145
26151,50.57%, 75.12%, 24.54%,-,0.34%,bf003e
26153,5.37%, 52.47%, 47.09%,-,0.44%,850178
26155,32.51%, 65.97%, 33.46%,-,0.57%,a80155
26157,40.42%, 70.01%, 29.59%,-,0.4%,b2014b
26159,29.76%, 64.55%, 34.79%,-,0.65%,a40158
26161,3.19%, 51.27%, 48.08%,-,0.65%,82017a
26163,14.88%, 42.31%, 57.19%,-,0.5%,6b0191
26165,36.22%, 67.93%, 31.71%,-,0.35%,ad0050
27001,7.03%, 46.14%, 53.17%,-,0.69%,750187
27003,3.82%, 47.80%, 51.63%,-,0.57%,790183
27005,16.01%, 57.65%, 41.65%,-,0.7%,93016a
27007,0.45%, 49.43%, 49.88%,-,0.69%,7e017f
27009,16.06%, 57.48%, 41.42%,-,1.1%,920269
27011,4.50%, 47.34%, 51.83%,-,0.83%,780284
27013,9.19%, 54.27%, 45.08%,-,0.65%,8a0172
27015,30.28%, 64.72%, 34.44%,-,0.84%,a50257
27017,30.36%, 34.34%, 64.70%,-,0.96%,5702a4
27019,27.85%, 63.60%, 35.75%,-,0.64%,a2015b
27021,16.09%, 57.71%, 41.61%,-,0.68%,93016a
27023,12.94%, 55.95%, 43.01%,-,1.04%,8e026d
27025,3.10%, 48.12%, 51.21%,-,0.67%,7a0182
27027,5.78%, 52.62%, 46.84%,-,0.54%,860177
27029,3.70%, 51.33%, 47.63%,-,1.04%,820279
27031,3.81%, 51.63%, 47.82%,-,0.55%,830179
27033,16.28%, 57.89%, 41.61%,-,0.5%,93016a
27035,13.06%, 56.16%, 43.10%,-,0.75%,8f016d
27037,5.71%, 52.54%, 46.83%,-,0.64%,850177
27039,22.61%, 60.97%, 38.36%,-,0.66%,9b0161
27041,24.49%, 61.92%, 37.43%,-,0.65%,9d015f
27043,17.43%, 58.44%, 41.01%,-,0.54%,950168
27045,18.50%, 58.94%, 40.44%,-,0.62%,960167
27047,5.18%, 47.09%, 52.26%,-,0.65%,780185
27049,12.47%, 55.92%, 43.44%,-,0.64%,8e016e
27051,6.11%, 52.84%, 46.73%,-,0.43%,860177
27053,3.49%, 47.98%, 51.47%,-,0.55%,7a0183
27055,23.07%, 61.06%, 37.99%,-,0.95%,9b0260
27057,24.26%, 61.76%, 37.50%,-,0.74%,9d015f
