id,margin,nixon,mcgovern,other,other2
22087,61.39%, 77.69%,-, 1.69%, 4.32%
22089,29.62%, 60.42%,-,-, 6.53%
22091,18.09%, 52.00%,-,-, 11.65%
22093,7.61%, 49.47%,-, 1.51%, 7.17%
22095,10.02%, 49.75%,-, 1.93%, 8.59%
22097,23.19%, 57.01%,-, 1.38%, 7.80%
22099,30.67%, 62.00%,-, 1.86%, 4.81%
22101,41.14%, 68.44%,-, 1.12%, 3.13%
22103,55.17%, 74.13%,-, 1.35%, 5.56%
22105,34.57%, 62.89%,-, 1.71%, 7.08%
22107,4.70%, 50.47%,-, 0.82%, 2.95%
22109,48.68%, 71.70%,-, 1.55%, 3.73%
22111,46.40%, 70.20%,-, 1.98%, 4.03%
22113,37.50%, 66.39%,-, 1.42%, 3.32%
22115,60.85%, 77.62%,-, 1.81%, 3.80%
22117,42.76%, 66.92%,-, 1.57%, 7.34%
22119,48.34%, 71.50%,-, 0.86%, 4.49%
22121,15.72%, 53.14%,-, 1.52%, 7.93%
22123,62.53%, 77.24%,-,-, 5.52%
22125,3.28%, 42.13%,-, 1.60%, 10.86%
22127,45.63%, 70.40%,-, 1.43%, 3.41%
23001,0.26%, 49.86%,-, 0.02%,-
23003,24.80%, 62.37%,-, 0.07%,-
23005,21.20%, 60.59%,-, 0.03%,-
23007,33.15%, 66.50%,-, 0.16%,-
23009,47.85%, 73.90%,-, 0.04%,-
23011,20.08%, 59.99%,-, 0.10%,-
23013,40.38%, 70.19%,-,-,-
23015,44.60%, 72.28%,-, 0.04%,-
23017,28.97%, 64.36%,-, 0.26%,-
23019,23.87%, 61.92%,-, 0.02%,-
23021,29.41%, 64.70%,-, 0.01%,-
23023,30.83%, 65.35%,-, 0.13%,-
23025,25.98%, 62.97%,-, 0.03%,-
23027,37.56%, 68.78%,-, 0.01%,-
23029,35.23%, 67.57%,-, 0.10%,-
23031,15.09%, 57.53%,-, 0.04%,-
24001,30.83%, 64.55%,-, 1.73%,-
24003,45.97%, 72.26%,-, 1.46%,-
24005,42.20%, 70.30%,-, 1.61%,-
24009,28.25%, 63.43%,-, 1.39%,-
24011,46.37%, 72.71%,-, 0.94%,-
24013,57.04%, 77.25%,-,-, 2.54%
24015,43.75%, 70.82%,-,-, 2.10%
24017,35.97%, 67.34%,-, 1.30%,-
24019,51.62%, 74.97%,-, 1.68%,-
24021,40.74%, 69.48%,-, 1.78%,-
24023,55.49%, 76.60%,-,-, 2.29%
24025,47.73%, 73.16%,-, 1.42%,-
24027,28.36%, 63.55%,-, 1.26%,-
24029,29.79%, 64.36%,-, 1.07%,-
24031,13.95%, 56.50%,-, 0.95%,-
24033,18.27%, 58.55%,-, 1.17%,-
24035,42.91%, 70.45%,-,-, 2.01%
24037,36.18%, 67.55%,-, 1.07%,-
24039,35.76%, 67.33%,-, 1.10%,-
24041,50.11%, 74.73%,-, 0.65%,-
24043,40.57%, 69.27%,-,-, 2.04%
24045,40.42%, 69.71%,-, 1.01%,-
24047,51.08%, 75.22%,-, 0.65%,-
24510,8.25%, 45.15%,-, 1.45%,-
25001,23.05%, 61.14%,-, 0.78%,-
25003,7.56%, 45.83%,-, 0.77%,-
25005,9.95%, 44.71%,-, 0.64%,-
25007,7.17%, 53.32%,-, 0.53%,-
25009,6.49%, 46.46%,-, 0.58%,-
25011,14.58%, 56.92%,-, 0.73%,-
25013,4.82%, 47.31%,-, 0.56%,-
25015,7.54%, 45.72%,-, 1.03%,-
25017,12.35%, 43.56%,-, 0.53%,-
25019,19.58%, 59.58%,-, 0.42%,-
25021,5.67%, 46.89%,-, 0.54%,-
25023,4.75%, 52.07%,-, 0.60%,-
25025,32.03%, 33.73%,-, 0.51%,-
25027,6.07%, 46.70%,-, 0.52%,-
26001,33.55%, 65.91%,-, 1.73%,-
26003,5.98%, 52.48%,-, 1.03%,-
26005,39.15%, 68.47%,-, 0.15%, 2.06%
26007,11.91%, 55.05%,-, 1.81%,-
26009,32.92%, 64.77%,-, 0.21%, 3.18%
26011,16.84%, 57.43%,-, 1.98%,-
26013,11.19%, 54.93%,-, 1.33%,-
26015,30.24%, 64.02%,-, 0.10%, 2.09%
26017,3.00%, 50.08%,-, 0.13%, 2.72%
26019,33.94%, 66.26%,-, 1.43%,-
26021,38.77%, 68.26%,-, 0.13%, 2.11%
26023,25.88%, 62.01%,-, 1.86%,-
26025,18.59%, 58.27%,-, 2.05%,-
26027,34.54%, 66.31%,-, 1.92%,-
26029,22.08%, 59.04%,-, 0.07%, 3.93%
26031,20.15%, 59.11%,-, 1.93%,-
26033,19.18%, 59.03%,-, 1.13%,-
26035,28.16%, 62.99%,-, 0.11%, 2.06%
26037,38.51%, 68.38%,-, 1.76%,-
26039,25.71%, 61.98%,-, 1.75%,-
26041,2.24%, 48.14%,-, 1.49%,-
26043,5.55%, 51.12%,-, 0.08%, 3.23%
26045,38.33%, 68.47%,-, 1.38%,-
26047,25.84%, 61.91%,-, 2.01%,-
26049,7.30%, 52.78%,-, 1.73%,-
26051,26.10%, 61.94%,-, 0.04%, 2.19%
26053,6.00%, 52.26%,-, 1.49%,-
26055,31.84%, 64.81%,-, 0.10%, 2.11%
26057,38.22%, 68.41%,-, 1.41%,-
26059,39.42%, 68.64%,-, 0.10%, 2.05%
26061,17.00%, 58.07%,-, 0.87%,-
26063,36.83%, 67.36%,-, 0.11%, 2.00%
26065,8.39%, 53.60%,-, 1.19%,-
26067,26.75%, 62.57%,-, 1.60%,-
26069,29.93%, 64.10%,-, 1.74%,-
26071,1.60%, 49.21%,-, 0.07%, 3.10%
26073,12.81%, 55.47%,-, 1.87%,-
26075,27.08%, 62.33%,-, 0.14%, 2.28%
26077,19.91%, 58.77%,-, 0.26%, 2.12%
26079,32.32%, 64.39%,-, 0.07%, 3.47%
26081,20.78%, 59.30%,-, 0.15%, 2.03%
26083,21.91%, 60.49%,-, 0.93%,-
26085,0.51%, 48.93%,-, 1.63%,-
26087,34.58%, 66.02%,-, 0.14%, 2.39%
26089,33.77%, 65.82%,-, 0.09%, 2.04%
26091,26.45%, 62.39%,-, 1.67%,-
26093,36.57%, 66.85%,-, 0.12%, 2.75%
26095,28.83%, 63.49%,-, 1.85%,-
26097,22.71%, 60.66%,-, 1.39%,-
26099,27.75%, 62.67%,-, 0.16%, 2.24%
26101,16.30%, 57.20%,-, 1.90%,-
26103,6.73%, 52.67%,-, 1.40%,-
26105,29.06%, 63.57%,-, 1.93%,-
26107,30.17%, 64.29%,-, 1.59%,-
26109,12.78%, 55.19%,-, 0.04%, 2.37%
26111,25.97%, 61.38%,-, 0.19%, 3.01%
26113,46.73%, 71.79%,-, 0.16%, 2.98%
26115,13.03%, 54.76%,-, 0.14%, 3.37%
26117,25.77%, 61.97%,-, 1.84%,-
26119,31.71%, 64.49%,-, 0.07%, 2.65%
26121,22.29%, 59.60%,-, 0.22%, 2.87%
26123,33.96%, 65.62%,-, 0.14%, 2.58%
26125,29.62%, 63.78%,-, 2.07%,-
26127,31.73%, 64.20%,-, 0.08%, 3.25%
26129,23.66%, 60.77%,-, 0.11%, 2.02%
26131,17.03%, 57.51%,-, 2.01%,-
26133,43.08%, 69.95%,-, 0.28%, 2.90%
26135,38.24%, 67.61%,-, 0.13%, 2.90%
26137,19.45%, 58.93%,-, 1.59%,-
26139,46.18%, 71.99%,-, 0.15%, 2.05%
26141,15.54%, 56.23%,-, 0.02%, 3.07%
26143,30.24%, 64.17%,-, 1.89%,-
26145,23.56%, 61.03%,-, 1.50%,-
26147,28.25%, 63.05%,-, 0.11%, 2.05%
26149,40.69%, 69.15%,-, 0.07%, 2.32%
26151,47.94%, 72.93%,-, 2.08%,-
26153,13.36%, 56.01%,-, 1.33%,-
26155,26.09%, 61.62%,-, 0.10%, 2.74%
26157,37.60%, 67.96%,-, 1.68%,-
26159,31.32%, 64.57%,-, 2.18%,-
26161,4.48%, 46.98%,-, 1.57%,-
26163,8.17%, 45.08%,-, 1.66%,-
26165,25.57%, 61.43%,-, 0.01%, 2.69%
27001,9.18%, 53.73%,-, 1.72%,-
27003,2.55%, 49.77%,-, 0.79%, 2.21%
27005,12.29%, 55.43%,-, 1.43%,-
27007,6.61%, 52.20%,-, 2.21%,-
27009,3.93%, 49.35%,-, 0.57%, 4.65%
27011,10.88%, 43.52%,-, 2.09%,-
27013,8.72%, 53.68%,-, 1.36%,-
27015,27.06%, 61.21%,-, 0.27%, 4.38%
27017,13.13%, 42.77%,-, 1.33%,-
27019,26.57%, 61.46%,-, 0.44%, 3.21%
27021,18.33%, 57.70%,-, 0.36%, 2.58%
27023,2.08%, 50.18%,-, 1.72%,-
27025,5.89%, 51.06%,-, 0.47%, 3.31%
27027,9.87%, 54.36%,-, 1.15%,-
27029,1.85%, 49.39%,-, 0.62%, 2.44%
27031,16.79%, 57.62%,-, 1.54%,-
27033,21.83%, 60.19%,-, 1.44%,-
27035,8.74%, 53.01%,-, 2.71%,-
27037,10.01%, 53.96%,-, 2.08%,-
27039,32.72%, 65.08%,-, 0.22%, 2.34%
27041,9.34%, 52.97%,-, 0.30%, 3.09%
27043,29.39%, 64.05%,-, 1.29%,-
27045,37.78%, 67.94%,-, 1.89%,-
27047,15.08%, 56.90%,-, 1.28%,-
27049,28.13%, 63.00%,-, 2.14%,-
27051,4.59%, 46.84%,-, 1.73%,-
27053,5.19%, 51.64%,-, 1.91%,-
27055,34.90%, 66.57%,-, 1.76%,-
27057,20.85%, 59.31%,-, 2.23%,-
27059,0.72%, 48.66%,-, 0.47%, 2.92%
27061,6.78%, 45.58%,-, 2.06%,-
27063,4.22%, 51.50%,-, 1.23%,-
27065,9.20%, 51.71%,-, 0.54%, 5.25%
27067,4.26%, 45.74%,-, 0.73%, 3.53%
27069,7.13%, 52.66%,-, 1.81%,-
27071,3.94%, 50.91%,-, 2.12%,-
27073,1.26%, 48.43%,-, 1.89%,-
27075,16.83%, 40.70%,-, 1.77%,-
27077,12.96%, 55.44%,-, 2.09%,-
27079,6.46%, 52.50%,-, 1.45%,-
27081,6.52%, 45.93%,-, 1.61%,-
27083,1.77%, 50.04%,-, 1.69%,-
27085,25.78%, 61.42%,-, 0.42%, 2.52%
27087,5.61%, 46.30%,-, 1.78%,-
27089,7.66%, 52.73%,-, 2.20%,-
27091,32.03%, 64.59%,-, 0.19%, 2.65%
27093,16.75%, 57.06%,-, 0.44%, 2.19%
27095,13.92%, 55.83%,-, 2.26%,-
27097,2.26%, 46.35%,-, 0.44%, 4.61%
27099,1.74%, 48.36%,-, 1.53%,-
27101,1.11%, 49.92%,-, 1.27%,-
27103,14.00%, 56.28%,-, 1.44%,-
27105,4.87%, 47.04%,-, 1.05%,-
27107,1.83%, 50.51%,-, 0.82%,-
27109,40.52%, 68.96%,-, 0.42%, 2.18%
27111,25.94%, 62.21%,-, 1.52%,-
27113,9.94%, 53.76%,-, 0.20%, 2.23%
27115,1.09%, 48.41%,-, 0.45%, 3.82%
27117,12.31%, 55.57%,-, 1.18%,-
27119,4.87%, 51.24%,-, 0.27%, 2.12%
27121,5.28%, 45.94%,-, 0.19%, 2.64%
27123,6.04%, 45.59%,-, 2.78%,-
27125,14.05%, 41.40%,-, 0.31%, 2.83%
27127,28.09%, 62.43%,-, 0.26%, 2.97%
27129,8.26%, 53.06%,-, 2.15%,-
27131,6.47%, 52.62%,-, 1.23%,-
27133,24.61%, 61.83%,-, 0.94%,-
27135,8.38%, 53.22%,-, 1.95%,-
27137,18.88%, 39.77%,-, 1.58%,-
27139,3.93%, 50.85%,-, 2.23%,-
27141,3.03%, 50.03%,-, 0.54%, 2.41%
27143,29.80%, 64.17%,-, 1.47%,-
27145,0.88%, 45.78%,-, 0.63%, 6.94%
27147,30.91%, 64.69%,-, 1.52%,-
27149,0.69%, 48.70%,-, 1.91%,-
27151,17.38%, 40.40%,-, 1.83%,-
27153,11.02%, 53.14%,-, 0.33%, 4.41%
27155,15.32%, 41.77%,-, 1.15%,-
27157,25.45%, 61.31%,-, 0.29%, 2.54%
27159,16.37%, 57.05%,-, 0.20%, 2.08%
27161,28.98%, 63.89%,-, 1.20%,-
27163,8.42%, 53.03%,-, 2.37%,-
27165,27.69%, 63.35%,-, 0.99%,-
27167,13.51%, 56.00%,-, 1.51%,-
27169,14.64%, 56.45%,-, 1.74%,-
27171,6.71%, 51.56%,-, 0.41%, 3.17%
27173,3.02%, 50.32%,-, 2.38%,-
28001,37.95%, 67.16%,-, 1.62%, 2.01%
28003,69.01%, 83.28%,-, 2.46%,-
28005,40.24%, 68.94%,-, 0.10%, 2.25%
28007,60.99%, 79.50%,-, 2.00%,-
28009,34.99%, 66.35%,-,-, 2.28%
28011,33.80%, 66.12%,-, 1.56%,-
28013,83.05%, 90.37%,-, 0.06%, 2.24%
28015,49.38%, 73.31%,-, 0.04%, 2.72%
28017,71.60%, 84.66%,-, 2.28%,-
28019,74.30%, 86.57%,-, 1.17%,-
28021,15.24%, 41.76%,-, 1.24%,-
28023,64.50%, 81.56%,-, 1.38%,-
28025,46.44%, 71.39%,-, 1.61%, 2.05%
28027,26.98%, 61.56%,-, 0.76%, 3.10%
28029,49.14%, 73.11%,-, 2.91%,-
28031,70.04%, 84.09%,-, 1.86%,-
28033,64.97%, 80.88%,-, 0.01%, 3.21%
28035,64.17%, 80.56%,-, 0.09%, 2.97%
28037,60.02%, 78.73%,-, 0.47%, 2.10%
28039,86.60%, 92.90%,-, 0.79%,-
28041,68.66%, 83.52%,-, 1.62%,-
28043,52.08%, 75.09%,-, 1.89%,-
28045,73.76%, 86.28%,-, 1.19%,-
28047,70.21%, 84.02%,-, 2.17%,-
28049,58.03%, 77.82%,-, 2.40%,-
28051,4.50%, 47.23%,-, 1.03%,-
28053,42.64%, 69.01%,-,-, 2.54%
28055,26.54%, 60.80%,-, 1.99%, 2.95%
28057,78.93%, 89.20%,-, 0.52%,-
28059,78.56%, 88.68%,-, 1.20%,-
28061,58.07%, 78.47%,-, 1.13%,-
28063,12.50%, 43.37%,-, 0.77%,-
28065,46.96%, 72.83%,-, 1.31%,-
28067,69.61%, 83.79%,-, 2.03%,-
28069,52.33%, 75.25%,-, 1.83%,-
28071,54.86%, 76.89%,-, 1.07%,-
28073,79.71%, 88.38%,-, 0.11%, 2.83%
28075,66.39%, 81.79%,-, 0.08%, 2.73%
28077,64.64%, 81.70%,-, 1.23%,-
28079,59.37%, 79.13%,-, 1.11%,-
28081,70.03%, 82.60%,-, 0.84%, 4.00%
28083,52.86%, 75.58%,-, 1.69%,-
28085,73.89%, 86.01%,-, 1.87%,-
28087,60.01%, 78.70%,-, 0.07%, 2.54%
28089,17.94%, 57.20%,-, 0.84%, 2.71%
28091,59.65%, 79.40%,-, 0.84%,-
28093,27.09%, 62.10%,-, 0.75%, 2.15%
28095,69.31%, 84.10%,-, 1.11%,-
28097,54.33%, 76.32%,-, 1.69%,-
28099,77.71%, 88.22%,-, 1.27%,-
28101,78.64%, 88.05%,-, 0.06%, 2.48%
28103,35.14%, 66.28%,-, 0.12%, 2.46%
28105,52.50%, 75.56%,-, 1.39%,-
28107,42.67%, 70.61%,-, 1.44%,-
28109,77.45%, 88.04%,-, 1.36%,-
28111,70.18%, 84.14%,-, 1.91%,-
28113,46.39%, 72.08%,-, 0.15%, 2.07%
28115,79.70%, 89.45%,-, 0.80%,-
28117,83.25%, 91.12%,-, 1.01%,-
28119,51.12%, 74.41%,-, 2.30%,-
28121,71.82%, 85.19%,-, 1.43%,-
28123,61.46%, 79.95%,-, 1.56%,-
28125,36.73%, 67.94%,-, 0.86%,-
28127,72.67%, 85.87%,-, 0.94%,-
28129,85.48%, 92.35%,-, 0.77%,-
28131,77.98%, 88.49%,-, 1.00%,-
28133,47.79%, 73.27%,-, 1.25%,-
28135,58.60%, 77.37%,-, 0.34%, 3.53%
28137,53.76%, 75.74%,-, 2.27%,-
28139,73.46%, 85.87%,-, 1.72%,-
28141,79.77%, 89.23%,-, 1.30%,-
28143,25.29%, 62.19%,-, 0.90%,-
28145,77.35%, 87.91%,-, 1.52%,-
28147,60.53%, 79.66%,-, 1.20%,-
28149,47.93%, 71.97%,-, 0.87%, 3.12%
28151,33.18%, 63.78%,-,-, 3.54%
28153,64.86%, 82.08%,-, 0.71%,-
28155,79.24%, 89.15%,-, 0.93%,-
28157,6.52%, 52.65%,-, 1.21%,-
28159,57.99%, 78.64%,-, 0.70%,-
28161,56.54%, 77.53%,-, 1.47%,-
28163,46.34%, 72.58%,-, 1.19%,-
29001,45.85%, 72.92%,-,-,-
29003,42.52%, 71.26%,-,-,-
29005,31.97%, 65.98%,-,-,-
29007,32.02%, 66.01%,-,-,-
29009,39.46%, 69.73%,-,-,-
29011,55.87%, 77.93%,-,-,-
29013,27.53%, 63.76%,-,-,-
29015,42.62%, 71.31%,-,-,-
29017,25.60%, 62.80%,-,-,-
29019,12.27%, 56.13%,-,-,-
29021,31.45%, 65.72%,-,-,-
29023,45.26%, 72.63%,-,-,-
29025,44.02%, 72.01%,-,-,-
29027,35.05%, 67.53%,-,-,-
29029,47.88%, 73.94%,-,-,-
29031,42.84%, 71.42%,-,-,-
29033,36.05%, 68.03%,-,-,-
29035,37.98%, 68.99%,-,-,-
29037,42.48%, 71.24%,-,-,-
29039,50.68%, 75.34%,-,-,-
29041,16.90%, 58.45%,-,-,-
29043,52.85%, 76.42%,-,-,-
29045,28.09%, 64.04%,-,-,-
29047,38.86%, 69.43%,-,-,-
29049,33.74%, 66.87%,-,-,-
29051,55.65%, 77.83%,-,-,-
29053,37.85%, 68.92%,-,-,-
29055,34.30%, 67.15%,-,-,-
29057,55.68%, 77.84%,-,-,-
29059,48.39%, 74.20%,-,-,-
29061,33.02%, 66.51%,-,-,-
29063,34.76%, 67.38%,-,-,-
29065,27.76%, 63.88%,-,-,-
29067,51.47%, 75.73%,-,-,-
29069,36.20%, 68.10%,-,-,-
29071,29.75%, 64.87%,-,-,-
29073,60.26%, 80.13%,-,-,-
29075,29.01%, 64.50%,-,-,-
29077,41.16%, 70.58%,-,-,-
29079,47.08%, 73.54%,-,-,-
29081,44.20%, 72.10%,-,-,-
29083,29.99%, 64.99%,-,-,-
29085,49.70%, 74.85%,-,-,-
29087,43.66%, 71.83%,-,-,-
29089,12.29%, 56.15%,-,-,-
29091,44.37%, 72.18%,-,-,-
29093,24.15%, 62.07%,-,-,-
29095,16.68%, 58.34%,-,-,-
29097,49.21%, 74.61%,-,-,-
29099,22.84%, 61.42%,-,-,-
29101,40.73%, 70.37%,-,-,-
29103,29.55%, 64.78%,-,-,-
29105,47.57%, 73.78%,-,-,-
29107,38.67%, 69.34%,-,-,-
29109,45.92%, 72.96%,-,-,-
29111,23.53%, 61.76%,-,-,-
29113,29.62%, 64.81%,-,-,-
29115,19.85%, 59.92%,-,-,-
29117,32.74%, 66.37%,-,-,-
29119,41.66%, 70.83%,-,-,-
29121,22.95%, 61.47%,-,-,-
29123,32.32%, 66.16%,-,-,-
29125,26.14%, 63.07%,-,-,-
29127,26.62%, 63.31%,-,-,-
29129,44.79%, 72.40%,-,-,-
29131,56.10%, 78.05%,-,-,-
29133,29.95%, 64.97%,-,-,-
29135,47.93%, 73.96%,-,-,-
29137,3.56%, 48.22%,-,-,-
29139,37.35%, 68.67%,-,-,-
29141,40.94%, 70.47%,-,-,-
29143,15.00%, 57.50%,-,-,-
29145,42.76%, 71.38%,-,-,-
29147,28.28%, 64.14%,-,-,-
29149,22.07%, 61.04%,-,-,-
29151,48.36%, 74.18%,-,-,-
29153,54.45%, 77.22%,-,-,-
29155,39.92%, 69.96%,-,-,-
29157,41.61%, 70.80%,-,-,-
29159,33.48%, 66.74%,-,-,-
29161,36.10%, 68.05%,-,-,-
29163,25.21%, 62.61%,-,-,-
29165,35.38%, 67.69%,-,-,-
29167,41.34%, 70.67%,-,-,-
29169,38.07%, 69.04%,-,-,-
29171,57.44%, 78.72%,-,-,-
29173,14.26%, 57.13%,-,-,-
29175,15.33%, 57.66%,-,-,-
29177,19.31%, 59.65%,-,-,-
29179,19.83%, 59.91%,-,-,-
29181,34.74%, 67.37%,-,-,-
29183,39.89%, 69.94%,-,-,-
29185,33.76%, 66.88%,-,-,-
29186,12.69%, 56.34%,-,-,-
29187,30.84%, 65.42%,-,-,-
29189,24.32%, 62.16%,-,-,-
29195,31.49%, 65.75%,-,-,-
29197,20.27%, 60.14%,-,-,-
29199,20.36%, 60.18%,-,-,-
29201,33.48%, 66.74%,-,-,-
29203,17.74%, 58.87%,-,-,-
29205,13.46%, 56.73%,-,-,-
29207,40.88%, 70.44%,-,-,-
29209,58.51%, 79.26%,-,-,-
29211,24.36%, 62.18%,-,-,-
29213,55.28%, 77.64%,-,-,-
29215,30.19%, 65.09%,-,-,-
29217,23.08%, 61.54%,-,-,-
29219,48.48%, 74.24%,-,-,-
29221,26.28%, 63.14%,-,-,-
29223,27.81%, 63.90%,-,-,-
29225,37.00%, 68.50%,-,-,-
29227,23.35%, 61.68%,-,-,-
29229,52.15%, 76.08%,-,-,-
29510,24.67%, 37.67%,-,-,-
30001,49.31%, 71.99%,-,-, 5.33%
30003,15.59%, 56.17%,-,-, 3.24%
30005,13.03%, 54.44%,-,-, 4.14%
30007,36.70%, 66.57%,-,-, 3.56%
30009,28.27%, 61.91%,-,-, 4.45%
30011,51.68%, 73.86%,-,-, 3.97%
30013,10.57%, 52.40%,-,-, 5.77%
30015,25.83%, 59.64%,-,-, 6.56%
30017,29.26%, 63.31%,-,-, 2.63%
30019,25.60%, 61.82%,-, 1.97%,-
30021,30.36%, 63.96%,-,-, 2.43%
30023,24.32%, 35.93%,-,-, 3.82%
30025,31.36%, 64.46%,-,-, 2.43%
30027,40.17%, 67.48%,-,-, 5.21%
30029,29.17%, 60.72%,-,-, 7.73%
30031,34.60%, 66.28%,-,-, 2.05%
30033,58.45%, 77.83%,-,-, 2.80%
30035,17.65%, 56.11%,-,-, 5.42%
30037,34.18%, 64.92%,-,-, 4.34%
30039,29.59%, 62.28%,-,-, 5.03%
30041,9.85%, 53.06%,-,-, 3.74%
30043,16.50%, 56.06%,-,-, 4.38%
30045,25.03%, 59.54%,-,-, 5.95%
30047,28.46%, 62.09%,-,-, 4.27%
30049,26.78%, 61.90%,-,-, 2.98%
30051,35.87%, 65.43%,-,-, 5.02%
30053,14.08%, 52.77%,-,-, 8.54%
30055,19.93%, 58.29%,-,-, 3.34%
30057,42.93%, 68.78%,-,-, 5.37%
30059,47.13%, 71.55%,-,-, 4.03%
30061,3.31%, 49.75%,-,-, 3.81%
30063,5.90%, 51.77%,-,-, 2.36%
30065,26.08%, 61.11%,-,-, 3.86%
30067,31.31%, 63.89%,-,-, 3.52%
30069,44.62%, 71.38%,-, 1.85%,-
30071,32.50%, 64.88%,-,-, 2.74%
30073,20.50%, 57.41%,-,-, 5.68%
30075,47.41%, 69.35%,-,-, 8.71%
30077,23.25%, 59.68%,-,-, 3.89%
30079,38.24%, 68.57%,-, 1.10%,-
30081,28.57%, 61.83%,-,-, 4.92%
30083,28.07%, 61.51%,-,-, 5.05%
30085,21.50%, 58.97%,-,-, 3.56%
30087,30.17%, 63.23%,-,-, 3.70%
30089,17.90%, 54.72%,-,-, 8.46%
30091,10.90%, 53.96%,-,-, 2.99%
30093,18.32%, 39.05%,-,-, 3.59%
30095,39.30%, 67.95%,-,-, 3.40%
30097,54.89%, 76.00%,-,-, 2.90%
30099,26.20%, 59.95%,-,-, 6.29%
30101,27.78%, 59.64%,-,-, 8.49%
30103,35.02%, 65.68%,-,-, 3.66%
30105,23.13%, 60.02%,-,-, 3.09%
30107,23.83%, 57.39%,-,-, 9.05%
30109,15.22%, 55.48%,-,-, 4.27%
30111,28.84%, 62.64%,-,-, 3.55%
31001,44.93%, 72.47%,-,-,-
31003,58.27%, 79.14%,-,-,-
31005,67.97%, 83.99%,-,-,-
31007,61.60%, 80.80%,-,-,-
31009,71.93%, 85.96%,-,-,-
31011,46.31%, 73.15%,-,-,-
31013,56.27%, 78.14%,-,-,-
31015,47.43%, 73.71%,-,-,-
31017,63.17%, 81.58%,-,-,-
31019,48.37%, 74.19%,-,-,-
31021,53.09%, 76.54%,-,-,-
31023,11.89%, 55.94%,-,-,-
31025,42.77%, 71.39%,-,-,-
31027,24.74%, 62.37%,-,-,-
31029,62.22%, 81.11%,-,-,-
31031,69.87%, 84.93%,-,-,-
31033,53.32%, 76.66%,-,-,-
31035,49.40%, 74.70%,-,-,-
31037,43.32%, 71.66%,-,-,-
31039,57.80%, 78.90%,-,-,-
31041,61.66%, 80.83%,-,-,-
31043,24.44%, 62.22%,-,-,-
31045,61.55%, 80.77%,-,-,-
31047,62.70%, 81.35%,-,-,-
31049,63.43%, 81.71%,-,-,-
31051,41.91%, 70.96%,-,-,-
31053,43.99%, 72.00%,-,-,-
31055,35.64%, 67.82%,-,-,-
31057,63.89%, 81.94%,-,-,-
31059,32.82%, 66.41%,-,-,-
31061,43.20%, 71.60%,-,-,-
31063,60.46%, 80.23%,-,-,-
31065,54.29%, 77.15%,-,-,-
31067,27.41%, 63.71%,-,-,-
31069,70.11%, 85.05%,-,-,-
31071,62.41%, 81.21%,-,-,-
31073,54.81%, 77.40%,-,-,-
31075,68.99%, 84.49%,-,-,-
31077,13.88%, 56.94%,-,-,-
31079,44.52%, 72.26%,-,-,-
31081,53.09%, 76.55%,-,-,-
31083,48.37%, 74.19%,-,-,-
31085,59.61%, 79.80%,-,-,-
31087,57.25%, 78.63%,-,-,-
31089,59.50%, 79.75%,-,-,-
31091,76.68%, 88.34%,-,-,-
31093,28.30%, 64.15%,-,-,-
31095,34.17%, 67.08%,-,-,-
31097,28.19%, 64.10%,-,-,-
31099,48.75%, 74.38%,-,-,-
31101,58.15%, 79.07%,-,-,-
31103,58.82%, 79.41%,-,-,-
31105,58.12%, 79.06%,-,-,-
31107,44.04%, 72.02%,-,-,-
31109,24.31%, 62.15%,-,-,-
31111,39.94%, 69.97%,-,-,-
31113,62.85%, 81.42%,-,-,-
31115,71.22%, 85.61%,-,-,-
31117,70.93%, 85.47%,-,-,-
31119,58.83%, 79.42%,-,-,-
31121,46.32%, 73.16%,-,-,-
31123,53.98%, 76.99%,-,-,-
31125,37.59%, 68.79%,-,-,-
31127,48.19%, 74.10%,-,-,-
31129,35.30%, 67.65%,-,-,-
31131,47.41%, 73.70%,-,-,-
31133,42.51%, 71.26%,-,-,-
31135,53.39%, 76.70%,-,-,-
31137,64.07%, 82.03%,-,-,-
31139,57.93%, 78.96%,-,-,-
31141,46.76%, 73.38%,-,-,-
31143,42.51%, 71.25%,-,-,-
31145,59.80%, 79.90%,-,-,-
31147,41.66%, 70.83%,-,-,-
31149,74.33%, 87.16%,-,-,-
31151,3.17%, 51.59%,-,-,-
31153,49.36%, 74.68%,-,-,-
31155,26.26%, 63.13%,-,-,-
31157,51.56%, 75.78%,-,-,-
31159,27.96%, 63.98%,-,-,-
31161,66.45%, 83.22%,-,-,-
31163,15.08%, 57.54%,-,-,-
31165,66.41%, 83.20%,-,-,-
31167,55.33%, 77.66%,-,-,-
31169,39.85%, 69.93%,-,-,-
31171,68.94%, 84.47%,-,-,-
31173,30.15%, 65.07%,-,-,-
31175,44.57%, 72.29%,-,-,-
31177,50.76%, 75.38%,-,-,-
31179,49.34%, 74.67%,-,-,-
31181,40.18%, 70.09%,-,-,-
31183,62.25%, 81.12%,-,-,-
31185,55.84%, 77.92%,-,-,-
32001,48.20%, 74.10%,-,-,-
32003,18.12%, 59.06%,-,-,-
32005,49.34%, 74.67%,-,-,-
32007,45.19%, 72.59%,-,-,-
32009,36.50%, 68.25%,-,-,-
32011,45.49%, 72.75%,-,-,-
32013,39.88%, 69.94%,-,-,-
32015,26.07%, 63.03%,-,-,-
32017,37.53%, 68.77%,-,-,-
32019,49.15%, 74.58%,-,-,-
