id,margin,nixon,mcgovern,other,other2
51161,56.65%, 77.28%,-, 2.09%,-
51163,50.68%, 74.28%,-, 2.12%,-
51165,65.16%, 81.67%,-, 1.82%,-
51167,19.32%, 58.93%,-, 1.47%,-
51169,34.23%, 66.18%,-, 1.87%,-
51171,66.01%, 82.46%,-, 1.09%,-
51173,46.56%, 72.27%,-, 2.02%,-
51175,35.93%, 67.09%,-, 1.75%,-
51177,33.11%, 65.73%,-, 1.65%,-
51179,46.04%, 72.39%,-, 1.26%,-
51181,3.73%, 50.40%,-, 2.93%,-
51183,12.32%, 54.99%,-, 2.33%,-
51185,37.99%, 67.81%,-, 2.37%,-
51187,41.25%, 69.40%,-, 2.45%,-
51191,47.70%, 72.70%,-, 2.30%,-
51193,34.48%, 66.00%,-, 2.49%,-
51195,20.79%, 59.94%,-, 0.90%,-
51197,50.71%, 73.96%,-, 2.79%,-
51199,52.64%, 74.90%,-, 0.80%, 2.04%
51510,13.34%, 55.95%,-, 1.45%,-
51515,42.56%, 68.20%,-, 1.84%, 4.31%
51520,38.74%, 68.46%,-, 1.82%,-
51530,43.79%, 70.26%,-, 3.26%,-
51540,20.18%, 59.42%,-, 1.33%,-
51550,40.00%, 67.95%,-, 1.61%, 2.49%
51570,79.01%, 87.99%,-, 3.04%,-
51580,32.09%, 63.71%,-, 0.90%, 3.77%
51590,49.15%, 73.68%,-, 1.80%,-
51595,39.80%, 68.82%,-, 2.16%,-
51600,37.31%, 67.73%,-, 1.85%,-
51610,21.69%, 60.02%,-, 1.64%,-
51620,31.12%, 64.98%,-, 1.15%,-
51630,30.33%, 64.53%,-, 1.27%,-
51640,47.21%, 72.63%,-, 1.94%,-
51650,33.64%, 65.49%,-, 2.66%,-
51660,56.13%, 77.26%,-, 1.60%,-
51670,54.33%, 75.88%,-, 2.57%,-
51678,31.40%, 64.98%,-, 1.45%,-
51680,50.59%, 74.11%,-, 2.36%,-
51683,0%,-,-,-,-
51685,0%,-,-,-,-
51690,25.09%, 61.32%,-, 2.45%,-
51700,37.05%, 67.40%,-, 2.26%,-
51710,19.10%, 57.97%,-, 3.16%,-
51720,27.42%, 62.68%,-, 2.06%,-
51730,12.89%, 55.67%,-, 1.55%,-
51735,0%,-,-,-,-
51740,20.28%, 58.49%,-, 1.09%, 2.21%
51750,38.81%, 68.68%,-, 1.44%,-
51760,16.42%, 57.59%,-, 1.25%,-
51770,31.54%, 64.67%,-, 2.20%,-
51775,51.70%, 74.79%,-, 2.12%,-
51790,58.22%, 78.25%,-, 1.71%,-
51800,40.32%, 69.54%,-, 1.24%,-
51810,55.70%, 76.56%,-, 2.59%,-
51820,57.94%, 77.75%,-, 2.43%,-
51830,16.47%, 57.46%,-, 1.54%,-
51840,52.50%, 75.55%,-, 1.40%,-
53001,43.66%, 68.22%,-, 0.22%, 6.99%
53003,6.09%, 50.36%,-, 0.16%, 5.21%
53005,28.65%, 61.02%,-, 0.31%, 6.30%
53007,26.31%, 60.13%,-, 0.48%, 5.58%
53009,23.32%, 58.25%,-, 0.25%, 6.56%
53011,2.72%, 49.13%,-, 0.34%, 4.13%
53013,43.85%, 69.47%,-,-, 4.90%
53015,6.21%, 51.21%,-, 0.39%, 3.40%
53017,27.96%, 60.31%,-, 0.15%, 7.19%
53019,16.70%, 53.37%,-, 0.46%, 9.50%
53021,20.00%, 56.75%,-, 0.28%, 6.22%
53023,34.09%, 65.45%,-, 0.20%, 3.00%
53025,24.55%, 59.25%,-, 0.31%, 5.74%
53027,3.99%, 45.65%,-, 0.51%, 4.21%
53029,39.50%, 68.12%,-, 0.39%, 2.87%
53031,13.01%, 53.49%,-, 0.70%, 5.35%
53033,16.27%, 56.39%,-, 0.54%, 2.95%
53035,19.41%, 56.84%,-, 0.39%, 5.34%
53037,11.51%, 53.96%,-, 0.36%, 3.23%
53039,13.60%, 54.20%,-, 0.32%, 4.89%
53041,24.90%, 58.64%,-, 0.23%, 7.38%
53043,41.59%, 69.14%,-, 0.27%, 3.05%
53045,10.53%, 53.10%,-, 0.37%, 3.96%
53047,18.98%, 56.09%,-, 0.46%, 6.34%
53049,3.29%, 46.73%,-, 0.39%, 2.85%
53051,23.03%, 59.57%,-, 0.34%, 3.55%
53053,18.46%, 56.91%,-, 0.46%, 4.18%
53055,31.48%, 63.90%,-, 0.61%, 3.08%
53057,20.37%, 58.13%,-, 0.38%, 3.73%
53059,5.10%, 48.70%,-, 0.57%, 7.15%
53061,19.62%, 57.27%,-, 0.49%, 4.58%
53063,23.95%, 59.37%,-, 0.32%, 4.90%
53065,31.00%, 61.26%,-, 0.29%, 8.19%
53067,19.85%, 57.48%,-, 0.46%, 4.44%
53069,1.27%, 47.39%,-, 0.23%, 6.26%
53071,38.93%, 67.87%,-, 0.40%, 2.78%
53073,19.48%, 58.21%,-, 0.41%, 2.66%
53075,20.29%, 58.70%,-, 0.44%, 2.45%
53077,22.87%, 58.93%,-, 0.25%, 4.75%
54001,32.50%, 66.25%,-,-,-
54003,41.55%, 70.78%,-,-,-
54005,5.68%, 52.84%,-,-,-
54007,6.48%, 53.24%,-,-,-
54009,18.15%, 59.08%,-,-,-
54011,34.79%, 67.39%,-,-,-
54013,13.18%, 56.59%,-,-,-
54015,8.45%, 54.23%,-,-,-
54017,55.96%, 77.98%,-,-,-
54019,8.74%, 54.37%,-,-,-
54021,20.41%, 60.20%,-,-,-
54023,70.55%, 85.28%,-,-,-
54025,33.24%, 66.62%,-,-,-
54027,30.65%, 65.33%,-,-,-
54029,22.50%, 61.25%,-,-,-
54031,26.68%, 63.34%,-,-,-
54033,26.45%, 63.23%,-,-,-
54035,41.23%, 70.61%,-,-,-
54037,26.83%, 63.41%,-,-,-
54039,26.19%, 63.09%,-,-,-
54041,47.40%, 73.70%,-,-,-
54043,9.32%, 54.66%,-,-,-
54045,2.62%, 48.69%,-,-,-
54047,13.53%, 56.76%,-,-,-
54049,15.13%, 57.57%,-,-,-
54051,26.45%, 63.23%,-,-,-
54053,28.02%, 64.01%,-,-,-
54055,39.03%, 69.52%,-,-,-
54057,37.20%, 68.60%,-,-,-
54059,14.53%, 57.27%,-,-,-
54061,21.97%, 60.98%,-,-,-
54063,27.48%, 63.74%,-,-,-
54065,45.89%, 72.94%,-,-,-
54067,23.90%, 61.95%,-,-,-
54069,27.46%, 63.73%,-,-,-
54071,27.76%, 63.88%,-,-,-
54073,25.31%, 62.65%,-,-,-
54075,18.78%, 59.39%,-,-,-
54077,44.79%, 72.39%,-,-,-
54079,26.80%, 63.40%,-,-,-
54081,28.80%, 64.40%,-,-,-
54083,29.02%, 64.51%,-,-,-
54085,57.19%, 78.59%,-,-,-
54087,28.12%, 64.06%,-,-,-
54089,21.47%, 60.74%,-,-,-
54091,35.55%, 67.77%,-,-,-
54093,19.50%, 59.75%,-,-,-
54095,49.86%, 74.93%,-,-,-
54097,56.45%, 78.23%,-,-,-
54099,21.99%, 60.99%,-,-,-
54101,1.08%, 50.54%,-,-,-
54103,29.71%, 64.86%,-,-,-
54105,35.21%, 67.60%,-,-,-
54107,43.01%, 71.50%,-,-,-
54109,27.90%, 63.95%,-,-,-
55001,8.87%, 53.18%,-, 0.19%, 2.32%
55003,3.95%, 46.93%,-, 2.19%,-
55005,21.66%, 59.94%,-, 1.79%,-
55007,5.27%, 51.92%,-, 1.43%,-
55009,16.12%, 56.49%,-, 0.24%, 2.90%
55011,10.92%, 54.40%,-, 2.12%,-
55013,10.67%, 54.37%,-, 1.92%,-
55015,14.23%, 55.85%,-, 0.42%, 2.11%
55017,1.41%, 49.35%,-, 0.27%, 2.43%
55019,19.94%, 56.47%,-, 0.21%, 6.80%
55021,17.42%, 58.02%,-, 1.39%,-
55023,19.29%, 58.67%,-, 1.95%,-
55025,17.18%, 40.88%,-, 1.05%,-
55027,25.85%, 61.54%,-, 0.20%, 2.58%
55029,30.36%, 64.25%,-, 1.86%,-
55031,13.33%, 42.58%,-, 1.51%,-
55033,7.80%, 53.04%,-, 1.71%,-
55035,5.12%, 51.33%,-, 0.29%, 2.17%
55037,11.92%, 54.06%,-, 0.22%, 3.56%
55039,26.01%, 60.99%,-, 0.28%, 3.75%
55041,4.77%, 49.77%,-, 0.13%, 5.10%
55043,26.01%, 62.29%,-, 1.43%,-
55045,33.76%, 66.14%,-, 1.48%,-
55047,38.51%, 67.67%,-, 0.13%, 3.04%
55049,16.47%, 57.53%,-, 1.42%,-
55051,2.17%, 49.93%,-, 0.29%, 2.03%
55053,23.04%, 60.79%,-, 1.45%,-
55055,21.63%, 59.47%,-, 0.21%, 2.49%
55057,23.54%, 60.19%,-, 0.21%, 2.95%
55059,10.32%, 53.93%,-, 0.29%, 2.17%
55061,17.16%, 57.15%,-, 0.14%, 2.73%
55063,28.32%, 63.29%,-, 1.73%,-
55065,26.89%, 62.91%,-, 1.08%,-
55067,17.79%, 57.26%,-, 0.16%, 3.12%
55069,18.74%, 57.25%,-, 0.20%, 4.03%
55071,0.32%, 48.51%,-, 0.18%, 3.13%
55073,7.06%, 51.28%,-, 0.17%, 4.33%
55075,18.64%, 57.36%,-, 0.40%, 3.52%
55077,26.73%, 62.61%,-, 1.52%,-
55078,25.92%, 36.37%,-, 1.33%,-
55079,4.54%, 46.05%,-, 0.34%, 3.02%
55081,34.85%, 66.68%,-, 1.50%,-
55083,22.53%, 59.38%,-, 0.26%, 3.51%
55085,22.02%, 58.83%,-, 0.29%, 4.07%
55087,21.92%, 59.84%,-, 2.23%,-
55089,28.49%, 61.88%,-, 0.22%, 4.51%
55091,1.66%, 49.26%,-, 0.24%, 2.91%
55093,2.46%, 50.35%,-, 1.76%,-
55095,6.61%, 52.40%,-, 1.82%,-
55097,18.07%, 40.04%,-, 1.85%,-
55099,12.71%, 54.39%,-, 0.25%, 3.68%
55101,15.70%, 56.41%,-, 0.27%, 2.62%
55103,33.58%, 66.14%,-, 1.31%,-
55105,17.83%, 58.03%,-, 1.77%,-
55107,1.08%, 47.89%,-, 0.33%, 2.80%
55109,6.54%, 52.50%,-, 1.53%,-
55111,18.89%, 58.79%,-, 1.30%,-
55113,26.70%, 62.52%,-, 1.66%,-
55115,37.03%, 67.01%,-, 0.13%, 2.88%
55117,0.89%, 49.40%,-, 2.08%,-
55119,16.13%, 55.87%,-, 0.15%, 4.24%
55121,14.77%, 56.69%,-, 1.39%,-
55123,33.02%, 65.83%,-, 1.37%,-
55125,37.49%, 65.92%,-, 0.19%, 5.46%
55127,34.21%, 66.09%,-, 2.02%,-
55129,15.60%, 56.84%,-, 1.92%,-
55131,18.16%, 56.81%,-, 0.25%, 4.30%
55133,25.43%, 60.85%,-, 0.25%, 3.49%
55135,42.07%, 70.13%,-, 1.80%,-
55137,35.20%, 66.27%,-, 0.19%, 2.46%
55139,17.56%, 57.28%,-, 0.28%, 2.72%
55141,16.28%, 54.88%,-, 0.15%, 6.37%
56001,18.02%, 58.92%,-, 0.19%,-
56003,51.05%, 75.44%,-, 0.16%,-
56005,57.79%, 78.64%,-, 0.51%,-
56007,27.53%, 63.69%,-, 0.16%,-
56009,54.33%, 77.07%,-, 0.20%,-
56011,67.35%, 83.41%,-, 0.52%,-
56013,38.61%, 69.12%,-, 0.38%,-
56015,40.94%, 70.27%,-, 0.39%,-
56017,41.78%, 70.89%,-,-,-
56019,66.68%, 83.13%,-, 0.42%,-
56021,31.59%, 65.67%,-, 0.24%,-
56023,40.64%, 67.08%,-,-, 6.49%
56025,41.15%, 70.49%,-, 0.17%,-
56027,62.20%, 81.00%,-, 0.20%,-
56029,50.03%, 74.79%,-, 0.44%,-
56031,40.77%, 70.35%,-, 0.06%,-
56033,38.18%, 69.03%,-, 0.13%,-
56035,63.16%, 81.55%,-, 0.06%,-
56037,16.40%, 58.05%,-, 0.30%,-
56039,44.03%, 70.03%,-,-, 3.98%
56041,34.77%, 67.03%,-, 0.70%,-
56043,51.87%, 75.92%,-, 0.03%,-
56045,58.69%, 78.47%,-, 1.75%,-
60010,0%,-,-,-,-
60020,0%,-,-,-,-
60030,0%,-,-,-,-
60040,0%,-,-,-,-
60050,0%,-,-,-,-
66010,0%,-,-,-,-
69085,0%,-,-,-,-
69100,0%,-,-,-,-
69110,0%,-,-,-,-
69120,0%,-,-,-,-
72001,0%,-,-,-,-
72003,0%,-,-,-,-
72005,0%,-,-,-,-
72007,0%,-,-,-,-
72009,0%,-,-,-,-
72011,0%,-,-,-,-
72013,0%,-,-,-,-
72015,0%,-,-,-,-
72017,0%,-,-,-,-
72019,0%,-,-,-,-
72021,0%,-,-,-,-
72023,0%,-,-,-,-
72025,0%,-,-,-,-
72027,0%,-,-,-,-
72029,0%,-,-,-,-
72031,0%,-,-,-,-
72033,0%,-,-,-,-
72035,0%,-,-,-,-
72037,0%,-,-,-,-
72039,0%,-,-,-,-
72041,0%,-,-,-,-
72043,0%,-,-,-,-
72045,0%,-,-,-,-
72047,0%,-,-,-,-
72049,0%,-,-,-,-
72051,0%,-,-,-,-
72053,0%,-,-,-,-
72054,0%,-,-,-,-
72055,0%,-,-,-,-
72057,0%,-,-,-,-
72059,0%,-,-,-,-
72061,0%,-,-,-,-
72063,0%,-,-,-,-
72065,0%,-,-,-,-
72067,0%,-,-,-,-
72069,0%,-,-,-,-
72071,0%,-,-,-,-
72073,0%,-,-,-,-
72075,0%,-,-,-,-
72077,0%,-,-,-,-
72079,0%,-,-,-,-
72081,0%,-,-,-,-
72083,0%,-,-,-,-
72085,0%,-,-,-,-
72087,0%,-,-,-,-
72089,0%,-,-,-,-
72091,0%,-,-,-,-
72093,0%,-,-,-,-
72095,0%,-,-,-,-
72097,0%,-,-,-,-
72099,0%,-,-,-,-
72101,0%,-,-,-,-
72103,0%,-,-,-,-
72105,0%,-,-,-,-
72107,0%,-,-,-,-
72109,0%,-,-,-,-
72111,0%,-,-,-,-
72113,0%,-,-,-,-
72115,0%,-,-,-,-
72117,0%,-,-,-,-
72119,0%,-,-,-,-
72121,0%,-,-,-,-
72123,0%,-,-,-,-
72125,0%,-,-,-,-
72127,0%,-,-,-,-
72129,0%,-,-,-,-
72131,0%,-,-,-,-
72133,0%,-,-,-,-
72135,0%,-,-,-,-
72137,0%,-,-,-,-
72139,0%,-,-,-,-
72141,0%,-,-,-,-
72143,0%,-,-,-,-
72145,0%,-,-,-,-
72147,0%,-,-,-,-
72149,0%,-,-,-,-
72151,0%,-,-,-,-
72153,0%,-,-,-,-
74300,0%,-,-,-,-
78010,0%,-,-,-,-
78020,0%,-,-,-,-
78030,0%,-,-,-,-
