id,margin,nixon,kennedy,other,hex_color
19173,23.76%, 61.85%, 38.09%,0.060000000000002274%,9d0061
19175,23.76%, 61.85%, 38.08%,0.06999999999999318%,9d0061
19177,27.97%, 63.94%, 35.96%,0.09999999999999432%,a3005b
19179,0.36%, 49.79%, 50.15%,0.060000000000002274%,7e007f
19181,18.49%, 59.25%, 40.75%,0.0%,970067
19183,29.04%, 64.48%, 35.45%,0.06999999999999318%,a4005a
19185,19.14%, 59.51%, 40.37%,0.12000000000000455%,970066
19187,0.28%, 50.11%, 49.83%,0.060000000000002274%,7f007f
19189,24.72%, 62.33%, 37.61%,0.060000000000002274%,9e005f
19191,9.03%, 54.48%, 45.45%,0.06999999999999318%,8a0073
19193,10.11%, 55.05%, 44.94%,0.010000000000005116%,8c0072
19195,8.66%, 54.28%, 45.62%,0.09999999999999432%,8a0074
19197,12.83%, 56.34%, 43.50%,0.1599999999999966%,8f006e
20001,32.06%, 65.89%, 33.83%,0.28000000000000114%,a80056
20003,25.18%, 62.35%, 37.18%,0.46999999999999886%,9e015e
20005,4.99%, 52.33%, 47.34%,0.3299999999999983%,850078
20007,33.35%, 66.48%, 33.13%,0.38999999999998636%,a90054
20009,11.44%, 55.61%, 44.17%,0.21999999999999886%,8d0070
20011,26.57%, 63.03%, 36.46%,0.5099999999999909%,a0015c
20013,45.03%, 72.25%, 27.21%,0.539999999999992%,b80145
20015,17.10%, 58.37%, 41.27%,0.35999999999999943%,940069
20017,28.51%, 64.06%, 35.54%,0.4000000000000057%,a3015a
20019,41.64%, 70.54%, 28.90%,0.5600000000000023%,b30149
20021,13.61%, 56.45%, 42.84%,0.7099999999999937%,8f016d
20023,43.42%, 71.42%, 28.01%,0.5699999999999932%,b60147
20025,40.87%, 70.27%, 29.40%,0.3300000000000125%,b3004a
20027,51.49%, 75.33%, 23.84%,0.8299999999999983%,c0023c
20029,21.54%, 60.58%, 39.04%,0.37999999999999545%,9a0063
20031,39.60%, 69.69%, 30.09%,0.21999999999999886%,b1004c
20033,44.01%, 71.85%, 27.85%,0.30000000000001137%,b70047
20035,24.55%, 61.98%, 37.42%,0.5999999999999943%,9e015f
20037,5.95%, 52.78%, 46.83%,0.39000000000000057%,860077
20039,27.94%, 63.83%, 35.89%,0.28000000000000114%,a2005b
20041,38.81%, 69.18%, 30.37%,0.44999999999998863%,b0014d
20043,35.05%, 67.38%, 32.34%,0.28000000000000114%,ab0052
20045,33.09%, 66.43%, 33.34%,0.22999999999998977%,a90055
20047,23.30%, 61.46%, 38.16%,0.37999999999999545%,9c0061
20049,37.67%, 68.46%, 30.79%,0.75%,ae014e
20051,29.62%, 35.16%, 64.78%,0.060000000000002274%,5900a5
20053,19.01%, 59.37%, 40.36%,0.27000000000001023%,970066
20055,19.71%, 59.62%, 39.90%,0.480000000000004%,980165
20057,15.61%, 57.67%, 42.05%,0.28000000000000114%,93006b
20059,36.93%, 68.20%, 31.28%,0.519999999999996%,ad014f
20061,23.03%, 61.28%, 38.25%,0.46999999999999886%,9c0161
20063,12.43%, 55.85%, 43.42%,0.7299999999999898%,8e016e
20065,26.19%, 62.96%, 36.76%,0.28000000000000114%,a0005d
20067,27.45%, 63.59%, 36.15%,0.2599999999999909%,a2005c
20069,21.38%, 60.56%, 39.18%,0.2599999999999909%,9a0063
20071,41.90%, 70.57%, 28.67%,0.7600000000000051%,b30149
20073,35.07%, 67.46%, 32.38%,0.1599999999999966%,ac0052
20075,19.85%, 59.76%, 39.91%,0.3300000000000125%,980065
20077,37.19%, 68.33%, 31.13%,0.5400000000000063%,ae014f
20079,37.36%, 68.38%, 31.02%,0.6000000000000085%,ae014f
20081,28.77%, 64.23%, 35.47%,0.29999999999999716%,a3005a
20083,23.62%, 61.45%, 37.82%,0.7299999999999898%,9c0160
20085,35.22%, 67.46%, 32.24%,0.30000000000001137%,ac0052
20087,31.64%, 65.73%, 34.09%,0.1799999999999926%,a70056
20089,45.10%, 72.25%, 27.15%,0.5999999999999943%,b80145
20091,32.46%, 66.16%, 33.70%,0.14000000000000057%,a80055
20093,24.45%, 62.11%, 37.67%,0.21999999999999886%,9e0060
20095,25.08%, 62.29%, 37.22%,0.4900000000000091%,9e015e
20097,49.66%, 74.56%, 24.90%,0.539999999999992%,be013f
20099,17.51%, 58.49%, 40.98%,0.5300000000000011%,950168
20101,31.91%, 65.41%, 33.50%,1.0900000000000034%,a60255
20103,6.36%, 53.06%, 46.70%,0.23999999999999488%,870077
20105,42.65%, 71.15%, 28.50%,0.3499999999999943%,b50048
20107,40.95%, 70.18%, 29.22%,0.5999999999999943%,b2014a
20109,31.06%, 65.22%, 34.16%,0.6200000000000045%,a60157
20111,22.13%, 60.90%, 38.77%,0.3299999999999983%,9b0062
20113,47.83%, 73.61%, 25.78%,0.6099999999999994%,bb0141
20115,46.65%, 73.20%, 26.55%,0.25%,ba0043
20117,25.36%, 62.50%, 37.14%,0.35999999999999943%,9f005e
20119,41.37%, 70.47%, 29.10%,0.4300000000000068%,b3014a
20121,16.10%, 57.85%, 41.75%,0.4000000000000057%,93016a
20123,24.17%, 61.80%, 37.63%,0.5699999999999932%,9d015f
20125,22.28%, 60.74%, 38.46%,0.7999999999999972%,9a0262
20127,35.34%, 67.40%, 32.07%,0.5300000000000011%,ab0151
20129,21.94%, 60.67%, 38.73%,0.5999999999999943%,9a0162
20131,7.60%, 53.61%, 46.02%,0.37000000000000455%,880075
20133,25.89%, 62.71%, 36.83%,0.46000000000000796%,9f015d
20135,27.23%, 63.39%, 36.16%,0.45000000000000284%,a1015c
20137,36.22%, 68.01%, 31.79%,0.19999999999998863%,ad0051
20139,28.54%, 64.02%, 35.47%,0.5100000000000051%,a3015a
20141,40.46%, 69.97%, 29.52%,0.5100000000000051%,b2014b
20143,34.11%, 66.81%, 32.70%,0.4899999999999949%,aa0153
20145,17.04%, 58.32%, 41.28%,0.4000000000000057%,940169
20147,51.12%, 75.34%, 24.22%,0.4399999999999977%,c0013d
20149,26.55%, 63.16%, 36.61%,0.23000000000000398%,a1005d
20151,27.84%, 63.59%, 35.74%,0.6699999999999875%,a2015b
20153,24.10%, 61.73%, 37.63%,0.6400000000000006%,9d015f
20155,20.95%, 60.21%, 39.27%,0.519999999999996%,990164
20157,31.93%, 65.62%, 33.69%,0.6899999999999977%,a70155
20159,29.96%, 64.81%, 34.85%,0.3400000000000034%,a50058
20161,44.33%, 71.97%, 27.63%,0.4000000000000057%,b70146
20163,26.75%, 63.25%, 36.50%,0.25%,a1005d
20165,8.07%, 53.86%, 45.79%,0.3499999999999943%,890074
20167,31.58%, 65.57%, 33.99%,0.4399999999999977%,a70156
20169,25.77%, 62.74%, 36.97%,0.28999999999999204%,9f005e
20171,43.13%, 71.28%, 28.15%,0.5699999999999932%,b50147
20173,10.98%, 55.23%, 44.25%,0.5200000000000102%,8c0170
20175,41.12%, 70.44%, 29.32%,0.2400000000000091%,b3004a
20177,21.53%, 60.63%, 39.10%,0.269999999999996%,9a0063
20179,4.61%, 51.93%, 47.32%,0.75%,840178
20181,30.65%, 65.08%, 34.43%,0.4900000000000091%,a50157
20183,44.27%, 71.88%, 27.60%,0.5200000000000102%,b70146
20185,31.75%, 65.54%, 33.79%,0.6699999999999875%,a70156
20187,31.87%, 65.72%, 33.86%,0.4200000000000017%,a70156
20189,37.92%, 68.74%, 30.82%,0.4399999999999977%,af014e
20191,23.49%, 61.51%, 38.02%,0.46999999999999886%,9c0160
20193,23.52%, 61.50%, 37.97%,0.5300000000000011%,9c0160
20195,23.86%, 61.76%, 37.90%,0.3400000000000034%,9d0060
20197,41.49%, 70.58%, 29.09%,0.3299999999999983%,b3004a
20199,36.40%, 68.20%, 31.80%,0.0%,ad0051
20201,36.76%, 68.09%, 31.34%,0.5699999999999932%,ad014f
20203,11.73%, 55.63%, 43.90%,0.46999999999999886%,8d016f
20205,35.96%, 67.77%, 31.81%,0.4200000000000017%,ac0151
20207,35.08%, 67.36%, 32.28%,0.35999999999999943%,ab0052
20209,8.68%, 45.27%, 53.95%,0.7800000000000011%,730189
21001,34.14%, 67.07%, 32.93%,0.0%,ab0053
21003,34.44%, 67.22%, 32.78%,0.0%,ab0053
21005,0.12%, 49.94%, 50.06%,0.0%,7f007f
21007,42.02%, 28.99%, 71.01%,0.0%,4900b5
21009,2.38%, 51.19%, 48.81%,0.0%,82007c
21011,4.50%, 47.75%, 52.25%,0.0%,790085
21013,13.55%, 56.77%, 43.23%,0.0%,90006e
21015,23.97%, 61.99%, 38.01%,0.0%,9e0060
21017,14.04%, 42.98%, 57.02%,0.0%,6d0091
21019,10.84%, 55.42%, 44.58%,0.0%,8d0071
21021,4.56%, 52.28%, 47.72%,0.0%,850079
21023,20.31%, 60.16%, 39.84%,0.0%,990065
21025,24.72%, 37.64%, 62.36%,0.0%,5f009f
21027,11.85%, 55.92%, 44.08%,0.0%,8e0070
21029,4.80%, 52.40%, 47.60%,0.0%,850079
21031,57.31%, 78.66%, 21.34%,0.0%,c80036
21033,23.39%, 61.70%, 38.30%,0.0%,9d0061
21035,16.61%, 41.69%, 58.31%,0.0%,6a0094
21037,8.41%, 54.21%, 45.79%,0.0%,8a0074
21039,28.82%, 35.59%, 64.41%,0.0%,5a00a4
21041,32.44%, 33.78%, 66.22%,0.0%,5600a8
21043,17.51%, 58.76%, 41.24%,0.0%,950069
21045,54.60%, 77.30%, 22.70%,0.0%,c50039
21047,13.39%, 43.31%, 56.69%,0.0%,6e0090
21049,4.62%, 52.31%, 47.69%,0.0%,850079
21051,56.18%, 78.09%, 21.91%,0.0%,c70037
21053,68.21%, 84.11%, 15.89%,0.0%,d60028
21055,35.49%, 67.74%, 32.26%,0.0%,ac0052
21057,52.50%, 76.25%, 23.75%,0.0%,c2003c
21059,15.23%, 57.62%, 42.38%,0.0%,92006c
21061,45.66%, 72.83%, 27.17%,0.0%,b90045
21063,37.46%, 31.27%, 68.73%,0.0%,4f00af
21065,29.70%, 64.85%, 35.15%,0.0%,a50059
21067,20.87%, 60.43%, 39.57%,0.0%,9a0064
21069,11.24%, 55.62%, 44.38%,0.0%,8d0071
21071,32.69%, 33.66%, 66.34%,0.0%,5500a9
21073,19.59%, 40.21%, 59.79%,0.0%,660098
21075,26.69%, 36.65%, 63.35%,0.0%,5d00a1
21077,15.25%, 42.38%, 57.62%,0.0%,6c0092
21079,21.57%, 60.78%, 39.22%,0.0%,9a0064
21081,6.50%, 53.25%, 46.75%,0.0%,870077
21083,22.60%, 38.70%, 61.30%,0.0%,62009c
21085,34.24%, 67.12%, 32.88%,0.0%,ab0053
21087,39.07%, 69.53%, 30.47%,0.0%,b1004d
21089,7.54%, 53.77%, 46.23%,0.0%,890075
21091,18.75%, 59.38%, 40.62%,0.0%,970067
21093,9.27%, 54.63%, 45.37%,0.0%,8b0073
21095,10.34%, 44.83%, 55.17%,0.0%,72008c
21097,20.30%, 39.85%, 60.15%,0.0%,650099
21099,7.14%, 53.57%, 46.43%,0.0%,880076
21101,2.42%, 48.79%, 51.21%,0.0%,7c0082
21103,26.80%, 36.60%, 63.40%,0.0%,5d00a1
21105,38.42%, 30.79%, 69.21%,0.0%,4e00b0
21107,7.18%, 46.41%, 53.59%,0.0%,760088
21109,80.70%, 90.35%, 9.65%,0.0%,e60018
21111,0.59%, 50.30%, 49.70%,0.0%,80007e
21113,15.91%, 57.95%, 42.05%,0.0%,93006b
21115,33.95%, 66.97%, 33.03%,0.0%,aa0054
21117,5.79%, 52.89%, 47.11%,0.0%,860078
21119,47.40%, 26.30%, 73.70%,0.0%,4300bb
21121,32.59%, 66.29%, 33.71%,0.0%,a90055
21123,21.80%, 60.90%, 39.10%,0.0%,9b0063
21125,52.85%, 76.42%, 23.58%,0.0%,c2003c
21127,9.39%, 54.69%, 45.31%,0.0%,8b0073
21129,35.49%, 67.74%, 32.26%,0.0%,ac0052
21131,66.09%, 83.05%, 16.95%,0.0%,d3002b
21133,1.73%, 50.87%, 49.13%,0.0%,81007d
21135,38.81%, 69.41%, 30.59%,0.0%,b0004e
21137,22.29%, 61.15%, 38.85%,0.0%,9b0063
21139,3.83%, 51.92%, 48.08%,0.0%,84007a
21141,6.81%, 46.59%, 53.41%,0.0%,760088
21143,14.77%, 42.61%, 57.39%,0.0%,6c0092
21145,12.82%, 43.59%, 56.41%,0.0%,6f008f
21147,59.78%, 79.89%, 20.11%,0.0%,cb0033
21149,13.88%, 56.94%, 43.06%,0.0%,91006d
21151,8.70%, 54.35%, 45.65%,0.0%,8a0074
21153,5.09%, 52.54%, 47.46%,0.0%,850079
21155,32.16%, 33.92%, 66.08%,0.0%,5600a8
21157,1.40%, 49.30%, 50.70%,0.0%,7d0081
21159,43.13%, 71.57%, 28.43%,0.0%,b60048
21161,15.77%, 57.89%, 42.11%,0.0%,93006b
21163,13.27%, 43.36%, 56.64%,0.0%,6e0090
21165,9.52%, 45.24%, 54.76%,0.0%,73008b
21167,13.63%, 56.81%, 43.19%,0.0%,90006e
21169,16.03%, 58.02%, 41.98%,0.0%,93006b
21171,63.44%, 81.72%, 18.28%,0.0%,d0002e
21173,3.50%, 48.25%, 51.75%,0.0%,7b0083
21175,25.76%, 37.12%, 62.88%,0.0%,5e00a0
21177,14.82%, 57.41%, 42.59%,0.0%,92006c
21179,21.88%, 39.06%, 60.94%,0.0%,63009b
21181,15.80%, 42.10%, 57.90%,0.0%,6b0093
21183,36.73%, 68.37%, 31.63%,0.0%,ae0050
21185,6.24%, 53.12%, 46.88%,0.0%,870077
21187,33.73%, 33.13%, 66.87%,0.0%,5400aa
21189,72.49%, 86.24%, 13.76%,0.0%,db0023
21191,22.91%, 61.46%, 38.54%,0.0%,9c0062
21193,7.30%, 53.65%, 46.35%,0.0%,880076
21195,13.41%, 43.30%, 56.70%,0.0%,6e0090
21197,14.68%, 57.34%, 42.66%,0.0%,92006c
21199,58.70%, 79.35%, 20.65%,0.0%,ca0034
21201,4.65%, 47.67%, 52.33%,0.0%,790085
21203,55.46%, 77.73%, 22.27%,0.0%,c60038
21205,2.94%, 51.47%, 48.53%,0.0%,83007b
21207,49.45%, 74.72%, 25.28%,0.0%,be0040
21209,8.30%, 45.85%, 54.15%,0.0%,74008a
21211,13.14%, 43.43%, 56.57%,0.0%,6e0090
21213,15.65%, 42.18%, 57.82%,0.0%,6b0093
21215,3.94%, 51.97%, 48.03%,0.0%,84007a
21217,36.22%, 68.11%, 31.89%,0.0%,ad0051
21219,20.99%, 39.50%, 60.50%,0.0%,64009a
21221,23.29%, 38.35%, 61.65%,0.0%,61009d
21223,36.22%, 31.89%, 68.11%,0.0%,5100ad
21225,31.80%, 34.10%, 65.90%,0.0%,5600a8
21227,9.78%, 54.89%, 45.11%,0.0%,8b0073
21229,4.80%, 52.40%, 47.60%,0.0%,850079
21231,33.84%, 66.92%, 33.08%,0.0%,aa0054
21233,12.00%, 44.00%, 56.00%,0.0%,70008e
21235,43.68%, 71.84%, 28.16%,0.0%,b70047
21237,10.49%, 44.76%, 55.24%,0.0%,72008c
21239,6.63%, 53.32%, 46.68%,0.0%,870077
22001,58.50%, 17.34%, 75.84%,6.819999999999993%,2c11c1
22003,32.87%, 26.97%, 59.84%,13.189999999999998%,442198
22005,61.46%, 13.30%, 74.76%,11.939999999999998%,211ebe
22007,53.50%, 18.19%, 71.69%,10.120000000000005%,2e19b6
22009,63.33%, 12.66%, 75.98%,11.36%,201cc1
22011,7.90%, 40.77%, 48.67%,10.560000000000002%,671a7c
22013,13.05%, 34.67%, 17.62%,47.709999999999994%,58792c
22015,3.85%, 39.32%, 25.21%,35.47%,645a40
22017,29.50%, 54.29%, 24.80%,20.909999999999997%,8a353f
22019,37.18%, 27.22%, 64.40%,8.379999999999995%,4515a4
22021,1.08%, 35.08%, 34.00%,30.92%,594e56
22023,69.32%, 13.76%, 83.08%,3.1599999999999966%,2308d3
22025,17.26%, 45.54%, 26.17%,28.289999999999992%,744842
22027,17.98%, 34.67%, 12.69%,52.64%,588620
22029,16.36%, 30.29%, 23.06%,46.650000000000006%,4d763a
22031,1.13%, 36.11%, 26.65%,37.24%,5c5e43
22033,15.20%, 31.45%, 46.65%,21.900000000000006%,503776
22035,17.32%, 29.40%, 23.88%,46.72%,4a773c
22037,34.46%, 16.24%, 24.65%,59.11%,29963e
22039,69.23%, 11.32%, 80.55%,8.129999999999995%,1c14cd
22041,3.81%, 33.08%, 30.03%,36.89%,545e4c
22043,3.99%, 32.30%, 31.40%,36.300000000000004%,525c50
22045,36.74%, 22.95%, 59.70%,17.349999999999994%,3a2c98
22047,56.40%, 15.85%, 72.25%,11.900000000000006%,281eb8
22049,9.78%, 43.88%, 34.10%,22.019999999999996%,6f3856
22051,23.79%, 27.48%, 51.28%,21.239999999999995%,463682
22053,41.93%, 25.84%, 67.77%,6.390000000000001%,4110ac
22055,35.64%, 26.66%, 62.30%,11.040000000000006%,431c9e
22057,58.01%, 18.25%, 76.26%,5.489999999999995%,2e0dc2
22059,32.46%, 55.26%, 21.94%,22.799999999999997%,8c3a37
22061,28.85%, 54.14%, 20.57%,25.289999999999992%,8a4034
22063,1.33%, 14.39%, 43.47%,42.14%,246b6e
22065,20.92%, 33.32%, 12.45%,54.230000000000004%,548a1f
22067,29.44%, 53.37%, 22.70%,23.930000000000007%,883d39
22069,3.10%, 36.29%, 39.39%,24.319999999999993%,5c3e64
22071,22.83%, 26.80%, 49.64%,23.560000000000002%,443c7e
22073,27.59%, 54.56%, 26.97%,18.47%,8b2f44
22075,43.92%, 13.84%, 21.12%,65.03999999999999%,23a535
22077,55.42%, 16.39%, 71.81%,11.799999999999997%,291eb7
22079,6.29%, 34.29%, 40.58%,25.129999999999995%,574067
22081,37.98%, 21.18%, 19.67%,59.15%,369632
22083,3.02%, 35.62%, 25.74%,38.64%,5a6241
22085,0.12%, 41.08%, 40.96%,17.960000000000008%,682d68
22087,1.81%, 13.07%, 42.56%,44.37%,21716c
22089,50.45%, 20.86%, 71.31%,7.829999999999998%,3513b5
22091,8.68%, 16.36%, 37.48%,46.160000000000004%,29755f
22093,70.42%, 11.67%, 82.09%,6.239999999999995%,1d0fd1
22095,69.79%, 10.34%, 80.13%,9.530000000000001%,1a18cc
22097,56.96%, 15.22%, 72.18%,12.599999999999994%,2620b8
22099,65.81%, 12.15%, 77.96%,9.89%,1e19c6
22101,33.96%, 27.62%, 61.59%,10.789999999999992%,461b9d
22103,19.39%, 25.76%, 46.81%,27.429999999999993%,414577
22105,15.54%, 22.89%, 46.32%,30.789999999999992%,3a4e76
22107,4.88%, 42.22%, 20.45%,37.33%,6b5f34
22109,44.41%, 23.66%, 68.07%,8.27000000000001%,3c15ad
22111,24.19%, 49.64%, 25.45%,24.909999999999997%,7e3f40
22113,62.26%, 14.87%, 77.13%,8.0%,2514c4
22115,18.73%, 32.32%, 51.06%,16.620000000000005%,522a82
22117,15.82%, 16.20%, 49.81%,33.989999999999995%,29567f
22119,1.51%, 40.94%, 16.60%,42.46%,686c2a
22121,59.82%, 12.42%, 73.70%,13.879999999999995%,1f23bb
22123,4.66%, 30.62%, 32.36%,37.019999999999996%,4e5e52
22125,17.17%, 22.00%, 30.42%,47.58%,38794d
22127,16.85%, 44.90%, 27.05%,28.049999999999997%,724744
23001,28.08%, 35.96%, 64.04%,0.0%,5b00a3
23003,11.64%, 55.82%, 44.18%,0.0%,8e0070
23005,16.97%, 58.49%, 41.51%,0.0%,950069
23007,30.00%, 65.00%, 35.00%,0.0%,a50059
23009,56.55%, 78.27%, 21.72%,0.010000000000005116%,c70037
23011,8.63%, 54.31%, 45.69%,0.0%,8a0074
23013,40.83%, 70.41%, 29.58%,0.010000000000005116%,b3004b
23015,52.78%, 76.39%, 23.61%,0.0%,c2003c
23017,13.37%, 56.69%, 43.31%,0.0%,90006e
23019,19.49%, 59.75%, 40.25%,0.0%,980066
23021,26.86%, 63.43%, 36.57%,0.0%,a1005d
23023,23.39%, 61.69%, 38.31%,0.0%,9d0061
23025,18.63%, 59.32%, 40.68%,0.0%,970067
23027,41.27%, 70.64%, 29.36%,0.0%,b4004a
23029,31.82%, 65.91%, 34.09%,0.0%,a80056
23031,0.79%, 49.60%, 50.39%,0.009999999999990905%,7e0080
24001,19.85%, 59.93%, 40.07%,0.0%,980066
24003,8.00%, 54.00%, 46.00%,0.0%,890075
24005,0.86%, 50.43%, 49.57%,0.0%,80007e
24009,7.69%, 46.16%, 53.84%,0.0%,750089
24011,4.48%, 52.24%, 47.76%,0.0%,850079
24013,33.02%, 66.51%, 33.49%,0.0%,a90055
24015,9.70%, 54.85%, 45.15%,0.0%,8b0073
24017,9.18%, 45.41%, 54.59%,0.0%,73008b
24019,3.52%, 48.24%, 51.76%,0.0%,7b0083
24021,15.00%, 57.50%, 42.50%,0.0%,92006c
24023,36.42%, 68.21%, 31.79%,0.0%,ad0051
24025,13.08%, 56.54%, 43.46%,0.0%,90006e
24027,13.15%, 56.57%, 43.42%,0.009999999999990905%,90006e
24029,2.92%, 51.46%, 48.54%,0.0%,83007b
24031,2.60%, 48.70%, 51.30%,0.0%,7c0082
24033,16.10%, 41.95%, 58.05%,0.0%,6a0094
24035,3.65%, 48.18%, 51.82%,0.0%,7a0084
24037,30.25%, 34.87%, 65.13%,0.0%,5800a6
24039,1.03%, 50.51%, 49.49%,0.0%,80007e
24041,18.13%, 59.06%, 40.94%,0.0%,960068
24043,6.56%, 53.28%, 46.72%,0.0%,870077
24045,8.25%, 54.12%, 45.88%,0.0%,8a0074
24047,8.59%, 54.29%, 45.71%,0.0%,8a0074
24510,27.74%, 36.13%, 63.87%,0.0%,5c00a2
25001,25.40%, 62.63%, 37.23%,0.14000000000000057%,9f005e
25003,20.10%, 39.83%, 59.93%,0.2400000000000091%,650098
25005,33.77%, 33.02%, 66.79%,0.18999999999999773%,5400aa
25007,21.79%, 60.80%, 39.01%,0.18999999999999773%,9b0063
25009,13.99%, 42.90%, 56.89%,0.21000000000000796%,6d0091
25011,12.14%, 55.99%, 43.85%,0.1599999999999966%,8e006f
25013,25.28%, 37.17%, 62.46%,0.37000000000000455%,5e009f
25015,14.02%, 42.90%, 56.92%,0.18000000000000682%,6d0091
25017,18.23%, 40.78%, 59.01%,0.21000000000000796%,670096
25019,27.15%, 63.52%, 36.37%,0.10999999999999943%,a1005c
25021,5.33%, 47.24%, 52.57%,0.18999999999999773%,780086
25023,3.21%, 51.52%, 48.31%,0.1699999999999875%,83007b
25025,49.19%, 25.25%, 74.44%,0.3100000000000023%,4000bd
25027,21.08%, 39.37%, 60.46%,0.1700000000000017%,64009a
26001,32.75%, 66.25%, 33.49%,0.2599999999999909%,a80055
26003,16.49%, 41.68%, 58.17%,0.15000000000000568%,6a0094
26005,42.21%, 70.98%, 28.77%,0.25%,b40049
26007,12.89%, 56.41%, 43.52%,0.06999999999999318%,8f006e
26009,34.66%, 67.26%, 32.60%,0.13999999999998636%,ab0053
26011,10.92%, 55.34%, 44.42%,0.23999999999999488%,8d0071
26013,2.69%, 48.51%, 51.20%,0.28999999999999204%,7b0082
26015,35.53%, 67.54%, 32.00%,0.45999999999999375%,ac0151
26017,4.75%, 47.51%, 52.26%,0.23000000000000398%,790085
26019,31.04%, 65.45%, 34.41%,0.14000000000000057%,a60057
26021,22.09%, 60.85%, 38.76%,0.39000000000000057%,9b0062
26023,29.39%, 64.41%, 35.03%,0.5600000000000023%,a40159
26025,15.36%, 57.50%, 42.14%,0.35999999999999943%,92006b
26027,14.00%, 56.79%, 42.79%,0.4200000000000017%,90016d
26029,24.38%, 62.11%, 37.73%,0.1599999999999966%,9e0060
26031,12.36%, 56.17%, 43.81%,0.01999999999999602%,8f006f
26033,10.65%, 55.23%, 44.58%,0.18999999999999773%,8c0071
26035,41.11%, 70.49%, 29.38%,0.13000000000000966%,b3004a
26037,35.86%, 67.85%, 31.99%,0.1600000000000108%,ad0051
26039,30.25%, 65.04%, 34.78%,0.1799999999999926%,a50058
26041,10.16%, 44.82%, 54.98%,0.20000000000000284%,72008c
26043,10.91%, 44.49%, 55.40%,0.10999999999999943%,71008d
26045,34.29%, 66.97%, 32.68%,0.3499999999999943%,aa0053
26047,27.40%, 63.55%, 36.15%,0.30000000000001137%,a2005c
26049,1.95%, 50.82%, 48.87%,0.3100000000000023%,81007c
26051,39.43%, 69.65%, 30.22%,0.12999999999999545%,b1004d
26053,13.99%, 42.89%, 56.88%,0.22999999999998977%,6d0091
26055,27.56%, 63.65%, 36.09%,0.2599999999999909%,a2005c
26057,43.65%, 71.75%, 28.10%,0.15000000000000568%,b60047
26059,42.81%, 71.19%, 28.38%,0.4300000000000068%,b50148
26061,1.61%, 49.09%, 50.70%,0.20999999999999375%,7d0081
26063,24.81%, 62.34%, 37.53%,0.12999999999999545%,9e005f
26065,26.02%, 62.89%, 36.87%,0.2400000000000091%,a0005e
26067,23.93%, 61.81%, 37.88%,0.3100000000000023%,9d0060
26069,25.62%, 62.74%, 37.12%,0.14000000000000057%,9f005e
26071,14.33%, 42.76%, 57.09%,0.15000000000000568%,6d0091
26073,27.96%, 63.88%, 35.92%,0.19999999999998863%,a2005b
26075,24.50%, 62.14%, 37.64%,0.21999999999999886%,9e005f
26077,27.45%, 63.47%, 36.01%,0.5200000000000102%,a1015b
26079,31.78%, 65.77%, 33.99%,0.2400000000000091%,a70056
26081,21.72%, 60.70%, 38.98%,0.3199999999999932%,9a0063
26083,2.16%, 50.93%, 48.77%,0.29999999999999716%,81007c
26085,4.64%, 52.27%, 47.62%,0.10999999999999943%,850079
26087,34.37%, 67.13%, 32.76%,0.11000000000001364%,ab0053
26089,20.24%, 60.05%, 39.82%,0.12999999999999545%,990065
26091,29.54%, 64.65%, 35.11%,0.23999999999999488%,a40059
26093,29.60%, 64.68%, 35.08%,0.23999999999999488%,a40059
26095,29.89%, 64.94%, 35.06%,0.0%,a50059
26097,19.97%, 59.88%, 39.91%,0.21000000000000796%,980065
26099,25.98%, 36.86%, 62.83%,0.3100000000000023%,5d00a0
26101,8.28%, 54.08%, 45.81%,0.10999999999999943%,890074
26103,2.22%, 48.77%, 51.00%,0.22999999999998977%,7c0082
26105,16.52%, 58.21%, 41.69%,0.09999999999999432%,94006a
26107,37.99%, 68.88%, 30.90%,0.21999999999999886%,af004e
26109,7.25%, 46.30%, 53.55%,0.15000000000000568%,760088
26111,35.21%, 67.56%, 32.34%,0.09999999999999432%,ac0052
26113,60.04%, 79.82%, 19.77%,0.4100000000000108%,cb0132
26115,2.80%, 48.43%, 51.23%,0.3400000000000034%,7b0082
26117,35.71%, 67.72%, 32.01%,0.27000000000001023%,ac0051
26119,28.73%, 64.32%, 35.59%,0.09000000000000341%,a4005a
26121,6.34%, 52.98%, 46.63%,0.39000000000000057%,870076
26123,37.24%, 68.55%, 31.31%,0.14000000000000057%,ae004f
26125,8.87%, 54.27%, 45.39%,0.3400000000000034%,8a0073
26127,24.95%, 62.38%, 37.43%,0.18999999999999773%,9f005f
26129,17.55%, 58.65%, 41.11%,0.2400000000000091%,950068
26131,1.29%, 50.63%, 49.33%,0.03999999999999204%,81007d
26133,52.84%, 76.33%, 23.50%,0.1700000000000017%,c2003b
26135,43.82%, 71.85%, 28.03%,0.12000000000000455%,b70047
26137,12.19%, 56.04%, 43.85%,0.10999999999999943%,8e006f
26139,50.80%, 75.26%, 24.45%,0.28999999999999204%,bf003e
26141,5.37%, 52.66%, 47.29%,0.05000000000001137%,860078
26143,37.99%, 68.93%, 30.94%,0.12999999999999545%,af004e
26145,11.63%, 55.68%, 44.05%,0.27000000000001023%,8d0070
26147,19.74%, 59.79%, 40.05%,0.1599999999999966%,980066
26149,38.62%, 69.13%, 30.51%,0.35999999999999943%,b0004d
26151,45.12%, 72.47%, 27.35%,0.18000000000000682%,b80045
26153,1.77%, 50.79%, 49.02%,0.18999999999999773%,81007d
