id,margin,dole,clinton,perot,nader,other,hex_color
30035,24.96%, 31.01%, 55.97%, 11.99%,-,13.019999999999996%,4f218e
30037,31.97%, 58.20%, 26.23%, 14.96%,-,15.569999999999993%,942742
30039,21.61%, 52.10%, 30.49%, 16.20%,-,17.409999999999997%,842c4d
30041,12.88%, 36.58%, 49.46%, 13.36%,-,13.960000000000008%,5d237e
30043,9.85%, 46.82%, 36.97%, 15.18%,-,16.210000000000008%,77295e
30045,22.50%, 56.28%, 33.78%, 9.42%,-,9.939999999999998%,8f1956
30047,4.87%, 43.57%, 38.70%, 16.64%,-,17.72999999999999%,6f2d62
30049,0.49%, 43.94%, 43.45%, 11.83%,-,12.61%,70206e
30051,21.94%, 54.56%, 32.62%, 12.39%,-,12.819999999999993%,8b2053
30053,10.77%, 45.16%, 34.39%, 18.12%,-,20.450000000000003%,733457
30055,17.91%, 48.96%, 31.05%, 19.43%,-,19.989999999999995%,7c324f
30057,29.44%, 56.77%, 27.32%, 14.76%,-,15.909999999999997%,902845
30059,23.93%, 53.95%, 30.02%, 15.17%,-,16.03%,89284c
30061,6.75%, 33.99%, 40.74%, 23.72%,-,25.269999999999996%,564067
30063,13.16%, 36.13%, 49.29%, 12.59%,-,14.579999999999998%,5c257d
30065,22.59%, 54.00%, 31.41%, 14.02%,-,14.590000000000003%,892550
30067,17.09%, 51.52%, 34.43%, 12.88%,-,14.049999999999997%,832357
30069,42.76%, 64.14%, 21.38%, 12.41%,-,14.480000000000004%,a32436
30071,27.36%, 55.44%, 28.08%, 15.97%,-,16.480000000000004%,8d2a47
30073,10.63%, 48.53%, 37.90%, 12.93%,-,13.569999999999993%,7b2260
30075,40.86%, 63.44%, 22.58%, 13.11%,-,13.980000000000004%,a12339
30077,11.49%, 45.47%, 33.98%, 18.95%,-,20.55000000000001%,733456
30079,20.26%, 53.46%, 33.21%, 12.69%,-,13.329999999999998%,882154
30081,18.09%, 50.11%, 32.02%, 16.82%,-,17.870000000000005%,7f2d51
30083,8.91%, 44.24%, 35.33%, 19.83%,-,20.430000000000007%,70345a
30085,22.74%, 30.25%, 52.99%, 16.14%,-,16.75999999999999%,4d2a87
30087,7.28%, 38.37%, 45.64%, 14.85%,-,15.990000000000009%,612874
30089,10.08%, 43.83%, 33.75%, 21.24%,-,22.42%,6f3956
30091,14.58%, 34.17%, 48.75%, 16.76%,-,17.08%,572b7c
30093,41.24%, 22.11%, 63.35%, 13.84%,-,14.539999999999992%,3825a1
30095,15.50%, 49.24%, 33.74%, 16.26%,-,17.019999999999996%,7d2b56
30097,35.91%, 62.23%, 26.32%, 10.44%,-,11.450000000000003%,9e1d43
30099,15.42%, 51.14%, 35.72%, 12.51%,-,13.14%,82215b
30101,13.26%, 48.47%, 35.21%, 15.55%,-,16.319999999999993%,7b2959
30103,13.25%, 47.59%, 34.34%, 17.47%,-,18.069999999999993%,792e57
30105,3.90%, 43.69%, 39.79%, 15.33%,-,16.52000000000001%,6f2a65
30107,15.81%, 51.75%, 35.94%, 11.67%,-,12.310000000000002%,831f5b
30109,14.19%, 46.33%, 32.14%, 20.88%,-,21.53%,763651
30111,6.04%, 47.18%, 41.14%, 10.99%,-,11.680000000000007%,781d68
31001,23.92%, 55.41%, 31.49%, 12.11%,-,13.100000000000009%,8d2150
31003,33.26%, 59.50%, 26.23%, 13.56%,-,14.269999999999996%,972442
31005,54.65%, 72.48%, 9.69%, 17.83%,-,17.83%,b82d18
31007,60.84%, 76.11%, 15.27%, 7.39%,-,8.620000000000005%,c21526
31009,61.11%, 75.13%, 14.02%, 10.32%,-,10.850000000000009%,bf1b23
31011,30.23%, 57.63%, 27.41%, 14.42%,-,14.959999999999994%,922645
31013,13.59%, 49.41%, 35.82%, 13.97%,-,14.77000000000001%,7d255b
31015,30.25%, 57.97%, 27.72%, 13.49%,-,14.310000000000002%,932446
31017,42.24%, 62.57%, 20.33%, 16.36%,-,17.099999999999994%,9f2b33
31019,36.12%, 63.09%, 26.97%, 9.36%,-,9.939999999999998%,a01944
31021,13.44%, 48.83%, 35.38%, 14.22%,-,15.789999999999992%,7c285a
31023,25.51%, 55.25%, 29.73%, 13.85%,-,15.019999999999996%,8c264b
31025,14.47%, 50.37%, 35.90%, 12.79%,-,13.730000000000004%,80235b
31027,22.91%, 52.20%, 29.29%, 17.77%,-,18.50999999999999%,852f4a
31029,49.19%, 68.88%, 19.69%, 10.63%,-,11.430000000000007%,af1d32
31031,48.36%, 68.04%, 19.68%, 11.86%,-,12.280000000000001%,ad1f32
31033,38.12%, 64.83%, 26.70%, 7.24%,-,8.469999999999999%,a51544
31035,33.28%, 59.86%, 26.58%, 12.84%,-,13.560000000000002%,982243
31037,25.13%, 55.23%, 30.10%, 13.91%,-,14.670000000000002%,8c254c
31039,36.35%, 61.60%, 25.25%, 12.30%,-,13.150000000000006%,9d2140
31041,40.13%, 64.15%, 24.02%, 11.42%,-,11.829999999999998%,a31e3d
31043,0.67%, 43.31%, 43.98%, 12.05%,-,12.710000000000008%,6e2070
31045,24.70%, 55.69%, 30.99%, 12.36%,-,13.320000000000007%,8e214f
31047,32.41%, 59.44%, 27.03%, 12.94%,-,13.530000000000001%,972244
31049,38.75%, 63.47%, 24.72%, 11.20%,-,11.810000000000002%,a11e3f
31051,19.23%, 51.95%, 32.72%, 14.55%,-,15.329999999999998%,842753
31053,15.68%, 50.95%, 35.27%, 12.89%,-,13.780000000000001%,812359
31055,12.03%, 51.38%, 39.34%, 8.27%,-,9.280000000000001%,831764
31057,47.96%, 68.30%, 20.35%, 10.17%,-,11.349999999999994%,ae1c33
31059,20.61%, 54.80%, 34.18%, 10.37%,-,11.02000000000001%,8b1c57
31061,30.89%, 59.03%, 28.15%, 12.53%,-,12.819999999999993%,962047
31063,42.61%, 64.96%, 22.35%, 12.18%,-,12.689999999999998%,a52038
31065,33.68%, 61.18%, 27.50%, 8.59%,-,11.319999999999993%,9c1c46
31067,4.11%, 44.83%, 40.72%, 13.67%,-,14.450000000000003%,722467
31069,44.10%, 65.61%, 21.51%, 11.95%,-,12.879999999999995%,a72036
31071,38.06%, 63.26%, 25.20%, 11.23%,-,11.540000000000006%,a11d40
31073,32.24%, 58.78%, 26.54%, 14.48%,-,14.680000000000007%,952543
31075,43.72%, 64.82%, 21.11%, 13.82%,-,14.070000000000007%,a52335
31077,13.31%, 50.27%, 36.96%, 12.14%,-,12.769999999999996%,80205e
31079,17.90%, 52.45%, 34.55%, 12.38%,-,13.0%,852158
31081,33.95%, 61.37%, 27.42%, 10.69%,-,11.210000000000008%,9c1c45
31083,32.29%, 60.28%, 27.99%, 10.93%,-,11.730000000000004%,991d47
31085,61.75%, 77.02%, 15.26%, 6.84%,-,7.719999999999999%,c41326
31087,36.20%, 62.27%, 26.07%, 11.03%,-,11.659999999999997%,9e1d42
31089,44.24%, 65.27%, 21.03%, 12.86%,-,13.700000000000003%,a62235
31091,37.55%, 59.92%, 22.37%, 16.15%,-,17.709999999999994%,982d39
31093,17.07%, 50.10%, 33.02%, 16.14%,-,16.879999999999995%,7f2b54
31095,11.40%, 49.17%, 37.76%, 12.30%,-,13.069999999999993%,7d2160
31097,11.36%, 47.98%, 36.61%, 14.69%,-,15.409999999999997%,7a275d
31099,38.42%, 64.07%, 25.66%, 9.71%,-,10.27000000000001%,a31a41
31101,43.79%, 65.50%, 21.71%, 12.03%,-,12.789999999999992%,a72037
31103,54.49%, 72.10%, 17.60%, 8.80%,-,10.300000000000011%,b71a2c
31105,27.13%, 56.67%, 29.54%, 11.88%,-,13.789999999999992%,90234b
31107,21.76%, 53.91%, 32.15%, 13.48%,-,13.939999999999998%,892351
31109,1.51%, 45.86%, 44.36%, 8.80%,-,9.780000000000001%,741871
31111,15.65%, 50.54%, 34.89%, 13.80%,-,14.569999999999993%,802558
31113,47.99%, 65.63%, 17.63%, 16.07%,-,16.74000000000001%,a72a2c
31115,46.55%, 68.77%, 22.22%, 8.41%,-,9.010000000000005%,af1638
31117,56.83%, 72.36%, 15.53%, 10.25%,-,12.11%,b81e27
31119,38.88%, 62.97%, 24.09%, 12.29%,-,12.939999999999998%,a0203d
31121,30.60%, 58.67%, 28.07%, 12.64%,-,13.259999999999991%,952147
31123,30.70%, 58.86%, 28.16%, 11.90%,-,12.980000000000004%,962147
31125,17.81%, 51.74%, 33.93%, 13.81%,-,14.329999999999998%,832456
31127,18.05%, 51.94%, 33.89%, 13.34%,-,14.170000000000002%,842456
31129,25.35%, 56.01%, 30.66%, 12.39%,-,13.329999999999998%,8e214e
31131,15.54%, 50.58%, 35.03%, 13.48%,-,14.39%,802459
31133,11.85%, 48.82%, 36.97%, 13.19%,-,14.210000000000008%,7c245e
31135,43.22%, 66.06%, 22.84%, 10.58%,-,11.099999999999994%,a81c3a
31137,42.46%, 65.86%, 23.39%, 10.16%,-,10.75%,a71b3b
31139,39.78%, 62.39%, 22.62%, 14.47%,-,14.989999999999995%,9f2639
31141,39.83%, 64.11%, 24.28%, 10.91%,-,11.61%,a31d3d
31143,29.50%, 58.84%, 29.34%, 10.49%,-,11.819999999999993%,961e4a
31145,34.86%, 62.10%, 27.24%, 9.96%,-,10.659999999999997%,9e1b45
31147,13.38%, 48.85%, 35.48%, 14.80%,-,15.670000000000002%,7c275a
31149,43.39%, 63.73%, 20.34%, 15.25%,-,15.930000000000007%,a22833
31151,11.17%, 37.58%, 48.75%, 13.31%,-,13.670000000000002%,5f227c
31153,25.62%, 57.74%, 32.11%, 9.33%,-,10.150000000000006%,931951
31155,20.20%, 52.51%, 32.30%, 14.23%,-,15.189999999999998%,852652
31157,22.85%, 56.43%, 33.58%, 9.24%,-,9.990000000000009%,8f1955
31159,15.61%, 51.86%, 36.25%, 11.10%,-,11.89%,841e5c
31161,46.41%, 67.50%, 21.09%, 10.64%,-,11.409999999999997%,ac1d35
31163,15.25%, 49.16%, 33.91%, 15.91%,-,16.930000000000007%,7d2b56
31165,53.78%, 71.74%, 17.97%, 9.77%,-,10.290000000000006%,b61a2d
31167,36.02%, 59.64%, 23.62%, 15.80%,-,16.739999999999995%,982a3c
31169,25.59%, 56.81%, 31.21%, 11.17%,-,11.97999999999999%,901e4f
31171,55.71%, 70.63%, 14.92%, 14.45%,-,14.450000000000003%,b42426
31173,6.01%, 39.50%, 45.51%, 13.86%,-,14.990000000000009%,642674
31175,24.58%, 56.27%, 31.69%, 11.45%,-,12.039999999999992%,8f1e50
31177,27.83%, 57.03%, 29.19%, 12.61%,-,13.780000000000001%,91234a
31179,29.98%, 58.49%, 28.51%, 11.97%,-,13.0%,952148
31181,24.19%, 55.96%, 31.76%, 12.07%,-,12.280000000000001%,8e1f50
31183,32.30%, 57.66%, 25.36%, 16.51%,-,16.980000000000004%,932b40
31185,40.16%, 65.56%, 25.40%, 8.59%,-,9.039999999999992%,a71740
32001,26.88%, 56.28%, 29.40%, 10.58%,-,14.319999999999993%,8f244a
32003,9.34%, 39.37%, 48.71%, 8.82%,-,11.920000000000002%,641e7c
32005,23.10%, 54.83%, 31.73%, 9.23%,-,13.439999999999998%,8b2250
32007,28.36%, 54.92%, 26.56%, 12.98%,-,18.519999999999996%,8c2f43
32009,25.09%, 50.73%, 25.64%, 16.67%,-,23.629999999999995%,813c41
32011,36.92%, 59.88%, 22.97%, 13.08%,-,17.150000000000006%,982b3a
32013,18.89%, 50.85%, 31.96%, 13.14%,-,17.189999999999998%,812b51
32015,20.18%, 49.98%, 29.80%, 16.30%,-,20.22%,7f334b
32017,24.51%, 52.50%, 27.99%, 14.30%,-,19.510000000000005%,853147
32019,13.75%, 49.01%, 35.25%, 11.38%,-,15.740000000000009%,7c2859
32021,10.96%, 35.12%, 46.07%, 15.57%,-,18.810000000000002%,592f75
32023,7.37%, 43.20%, 35.83%, 16.76%,-,20.97%,6e355b
32027,11.34%, 47.36%, 36.01%, 12.94%,-,16.629999999999995%,782a5b
32029,5.50%, 42.60%, 37.10%, 14.74%, 2.24%,20.299999999999997%,6c335e
32031,4.18%, 45.28%, 41.11%, 9.12%,-,13.61%,732268
32033,0.06%, 40.03%, 39.97%, 15.62%,-,20.0%,663365
32510,10.09%, 48.73%, 38.64%, 8.46%,-,12.629999999999995%,7c2062
33001,1.44%, 45.24%, 43.81%, 9.73%,-,10.949999999999989%,731b6f
33003,1.38%, 44.16%, 42.77%, 11.78%,-,13.069999999999993%,70216d
33005,19.89%, 34.52%, 54.41%, 9.35%,-,11.069999999999993%,581c8a
33007,17.60%, 33.27%, 50.87%, 14.75%,-,15.86%,542881
33009,11.31%, 38.95%, 50.26%, 9.31%,-,10.789999999999992%,631b80
33011,8.08%, 40.54%, 48.61%, 9.15%,-,10.849999999999994%,671b7b
33013,14.50%, 37.78%, 52.28%, 8.57%,-,9.939999999999998%,601985
33015,6.57%, 40.80%, 47.37%, 10.10%,-,11.830000000000013%,681e78
33017,20.99%, 33.81%, 54.79%, 9.54%,-,11.400000000000006%,561d8b
33019,9.02%, 39.54%, 48.55%, 10.45%,-,11.909999999999997%,641e7b
34001,17.82%, 35.33%, 53.15%, 9.88%,-,11.52000000000001%,5a1d87
34003,13.76%, 38.90%, 52.66%, 7.03%,-,8.439999999999998%,631586
34005,16.94%, 35.00%, 51.94%, 11.24%,-,13.060000000000002%,592184
34007,32.77%, 27.83%, 60.59%, 9.19%,-,11.579999999999998%,461d9a
34009,1.09%, 42.98%, 44.07%, 11.05%,-,12.950000000000003%,6d2170
34011,22.99%, 31.69%, 54.68%, 11.49%,-,13.629999999999995%,50228b
34013,43.35%, 25.63%, 68.99%, 3.74%,-,5.38000000000001%,410daf
34015,19.70%, 31.96%, 51.66%, 14.29%,-,16.379999999999995%,512983
34017,46.88%, 23.06%, 69.95%, 5.40%,-,6.989999999999995%,3a11b2
34019,15.34%, 51.00%, 35.66%, 10.99%,-,13.340000000000003%,82225a
34021,28.15%, 30.79%, 58.94%, 8.00%,-,10.27000000000001%,4e1a96
34023,24.29%, 31.90%, 56.20%, 9.54%,-,11.900000000000006%,511e8f
34025,8.21%, 40.16%, 48.37%, 9.14%,-,11.469999999999999%,661d7b
34027,7.53%, 48.96%, 41.43%, 7.82%,-,9.61%,7c1869
34029,5.62%, 40.81%, 46.43%, 11.26%,-,12.759999999999991%,682076
34031,21.11%, 35.04%, 56.15%, 7.16%,-,8.810000000000002%,59168f
34033,10.58%, 35.76%, 46.34%, 15.87%,-,17.900000000000006%,5b2d76
34035,1.06%, 45.93%, 44.87%, 7.42%,-,9.200000000000003%,751772
34037,13.33%, 49.36%, 36.04%, 12.37%,-,14.599999999999994%,7d255b
34039,22.18%, 34.65%, 56.82%, 6.53%,-,8.530000000000001%,581590
34041,6.25%, 45.52%, 39.27%, 13.24%,-,15.209999999999994%,742664
35001,5.10%, 43.19%, 48.28%, 4.77%, 2.89%,8.530000000000001%,6e157b
35003,32.81%, 60.56%, 27.76%, 7.48%,-,11.679999999999993%,9a1d46
35005,16.08%, 53.95%, 37.87%, 6.86%,-,8.180000000000007%,891460
35006,25.94%, 32.63%, 58.58%, 7.09%,-,8.789999999999992%,531695
35007,13.24%, 38.23%, 51.47%, 7.96%,-,10.300000000000011%,611a83
35009,26.21%, 59.28%, 33.07%, 6.76%,-,7.650000000000006%,971354
35011,1.83%, 44.74%, 46.57%, 7.87%,-,8.689999999999998%,721676
35013,11.99%, 40.26%, 52.26%, 5.21%,-,7.480000000000004%,661385
35015,2.24%, 44.92%, 47.16%, 6.83%,-,7.920000000000002%,721478
35017,17.08%, 36.54%, 53.62%, 7.12%,-,9.840000000000003%,5d1988
35019,44.47%, 25.12%, 69.59%, 4.55%,-,5.289999999999992%,400db1
35021,9.25%, 52.11%, 42.86%, 4.55%,-,5.030000000000001%,840c6d
35023,7.89%, 40.42%, 48.31%, 10.71%,-,11.269999999999996%,671c7b
35025,15.46%, 52.24%, 36.77%, 9.99%,-,10.989999999999995%,851c5d
35027,18.52%, 52.97%, 34.46%, 10.39%,-,12.569999999999993%,872057
35028,10.23%, 50.33%, 40.10%, 5.64%, 2.49%,9.569999999999993%,801866
35029,6.09%, 41.35%, 47.44%, 9.45%,-,11.210000000000008%,691c78
35031,36.42%, 28.79%, 65.21%, 4.19%,-,6.0%,490fa6
35033,45.32%, 23.43%, 68.76%, 5.47%,-,7.810000000000002%,3b13af
35035,19.14%, 55.49%, 36.35%, 6.71%,-,8.159999999999997%,8d145c
35037,2.71%, 46.53%, 43.82%, 9.03%,-,9.650000000000006%,76186f
35039,47.89%, 22.57%, 70.46%, 4.15%, 2.37%,6.969999999999999%,3911b3
35041,19.56%, 55.29%, 35.73%, 7.96%,-,8.980000000000004%,8c165b
35043,7.81%, 41.65%, 49.46%, 5.60%, 2.34%,8.89%,6a167e
35045,16.61%, 53.69%, 37.08%, 7.23%,-,9.230000000000004%,88175e
35047,52.42%, 20.09%, 72.51%, 4.20%, 2.59%,7.3999999999999915%,3312b8
35049,36.50%, 25.58%, 62.08%, 4.35%, 7.11%,12.340000000000003%,411f9e
35051,0.29%, 44.54%, 44.83%, 8.97%,-,10.629999999999995%,711b72
35053,16.64%, 36.38%, 53.02%, 7.15%, 2.12%,10.599999999999994%,5c1b87
35055,44.85%, 21.15%, 66.00%, 5.42%, 6.57%,12.849999999999994%,3520a8
35057,1.76%, 46.27%, 44.51%, 7.13%,-,9.219999999999999%,751771
35059,28.85%, 60.30%, 31.45%, 7.58%,-,8.25%,991550
35061,7.50%, 41.95%, 49.44%, 6.59%,-,8.61%,6a157e
36001,32.77%, 28.22%, 60.99%, 8.48%,-,10.789999999999992%,471b9b
36003,8.39%, 45.79%, 37.40%, 15.42%,-,16.810000000000002%,742a5f
36005,75.29%, 10.52%, 85.80%, 2.48%,-,3.680000000000007%,1a09da
36007,15.07%, 36.09%, 51.15%, 10.50%,-,12.759999999999991%,5c2082
36009,0.18%, 40.99%, 41.17%, 16.28%,-,17.840000000000003%,682d68
36011,15.01%, 34.78%, 49.79%, 13.86%,-,15.430000000000007%,58277e
36013,9.90%, 37.77%, 47.67%, 13.30%,-,14.560000000000002%,602579
36015,7.51%, 39.89%, 47.40%, 11.08%,-,12.710000000000008%,652078
36017,7.67%, 37.96%, 45.63%, 14.64%,-,16.409999999999997%,602974
36019,19.36%, 33.58%, 52.95%, 12.00%,-,13.469999999999999%,552287
36021,9.44%, 37.67%, 47.11%, 12.65%,-,15.219999999999999%,602678
36023,7.84%, 39.11%, 46.94%, 12.33%,-,13.950000000000003%,632377
36025,5.36%, 39.62%, 44.98%, 13.41%,-,15.400000000000006%,652772
36027,5.21%, 40.39%, 45.60%, 11.84%,-,14.009999999999991%,662374
36029,22.48%, 32.26%, 54.74%, 11.13%,-,13.0%,52218b
36031,8.91%, 37.55%, 46.47%, 13.91%,-,15.980000000000004%,5f2876
36033,20.87%, 30.94%, 51.81%, 15.24%,-,17.25%,4e2b84
36035,8.98%, 37.30%, 46.28%, 15.21%,-,16.42%,5f2976
36037,3.08%, 44.64%, 41.56%, 12.36%,-,13.799999999999997%,712369
36039,2.29%, 43.29%, 41.00%, 13.86%,-,15.710000000000008%,6e2868
36041,16.97%, 50.97%, 34.00%, 13.62%,-,15.030000000000001%,812656
36043,6.85%, 37.88%, 44.73%, 15.91%,-,17.39%,602c72
36045,12.95%, 36.22%, 49.18%, 13.36%,-,14.599999999999994%,5c257d
36047,64.99%, 15.08%, 80.07%, 2.78%,-,4.8500000000000085%,260ccc
36049,4.29%, 38.93%, 43.22%, 16.39%,-,17.849999999999994%,632d6e
36051,0.45%, 43.68%, 43.23%, 11.49%,-,13.090000000000003%,6f216e
36053,1.88%, 41.96%, 43.84%, 12.52%,-,14.199999999999989%,6a246f
36055,15.86%, 37.32%, 53.18%, 7.72%,-,9.5%,5f1887
36057,15.65%, 33.88%, 49.54%, 15.37%,-,16.58%,562a7e
36059,19.60%, 36.14%, 55.74%, 6.63%,-,8.120000000000005%,5c148e
36061,66.20%, 13.76%, 79.96%, 2.26%, 3.24%,6.280000000000001%,2310cb
36063,14.27%, 35.15%, 49.42%, 14.05%,-,15.430000000000007%,59277e
36065,6.75%, 40.03%, 46.77%, 11.90%,-,13.199999999999989%,662177
36067,13.55%, 37.84%, 51.40%, 9.03%,-,10.759999999999991%,601b83
36069,4.63%, 41.60%, 46.23%, 10.60%,-,12.170000000000002%,6a1f75
36071,7.89%, 40.12%, 48.01%, 10.28%,-,11.870000000000005%,661e7a
36073,4.14%, 44.96%, 40.82%, 13.01%,-,14.219999999999999%,722468
36075,7.18%, 37.57%, 44.75%, 16.42%,-,17.680000000000007%,5f2d72
36077,11.17%, 36.37%, 47.54%, 13.33%,-,16.090000000000003%,5c2979
36079,3.33%, 45.41%, 42.08%, 10.49%,-,12.510000000000005%,731f6b
36081,51.88%, 21.05%, 72.94%, 4.36%,-,6.010000000000005%,350fb9
36083,15.96%, 34.72%, 50.68%, 12.43%,-,14.599999999999994%,582581
36085,9.75%, 40.78%, 50.53%, 7.01%,-,8.689999999999998%,671680
36087,20.25%, 35.99%, 56.24%, 6.06%,-,7.769999999999996%,5b138f
36089,28.51%, 28.14%, 56.65%, 13.80%,-,15.210000000000008%,472690
36091,6.41%, 40.08%, 46.50%, 11.84%,-,13.420000000000002%,662276
36093,19.93%, 33.14%, 53.07%, 11.79%,-,13.789999999999992%,542387
36095,4.14%, 40.37%, 44.51%, 13.54%,-,15.120000000000005%,662671
36097,2.21%, 41.05%, 43.26%, 13.58%,-,15.689999999999998%,68286e
36099,13.05%, 35.86%, 48.91%, 13.54%,-,15.230000000000004%,5b267c
36101,8.46%, 46.40%, 37.94%, 14.40%,-,15.659999999999997%,762760
36103,15.70%, 36.13%, 51.83%, 10.33%,-,12.039999999999992%,5c1e84
36105,20.29%, 33.00%, 53.29%, 12.23%,-,13.710000000000008%,542287
36107,3.04%, 44.24%, 41.20%, 12.79%,-,14.560000000000002%,702569
36109,24.89%, 31.06%, 55.95%, 7.07%, 4.99%,12.989999999999995%,4f218e
36111,13.05%, 35.49%, 48.55%, 12.52%, 2.59%,15.960000000000008%,5a287b
36113,1.68%, 41.63%, 43.31%, 13.52%,-,15.060000000000002%,6a266e
36115,2.74%, 39.72%, 42.46%, 16.18%,-,17.819999999999993%,652d6c
36117,1.92%, 44.00%, 42.07%, 12.83%,-,13.930000000000007%,70236b
36119,21.05%, 35.87%, 56.92%, 5.23%,-,7.210000000000008%,5b1291
36121,11.01%, 47.26%, 36.25%, 15.24%,-,16.49000000000001%,782a5c
36123,1.51%, 42.08%, 43.59%, 12.76%,-,14.329999999999998%,6b246f
37001,15.88%, 53.66%, 37.78%, 8.11%,-,8.560000000000002%,881560
37003,23.81%, 57.53%, 33.72%, 8.56%,-,8.75%,921655
37005,3.19%, 45.71%, 42.53%, 10.81%,-,11.759999999999991%,741d6c
37007,35.43%, 28.81%, 64.23%, 6.73%,-,6.959999999999994%,4911a3
37009,13.86%, 52.33%, 38.47%, 8.70%,-,9.200000000000003%,851762
37011,37.08%, 62.83%, 25.75%, 10.63%,-,11.420000000000002%,a01d41
37013,13.03%, 53.59%, 40.57%, 5.48%,-,5.840000000000003%,880e67
37015,39.18%, 27.83%, 67.01%, 5.04%,-,5.159999999999997%,460daa
37017,18.05%, 37.22%, 55.27%, 7.31%,-,7.509999999999991%,5e138c
37019,0.11%, 45.70%, 45.59%, 8.24%,-,8.709999999999994%,741674
37021,1.65%, 44.19%, 45.84%, 9.05%,-,9.969999999999999%,701974
37023,7.69%, 48.97%, 41.28%, 9.38%,-,9.75%,7c1869
37025,20.79%, 55.76%, 34.97%, 8.78%,-,9.27000000000001%,8e1759
37027,20.07%, 55.18%, 35.11%, 9.15%,-,9.710000000000008%,8c1859
37029,4.36%, 41.86%, 46.22%, 11.42%,-,11.920000000000002%,6a1e75
37031,19.90%, 56.15%, 36.24%, 7.03%,-,7.609999999999999%,8f135c
37033,12.28%, 40.57%, 52.86%, 6.25%,-,6.569999999999993%,671086
37035,24.37%, 58.03%, 33.66%, 7.83%,-,8.310000000000002%,931555
37037,8.82%, 42.03%, 50.84%, 6.05%,-,7.1299999999999955%,6b1281
37039,9.56%, 49.26%, 39.69%, 9.96%,-,11.050000000000011%,7d1c65
37041,13.56%, 38.80%, 52.36%, 8.40%,-,8.840000000000003%,621685
37043,8.40%, 48.40%, 40.00%, 10.59%,-,11.599999999999994%,7b1d66
37045,2.64%, 47.71%, 45.07%, 6.84%,-,7.219999999999999%,791272
37047,18.44%, 36.96%, 55.40%, 7.19%,-,7.640000000000001%,5e138d
37049,11.70%, 52.65%, 40.96%, 6.07%,-,6.390000000000001%,861068
37051,4.41%, 44.83%, 49.25%, 5.68%,-,5.920000000000002%,720f7d
37053,5.17%, 45.51%, 40.34%, 13.64%,-,14.150000000000006%,742466
37055,4.21%, 46.00%, 41.79%, 11.63%,-,12.210000000000008%,751f6a
37057,26.55%, 58.75%, 32.21%, 8.76%,-,9.039999999999992%,951752
37059,36.58%, 64.51%, 27.93%, 7.25%,-,7.560000000000002%,a41347
37061,6.03%, 43.83%, 49.86%, 6.18%,-,6.310000000000002%,6f107f
37063,26.40%, 34.39%, 60.79%, 3.86%,-,4.819999999999993%,570c9b
37065,26.38%, 34.78%, 61.16%, 3.82%,-,4.060000000000002%,580a9b
37067,11.26%, 52.81%, 41.54%, 5.13%,-,5.650000000000006%,860e69
37069,6.14%, 43.36%, 49.50%, 6.84%,-,7.140000000000001%,6e127e
37071,24.13%, 58.42%, 34.29%, 6.91%,-,7.289999999999992%,941257
37073,30.58%, 30.27%, 60.84%, 8.67%,-,8.89%,4d169b
37075,17.97%, 54.76%, 36.79%, 8.21%,-,8.450000000000003%,8b155d
37077,9.76%, 42.95%, 52.71%, 3.38%,-,4.340000000000003%,6d0b86
37079,8.95%, 51.73%, 42.79%, 5.39%,-,5.480000000000004%,830d6d
37081,1.00%, 45.89%, 46.89%, 6.60%,-,7.219999999999999%,751277
37083,23.91%, 35.40%, 59.31%, 5.07%,-,5.289999999999992%,5a0d97
37085,13.01%, 53.34%, 40.33%, 5.92%,-,6.329999999999998%,881066
37087,6.75%, 39.84%, 46.59%, 12.93%,-,13.569999999999993%,652276
37089,26.18%, 58.70%, 32.52%, 8.20%,-,8.780000000000001%,951652
37091,43.03%, 25.86%, 68.89%, 5.05%,-,5.25%,410daf
37093,26.92%, 32.28%, 59.20%, 8.11%,-,8.519999999999996%,521596
37095,16.01%, 38.30%, 54.31%, 7.00%,-,7.390000000000001%,61128a
37097,21.55%, 56.57%, 35.02%, 7.94%,-,8.409999999999997%,901559
37099,9.20%, 40.40%, 49.60%, 9.23%,-,10.0%,67197e
37101,23.44%, 58.23%, 34.79%, 6.73%,-,6.980000000000004%,941158
37103,3.96%, 45.28%, 49.23%, 5.30%,-,5.490000000000009%,730d7d
37105,7.05%, 50.04%, 42.99%, 6.70%,-,6.969999999999999%,7f116d
37107,4.22%, 49.84%, 45.63%, 4.34%,-,4.530000000000001%,7f0b74
37109,17.83%, 54.86%, 37.03%, 7.76%,-,8.11%,8b145e
37111,15.10%, 52.18%, 37.08%, 10.38%,-,10.740000000000009%,851b5e
37113,9.91%, 49.34%, 39.43%, 10.50%,-,11.22999999999999%,7d1c64
37115,3.17%, 44.24%, 47.41%, 7.65%,-,8.349999999999994%,701578
37117,10.64%, 41.98%, 52.62%, 5.20%,-,5.400000000000006%,6b0d86
37119,2.68%, 45.91%, 48.59%, 4.92%,-,5.5%,750e7b
37121,39.99%, 65.15%, 25.16%, 9.23%,-,9.689999999999998%,a61840
37123,6.09%, 43.11%, 49.20%, 7.49%,-,7.689999999999998%,6d137d
37125,18.55%, 55.74%, 37.19%, 6.65%,-,7.069999999999993%,8e125e
37127,14.74%, 54.17%, 39.42%, 6.20%,-,6.409999999999997%,8a1064
37129,9.22%, 50.92%, 41.70%, 6.60%,-,7.3799999999999955%,81126a
