id,margin,goldwater,johnson,other,hex_color
29219,9.94%, 54.97%, 45.03%,-,8c0072
29221,26.19%, 36.91%, 63.09%,-,5e00a0
29223,19.63%, 40.19%, 59.81%,-,660098
29225,6.74%, 46.63%, 53.37%,-,760088
29227,24.59%, 37.70%, 62.30%,-,60009e
29229,2.57%, 51.29%, 48.71%,-,82007c
29510,55.45%, 22.28%, 77.72%,-,3800c6
30001,8.82%, 54.29%, 45.47%,-,8a0073
30003,25.75%, 37.09%, 62.83%,-,5e00a0
30005,28.89%, 35.55%, 64.45%,-,5a00a4
30007,1.16%, 50.58%, 49.42%,-,80007e
30009,15.50%, 42.25%, 57.75%,-,6b0093
30011,11.95%, 55.98%, 44.02%,-,8e0070
30013,32.28%, 33.64%, 65.92%,-,5500a8
30015,11.69%, 44.08%, 55.77%,-,70008e
30017,9.57%, 45.13%, 54.70%,-,73008b
30019,14.16%, 42.89%, 57.05%,-,6d0091
30021,16.24%, 41.79%, 58.03%,-,6a0093
30023,54.64%, 22.61%, 77.25%,-,3900c4
30025,3.89%, 51.85%, 47.96%,-,84007a
30027,5.09%, 47.35%, 52.44%,-,780085
30029,11.76%, 44.02%, 55.78%,-,70008e
30031,0.19%, 49.97%, 49.79%,-,7f007e
30033,13.95%, 56.81%, 42.86%,-,90006d
30035,20.56%, 39.44%, 59.99%,-,640098
30037,16.56%, 41.72%, 58.28%,-,6a0094
30039,11.04%, 44.40%, 55.43%,-,71008d
30041,36.19%, 31.81%, 68.00%,-,5100ad
30043,18.70%, 40.59%, 59.29%,-,670097
30045,9.59%, 45.14%, 54.73%,-,73008b
30047,5.35%, 47.24%, 52.59%,-,780086
30049,9.87%, 44.97%, 54.84%,-,72008b
30051,7.45%, 46.15%, 53.59%,-,750088
30053,33.68%, 33.00%, 66.68%,-,5400aa
30055,18.31%, 40.81%, 59.12%,-,680096
30057,6.28%, 53.10%, 46.82%,-,870077
30059,11.06%, 55.42%, 44.36%,-,8d0071
30061,41.84%, 28.89%, 70.72%,-,4900b4
30063,23.02%, 38.40%, 61.42%,-,61009c
30065,18.19%, 40.90%, 59.10%,-,680096
30067,3.76%, 48.03%, 51.79%,-,7a0084
30069,4.99%, 47.38%, 52.37%,-,780085
30071,12.95%, 43.47%, 56.42%,-,6e008f
30073,22.56%, 38.58%, 61.14%,-,62009b
30075,18.20%, 59.05%, 40.86%,-,960068
30077,24.87%, 37.50%, 62.37%,-,5f009f
30079,6.39%, 52.96%, 46.56%,-,870076
30081,16.78%, 41.50%, 58.28%,-,690094
30083,12.98%, 43.19%, 56.16%,-,6e008f
30085,20.87%, 39.53%, 60.40%,-,64009a
30087,4.61%, 47.61%, 52.22%,-,790085
30089,22.34%, 38.60%, 60.94%,-,62009b
30091,38.78%, 30.39%, 69.17%,-,4d00b0
30093,51.22%, 22.94%, 74.16%,-,3a00bd
30095,0.44%, 50.20%, 49.76%,-,80007e
30097,13.41%, 56.54%, 43.13%,-,90006d
30099,13.13%, 43.39%, 56.52%,-,6e0090
30101,14.82%, 42.55%, 57.38%,-,6c0092
30103,6.34%, 46.83%, 53.17%,-,770087
30105,18.63%, 40.53%, 59.16%,-,670096
30107,15.08%, 42.46%, 57.54%,-,6c0092
30109,16.15%, 41.79%, 57.94%,-,6a0093
30111,5.64%, 46.85%, 52.49%,-,770085
31001,7.11%, 46.45%, 53.55%,-,760088
31003,12.30%, 56.15%, 43.85%,-,8f006f
31005,31.71%, 65.85%, 34.15%,-,a70057
31007,29.11%, 64.56%, 35.44%,-,a4005a
31009,25.14%, 62.57%, 37.43%,-,9f005f
31011,0.32%, 49.84%, 50.16%,-,7f007f
31013,16.13%, 58.07%, 41.93%,-,94006a
31015,9.56%, 54.78%, 45.22%,-,8b0073
31017,17.94%, 58.97%, 41.03%,-,960068
31019,0.10%, 49.95%, 50.05%,-,7f007f
31021,8.49%, 54.25%, 45.75%,-,8a0074
31023,29.15%, 35.43%, 64.57%,-,5a00a4
31025,14.85%, 42.57%, 57.43%,-,6c0092
31027,14.90%, 42.55%, 57.45%,-,6c0092
31029,8.75%, 54.38%, 45.62%,-,8a0074
31031,22.22%, 61.11%, 38.89%,-,9b0063
31033,7.56%, 53.78%, 46.22%,-,890075
31035,3.14%, 48.43%, 51.57%,-,7b0083
31037,5.62%, 47.19%, 52.81%,-,780086
31039,14.99%, 57.50%, 42.50%,-,92006c
31041,5.97%, 52.98%, 47.02%,-,870077
31043,16.40%, 41.80%, 58.20%,-,6a0094
31045,23.22%, 61.61%, 38.39%,-,9d0061
31047,9.41%, 54.70%, 45.30%,-,8b0073
31049,29.17%, 64.58%, 35.42%,-,a4005a
31051,1.78%, 49.11%, 50.89%,-,7d0081
31053,0.60%, 50.30%, 49.70%,-,80007e
31055,11.41%, 44.30%, 55.70%,-,70008e
31057,12.26%, 56.13%, 43.87%,-,8f006f
31059,12.66%, 43.67%, 56.33%,-,6f008f
31061,6.34%, 46.83%, 53.17%,-,770087
31063,12.89%, 56.45%, 43.55%,-,8f006f
31065,9.29%, 54.65%, 45.35%,-,8b0073
31067,22.75%, 38.63%, 61.37%,-,62009c
31069,32.85%, 66.43%, 33.57%,-,a90055
31071,22.35%, 61.17%, 38.83%,-,9b0063
31073,3.31%, 51.65%, 48.35%,-,83007b
31075,20.87%, 60.44%, 39.56%,-,9a0064
31077,25.48%, 37.26%, 62.74%,-,5f009f
31079,10.39%, 44.80%, 55.20%,-,72008c
31081,5.49%, 52.74%, 47.26%,-,860078
31083,3.55%, 51.78%, 48.22%,-,84007a
31085,16.30%, 58.15%, 41.85%,-,94006a
31087,9.69%, 54.84%, 45.16%,-,8b0073
31089,7.67%, 53.83%, 46.17%,-,890075
31091,41.95%, 70.97%, 29.03%,-,b4004a
31093,33.05%, 33.48%, 66.52%,-,5500a9
31095,10.42%, 44.79%, 55.21%,-,72008c
31097,8.44%, 45.78%, 54.22%,-,74008a
31099,13.31%, 43.35%, 56.65%,-,6e0090
31101,3.85%, 51.93%, 48.07%,-,84007a
31103,22.52%, 61.26%, 38.74%,-,9c0062
31105,11.76%, 55.88%, 44.12%,-,8e0070
31107,2.51%, 51.26%, 48.74%,-,82007c
31109,18.18%, 40.91%, 59.09%,-,680096
31111,14.52%, 42.74%, 57.26%,-,6c0092
31113,5.15%, 47.42%, 52.58%,-,780086
31115,32.82%, 66.41%, 33.59%,-,a90055
31117,35.60%, 67.80%, 32.20%,-,ac0052
31119,13.81%, 56.91%, 43.09%,-,91006d
31121,1.61%, 50.81%, 49.19%,-,81007d
31123,14.63%, 57.32%, 42.68%,-,92006c
31125,6.78%, 46.61%, 53.39%,-,760088
31127,3.68%, 48.16%, 51.84%,-,7a0084
31129,17.04%, 41.48%, 58.52%,-,690095
31131,6.73%, 53.36%, 46.64%,-,880076
31133,2.42%, 51.21%, 48.79%,-,82007c
31135,1.96%, 50.98%, 49.02%,-,81007d
31137,6.25%, 53.12%, 46.88%,-,870077
31139,9.29%, 54.64%, 45.36%,-,8b0073
31141,4.61%, 47.69%, 52.31%,-,790085
31143,3.69%, 48.16%, 51.84%,-,7a0084
31145,6.28%, 53.14%, 46.86%,-,870077
31147,6.48%, 46.76%, 53.24%,-,770087
31149,37.90%, 68.95%, 31.05%,-,af004f
31151,39.71%, 30.14%, 69.86%,-,4c00b2
31153,11.63%, 44.18%, 55.82%,-,70008e
31155,11.00%, 44.50%, 55.50%,-,71008d
31157,4.48%, 52.24%, 47.76%,-,850079
31159,20.22%, 39.89%, 60.11%,-,650099
31161,35.71%, 67.85%, 32.15%,-,ad0051
31163,36.34%, 31.83%, 68.17%,-,5100ad
31165,29.62%, 64.81%, 35.19%,-,a50059
31167,12.32%, 56.16%, 43.84%,-,8f006f
31169,3.75%, 48.13%, 51.87%,-,7a0084
31171,20.15%, 60.08%, 39.92%,-,990065
31173,17.48%, 41.26%, 58.74%,-,690095
31175,3.50%, 51.75%, 48.25%,-,83007b
31177,1.18%, 49.41%, 50.59%,-,7d0081
31179,18.28%, 59.14%, 40.86%,-,960068
31181,16.36%, 41.82%, 58.18%,-,6a0094
31183,12.21%, 56.11%, 43.89%,-,8f006f
31185,9.26%, 54.63%, 45.37%,-,8b0073
32001,1.32%, 50.66%, 49.34%,-,81007d
32003,26.03%, 36.98%, 63.02%,-,5e00a0
32005,5.47%, 52.74%, 47.26%,-,860078
32007,20.02%, 39.99%, 60.01%,-,650099
32009,17.61%, 41.19%, 58.81%,-,690095
32011,7.95%, 46.02%, 53.98%,-,750089
32013,12.47%, 43.77%, 56.23%,-,6f008f
32015,7.27%, 46.36%, 53.64%,-,760088
32017,28.16%, 35.92%, 64.08%,-,5b00a3
32019,2.57%, 51.28%, 48.72%,-,82007c
32021,21.67%, 39.16%, 60.84%,-,63009b
32023,21.64%, 39.18%, 60.82%,-,63009b
32027,20.59%, 39.71%, 60.29%,-,650099
32029,20.55%, 39.72%, 60.28%,-,650099
32031,4.72%, 47.64%, 52.36%,-,790085
32033,41.05%, 29.48%, 70.52%,-,4b00b3
32510,3.20%, 48.40%, 51.60%,-,7b0083
33001,15.19%, 42.41%, 57.59%,-,6c0092
33003,9.97%, 54.99%, 45.01%,-,8c0072
33005,39.15%, 30.42%, 69.58%,-,4d00b1
33007,42.17%, 28.91%, 71.09%,-,4900b5
33009,19.52%, 40.24%, 59.76%,-,660098
33011,34.25%, 32.88%, 67.12%,-,5300ab
33013,22.40%, 38.80%, 61.20%,-,62009c
33015,16.59%, 41.70%, 58.30%,-,6a0094
33017,36.03%, 31.99%, 68.01%,-,5100ad
33019,37.71%, 31.15%, 68.85%,-,4f00af
34001,32.45%, 32.85%, 65.30%,-,5300a6
34003,19.56%, 40.13%, 59.69%,-,660098
34005,29.71%, 35.09%, 64.80%,-,5900a5
34007,34.33%, 32.75%, 67.09%,-,5300ab
34009,13.47%, 43.18%, 56.65%,-,6e0090
34011,45.40%, 27.29%, 72.69%,-,4500b9
34013,40.57%, 29.30%, 69.88%,-,4a00b2
34015,25.92%, 37.00%, 62.93%,-,5e00a0
34017,47.99%, 25.56%, 73.55%,-,4100bb
34019,19.45%, 40.24%, 59.69%,-,660098
34021,42.47%, 28.70%, 71.17%,-,4900b5
34023,40.73%, 29.39%, 70.12%,-,4a00b2
34025,21.62%, 39.07%, 60.69%,-,63009a
34027,14.47%, 42.68%, 57.16%,-,6c0091
34029,17.12%, 40.78%, 57.90%,-,670093
34031,28.27%, 35.12%, 63.39%,-,5900a1
34033,34.52%, 32.71%, 67.23%,-,5300ab
34035,21.09%, 39.32%, 60.41%,-,64009a
34037,9.59%, 45.18%, 54.77%,-,73008b
34039,32.88%, 33.29%, 66.17%,-,5400a8
34041,38.24%, 30.85%, 69.09%,-,4e00b0
35001,12.67%, 43.31%, 55.98%,-,6e008e
35003,3.31%, 48.34%, 51.66%,-,7b0083
35005,1.35%, 49.20%, 50.55%,-,7d0080
35006,0%,-,-,-,000000
35007,34.42%, 32.53%, 66.95%,-,5200aa
35009,1.04%, 49.34%, 50.38%,-,7d0080
35011,9.27%, 45.08%, 54.35%,-,72008a
35013,19.18%, 40.25%, 59.43%,-,660097
35015,24.78%, 37.42%, 62.20%,-,5f009e
35017,43.90%, 27.92%, 71.82%,-,4700b7
35019,21.78%, 39.00%, 60.78%,-,63009a
35021,4.64%, 52.27%, 47.62%,-,850079
35023,22.46%, 38.43%, 60.89%,-,61009b
35025,11.47%, 44.10%, 55.57%,-,70008d
35027,5.85%, 52.55%, 46.70%,-,860077
35028,32.91%, 33.32%, 66.23%,-,5400a8
35029,15.65%, 41.95%, 57.60%,-,6a0092
35031,39.48%, 29.65%, 69.13%,-,4b00b0
35033,19.59%, 40.13%, 59.72%,-,660098
35035,26.54%, 36.59%, 63.13%,-,5d00a0
35037,3.81%, 47.86%, 51.67%,-,7a0083
35039,39.78%, 29.78%, 69.56%,-,4b00b1
35041,2.54%, 48.49%, 51.03%,-,7b0082
35043,51.02%, 24.37%, 75.38%,-,3e00c0
35045,0.67%, 49.01%, 49.68%,-,7c007e
35047,35.90%, 31.91%, 67.81%,-,5100ac
35049,36.62%, 31.50%, 68.12%,-,5000ad
35051,4.19%, 47.67%, 51.86%,-,790084
35053,14.90%, 42.43%, 57.33%,-,6c0092
35055,35.24%, 32.16%, 67.39%,-,5200ab
35057,9.98%, 44.90%, 54.88%,-,72008b
35059,3.04%, 51.31%, 48.27%,-,82007b
35061,32.38%, 33.60%, 65.98%,-,5500a8
36001,56.13%, 21.90%, 78.03%,-,3700c6
36003,14.64%, 42.62%, 57.26%,-,6c0092
36005,49.53%, 25.16%, 74.69%,-,4000be
36007,29.60%, 35.16%, 64.76%,-,5900a5
36009,33.67%, 33.12%, 66.78%,-,5400aa
36011,35.53%, 32.20%, 67.73%,-,5200ac
36013,38.44%, 30.73%, 69.17%,-,4e00b0
36015,28.28%, 35.82%, 64.10%,-,5b00a3
36017,23.01%, 38.48%, 61.49%,-,62009c
36019,50.30%, 24.82%, 75.12%,-,3f00bf
36021,23.32%, 38.30%, 61.62%,-,61009d
36023,28.73%, 35.61%, 64.33%,-,5a00a4
36025,16.58%, 41.66%, 58.24%,-,6a0094
36027,25.93%, 37.01%, 62.94%,-,5e00a0
36029,46.43%, 26.71%, 73.14%,-,4400ba
36031,29.56%, 35.19%, 64.75%,-,5900a5
36033,43.98%, 27.96%, 71.94%,-,4700b7
36035,37.02%, 31.44%, 68.46%,-,5000ae
36037,31.87%, 34.03%, 65.91%,-,5600a8
36039,12.25%, 43.82%, 56.07%,-,6f008e
36041,11.63%, 44.17%, 55.80%,-,70008e
36043,32.91%, 33.51%, 66.42%,-,5500a9
36045,40.25%, 29.84%, 70.10%,-,4c00b2
36047,49.76%, 25.05%, 74.80%,-,3f00be
36049,34.76%, 32.57%, 67.33%,-,5300ab
36051,30.85%, 34.53%, 65.38%,-,5800a6
36053,23.53%, 38.21%, 61.75%,-,61009d
36055,43.81%, 28.05%, 71.86%,-,4700b7
36057,39.12%, 30.40%, 69.52%,-,4d00b1
36059,21.15%, 39.37%, 60.53%,-,64009a
36061,61.33%, 19.20%, 80.52%,-,3000cd
36063,40.21%, 29.86%, 70.07%,-,4c00b2
36065,29.70%, 35.10%, 64.80%,-,5900a5
36067,34.07%, 32.92%, 66.99%,-,5300aa
36069,29.48%, 35.24%, 64.72%,-,5900a5
36071,22.34%, 38.78%, 61.13%,-,62009b
36073,25.09%, 37.37%, 62.46%,-,5f009f
36075,33.24%, 33.35%, 66.59%,-,5500a9
36077,27.44%, 36.23%, 63.67%,-,5c00a2
36079,15.62%, 42.14%, 57.75%,-,6b0093
36081,32.70%, 33.59%, 66.28%,-,5500a9
36083,42.13%, 28.88%, 71.01%,-,4900b5
36085,8.82%, 45.54%, 54.36%,-,74008a
36087,27.59%, 36.15%, 63.74%,-,5c00a2
36089,41.33%, 29.30%, 70.62%,-,4a00b4
36091,37.26%, 31.32%, 68.57%,-,4f00ae
36093,40.70%, 29.60%, 70.30%,-,4b00b3
36095,26.28%, 36.81%, 63.09%,-,5d00a0
36097,19.31%, 40.31%, 59.62%,-,660098
36099,33.02%, 33.44%, 66.46%,-,5500a9
36101,21.27%, 39.34%, 60.61%,-,64009a
36103,11.14%, 44.37%, 55.51%,-,71008d
36105,35.20%, 32.31%, 67.52%,-,5200ac
36107,18.58%, 40.68%, 59.26%,-,670097
36109,27.91%, 35.99%, 63.90%,-,5b00a2
36111,19.78%, 40.03%, 59.82%,-,660098
36113,23.95%, 37.99%, 61.94%,-,60009d
36115,25.76%, 37.10%, 62.87%,-,5e00a0
36117,27.75%, 36.08%, 63.83%,-,5c00a2
36119,24.07%, 37.90%, 61.98%,-,60009e
36121,18.47%, 40.71%, 59.19%,-,670096
36123,15.10%, 42.42%, 57.52%,-,6c0092
37001,0.72%, 49.64%, 50.36%,-,7e0080
37003,0.51%, 50.25%, 49.75%,-,80007e
37005,20.17%, 39.91%, 60.09%,-,650099
37007,41.31%, 29.34%, 70.66%,-,4a00b4
37009,8.45%, 45.77%, 54.23%,-,74008a
37011,27.11%, 63.56%, 36.44%,-,a2005c
37013,25.76%, 37.12%, 62.88%,-,5e00a0
37015,56.32%, 21.84%, 78.16%,-,3700c7
37017,35.11%, 32.45%, 67.55%,-,5200ac
37019,6.52%, 46.74%, 53.26%,-,770087
37021,24.02%, 37.99%, 62.01%,-,60009e
37023,11.94%, 44.03%, 55.97%,-,70008e
37025,5.01%, 52.50%, 47.50%,-,850079
37027,10.79%, 44.60%, 55.40%,-,71008d
37029,23.93%, 38.03%, 61.97%,-,60009e
37031,18.46%, 40.77%, 59.23%,-,670097
37033,16.72%, 41.64%, 58.36%,-,6a0094
37035,3.95%, 51.98%, 48.02%,-,84007a
37037,12.59%, 43.71%, 56.29%,-,6f008f
37039,10.35%, 44.83%, 55.17%,-,72008c
37041,36.61%, 31.70%, 68.30%,-,5000ae
37043,6.23%, 46.88%, 53.12%,-,770087
37045,15.83%, 42.08%, 57.92%,-,6b0093
37047,33.64%, 33.18%, 66.82%,-,5400aa
37049,22.55%, 38.73%, 61.27%,-,62009c
37051,20.78%, 39.61%, 60.39%,-,650099
37053,32.51%, 33.74%, 66.26%,-,5600a8
37055,25.99%, 37.00%, 63.00%,-,5e00a0
37057,11.46%, 55.73%, 44.27%,-,8e0070
37059,18.21%, 59.10%, 40.90%,-,960068
37061,30.46%, 34.77%, 65.23%,-,5800a6
37063,19.95%, 40.02%, 59.98%,-,660098
37065,33.16%, 33.42%, 66.58%,-,5500a9
37067,2.16%, 48.92%, 51.08%,-,7c0082
37069,36.94%, 31.53%, 68.47%,-,5000ae
37071,8.22%, 45.89%, 54.11%,-,750089
37073,50.75%, 24.62%, 75.38%,-,3e00c0
37075,10.81%, 44.59%, 55.41%,-,71008d
37077,27.31%, 36.34%, 63.66%,-,5c00a2
37079,50.12%, 24.94%, 75.06%,-,3f00bf
37081,5.73%, 47.13%, 52.87%,-,780086
37083,30.60%, 34.70%, 65.30%,-,5800a6
37085,11.93%, 44.03%, 55.97%,-,70008e
37087,31.34%, 34.33%, 65.67%,-,5700a7
37089,18.28%, 59.14%, 40.86%,-,960068
37091,59.81%, 20.09%, 79.91%,-,3300cb
37093,48.63%, 25.68%, 74.32%,-,4100bd
37095,37.36%, 31.32%, 68.68%,-,4f00af
37097,6.89%, 53.44%, 46.56%,-,880076
37099,21.29%, 39.35%, 60.65%,-,64009a
37101,15.70%, 42.15%, 57.85%,-,6b0093
37103,46.57%, 26.71%, 73.29%,-,4400ba
37105,26.42%, 36.79%, 63.21%,-,5d00a1
37107,15.11%, 42.44%, 57.56%,-,6c0092
37109,10.89%, 44.55%, 55.45%,-,71008d
37111,20.40%, 39.80%, 60.20%,-,650099
37113,13.10%, 43.45%, 56.55%,-,6e0090
37115,6.88%, 46.56%, 53.44%,-,760088
37117,52.27%, 23.86%, 76.14%,-,3c00c2
37119,3.11%, 48.44%, 51.56%,-,7b0083
37121,30.55%, 65.27%, 34.73%,-,a60058
37123,7.49%, 46.26%, 53.74%,-,750089
37125,10.58%, 44.71%, 55.29%,-,72008c
37127,17.78%, 41.11%, 58.89%,-,680096
37129,1.80%, 49.10%, 50.90%,-,7d0081
37131,61.91%, 19.04%, 80.96%,-,3000ce
37133,22.46%, 38.77%, 61.23%,-,62009c
37135,22.82%, 38.59%, 61.41%,-,62009c
37137,28.55%, 35.72%, 64.28%,-,5b00a3
37139,28.41%, 35.79%, 64.21%,-,5b00a3
37141,24.08%, 37.96%, 62.04%,-,60009e
37143,21.55%, 39.22%, 60.78%,-,64009a
37145,37.35%, 31.32%, 68.68%,-,4f00af
37147,37.46%, 31.27%, 68.73%,-,4f00af
37149,4.36%, 47.82%, 52.18%,-,790085
37151,12.72%, 56.36%, 43.64%,-,8f006f
37153,46.34%, 26.83%, 73.17%,-,4400ba
37155,58.69%, 20.65%, 79.35%,-,3400ca
37157,11.56%, 44.22%, 55.78%,-,70008e
37159,0.44%, 49.78%, 50.22%,-,7e0080
37161,14.57%, 42.72%, 57.28%,-,6c0092
37163,2.76%, 48.62%, 51.38%,-,7b0083
37165,51.55%, 24.23%, 75.77%,-,3d00c1
37167,5.89%, 52.95%, 47.05%,-,870077
37169,2.45%, 48.78%, 51.22%,-,7c0082
37171,10.35%, 44.83%, 55.17%,-,72008c
37173,19.85%, 40.07%, 59.93%,-,660098
37175,11.66%, 44.17%, 55.83%,-,70008e
37177,45.40%, 27.30%, 72.70%,-,4500b9
37179,26.05%, 36.98%, 63.02%,-,5e00a0
37181,20.07%, 39.96%, 60.04%,-,650099
37183,16.81%, 41.59%, 58.41%,-,6a0094
37185,19.76%, 40.12%, 59.88%,-,660098
37187,37.30%, 31.35%, 68.65%,-,4f00af
37189,1.24%, 49.38%, 50.62%,-,7d0081
37191,12.89%, 43.55%, 56.45%,-,6f008f
37193,9.10%, 54.55%, 45.45%,-,8b0073
37195,18.27%, 40.87%, 59.13%,-,680096
37197,23.39%, 61.70%, 38.30%,-,9d0061
37199,29.91%, 35.05%, 64.95%,-,5900a5
38001,7.04%, 46.45%, 53.50%,-,760088
38003,14.55%, 42.62%, 57.18%,-,6c0091
38005,26.53%, 36.67%, 63.20%,-,5d00a1
38007,1.16%, 49.42%, 50.58%,-,7e0080
38009,10.55%, 44.71%, 55.26%,-,72008c
38011,17.19%, 41.38%, 58.57%,-,690095
38013,19.72%, 40.02%, 59.74%,-,660098
38015,5.71%, 46.95%, 52.66%,-,770086
38017,9.42%, 45.25%, 54.67%,-,73008b
38019,32.92%, 33.49%, 66.41%,-,5500a9
38021,0.28%, 49.81%, 50.08%,-,7f007f
38023,31.52%, 34.15%, 65.67%,-,5700a7
38025,11.18%, 44.37%, 55.55%,-,71008d
38027,28.26%, 35.78%, 64.03%,-,5b00a3
38029,6.12%, 53.06%, 46.94%,-,870077
38031,17.29%, 41.31%, 58.60%,-,690095
38033,9.06%, 54.53%, 45.47%,-,8b0073
38035,18.56%, 40.53%, 59.09%,-,670096
38037,14.39%, 57.11%, 42.73%,-,91006c
38039,25.94%, 37.03%, 62.97%,-,5e00a0
38041,3.53%, 48.19%, 51.72%,-,7a0083
38043,2.65%, 51.32%, 48.68%,-,82007c
38045,14.41%, 42.72%, 57.12%,-,6c0091
38047,11.02%, 55.44%, 44.42%,-,8d0071
38049,20.90%, 39.46%, 60.36%,-,640099
38051,33.12%, 66.56%, 33.44%,-,a90055
38053,7.90%, 46.02%, 53.91%,-,750089
38055,20.46%, 39.73%, 60.19%,-,650099
38057,8.07%, 54.04%, 45.96%,-,890075
38059,27.25%, 36.31%, 63.57%,-,5c00a2
38061,38.47%, 30.71%, 69.18%,-,4e00b0
38063,33.01%, 33.50%, 66.50%,-,5500a9
38065,7.77%, 46.12%, 53.88%,-,750089
38067,23.94%, 37.95%, 61.89%,-,60009d
38069,23.27%, 38.33%, 61.60%,-,61009d
38071,19.43%, 40.24%, 59.66%,-,660098
38073,11.19%, 44.31%, 55.50%,-,70008d
38075,35.85%, 32.05%, 67.90%,-,5100ad
38077,13.83%, 43.05%, 56.88%,-,6d0091
38079,48.41%, 25.80%, 74.20%,-,4100bd
38081,21.46%, 39.20%, 60.67%,-,63009a
38083,24.23%, 62.11%, 37.89%,-,9e0060
38085,37.61%, 31.00%, 68.61%,-,4f00ae
38087,13.99%, 43.01%, 56.99%,-,6d0091
38089,19.30%, 40.33%, 59.63%,-,660098
38091,27.60%, 36.13%, 63.73%,-,5c00a2
38093,15.55%, 42.12%, 57.66%,-,6b0093
38095,34.75%, 32.60%, 67.36%,-,5300ab
38097,6.13%, 46.91%, 53.03%,-,770087
38099,33.31%, 33.27%, 66.58%,-,5400a9
38101,22.97%, 38.33%, 61.30%,-,61009c
38103,10.48%, 44.76%, 55.24%,-,72008c
38105,26.97%, 36.45%, 63.42%,-,5c00a1
39001,14.96%, 42.52%, 57.48%,-,6c0092
39003,2.33%, 51.17%, 48.83%,-,82007c
39005,7.50%, 46.25%, 53.75%,-,750089
39007,29.29%, 35.36%, 64.64%,-,5a00a4
39009,26.25%, 36.87%, 63.13%,-,5e00a0
39011,4.09%, 47.96%, 52.04%,-,7a0084
39013,48.81%, 25.59%, 74.41%,-,4100bd
39015,28.28%, 35.86%, 64.14%,-,5b00a3
39017,14.74%, 42.63%, 57.37%,-,6c0092
39019,16.03%, 41.99%, 58.01%,-,6b0093
39021,12.18%, 43.91%, 56.09%,-,6f008f
39023,28.40%, 35.80%, 64.20%,-,5b00a3
39025,10.56%, 44.72%, 55.28%,-,72008c
39027,3.43%, 48.29%, 51.71%,-,7b0083
39029,28.92%, 35.54%, 64.46%,-,5a00a4
39031,16.85%, 41.58%, 58.42%,-,6a0094
39033,14.32%, 42.84%, 57.16%,-,6d0091
39035,43.01%, 28.50%, 71.50%,-,4800b6
39037,18.33%, 40.83%, 59.17%,-,680096
39039,26.60%, 36.70%, 63.30%,-,5d00a1
39041,1.91%, 50.96%, 49.04%,-,81007d
39043,23.07%, 38.46%, 61.54%,-,62009c
39045,15.25%, 42.38%, 57.62%,-,6c0092
39047,14.60%, 42.70%, 57.30%,-,6c0092
39049,8.11%, 45.95%, 54.05%,-,750089
39051,3.19%, 51.59%, 48.41%,-,83007b
39053,3.63%, 48.19%, 51.81%,-,7a0084
39055,12.89%, 43.55%, 56.45%,-,6f008f
39057,18.70%, 40.65%, 59.35%,-,670097
39059,19.29%, 40.35%, 59.65%,-,660098
39061,10.53%, 44.73%, 55.27%,-,72008c
39063,0.27%, 50.14%, 49.86%,-,7f007f
39065,12.65%, 43.67%, 56.33%,-,6f008f
39067,27.59%, 36.21%, 63.79%,-,5c00a2
39069,6.87%, 46.57%, 53.43%,-,760088
39071,9.77%, 45.12%, 54.88%,-,73008b
39073,35.11%, 32.44%, 67.56%,-,5200ac
39075,25.65%, 37.18%, 62.82%,-,5e00a0
39077,16.95%, 41.52%, 58.48%,-,690095
39079,17.55%, 41.22%, 58.78%,-,690095
39081,47.42%, 26.29%, 73.71%,-,4300bb
39083,21.45%, 39.27%, 60.73%,-,64009a
39085,24.70%, 37.65%, 62.35%,-,60009e
39087,23.92%, 38.04%, 61.96%,-,61009d
39089,21.50%, 39.25%, 60.75%,-,64009a
39091,11.87%, 44.06%, 55.94%,-,70008e
39093,35.27%, 32.37%, 67.63%,-,5200ac
39095,37.83%, 31.08%, 68.92%,-,4f00af
39097,3.12%, 48.44%, 51.56%,-,7b0083
39099,45.83%, 27.08%, 72.92%,-,4500b9
39101,17.79%, 41.10%, 58.90%,-,680096
39103,18.07%, 40.97%, 59.03%,-,680096
39105,12.74%, 43.63%, 56.37%,-,6f008f
39107,39.49%, 30.25%, 69.75%,-,4d00b1
39109,19.76%, 40.12%, 59.88%,-,660098
39111,42.14%, 28.93%, 71.07%,-,4900b5
39113,27.52%, 36.24%, 63.76%,-,5c00a2
39115,14.47%, 42.76%, 57.24%,-,6d0091
39117,4.31%, 47.84%, 52.16%,-,790085
39119,28.24%, 35.88%, 64.12%,-,5b00a3
39121,13.04%, 43.48%, 56.52%,-,6e0090
39123,26.08%, 36.96%, 63.04%,-,5e00a0
39125,15.69%, 42.16%, 57.84%,-,6b0093
39127,33.48%, 33.26%, 66.74%,-,5400aa
39129,15.78%, 42.11%, 57.89%,-,6b0093
39131,35.00%, 32.50%, 67.50%,-,5200ac
39133,36.50%, 31.75%, 68.25%,-,5000ae
39135,12.94%, 43.53%, 56.47%,-,6f008f
39137,14.65%, 42.67%, 57.33%,-,6c0092
39139,13.67%, 43.16%, 56.84%,-,6e0090
39141,13.80%, 43.10%, 56.90%,-,6d0091
39143,24.05%, 37.98%, 62.02%,-,60009e
39145,23.11%, 38.45%, 61.55%,-,62009c
39147,20.71%, 39.64%, 60.36%,-,650099
39149,31.68%, 34.16%, 65.84%,-,5700a7
39151,24.64%, 37.68%, 62.32%,-,60009e
