id,margin,reagan,carter,anderson,other
36021,16.92%, 53.08%, 36.16%, 8.39%, 2.37%
36023,20.55%, 54.77%, 34.22%, 8.88%, 2.13%
36025,22.31%, 55.36%, 33.05%, 9.73%, 1.86%
36027,26.88%, 57.65%, 30.77%, 9.49%, 2.10%
36029,10.96%, 40.24%, 51.20%, 7.03%, 1.52%
36031,15.21%, 53.16%, 37.95%, 7.14%, 1.75%
36033,2.08%, 46.77%, 44.69%, 7.26%, 1.28%
36035,15.53%, 53.19%, 37.66%, 7.28%, 1.87%
36037,3.97%, 47.57%, 43.60%, 6.74%, 2.09%
36039,24.61%, 57.88%, 33.28%, 6.86%, 1.98%
36041,34.46%, 63.10%, 28.64%, 5.45%, 2.82%
36043,9.35%, 50.58%, 41.23%, 6.56%, 1.64%
36045,9.61%, 49.67%, 40.06%, 8.55%, 1.71%
36047,17.00%, 38.44%, 55.44%, 4.67%, 1.45%
36049,9.81%, 50.26%, 40.45%, 7.29%, 2.00%
36051,9.63%, 49.85%, 40.22%, 7.54%, 2.39%
36053,23.09%, 55.85%, 32.77%, 8.86%, 2.52%
36055,4.50%, 41.93%, 46.43%, 9.49%, 2.14%
36057,9.43%, 49.48%, 40.04%, 8.64%, 1.84%
36059,21.13%, 55.97%, 34.83%, 7.51%, 1.69%
36061,36.17%, 26.23%, 62.40%, 8.73%, 2.64%
36063,1.90%, 44.86%, 46.77%, 6.96%, 1.41%
36065,7.32%, 49.59%, 42.26%, 6.61%, 1.54%
36067,12.64%, 50.65%, 38.00%, 9.73%, 1.62%
36069,7.21%, 47.98%, 40.77%, 8.86%, 2.38%
36071,23.48%, 56.67%, 33.18%, 8.46%, 1.68%
36073,12.11%, 51.58%, 39.47%, 6.69%, 2.27%
36075,17.57%, 53.63%, 36.07%, 7.83%, 2.47%
36077,12.63%, 49.42%, 36.79%, 12.02%, 1.77%
36079,36.15%, 63.46%, 27.31%, 7.35%, 1.87%
36081,3.18%, 44.81%, 47.98%, 5.81%, 1.40%
36083,3.05%, 45.89%, 42.84%, 9.24%, 2.03%
36085,24.93%, 58.64%, 33.72%, 6.38%, 1.27%
36087,22.66%, 56.26%, 33.60%, 8.29%, 1.85%
36089,3.61%, 46.53%, 42.92%, 8.94%, 1.61%
36091,16.13%, 52.30%, 36.17%, 9.49%, 2.04%
36093,2.94%, 45.37%, 42.44%, 10.13%, 2.06%
36095,13.59%, 52.05%, 38.45%, 7.67%, 1.83%
36097,19.03%, 55.17%, 36.14%, 6.84%, 1.85%
36099,15.81%, 52.40%, 36.60%, 8.80%, 2.20%
36101,25.13%, 58.73%, 33.60%, 5.91%, 1.75%
36103,23.65%, 57.00%, 33.35%, 7.73%, 1.93%
36105,20.34%, 55.44%, 35.10%, 7.70%, 1.77%
36107,18.74%, 53.56%, 34.82%, 9.63%, 1.99%
36109,1.61%, 41.96%, 40.35%, 13.76%, 1.37%
36111,21.78%, 55.01%, 33.24%, 8.98%, 2.76%
36113,28.12%, 59.28%, 31.15%, 7.89%, 1.68%
36115,25.98%, 58.59%, 32.61%, 6.85%, 1.94%
36117,12.02%, 50.74%, 38.72%, 8.07%, 2.46%
36119,18.74%, 54.38%, 35.64%, 8.25%, 1.74%
36121,19.75%, 55.72%, 35.97%, 5.88%, 2.44%
36123,22.26%, 55.99%, 33.73%, 8.23%, 2.05%
37001,8.91%, 53.06%, 44.16%, 2.23%, 0.55%
37003,16.47%, 57.39%, 40.92%,-, 1.68%
37005,4.71%, 46.29%, 51.00%, 2.11%, 0.60%
37007,42.40%, 27.77%, 70.17%,-, 2.06%
37009,11.46%, 54.72%, 43.26%,-, 2.02%
37011,37.69%, 67.16%, 29.47%, 2.84%, 0.54%
37013,5.75%, 51.95%, 46.21%,-, 1.84%
37015,38.49%, 30.10%, 68.59%,-, 1.31%
37017,37.57%, 30.70%, 68.27%,-, 1.03%
37019,6.64%, 45.35%, 52.00%, 2.04%, 0.62%
37021,2.40%, 48.80%, 46.40%, 4.02%, 0.78%
37023,5.02%, 50.97%, 45.95%, 2.20%, 0.88%
37025,21.01%, 59.19%, 38.18%, 2.20%, 0.44%
37027,18.95%, 58.11%, 39.17%,-, 2.72%
37029,19.11%, 38.94%, 58.05%, 2.16%, 0.86%
37031,8.45%, 52.37%, 43.92%, 3.12%, 0.60%
37033,23.77%, 37.32%, 61.09%,-, 1.59%
37035,23.76%, 60.39%, 36.63%, 2.29%, 0.70%
37037,13.10%, 41.00%, 54.10%, 3.64%, 1.26%
37039,10.38%, 54.37%, 43.99%,-, 1.64%
37041,19.73%, 38.91%, 58.63%,-, 2.46%
37043,22.89%, 60.22%, 37.33%,-, 2.45%
37045,5.92%, 46.08%, 52.00%,-, 1.92%
37047,29.42%, 34.64%, 64.07%,-, 1.29%
37049,4.61%, 50.97%, 46.36%, 2.12%, 0.55%
37051,1.18%, 47.63%, 48.80%, 2.79%, 0.78%
37053,8.24%, 44.06%, 52.30%, 2.56%, 1.08%
37055,5.29%, 49.76%, 44.47%, 4.63%, 1.14%
37057,21.47%, 59.56%, 38.10%,-, 2.34%
37059,30.50%, 63.79%, 33.29%, 2.26%, 0.67%
37061,16.23%, 41.34%, 57.57%,-, 1.09%
37063,11.88%, 40.24%, 52.13%, 6.37%, 1.26%
37065,14.44%, 42.09%, 56.52%,-, 1.39%
37067,4.15%, 49.99%, 45.84%, 3.42%, 0.76%
37069,21.13%, 38.63%, 59.76%,-, 1.61%
37071,13.55%, 55.61%, 42.07%,-, 2.32%
37073,42.63%, 27.60%, 70.23%,-, 2.16%
37075,9.76%, 54.25%, 44.48%,-, 1.27%
37077,22.10%, 37.99%, 60.09%,-, 1.91%
37079,12.01%, 43.44%, 55.45%,-, 1.11%
37081,8.55%, 51.93%, 43.38%, 3.92%, 0.78%
37083,15.91%, 41.19%, 57.10%,-, 1.71%
37085,9.25%, 44.70%, 53.95%,-, 1.35%
37087,14.87%, 41.33%, 56.20%,-, 2.47%
37089,27.03%, 61.19%, 34.16%, 4.06%, 0.58%
37091,37.10%, 30.59%, 67.69%,-, 1.72%
37093,47.71%, 25.24%, 72.95%,-, 1.82%
37095,19.98%, 38.95%, 58.93%,-, 2.12%
37097,10.29%, 53.70%, 43.42%, 2.25%, 0.64%
37099,7.70%, 44.47%, 52.17%, 2.64%, 0.72%
37101,4.14%, 51.26%, 47.12%,-, 1.62%
37103,21.96%, 38.60%, 60.55%,-, 0.85%
37105,5.48%, 45.84%, 51.31%, 2.37%, 0.47%
37107,12.91%, 55.50%, 42.60%,-, 1.90%
37109,7.05%, 52.39%, 45.34%,-, 2.27%
37111,9.21%, 53.55%, 44.34%,-, 2.10%
37113,6.89%, 52.34%, 45.45%,-, 2.20%
37115,9.59%, 44.02%, 53.62%,-, 2.36%
37117,29.49%, 34.59%, 64.09%,-, 1.32%
37119,0.97%, 47.80%, 46.83%, 4.59%, 0.78%
37121,40.78%, 68.93%, 28.15%, 2.33%, 0.59%
37123,6.91%, 45.74%, 52.65%,-, 1.61%
37125,10.97%, 53.71%, 42.75%, 2.98%, 0.56%
37127,14.59%, 56.34%, 41.75%,-, 1.91%
37129,11.08%, 53.48%, 42.40%, 3.45%, 0.67%
37131,44.98%, 26.92%, 71.90%,-, 1.18%
37133,8.90%, 52.95%, 44.04%, 2.39%, 0.62%
37135,20.86%, 32.39%, 53.26%, 11.77%, 2.58%
37137,18.93%, 39.55%, 58.48%,-, 1.97%
37139,10.24%, 43.39%, 53.62%, 2.33%, 0.66%
37141,18.10%, 40.05%, 58.15%,-, 1.80%
37143,12.26%, 42.40%, 54.66%, 2.21%, 0.74%
37145,11.02%, 43.55%, 54.57%,-, 1.88%
37147,0.86%, 48.60%, 47.74%, 3.14%, 0.52%
37149,11.52%, 53.86%, 42.34%, 2.85%, 0.94%
37151,31.82%, 64.72%, 32.90%,-, 2.37%
37153,30.19%, 33.69%, 63.88%,-, 2.43%
37155,42.49%, 27.89%, 70.39%,-, 1.72%
37157,2.14%, 47.64%, 49.77%,-, 2.59%
37159,22.16%, 59.68%, 37.52%, 2.27%, 0.53%
37161,0.28%, 49.29%, 49.01%,-, 1.70%
37163,5.65%, 46.06%, 51.71%,-, 2.22%
37165,34.10%, 31.45%, 65.56%, 2.29%, 0.71%
37167,10.93%, 54.54%, 43.62%,-, 1.84%
37169,11.41%, 54.93%, 43.52%,-, 1.56%
37171,5.55%, 51.86%, 46.31%,-, 1.83%
37173,15.06%, 41.39%, 56.45%,-, 2.16%
37175,8.92%, 52.60%, 43.68%, 2.99%, 0.73%
37177,30.73%, 34.01%, 64.74%,-, 1.24%
37179,5.39%, 45.77%, 51.16%, 2.47%, 0.59%
37181,12.26%, 43.15%, 55.40%,-, 1.45%
37183,0.73%, 47.31%, 46.58%, 5.19%, 0.92%
37185,39.93%, 29.13%, 69.06%,-, 1.80%
37187,21.14%, 38.57%, 59.72%,-, 1.71%
37189,9.42%, 51.42%, 42.00%, 5.39%, 1.19%
37191,14.34%, 56.31%, 41.98%,-, 1.71%
37193,27.24%, 62.74%, 35.51%,-, 1.75%
37195,1.72%, 49.86%, 48.14%,-, 1.99%
37197,31.81%, 65.08%, 33.28%,-, 1.64%
37199,8.57%, 44.57%, 53.14%,-, 2.29%
38001,44.51%, 68.73%, 24.21%, 5.51%, 1.55%
38003,30.82%, 59.79%, 28.97%, 9.60%, 1.65%
38005,28.71%, 59.91%, 31.20%, 7.30%, 1.59%
38007,58.35%, 76.05%, 17.71%, 4.79%, 1.45%
38009,47.72%, 70.30%, 22.58%, 5.53%, 1.59%
38011,49.25%, 70.49%, 21.23%, 6.64%, 1.64%
38013,52.03%, 73.27%, 21.24%, 4.17%, 1.32%
38015,45.36%, 67.94%, 22.59%, 7.77%, 1.70%
38017,23.67%, 54.76%, 31.09%, 12.43%, 1.72%
38019,37.14%, 64.92%, 27.78%, 5.98%, 1.31%
38021,43.03%, 68.69%, 25.66%, 4.50%, 1.15%
38023,39.52%, 66.06%, 26.54%, 5.68%, 1.72%
38025,49.20%, 71.50%, 22.30%, 4.82%, 1.38%
38027,32.61%, 61.23%, 28.62%, 7.70%, 2.44%
38029,61.13%, 77.57%, 16.44%, 4.32%, 1.67%
38031,41.16%, 66.61%, 25.45%, 6.60%, 1.35%
38033,55.37%, 74.57%, 19.20%, 4.60%, 1.63%
38035,29.36%, 57.65%, 28.29%, 11.86%, 2.20%
38037,67.29%, 80.85%, 13.55%, 4.70%, 0.90%
38039,32.53%, 61.84%, 29.31%, 7.28%, 1.57%
38041,56.05%, 75.28%, 19.23%, 4.61%, 0.89%
38043,60.01%, 77.05%, 17.04%, 4.44%, 1.46%
38045,39.06%, 64.88%, 25.82%, 7.72%, 1.58%
38047,63.86%, 79.03%, 15.17%, 3.70%, 2.09%
38049,48.32%, 71.20%, 22.88%, 4.63%, 1.29%
38051,75.29%, 86.01%, 10.72%, 2.51%, 0.77%
38053,41.51%, 67.25%, 25.74%, 5.40%, 1.60%
38055,41.96%, 67.79%, 25.82%, 5.09%, 1.30%
38057,42.50%, 68.00%, 25.50%, 4.30%, 2.19%
38059,41.87%, 66.84%, 24.97%, 6.48%, 1.71%
38061,27.38%, 60.36%, 32.98%, 5.07%, 1.59%
38063,34.10%, 62.08%, 27.98%, 8.71%, 1.23%
38065,52.89%, 73.40%, 20.52%, 4.18%, 1.90%
38067,39.47%, 65.73%, 26.26%, 6.42%, 1.59%
38069,58.77%, 76.07%, 17.30%, 5.62%, 1.00%
38071,39.32%, 64.88%, 25.57%, 8.18%, 1.37%
38073,28.93%, 59.93%, 31.00%, 7.54%, 1.53%
38075,31.70%, 62.65%, 30.94%, 5.32%, 1.09%
38077,32.27%, 61.17%, 28.90%, 8.03%, 1.91%
38079,1.71%, 44.84%, 46.55%, 7.43%, 1.18%
38081,18.31%, 55.44%, 37.12%, 6.16%, 1.28%
38083,69.57%, 82.51%, 12.94%, 4.04%, 0.50%
38085,21.74%, 56.88%, 35.14%, 6.61%, 1.38%
38087,51.62%, 71.41%, 19.78%, 6.96%, 1.85%
38089,47.72%, 70.11%, 22.39%, 5.69%, 1.81%
38091,20.32%, 53.32%, 32.99%, 12.25%, 1.44%
38093,38.76%, 63.86%, 25.10%, 9.37%, 1.67%
38095,38.08%, 64.89%, 26.81%, 7.17%, 1.13%
38097,32.78%, 60.91%, 28.13%, 10.09%, 0.87%
38099,38.02%, 64.69%, 26.66%, 6.99%, 1.66%
38101,42.56%, 67.59%, 25.03%, 5.56%, 1.82%
38103,53.18%, 73.91%, 20.73%, 4.11%, 1.25%
38105,40.24%, 65.93%, 25.70%, 5.98%, 2.39%
39001,11.84%, 53.75%, 41.91%, 3.05%, 1.29%
39003,36.08%, 65.84%, 29.76%, 3.26%, 1.14%
39005,35.04%, 62.56%, 27.51%, 6.04%, 1.61%
39007,6.14%, 49.04%, 42.91%, 6.13%, 1.92%
39009,6.79%, 41.26%, 48.05%, 7.80%, 2.89%
39011,36.90%, 65.34%, 28.44%, 4.45%, 1.77%
39013,9.53%, 42.47%, 52.00%, 4.47%, 1.06%
39015,11.99%, 53.50%, 41.51%, 2.99%, 2.00%
39017,29.76%, 61.91%, 32.15%, 4.77%, 1.17%
39019,23.65%, 58.94%, 35.29%, 4.12%, 1.65%
39021,26.56%, 60.17%, 33.61%, 4.88%, 1.34%
39023,8.53%, 50.42%, 41.90%, 6.32%, 1.36%
39025,32.01%, 63.37%, 31.36%, 4.03%, 1.24%
39027,29.90%, 61.90%, 31.99%, 4.90%, 1.21%
39029,8.12%, 50.55%, 42.43%, 5.64%, 1.38%
39031,26.23%, 60.33%, 34.10%, 3.79%, 1.78%
39033,32.22%, 62.89%, 30.67%, 4.63%, 1.81%
39035,8.55%, 41.47%, 50.02%, 6.63%, 1.89%
39037,23.40%, 58.17%, 34.77%, 5.46%, 1.60%
39039,27.25%, 59.84%, 32.59%, 5.73%, 1.85%
39041,36.41%, 64.48%, 28.07%, 5.59%, 1.86%
39043,10.78%, 51.29%, 40.51%, 6.26%, 1.94%
39045,27.72%, 60.98%, 33.26%, 4.27%, 1.48%
39047,33.27%, 64.26%, 30.99%, 3.61%, 1.15%
39049,15.28%, 53.87%, 38.58%, 5.70%, 1.85%
39051,37.72%, 64.72%, 27.01%, 6.98%, 1.29%
39053,18.09%, 56.73%, 38.64%, 3.52%, 1.12%
39055,27.21%, 58.81%, 31.59%, 7.81%, 1.79%
39057,9.94%, 51.03%, 41.09%, 6.47%, 1.42%
39059,21.72%, 58.08%, 36.36%, 4.29%, 1.27%
39061,21.72%, 57.73%, 36.01%, 4.99%, 1.27%
39063,42.28%, 67.62%, 25.34%, 5.43%, 1.61%
39065,29.65%, 61.51%, 31.87%, 4.36%, 2.27%
39067,11.44%, 52.62%, 41.18%, 4.79%, 1.42%
39069,39.39%, 66.01%, 26.63%, 6.01%, 1.35%
39071,24.16%, 59.35%, 35.19%, 3.66%, 1.81%
39073,9.33%, 52.02%, 42.69%, 3.54%, 1.75%
39075,27.62%, 60.37%, 32.75%, 5.15%, 1.74%
39077,24.20%, 58.32%, 34.12%, 5.79%, 1.77%
39079,13.93%, 55.06%, 41.13%, 2.56%, 1.25%
39081,11.96%, 40.99%, 52.95%, 4.67%, 1.39%
39083,20.87%, 57.07%, 36.20%, 5.42%, 1.31%
39085,9.53%, 50.31%, 40.78%, 6.86%, 2.05%
39087,9.29%, 52.68%, 43.39%, 3.10%, 0.82%
39089,23.00%, 58.28%, 35.28%, 4.96%, 1.47%
39091,36.07%, 64.87%, 28.80%, 4.79%, 1.53%
39093,9.81%, 49.51%, 39.69%, 7.10%, 0.87%
39095,0.69%, 45.30%, 44.61%, 8.70%, 1.39%
39097,31.73%, 63.14%, 31.41%, 3.86%, 1.59%
39099,10.81%, 40.07%, 50.88%, 7.58%, 1.47%
39101,20.23%, 56.98%, 36.75%, 4.90%, 1.37%
39103,26.52%, 58.79%, 32.28%, 7.05%, 1.88%
39105,11.82%, 53.56%, 41.73%, 3.21%, 1.50%
39107,20.65%, 56.54%, 35.90%, 6.13%, 1.43%
39109,19.65%, 55.65%, 36.01%, 6.78%, 1.56%
39111,4.64%, 45.03%, 49.68%, 4.17%, 1.11%
39113,1.64%, 45.49%, 47.13%, 6.20%, 1.18%
39115,25.36%, 60.31%, 34.94%, 2.91%, 1.84%
39117,29.48%, 61.96%, 32.48%, 3.84%, 1.71%
39119,16.33%, 54.82%, 38.50%, 4.07%, 2.61%
39121,20.50%, 57.38%, 36.87%, 3.95%, 1.80%
39123,11.18%, 51.18%, 40.00%, 7.59%, 1.23%
39125,25.82%, 58.52%, 32.71%, 6.48%, 2.30%
39127,12.60%, 53.77%, 41.16%, 3.47%, 1.61%
39129,27.93%, 61.23%, 33.30%, 3.39%, 2.07%
39131,5.21%, 45.08%, 50.30%, 2.62%, 2.01%
39133,4.69%, 47.37%, 42.69%, 7.88%, 2.06%
39135,20.10%, 56.89%, 36.79%, 4.67%, 1.66%
39137,42.34%, 68.71%, 26.37%, 3.76%, 1.17%
39139,21.56%, 57.48%, 35.91%, 5.09%, 1.52%
39141,16.33%, 55.54%, 39.21%, 3.40%, 1.85%
39143,20.43%, 55.53%, 35.10%, 7.66%, 1.71%
39145,1.01%, 48.76%, 47.75%, 2.51%, 0.98%
39147,29.53%, 60.93%, 31.40%, 6.08%, 1.59%
39149,15.49%, 54.33%, 38.84%, 5.41%, 1.43%
39151,18.31%, 55.87%, 37.56%, 5.11%, 1.47%
39153,4.77%, 43.35%, 48.12%, 7.05%, 1.48%
39155,3.56%, 44.15%, 47.70%, 6.75%, 1.40%
39157,11.94%, 52.21%, 40.27%, 5.91%, 1.60%
39159,40.57%, 67.73%, 27.16%, 3.76%, 1.35%
39161,29.49%, 61.11%, 31.62%, 5.76%, 1.51%
39163,2.03%, 49.05%, 47.02%, 2.73%, 1.20%
39165,31.32%, 63.14%, 31.83%, 3.79%, 1.23%
39167,26.59%, 59.70%, 33.11%, 4.68%, 0.42%
39169,20.13%, 55.87%, 35.73%, 6.81%, 1.59%
39171,36.08%, 64.31%, 28.23%, 6.13%, 1.32%
39173,21.74%, 55.23%, 33.49%, 9.85%, 1.43%
39175,33.01%, 63.06%, 30.05%, 4.44%, 2.45%
40001,10.53%, 54.08%, 43.54%,-, 2.38%
40003,47.47%, 72.16%, 24.68%, 2.36%, 0.80%
40005,21.16%, 38.26%, 59.42%,-, 2.32%
40007,53.88%, 75.51%, 21.63%,-, 2.86%
40009,4.77%, 51.13%, 46.37%,-, 2.50%
40011,43.86%, 70.44%, 26.58%,-, 2.98%
40013,22.96%, 37.61%, 60.57%,-, 1.81%
40015,11.37%, 54.07%, 42.70%, 2.11%, 1.12%
40017,49.35%, 72.58%, 23.24%, 3.05%, 1.13%
40019,17.04%, 57.34%, 40.29%,-, 2.37%
40021,3.35%, 49.47%, 46.12%, 3.20%, 1.21%
40023,18.52%, 39.84%, 58.36%,-, 1.80%
40025,56.62%, 77.10%, 20.48%,-, 2.42%
40027,33.02%, 61.86%, 28.84%, 7.76%, 1.54%
40029,21.23%, 38.09%, 59.32%,-, 2.59%
40031,23.78%, 59.51%, 35.73%, 3.58%, 1.18%
40033,9.11%, 53.09%, 43.98%,-, 2.93%
40035,2.60%, 49.66%, 47.06%, 2.62%, 0.66%
40037,22.35%, 59.55%, 37.20%, 2.33%, 0.92%
40039,35.12%, 65.65%, 30.53%, 2.94%, 0.88%
40041,10.78%, 54.00%, 43.22%,-, 2.78%
40043,38.84%, 67.56%, 28.72%, 2.43%, 1.29%
40045,52.82%, 74.82%, 22.00%, 2.12%, 1.06%
40047,49.42%, 72.45%, 23.03%, 3.41%, 1.11%
40049,4.48%, 50.83%, 46.34%,-, 2.83%
40051,20.05%, 58.20%, 38.15%, 2.51%, 1.14%
40053,42.74%, 69.44%, 26.70%, 2.42%, 1.44%
40055,1.39%, 49.53%, 48.14%,-, 2.32%
40057,17.07%, 40.48%, 57.54%,-, 1.98%
40059,50.90%, 74.08%, 23.18%,-, 2.74%
40061,16.96%, 40.39%, 57.35%,-, 2.26%
40063,18.88%, 39.35%, 58.22%,-, 2.43%
40065,3.46%, 50.58%, 47.12%,-, 2.29%
40067,11.16%, 43.22%, 54.38%,-, 2.40%
40069,9.46%, 44.10%, 53.56%,-, 2.33%
40071,38.30%, 67.17%, 28.87%, 2.98%, 0.98%
40073,57.34%, 77.31%, 19.98%,-, 2.71%
40075,5.15%, 51.44%, 46.29%,-, 2.26%
40077,9.28%, 43.80%, 53.08%,-, 3.13%
40079,1.01%, 49.47%, 48.46%,-, 2.06%
40081,29.56%, 63.27%, 33.71%, 2.13%, 0.90%
40083,30.67%, 63.16%, 32.49%, 2.59%, 1.76%
40085,4.20%, 47.12%, 51.32%,-, 1.56%
40087,17.18%, 56.87%, 39.69%, 2.46%, 0.98%
40089,6.72%, 45.63%, 52.35%,-, 2.02%
40091,10.78%, 43.25%, 54.03%,-, 2.72%
40093,66.19%, 81.81%, 15.62%,-, 2.57%
40095,4.67%, 46.75%, 51.42%,-, 1.84%
40097,10.43%, 53.67%, 43.24%, 2.07%, 1.01%
40099,2.17%, 49.22%, 47.05%, 2.49%, 1.24%
40101,7.12%, 44.76%, 51.88%, 2.46%, 0.89%
40103,43.23%, 69.90%, 26.68%, 2.37%, 1.05%
40105,21.16%, 59.06%, 37.90%,-, 3.04%
40107,1.16%, 48.31%, 49.47%,-, 2.23%
40109,38.23%, 66.05%, 27.81%, 4.35%, 1.79%
40111,4.09%, 46.57%, 50.65%, 2.00%, 0.78%
40113,16.54%, 56.46%, 39.92%, 2.55%, 1.07%
40115,1.70%, 49.25%, 47.55%, 2.45%, 0.75%
40117,30.60%, 63.44%, 32.84%, 2.62%, 1.11%
40119,33.04%, 62.10%, 29.06%, 7.05%, 1.78%
40121,7.76%, 44.54%, 52.29%, 2.14%, 1.03%
40123,2.30%, 49.34%, 47.04%, 2.65%, 0.97%
40125,18.03%, 57.05%, 39.02%, 2.86%, 1.07%
40127,14.18%, 41.65%, 55.83%,-, 2.51%
40129,15.85%, 56.24%, 40.40%, 2.30%, 1.06%
40131,27.80%, 62.12%, 34.33%, 2.47%, 1.08%
40133,3.36%, 49.95%, 46.58%, 2.21%, 1.26%
40135,8.93%, 53.24%, 44.31%,-, 2.45%
40137,16.85%, 57.13%, 40.28%,-, 2.59%
40139,57.08%, 77.52%, 20.44%,-, 2.04%
40141,6.53%, 52.27%, 45.74%,-, 1.98%
40143,37.85%, 66.25%, 28.40%, 4.15%, 1.20%
40145,25.35%, 60.90%, 35.55%, 2.51%, 1.05%
40147,45.56%, 70.47%, 24.91%, 3.62%, 1.00%
40149,21.63%, 59.67%, 38.04%,-, 2.29%
40151,42.78%, 68.97%, 26.19%, 3.67%, 1.17%
40153,49.60%, 72.96%, 23.36%, 2.40%, 1.28%
41001,27.85%, 59.24%, 31.39%, 6.08%, 0.70%
41003,5.31%, 43.42%, 38.11%, 14.34%, 2.07%
41005,12.47%, 49.42%, 36.96%, 10.40%, 0.77%
41007,2.39%, 40.94%, 43.33%, 12.39%, 1.31%
41009,3.23%, 42.72%, 45.95%, 7.47%, 0.74%
41011,4.34%, 46.28%, 41.94%, 8.62%, 0.90%
41013,16.22%, 53.10%, 36.88%, 7.42%, 2.59%
41015,26.56%, 57.85%, 31.29%, 7.68%, 1.00%
41017,19.31%, 52.89%, 33.57%, 10.13%, 1.00%
41019,26.67%, 58.46%, 31.79%, 6.40%, 0.95%
41021,20.00%, 54.56%, 34.56%, 7.46%, 0.96%
41023,29.73%, 60.16%, 30.43%, 6.52%, 0.60%
41025,31.78%, 61.11%, 29.33%, 6.74%, 0.58%
41027,7.42%, 48.65%, 41.23%, 7.47%, 2.65%
41029,22.09%, 55.97%, 33.88%, 6.84%, 1.23%
41031,18.34%, 53.26%, 34.92%, 9.10%, 0.72%
41033,36.87%, 63.89%, 27.02%, 5.32%, 1.04%
41035,33.95%, 62.75%, 28.80%, 5.58%, 0.53%
41037,29.47%, 60.56%, 31.09%, 5.45%, 0.33%
41039,2.00%, 43.59%, 41.59%, 9.61%, 2.00%
41041,3.67%, 44.59%, 40.92%, 9.56%, 1.66%
41043,14.95%, 52.19%, 37.24%, 7.78%, 0.64%
41045,41.96%, 67.80%, 25.84%, 4.15%, 2.20%
41047,11.77%, 49.38%, 37.61%, 10.25%, 2.77%
41049,20.73%, 55.01%, 34.29%, 7.61%, 0.35%
41051,7.29%, 39.23%, 46.53%, 10.65%, 1.54%
41053,10.58%, 48.74%, 38.15%, 9.87%, 1.03%
41055,24.62%, 57.86%, 33.25%, 5.30%, 1.11%
41057,4.02%, 41.63%, 45.65%, 9.40%, 1.17%
41059,24.84%, 57.78%, 32.93%, 6.83%, 0.45%
41061,25.17%, 57.79%, 32.62%, 6.77%, 0.70%
41063,39.29%, 65.53%, 26.24%, 5.70%, 2.53%
41065,3.59%, 45.95%, 42.36%, 8.00%, 1.29%
41067,17.29%, 51.34%, 34.05%, 11.74%, 0.63%
41069,19.80%, 54.70%, 34.90%, 7.67%, 2.72%
41071,14.26%, 51.15%, 36.89%, 8.14%, 1.03%
42001,28.99%, 61.42%, 32.43%, 5.08%, 1.07%
42003,4.12%, 43.75%, 47.87%, 6.23%, 2.16%
42005,0.87%, 47.80%, 46.92%, 4.25%, 1.03%
42007,16.87%, 38.23%, 55.11%, 5.70%, 0.96%
42009,36.42%, 66.57%, 30.15%, 2.53%, 0.75%
42011,22.47%, 56.41%, 33.94%, 8.25%, 1.39%
42013,30.02%, 62.41%, 32.39%, 4.34%, 0.87%
42015,32.11%, 62.97%, 30.86%, 5.12%, 1.05%
42017,22.86%, 55.49%, 32.63%, 9.99%, 1.88%
42019,17.29%, 54.70%, 37.41%, 6.55%, 1.34%
42021,4.23%, 45.85%, 50.08%, 3.32%, 0.75%
42023,22.54%, 59.24%, 36.70%, 3.04%, 1.02%
42025,10.52%, 51.95%, 41.44%, 4.95%, 1.67%
42027,10.83%, 48.33%, 37.50%, 12.31%, 1.86%
42029,32.31%, 60.92%, 28.61%, 9.10%, 1.36%
42031,22.12%, 58.35%, 36.24%, 4.49%, 0.92%
42033,12.95%, 54.27%, 41.31%, 3.35%, 1.07%
42035,12.04%, 52.36%, 40.32%, 6.10%, 1.22%
42037,12.77%, 53.30%, 40.53%, 5.13%, 1.03%
42039,15.45%, 53.55%, 38.11%, 6.78%, 1.57%
42041,31.76%, 61.18%, 29.42%, 8.08%, 1.31%
42043,21.42%, 56.18%, 34.77%, 7.70%, 1.35%
42045,21.40%, 55.78%, 34.38%, 8.14%, 1.70%
42047,9.34%, 52.49%, 43.15%, 3.45%, 0.91%
42049,2.88%, 47.42%, 44.54%, 6.15%, 1.89%
42051,17.64%, 38.99%, 56.62%, 2.73%, 1.66%
42053,18.01%, 56.12%, 38.11%, 4.33%, 1.44%
42055,29.00%, 61.83%, 32.83%, 4.69%, 0.65%
42057,33.11%, 64.90%, 31.79%, 2.53%, 0.78%
42059,20.23%, 37.79%, 58.02%, 3.19%, 1.01%
42061,21.87%, 58.44%, 36.57%, 4.07%, 0.91%
42063,5.66%, 49.62%, 43.97%, 5.43%, 0.98%
42065,19.86%, 57.38%, 37.53%, 4.09%, 1.00%
42067,20.15%, 57.80%, 37.65%, 3.91%, 0.64%
42069,1.06%, 46.35%, 47.42%, 4.41%, 1.82%
42071,42.00%, 67.25%, 25.25%, 6.26%, 1.23%
42073,2.74%, 45.77%, 48.51%, 4.74%, 0.98%
42075,45.66%, 68.99%, 23.32%, 6.52%, 1.17%
42077,16.62%, 52.91%, 36.28%, 9.35%, 1.46%
42079,5.81%, 50.21%, 44.40%, 3.66%, 1.73%
42081,21.71%, 57.74%, 36.02%, 5.02%, 1.22%
42083,27.46%, 60.85%, 33.39%, 4.36%, 1.40%
42085,5.76%, 48.54%, 42.78%, 7.04%, 1.64%
