id,margin,reagan,carter,anderson,other
20071,38.54%, 63.36%, 24.82%, 8.98%, 0.42%
20073,34.75%, 64.62%, 29.87%, 4.09%, 1.42%
20075,35.42%, 64.65%, 29.24%, 4.80%, 1.31%
20077,35.99%, 64.18%, 28.19%, 5.18%, 0.14%
20079,22.24%, 54.56%, 32.32%, 10.50%, 0.28%
20081,42.70%, 67.65%, 24.95%, 5.60%, 1.80%
20083,39.17%, 66.16%, 26.99%, 5.49%, 1.35%
20085,33.02%, 63.33%, 30.32%, 4.62%, 1.74%
20087,36.24%, 64.60%, 28.36%, 5.81%, 1.23%
20089,52.51%, 72.80%, 20.29%, 5.37%, 1.54%
20091,36.16%, 62.95%, 26.79%, 8.83%, 1.43%
20093,39.44%, 66.38%, 26.94%, 4.45%, 2.23%
20095,36.01%, 63.63%, 27.62%, 6.97%, 1.78%
20097,50.10%, 72.16%, 22.05%, 4.43%, 1.36%
20099,13.07%, 52.86%, 39.78%, 5.93%, 1.43%
20101,44.08%, 67.54%, 23.46%, 7.31%, 1.68%
20103,16.83%, 54.98%, 38.15%, 5.73%, 1.14%
20105,49.55%, 72.16%, 22.61%, 4.11%, 1.11%
20107,33.69%, 64.88%, 31.19%, 2.78%, 1.16%
20109,52.20%, 72.89%, 20.69%, 3.82%, 0.52%
20111,25.78%, 57.94%, 32.16%, 8.36%, 1.54%
20113,30.12%, 58.83%, 28.72%, 10.51%, 1.94%
20115,38.88%, 64.39%, 25.51%, 7.93%, 2.16%
20117,42.18%, 67.69%, 25.50%, 5.41%, 1.39%
20119,50.31%, 71.66%, 21.35%, 5.36%, 1.64%
20121,20.11%, 57.10%, 37.00%, 4.43%, 1.47%
20123,49.20%, 71.36%, 22.16%, 4.98%, 1.49%
20125,32.95%, 64.18%, 31.23%, 2.89%, 1.71%
20127,38.08%, 65.55%, 27.47%, 5.63%, 1.36%
20129,44.71%, 69.61%, 24.91%, 4.27%, 1.20%
20131,35.67%, 64.99%, 29.33%, 4.45%, 1.23%
20133,20.92%, 57.11%, 36.19%, 5.35%, 1.35%
20135,42.40%, 67.49%, 25.09%, 5.54%, 1.87%
20137,56.34%, 75.50%, 19.15%, 4.34%, 1.01%
20139,27.34%, 60.36%, 33.02%, 5.22%, 1.41%
20141,52.55%, 73.32%, 20.78%, 4.19%, 1.71%
20143,50.49%, 71.87%, 21.38%, 5.09%, 1.66%
20145,26.71%, 58.79%, 32.08%, 7.61%, 1.52%
20147,54.08%, 74.48%, 20.40%, 3.90%, 1.23%
20149,35.34%, 63.40%, 28.06%, 7.23%, 1.32%
20151,31.97%, 61.20%, 29.23%, 7.03%, 0.51%
20153,52.84%, 73.41%, 20.57%, 4.19%, 1.83%
20155,16.04%, 52.85%, 36.81%, 8.52%, 1.83%
20157,52.94%, 73.57%, 20.63%, 4.44%, 1.36%
20159,24.50%, 57.67%, 33.17%, 7.65%, 1.51%
20161,21.88%, 52.94%, 31.06%, 14.53%, 1.47%
20163,48.64%, 71.38%, 22.75%, 4.52%, 1.35%
20165,49.88%, 71.54%, 21.66%, 5.60%, 1.21%
20167,52.54%, 73.04%, 20.51%, 5.16%, 1.28%
20169,30.12%, 60.27%, 30.15%, 8.06%, 1.53%
20171,56.78%, 75.64%, 18.86%, 4.09%, 1.41%
20173,13.90%, 51.79%, 37.89%, 7.03%, 0.77%
20175,47.25%, 70.83%, 23.58%, 4.04%, 1.55%
20177,16.88%, 53.54%, 36.67%, 8.15%, 1.64%
20179,47.90%, 71.00%, 23.10%, 4.02%, 1.89%
20181,45.69%, 68.86%, 23.17%, 6.40%, 1.58%
20183,50.36%, 71.70%, 21.35%, 5.43%, 1.51%
20185,33.37%, 62.67%, 29.30%, 6.18%, 1.85%
20187,44.46%, 67.74%, 23.29%, 6.25%, 0.50%
20189,49.11%, 72.04%, 22.93%, 3.21%, 1.82%
20191,21.69%, 57.53%, 35.83%, 4.63%, 2.01%
20193,41.50%, 66.37%, 24.87%, 6.40%, 0.19%
20195,39.89%, 65.43%, 25.54%, 6.74%, 0.24%
20197,42.27%, 67.98%, 25.72%, 5.22%, 1.09%
20199,62.16%, 78.28%, 16.12%, 3.47%, 2.12%
20201,55.69%, 74.90%, 19.20%, 4.78%, 1.13%
20203,45.87%, 69.95%, 24.09%, 4.77%, 1.19%
20205,44.22%, 69.32%, 25.10%, 4.33%, 1.25%
20207,36.04%, 65.56%, 29.51%, 4.07%, 0.87%
20209,16.19%, 38.21%, 54.40%, 5.01%, 2.37%
21001,27.52%, 63.12%, 35.60%,-, 1.28%
21003,22.28%, 60.36%, 38.08%,-, 1.55%
21005,10.81%, 43.07%, 53.88%,-, 3.04%
21007,36.41%, 31.10%, 67.51%,-, 1.39%
21009,9.39%, 53.67%, 44.29%,-, 2.04%
21011,19.23%, 39.56%, 58.79%,-, 1.65%
21013,7.69%, 44.95%, 52.63%,-, 2.42%
21015,20.42%, 58.40%, 37.98%, 2.71%, 0.90%
21017,18.37%, 39.00%, 57.37%, 2.41%, 1.21%
21019,1.54%, 47.79%, 49.33%, 2.29%, 0.60%
21021,6.78%, 44.88%, 51.66%, 2.96%, 0.50%
21023,10.06%, 43.65%, 53.71%,-, 2.65%
21025,43.09%, 27.69%, 70.79%,-, 1.52%
21027,6.76%, 52.66%, 45.90%,-, 1.44%
21029,3.82%, 50.60%, 46.79%,-, 2.61%
21031,41.69%, 70.31%, 28.63%,-, 1.06%
21033,5.58%, 46.22%, 51.80%,-, 1.98%
21035,19.32%, 37.60%, 56.91%, 2.66%, 2.83%
21037,19.46%, 57.32%, 37.86%, 3.23%, 1.59%
21039,22.28%, 38.31%, 60.59%,-, 1.10%
21041,31.58%, 32.33%, 63.91%, 2.46%, 1.29%
21043,1.94%, 50.18%, 48.25%,-, 1.57%
21045,52.22%, 75.27%, 23.05%,-, 1.69%
21047,7.48%, 52.92%, 45.44%,-, 1.64%
21049,7.94%, 44.42%, 52.36%, 2.50%, 0.72%
21051,36.49%, 67.78%, 31.29%,-, 0.93%
21053,55.32%, 77.10%, 21.79%,-, 1.11%
21055,18.85%, 58.84%, 39.99%,-, 1.17%
21057,45.28%, 71.92%, 26.65%,-, 1.43%
21059,0.84%, 47.67%, 48.51%, 2.45%, 1.37%
21061,39.24%, 68.82%, 29.58%,-, 1.61%
21063,49.84%, 24.59%, 74.43%,-, 0.98%
21065,17.55%, 57.97%, 40.42%,-, 1.60%
21067,6.74%, 49.22%, 42.48%, 6.87%, 1.43%
21069,3.20%, 50.73%, 47.53%,-, 1.74%
21071,44.17%, 27.16%, 71.34%,-, 1.50%
21073,25.57%, 34.84%, 60.40%, 3.29%, 1.47%
21075,15.62%, 41.22%, 56.84%,-, 1.95%
21077,17.84%, 40.14%, 57.98%,-, 1.88%
21079,18.10%, 57.70%, 39.60%,-, 2.70%
21081,11.79%, 42.53%, 54.32%,-, 3.16%
21083,3.21%, 47.45%, 50.66%,-, 1.89%
21085,28.43%, 62.95%, 34.52%,-, 2.53%
21087,22.17%, 60.50%, 38.33%,-, 1.18%
21089,1.88%, 48.04%, 49.92%,-, 2.05%
21091,5.43%, 45.51%, 50.93%,-, 3.56%
21093,7.68%, 52.19%, 44.50%, 2.41%, 0.90%
21095,23.09%, 37.77%, 60.86%,-, 1.38%
21097,20.11%, 38.69%, 58.80%,-, 2.52%
21099,2.00%, 50.44%, 48.44%,-, 1.13%
21101,22.02%, 37.15%, 59.17%, 2.59%, 1.09%
21103,26.53%, 35.82%, 62.35%,-, 1.83%
21105,11.73%, 42.84%, 54.57%,-, 2.59%
21107,16.75%, 40.63%, 57.38%,-, 2.00%
21109,64.93%, 81.95%, 17.03%,-, 1.02%
21111,0.53%, 47.97%, 47.44%, 3.65%, 0.94%
21113,17.57%, 56.38%, 38.80%, 3.26%, 1.56%
21115,22.78%, 60.50%, 37.72%,-, 1.78%
21117,17.43%, 56.16%, 38.73%, 3.42%, 1.68%
21119,53.83%, 22.68%, 76.50%,-, 0.82%
21121,21.60%, 59.95%, 38.34%,-, 1.71%
21123,4.31%, 47.07%, 51.38%,-, 1.55%
21125,37.69%, 68.23%, 30.54%,-, 1.23%
21127,4.06%, 51.49%, 47.43%,-, 1.08%
21129,23.22%, 60.53%, 37.31%,-, 2.16%
21131,44.89%, 71.86%, 26.97%,-, 1.18%
21133,10.92%, 43.82%, 54.75%,-, 1.43%
21135,28.66%, 63.78%, 35.12%,-, 1.09%
21137,0.70%, 49.70%, 48.99%,-, 1.31%
21139,15.39%, 41.67%, 57.06%,-, 1.27%
21141,11.54%, 43.26%, 54.80%,-, 1.94%
21143,20.89%, 38.31%, 59.20%,-, 2.49%
21145,12.68%, 42.27%, 54.94%,-, 2.79%
21147,45.35%, 71.27%, 25.92%,-, 2.80%
21149,17.52%, 40.35%, 57.87%,-, 1.78%
21151,1.30%, 47.74%, 46.45%, 4.18%, 1.62%
21153,13.61%, 42.76%, 56.37%,-, 0.87%
21155,24.95%, 36.55%, 61.50%,-, 1.94%
21157,16.96%, 40.85%, 57.81%,-, 1.35%
21159,27.67%, 63.05%, 35.37%,-, 1.58%
21161,4.06%, 46.54%, 50.60%, 2.02%, 0.84%
21163,7.67%, 45.22%, 52.90%,-, 1.88%
21165,27.15%, 35.45%, 62.61%,-, 1.94%
21167,3.63%, 46.99%, 50.62%,-, 2.40%
21169,10.39%, 54.30%, 43.92%,-, 1.78%
21171,59.11%, 79.00%, 19.89%,-, 1.12%
21173,8.13%, 44.70%, 52.84%,-, 2.46%
21175,29.72%, 34.53%, 64.25%,-, 1.21%
21177,14.72%, 41.80%, 56.52%,-, 1.68%
21179,23.75%, 36.75%, 60.50%,-, 2.75%
21181,18.46%, 38.92%, 57.38%, 2.38%, 1.32%
21183,20.02%, 59.10%, 39.08%,-, 1.83%
21185,22.07%, 58.74%, 36.67%, 3.69%, 0.90%
21187,41.24%, 28.23%, 69.47%,-, 2.30%
21189,47.85%, 73.57%, 25.72%,-, 0.71%
21191,6.08%, 45.45%, 51.53%,-, 3.03%
21193,17.41%, 40.76%, 58.17%,-, 1.06%
21195,16.83%, 41.02%, 57.85%,-, 1.14%
21197,7.70%, 45.55%, 53.25%,-, 1.19%
21199,32.13%, 65.11%, 32.98%,-, 1.90%
21201,14.61%, 41.64%, 56.26%,-, 2.10%
21203,44.43%, 71.62%, 27.19%,-, 1.19%
21205,3.62%, 46.07%, 49.69%, 3.19%, 1.05%
21207,38.10%, 68.66%, 30.56%,-, 0.78%
21209,9.94%, 43.02%, 52.96%, 2.95%, 1.06%
21211,12.41%, 42.22%, 54.63%, 2.20%, 0.96%
21213,14.38%, 41.92%, 56.30%,-, 1.78%
21215,12.77%, 42.50%, 55.27%,-, 2.23%
21217,10.85%, 54.62%, 43.77%,-, 1.61%
21219,0.28%, 48.86%, 49.13%,-, 2.01%
21221,15.33%, 41.54%, 56.87%,-, 1.59%
21223,27.34%, 34.45%, 61.79%, 2.05%, 1.71%
21225,30.02%, 33.97%, 63.99%,-, 2.04%
21227,11.24%, 53.90%, 42.66%, 2.66%, 0.77%
21229,3.27%, 47.26%, 50.53%,-, 2.21%
21231,19.34%, 59.14%, 39.80%,-, 1.06%
21233,28.31%, 35.03%, 63.34%,-, 1.63%
21235,28.15%, 63.26%, 35.11%,-, 1.63%
21237,30.77%, 33.90%, 64.67%,-, 1.43%
21239,0.26%, 47.66%, 47.92%, 3.27%, 1.15%
22001,7.17%, 52.19%, 45.01%,-, 2.80%
22003,28.53%, 34.80%, 63.33%,-, 1.87%
22005,25.46%, 35.83%, 61.29%,-, 2.88%
22007,7.47%, 44.10%, 51.57%,-, 4.33%
22009,6.48%, 51.12%, 44.64%,-, 2.05%
22011,2.77%, 47.47%, 50.24%,-, 2.29%
22013,7.92%, 45.15%, 53.06%,-, 1.79%
22015,27.10%, 62.70%, 35.60%,-, 1.70%
22017,16.57%, 57.41%, 40.84%,-, 1.75%
22019,12.10%, 42.55%, 54.65%,-, 2.80%
22021,18.93%, 57.91%, 38.99%,-, 3.10%
22023,20.33%, 38.15%, 58.48%, 2.16%, 1.21%
22025,9.55%, 53.19%, 43.64%,-, 3.16%
22027,1.34%, 50.01%, 48.67%,-, 1.31%
22029,10.73%, 54.20%, 43.46%,-, 2.34%
22031,14.64%, 42.11%, 56.75%,-, 1.13%
22033,10.23%, 53.36%, 43.13%, 2.49%, 1.01%
22035,9.83%, 44.13%, 53.96%,-, 1.91%
22037,20.12%, 38.56%, 58.68%,-, 2.76%
22039,4.77%, 51.26%, 46.48%,-, 2.26%
22041,11.53%, 54.38%, 42.85%,-, 2.77%
22043,4.49%, 50.52%, 46.03%,-, 3.46%
22045,18.35%, 57.03%, 38.68%,-, 4.29%
22047,34.65%, 31.57%, 66.23%,-, 2.20%
22049,4.06%, 50.75%, 46.69%,-, 2.56%
22051,31.29%, 64.09%, 32.80%, 2.31%, 0.81%
22053,3.90%, 46.73%, 50.63%,-, 2.64%
22055,21.92%, 58.72%, 36.79%, 2.36%, 2.13%
22057,2.37%, 48.51%, 46.15%, 2.19%, 3.15%
22059,16.99%, 57.16%, 40.17%,-, 2.67%
22061,14.23%, 55.79%, 41.56%,-, 2.65%
22063,2.89%, 47.18%, 50.06%,-, 2.76%
22065,12.37%, 42.70%, 55.06%,-, 2.24%
22067,19.34%, 58.51%, 39.17%,-, 2.32%
22069,3.06%, 46.99%, 50.05%,-, 2.95%
22071,17.33%, 39.54%, 56.87%, 2.26%, 1.33%
22073,28.52%, 62.98%, 34.46%,-, 2.56%
22075,11.62%, 54.46%, 42.84%,-, 2.70%
22077,26.58%, 35.73%, 62.31%,-, 1.96%
22079,13.26%, 55.24%, 41.98%,-, 2.79%
22081,12.62%, 43.06%, 55.68%,-, 1.26%
22083,11.75%, 54.57%, 42.83%,-, 2.60%
22085,8.71%, 44.50%, 53.21%,-, 2.30%
22087,25.08%, 60.53%, 35.45%,-, 4.02%
22089,7.40%, 44.83%, 52.23%,-, 2.95%
22091,34.05%, 31.55%, 65.60%,-, 2.84%
22093,28.27%, 34.90%, 63.17%,-, 1.92%
22095,13.19%, 41.98%, 55.17%,-, 2.85%
22097,6.69%, 45.72%, 52.41%,-, 1.88%
22099,7.04%, 44.55%, 51.60%,-, 3.85%
22101,0.59%, 48.03%, 48.63%,-, 3.34%
22103,30.57%, 63.74%, 33.17%, 2.04%, 1.06%
22105,0.27%, 48.46%, 48.73%,-, 2.82%
22107,10.59%, 43.46%, 54.06%,-, 2.48%
22109,20.36%, 58.03%, 37.67%,-, 4.30%
22111,14.01%, 55.77%, 41.76%,-, 2.47%
22113,3.45%, 48.96%, 45.51%, 2.21%, 0.94%
22115,9.89%, 43.68%, 53.57%,-, 2.75%
22117,8.89%, 44.58%, 53.48%,-, 1.94%
22119,1.68%, 50.24%, 48.55%,-, 1.21%
22121,24.65%, 36.48%, 61.12%,-, 2.40%
22123,22.97%, 60.05%, 37.08%,-, 2.87%
22125,29.66%, 33.23%, 62.90%,-, 1.77%
22127,7.06%, 52.26%, 45.20%,-, 2.54%
23001,9.37%, 39.93%, 49.29%, 9.33%, 1.45%
23003,5.47%, 48.29%, 42.82%, 7.47%, 1.43%
23005,1.41%, 42.64%, 44.05%, 11.37%, 1.94%
23007,5.78%, 46.83%, 41.05%, 9.94%, 2.18%
23009,20.66%, 53.60%, 32.94%, 10.78%, 2.68%
23011,1.17%, 43.84%, 42.67%, 11.31%, 2.17%
23013,12.19%, 48.98%, 36.79%, 11.82%, 2.41%
23015,18.64%, 52.14%, 33.49%, 10.91%, 3.46%
23017,4.80%, 47.04%, 42.23%, 8.79%, 1.94%
23019,3.74%, 45.97%, 42.23%, 10.01%, 1.78%
23021,5.44%, 46.93%, 41.50%, 9.13%, 2.44%
23023,2.15%, 45.23%, 43.08%, 9.52%, 2.16%
23025,6.00%, 47.59%, 41.59%, 8.57%, 2.25%
23027,12.41%, 49.57%, 37.16%, 9.92%, 3.34%
23029,7.64%, 48.55%, 40.91%, 8.80%, 1.74%
23031,4.62%, 46.31%, 41.69%, 10.57%, 1.44%
24001,16.98%, 55.62%, 38.65%, 4.72%, 1.01%
24003,14.18%, 52.76%, 38.58%, 7.61%, 1.06%
24005,4.00%, 47.33%, 43.33%, 8.25%, 1.09%
24009,6.39%, 50.05%, 43.65%, 5.43%, 0.87%
24011,11.07%, 52.95%, 41.88%, 4.30%, 0.87%
24013,28.74%, 60.29%, 31.55%, 6.81%, 1.35%
24015,9.21%, 51.33%, 42.12%, 5.50%, 1.06%
24017,13.26%, 53.62%, 40.36%, 5.24%, 0.79%
24019,2.39%, 48.91%, 46.52%, 3.41%, 1.16%
24021,21.48%, 56.31%, 34.83%, 7.39%, 1.47%
24023,32.38%, 64.07%, 31.69%, 3.16%, 1.08%
24025,13.10%, 52.44%, 39.34%, 7.38%, 0.83%
24027,6.92%, 47.04%, 40.12%, 11.68%, 1.16%
24029,1.54%, 45.83%, 47.37%, 5.89%, 0.92%
24031,7.40%, 47.16%, 39.76%, 12.30%, 0.78%
24033,10.20%, 40.71%, 50.91%, 7.51%, 0.87%
24035,10.20%, 52.12%, 41.92%, 5.27%, 0.69%
24037,9.30%, 51.49%, 42.18%, 5.56%, 0.77%
24039,0.43%, 47.74%, 48.18%, 3.10%, 0.98%
24041,19.13%, 56.43%, 37.30%, 5.32%, 0.95%
24043,22.47%, 58.60%, 36.12%, 4.32%, 0.96%
24045,8.21%, 51.26%, 43.05%, 4.99%, 0.70%
24047,11.40%, 52.38%, 40.98%, 5.72%, 0.91%
24510,50.61%, 21.87%, 72.48%, 4.95%, 0.70%
25001,21.32%, 50.43%, 29.11%, 19.39%, 1.07%
25003,3.52%, 39.78%, 43.30%, 15.54%, 1.37%
25005,3.14%, 41.12%, 44.25%, 13.48%, 1.15%
25007,10.39%, 33.52%, 43.91%, 20.88%, 1.69%
25009,4.73%, 43.78%, 39.05%, 16.02%, 1.16%
25011,2.32%, 41.59%, 39.27%, 17.14%, 2.00%
25013,4.36%, 40.36%, 44.72%, 13.78%, 1.15%
25015,10.76%, 34.99%, 45.75%, 16.77%, 2.50%
25017,2.16%, 40.30%, 42.46%, 16.02%, 1.22%
25019,3.84%, 40.49%, 36.65%, 21.63%, 1.23%
25021,6.23%, 44.84%, 38.61%, 15.50%, 1.05%
25023,15.48%, 49.40%, 33.92%, 15.30%, 1.37%
25025,18.57%, 33.89%, 52.46%, 12.48%, 1.17%
25027,1.00%, 43.11%, 42.12%, 13.78%, 0.99%
26001,20.70%, 57.39%, 36.69%, 4.88%, 1.05%
26003,3.94%, 44.31%, 48.25%, 5.66%, 1.79%
26005,32.34%, 62.24%, 29.90%, 6.01%, 1.85%
26007,7.71%, 49.89%, 42.18%, 6.60%, 1.33%
26009,21.48%, 56.26%, 34.78%, 7.20%, 1.76%
26011,13.82%, 53.43%, 39.61%, 5.18%, 1.79%
26013,11.15%, 52.18%, 41.04%, 5.13%, 1.66%
26015,24.93%, 58.13%, 33.20%, 6.77%, 1.90%
26017,1.49%, 46.40%, 44.91%, 7.12%, 1.57%
26019,22.04%, 55.55%, 33.50%, 8.28%, 2.67%
26021,28.40%, 60.99%, 32.59%, 5.03%, 1.39%
26023,34.44%, 62.99%, 28.56%, 6.79%, 1.66%
26025,13.33%, 52.24%, 38.90%, 7.55%, 1.31%
26027,21.02%, 56.78%, 35.76%, 5.86%, 1.60%
26029,13.39%, 51.58%, 38.19%, 8.33%, 1.90%
26031,12.89%, 52.45%, 39.56%, 6.41%, 1.58%
26033,13.27%, 52.31%, 39.04%, 7.05%, 1.60%
26035,14.51%, 53.36%, 38.85%, 6.19%, 1.60%
26037,30.09%, 60.62%, 30.53%, 7.03%, 1.81%
26039,16.64%, 53.42%, 36.78%, 7.86%, 1.93%
26041,1.86%, 46.04%, 47.90%, 4.80%, 1.25%
26043,7.04%, 50.58%, 43.54%, 4.56%, 1.32%
26045,25.48%, 57.35%, 31.87%, 8.84%, 1.94%
26047,20.04%, 53.88%, 33.84%, 10.30%, 1.98%
26049,6.43%, 42.73%, 49.15%, 6.67%, 1.45%
26051,8.79%, 51.09%, 42.30%, 5.25%, 1.36%
26053,8.45%, 42.80%, 51.25%, 4.81%, 1.14%
26055,29.69%, 58.63%, 28.94%, 10.39%, 2.04%
26057,27.94%, 59.30%, 31.37%, 7.61%, 1.72%
26059,39.86%, 66.37%, 26.52%, 5.35%, 1.76%
26061,6.46%, 47.94%, 41.48%, 8.61%, 1.98%
26063,37.85%, 65.27%, 27.43%, 6.04%, 1.26%
26065,6.77%, 45.19%, 38.43%, 13.64%, 2.74%
26067,23.83%, 57.38%, 33.55%, 7.33%, 1.73%
26069,20.52%, 56.54%, 36.01%, 6.25%, 1.19%
26071,3.04%, 45.36%, 48.40%, 4.80%, 1.45%
26073,15.03%, 50.24%, 35.21%, 12.12%, 2.43%
26075,16.08%, 53.93%, 37.85%, 6.66%, 1.57%
26077,14.79%, 50.90%, 36.11%, 11.33%, 1.66%
26079,20.04%, 56.42%, 36.39%, 5.24%, 1.95%
26081,19.30%, 54.59%, 35.29%, 8.68%, 1.45%
26083,1.03%, 46.27%, 45.24%, 6.90%, 1.59%
26085,7.77%, 43.22%, 50.99%, 4.67%, 1.12%
26087,22.53%, 56.99%, 34.45%, 6.66%, 1.90%
26089,28.19%, 57.78%, 29.59%, 10.57%, 2.05%
26091,20.59%, 56.44%, 35.85%, 6.18%, 1.54%
26093,29.80%, 60.17%, 30.37%, 7.81%, 1.65%
26095,23.14%, 57.56%, 34.42%, 6.14%, 1.87%
26097,13.12%, 52.23%, 39.11%, 7.17%, 1.49%
26099,11.45%, 51.88%, 40.43%, 6.39%, 1.30%
26101,14.00%, 52.91%, 38.91%, 6.53%, 1.65%
26103,0.44%, 44.71%, 45.16%, 8.42%, 1.71%
26105,24.46%, 58.14%, 33.68%, 6.72%, 1.47%
26107,17.39%, 53.37%, 35.99%, 9.10%, 1.54%
26109,10.28%, 52.52%, 42.23%, 3.85%, 1.40%
26111,17.28%, 53.04%, 35.76%, 9.38%, 1.82%
26113,32.67%, 63.47%, 30.80%, 4.53%, 1.20%
26115,10.08%, 51.26%, 41.19%, 6.23%, 1.33%
26117,21.49%, 56.51%, 35.02%, 6.84%, 1.63%
26119,17.32%, 55.71%, 38.39%, 4.53%, 1.37%
26121,14.52%, 53.73%, 39.21%, 6.02%, 1.03%
26123,24.19%, 58.58%, 34.40%, 5.58%, 1.44%
26125,19.07%, 54.65%, 35.58%, 8.26%, 1.51%
26127,21.74%, 57.14%, 35.40%, 5.96%, 1.50%
26129,9.14%, 51.29%, 42.15%, 5.23%, 1.33%
26131,3.70%, 48.95%, 45.26%, 4.52%, 1.28%
26133,27.58%, 60.04%, 32.46%, 5.71%, 1.79%
26135,17.02%, 55.25%, 38.23%, 5.28%, 1.24%
26137,15.73%, 53.70%, 37.96%, 7.02%, 1.32%
26139,43.43%, 67.85%, 24.42%, 6.50%, 1.23%
26141,7.73%, 50.43%, 42.71%, 5.53%, 1.33%
26143,15.71%, 54.66%, 38.96%, 5.26%, 1.12%
26145,3.82%, 48.22%, 44.40%, 6.05%, 1.32%
26147,19.02%, 55.61%, 36.59%, 6.44%, 1.36%
26149,33.90%, 63.19%, 29.29%, 5.95%, 1.57%
26151,40.07%, 67.11%, 27.04%, 4.76%, 1.09%
26153,3.04%, 47.94%, 44.90%, 5.56%, 1.60%
26155,12.38%, 51.71%, 39.33%, 6.96%, 2.00%
26157,25.21%, 59.12%, 33.91%, 5.63%, 1.34%
26159,20.15%, 55.96%, 35.81%, 6.55%, 1.68%
26161,1.99%, 41.92%, 43.91%, 11.59%, 2.59%
26163,23.18%, 35.42%, 58.60%, 4.90%, 1.09%
26165,16.61%, 54.01%, 37.39%, 6.74%, 1.86%
27001,3.66%, 44.28%, 47.94%, 4.95%, 0.70%
27003,14.15%, 37.68%, 51.83%, 7.77%, 2.71%
27005,12.39%, 52.14%, 39.75%, 6.59%, 1.52%
27007,6.12%, 41.71%, 47.83%, 8.07%, 2.38%
27009,2.05%, 46.79%, 44.75%, 5.48%, 2.98%
27011,3.32%, 47.67%, 44.34%, 6.09%, 1.91%
27013,3.96%, 45.78%, 41.82%, 10.32%, 2.08%
27015,22.21%, 57.01%, 34.80%, 5.96%, 2.22%
27017,27.38%, 32.09%, 59.48%, 5.95%, 2.48%
27019,17.79%, 53.62%, 35.83%, 8.09%, 2.46%
27021,12.21%, 53.28%, 41.07%, 3.78%, 1.87%
27023,13.44%, 52.51%, 39.08%, 6.57%, 1.84%
27025,9.77%, 40.06%, 49.83%, 7.50%, 0.50%
27027,6.70%, 46.41%, 39.72%, 12.32%, 1.55%
27029,0.87%, 46.39%, 47.26%, 4.47%, 1.89%
27031,12.18%, 50.62%, 38.44%, 8.03%, 0.79%
27033,16.57%, 54.26%, 37.70%, 6.82%, 1.22%
27035,7.02%, 50.03%, 43.01%, 4.83%, 2.14%
27037,2.88%, 42.96%, 45.84%, 9.06%, 2.14%
27039,16.93%, 54.93%, 38.00%, 5.17%, 1.90%
27041,15.56%, 53.85%, 38.28%, 5.84%, 2.03%
27043,24.67%, 59.21%, 34.54%, 5.01%, 1.24%
27045,21.59%, 57.04%, 35.45%, 5.75%, 1.77%
27047,1.48%, 47.65%, 46.17%, 4.54%, 1.63%
27049,3.77%, 46.07%, 42.31%, 9.70%, 1.92%
27051,5.43%, 48.08%, 42.65%, 7.79%, 1.47%
27053,8.84%, 38.57%, 47.41%, 11.16%, 2.87%
27055,24.93%, 58.88%, 33.94%, 5.03%, 2.15%
27057,17.73%, 55.53%, 37.80%, 4.86%, 1.81%
27059,9.04%, 41.45%, 50.49%, 5.93%, 2.14%
27061,16.94%, 37.65%, 54.59%, 4.86%, 0.72%
27063,4.66%, 48.00%, 43.35%, 6.55%, 2.10%
27065,2.80%, 45.39%, 48.18%, 4.88%, 1.54%
27067,2.44%, 46.86%, 44.42%, 6.87%, 1.84%
27069,13.08%, 52.42%, 39.33%, 6.79%, 1.45%
27071,9.07%, 41.61%, 50.68%, 6.01%, 1.70%
27073,8.88%, 50.50%, 41.62%, 5.66%, 2.22%
27075,20.92%, 34.83%, 55.75%, 6.39%, 0.72%
27077,14.45%, 52.60%, 38.15%, 6.40%, 0.65%
27079,2.73%, 47.12%, 44.40%, 6.29%, 2.19%
27081,11.70%, 51.49%, 39.80%, 7.16%, 1.55%
27083,1.75%, 45.33%, 43.58%, 8.74%, 2.35%
27085,20.18%, 55.71%, 35.53%, 6.07%, 0.49%
27087,3.80%, 48.39%, 44.59%, 5.81%, 1.21%
27089,14.79%, 53.70%, 38.91%, 5.86%, 1.54%
27091,22.42%, 57.40%, 34.98%, 6.11%, 1.50%
27093,7.87%, 49.85%, 41.98%, 6.62%, 1.56%
27095,6.47%, 42.83%, 49.30%, 6.10%, 1.78%
27097,4.52%, 44.91%, 49.44%, 3.99%, 1.66%
27099,12.94%, 38.91%, 51.85%, 7.21%, 2.04%
27101,4.69%, 48.56%, 43.87%, 5.80%, 1.76%
27103,7.61%, 47.25%, 39.64%, 11.15%, 1.96%
27105,0.03%, 45.40%, 45.37%, 6.34%, 2.88%
27107,1.25%, 44.92%, 46.17%, 7.56%, 1.35%
27109,21.32%, 55.50%, 34.18%, 8.89%, 1.43%
27111,22.89%, 57.74%, 34.85%, 5.88%, 1.53%
27113,8.28%, 50.09%, 41.81%, 6.27%, 1.82%
27115,12.61%, 40.25%, 52.86%, 4.82%, 2.06%
27117,13.05%, 51.37%, 38.31%, 8.99%, 1.33%
27119,10.68%, 51.21%, 40.53%, 6.84%, 1.42%
27121,10.27%, 51.34%, 41.07%, 5.75%, 1.84%
27123,19.73%, 33.88%, 53.61%, 9.98%, 2.53%
27125,3.51%, 45.18%, 48.69%, 4.29%, 1.85%
27127,31.35%, 61.79%, 30.44%, 5.65%, 2.12%
