id,margin,harding,cox,other,other2,hex_color
27075,9.63%, 40.93%, 24.56%,0.79%,-,68023e
27077,0%,-,-,0.0%,-,000000
27079,35.99%, 66.22%, 30.23%,3.56%,-,a8094d
27081,55.41%, 75.30%, 19.89%,2.42%,-,c00632
27083,53.38%, 73.16%, 19.78%,0.66%,-,ba0132
27085,61.34%, 77.62%, 16.28%,2.34%,-,c50529
27087,57.59%, 71.97%, 14.38%,2.47%,-,b70624
27089,61.32%, 75.41%, 14.09%,1.03%,-,c00223
27091,59.83%, 78.46%, 18.63%,2.91%,-,c8072f
27093,63.73%, 78.40%, 14.67%,1.15%,-,c70225
27095,59.87%, 73.17%, 10.93%,2.6%,-,ba061b
27097,61.24%, 77.57%, 16.33%,1.53%,-,c50329
27099,68.32%, 82.06%, 13.73%,1.72%,-,d10423
27101,62.26%, 79.16%, 16.90%,1.48%,-,c9032b
27103,72.18%, 83.45%, 11.28%,0.39%,-,d4001c
27105,61.95%, 79.64%, 17.69%,2.67%,-,cb062d
27107,63.83%, 74.17%, 10.34%,1.4%,-,bd031a
27109,58.13%, 77.12%, 18.99%,3.88%,-,c40930
27111,66.17%, 78.50%, 12.33%,1.2%,-,c8031f
27113,40.61%, 60.70%, 20.09%,1.52%,-,9a0333
27115,47.42%, 66.83%, 19.42%,2.48%,-,aa0631
27117,67.28%, 79.89%, 12.60%,1.54%,-,cb0320
27119,51.58%, 69.47%, 17.89%,1.25%,-,b1032d
27121,60.73%, 76.34%, 15.62%,0.77%,-,c20127
27123,27.84%, 58.62%, 30.78%,1.56%,-,95034e
27125,35.77%, 62.37%, 26.61%,1.34%,-,9f0343
27127,69.99%, 83.07%, 13.08%,1.49%,-,d30321
27129,57.88%, 73.64%, 15.76%,1.06%,-,bb0228
27131,51.18%, 74.58%, 23.41%,2.01%,-,be053b
27133,72.56%, 84.53%, 11.97%,3.49%,-,d7081e
27135,45.38%, 64.13%, 13.43%,1.26%,-,a30322
27137,26.92%, 56.98%, 30.07%,2.0%,-,91054c
27139,40.30%, 68.96%, 28.66%,2.38%,-,af0649
27141,75.66%, 85.18%, 9.52%,1.74%,-,d90418
27143,75.66%, 85.94%, 10.28%,1.51%,-,db031a
27145,76.05%, 86.33%, 10.28%,1.36%,-,dc031a
27147,55.42%, 76.45%, 21.03%,2.52%,-,c20635
27149,64.23%, 79.83%, 15.60%,2.15%,-,cb0527
27151,50.75%, 70.22%, 19.47%,1.05%,-,b30231
27153,52.00%, 71.10%, 19.11%,1.51%,-,b50330
27155,50.31%, 73.20%, 22.89%,1.87%,-,ba043a
27157,57.07%, 77.11%, 20.03%,2.86%,-,c40733
27159,61.14%, 75.57%, 14.43%,1.72%,-,c00424
27161,46.90%, 71.79%, 24.89%,1.31%,-,b7033f
27163,54.92%, 74.84%, 19.93%,1.82%,-,be0432
27165,66.40%, 81.40%, 15.00%,1.28%,-,cf0326
27167,55.16%, 75.19%, 20.03%,2.07%,-,bf0533
27169,44.18%, 69.81%, 25.63%,2.17%,-,b20541
27171,64.78%, 79.51%, 14.73%,2.32%,-,ca0525
27173,58.52%, 72.48%, 13.96%,1.03%,-,b80223
28001,69.57%, 15.02%, 84.58%,0.4%,-,2601d7
28003,56.73%, 20.45%, 77.18%,0.0%,-,3400c4
28005,72.51%, 13.37%, 85.88%,0.74%,-,2201da
28007,62.04%, 18.27%, 80.31%,1.42%,-,2e03cc
28009,52.52%, 23.18%, 75.70%,1.12%,-,3b02c1
28011,52.04%, 23.80%, 75.84%,0.36%,-,3c00c1
28013,66.45%, 14.87%, 81.32%,0.0%,-,2500cf
28015,56.13%, 21.30%, 77.43%,1.27%,-,3603c5
28017,64.43%, 16.67%, 81.10%,0.0%,-,2a00ce
28019,59.76%, 19.41%, 79.17%,1.42%,-,3103c9
28021,93.03%, 3.37%, 96.39%,0.24%,-,0800f5
28023,86.56%, 5.35%, 91.91%,0.0%,-,0d00ea
28025,87.96%, 5.84%, 93.80%,0.36%,-,0e00ef
28027,86.15%, 6.40%, 92.55%,1.05%,-,1002ec
28029,90.25%, 4.37%, 94.61%,1.02%,-,0b02f1
28031,41.93%, 27.49%, 69.41%,0.0%,-,4600b0
28033,93.37%, 3.20%, 96.57%,0.24%,-,0800f6
28035,74.41%, 10.36%, 84.76%,0.0%,-,1a00d8
28037,51.71%, 23.97%, 75.68%,0.35%,-,3d00c0
28039,61.61%, 16.67%, 78.27%,0.0%,-,2a00c7
28041,85.99%, 6.59%, 92.58%,0.82%,-,1002ec
28043,94.21%, 2.17%, 96.38%,1.45%,-,0503f5
28045,39.95%, 29.68%, 69.63%,0.68%,-,4b01b1
28047,58.72%, 19.29%, 78.01%,0.0%,-,3100c6
28049,86.47%, 5.54%, 92.01%,0.0%,-,0e00ea
28051,84.72%, 6.89%, 91.61%,1.5%,-,1103e9
28053,87.02%, 6.19%, 93.22%,0.59%,-,0f01ed
28055,72.92%, 13.54%, 86.46%,0.0%,-,2200dc
28057,67.40%, 16.18%, 83.58%,0.25%,-,2900d5
28059,64.96%, 17.24%, 82.19%,0.57%,-,2b01d1
28061,79.15%, 9.68%, 88.83%,1.48%,-,1803e2
28063,93.48%, 3.15%, 96.63%,0.22%,-,0800f6
28065,45.74%, 26.76%, 72.50%,0.75%,-,4401b8
28067,22.61%, 30.08%, 52.69%,0.0%,-,4c0086
28069,81.70%, 8.31%, 90.01%,1.68%,-,1504e5
28071,45.77%, 26.62%, 72.39%,1.0%,-,4302b8
28073,54.36%, 21.74%, 76.10%,0.0%,-,3700c2
28075,79.88%, 7.88%, 87.76%,0.0%,-,1400df
28077,59.94%, 19.88%, 79.82%,0.3%,-,3200cb
28079,78.26%, 9.85%, 88.11%,0.0%,-,1900e0
28081,68.74%, 15.38%, 84.11%,0.51%,-,2701d6
28083,91.90%, 3.85%, 95.75%,0.4%,-,0901f4
28085,29.22%, 34.85%, 64.07%,1.08%,-,5802a3
28087,88.77%, 5.16%, 93.93%,0.91%,-,0d02ef
28089,86.38%, 6.36%, 92.75%,0.89%,-,1002ec
28091,60.88%, 18.52%, 79.40%,0.0%,-,2f00ca
28093,92.64%, 3.50%, 96.14%,0.35%,-,0800f5
28095,85.64%, 6.83%, 92.48%,0.69%,-,1101eb
28097,86.04%, 6.22%, 92.26%,1.53%,-,0f03eb
28099,68.38%, 13.74%, 82.11%,0.0%,-,2300d1
28101,78.68%, 7.73%, 86.41%,0.0%,-,1300dc
28103,93.25%, 3.31%, 96.56%,0.14%,-,0800f6
28105,83.39%, 8.24%, 91.64%,0.12%,-,1500e9
28107,82.40%, 8.64%, 91.04%,0.32%,-,1600e8
28109,79.19%, 10.21%, 89.40%,0.39%,-,1a00e3
28111,58.55%, 20.00%, 78.55%,1.45%,-,3303c8
28113,73.25%, 11.66%, 84.91%,0.0%,-,1d00d8
28115,38.19%, 30.32%, 68.51%,1.17%,-,4d02ae
28117,32.27%, 32.27%, 64.54%,0.0%,-,5200a4
28119,81.06%, 9.35%, 90.41%,0.24%,-,1700e6
28121,90.45%, 4.51%, 94.96%,0.52%,-,0b01f2
28123,86.85%, 5.61%, 92.46%,1.93%,-,0e04eb
28125,94.04%, 2.98%, 97.02%,0.0%,-,0700f7
28127,77.37%, 10.63%, 88.00%,1.37%,-,1b03e0
28129,55.97%, 21.10%, 77.07%,1.83%,-,3504c4
28131,88.44%, 5.00%, 93.44%,1.56%,-,0c03ee
28133,90.77%, 4.21%, 94.98%,0.81%,-,0a02f2
28135,87.14%, 5.88%, 93.02%,1.11%,-,0e02ed
28137,75.60%, 11.65%, 87.25%,1.1%,-,1d02de
28139,59.14%, 19.52%, 78.67%,1.81%,-,3104c8
28141,36.35%, 30.98%, 67.33%,1.68%,-,4e04ab
28143,98.07%,-, 98.84%,1.16%,-,0002fc
28145,47.75%, 25.77%, 73.51%,0.72%,-,4101bb
28147,52.59%, 22.49%, 75.08%,0.0%,-,3900bf
28149,73.21%, 12.80%, 86.01%,1.19%,-,2003db
28151,85.54%, 7.17%, 92.71%,0.12%,-,1200ec
28153,61.53%, 15.84%, 77.37%,0.0%,-,2800c5
28155,30.08%, 32.46%, 62.54%,0.0%,-,52009f
28157,92.61%, 3.46%, 96.07%,0.46%,-,0801f4
28159,77.12%, 10.64%, 87.76%,1.6%,-,1b04df
28161,82.32%, 8.33%, 90.65%,1.02%,-,1502e7
28163,89.57%, 4.57%, 94.14%,1.29%,-,0b03f0
29001,29.54%, 61.70%, 32.17%,1.19%,-,9d0352
29003,22.51%, 60.86%, 38.36%,0.78%,-,9b0161
29005,18.30%, 58.69%, 40.39%,0.92%,-,950266
29007,17.93%, 40.67%, 58.60%,0.72%,-,670195
29009,15.84%, 57.04%, 41.21%,1.75%,-,910469
29011,6.46%, 51.07%, 44.61%,1.17%,-,820271
29013,6.24%, 51.91%, 45.66%,2.43%,-,840674
29015,37.86%, 68.50%, 30.64%,0.85%,-,ae024e
29017,17.18%, 57.97%, 40.80%,1.23%,-,930368
29019,36.24%, 31.63%, 67.87%,0.5%,-,5001ad
29021,2.98%, 50.99%, 48.02%,0.99%,-,82027a
29023,26.05%, 61.82%, 35.77%,2.41%,-,9d065b
29025,24.97%, 62.32%, 37.35%,0.33%,-,9e005f
29027,29.56%, 35.06%, 64.62%,0.32%,-,5900a4
29029,37.09%, 67.96%, 30.87%,1.16%,-,ad024e
29031,24.06%, 61.41%, 37.35%,1.24%,-,9c035f
29033,15.69%, 57.35%, 41.67%,0.98%,-,92026a
29035,6.20%, 51.64%, 45.43%,0.34%,-,830073
29037,10.62%, 44.15%, 54.76%,1.09%,-,70028b
29039,28.24%, 63.48%, 35.23%,1.29%,-,a10359
29041,3.79%, 47.68%, 51.46%,0.86%,-,790283
29043,59.21%, 78.13%, 18.92%,0.89%,-,c70230
29045,16.09%, 57.46%, 41.36%,1.18%,-,920369
29047,38.16%, 30.75%, 68.91%,0.34%,-,4e00af
29049,2.13%, 48.59%, 50.72%,0.69%,-,7b0181
29051,16.97%, 58.31%, 41.34%,0.36%,-,940069
29053,16.87%, 58.16%, 41.29%,0.54%,-,940169
29055,22.40%, 60.44%, 38.04%,1.51%,-,9a0361
29057,29.56%, 63.92%, 34.36%,1.73%,-,a20457
29059,41.07%, 69.93%, 28.86%,1.21%,-,b20349
29061,11.06%, 54.92%, 43.85%,1.23%,-,8c036f
29063,16.96%, 57.83%, 40.87%,1.29%,-,930368
29065,5.49%, 51.69%, 46.20%,2.11%,-,830575
29067,67.85%, 82.09%, 14.24%,0.64%,-,d10124
29069,7.47%, 44.72%, 52.18%,0.2%,-,720085
29071,50.27%, 74.25%, 23.98%,1.76%,-,bd043d
29073,80.90%, 90.02%, 9.12%,0.86%,-,e50217
29075,0.98%, 49.68%, 48.69%,1.63%,-,7e047c
29077,15.08%, 56.02%, 40.94%,0.75%,-,8e0168
29079,30.13%, 64.25%, 34.13%,1.62%,-,a30457
29081,34.22%, 66.55%, 32.33%,1.12%,-,a90252
29083,0.50%, 49.14%, 49.63%,1.23%,-,7d037e
29085,58.94%, 78.55%, 19.61%,1.84%,-,c80432
29087,27.82%, 63.35%, 35.52%,1.13%,-,a1025a
29089,37.89%, 30.85%, 68.74%,0.41%,-,4e01af
29091,29.42%, 63.24%, 33.82%,0.76%,-,a10156
29093,2.96%, 47.64%, 50.60%,1.76%,-,790481
29095,1.95%, 50.49%, 48.54%,0.98%,-,80027b
29097,20.76%, 58.42%, 37.66%,1.2%,-,940360
29099,9.87%, 54.08%, 44.21%,1.71%,-,890470
29101,2.28%, 50.66%, 48.38%,0.96%,-,81027b
29103,9.86%, 54.32%, 44.46%,1.23%,-,8a0371
29105,22.35%, 60.29%, 37.94%,1.77%,-,990460
29107,9.48%, 54.40%, 44.92%,0.68%,-,8a0172
29109,25.78%, 61.33%, 35.55%,0.95%,-,9c025a
29111,11.43%, 43.87%, 55.30%,0.83%,-,6f028d
29113,6.53%, 46.45%, 52.97%,0.58%,-,760187
29115,3.43%, 51.08%, 47.66%,1.26%,-,820379
29117,16.11%, 57.51%, 41.40%,1.1%,-,920269
29119,12.83%, 55.21%, 42.37%,2.42%,-,8c066c
29121,5.60%, 51.75%, 46.15%,2.11%,-,830575
29123,4.98%, 52.19%, 47.21%,0.59%,-,850178
29125,7.37%, 45.87%, 53.24%,0.89%,-,740287
29127,17.83%, 40.36%, 58.20%,1.44%,-,660394
29129,49.74%, 74.17%, 24.43%,1.4%,-,bd033e
29131,31.46%, 64.94%, 33.49%,1.57%,-,a50455
29133,5.32%, 46.87%, 52.19%,0.94%,-,770285
29135,18.85%, 58.98%, 40.12%,0.9%,-,960266
29137,61.95%, 18.42%, 80.37%,1.22%,-,2e03cc
29139,11.39%, 55.16%, 43.78%,1.06%,-,8c026f
29141,22.53%, 60.90%, 38.37%,0.73%,-,9b0161
29143,1.44%, 49.95%, 48.51%,1.55%,-,7f037b
29145,14.76%, 55.90%, 41.14%,0.65%,-,8e0168
29147,12.54%, 55.80%, 43.26%,0.94%,-,8e026e
29149,19.26%, 39.57%, 58.84%,1.59%,-,640496
29151,53.15%, 76.17%, 23.02%,0.8%,-,c2023a
29153,61.26%, 79.72%, 18.46%,1.82%,-,cb042f
29155,6.41%, 52.56%, 46.15%,1.29%,-,860375
29157,41.46%, 70.49%, 29.03%,0.48%,-,b3014a
29159,13.25%, 55.98%, 42.73%,1.3%,-,8e036c
29161,5.24%, 52.25%, 47.01%,0.74%,-,850177
29163,13.10%, 43.07%, 56.16%,0.77%,-,6d018f
29165,43.22%, 28.25%, 71.47%,0.28%,-,4800b6
29167,26.81%, 62.82%, 36.01%,1.18%,-,a0035b
29169,3.23%, 47.88%, 51.11%,1.01%,-,7a0282
29171,48.21%, 72.92%, 24.71%,2.37%,-,b9063f
29173,34.33%, 32.45%, 66.79%,0.76%,-,5201aa
29175,36.32%, 31.48%, 67.81%,0.71%,-,5001ac
29177,20.05%, 39.53%, 59.58%,0.88%,-,640297
29179,21.80%, 38.51%, 60.31%,1.18%,-,620399
29181,0.46%, 47.66%, 47.20%,0.27%,-,790078
29183,45.29%, 72.13%, 26.83%,1.04%,-,b70244
29185,16.70%, 56.94%, 40.24%,2.82%,-,910766
29186,24.87%, 62.08%, 37.21%,0.71%,-,9e015e
29187,1.85%, 49.86%, 48.01%,2.13%,-,7f057a
29189,31.95%, 63.57%, 31.62%,1.27%,-,a20350
29195,11.72%, 43.81%, 55.53%,0.66%,-,6f018d
29197,0.36%, 49.66%, 49.30%,1.04%,-,7e027d
29199,8.15%, 53.11%, 44.96%,1.93%,-,870472
29201,0.55%, 49.00%, 48.46%,2.54%,-,7c067b
29203,0.65%, 48.62%, 49.27%,2.11%,-,7b057d
29205,29.46%, 34.69%, 64.15%,1.16%,-,5802a3
29207,2.26%, 49.16%, 46.90%,0.51%,-,7d0177
29209,59.34%, 78.54%, 19.20%,2.26%,-,c80530
29211,13.56%, 56.35%, 42.79%,0.86%,-,8f026d
29213,36.81%, 67.69%, 30.89%,1.42%,-,ac034e
29215,8.91%, 53.94%, 45.03%,1.03%,-,890272
29217,7.55%, 45.33%, 52.89%,1.78%,-,730486
29219,71.79%, 84.97%, 13.19%,1.84%,-,d80421
29221,17.41%, 58.36%, 40.95%,0.69%,-,940168
29223,6.77%, 52.28%, 45.52%,2.2%,-,850574
29225,24.15%, 61.45%, 37.30%,1.24%,-,9c035f
29227,10.32%, 54.72%, 44.41%,0.87%,-,8b0271
29229,28.76%, 63.69%, 34.93%,1.37%,-,a20359
29510,20.25%, 57.77%, 37.52%,1.15%,-,93025f
30001,40.83%, 68.80%, 27.97%,0.0%,-,af0047
30003,36.57%, 66.17%, 29.60%,0.0%,-,a8004b
30005,31.67%, 62.48%, 30.80%,0.0%,-,9f004e
30007,7.19%, 51.50%, 44.30%,0.0%,-,830070
30009,37.80%, 64.07%, 26.27%,0.0%,-,a30042
30011,37.61%, 66.84%, 29.23%,0.0%,-,aa004a
30013,24.80%, 58.83%, 34.03%,0.0%,-,960056
30015,27.83%, 60.86%, 33.03%,0.0%,-,9b0054
30017,33.54%, 64.53%, 30.99%,0.0%,-,a4004f
30019,38.70%, 60.12%, 21.42%,0.0%,-,990036
30021,32.57%, 63.92%, 31.35%,0.0%,-,a2004f
30023,29.95%, 59.97%, 30.02%,0.0%,-,98004c
30025,45.81%, 71.36%, 25.55%,0.0%,-,b50041
30027,25.57%, 60.22%, 34.66%,0.0%,-,990058
30029,25.21%, 59.26%, 34.05%,0.0%,-,970056
30031,14.66%, 54.70%, 40.03%,0.0%,-,8b0066
30033,41.27%, 68.19%, 26.92%,0.0%,-,ad0044
30035,40.83%, 69.14%, 28.30%,0.0%,-,b00048
30037,49.23%, 72.57%, 23.33%,0.0%,-,b9003b
30039,34.51%, 64.21%, 29.70%,0.0%,-,a3004b
30041,20.78%, 55.44%, 34.67%,0.0%,-,8d0058
30043,15.80%, 54.47%, 38.67%,0.0%,-,8a0062
30045,0%,-,-,0.0%,-,000000
30047,0%,-,-,0.0%,-,000000
30049,27.99%, 62.90%, 34.91%,0.0%,-,a00059
30051,35.80%, 63.61%, 27.82%,0.0%,-,a20046
30053,24.43%, 57.54%, 33.11%,0.0%,-,920054
30055,33.72%, 62.01%, 28.29%,0.0%,-,9e0048
30057,30.05%, 63.19%, 33.14%,0.0%,-,a10054
30059,39.93%, 69.08%, 29.16%,1.76%,-,b0044a
30061,1.69%, 39.03%, 40.72%,0.0%,-,630067
30063,13.01%, 52.61%, 39.60%,0.0%,-,860064
30065,29.74%, 59.22%, 29.49%,0.0%,-,97004b
30067,34.38%, 63.11%, 28.73%,0.0%,-,a00049
30069,0%,-,-,0.0%,-,000000
30071,41.44%, 67.13%, 25.69%,0.0%,-,ab0041
30073,28.75%, 62.49%, 33.74%,0.0%,-,9f0056
30075,46.64%, 71.27%, 24.63%,0.0%,-,b5003e
30077,23.72%, 57.19%, 33.46%,0.0%,-,910055
30079,55.61%, 76.68%, 21.06%,0.0%,-,c30035
30081,25.40%, 60.49%, 35.09%,0.0%,-,9a0059
30083,37.77%, 65.46%, 27.69%,0.0%,-,a60046
30085,46.91%, 71.26%, 24.35%,0.0%,-,b5003e
30087,41.62%, 68.22%, 26.60%,0.0%,-,ad0043
30089,14.63%, 51.49%, 36.87%,0.0%,-,83005e
30091,29.03%, 53.46%, 24.43%,0.0%,-,88003e
30093,20.22%, 55.36%, 35.14%,0.0%,-,8d0059
30095,43.30%, 70.50%, 27.20%,0.0%,-,b30045
30097,48.72%, 73.51%, 24.79%,1.7%,-,bb043f
30099,30.58%, 62.25%, 31.67%,0.0%,-,9e0050
30101,32.46%, 61.28%, 28.83%,0.0%,-,9c0049
30103,47.38%, 71.41%, 24.03%,0.0%,-,b6003d
30105,36.03%, 62.89%, 26.85%,0.0%,-,a00044
30107,40.18%, 68.79%, 28.62%,0.0%,-,af0048
30109,48.55%, 71.64%, 23.08%,0.0%,-,b6003a
30111,33.39%, 65.08%, 31.69%,0.0%,-,a50050
31001,41.62%, 69.19%, 27.57%,3.24%,-,b00846
31003,46.28%, 70.91%, 24.63%,1.77%,-,b4043e
31005,24.91%, 57.00%, 32.08%,0.0%,-,910051
31007,53.09%, 72.47%, 19.38%,1.4%,-,b80331
31009,29.57%, 63.81%, 34.24%,1.95%,-,a20457
31011,34.96%, 65.97%, 31.01%,3.01%,-,a8074f
31013,34.92%, 65.12%, 30.20%,0.0%,-,a6004d
31015,45.13%, 70.04%, 24.91%,1.32%,-,b2033f
31017,41.60%, 68.62%, 27.02%,1.6%,-,ae0444
31019,35.68%, 65.56%, 29.88%,0.0%,-,a7004c
31021,41.98%, 70.22%, 28.24%,1.54%,-,b30348
31023,12.48%, 55.24%, 42.76%,2.01%,-,8c056d
31025,22.57%, 58.35%, 35.78%,1.88%,-,94045b
31027,50.10%, 74.50%, 24.39%,1.11%,-,bd023e
31029,38.10%, 66.17%, 28.07%,0.0%,-,a80047
31031,37.53%, 66.37%, 28.84%,0.0%,-,a90049
31033,48.53%, 71.92%, 23.39%,1.74%,-,b7043b
31035,38.46%, 67.73%, 29.27%,3.0%,-,ac074a
31037,34.44%, 66.29%, 31.85%,1.86%,-,a90451
31039,59.73%, 78.64%, 18.91%,0.45%,-,c80130
31041,26.65%, 59.31%, 32.66%,0.29%,-,970053
31043,26.75%, 62.58%, 35.82%,1.6%,-,9f045b
31045,32.32%, 64.60%, 32.28%,0.86%,-,a40252
31047,37.83%, 65.99%, 28.16%,0.0%,-,a80047
31049,34.41%, 64.83%, 30.43%,1.42%,-,a5034d
31051,44.71%, 71.43%, 26.72%,1.85%,-,b60444
31053,44.19%, 70.40%, 26.21%,1.05%,-,b30242
31055,20.46%, 57.81%, 37.34%,0.56%,-,93015f
31057,45.74%, 69.59%, 23.85%,0.0%,-,b1003c
31059,28.38%, 63.43%, 35.05%,1.52%,-,a10359
31061,37.14%, 67.41%, 30.27%,2.32%,-,ab054d
31063,41.91%, 68.09%, 26.19%,0.0%,-,ad0042
31065,26.59%, 60.53%, 33.94%,1.78%,-,9a0456
31067,40.77%, 68.96%, 28.19%,2.85%,-,af0747
31069,36.06%, 66.24%, 30.18%,3.58%,-,a8094c
31071,37.79%, 64.32%, 26.53%,0.0%,-,a40043
31073,22.51%, 58.04%, 35.53%,0.0%,-,94005a
31075,28.82%, 64.16%, 35.34%,0.5%,-,a3015a
31077,6.30%, 51.38%, 45.07%,1.34%,-,830372
31079,42.05%, 66.25%, 24.20%,1.38%,-,a8033d
31081,36.15%, 66.89%, 30.75%,2.36%,-,aa064e
31083,26.54%, 59.59%, 33.05%,0.0%,-,970054
31085,39.56%, 66.41%, 26.85%,1.3%,-,a90344
31087,27.98%, 61.58%, 33.61%,1.64%,-,9d0455
31089,32.38%, 64.58%, 32.20%,3.23%,-,a40852
31091,31.22%, 63.54%, 32.32%,1.93%,-,a20452
31093,6.63%, 50.76%, 44.13%,1.45%,-,810370
31095,40.51%, 67.94%, 27.43%,0.0%,-,ad0045
31097,44.47%, 71.29%, 26.82%,1.89%,-,b50444
31099,13.47%, 55.31%, 41.83%,2.86%,-,8d076a
31101,35.64%, 64.73%, 29.10%,1.42%,-,a5034a
31103,35.27%, 64.73%, 29.46%,1.89%,-,a5044b
31105,43.96%, 70.05%, 26.10%,3.85%,-,b20942
31107,41.95%, 69.87%, 27.93%,2.2%,-,b20547
31109,28.82%, 62.58%, 33.75%,1.66%,-,9f0456
31111,24.84%, 57.40%, 32.57%,0.0%,-,920053
31113,24.44%, 57.78%, 33.33%,0.0%,-,930054
31115,43.97%, 66.73%, 22.76%,0.0%,-,aa003a
31117,47.09%, 70.03%, 22.94%,0.0%,-,b2003a
31119,48.97%, 73.29%, 24.32%,2.4%,-,ba063e
31121,35.76%, 65.11%, 29.35%,1.5%,-,a6034a
31123,33.53%, 65.52%, 31.99%,2.49%,-,a70651
31125,41.87%, 69.49%, 27.62%,2.89%,-,b10746
31127,30.50%, 64.02%, 33.52%,2.46%,-,a30655
31129,31.58%, 64.07%, 32.48%,1.29%,-,a30352
31131,38.41%, 67.62%, 29.20%,3.18%,-,ac084a
31133,42.82%, 69.88%, 27.06%,0.97%,-,b20245
31135,28.39%, 61.19%, 32.80%,1.95%,-,9c0453
31137,30.77%, 61.91%, 31.14%,0.0%,-,9d004f
31139,52.59%, 75.11%, 22.52%,2.36%,-,bf0639
31141,48.99%, 73.88%, 24.89%,1.24%,-,bc033f
31143,30.85%, 63.80%, 32.95%,1.23%,-,a20354
31145,25.41%, 58.88%, 33.47%,0.0%,-,960055
31147,24.95%, 61.72%, 36.78%,1.5%,-,9d035d
31149,43.16%, 70.17%, 27.01%,2.82%,-,b20744
31151,18.81%, 58.67%, 39.86%,1.47%,-,950365
31153,22.84%, 59.78%, 36.94%,0.76%,-,98015e
31155,23.09%, 59.99%, 36.90%,1.08%,-,98025e
31157,49.79%, 71.52%, 21.73%,0.0%,-,b60037
31159,41.59%, 69.98%, 28.39%,1.63%,-,b20448
31161,35.02%, 64.53%, 29.52%,1.96%,-,a4044b
31163,28.29%, 60.96%, 32.68%,0.0%,-,9b0053
31165,38.86%, 64.97%, 26.11%,0.0%,-,a50042
31167,47.68%, 72.67%, 24.99%,2.34%,-,b9053f
31169,49.55%, 73.31%, 23.76%,2.93%,-,ba073c
31171,17.95%, 55.86%, 37.91%,0.0%,-,8e0060
31173,28.19%, 63.34%, 35.14%,1.52%,-,a10359
31175,34.26%, 64.80%, 30.54%,0.0%,-,a5004d
31177,29.41%, 63.60%, 34.19%,2.22%,-,a20557
31179,52.53%, 74.46%, 21.93%,1.38%,-,bd0337
31181,45.88%, 70.72%, 24.84%,1.88%,-,b4043f
31183,30.56%, 57.52%, 26.96%,1.63%,-,920444
31185,37.75%, 66.87%, 29.12%,1.82%,-,aa044a
32001,22.71%, 54.02%, 31.31%,0.0%,-,89004f
32003,2.35%, 44.62%, 46.97%,0.0%,-,710077
32005,54.27%, 76.68%, 22.41%,0.91%,-,c30239
32007,13.49%, 54.30%, 40.82%,0.0%,-,8a0068
32009,12.66%, 49.57%, 36.91%,0.0%,-,7e005e
32011,31.77%, 63.75%, 31.98%,0.0%,-,a20051
32013,9.97%, 51.40%, 41.43%,0.0%,-,830069
32015,22.85%, 58.67%, 35.83%,0.0%,-,95005b
32017,0.89%, 47.64%, 46.74%,0.0%,-,790077
32019,42.68%, 67.12%, 24.43%,0.0%,-,ab003e
32021,26.23%, 59.46%, 33.23%,0.0%,-,970054
32023,19.63%, 54.36%, 34.74%,0.0%,-,8a0058
32027,17.47%, 56.53%, 39.06%,0.0%,-,900063
32029,8.43%, 52.51%, 44.08%,0.0%,-,850070
32031,26.69%, 61.02%, 34.33%,0.0%,-,9b0057
32033,18.56%, 55.58%, 37.03%,0.0%,-,8d005e
32510,17.48%, 57.81%, 40.33%,1.86%,-,930466
33001,23.74%, 61.74%, 38.00%,0.25%,-,9d0060
33003,29.72%, 64.73%, 35.01%,0.26%,-,a50059
33005,32.40%, 65.83%, 33.43%,0.73%,-,a70155
33007,10.06%, 54.45%, 44.40%,1.15%,-,8a0271
33009,22.46%, 61.10%, 38.63%,0.27%,-,9b0062
33011,10.17%, 54.44%, 44.27%,1.29%,-,8a0370
33013,17.25%, 58.28%, 41.04%,0.68%,-,940168
33015,35.22%, 67.29%, 32.07%,0.64%,-,ab0151
33017,21.21%, 60.37%, 39.15%,0.48%,-,990163
33019,29.44%, 64.35%, 34.91%,0.75%,-,a40159
34001,55.88%, 76.63%, 20.75%,2.62%,-,c30634
34003,56.36%, 76.26%, 19.90%,0.88%,-,c20232
34005,39.81%, 68.73%, 28.92%,2.35%,-,af0549
34007,36.85%, 65.67%, 28.82%,1.54%,-,a70349
34009,43.88%, 70.76%, 26.89%,2.35%,-,b40544
34011,42.61%, 68.36%, 25.75%,0.3%,-,ae0041
34013,45.89%, 70.90%, 25.00%,0.47%,-,b4013f
34015,38.87%, 66.60%, 27.73%,1.38%,-,a90346
34017,22.91%, 59.58%, 36.67%,0.55%,-,97015d
34019,10.05%, 54.38%, 44.33%,1.29%,-,8a0371
34021,29.80%, 63.46%, 33.66%,0.37%,-,a10055
34023,42.09%, 69.70%, 27.60%,0.68%,-,b10146
34025,37.42%, 68.07%, 30.65%,1.28%,-,ad034e
34027,46.42%, 71.50%, 25.08%,3.42%,-,b6083f
34029,51.45%, 74.84%, 23.39%,1.76%,-,be043b
34031,52.04%, 72.08%, 20.05%,0.86%,-,b70233
34033,36.18%, 66.50%, 30.33%,0.97%,-,a9024d
34035,43.86%, 71.02%, 27.16%,1.82%,-,b50445
34037,19.21%, 58.75%, 39.54%,1.71%,-,950464
34039,50.28%, 72.57%, 22.29%,0.81%,-,b90238
34041,5.21%, 51.23%, 46.02%,2.74%,-,820675
35001,1.64%, 50.53%, 48.90%,0.57%,-,80017c
35003,0%,-,-,0.0%,-,000000
