statecounty,Margin,Reagan,Mondale,Hall,Other
29115,10.24%, 55.12%, 44.88%,-,-
29117,20.49%, 60.24%, 39.76%,-,-
29119,36.38%, 68.19%, 31.81%,-,-
29121,19.86%, 59.93%, 40.07%,-,-
29123,20.26%, 60.13%, 39.87%,-,-
29125,24.05%, 62.02%, 37.98%,-,-
29127,18.83%, 59.42%, 40.58%,-,-
29129,16.83%, 58.41%, 41.59%,-,-
29131,53.11%, 76.55%, 23.45%,-,-
29133,0.44%, 49.78%, 50.22%,-,-
29135,44.45%, 72.23%, 27.77%,-,-
29137,4.12%, 52.06%, 47.94%,-,-
29139,32.32%, 66.16%, 33.84%,-,-
29141,33.88%, 66.94%, 33.06%,-,-
29143,6.75%, 53.38%, 46.62%,-,-
29145,43.39%, 71.69%, 28.31%,-,-
29147,20.43%, 60.21%, 39.79%,-,-
29149,1.17%, 49.41%, 50.59%,-,-
29151,53.07%, 76.54%, 23.46%,-,-
29153,40.39%, 70.19%, 29.81%,-,-
29155,6.26%, 53.13%, 46.87%,-,-
29157,41.96%, 70.98%, 29.02%,-,-
29159,34.00%, 67.00%, 33.00%,-,-
29161,27.96%, 63.98%, 36.02%,-,-
29163,8.56%, 54.28%, 45.72%,-,-
29165,25.29%, 62.64%, 37.36%,-,-
29167,31.96%, 65.98%, 34.02%,-,-
29169,30.08%, 65.04%, 34.96%,-,-
29171,31.79%, 65.90%, 34.10%,-,-
29173,1.37%, 50.69%, 49.31%,-,-
29175,12.38%, 56.19%, 43.81%,-,-
29177,10.12%, 55.06%, 44.94%,-,-
29179,20.74%, 39.63%, 60.37%,-,-
29181,21.70%, 60.85%, 39.15%,-,-
29183,46.13%, 73.06%, 26.94%,-,-
29185,23.42%, 61.71%, 38.29%,-,-
29186,8.75%, 54.37%, 45.63%,-,-
29187,15.68%, 57.84%, 42.16%,-,-
29189,27.98%, 63.99%, 36.01%,-,-
29195,17.06%, 58.53%, 41.47%,-,-
29197,4.56%, 52.28%, 47.72%,-,-
29199,16.02%, 58.01%, 41.99%,-,-
29201,22.09%, 61.05%, 38.95%,-,-
29203,5.92%, 52.96%, 47.04%,-,-
29205,17.56%, 58.78%, 41.22%,-,-
29207,21.89%, 60.95%, 39.05%,-,-
29209,45.84%, 72.92%, 27.08%,-,-
29211,12.76%, 56.38%, 43.62%,-,-
29213,41.73%, 70.86%, 29.14%,-,-
29215,20.85%, 60.42%, 39.58%,-,-
29217,26.91%, 63.45%, 36.55%,-,-
29219,44.78%, 72.39%, 27.61%,-,-
29221,11.39%, 55.70%, 44.30%,-,-
29223,9.64%, 54.82%, 45.18%,-,-
29225,29.93%, 64.96%, 35.04%,-,-
29227,11.30%, 55.65%, 44.35%,-,-
29229,40.75%, 70.38%, 29.62%,-,-
29510,29.59%, 35.20%, 64.80%,-,-
30001,52.09%, 75.44%, 23.35%,-, 1.21%
30003,5.69%, 46.77%, 52.47%,-, 0.76%
30005,16.92%, 57.92%, 41.01%,-, 1.07%
30007,48.47%, 73.50%, 25.03%,-, 1.48%
30009,26.60%, 62.72%, 36.12%,-, 1.16%
30011,61.19%, 80.06%, 18.87%,-, 1.07%
30013,16.21%, 57.52%, 41.30%,-, 1.18%
30015,45.51%, 72.17%, 26.67%,-, 1.16%
30017,32.05%, 65.53%, 33.49%,-, 0.98%
30019,34.60%, 66.62%, 32.02%,-, 1.35%
30021,31.84%, 65.26%, 33.42%,-, 1.32%
30023,29.75%, 34.53%, 64.29%,-, 1.18%
30025,36.52%, 67.63%, 31.11%,-, 1.26%
30027,43.06%, 70.99%, 27.93%,-, 1.08%
30029,33.72%, 65.93%, 32.21%,-, 1.86%
30031,30.99%, 64.80%, 33.82%,-, 1.38%
30033,69.81%, 84.52%, 14.71%,-, 0.77%
30035,1.38%, 50.24%, 48.86%,-, 0.90%
30037,28.83%, 64.00%, 35.17%,-, 0.83%
30039,35.02%, 66.57%, 31.54%,-, 1.89%
30041,11.66%, 55.24%, 43.59%,-, 1.17%
30043,24.93%, 61.53%, 36.59%,-, 1.88%
30045,36.58%, 67.74%, 31.16%,-, 1.10%
30047,24.40%, 61.55%, 37.15%,-, 1.29%
30049,21.22%, 59.97%, 38.75%,-, 1.28%
30051,46.54%, 72.82%, 26.28%,-, 0.90%
30053,15.60%, 56.79%, 41.19%,-,-
30055,37.14%, 67.80%, 30.66%,-, 1.54%
30057,52.13%, 75.20%, 23.07%,-, 1.73%
30059,45.65%, 72.12%, 26.47%,-, 1.40%
30061,13.20%, 55.34%, 42.14%,-,-
30063,8.76%, 53.54%, 44.78%,-, 1.68%
30065,32.22%, 65.32%, 33.11%,-, 1.57%
30067,26.26%, 62.53%, 36.27%,-, 1.20%
30069,49.57%, 74.35%, 24.78%,-, 0.86%
30071,41.72%, 70.35%, 28.63%,-, 1.02%
30073,36.19%, 67.52%, 31.33%,-, 1.15%
30075,50.38%, 74.60%, 24.21%,-, 1.19%
30077,26.93%, 62.32%, 35.39%,-,-
30079,40.77%, 69.93%, 29.16%,-, 0.91%
30081,35.68%, 67.15%, 31.47%,-, 1.38%
30083,46.68%, 72.85%, 26.17%,-, 0.98%
30085,10.51%, 54.46%, 43.95%,-, 1.59%
30087,11.20%, 54.82%, 43.62%,-, 1.57%
30089,19.34%, 58.68%, 39.34%,-, 1.97%
30091,23.86%, 61.62%, 37.76%,-, 0.63%
30093,24.75%, 36.85%, 61.60%,-, 1.54%
30095,31.25%, 65.01%, 33.76%,-, 1.23%
30097,57.63%, 78.59%, 20.97%,-, 0.44%
30099,34.13%, 66.70%, 32.57%,-, 0.74%
30101,41.91%, 70.41%, 28.50%,-, 1.08%
30103,25.00%, 61.28%, 36.28%,-,-
30105,25.25%, 61.89%, 36.64%,-, 1.47%
30107,29.50%, 64.19%, 34.70%,-, 1.11%
30109,31.80%, 64.98%, 33.18%,-, 1.84%
30111,27.12%, 63.01%, 35.89%,-, 1.09%
31001,50.86%, 75.09%, 24.23%,-, 0.68%
31003,64.10%, 81.80%, 17.69%,-, 0.51%
31005,76.51%, 88.26%, 11.74%,-,-
31007,76.44%, 87.55%, 11.11%,-, 1.34%
31009,76.64%, 88.32%, 11.68%,-,-
31011,56.55%, 78.01%, 21.46%,-, 0.53%
31013,45.97%, 72.60%, 26.62%,-, 0.78%
31015,57.95%, 78.54%, 20.59%,-, 0.87%
31017,65.58%, 82.60%, 17.02%,-, 0.38%
31019,56.90%, 78.11%, 21.21%,-, 0.68%
31021,42.76%, 71.08%, 28.33%,-, 0.59%
31023,36.04%, 67.56%, 31.52%,-, 0.92%
31025,36.91%, 68.04%, 31.14%,-, 0.82%
31027,46.23%, 72.71%, 26.48%,-, 0.82%
31029,63.38%, 80.93%, 17.55%,-, 1.53%
31031,70.58%, 85.05%, 14.48%,-, 0.47%
31033,56.64%, 77.73%, 21.09%,-, 1.18%
31035,56.15%, 77.74%, 21.59%,-, 0.67%
31037,50.25%, 74.68%, 24.43%,-, 0.90%
31039,66.50%, 82.93%, 16.43%,-, 0.63%
31041,62.37%, 80.94%, 18.58%,-, 0.48%
31043,15.94%, 57.76%, 41.82%,-, 0.42%
31045,58.15%, 78.59%, 20.44%,-, 0.97%
31047,64.23%, 81.92%, 17.69%,-, 0.39%
31049,65.47%, 82.43%, 16.97%,-, 0.60%
31051,36.95%, 68.11%, 31.16%,-, 0.73%
31053,40.82%, 70.15%, 29.34%,-, 0.51%
31055,31.10%, 65.26%, 34.16%,-, 0.58%
31057,62.61%, 80.98%, 18.37%,-, 0.65%
31059,41.73%, 70.46%, 28.74%,-, 0.80%
31061,50.54%, 75.08%, 24.54%,-, 0.38%
31063,67.59%, 83.55%, 15.96%,-, 0.49%
31065,60.15%, 79.67%, 19.52%,-, 0.81%
31067,38.32%, 68.78%, 30.47%,-, 0.75%
31069,72.39%, 85.71%, 13.32%,-, 0.96%
31071,63.68%, 81.43%, 17.75%,-, 0.82%
31073,59.45%, 79.33%, 19.88%,-, 0.79%
31075,77.34%, 88.45%, 11.11%,-, 0.44%
31077,32.11%, 65.74%, 33.63%,-, 0.62%
31079,47.55%, 73.47%, 25.92%,-, 0.60%
31081,60.12%, 79.77%, 19.65%,-, 0.58%
31083,54.43%, 76.80%, 22.38%,-, 0.82%
31085,70.89%, 85.45%, 14.55%,-,-
31087,60.38%, 79.99%, 19.61%,-, 0.40%
31089,67.09%, 83.19%, 16.10%,-, 0.70%
31091,76.67%, 87.83%, 11.16%,-, 1.01%
31093,36.07%, 67.68%, 31.61%,-, 0.71%
31095,38.67%, 68.89%, 30.22%,-, 0.88%
31097,30.09%, 64.36%, 34.27%,-, 1.38%
31099,54.63%, 76.89%, 22.26%,-, 0.86%
31101,68.64%, 84.10%, 15.46%,-, 0.44%
31103,59.69%, 79.84%, 20.16%,-,-
31105,66.84%, 83.09%, 16.24%,-, 0.67%
31107,48.57%, 73.77%, 25.20%,-, 1.03%
31109,19.31%, 59.31%, 40.00%,-, 0.69%
31111,40.56%, 70.01%, 29.46%,-, 0.53%
31113,73.74%, 86.77%, 13.04%,-, 0.19%
31115,60.40%, 79.95%, 19.55%,-, 0.50%
31117,66.85%, 82.87%, 16.01%,-, 1.12%
31119,69.32%, 84.48%, 15.16%,-, 0.36%
31121,53.07%, 76.14%, 23.07%,-, 0.79%
31123,60.19%, 79.80%, 19.61%,-, 0.59%
31125,44.95%, 72.14%, 27.19%,-, 0.67%
31127,46.08%, 72.55%, 26.47%,-, 0.98%
31129,38.25%, 68.82%, 30.57%,-, 0.61%
31131,42.60%, 70.94%, 28.34%,-, 0.73%
31133,40.02%, 69.32%, 29.30%,-, 1.38%
31135,64.11%, 81.80%, 17.68%,-, 0.52%
31137,66.67%, 83.11%, 16.44%,-, 0.44%
31139,68.88%, 84.06%, 15.19%,-, 0.75%
31141,65.52%, 82.38%, 16.86%,-, 0.75%
31143,55.44%, 77.41%, 21.97%,-, 0.61%
31145,59.90%, 79.69%, 19.79%,-, 0.52%
31147,43.39%, 71.28%, 27.89%,-, 0.82%
31149,70.97%, 85.34%, 14.37%,-, 0.29%
31151,10.33%, 54.54%, 44.22%,-, 1.24%
31153,49.17%, 74.34%, 25.18%,-, 0.48%
31155,35.50%, 67.34%, 31.84%,-, 0.81%
31157,55.03%, 77.18%, 22.15%,-, 0.67%
31159,34.90%, 67.09%, 32.19%,-, 0.72%
31161,74.62%, 86.93%, 12.32%,-, 0.75%
31163,23.79%, 61.44%, 37.65%,-, 0.91%
31165,71.05%, 85.12%, 14.07%,-, 0.81%
31167,66.63%, 83.01%, 16.39%,-, 0.60%
31169,46.02%, 72.66%, 26.64%,-, 0.70%
31171,60.16%, 79.68%, 19.52%,-, 0.80%
31173,13.32%, 56.40%, 43.08%,-, 0.52%
31175,46.88%, 73.21%, 26.33%,-, 0.46%
31177,53.39%, 76.44%, 23.05%,-, 0.52%
31179,56.96%, 78.13%, 21.16%,-, 0.71%
31181,44.54%, 71.93%, 27.39%,-, 0.68%
31183,57.63%, 78.49%, 20.86%,-, 0.65%
31185,64.15%, 82.08%, 17.92%,-,-
32001,53.54%, 75.53%, 21.99%,-, 2.48%
32003,27.10%, 62.60%, 35.50%,-, 1.89%
32005,53.36%, 75.57%, 22.22%,-, 2.21%
32007,51.65%, 74.48%, 22.82%,-, 2.70%
32009,45.60%, 70.02%, 24.42%,-,-
32011,54.50%, 75.95%, 21.45%,-, 2.60%
32013,47.42%, 72.41%, 24.99%,-, 2.61%
32015,59.00%, 78.28%, 19.28%,-, 2.43%
32017,48.14%, 72.71%, 24.57%,-, 2.72%
32019,42.85%, 69.94%, 27.08%,-, 2.98%
32021,35.10%, 65.69%, 30.59%,-, 1.44%
32023,46.18%, 71.62%, 25.44%,-, 2.95%
32027,46.84%, 71.88%, 25.04%,-, 3.08%
32029,37.24%, 66.74%, 29.51%,-, 3.75%
32031,37.71%, 67.67%, 29.96%,-, 2.38%
32033,19.36%, 57.90%, 38.54%,-, 1.21%
32510,42.01%, 70.01%, 28.00%,-, 1.99%
33001,49.70%, 74.63%, 24.93%,-, 0.44%
33003,51.29%, 75.43%, 24.14%,-, 0.43%
33005,27.51%, 63.55%, 36.05%,-, 0.40%
33007,42.75%, 71.23%, 28.48%,-, 0.28%
33009,35.51%, 67.59%, 32.08%,-, 0.34%
33011,41.78%, 70.68%, 28.91%,-, 0.41%
33013,34.67%, 67.16%, 32.49%,-, 0.35%
33015,38.39%, 69.01%, 30.63%,-, 0.36%
33017,23.08%, 61.31%, 38.23%,-, 0.46%
33019,29.90%, 64.75%, 34.85%,-, 0.40%
34001,19.21%, 59.33%, 40.12%,-, 0.55%
34003,26.72%, 63.22%, 36.50%,-, 0.28%
34005,21.91%, 60.83%, 38.92%,-, 0.26%
34007,9.71%, 54.63%, 44.92%,-, 0.45%
34009,36.43%, 68.06%, 31.63%,-, 0.31%
34011,16.14%, 57.47%, 41.33%,-, 1.20%
34013,11.60%, 43.49%, 55.09%,-, 1.41%
34015,24.51%, 62.08%, 37.57%,-, 0.35%
34017,8.90%, 54.18%, 45.29%,-, 0.53%
34019,45.68%, 72.39%, 26.71%,-, 0.90%
34021,3.47%, 51.55%, 48.07%,-, 0.38%
34023,20.65%, 59.82%, 39.17%,-, 1.02%
34025,31.43%, 65.52%, 34.08%,-, 0.40%
34027,44.13%, 71.91%, 27.78%,-, 0.30%
34029,41.43%, 70.23%, 28.80%,-, 0.97%
34031,18.50%, 58.28%, 39.78%,-, 1.94%
34033,31.88%, 65.66%, 33.78%,-, 0.56%
34035,34.62%, 66.77%, 32.15%,-, 1.08%
34037,51.07%, 75.36%, 24.29%,-, 0.34%
34039,18.94%, 59.11%, 40.17%,-, 0.71%
34041,34.52%, 67.07%, 32.55%,-, 0.37%
35001,21.18%, 60.08%, 38.90%,-, 1.02%
35003,39.01%, 68.55%, 29.54%,-, 1.91%
35005,47.71%, 73.37%, 25.66%,-, 0.97%
35006,6.50%, 53.09%, 46.59%,-, 0.33%
35007,10.19%, 54.59%, 44.39%,-, 1.02%
35009,48.97%, 74.01%, 25.03%,-, 0.96%
35011,31.92%, 65.23%, 33.30%,-, 1.47%
35013,22.74%, 60.87%, 38.13%,-, 0.99%
35015,22.96%, 60.99%, 38.03%,-, 0.99%
35017,7.16%, 45.93%, 53.09%,-, 0.98%
35019,2.24%, 50.36%, 48.12%,-, 1.53%
35021,28.05%, 63.55%, 35.50%,-, 0.95%
35023,19.53%, 59.32%, 39.80%,-, 0.88%
35025,51.72%, 75.26%, 23.55%,-, 1.19%
35027,55.15%, 77.04%, 21.88%,-, 1.08%
35028,40.69%, 69.60%, 28.91%,-, 1.49%
35029,23.44%, 61.17%, 37.74%,-, 1.09%
35031,9.27%, 44.78%, 54.05%,-, 1.17%
35033,9.53%, 44.47%, 54.00%,-, 1.53%
35035,39.64%, 69.22%, 29.58%,-, 1.20%
35037,34.66%, 66.82%, 32.17%,-, 1.01%
35039,25.32%, 36.93%, 62.25%,-, 0.83%
35041,45.61%, 72.26%, 26.65%,-, 1.08%
35043,11.85%, 55.43%, 43.58%,-, 0.99%
35045,34.85%, 66.97%, 32.11%,-, 0.92%
35047,19.68%, 39.38%, 59.06%,-, 1.56%
35049,6.88%, 45.98%, 52.85%,-, 1.17%
35051,32.91%, 66.00%, 33.09%,-, 0.92%
35053,14.25%, 56.27%, 42.01%,-, 1.72%
35055,10.50%, 44.04%, 54.54%,-, 1.42%
35057,28.96%, 64.02%, 35.07%,-, 0.91%
35059,50.27%, 74.44%, 24.17%,-, 1.39%
35061,21.93%, 60.32%, 38.39%,-, 1.30%
36001,0.60%, 49.50%, 50.10%,-, 0.40%
36003,50.80%, 75.25%, 24.45%,-, 0.30%
36005,34.11%, 32.76%, 66.86%,-, 0.38%
36007,21.28%, 60.47%, 39.19%,-, 0.34%
36009,40.52%, 70.10%, 29.58%,-, 0.32%
36011,27.37%, 63.50%, 36.14%,-, 0.36%
36013,26.48%, 63.13%, 36.65%,-, 0.22%
36015,25.91%, 62.83%, 36.92%,-, 0.25%
36017,38.31%, 69.03%, 30.72%,-, 0.25%
36019,28.73%, 64.22%, 35.49%,-, 0.30%
36021,35.33%, 67.46%, 32.13%,-, 0.42%
36023,35.86%, 67.70%, 31.83%,-, 0.47%
36025,41.64%, 70.61%, 28.97%,-, 0.42%
36027,36.16%, 67.89%, 31.73%,-, 0.38%
36029,3.19%, 48.28%, 51.47%,-, 0.25%
36031,40.39%, 69.94%, 29.56%,-, 0.50%
36033,24.71%, 62.22%, 37.51%,-, 0.28%
36035,32.02%, 65.82%, 33.80%,-, 0.38%
36037,31.86%, 65.78%, 33.91%,-, 0.31%
36039,41.32%, 70.50%, 29.19%,-, 0.31%
36041,56.18%, 77.97%, 21.79%,-, 0.24%
36043,28.99%, 64.35%, 35.36%,-, 0.29%
36045,36.19%, 67.96%, 31.77%,-, 0.26%
36047,23.05%, 38.29%, 61.34%,-, 0.36%
36049,43.73%, 71.69%, 27.96%,-, 0.34%
36051,37.63%, 68.60%, 30.97%,-, 0.44%
36053,35.73%, 67.67%, 31.93%,-, 0.40%
36055,15.99%, 57.76%, 41.77%,-, 0.47%
36057,22.76%, 61.22%, 38.45%,-, 0.33%
36059,23.87%, 61.83%, 37.96%,-, 0.21%
36061,44.67%, 27.39%, 72.06%,-, 0.54%
36063,10.68%, 55.23%, 44.55%,-, 0.22%
36065,21.03%, 60.38%, 39.35%,-, 0.27%
36067,19.62%, 59.64%, 40.03%,-, 0.33%
36069,31.11%, 65.36%, 34.26%,-, 0.38%
36071,35.88%, 67.78%, 31.89%,-, 0.33%
36073,40.69%, 70.17%, 29.48%,-, 0.35%
36075,37.22%, 68.39%, 31.17%,-, 0.45%
36077,27.14%, 63.28%, 36.14%,-, 0.57%
36079,46.02%, 72.87%, 26.85%,-, 0.27%
36081,6.97%, 46.38%, 53.34%,-, 0.28%
36083,24.18%, 61.94%, 37.76%,-, 0.31%
36085,30.39%, 65.08%, 34.69%,-, 0.23%
36087,22.03%, 60.88%, 38.85%,-, 0.27%
36089,23.96%, 61.83%, 37.87%,-, 0.29%
36091,36.15%, 67.91%, 31.76%,-, 0.33%
36093,16.55%, 58.09%, 41.54%,-, 0.38%
36095,36.72%, 67.97%, 31.25%,-, 0.78%
36097,36.36%, 67.98%, 31.62%,-, 0.40%
36099,32.12%, 65.84%, 33.72%,-, 0.43%
36101,46.62%, 73.19%, 26.56%,-, 0.25%
36103,32.32%, 66.03%, 33.72%,-, 0.25%
36105,26.45%, 63.09%, 36.64%,-, 0.27%
36107,43.21%, 71.36%, 28.15%,-, 0.49%
36109,2.92%, 48.32%, 51.24%,-, 0.44%
36111,28.24%, 63.93%, 35.69%,-, 0.38%
36113,49.77%, 74.75%, 24.97%,-, 0.28%
36115,47.29%, 73.48%, 26.19%,-, 0.33%
36117,42.50%, 70.98%, 28.49%,-, 0.53%
36119,17.62%, 58.67%, 41.05%,-, 0.28%
36121,43.64%, 71.69%, 28.04%,-, 0.27%
36123,40.80%, 70.26%, 29.46%,-, 0.28%
37001,39.69%, 69.74%, 30.05%,-, 0.21%
37003,40.65%, 70.22%, 29.58%,-, 0.20%
37005,12.48%, 56.08%, 43.60%,-, 0.32%
37007,14.79%, 42.45%, 57.25%,-, 0.30%
37009,24.44%, 62.10%, 37.66%,-, 0.23%
37011,60.19%, 79.88%, 19.69%,-, 0.42%
37013,21.54%, 60.66%, 39.12%,-, 0.22%
37015,15.63%, 41.91%, 57.54%,-, 0.55%
37017,3.71%, 48.07%, 51.78%,-, 0.14%
37019,17.58%, 58.67%, 41.08%,-, 0.25%
37021,23.47%, 61.62%, 38.14%,-, 0.24%
37023,28.83%, 64.32%, 35.48%,-, 0.20%
37025,45.24%, 72.54%, 27.29%,-, 0.17%
37027,39.82%, 69.79%, 29.97%,-, 0.24%
37029,8.76%, 54.25%, 45.49%,-, 0.25%
37031,32.78%, 66.28%, 33.50%,-, 0.22%
37033,2.02%, 48.84%, 50.86%,-, 0.31%
37035,45.72%, 72.78%, 27.05%,-, 0.17%
37037,7.06%, 53.39%, 46.33%,-, 0.29%
37039,27.58%, 63.73%, 36.15%,-, 0.12%
37041,11.10%, 55.41%, 44.31%,-, 0.28%
37043,25.39%, 62.42%, 37.03%,-, 0.55%
37045,24.78%, 62.23%, 37.45%,-, 0.32%
37047,2.36%, 51.11%, 48.75%,-, 0.15%
37049,28.35%, 64.04%, 35.69%,-, 0.27%
37051,16.55%, 58.18%, 41.63%,-, 0.19%
37053,26.68%, 63.24%, 36.56%,-, 0.20%
37055,43.95%, 71.83%, 27.88%,-, 0.29%
37057,45.24%, 72.55%, 27.31%,-, 0.15%
37059,47.55%, 73.72%, 26.17%,-, 0.12%
37061,6.03%, 52.96%, 46.93%,-, 0.12%
37063,4.97%, 47.39%, 52.36%,-, 0.25%
37065,4.50%, 47.66%, 52.16%,-, 0.18%
37067,23.28%, 61.54%, 38.26%,-, 0.20%
37069,11.31%, 55.57%, 44.26%,-, 0.17%
37071,46.87%, 73.36%, 26.49%,-, 0.16%
37073,13.51%, 43.10%, 56.62%,-, 0.28%
37075,25.41%, 62.63%, 37.22%,-, 0.15%
37077,9.37%, 54.42%, 45.05%,-, 0.53%
37079,7.08%, 53.47%, 46.39%,-, 0.13%
37081,22.68%, 61.25%, 38.57%,-, 0.18%
37083,2.46%, 48.65%, 51.11%,-, 0.24%
37085,22.33%, 61.11%, 38.78%,-, 0.10%
37087,12.07%, 55.96%, 43.89%,-, 0.15%
37089,45.50%, 72.55%, 27.05%,-, 0.40%
37091,17.18%, 41.27%, 58.45%,-, 0.27%
37093,13.48%, 43.14%, 56.61%,-, 0.25%
37095,8.67%, 54.27%, 45.59%,-, 0.14%
37097,40.48%, 70.14%, 29.67%,-, 0.19%
37099,12.18%, 55.97%, 43.78%,-, 0.25%
37101,34.79%, 67.32%, 32.53%,-, 0.15%
37103,0.90%, 50.30%, 49.40%,-, 0.29%
37105,35.17%, 67.47%, 32.30%,-, 0.23%
37107,21.74%, 60.79%, 39.04%,-, 0.17%
37109,35.51%, 67.64%, 32.13%,-, 0.23%
37111,30.36%, 65.09%, 34.73%,-, 0.18%
37113,30.14%, 64.95%, 34.81%,-, 0.24%
37115,10.14%, 54.81%, 44.67%,-, 0.52%
37117,4.86%, 52.32%, 47.47%,-, 0.21%
37119,25.58%, 62.67%, 37.10%,-, 0.23%
37121,57.19%, 78.51%, 21.31%,-, 0.18%
37123,14.28%, 57.07%, 42.79%,-, 0.13%
37125,34.97%, 67.40%, 32.43%,-, 0.17%
37127,33.60%, 66.73%, 33.14%,-, 0.13%
37129,30.67%, 65.21%, 34.54%,-, 0.25%
37131,22.76%, 38.39%, 61.15%,-, 0.46%
37133,41.73%, 70.75%, 29.02%,-, 0.23%
37135,13.72%, 42.96%, 56.69%,-, 0.35%
37137,8.52%, 54.14%, 45.62%,-, 0.23%
37139,9.30%, 54.58%, 45.27%,-, 0.15%
37141,7.67%, 53.73%, 46.06%,-, 0.21%
37143,14.71%, 57.28%, 42.57%,-, 0.15%
37145,24.75%, 62.30%, 37.54%,-, 0.16%
37147,16.92%, 58.36%, 41.45%,-, 0.19%
37149,30.03%, 64.73%, 34.70%,-, 0.58%
37151,54.80%, 77.36%, 22.56%,-, 0.09%
37153,4.79%, 47.50%, 52.30%,-, 0.20%
37155,8.17%, 45.76%, 53.93%,-, 0.31%
37157,25.54%, 62.70%, 37.16%,-, 0.14%
37159,40.56%, 70.20%, 29.64%,-, 0.16%
37161,24.67%, 62.23%, 37.56%,-, 0.20%
37163,7.83%, 53.87%, 46.04%,-, 0.08%
37165,0.60%, 50.23%, 49.62%,-, 0.15%
37167,36.18%, 68.00%, 31.82%,-, 0.18%
37169,31.49%, 65.63%, 34.14%,-, 0.23%
37171,29.92%, 64.88%, 34.96%,-, 0.17%
37173,0.30%, 50.02%, 49.73%,-, 0.25%
37175,30.07%, 64.91%, 34.83%,-, 0.26%
37177,2.08%, 48.89%, 50.98%,-, 0.13%
37179,41.04%, 70.45%, 29.41%,-, 0.15%
37181,7.51%, 53.68%, 46.18%,-, 0.14%
37183,23.45%, 61.61%, 38.16%,-, 0.23%
37185,19.37%, 40.25%, 59.63%,-, 0.12%
37187,6.54%, 46.67%, 53.21%,-, 0.12%
37189,28.86%, 64.27%, 35.41%,-, 0.32%
37191,28.38%, 64.13%, 35.74%,-, 0.13%
37193,46.23%, 73.03%, 26.80%,-, 0.16%
37195,18.89%, 59.31%, 40.42%,-, 0.28%
37197,48.89%, 74.37%, 25.48%,-, 0.16%
37199,8.10%, 53.96%, 45.86%,-, 0.18%
38001,42.79%, 70.68%, 27.89%,-, 1.42%
38003,26.58%, 62.79%, 36.20%,-, 1.01%
38005,3.87%, 51.41%, 47.55%,-, 1.04%
38007,56.97%, 77.34%, 20.37%,-, 2.30%
38009,44.30%, 71.59%, 27.28%,-, 1.13%
38011,46.39%, 72.55%, 26.15%,-, 1.30%
38013,40.40%, 69.45%, 29.05%,-, 1.50%
38015,38.15%, 68.25%, 30.10%,-, 1.65%
38017,23.45%, 61.35%, 37.91%,-, 0.74%
38019,40.77%, 69.95%, 29.18%,-, 0.87%
38021,39.73%, 69.37%, 29.64%,-, 0.99%
38023,29.29%, 63.32%, 34.02%,-, 0.54%
38025,37.31%, 68.12%, 30.81%,-, 1.08%
38027,13.60%, 56.40%, 42.80%,-, 0.81%
38029,49.30%, 73.46%, 24.16%,-, 2.38%
38031,29.67%, 64.23%, 34.55%,-, 1.22%
38033,48.45%, 73.09%, 24.64%,-, 2.27%
38035,22.33%, 60.70%, 38.37%,-, 0.93%
38037,51.28%, 74.92%, 23.64%,-, 1.45%
38039,20.34%, 59.89%, 39.54%,-, 0.57%
38041,50.95%, 74.75%, 23.80%,-, 1.45%
38043,40.62%, 68.62%, 28.00%,-, 1.22%
38045,28.70%, 63.64%, 34.94%,-, 1.42%
38047,48.99%, 72.91%, 23.93%,-, 0.72%
38049,31.62%, 65.38%, 33.75%,-, 0.87%
38051,64.46%, 81.46%, 16.99%,-, 1.55%
38053,45.11%, 71.96%, 26.85%,-, 1.19%
38055,27.55%, 62.82%, 35.27%,-, 1.92%
38057,35.86%, 67.24%, 31.38%,-, 1.38%
38059,27.74%, 62.93%, 35.19%,-, 1.88%
38061,11.08%, 55.11%, 44.02%,-, 0.87%
38063,16.67%, 57.50%, 40.83%,-, 1.67%
38065,36.55%, 67.43%, 30.88%,-, 1.69%
38067,34.83%, 65.99%, 31.16%,-, 2.85%
38069,45.39%, 71.71%, 26.31%,-, 1.98%
38071,28.17%, 63.33%, 35.16%,-, 1.51%
38073,16.28%, 57.38%, 41.10%,-, 1.51%
38075,32.19%, 65.56%, 33.37%,-, 1.07%
38077,32.11%, 65.48%, 33.36%,-, 1.16%
38079,18.66%, 39.43%, 58.09%,-, 2.48%
38081,3.30%, 50.83%, 47.52%,-, 1.65%
38083,55.09%, 77.01%, 21.92%,-, 1.07%
38085,19.05%, 39.53%, 58.59%,-, 1.88%
38087,40.50%, 69.26%, 28.76%,-, 1.98%
38089,45.46%, 71.15%, 25.69%,-, 3.17%
38091,9.20%, 54.08%, 44.89%,-, 1.03%
38093,30.33%, 64.57%, 34.24%,-, 1.20%
38095,21.94%, 60.15%, 38.21%,-, 1.65%
38097,31.04%, 64.70%, 33.66%,-, 1.64%
38099,31.07%, 64.84%, 33.77%,-, 1.39%
38101,37.00%, 68.06%, 31.05%,-, 0.89%
38103,39.65%, 69.20%, 29.55%,-, 1.25%
38105,43.30%, 70.87%, 27.57%,-, 1.56%
39001,26.51%, 62.83%, 36.32%,-, 0.84%
39003,46.46%, 72.98%, 26.52%,-, 0.50%
39005,49.57%, 74.40%, 24.83%,-, 0.76%
39007,5.62%, 52.34%, 46.73%,-, 0.93%
39009,6.13%, 52.59%, 46.46%,-, 0.95%
