statecounty,Margin,Reagan,Mondale,Hall,Other
21081,25.09%, 61.70%, 36.61%,-, 1.69%
21083,3.73%, 51.43%, 47.70%,-, 0.88%
21085,42.74%, 71.03%, 28.29%,-, 0.68%
21087,33.05%, 66.35%, 33.30%,-, 0.35%
21089,3.65%, 51.52%, 47.87%,-, 0.61%
21091,20.60%, 59.59%, 38.99%,-, 1.42%
21093,38.34%, 68.81%, 30.47%,-, 0.72%
21095,4.77%, 47.14%, 51.91%,-, 0.95%
21097,18.03%, 58.86%, 40.83%,-, 0.31%
21099,14.65%, 57.06%, 42.41%,-, 0.54%
21101,4.17%, 51.88%, 47.71%,-, 0.41%
21103,10.23%, 54.83%, 44.60%,-, 0.57%
21105,13.58%, 56.63%, 43.04%,-, 0.33%
21107,16.24%, 57.95%, 41.71%,-, 0.34%
21109,75.10%, 87.38%, 12.28%,-, 0.34%
21111,15.65%, 57.66%, 42.01%,-, 0.34%
21113,49.20%, 74.10%, 24.90%,-, 1.00%
21115,25.72%, 62.58%, 36.87%,-, 0.55%
21117,39.93%, 69.66%, 29.73%,-, 0.61%
21119,44.16%, 27.66%, 71.81%,-, 0.53%
21121,32.16%, 65.87%, 33.71%,-, 0.43%
21123,30.89%, 65.30%, 34.41%,-, 0.30%
21125,49.15%, 74.41%, 25.27%,-, 0.32%
21127,9.88%, 54.71%, 44.83%,-, 0.46%
21129,41.44%, 70.53%, 29.09%,-, 0.38%
21131,51.62%, 75.64%, 24.02%,-, 0.34%
21133,7.18%, 46.13%, 53.31%,-, 0.57%
21135,39.64%, 69.64%, 30.00%,-, 0.36%
21137,22.97%, 61.27%, 38.30%,-, 0.43%
21139,3.62%, 47.96%, 51.58%,-, 0.46%
21141,18.56%, 58.83%, 40.28%,-, 0.89%
21143,13.44%, 42.97%, 56.41%,-, 0.62%
21145,1.43%, 50.08%, 48.65%,-, 1.27%
21147,42.39%, 70.58%, 28.19%,-, 1.23%
21149,0.64%, 50.03%, 49.38%,-, 0.59%
21151,26.78%, 63.09%, 36.31%,-, 0.60%
21153,11.31%, 44.22%, 55.53%,-, 0.25%
21155,7.63%, 53.66%, 46.03%,-, 0.31%
21157,5.25%, 47.19%, 52.44%,-, 0.37%
21159,37.12%, 68.03%, 30.90%,-, 1.07%
21161,16.88%, 58.19%, 41.31%,-, 0.50%
21163,20.75%, 60.19%, 39.44%,-, 0.38%
21165,9.66%, 44.35%, 54.01%,-, 1.64%
21167,28.88%, 63.88%, 35.00%,-, 1.13%
21169,19.62%, 59.56%, 39.93%,-, 0.51%
21171,63.46%, 81.47%, 18.00%,-, 0.53%
21173,21.55%, 60.59%, 39.05%,-, 0.36%
21175,14.94%, 42.36%, 57.30%,-, 0.35%
21177,0.51%, 49.64%, 50.15%,-, 0.21%
21179,17.88%, 58.57%, 40.69%,-, 0.74%
21181,16.00%, 57.38%, 41.38%,-, 1.23%
21183,22.17%, 60.82%, 38.65%,-, 0.53%
21185,47.81%, 73.81%, 25.99%,-, 0.20%
21187,4.87%, 52.17%, 47.30%,-, 0.53%
21189,58.94%, 79.20%, 20.26%,-, 0.54%
21191,28.53%, 63.76%, 35.23%,-, 1.01%
21193,0.38%, 49.52%, 49.90%,-, 0.58%
21195,14.20%, 42.68%, 56.87%,-, 0.45%
21197,17.99%, 58.83%, 40.83%,-, 0.34%
21199,53.19%, 76.40%, 23.20%,-, 0.40%
21201,9.59%, 54.36%, 44.77%,-, 0.86%
21203,59.67%, 79.73%, 20.06%,-, 0.20%
21205,14.68%, 57.16%, 42.47%,-, 0.37%
21207,50.86%, 75.18%, 24.32%,-, 0.50%
21209,25.97%, 62.44%, 36.48%,-, 1.08%
21211,23.62%, 61.68%, 38.06%,-, 0.26%
21213,17.82%, 58.69%, 40.87%,-, 0.44%
21215,23.02%, 61.38%, 38.36%,-, 0.25%
21217,28.62%, 64.16%, 35.54%,-, 0.29%
21219,20.07%, 55.23%, 35.16%,-, 7.31%
21221,13.68%, 56.63%, 42.94%,-, 0.43%
21223,12.09%, 55.78%, 43.69%,-, 0.52%
21225,10.04%, 44.78%, 54.82%,-, 0.41%
21227,34.04%, 66.87%, 32.83%,-, 0.31%
21229,21.87%, 60.24%, 38.37%,-, 1.40%
21231,32.22%, 66.00%, 33.78%,-, 0.22%
21233,9.64%, 44.87%, 54.52%,-, 0.61%
21235,37.13%, 68.17%, 31.04%,-, 0.78%
21237,5.09%, 46.68%, 51.76%,-, 1.56%
21239,34.53%, 66.73%, 32.20%,-, 1.07%
22001,22.94%, 60.59%, 37.65%,-, 1.76%
22003,3.92%, 47.69%, 51.61%,-, 0.70%
22005,3.87%, 51.55%, 47.68%,-, 0.76%
22007,7.46%, 52.43%, 44.97%,-, 2.61%
22009,15.56%, 56.39%, 40.83%,-, 0.59%
22011,27.08%, 63.13%, 36.05%,-, 0.82%
22013,12.85%, 55.76%, 42.91%,-, 1.33%
22015,52.49%, 76.01%, 23.52%,-, 0.46%
22017,27.81%, 63.68%, 35.87%,-, 0.45%
22019,3.40%, 51.39%, 47.99%,-, 0.62%
22021,41.36%, 69.33%, 27.97%,-, 0.42%
22023,16.82%, 57.99%, 41.17%,-, 0.84%
22025,36.93%, 67.52%, 30.59%,-, 1.89%
22027,21.64%, 60.29%, 38.65%,-, 1.07%
22029,29.35%, 63.73%, 34.38%,-, 1.89%
22031,12.54%, 55.77%, 43.23%,-, 1.01%
22033,25.47%, 62.44%, 36.98%,-, 0.58%
22035,2.78%, 47.77%, 50.56%,-, 1.67%
22037,0.52%, 49.59%, 49.07%,-, 1.35%
22039,10.72%, 54.78%, 44.06%,-, 1.16%
22041,38.11%, 67.80%, 29.68%,-, 2.52%
22043,33.91%, 65.88%, 31.96%,-, 2.16%
22045,26.49%, 62.14%, 35.65%,-, 2.21%
22047,14.06%, 42.58%, 56.65%,-, 0.77%
22049,31.77%, 64.86%, 33.09%,-, 2.05%
22051,49.88%, 74.69%, 24.81%,-, 0.51%
22053,16.14%, 57.36%, 41.22%,-, 1.42%
22055,38.91%, 68.80%, 29.89%,-, 1.32%
22057,33.57%, 65.40%, 31.83%,-, 0.50%
22059,59.43%, 78.60%, 19.17%,-, 2.23%
22061,24.86%, 61.81%, 36.95%,-, 1.24%
22063,32.18%, 65.72%, 33.54%,-, 0.75%
22065,0.97%, 48.58%, 49.56%,-, 1.86%
22067,27.45%, 62.73%, 35.29%,-, 1.98%
22069,20.23%, 58.99%, 38.76%,-, 2.24%
22071,16.02%, 41.71%, 57.73%,-, 0.56%
22073,40.59%, 69.57%, 28.98%,-, 1.45%
22075,40.03%, 69.74%, 29.71%,-, 0.56%
22077,10.21%, 44.58%, 54.79%,-, 0.63%
22079,33.54%, 65.81%, 32.27%,-, 1.93%
22081,21.75%, 60.39%, 38.64%,-, 0.97%
22083,33.71%, 65.84%, 32.13%,-, 2.04%
22085,34.89%, 66.26%, 31.37%,-, 2.37%
22087,50.07%, 74.80%, 24.73%,-, 0.47%
22089,19.91%, 59.62%, 39.71%,-, 0.66%
22091,10.86%, 43.53%, 54.39%,-, 2.08%
22093,12.69%, 43.10%, 55.79%,-, 1.11%
22095,8.59%, 53.96%, 45.37%,-, 0.66%
22097,2.97%, 51.19%, 48.22%,-, 0.59%
22099,5.97%, 52.17%, 46.20%,-, 1.64%
22101,23.48%, 61.16%, 37.68%,-, 1.15%
22103,53.07%, 76.15%, 23.08%,-, 0.77%
22105,20.81%, 60.10%, 39.29%,-, 0.61%
22107,8.97%, 53.52%, 44.54%,-, 1.94%
22109,41.23%, 69.51%, 28.28%,-, 2.21%
22111,37.74%, 67.73%, 29.99%,-, 2.28%
22113,16.48%, 56.85%, 40.37%,-, 0.51%
22115,37.09%, 67.58%, 30.49%,-, 1.93%
22117,18.46%, 58.91%, 40.45%,-, 0.65%
22119,29.69%, 64.54%, 34.85%,-, 0.61%
22121,4.98%, 47.16%, 52.13%,-, 0.71%
22123,43.88%, 70.84%, 26.95%,-, 2.21%
22125,4.50%, 47.38%, 51.88%,-, 0.75%
22127,29.78%, 63.85%, 34.08%,-, 2.07%
23001,14.93%, 57.24%, 42.31%,-, 0.45%
23003,27.63%, 63.59%, 35.96%,-, 0.45%
23005,13.75%, 56.75%, 43.00%,-, 0.25%
23007,25.29%, 62.40%, 37.11%,-, 0.49%
23009,30.63%, 65.12%, 34.49%,-, 0.39%
23011,19.87%, 59.70%, 39.82%,-, 0.48%
23013,30.38%, 65.00%, 34.62%,-, 0.38%
23015,35.72%, 67.68%, 31.96%,-, 0.36%
23017,29.14%, 64.34%, 35.20%,-, 0.46%
23019,24.53%, 62.11%, 37.58%,-, 0.32%
23021,28.42%, 63.98%, 35.56%,-, 0.46%
23023,27.64%, 63.51%, 35.87%,-, 0.62%
23025,25.77%, 62.64%, 36.86%,-, 0.50%
23027,24.88%, 62.22%, 37.34%,-, 0.44%
23029,29.21%, 64.41%, 35.20%,-, 0.40%
23031,21.25%, 60.43%, 39.19%,-, 0.38%
24001,27.61%, 63.30%, 35.69%,-, 1.02%
24003,32.69%, 66.04%, 33.36%,-, 0.60%
24005,23.19%, 61.31%, 38.12%,-, 0.57%
24009,20.58%, 59.99%, 39.41%,-, 0.59%
24011,37.72%, 68.69%, 30.96%,-, 0.35%
24013,50.64%, 75.22%, 24.58%,-, 0.20%
24015,32.34%, 65.93%, 33.60%,-, 0.47%
24017,22.18%, 60.97%, 38.79%,-, 0.24%
24019,35.46%, 67.12%, 31.66%,-, 1.22%
24021,37.56%, 68.67%, 31.11%,-, 0.22%
24023,49.13%, 74.31%, 25.18%,-, 0.52%
24025,37.06%, 68.41%, 31.36%,-, 0.23%
24027,16.09%, 57.78%, 41.68%,-, 0.54%
24029,23.83%, 61.63%, 37.80%,-, 0.57%
24031,0.30%, 50.00%, 49.69%,-, 0.31%
24033,17.63%, 40.96%, 58.59%,-, 0.45%
24035,39.39%, 69.49%, 30.09%,-, 0.42%
24037,27.06%, 63.39%, 36.33%,-, 0.28%
24039,29.68%, 64.68%, 34.99%,-, 0.33%
24041,42.91%, 71.32%, 28.41%,-, 0.27%
24043,33.91%, 66.68%, 32.78%,-, 0.54%
24045,32.73%, 66.27%, 33.54%,-, 0.20%
24047,36.94%, 68.32%, 31.38%,-, 0.30%
24510,42.99%, 28.20%, 71.18%,-, 0.62%
25001,14.33%, 56.99%, 42.66%,-, 0.36%
25003,6.22%, 52.85%, 46.63%,-, 0.51%
25005,0.41%, 49.58%, 49.99%,-, 0.42%
25007,8.57%, 45.52%, 54.09%,-, 0.39%
25009,10.08%, 54.84%, 44.77%,-, 0.39%
25011,1.21%, 50.37%, 49.16%,-, 0.47%
25013,2.48%, 51.05%, 48.57%,-, 0.37%
25015,11.71%, 43.96%, 55.67%,-, 0.37%
25017,0.84%, 49.42%, 50.26%,-, 0.32%
25019,7.60%, 53.53%, 45.93%,-, 0.54%
25021,7.38%, 53.56%, 46.18%,-, 0.26%
25023,20.77%, 60.21%, 39.44%,-, 0.35%
25025,24.90%, 37.37%, 62.27%,-, 0.35%
25027,13.23%, 56.45%, 43.23%,-, 0.32%
26001,33.11%, 66.41%, 33.30%,-, 0.29%
26003,3.73%, 51.69%, 47.96%,-, 0.36%
26005,47.54%, 73.48%, 25.94%,-, 0.58%
26007,22.96%, 61.30%, 38.34%,-, 0.37%
26009,38.89%, 69.18%, 30.29%,-, 0.53%
26011,17.62%, 58.63%, 41.00%,-, 0.37%
26013,3.88%, 51.82%, 47.94%,-, 0.24%
26015,41.19%, 70.29%, 29.10%,-, 0.60%
26017,7.34%, 53.43%, 46.09%,-, 0.48%
26019,31.33%, 65.25%, 33.91%,-, 0.84%
26021,33.83%, 66.58%, 32.75%,-, 0.67%
26023,47.80%, 73.63%, 25.83%,-, 0.54%
26025,25.71%, 62.60%, 36.89%,-, 0.52%
26027,27.25%, 63.32%, 36.07%,-, 0.61%
26029,33.14%, 66.23%, 33.09%,-, 0.68%
26031,28.51%, 64.04%, 35.53%,-, 0.43%
26033,27.91%, 63.77%, 35.86%,-, 0.37%
26035,27.11%, 63.26%, 36.15%,-, 0.59%
26037,47.04%, 73.28%, 26.24%,-, 0.48%
26039,35.64%, 67.46%, 31.82%,-, 0.71%
26041,6.01%, 52.84%, 46.83%,-, 0.33%
26043,10.10%, 54.91%, 44.80%,-, 0.29%
26045,45.63%, 72.57%, 26.94%,-, 0.49%
26047,40.67%, 70.04%, 29.37%,-, 0.60%
26049,1.88%, 50.68%, 48.80%,-, 0.52%
26051,22.99%, 61.07%, 38.08%,-, 0.85%
26053,16.16%, 41.81%, 57.97%,-, 0.22%
26055,42.28%, 70.83%, 28.55%,-, 0.62%
26057,44.51%, 72.08%, 27.57%,-, 0.34%
26059,53.57%, 76.50%, 22.93%,-, 0.56%
26061,14.65%, 57.14%, 42.49%,-, 0.36%
26063,47.09%, 73.37%, 26.28%,-, 0.34%
26065,19.25%, 59.23%, 39.98%,-, 0.79%
26067,42.06%, 70.69%, 28.62%,-, 0.69%
26069,34.37%, 66.99%, 32.62%,-, 0.40%
26071,1.29%, 49.15%, 50.44%,-, 0.41%
26073,30.76%, 65.00%, 34.24%,-, 0.76%
26075,37.07%, 68.27%, 31.20%,-, 0.53%
26077,28.30%, 63.82%, 35.52%,-, 0.66%
26079,38.71%, 69.15%, 30.44%,-, 0.40%
26081,34.72%, 67.03%, 32.31%,-, 0.67%
26083,2.36%, 48.82%, 51.18%,-,-
26085,6.99%, 53.09%, 46.09%,-, 0.82%
26087,41.99%, 70.67%, 28.68%,-, 0.65%
26089,36.08%, 67.62%, 31.54%,-, 0.85%
26091,33.92%, 66.70%, 32.78%,-, 0.52%
26093,49.35%, 74.39%, 25.04%,-, 0.57%
26095,34.44%, 66.97%, 32.53%,-, 0.51%
26097,30.00%, 64.85%, 34.85%,-, 0.30%
26099,32.87%, 66.20%, 33.32%,-, 0.48%
26101,23.41%, 61.45%, 38.04%,-, 0.51%
26103,0.43%, 49.98%, 49.55%,-, 0.46%
26105,36.38%, 67.83%, 31.45%,-, 0.72%
26107,37.86%, 68.66%, 30.80%,-, 0.54%
26109,19.78%, 59.68%, 39.90%,-, 0.41%
26111,33.03%, 66.11%, 33.08%,-, 0.80%
26113,51.64%, 75.53%, 23.90%,-, 0.57%
26115,19.89%, 59.69%, 39.80%,-, 0.51%
26117,40.76%, 70.14%, 29.38%,-, 0.48%
26119,35.38%, 67.54%, 32.16%,-, 0.30%
26121,21.75%, 60.67%, 38.92%,-, 0.40%
26123,40.38%, 69.95%, 29.57%,-, 0.48%
26125,33.95%, 66.71%, 32.76%,-, 0.54%
26127,37.96%, 68.69%, 30.72%,-, 0.59%
26129,21.95%, 60.81%, 38.86%,-, 0.33%
26131,2.36%, 50.95%, 48.59%,-, 0.45%
26133,46.92%, 73.21%, 26.29%,-, 0.49%
26135,40.14%, 69.77%, 29.64%,-, 0.59%
26137,37.12%, 68.27%, 31.16%,-, 0.57%
26139,59.82%, 79.69%, 19.88%,-, 0.43%
26141,25.67%, 62.57%, 36.90%,-, 0.54%
26143,31.15%, 65.35%, 34.20%,-, 0.46%
26145,14.46%, 56.95%, 42.49%,-, 0.55%
26147,35.80%, 67.63%, 31.83%,-, 0.54%
26149,45.13%, 72.34%, 27.21%,-, 0.45%
26151,50.57%, 75.12%, 24.54%,-, 0.34%
26153,5.37%, 52.47%, 47.09%,-, 0.44%
26155,32.51%, 65.97%, 33.46%,-, 0.57%
26157,40.42%, 70.01%, 29.59%,-, 0.40%
26159,29.76%, 64.55%, 34.79%,-, 0.65%
26161,3.19%, 51.27%, 48.08%,-, 0.65%
26163,14.88%, 42.31%, 57.19%,-, 0.50%
26165,36.22%, 67.93%, 31.71%,-, 0.35%
27001,7.03%, 46.14%, 53.17%,-, 0.69%
27003,3.82%, 47.80%, 51.63%,-, 0.57%
27005,16.01%, 57.65%, 41.65%,-, 0.70%
27007,0.45%, 49.43%, 49.88%,-, 0.69%
27009,16.06%, 57.48%, 41.42%,-, 1.10%
27011,4.50%, 47.34%, 51.83%,-, 0.83%
27013,9.19%, 54.27%, 45.08%,-, 0.65%
27015,30.28%, 64.72%, 34.44%,-, 0.84%
27017,30.36%, 34.34%, 64.70%,-, 0.96%
27019,27.85%, 63.60%, 35.75%,-, 0.64%
27021,16.09%, 57.71%, 41.61%,-, 0.68%
27023,12.94%, 55.95%, 43.01%,-, 1.04%
27025,3.10%, 48.12%, 51.21%,-, 0.67%
27027,5.78%, 52.62%, 46.84%,-, 0.54%
27029,3.70%, 51.33%, 47.63%,-, 1.04%
27031,3.81%, 51.63%, 47.82%,-, 0.55%
27033,16.28%, 57.89%, 41.61%,-, 0.50%
27035,13.06%, 56.16%, 43.10%,-, 0.75%
27037,5.71%, 52.54%, 46.83%,-, 0.64%
27039,22.61%, 60.97%, 38.36%,-, 0.66%
27041,24.49%, 61.92%, 37.43%,-, 0.65%
27043,17.43%, 58.44%, 41.01%,-, 0.54%
27045,18.50%, 58.94%, 40.44%,-, 0.62%
27047,5.18%, 47.09%, 52.26%,-, 0.65%
27049,12.47%, 55.92%, 43.44%,-, 0.64%
27051,6.11%, 52.84%, 46.73%,-, 0.43%
27053,3.49%, 47.98%, 51.47%,-, 0.55%
27055,23.07%, 61.06%, 37.99%,-, 0.95%
27057,24.26%, 61.76%, 37.50%,-, 0.74%
27059,2.54%, 50.91%, 48.38%,-, 0.71%
27061,10.26%, 44.42%, 54.68%,-, 0.89%
27063,4.62%, 47.27%, 51.89%,-, 0.83%
27065,6.41%, 52.88%, 46.47%,-, 0.65%
27067,6.28%, 52.69%, 46.41%,-, 0.90%
27069,3.17%, 51.24%, 48.07%,-, 0.69%
27071,9.97%, 44.77%, 54.74%,-, 0.49%
27073,0.84%, 49.68%, 48.84%,-, 1.47%
27075,37.75%, 30.68%, 68.43%,-, 0.89%
27077,13.92%, 56.39%, 42.47%,-, 1.13%
27079,8.64%, 54.10%, 45.47%,-, 0.43%
27081,2.05%, 50.09%, 48.04%,-, 1.87%
27083,14.07%, 56.64%, 42.57%,-, 0.79%
27085,28.15%, 63.58%, 35.43%,-, 0.98%
27087,3.35%, 51.14%, 47.79%,-, 1.08%
27089,11.73%, 55.31%, 43.58%,-, 1.11%
27091,21.88%, 60.67%, 38.80%,-, 0.53%
27093,13.94%, 56.70%, 42.76%,-, 0.55%
27095,3.54%, 51.45%, 47.92%,-, 0.63%
27097,9.59%, 54.44%, 44.85%,-, 0.71%
27099,21.52%, 39.01%, 60.53%,-, 0.46%
27101,0.70%, 49.87%, 49.17%,-, 0.97%
27103,12.61%, 55.97%, 43.37%,-, 0.66%
27105,2.68%, 50.77%, 48.09%,-, 1.15%
27107,1.14%, 49.17%, 50.31%,-, 0.53%
27109,26.31%, 62.76%, 36.44%,-, 0.80%
27111,23.29%, 61.30%, 38.02%,-, 0.68%
27113,9.60%, 54.49%, 44.89%,-, 0.62%
27115,7.46%, 45.95%, 53.41%,-, 0.64%
27117,11.85%, 55.32%, 43.46%,-, 1.22%
27119,10.04%, 54.60%, 44.56%,-, 0.84%
27121,5.24%, 52.27%, 47.03%,-, 0.70%
27123,19.19%, 39.95%, 59.15%,-, 0.90%
27125,4.41%, 47.49%, 51.91%,-, 0.60%
27127,33.81%, 66.45%, 32.64%,-, 0.91%
27129,16.61%, 57.86%, 41.25%,-, 0.89%
27131,1.97%, 48.58%, 50.55%,-, 0.88%
27133,15.07%, 57.18%, 42.11%,-, 0.71%
27135,19.38%, 59.28%, 39.91%,-, 0.81%
27137,38.56%, 30.27%, 68.83%,-, 0.90%
27139,14.10%, 56.81%, 42.71%,-, 0.49%
27141,11.45%, 55.43%, 43.98%,-, 0.59%
27143,25.13%, 62.10%, 36.97%,-, 0.92%
27145,17.95%, 58.51%, 40.55%,-, 0.94%
27147,26.74%, 63.12%, 36.38%,-, 0.50%
27149,13.92%, 56.58%, 42.66%,-, 0.77%
27151,9.83%, 44.59%, 54.42%,-, 0.99%
27153,17.05%, 58.25%, 41.19%,-, 0.56%
27155,2.70%, 51.00%, 48.30%,-, 0.69%
27157,15.43%, 57.31%, 41.87%,-, 0.82%
27159,27.27%, 63.40%, 36.13%,-, 0.47%
27161,21.80%, 60.60%, 38.80%,-, 0.60%
27163,0.90%, 50.13%, 49.23%,-, 0.64%
27165,18.42%, 58.98%, 40.57%,-, 0.45%
27167,25.21%, 62.36%, 37.14%,-, 0.50%
27169,11.04%, 55.03%, 43.99%,-, 0.97%
27171,10.37%, 54.82%, 44.45%,-, 0.73%
27173,11.58%, 55.22%, 43.64%,-, 1.14%
28001,9.16%, 54.32%, 45.17%,-, 0.51%
28003,19.07%, 58.66%, 39.60%,-, 1.74%
28005,14.78%, 57.24%, 42.46%,-, 0.30%
28007,18.78%, 59.28%, 40.50%,-, 0.22%
28009,0.63%, 50.12%, 49.48%,-, 0.40%
28011,11.56%, 43.85%, 55.42%,-, 0.73%
28013,34.29%, 67.06%, 32.77%,-, 0.17%
28015,31.67%, 65.70%, 34.02%,-, 0.28%
28017,21.42%, 60.52%, 39.10%,-, 0.39%
28019,36.17%, 68.00%, 31.83%,-, 0.16%
28021,42.04%, 28.86%, 70.90%,-, 0.25%
28023,33.50%, 66.61%, 33.11%,-, 0.28%
28025,0.81%, 50.23%, 49.42%,-, 0.35%
28027,8.43%, 44.96%, 53.39%,-, 1.65%
28029,11.66%, 55.74%, 44.08%,-, 0.18%
28031,30.34%, 64.95%, 34.60%,-, 0.45%
28033,48.21%, 73.88%, 25.67%,-, 0.45%
28035,39.57%, 69.63%, 30.06%,-, 0.31%
28037,26.23%, 62.86%, 36.63%,-, 0.51%
28039,44.64%, 72.10%, 27.46%,-, 0.45%
28041,35.62%, 67.55%, 31.93%,-, 0.52%
28043,21.78%, 60.80%, 39.02%,-, 0.18%
28045,48.65%, 74.07%, 25.43%,-, 0.50%
28047,46.06%, 72.83%, 26.77%,-, 0.40%
28049,14.51%, 56.69%, 42.18%,-, 1.14%
28051,29.01%, 35.44%, 64.45%,-, 0.11%
28053,5.84%, 46.99%, 52.83%,-, 0.18%
28055,1.06%, 49.52%, 48.45%,-, 2.03%
28057,26.26%, 62.96%, 36.71%,-, 0.33%
28059,53.89%, 76.79%, 22.89%,-, 0.32%
28061,9.03%, 54.00%, 44.97%,-, 1.03%
28063,56.06%, 21.88%, 77.94%,-, 0.18%
28065,4.31%, 51.81%, 47.50%,-, 0.68%
28067,41.23%, 70.47%, 29.25%,-, 0.28%
28069,5.95%, 52.83%, 46.88%,-, 0.29%
28071,24.38%, 62.05%, 37.67%,-, 0.29%
28073,60.07%, 79.85%, 19.78%,-, 0.37%
28075,41.36%, 69.00%, 27.64%,-, 3.36%
28077,27.12%, 63.49%, 36.37%,-, 0.14%
28079,24.19%, 62.04%, 37.85%,-, 0.11%
28081,36.01%, 67.47%, 31.46%,-, 1.06%
28083,0.70%, 49.63%, 48.93%,-, 1.44%
28085,33.18%, 66.50%, 33.32%,-, 0.19%
28087,32.85%, 66.29%, 33.44%,-, 0.28%
28089,7.42%, 53.24%, 45.82%,-, 0.93%
28091,32.34%, 66.11%, 33.77%,-, 0.12%
28093,14.17%, 42.70%, 56.87%,-, 0.43%
28095,24.87%, 62.28%, 37.41%,-, 0.30%
28097,24.32%, 62.07%, 37.75%,-, 0.18%
28099,43.62%, 71.71%, 28.09%,-, 0.20%
28101,46.88%, 73.23%, 26.35%,-, 0.42%
28103,15.63%, 41.23%, 56.87%,-, 1.90%
28105,19.51%, 59.65%, 40.14%,-, 0.20%
28107,3.38%, 51.43%, 48.04%,-, 0.53%
28109,52.57%, 76.10%, 23.53%,-, 0.37%
28111,35.48%, 65.30%, 29.83%,-, 4.87%
28113,14.69%, 57.28%, 42.59%,-, 0.14%
28115,35.95%, 67.80%, 31.85%,-, 0.35%
28117,24.88%, 62.35%, 37.47%,-, 0.18%
28119,3.19%, 48.33%, 51.52%,-, 0.15%
28121,58.35%, 79.10%, 20.75%,-, 0.14%
28123,27.49%, 63.66%, 36.16%,-, 0.18%
28125,6.95%, 43.76%, 50.71%,-, 3.38%
28127,34.61%, 67.04%, 32.43%,-, 0.53%
28129,52.80%, 76.24%, 23.44%,-, 0.31%
28131,42.81%, 71.07%, 28.26%,-, 0.67%
28133,2.62%, 51.21%, 48.59%,-, 0.20%
28135,3.12%, 51.38%, 48.26%,-, 0.35%
28137,24.23%, 61.89%, 37.66%,-, 0.45%
28139,29.31%, 64.46%, 35.15%,-, 0.40%
28141,10.08%, 54.87%, 44.79%,-, 0.34%
28143,18.26%, 39.55%, 57.81%,-, 2.64%
28145,35.64%, 67.74%, 32.10%,-, 0.16%
28147,19.60%, 59.65%, 40.05%,-, 0.31%
28149,23.08%, 60.99%, 37.90%,-, 1.11%
28151,7.85%, 53.19%, 45.34%,-, 1.46%
28153,27.85%, 63.81%, 35.96%,-, 0.23%
28155,41.57%, 70.71%, 29.14%,-, 0.15%
28157,20.64%, 39.28%, 59.92%,-, 0.80%
28159,18.85%, 59.36%, 40.51%,-, 0.13%
28161,11.30%, 55.52%, 44.22%,-, 0.26%
28163,10.85%, 54.99%, 44.14%,-, 0.88%
29001,34.67%, 67.34%, 32.66%,-,-
29003,26.76%, 63.38%, 36.62%,-,-
29005,30.26%, 65.13%, 34.87%,-,-
29007,21.80%, 60.90%, 39.10%,-,-
29009,37.61%, 68.81%, 31.19%,-,-
29011,49.55%, 74.78%, 25.22%,-,-
29013,18.76%, 59.38%, 40.62%,-,-
29015,25.66%, 62.83%, 37.17%,-,-
29017,18.19%, 59.09%, 40.91%,-,-
29019,15.74%, 57.87%, 42.13%,-,-
29021,12.44%, 56.22%, 43.78%,-,-
29023,29.92%, 64.96%, 35.04%,-,-
29025,31.92%, 65.96%, 34.04%,-,-
29027,31.26%, 65.63%, 34.37%,-,-
29029,44.59%, 72.29%, 27.71%,-,-
29031,40.64%, 70.32%, 29.68%,-,-
29033,27.67%, 63.84%, 36.16%,-,-
29035,20.97%, 60.48%, 39.52%,-,-
29037,31.58%, 65.79%, 34.21%,-,-
29039,42.16%, 71.08%, 28.92%,-,-
29041,10.02%, 55.01%, 44.99%,-,-
29043,40.63%, 70.31%, 29.69%,-,-
29045,11.94%, 55.97%, 44.03%,-,-
29047,23.59%, 61.79%, 38.21%,-,-
29049,20.67%, 60.34%, 39.66%,-,-
29051,50.48%, 75.24%, 24.76%,-,-
29053,34.95%, 67.47%, 32.53%,-,-
29055,28.75%, 64.37%, 35.63%,-,-
29057,40.54%, 70.27%, 29.73%,-,-
29059,30.57%, 65.29%, 34.71%,-,-
29061,22.54%, 61.27%, 38.73%,-,-
29063,19.82%, 59.91%, 40.09%,-,-
29065,15.68%, 57.84%, 42.16%,-,-
29067,40.90%, 70.45%, 29.55%,-,-
29069,10.17%, 55.09%, 44.91%,-,-
29071,38.35%, 69.18%, 30.82%,-,-
29073,61.09%, 80.54%, 19.46%,-,-
29075,12.26%, 56.13%, 43.87%,-,-
29077,34.37%, 67.18%, 32.82%,-,-
29079,25.81%, 62.91%, 37.09%,-,-
29081,26.60%, 63.30%, 36.70%,-,-
29083,18.32%, 59.16%, 40.84%,-,-
29085,28.75%, 64.37%, 35.63%,-,-
29087,34.08%, 67.04%, 32.96%,-,-
29089,7.91%, 53.96%, 46.04%,-,-
29091,37.06%, 68.53%, 31.47%,-,-
29093,6.75%, 53.38%, 46.62%,-,-
29095,1.05%, 49.48%, 50.52%,-,-
29097,42.71%, 71.36%, 28.64%,-,-
29099,26.58%, 63.29%, 36.71%,-,-
29101,33.00%, 66.50%, 33.50%,-,-
29103,15.94%, 57.97%, 42.03%,-,-
29105,41.24%, 70.62%, 29.38%,-,-
29107,27.80%, 63.90%, 36.10%,-,-
29109,38.46%, 69.23%, 30.77%,-,-
29111,10.44%, 55.22%, 44.78%,-,-
29113,30.20%, 65.10%, 34.90%,-,-
