id,margin,hoover,smith,other,hex_color
20151,62.02%, 80.58%, 18.56%, 0.85%,cd022f
20153,17.46%, 57.78%, 40.32%, 1.91%,930466
20155,53.53%, 76.31%, 22.78%, 0.91%,c2023a
20157,37.34%, 68.19%, 30.85%, 0.96%,ad024e
20159,49.00%, 74.05%, 25.06%, 0.89%,bc023f
20161,56.74%, 77.91%, 21.17%, 0.92%,c60235
20163,42.14%, 70.73%, 28.59%, 0.68%,b40148
20165,20.83%, 60.02%, 39.19%, 0.79%,990263
20167,33.88%, 66.56%, 32.68%, 0.77%,a90153
20169,43.09%, 71.20%, 28.11%, 0.69%,b50147
20171,32.37%, 65.78%, 33.41%, 0.82%,a70255
20173,49.75%, 74.40%, 24.66%, 0.94%,bd023e
20175,54.87%, 76.98%, 22.11%, 0.90%,c40238
20177,53.47%, 76.46%, 22.99%, 0.56%,c2013a
20179,21.70%, 60.52%, 38.81%, 0.67%,9a0162
20181,51.43%, 74.61%, 23.18%,-,be003b
20183,49.60%, 74.34%, 24.74%, 0.92%,bd023f
20185,51.73%, 75.27%, 23.54%, 1.19%,bf033c
20187,50.15%, 74.85%, 24.70%, 0.45%,be013e
20189,57.73%, 78.52%, 20.79%, 0.69%,c80135
20191,60.88%, 79.64%, 18.75%, 1.61%,cb042f
20193,33.53%, 65.97%, 32.44%, 1.59%,a80452
20195,16.02%, 57.73%, 41.72%, 0.55%,93016a
20197,44.31%, 71.89%, 27.58%, 0.53%,b70146
20199,34.26%, 66.19%, 31.93%, 1.88%,a80451
20201,35.42%, 67.37%, 31.94%, 0.69%,ab0151
20203,11.12%, 54.91%, 43.79%, 1.30%,8c036f
20205,57.95%, 78.46%, 20.52%, 1.02%,c80234
20207,53.89%, 76.59%, 22.70%, 0.72%,c30139
20209,31.90%, 65.69%, 33.78%, 0.53%,a70156
21001,38.01%, 69.01%, 30.99%,-,af004f
21003,46.28%, 73.14%, 26.86%,-,ba0044
21005,3.94%, 51.96%, 48.02%, 0.03%,84007a
21007,50.95%, 24.49%, 75.44%, 0.08%,3e00c0
21009,18.19%, 59.07%, 40.88%, 0.06%,960068
21011,9.68%, 54.74%, 45.06%, 0.20%,8b0072
21013,43.95%, 71.84%, 27.90%, 0.26%,b70047
21015,16.77%, 58.31%, 41.54%, 0.16%,940069
21017,16.73%, 58.34%, 41.61%, 0.05%,94006a
21019,32.81%, 66.38%, 33.57%, 0.05%,a90055
21021,8.06%, 54.01%, 45.95%, 0.05%,890075
21023,40.17%, 69.98%, 29.80%, 0.22%,b2004b
21025,13.29%, 43.35%, 56.65%,-,6e0090
21027,23.11%, 61.53%, 38.43%, 0.04%,9c0061
21029,0.98%, 50.45%, 49.47%, 0.08%,80007e
21031,70.32%, 85.09%, 14.76%, 0.15%,d80025
21033,25.44%, 62.61%, 37.17%, 0.22%,9f005e
21035,37.47%, 31.13%, 68.59%, 0.28%,4f00ae
21037,8.80%, 54.25%, 45.45%, 0.30%,8a0073
21039,43.37%, 28.28%, 71.65%, 0.07%,4800b6
21041,6.09%, 46.91%, 53.00%, 0.09%,770087
21043,37.95%, 68.73%, 30.77%, 0.50%,af014e
21045,42.89%, 71.39%, 28.50%, 0.11%,b60048
21047,10.70%, 55.35%, 44.65%,-,8d0071
21049,0.50%, 50.25%, 49.75%,-,80007e
21051,74.22%, 86.97%, 12.75%, 0.27%,dd0020
21053,77.62%, 88.81%, 11.19%,-,e2001c
21055,37.06%, 68.46%, 31.40%, 0.14%,ae0050
21057,65.61%, 82.79%, 17.18%, 0.03%,d3002b
21059,9.63%, 54.77%, 45.14%, 0.09%,8b0073
21061,48.45%, 74.15%, 25.70%, 0.14%,bd0041
21063,37.33%, 31.33%, 68.67%,-,4f00af
21065,31.72%, 65.82%, 34.09%, 0.09%,a70056
21067,30.37%, 65.11%, 34.74%, 0.15%,a60058
21069,29.08%, 64.50%, 35.43%, 0.07%,a4005a
21071,5.65%, 47.17%, 52.83%,-,780086
21073,5.01%, 47.45%, 52.46%, 0.10%,780085
21075,39.22%, 30.34%, 69.55%, 0.11%,4d00b1
21077,10.19%, 55.04%, 44.85%, 0.11%,8c0072
21079,24.68%, 62.34%, 37.66%,-,9e0060
21081,19.10%, 59.48%, 40.38%, 0.15%,970066
21083,31.78%, 33.98%, 65.76%, 0.25%,5600a7
21085,26.31%, 63.07%, 36.77%, 0.16%,a0005d
21087,37.84%, 68.84%, 31.01%, 0.15%,af004f
21089,28.85%, 64.43%, 35.57%,-,a4005a
21091,16.73%, 58.33%, 41.60%, 0.07%,94006a
21093,18.02%, 58.92%, 40.90%, 0.18%,960068
21095,51.05%, 75.41%, 24.36%, 0.23%,c0003e
21097,4.20%, 47.86%, 52.06%, 0.08%,7a0084
21099,19.56%, 59.66%, 40.10%, 0.24%,980066
21101,14.41%, 57.03%, 42.62%, 0.35%,91006c
21103,11.29%, 44.29%, 55.58%, 0.13%,70008d
21105,47.55%, 26.12%, 73.67%, 0.20%,4200bb
21107,2.38%, 48.69%, 51.08%, 0.23%,7c0082
21109,93.18%, 96.52%, 3.34%, 0.14%,f60008
21111,20.50%, 60.14%, 39.65%, 0.21%,990065
21113,10.91%, 55.45%, 44.55%,-,8d0071
21115,48.08%, 73.98%, 25.90%, 0.12%,bc0042
21117,7.33%, 53.56%, 46.24%, 0.20%,880075
21119,47.52%, 26.24%, 73.76%,-,4200bc
21121,59.62%, 79.76%, 20.14%, 0.09%,cb0033
21123,4.55%, 52.19%, 47.64%, 0.17%,850079
21125,62.21%, 81.06%, 18.85%, 0.08%,ce0030
21127,19.28%, 59.59%, 40.32%, 0.09%,970066
21129,27.86%, 63.91%, 36.05%, 0.03%,a2005b
21131,89.09%, 94.45%, 5.35%, 0.20%,f0000d
21133,21.28%, 60.55%, 39.27%, 0.18%,9a0064
21135,56.83%, 78.36%, 21.53%, 0.12%,c70036
21137,25.52%, 62.68%, 37.16%, 0.16%,9f005e
21139,18.40%, 59.12%, 40.72%, 0.17%,960067
21141,11.66%, 55.79%, 44.13%, 0.08%,8e0070
21143,2.83%, 48.39%, 51.21%, 0.40%,7b0182
21145,14.16%, 56.93%, 42.76%, 0.31%,91006d
21147,78.40%, 89.10%, 10.70%, 0.20%,e3001b
21149,16.40%, 58.07%, 41.67%, 0.27%,94006a
21151,14.33%, 57.03%, 42.71%, 0.26%,91006c
21153,21.85%, 60.93%, 39.07%,-,9b0063
21155,18.18%, 40.85%, 59.03%, 0.12%,680096
21157,4.00%, 47.87%, 51.87%, 0.25%,7a0084
21159,61.03%, 80.44%, 19.41%, 0.14%,cd0031
21161,19.66%, 59.79%, 40.13%, 0.07%,980066
21163,2.71%, 48.54%, 51.25%, 0.21%,7b0082
21165,0.48%, 50.24%, 49.76%,-,80007e
21167,23.58%, 61.76%, 38.17%, 0.07%,9d0061
21169,33.83%, 66.92%, 33.08%,-,aa0054
21171,57.40%, 78.59%, 21.19%, 0.23%,c80036
21173,17.11%, 58.35%, 41.24%, 0.40%,940169
21175,11.96%, 44.02%, 55.98%,-,70008e
21177,12.86%, 56.22%, 43.36%, 0.41%,8f016e
21179,15.88%, 42.04%, 57.92%, 0.04%,6b0093
21181,0.84%, 50.36%, 49.53%, 0.11%,80007e
21183,34.13%, 66.83%, 32.70%, 0.47%,aa0153
21185,8.25%, 54.02%, 45.77%, 0.20%,890074
21187,23.68%, 38.04%, 61.72%, 0.24%,61009d
21189,79.30%, 89.55%, 10.24%, 0.21%,e4001a
21191,34.17%, 67.03%, 32.86%, 0.10%,aa0053
21193,23.02%, 61.44%, 38.42%, 0.14%,9c0061
21195,8.40%, 54.14%, 45.75%, 0.11%,8a0074
21197,22.62%, 61.31%, 38.69%,-,9c0062
21199,57.81%, 78.84%, 21.03%, 0.13%,c90035
21201,7.38%, 53.69%, 46.31%,-,880076
21203,61.90%, 80.95%, 19.05%,-,ce0030
21205,22.66%, 61.25%, 38.59%, 0.16%,9c0062
21207,57.12%, 78.45%, 21.32%, 0.23%,c80036
21209,5.78%, 52.82%, 47.05%, 0.13%,860077
21211,9.78%, 54.89%, 45.11%,-,8b0073
21213,20.73%, 39.64%, 60.36%,-,650099
21215,24.56%, 62.20%, 37.64%, 0.16%,9e005f
21217,30.26%, 65.05%, 34.79%, 0.17%,a50058
21219,1.63%, 50.78%, 49.16%, 0.06%,81007d
21221,7.19%, 53.52%, 46.34%, 0.14%,880076
21223,39.26%, 30.24%, 69.50%, 0.26%,4d00b1
21225,24.57%, 37.64%, 62.21%, 0.14%,5f009e
21227,21.80%, 60.90%, 39.10%, 0.01%,9b0063
21229,12.82%, 56.36%, 43.54%, 0.10%,8f006f
21231,27.96%, 63.89%, 35.93%, 0.18%,a2005b
21233,0.90%, 49.49%, 50.39%, 0.13%,7e0080
21235,66.63%, 83.26%, 16.63%, 0.10%,d4002a
21237,3.27%, 48.36%, 51.64%,-,7b0083
21239,9.54%, 54.71%, 45.18%, 0.11%,8b0073
22001,54.46%, 22.77%, 77.23%,-,3a00c4
22003,28.68%, 35.66%, 64.34%,-,5a00a4
22005,52.56%, 23.72%, 76.28%,-,3c00c2
22007,51.08%, 24.46%, 75.54%,-,3e00c0
22009,74.72%, 12.64%, 87.36%,-,2000de
22011,52.75%, 23.62%, 76.38%,-,3c00c2
22013,56.00%, 22.00%, 78.00%,-,3800c6
22015,68.13%, 15.93%, 84.07%,-,2800d6
22017,30.84%, 34.58%, 65.42%,-,5800a6
22019,27.75%, 36.10%, 63.85%, 0.05%,5c00a2
22021,47.16%, 26.42%, 73.58%,-,4300bb
22023,80.97%, 9.51%, 90.49%,-,1800e6
22025,35.11%, 32.45%, 67.55%,-,5200ac
22027,72.47%, 13.76%, 86.24%,-,2300db
22029,63.26%, 18.37%, 81.63%,-,2e00d0
22031,47.25%, 26.32%, 73.57%, 0.10%,4300bb
22033,20.87%, 39.56%, 60.44%,-,64009a
22035,54.06%, 22.97%, 77.03%,-,3a00c4
22037,59.08%, 20.46%, 79.54%,-,3400ca
22039,72.39%, 13.81%, 86.19%,-,2300db
22041,39.74%, 30.13%, 69.87%,-,4c00b2
22043,33.90%, 33.05%, 66.95%,-,5400aa
22045,72.23%, 13.89%, 86.11%,-,2300db
22047,70.86%, 14.57%, 85.43%,-,2500d9
22049,100.00%,-, 100.00%,-,0000fe
22051,75.54%, 12.23%, 87.77%,-,1f00df
22053,20.65%, 39.67%, 60.33%,-,650099
22055,68.75%, 15.62%, 84.38%,-,2700d7
22057,78.27%, 10.86%, 89.14%,-,1b00e3
22059,32.38%, 33.81%, 66.19%,-,5600a8
22061,21.68%, 39.16%, 60.84%,-,63009b
22063,3.56%, 48.22%, 51.78%,-,7a0084
22065,35.61%, 32.20%, 67.80%,-,5200ac
22067,42.37%, 28.81%, 71.19%,-,4900b5
22069,59.92%, 20.04%, 79.96%,-,3300cb
22071,58.99%, 20.51%, 79.49%,-,3400ca
22073,32.99%, 33.50%, 66.50%,-,5500a9
22075,83.02%, 8.49%, 91.51%,-,1500e9
22077,85.75%, 7.12%, 92.88%,-,1200ec
22079,28.37%, 35.81%, 64.19%,-,5b00a3
22081,47.09%, 26.00%, 73.09%, 0.90%,4202ba
22083,63.47%, 18.26%, 81.74%,-,2e00d0
22085,31.60%, 34.20%, 65.80%,-,5700a7
22087,93.68%, 3.16%, 96.84%,-,0800f6
22089,82.35%, 8.82%, 91.18%,-,1600e8
22091,61.54%, 19.23%, 80.77%,-,3100cd
22093,84.14%, 7.93%, 92.07%,-,1400ea
22095,78.33%, 10.84%, 89.16%,-,1b00e3
22097,65.08%, 17.46%, 82.54%,-,2c00d2
22099,77.32%, 11.34%, 88.66%,-,1c00e2
22101,48.71%, 25.65%, 74.35%,-,4100bd
22103,31.42%, 34.29%, 65.71%,-,5700a7
22105,33.40%, 33.30%, 66.70%,-,5400aa
22107,56.95%, 21.52%, 78.48%,-,3600c8
22109,71.94%, 14.03%, 85.97%,-,2300db
22111,43.94%, 27.97%, 71.90%, 0.13%,4700b7
22113,70.24%, 14.88%, 85.12%,-,2500d9
22115,62.84%, 18.58%, 81.42%,-,2f00cf
22117,13.87%, 43.07%, 56.93%,-,6d0091
22119,60.13%, 19.93%, 80.07%,-,3200cc
22121,77.26%, 11.37%, 88.63%,-,1c00e2
22123,51.75%, 24.13%, 75.87%,-,3d00c1
22125,64.77%, 17.61%, 82.39%,-,2c00d2
22127,37.07%, 31.46%, 68.54%,-,5000ae
23001,3.72%, 51.59%, 47.87%, 0.54%,83017a
23003,43.10%, 71.45%, 28.35%, 0.20%,b60048
23005,35.80%, 67.74%, 31.94%, 0.32%,ac0051
23007,53.42%, 76.54%, 23.12%, 0.34%,c3003a
23009,64.02%, 81.84%, 17.83%, 0.33%,d0002d
23011,30.66%, 65.14%, 34.48%, 0.39%,a60057
23013,47.67%, 73.35%, 25.68%, 0.97%,bb0241
23015,58.02%, 78.85%, 20.83%, 0.32%,c90035
23017,39.99%, 69.75%, 29.76%, 0.49%,b1014b
23019,40.81%, 70.25%, 29.44%, 0.31%,b3004b
23021,55.82%, 77.78%, 21.96%, 0.26%,c60037
23023,48.68%, 74.18%, 25.50%, 0.32%,bd0041
23025,42.12%, 70.62%, 28.50%, 0.88%,b40248
23027,54.80%, 77.07%, 22.28%, 0.65%,c40138
23029,46.89%, 73.30%, 26.40%, 0.30%,ba0043
23031,29.98%, 64.78%, 34.80%, 0.41%,a50158
24001,36.29%, 67.74%, 31.45%, 0.82%,ac0250
24003,23.57%, 61.54%, 37.97%, 0.50%,9c0160
24005,20.80%, 60.17%, 39.37%, 0.45%,990164
24009,28.85%, 63.92%, 35.07%, 1.01%,a20259
24011,23.30%, 61.44%, 38.14%, 0.41%,9c0161
24013,39.56%, 69.60%, 30.04%, 0.35%,b1004c
24015,44.02%, 71.67%, 27.64%, 0.69%,b60146
24017,15.08%, 57.44%, 42.36%, 0.20%,92006c
24019,48.66%, 74.20%, 25.54%, 0.26%,bd0041
24021,25.70%, 62.57%, 36.87%, 0.57%,9f015e
24023,57.43%, 78.38%, 20.94%, 0.68%,c70135
24025,29.61%, 64.53%, 34.92%, 0.55%,a40159
24027,3.24%, 51.36%, 48.12%, 0.51%,82017a
24029,6.22%, 52.82%, 46.60%, 0.57%,860176
24031,15.98%, 57.74%, 41.76%, 0.51%,93016a
24033,18.86%, 59.06%, 40.20%, 0.74%,960166
24035,0.63%, 49.47%, 50.10%, 0.43%,7e017f
24037,29.52%, 34.00%, 63.51%, 2.49%,5606a1
24039,37.78%, 68.57%, 30.79%, 0.64%,ae014e
24041,24.18%, 61.93%, 37.75%, 0.33%,9d0060
24043,36.00%, 67.78%, 31.78%, 0.44%,ac0151
24045,18.22%, 59.04%, 40.82%, 0.15%,960068
24047,30.80%, 65.29%, 34.50%, 0.21%,a60057
24510,3.45%, 51.39%, 47.94%, 0.67%,83017a
25001,54.39%, 76.96%, 22.57%, 0.47%,c40139
25003,0.46%, 49.52%, 49.98%, 0.51%,7e017f
25005,3.50%, 47.69%, 51.19%, 1.12%,790282
25007,51.94%, 75.94%, 24.00%, 0.05%,c1003d
25009,6.48%, 52.91%, 46.42%, 0.67%,860176
25011,41.78%, 70.52%, 28.74%, 0.73%,b30149
25013,5.04%, 47.18%, 52.23%, 0.59%,780185
25015,5.20%, 52.13%, 46.93%, 0.94%,840277
25017,4.36%, 52.00%, 47.64%, 0.36%,840079
25019,37.27%, 68.60%, 31.32%, 0.08%,ae004f
25021,21.86%, 60.73%, 38.87%, 0.40%,9a0163
25023,24.68%, 61.95%, 37.27%, 0.77%,9d015f
25025,34.37%, 32.47%, 66.84%, 0.70%,5201aa
25027,4.76%, 52.09%, 47.33%, 0.58%,840178
26001,58.09%, 78.81%, 20.71%, 0.48%,c80134
26003,22.81%, 59.05%, 36.24%, 1.10%,96025c
26005,63.81%, 81.65%, 17.84%, 0.51%,d0012d
26007,27.13%, 63.43%, 36.30%, 0.27%,a1005c
26009,69.63%, 84.46%, 14.83%, 0.70%,d70125
26011,36.34%, 67.87%, 31.54%, 0.59%,ad0150
26013,34.28%, 65.27%, 30.99%, 0.21%,a6004f
26015,60.64%, 79.94%, 19.30%, 0.77%,cb0131
26017,14.02%, 56.88%, 42.87%, 0.25%,91006d
26019,69.64%, 84.28%, 14.63%, 1.09%,d60225
26021,37.81%, 68.60%, 30.78%, 0.62%,ae014e
26023,49.75%, 74.51%, 24.77%, 0.72%,be013f
26025,61.38%, 80.40%, 19.03%, 0.57%,cd0130
26027,41.43%, 70.24%, 28.81%, 0.95%,b30249
26029,60.67%, 79.97%, 19.30%, 0.73%,cb0131
26031,21.10%, 60.34%, 39.24%, 0.42%,990164
26033,38.31%, 68.68%, 30.37%, 0.95%,af024d
26035,66.22%, 82.62%, 16.39%, 0.99%,d20229
26037,50.52%, 75.04%, 24.52%, 0.44%,bf013e
26039,53.00%, 76.30%, 23.30%, 0.39%,c2003b
26041,0.01%, 49.59%, 49.58%, 0.83%,7e027e
26043,11.55%, 55.57%, 44.02%, 0.41%,8d0170
26045,57.29%, 78.38%, 21.09%, 0.54%,c70135
26047,51.47%, 75.36%, 23.88%, 0.76%,c0013c
26049,59.11%, 79.37%, 20.26%, 0.37%,ca0033
26051,67.85%, 83.76%, 15.91%, 0.33%,d50028
26053,31.26%, 64.74%, 33.48%, 1.78%,a50455
26055,49.49%, 74.56%, 25.07%, 0.37%,be003f
26057,64.88%, 82.14%, 17.26%, 0.60%,d1012c
26059,62.48%, 80.99%, 18.51%, 0.50%,ce012f
26061,25.87%, 62.30%, 36.43%, 1.27%,9e035c
26063,29.88%, 64.79%, 34.91%, 0.29%,a50059
26065,58.34%, 78.90%, 20.55%, 0.55%,c90134
26067,50.48%, 74.91%, 24.43%, 0.66%,bf013e
26069,54.16%, 76.79%, 22.63%, 0.57%,c30139
26071,28.70%, 63.96%, 35.26%, 0.78%,a30159
26073,46.97%, 73.13%, 26.16%, 0.71%,ba0142
26075,53.89%, 76.71%, 22.82%, 0.46%,c3013a
26077,59.27%, 79.20%, 19.93%, 0.86%,c90232
26079,70.89%, 84.59%, 13.70%, 1.71%,d70422
26081,50.91%, 75.12%, 24.21%, 0.67%,bf013d
26083,55.46%, 76.58%, 21.13%, 2.29%,c30535
26085,47.01%, 73.06%, 26.05%, 0.89%,ba0242
26087,66.12%, 82.80%, 16.68%, 0.52%,d3012a
26089,25.36%, 62.41%, 37.05%, 0.53%,9f015e
26091,54.47%, 76.94%, 22.47%, 0.58%,c40139
26093,46.08%, 72.88%, 26.81%, 0.31%,b90044
26095,61.08%, 80.24%, 19.16%, 0.60%,cc0130
26097,16.16%, 57.94%, 41.78%, 0.28%,93006a
26099,27.01%, 63.28%, 36.27%, 0.45%,a1015c
26101,22.14%, 60.73%, 38.59%, 0.68%,9a0162
26103,38.98%, 68.81%, 29.83%, 1.37%,af034c
26105,46.34%, 72.74%, 26.40%, 0.86%,b90243
26107,62.57%, 80.94%, 18.38%, 0.68%,ce012e
26109,0.67%, 50.02%, 49.35%, 0.63%,7f017d
26111,64.84%, 82.25%, 17.41%, 0.34%,d1002c
26113,74.93%, 87.19%, 12.26%, 0.55%,de011f
26115,16.91%, 58.27%, 41.37%, 0.36%,940069
26117,65.67%, 82.54%, 16.87%, 0.59%,d2012b
26119,48.59%, 73.97%, 25.38%, 0.66%,bc0140
26121,53.13%, 76.28%, 23.15%, 0.57%,c2013b
26123,67.04%, 83.29%, 16.25%, 0.46%,d40129
26125,63.53%, 81.53%, 18.00%, 0.47%,cf012d
26127,60.06%, 79.55%, 19.49%, 0.96%,ca0231
26129,47.32%, 73.39%, 26.07%, 0.54%,bb0142
26131,25.94%, 59.66%, 33.72%, 0.65%,980155
26133,73.80%, 86.66%, 12.86%, 0.49%,dc0120
26135,73.14%, 86.39%, 13.25%, 0.36%,dc0021
26137,37.43%, 68.52%, 31.09%, 0.39%,ae004f
26139,71.49%, 85.48%, 14.00%, 0.52%,d90123
26141,31.67%, 65.50%, 33.84%, 0.66%,a70156
26143,53.18%, 76.25%, 23.07%, 0.68%,c2013a
26145,31.87%, 65.61%, 33.75%, 0.64%,a70156
26147,43.41%, 71.57%, 28.15%, 0.28%,b60047
26149,52.68%, 76.05%, 23.37%, 0.58%,c1013b
26151,63.63%, 81.59%, 17.96%, 0.46%,d0012d
26153,34.72%, 66.81%, 32.09%, 1.10%,aa0251
26155,59.28%, 79.40%, 20.12%, 0.48%,ca0133
26157,69.30%, 84.39%, 15.09%, 0.53%,d70126
26159,55.45%, 77.39%, 21.93%, 0.68%,c50137
26161,57.26%, 78.41%, 21.15%, 0.43%,c70135
26163,25.50%, 62.30%, 36.80%, 0.89%,9e025d
26165,69.59%, 84.53%, 14.94%, 0.53%,d70126
27001,44.77%, 70.10%, 25.34%, 1.67%,b20440
27003,19.27%, 59.05%, 39.79%, 1.16%,960265
27005,13.24%, 55.47%, 42.23%, 2.30%,8d056b
27007,28.23%, 62.28%, 34.05%, 1.20%,9e0356
27009,7.00%, 46.29%, 53.30%, 0.41%,760187
27011,12.95%, 43.20%, 56.15%, 0.66%,6e018f
27013,22.00%, 60.71%, 38.70%, 0.59%,9a0162
27015,19.19%, 40.05%, 59.24%, 0.71%,660197
27017,34.14%, 64.01%, 29.87%, 1.17%,a3024c
27019,15.91%, 57.72%, 41.81%, 0.48%,93016a
27021,36.05%, 67.02%, 30.96%, 2.02%,aa054e
27023,26.81%, 62.77%, 35.96%, 1.27%,a0035b
27025,52.28%, 75.51%, 23.24%, 1.25%,c0033b
27027,23.32%, 61.13%, 37.81%, 1.05%,9b0260
27029,22.42%, 60.01%, 37.59%, 2.40%,99065f
27031,46.48%, 72.59%, 26.10%, 1.31%,b90342
27033,35.68%, 67.45%, 31.77%, 0.77%,ab0151
27035,37.80%, 67.87%, 30.06%, 2.07%,ad054c
27037,8.98%, 45.18%, 54.15%, 0.67%,73018a
27039,49.53%, 74.49%, 24.96%, 0.54%,bd013f
27041,19.93%, 59.27%, 39.34%, 1.39%,970364
27043,39.27%, 69.19%, 29.92%, 0.89%,b0024c
27045,56.18%, 77.77%, 21.59%, 0.63%,c60137
27047,46.10%, 72.70%, 26.60%, 0.71%,b90143
27049,46.60%, 72.93%, 26.32%, 0.75%,b90143
27051,9.77%, 54.33%, 44.56%, 1.11%,8a0271
27053,21.41%, 60.19%, 38.79%, 1.02%,990262
27055,30.11%, 64.87%, 34.76%, 0.38%,a50058
27057,33.61%, 65.76%, 32.15%, 2.10%,a70551
27059,44.13%, 71.13%, 27.01%, 1.86%,b50444
27061,22.89%, 58.95%, 36.07%, 1.63%,96045b
27063,10.59%, 55.06%, 44.47%, 0.46%,8c0171
27065,38.48%, 68.35%, 29.87%, 1.78%,ae044c
27067,38.71%, 67.82%, 29.11%, 0.57%,ac014a
27069,16.66%, 56.81%, 40.15%, 0.64%,900166
27071,10.10%, 53.67%, 43.57%, 2.77%,88076f
27073,20.33%, 59.65%, 39.32%, 1.03%,980264
27075,50.49%, 72.84%, 22.35%, 2.06%,b90538
27077,7.29%, 51.79%, 44.50%, 1.33%,840371
27079,15.07%, 42.23%, 57.30%, 0.47%,6b0192
27081,2.77%, 48.20%, 50.96%, 0.84%,7a0281
27083,10.61%, 54.93%, 44.32%, 0.76%,8c0171
27085,10.40%, 54.82%, 44.41%, 0.77%,8b0171
27087,38.09%, 29.90%, 67.98%, 2.12%,4c05ad
27089,25.34%, 61.58%, 36.24%, 2.17%,9d055c
27091,28.70%, 64.10%, 35.40%, 0.50%,a3015a
27093,20.19%, 59.63%, 39.43%, 0.94%,980264
27095,46.15%, 72.01%, 25.86%, 2.13%,b70541
27097,15.09%, 42.18%, 57.27%, 0.56%,6b0192
27099,26.64%, 63.09%, 36.45%, 0.47%,a0015c
27101,11.13%, 55.26%, 44.13%, 0.62%,8c0170
27103,18.94%, 59.13%, 40.19%, 0.68%,960166
27105,12.40%, 56.01%, 43.61%, 0.38%,8e006f
27107,38.85%, 67.39%, 28.54%, 0.88%,ab0248
27109,27.59%, 63.63%, 36.04%, 0.34%,a2005b
27111,38.97%, 68.28%, 29.31%, 2.41%,ae064a
27113,34.08%, 65.29%, 31.21%, 0.81%,a6024f
27115,14.44%, 56.53%, 42.09%, 1.39%,90036b
27117,23.46%, 61.28%, 37.82%, 0.90%,9c0260
27119,14.44%, 56.08%, 41.64%, 2.29%,8f056a
27121,33.54%, 66.13%, 32.60%, 1.27%,a80353
27123,3.38%, 47.84%, 51.22%, 0.95%,790282
27125,35.24%, 31.56%, 66.80%, 1.64%,5004aa
27127,27.35%, 63.18%, 35.84%, 0.98%,a1025b
27129,15.41%, 57.18%, 41.77%, 1.05%,91026a
27131,13.42%, 56.50%, 43.08%, 0.42%,90016d
27133,20.38%, 60.03%, 39.65%, 0.32%,990065
27135,30.78%, 63.16%, 32.38%, 0.60%,a10152
27137,26.10%, 61.13%, 35.03%, 1.34%,9b0359
27139,43.61%, 28.11%, 71.71%, 0.18%,4700b6
27141,38.92%, 69.08%, 30.16%, 0.77%,b0014c
27143,12.68%, 55.94%, 43.26%, 0.80%,8e026e
27145,42.65%, 28.56%, 71.21%, 0.23%,4800b5
27147,25.25%, 62.46%, 37.21%, 0.33%,9f005e
27149,21.82%, 60.70%, 38.87%, 0.43%,9a0163
27151,1.03%, 49.72%, 48.69%, 1.59%,7e047c
27153,20.52%, 59.81%, 39.29%, 0.89%,980264
27155,21.88%, 38.79%, 60.67%, 0.54%,62019a
27157,12.13%, 55.84%, 43.71%, 0.45%,8e016f
27159,30.89%, 64.09%, 33.21%, 0.54%,a30154
27161,14.59%, 56.94%, 42.35%, 0.72%,91016b
27163,18.89%, 59.06%, 40.17%, 0.77%,960166
27165,39.92%, 69.69%, 29.76%, 0.55%,b1014b
27167,8.51%, 53.90%, 45.38%, 0.72%,890173
27169,6.95%, 53.16%, 46.21%, 0.63%,870175
27171,14.38%, 56.57%, 42.19%, 1.24%,90036b
27173,7.07%, 52.96%, 45.89%, 1.15%,870275
28001,22.83%, 38.59%, 61.41%,-,62009c
28003,64.09%, 17.95%, 82.05%,-,2d00d1
28005,57.07%, 21.47%, 78.53%,-,3600c8
28007,90.47%, 4.77%, 95.23%,-,0c00f2
28009,88.81%, 5.60%, 94.40%,-,0e00f0
28011,75.87%, 12.06%, 87.94%,-,1e00e0
28013,63.72%, 18.14%, 81.86%,-,2e00d0
28015,91.49%, 4.26%, 95.74%,-,0a00f4
28017,79.47%, 10.26%, 89.74%,-,1a00e4
28019,79.04%, 10.48%, 89.52%,-,1a00e4
28021,88.55%, 5.73%, 94.27%,-,0e00f0
28023,33.53%, 33.23%, 66.77%,-,5400aa
28025,83.84%, 8.08%, 91.92%,-,1400ea
28027,77.71%, 11.14%, 88.86%,-,1c00e2
28029,88.87%, 5.56%, 94.44%,-,0e00f0
28031,71.36%, 14.32%, 85.68%,-,2400da
28033,90.99%, 4.50%, 95.50%,-,0b00f3
28035,10.68%, 44.66%, 55.34%,-,71008d
28037,66.67%, 16.67%, 83.33%,-,2a00d4
28039,4.68%, 52.34%, 47.66%,-,850079
28041,26.84%, 36.58%, 63.42%,-,5d00a1
28043,93.31%, 3.35%, 96.65%,-,0800f6
28045,47.59%, 26.21%, 73.79%,-,4200bc
28047,42.85%, 28.57%, 71.43%,-,4800b6
28049,70.79%, 14.60%, 85.40%,-,2500d9
28051,87.46%, 6.27%, 93.73%,-,0f00ef
28053,99.80%,-, 99.90%, 0.10%,0000fe
28055,91.43%, 4.29%, 95.71%,-,0a00f4
28057,44.14%, 27.93%, 72.07%,-,4700b7
28059,37.96%, 31.02%, 68.98%,-,4f00af
28061,22.07%, 38.97%, 61.03%,-,63009b
28063,85.89%, 7.05%, 92.95%,-,1100ed
28065,68.01%, 16.00%, 84.00%,-,2800d6
28067,11.74%, 44.13%, 55.87%,-,70008e
28069,81.95%, 9.03%, 90.97%,-,1700e7
