id,margin,mccain,obama,other,hex_color
20097,62.73%, 80.35%, 17.62%, 2.03%,cc052c
20099,12.87%, 55.38%, 42.51%, 2.11%,8d056c
20101,60.47%, 79.26%, 18.79%, 1.95%,ca042f
20103,11.56%, 54.89%, 43.33%, 1.78%,8b046e
20105,54.04%, 75.91%, 21.88%, 2.21%,c10537
20107,35.98%, 66.84%, 30.86%, 2.30%,aa054e
20109,66.81%, 82.43%, 15.63%, 1.94%,d20427
20111,5.99%, 51.88%, 45.88%, 2.24%,840574
20113,35.25%, 66.76%, 31.51%, 1.73%,aa0450
20115,38.92%, 68.64%, 29.72%, 1.63%,af044b
20117,27.26%, 62.69%, 35.42%, 1.89%,9f045a
20119,61.26%, 79.75%, 18.49%, 1.76%,cb042f
20121,23.67%, 61.01%, 37.34%, 1.65%,9b045f
20123,54.29%, 76.18%, 21.89%, 1.94%,c20437
20125,35.74%, 66.94%, 31.19%, 1.87%,aa044f
20127,34.07%, 66.00%, 31.93%, 2.08%,a80551
20129,65.91%, 82.24%, 16.33%, 1.43%,d10329
20131,44.50%, 71.23%, 26.72%, 2.05%,b50544
20133,26.56%, 62.19%, 35.64%, 2.17%,9e055a
20135,60.20%, 79.15%, 18.95%, 1.90%,c90430
20137,57.18%, 77.76%, 20.58%, 1.66%,c60434
20139,30.30%, 63.89%, 33.59%, 2.52%,a20655
20141,56.32%, 77.20%, 20.88%, 1.92%,c40435
20143,52.46%, 75.28%, 22.81%, 1.91%,bf043a
20145,36.96%, 67.59%, 30.64%, 1.77%,ac044e
20147,59.24%, 78.93%, 19.69%, 1.39%,c90332
20149,43.84%, 70.15%, 26.31%, 3.53%,b20943
20151,36.47%, 67.35%, 30.88%, 1.77%,ab044e
20153,62.88%, 80.50%, 17.62%, 1.87%,cd042c
20155,23.29%, 60.57%, 37.28%, 2.16%,9a055f
20157,50.09%, 74.05%, 23.96%, 1.98%,bc053d
20159,40.21%, 69.14%, 28.92%, 1.94%,b00449
20161,7.00%, 52.43%, 45.43%, 2.14%,850573
20163,61.82%, 79.91%, 18.08%, 2.01%,cb052e
20165,40.48%, 68.78%, 28.30%, 2.92%,af0748
20167,53.84%, 76.19%, 22.35%, 1.46%,c20338
20169,26.24%, 62.16%, 35.92%, 1.92%,9e045b
20171,68.93%, 83.66%, 14.73%, 1.61%,d50425
20173,12.65%, 55.15%, 42.50%, 2.35%,8c056c
20175,43.07%, 71.05%, 27.98%, 0.97%,b50247
20177,0.29%, 49.05%, 48.77%, 2.18%,7d057c
20179,62.06%, 80.52%, 18.46%, 1.02%,cd022f
20181,47.00%, 72.45%, 25.44%, 2.11%,b80540
20183,57.60%, 77.78%, 20.18%, 2.04%,c60533
20185,45.95%, 72.08%, 26.13%, 1.78%,b70442
20187,53.20%, 75.94%, 22.73%, 1.33%,c10339
20189,72.03%, 85.33%, 13.31%, 1.36%,d90321
20191,32.74%, 65.17%, 32.44%, 2.39%,a60652
20193,55.81%, 77.24%, 21.43%, 1.33%,c40336
20195,48.17%, 73.31%, 25.13%, 1.56%,ba0340
20197,38.60%, 68.02%, 29.42%, 2.56%,ad064b
20199,73.88%, 85.82%, 11.94%, 2.24%,da051e
20201,53.32%, 75.44%, 22.11%, 2.45%,c00638
20203,66.44%, 82.43%, 16.00%, 1.57%,d20428
20205,40.77%, 69.16%, 28.39%, 2.45%,b00648
20207,33.96%, 65.98%, 32.02%, 2.00%,a80551
20209,40.69%, 28.75%, 69.44%, 1.81%,4904b1
21001,52.67%, 75.53%, 22.86%, 1.62%,c0043a
21003,43.76%, 71.15%, 27.39%, 1.46%,b50345
21005,32.44%, 65.25%, 32.81%, 1.94%,a60453
21007,27.34%, 62.49%, 35.15%, 2.36%,9f0659
21009,33.91%, 66.24%, 32.33%, 1.43%,a80352
21011,0.53%, 49.17%, 48.65%, 2.18%,7d057c
21013,40.62%, 69.61%, 28.99%, 1.41%,b10349
21015,34.51%, 66.59%, 32.09%, 1.32%,a90351
21017,17.23%, 57.86%, 40.64%, 1.50%,930367
21019,12.31%, 55.30%, 42.99%, 1.71%,8d046d
21021,23.21%, 60.95%, 37.74%, 1.31%,9b0360
21023,24.27%, 60.78%, 36.51%, 2.71%,9a065d
21025,9.26%, 53.10%, 43.84%, 3.06%,87076f
21027,25.48%, 61.97%, 36.49%, 1.54%,9e035d
21029,32.30%, 65.42%, 33.12%, 1.45%,a60354
21031,40.34%, 69.64%, 29.30%, 1.06%,b1024a
21033,26.68%, 62.36%, 35.68%, 1.95%,9f045a
21035,18.35%, 58.37%, 40.02%, 1.61%,940466
21037,20.90%, 59.67%, 38.77%, 1.56%,980362
21039,31.33%, 64.92%, 33.59%, 1.49%,a50355
21041,8.24%, 52.99%, 44.75%, 2.27%,870572
21043,9.54%, 53.52%, 43.98%, 2.50%,880670
21045,58.08%, 78.55%, 20.46%, 0.99%,c80234
21047,21.16%, 60.14%, 38.98%, 0.87%,990263
21049,25.05%, 61.84%, 36.79%, 1.38%,9d035d
21051,56.46%, 77.54%, 21.08%, 1.39%,c50335
21053,62.44%, 80.68%, 18.24%, 1.08%,cd022e
21055,34.35%, 66.26%, 31.91%, 1.83%,a80451
21057,48.59%, 73.51%, 24.92%, 1.57%,bb043f
21059,10.11%, 54.31%, 44.20%, 1.49%,8a0370
21061,36.24%, 67.59%, 31.35%, 1.06%,ac024f
21063,25.17%, 35.86%, 61.03%, 0.99%,5b029b
21065,40.08%, 69.35%, 29.26%, 1.39%,b0034a
21067,4.82%, 46.91%, 51.74%, 1.35%,770383
21069,19.77%, 58.85%, 39.08%, 2.07%,960563
21071,1.35%, 49.43%, 48.09%, 2.48%,7e067a
21073,0.60%, 49.47%, 48.87%, 1.67%,7e047c
21075,10.34%, 54.16%, 43.82%, 2.02%,8a056f
21077,17.60%, 57.63%, 40.03%, 2.35%,920566
21079,43.08%, 70.98%, 27.91%, 1.11%,b40247
21081,27.39%, 62.94%, 35.55%, 1.51%,a0035a
21083,26.08%, 62.25%, 36.17%, 1.58%,9e045c
21085,34.85%, 66.70%, 31.85%, 1.45%,aa0351
21087,50.82%, 74.52%, 23.71%, 1.77%,be043c
21089,14.10%, 56.01%, 41.91%, 2.08%,8e056a
21091,5.00%, 46.53%, 51.52%, 1.95%,760483
21093,20.62%, 59.75%, 39.13%, 1.11%,980263
21095,46.19%, 72.27%, 26.08%, 1.64%,b80442
21097,21.13%, 59.55%, 38.42%, 2.03%,970561
21099,30.90%, 64.49%, 33.59%, 1.92%,a40455
21101,2.65%, 47.95%, 50.60%, 1.46%,7a0381
21103,19.60%, 58.98%, 39.38%, 1.63%,960464
21105,26.40%, 62.49%, 36.09%, 1.42%,9f035c
21107,24.87%, 61.59%, 36.72%, 1.70%,9d045d
21109,70.14%, 84.36%, 14.22%, 1.42%,d70324
21111,11.97%, 43.38%, 55.34%, 1.28%,6e038d
21113,36.98%, 67.83%, 30.85%, 1.32%,ac034e
21115,41.58%, 69.84%, 28.26%, 1.90%,b20448
21117,20.87%, 59.69%, 38.82%, 1.49%,980362
21119,7.87%, 52.75%, 44.88%, 2.37%,860672
21121,44.57%, 71.56%, 26.99%, 1.45%,b60344
21123,36.26%, 67.22%, 30.96%, 1.81%,ab044e
21125,57.96%, 78.49%, 20.52%, 0.99%,c80234
21127,25.97%, 62.01%, 36.04%, 1.95%,9e045b
21129,44.21%, 71.33%, 27.12%, 1.55%,b50345
21131,63.86%, 81.28%, 17.42%, 1.30%,cf032c
21133,33.32%, 65.17%, 31.85%, 2.98%,a60751
21135,35.55%, 67.06%, 31.52%, 1.42%,ab0350
21137,38.48%, 68.55%, 30.07%, 1.38%,ae034c
21139,27.61%, 62.92%, 35.31%, 1.76%,a0045a
21141,28.60%, 63.59%, 35.00%, 1.41%,a20359
21143,16.68%, 57.59%, 40.91%, 1.50%,920368
21145,25.23%, 61.92%, 36.69%, 1.39%,9d035d
21147,52.15%, 75.42%, 23.27%, 1.31%,c0033b
21149,9.57%, 53.96%, 44.39%, 1.65%,890471
21151,22.44%, 60.53%, 38.09%, 1.39%,9a0361
21153,7.07%, 52.33%, 45.26%, 2.41%,850673
21155,3.23%, 50.45%, 47.22%, 2.32%,800578
21157,24.72%, 61.42%, 36.70%, 1.89%,9c045d
21159,54.60%, 76.49%, 21.89%, 1.63%,c30437
21161,17.01%, 57.60%, 40.60%, 1.80%,920467
21163,20.95%, 59.71%, 38.76%, 1.53%,980362
21165,4.86%, 46.40%, 51.27%, 2.33%,760582
21167,36.00%, 67.41%, 31.40%, 1.19%,ab0350
21169,32.96%, 65.11%, 32.15%, 2.74%,a60651
21171,52.95%, 75.82%, 22.87%, 1.31%,c1033a
21173,16.58%, 57.56%, 40.98%, 1.45%,920368
21175,11.81%, 54.72%, 42.91%, 2.37%,8b066d
21177,1.75%, 50.02%, 48.27%, 1.71%,7f047b
21179,13.69%, 55.87%, 42.18%, 1.95%,8e046b
21181,12.19%, 55.02%, 42.83%, 2.15%,8c056d
21183,16.38%, 57.22%, 40.84%, 1.93%,910468
21185,30.69%, 64.80%, 34.11%, 1.09%,a50256
21187,26.84%, 62.49%, 35.66%, 1.85%,9f045a
21189,53.26%, 75.86%, 22.60%, 1.54%,c10339
21191,28.42%, 63.36%, 34.94%, 1.71%,a10459
21193,31.98%, 65.18%, 33.20%, 1.63%,a60454
21195,13.82%, 55.89%, 42.07%, 2.04%,8e056b
21197,15.53%, 57.06%, 41.53%, 1.41%,910369
21199,55.39%, 77.09%, 21.70%, 1.22%,c40337
21201,8.08%, 52.51%, 44.43%, 0.79%,850271
21203,53.35%, 75.82%, 22.47%, 1.71%,c10439
21205,2.05%, 47.92%, 49.96%, 2.12%,7a057f
21207,56.32%, 77.31%, 20.99%, 1.70%,c50435
21209,20.63%, 59.72%, 39.09%, 1.20%,980363
21211,24.70%, 61.76%, 37.06%, 1.18%,9d035e
21213,22.74%, 60.71%, 37.97%, 1.33%,9a0360
21215,35.52%, 66.82%, 31.30%, 1.89%,aa044f
21217,40.54%, 69.69%, 29.14%, 1.17%,b1024a
21219,36.29%, 67.52%, 31.23%, 1.25%,ac034f
21221,29.77%, 64.18%, 34.41%, 1.41%,a30357
21223,19.81%, 58.74%, 38.93%, 2.33%,950563
21225,5.24%, 51.71%, 46.47%, 1.82%,830476
21227,18.86%, 58.88%, 40.02%, 1.09%,960266
21229,26.82%, 62.65%, 35.83%, 1.52%,9f035b
21231,37.06%, 67.65%, 30.59%, 1.76%,ac044e
21233,11.68%, 54.82%, 43.14%, 2.04%,8b056e
21235,47.66%, 73.08%, 25.42%, 1.50%,ba0340
21237,2.86%, 47.44%, 50.30%, 2.26%,780580
21239,17.10%, 57.98%, 40.88%, 1.14%,930268
22001,45.68%, 71.99%, 26.31%, 1.70%,b70443
22003,36.36%, 66.90%, 30.54%, 2.57%,aa064d
22005,35.67%, 67.08%, 31.40%, 1.52%,ab0350
22007,11.18%, 54.57%, 43.39%, 2.03%,8b056e
22009,23.08%, 60.43%, 37.35%, 2.21%,9a055f
22011,54.33%, 76.15%, 21.82%, 2.03%,c20537
22013,2.52%, 50.82%, 48.30%, 0.87%,81027b
22015,43.66%, 71.37%, 27.71%, 0.91%,b50246
22017,3.04%, 48.07%, 51.11%, 0.82%,7a0282
22019,24.60%, 61.43%, 36.82%, 1.75%,9c045d
22021,52.69%, 75.54%, 22.85%, 1.61%,c0043a
22023,65.28%, 81.44%, 16.16%, 2.40%,cf0629
22025,34.97%, 66.72%, 31.75%, 1.53%,aa0350
22027,10.60%, 54.82%, 44.22%, 0.96%,8b0270
22029,19.96%, 59.49%, 39.53%, 0.98%,970264
22031,13.39%, 56.16%, 42.77%, 1.08%,8f026d
22033,2.16%, 48.34%, 50.50%, 1.17%,7b0280
22035,28.46%, 35.23%, 63.70%, 1.07%,5902a2
22037,10.55%, 54.61%, 44.06%, 1.33%,8b0370
22039,24.66%, 61.30%, 36.64%, 2.07%,9c055d
22041,35.45%, 67.09%, 31.64%, 1.27%,ab0350
22043,63.48%, 80.71%, 17.22%, 2.07%,cd052b
22045,23.02%, 60.68%, 37.66%, 1.66%,9a0460
22047,11.19%, 43.75%, 54.95%, 1.30%,6f038c
22049,35.34%, 67.09%, 31.75%, 1.16%,ab0250
22051,26.55%, 62.50%, 35.94%, 1.56%,9f035b
22053,39.66%, 68.72%, 29.06%, 2.22%,af054a
22055,31.27%, 64.88%, 33.61%, 1.51%,a50355
22057,45.99%, 71.49%, 25.50%, 3.01%,b60741
22059,72.36%, 85.49%, 13.12%, 1.39%,d90321
22061,12.45%, 55.69%, 43.23%, 1.08%,8e026e
22063,71.89%, 85.02%, 13.13%, 1.85%,d80421
22065,17.89%, 40.60%, 58.49%, 0.91%,670295
22067,11.11%, 54.98%, 43.88%, 1.14%,8c026f
22069,7.34%, 53.05%, 45.71%, 1.24%,870374
22071,60.34%, 19.08%, 79.42%, 1.50%,3003ca
22073,25.17%, 62.07%, 36.90%, 1.03%,9e025e
22075,33.63%, 65.98%, 32.35%, 1.67%,a80452
22077,9.54%, 53.90%, 44.36%, 1.75%,890471
22079,28.66%, 63.65%, 34.99%, 1.36%,a20359
22081,8.73%, 53.66%, 44.93%, 1.40%,880372
22083,26.58%, 62.64%, 36.06%, 1.30%,9f035b
22085,51.61%, 74.87%, 23.26%, 1.88%,be043b
22087,45.43%, 71.21%, 25.78%, 3.01%,b50741
22089,31.24%, 64.80%, 33.56%, 1.65%,a50455
22091,16.90%, 40.78%, 57.68%, 1.54%,670393
22093,12.43%, 43.23%, 55.67%, 1.10%,6e028d
22095,16.22%, 41.15%, 57.37%, 1.48%,680392
22097,3.25%, 50.95%, 47.70%, 1.35%,810379
22099,20.72%, 59.55%, 38.84%, 1.61%,970463
22101,16.76%, 57.56%, 40.80%, 1.64%,920468
22103,53.39%, 75.84%, 22.45%, 1.71%,c10439
22105,30.85%, 64.68%, 33.82%, 1.50%,a40356
22107,9.18%, 44.97%, 54.14%, 0.89%,72028a
22109,40.86%, 69.32%, 28.46%, 2.22%,b00548
22111,41.55%, 70.10%, 28.55%, 1.34%,b20348
22113,47.53%, 72.76%, 25.23%, 2.01%,b90540
22115,53.35%, 75.76%, 22.41%, 1.83%,c10439
22117,32.72%, 65.59%, 32.87%, 1.54%,a70353
22119,26.31%, 62.49%, 36.18%, 1.33%,9f035c
22121,13.58%, 56.08%, 42.50%, 1.42%,8f036c
22123,63.51%, 81.11%, 17.61%, 1.28%,ce032c
22125,13.08%, 56.05%, 42.97%, 0.98%,8e026d
22127,38.17%, 68.40%, 30.23%, 1.37%,ae034d
23001,15.22%, 41.33%, 56.55%, 2.12%,690590
23003,9.58%, 44.17%, 53.75%, 2.09%,700589
23005,29.87%, 34.23%, 64.10%, 1.67%,5704a3
23007,20.29%, 38.58%, 58.87%, 0.52%,620196
23009,19.30%, 39.44%, 58.74%, 1.82%,640495
23011,14.78%, 41.65%, 56.43%, 1.92%,6a048f
23013,21.38%, 38.36%, 59.74%, 1.90%,610498
23015,12.04%, 43.03%, 55.07%, 1.90%,6d048c
23017,16.04%, 40.64%, 56.68%, 0.63%,670190
23019,5.12%, 46.60%, 51.72%, 1.69%,760483
23021,3.76%, 50.72%, 46.96%, 2.32%,810577
23023,16.11%, 40.94%, 57.05%, 2.01%,680591
23025,5.70%, 46.07%, 51.77%, 2.16%,750584
23027,11.64%, 43.13%, 54.77%, 2.11%,6d058b
23029,1.01%, 48.50%, 49.51%, 1.99%,7b057e
23031,20.53%, 38.83%, 59.36%, 1.81%,630497
24001,25.93%, 61.88%, 35.95%, 2.17%,9d055b
24003,1.80%, 49.95%, 48.15%, 1.90%,7f047a
24005,14.55%, 41.66%, 56.22%, 2.12%,6a058f
24009,6.35%, 52.42%, 46.07%, 1.50%,850375
24011,23.03%, 60.64%, 37.61%, 1.76%,9a045f
24013,31.20%, 64.30%, 33.11%, 2.59%,a30654
24015,14.57%, 56.14%, 41.57%, 2.29%,8f056a
24017,25.53%, 36.69%, 62.22%, 1.08%,5d029e
24019,8.22%, 53.48%, 45.25%, 1.27%,880373
24021,1.04%, 49.62%, 48.58%, 1.80%,7e047b
24023,40.14%, 69.17%, 29.02%, 1.81%,b0044a
24025,18.82%, 58.19%, 39.38%, 2.43%,940664
24027,21.85%, 38.14%, 59.99%, 1.87%,610498
24029,0.48%, 48.95%, 49.43%, 1.62%,7c047e
24031,44.58%, 27.00%, 71.58%, 1.41%,4403b6
24033,78.49%, 10.38%, 88.87%, 0.75%,1a01e2
24035,27.08%, 62.74%, 35.66%, 1.59%,9f045a
24037,12.79%, 55.63%, 42.84%, 1.53%,8d036d
24039,2.60%, 50.76%, 48.16%, 1.09%,81027a
24041,9.64%, 54.09%, 44.45%, 1.47%,890371
24043,12.86%, 55.47%, 42.61%, 1.93%,8d046c
24045,5.77%, 52.20%, 46.44%, 1.36%,850376
24047,15.48%, 57.07%, 41.59%, 1.33%,91036a
24510,75.50%, 11.66%, 87.16%, 1.18%,1d03de
25001,14.03%, 42.08%, 56.11%, 1.81%,6b048f
25003,52.45%, 22.50%, 74.94%, 2.56%,3906bf
25005,23.17%, 37.24%, 60.41%, 2.36%,5e069a
25007,51.84%, 23.14%, 74.98%, 1.88%,3b04bf
25009,20.33%, 38.80%, 59.12%, 2.08%,620596
25011,47.69%, 24.77%, 72.46%, 2.76%,3f07b8
25013,25.34%, 36.09%, 61.43%, 2.49%,5c069c
25015,45.56%, 25.91%, 71.47%, 2.62%,4206b6
25017,30.13%, 33.85%, 63.98%, 2.17%,5605a3
25019,36.52%, 30.78%, 67.30%, 1.92%,4e04ab
25021,18.51%, 39.67%, 58.18%, 2.15%,650594
25023,7.57%, 45.19%, 52.77%, 2.04%,730586
25025,55.69%, 21.24%, 76.94%, 1.82%,3604c4
25027,13.75%, 41.83%, 55.59%, 2.58%,6a068d
26001,7.91%, 53.02%, 45.11%, 1.87%,870473
26003,5.98%, 46.06%, 52.04%, 1.89%,750484
26005,10.65%, 54.28%, 43.63%, 2.08%,8a056f
26007,3.83%, 47.11%, 50.95%, 1.94%,780481
26009,10.30%, 54.19%, 43.89%, 1.93%,8a046f
26011,4.28%, 46.84%, 51.12%, 2.04%,770582
26013,3.31%, 50.53%, 47.22%, 2.24%,800578
26015,9.74%, 53.65%, 43.91%, 2.45%,88066f
26017,15.27%, 41.32%, 56.59%, 2.09%,690590
26019,7.41%, 45.47%, 52.88%, 1.66%,730486
26021,5.46%, 46.42%, 51.88%, 1.70%,760484
26023,6.13%, 52.14%, 46.01%, 1.85%,840475
26025,9.36%, 44.48%, 53.84%, 1.69%,710489
26027,4.11%, 47.14%, 51.25%, 1.61%,780482
26029,3.40%, 50.74%, 47.35%, 1.91%,810478
26031,1.44%, 49.78%, 48.34%, 1.88%,7e047b
26033,0.50%, 49.48%, 48.98%, 1.54%,7e037c
26035,4.81%, 46.51%, 51.32%, 2.16%,760582
26037,0.69%, 48.85%, 49.54%, 1.61%,7c047e
26039,1.67%, 49.61%, 47.94%, 2.45%,7e067a
26041,6.35%, 45.97%, 52.32%, 1.72%,750485
26043,7.92%, 52.96%, 45.04%, 2.01%,870572
26045,8.40%, 44.95%, 53.36%, 1.69%,720488
26047,4.40%, 51.32%, 46.92%, 1.76%,820477
26049,32.42%, 32.86%, 65.27%, 1.87%,5304a6
26051,1.50%, 48.27%, 49.77%, 1.96%,7b047e
26053,17.23%, 40.21%, 57.44%, 2.34%,660592
26055,2.99%, 50.60%, 47.62%, 1.78%,810479
26057,4.41%, 46.92%, 51.33%, 1.75%,770482
26059,12.01%, 54.87%, 42.86%, 2.26%,8b056d
26061,3.91%, 50.72%, 46.81%, 2.47%,810677
26063,0.39%, 49.22%, 48.83%, 1.95%,7d047c
26065,33.22%, 32.50%, 65.72%, 1.78%,5204a7
26067,5.82%, 51.74%, 45.93%, 2.33%,830575
26069,5.10%, 46.28%, 51.38%, 2.34%,760583
26071,2.16%, 47.83%, 49.98%, 2.19%,79057f
26073,19.22%, 39.49%, 58.71%, 1.80%,640495
26075,2.39%, 47.79%, 50.19%, 2.02%,79057f
26077,19.45%, 39.34%, 58.79%, 1.87%,640495
26079,8.79%, 53.27%, 44.48%, 2.26%,870571
26081,0.52%, 48.83%, 49.34%, 1.83%,7c047d
26083,10.35%, 53.62%, 43.26%, 3.12%,88076e
26085,12.28%, 42.88%, 55.16%, 1.97%,6d058c
26087,3.03%, 50.33%, 47.30%, 2.37%,800678
26089,2.88%, 47.97%, 50.85%, 1.18%,7a0381
26091,5.05%, 46.43%, 51.48%, 2.09%,760583
26093,13.26%, 55.64%, 42.39%, 1.97%,8d056c
26095,10.91%, 54.38%, 43.47%, 2.15%,8a056e
26097,3.76%, 50.99%, 47.23%, 1.78%,820478
26099,8.60%, 44.66%, 53.26%, 2.08%,710587
26101,13.26%, 42.36%, 55.62%, 2.03%,6c058d
26103,20.23%, 38.80%, 59.03%, 2.16%,620596
26105,4.40%, 46.89%, 51.29%, 1.82%,770482
26107,0.73%, 49.41%, 48.68%, 1.91%,7d047c
26109,10.17%, 43.85%, 54.02%, 2.13%,6f0589
26111,3.57%, 50.83%, 47.26%, 1.90%,810478
26113,20.97%, 59.65%, 38.68%, 1.67%,980462
26115,4.34%, 46.79%, 51.13%, 2.08%,770582
26117,0.31%, 49.05%, 48.75%, 2.20%,7d057c
26119,8.17%, 53.00%, 44.83%, 2.16%,870572
26121,29.22%, 34.51%, 63.73%, 1.76%,5804a2
26123,4.62%, 51.14%, 46.52%, 2.35%,820576
26125,14.48%, 41.94%, 56.42%, 1.65%,6a048f
26127,4.36%, 46.85%, 51.20%, 1.95%,770482
26129,2.39%, 47.54%, 49.93%, 2.54%,79067f
26131,3.68%, 46.92%, 50.60%, 2.47%,770681
26133,10.14%, 54.17%, 44.03%, 1.80%,8a0470
26135,9.96%, 53.38%, 43.42%, 3.20%,88086e
26137,8.84%, 53.39%, 44.55%, 2.06%,880571
26139,23.80%, 61.03%, 37.23%, 1.74%,9b045e
26141,1.54%, 48.01%, 49.55%, 2.44%,7a067e
26143,2.52%, 47.72%, 50.24%, 2.04%,790580
26145,17.31%, 40.49%, 57.80%, 1.71%,670493
26147,2.65%, 47.63%, 50.28%, 2.09%,790580
26149,2.19%, 50.00%, 47.81%, 2.18%,7f0579
26151,8.09%, 52.95%, 44.86%, 2.20%,870572
26153,2.91%, 47.47%, 50.38%, 2.15%,790580
26155,8.59%, 44.67%, 53.27%, 2.06%,710587
26157,0.85%, 49.33%, 48.48%, 2.19%,7d057b
26159,8.78%, 44.68%, 53.47%, 1.85%,710488
26161,40.86%, 28.76%, 69.62%, 1.61%,4904b1
26163,49.40%, 24.62%, 74.02%, 1.35%,3e03bc
26165,4.22%, 51.10%, 46.88%, 2.02%,820577
27001,0.06%, 48.77%, 48.83%, 2.40%,7c067c
27003,2.40%, 50.13%, 47.73%, 2.14%,7f0579
27005,6.86%, 52.17%, 45.31%, 2.52%,850673
27007,10.15%, 43.90%, 54.05%, 2.05%,6f0589
27009,9.74%, 53.46%, 43.71%, 2.83%,88076f
27011,6.35%, 45.55%, 51.91%, 2.54%,740684
27013,12.95%, 42.15%, 55.10%, 2.75%,6b078c
27015,12.09%, 54.74%, 42.65%, 2.61%,8b066c
27017,26.84%, 35.50%, 62.34%, 2.16%,5a059e
27019,15.10%, 56.67%, 41.57%, 1.76%,90046a
27021,8.49%, 53.11%, 44.62%, 2.28%,870571
27023,5.87%, 45.74%, 51.60%, 2.66%,740683
27025,10.26%, 53.88%, 43.62%, 2.50%,89066f
27027,16.02%, 40.94%, 56.96%, 2.10%,680591
27029,9.72%, 53.77%, 44.05%, 2.18%,890570
27031,23.27%, 37.04%, 60.30%, 2.66%,5e0699
27033,6.59%, 52.30%, 45.71%, 1.99%,850574
27035,7.70%, 52.80%, 45.10%, 2.10%,860573
27037,5.51%, 46.29%, 51.79%, 1.92%,760484
27039,9.84%, 53.54%, 43.70%, 2.76%,88076f
27041,9.49%, 53.74%, 44.25%, 2.01%,890570
27043,5.64%, 51.47%, 45.83%, 2.70%,830674
27045,8.26%, 44.45%, 52.71%, 2.85%,710786
27047,17.13%, 40.25%, 57.38%, 2.37%,660692
27049,1.38%, 49.53%, 48.15%, 2.33%,7e057a
27051,5.66%, 45.66%, 51.32%, 3.02%,740782
27053,28.61%, 34.81%, 63.42%, 1.77%,5804a1
27055,10.69%, 43.58%, 54.27%, 2.15%,6f058a
27057,14.49%, 56.35%, 41.86%, 1.79%,8f046a
27059,15.34%, 56.47%, 41.13%, 2.40%,8f0668
27061,12.92%, 42.26%, 55.18%, 2.57%,6b068c
27063,4.27%, 50.83%, 46.56%, 2.61%,810676
27065,8.66%, 52.70%, 44.04%, 3.26%,860870
27067,5.45%, 51.70%, 46.24%, 2.06%,830575
27069,18.54%, 39.56%, 58.10%, 2.34%,640594
27071,10.10%, 43.55%, 53.65%, 2.81%,6f0788
27073,5.92%, 45.61%, 51.53%, 2.86%,740783
27075,22.07%, 37.82%, 59.89%, 2.28%,600598
27077,13.27%, 55.25%, 41.98%, 2.77%,8c076b
27079,4.28%, 50.88%, 46.60%, 2.53%,810676
27081,0.83%, 47.70%, 48.53%, 3.77%,79097b
27083,1.61%, 49.69%, 48.08%, 2.23%,7e057a
27085,18.33%, 57.77%, 39.44%, 2.79%,930764
27087,25.31%, 35.98%, 61.29%, 2.73%,5b069c
27089,0.55%, 48.22%, 48.77%, 3.02%,7a077c
27091,15.25%, 56.29%, 41.04%, 2.68%,8f0668
27093,10.82%, 53.70%, 42.89%, 3.41%,88086d
27095,7.21%, 52.05%, 44.83%, 3.12%,840772
27097,19.04%, 58.14%, 39.10%, 2.75%,940763
27099,23.61%, 36.87%, 60.48%, 2.64%,5e069a
27101,0.52%, 48.20%, 48.72%, 3.08%,7a077c
27103,10.52%, 43.67%, 54.19%, 2.14%,6f058a
27105,1.41%, 49.56%, 48.16%, 2.28%,7e057a
27107,26.94%, 35.06%, 62.00%, 2.94%,59079e
27109,3.28%, 47.34%, 50.62%, 2.04%,780581
27111,12.91%, 55.30%, 42.39%, 2.31%,8d056c
27113,2.14%, 47.61%, 49.75%, 2.64%,79067e
27115,1.54%, 47.71%, 49.25%, 3.04%,79077d
27117,13.10%, 55.24%, 42.14%, 2.62%,8c066b
27119,4.58%, 46.62%, 51.19%, 2.19%,760582
27121,3.79%, 46.96%, 50.75%, 2.29%,770581
27123,33.90%, 32.06%, 65.96%, 1.97%,5105a8
27125,6.25%, 44.87%, 51.12%, 1.87%,720482
27127,13.55%, 55.19%, 41.63%, 3.18%,8c086a
27129,0.64%, 48.63%, 47.99%, 0.97%,7c027a
27131,11.50%, 43.16%, 54.66%, 2.19%,6e058b
27133,13.99%, 55.78%, 41.79%, 2.43%,8e066a
27135,17.42%, 57.64%, 40.22%, 2.14%,920566
27137,32.50%, 32.61%, 65.10%, 2.29%,5305a6
27139,11.20%, 54.70%, 43.51%, 1.79%,8b046e
27141,18.19%, 58.10%, 39.91%, 1.98%,940565
27143,19.33%, 58.12%, 38.79%, 0.92%,940262
27145,6.99%, 52.31%, 45.32%, 2.38%,850673
27147,5.35%, 51.22%, 45.87%, 2.91%,820774
27149,1.26%, 48.10%, 49.36%, 2.54%,7a067d
27151,13.79%, 41.65%, 55.43%, 2.92%,6a078d
27153,11.10%, 54.15%, 43.05%, 2.80%,8a076d
27155,5.41%, 45.85%, 51.25%, 2.90%,740782
27157,2.43%, 49.90%, 47.47%, 2.62%,7f0679
27159,17.38%, 57.58%, 40.20%, 2.22%,920566
27161,8.19%, 52.70%, 44.51%, 2.79%,860771
27163,4.34%, 46.94%, 51.27%, 1.79%,770482
27165,0.68%, 48.04%, 48.73%, 3.23%,7a087c
27167,6.91%, 52.31%, 45.40%, 2.28%,850573
27169,19.09%, 39.29%, 58.38%, 2.33%,640594
