id,margin,taft,wilson,other,roosevelt,other2,hex_color
34005,11.56%, 28.33%, 39.93%,31.740000000000002%, 28.37%,-,485065
34007,7.10%, 26.81%, 36.64%,30.64%, 29.54%,-,444e5d
34009,5.51%, 18.08%, 42.24%,39.69%, 36.73%,-,2e656b
34011,2.29%, 18.18%, 37.01%,41.9%, 39.30%, 2.38%,2e6a5e
34013,9.15%, 21.08%, 32.57%,42.23%, 41.72%,-,356b53
34015,2.91%, 21.12%, 38.29%,38.239999999999995%, 35.37%, 2.64%,356161
34017,21.22%, 11.37%, 52.55%,31.979999999999997%, 31.33%,-,1c5186
34019,27.74%, 25.62%, 53.37%,21.01%, 19.12%,-,413588
34021,4.10%, 26.88%, 36.80%,33.540000000000006%, 32.70%,-,44555d
34023,16.98%, 25.78%, 44.49%,29.73%, 27.51%,-,414b71
34025,17.31%, 18.25%, 48.55%,33.199999999999996%, 31.24%,-,2e547b
34027,8.46%, 23.70%, 40.07%,33.29%, 31.61%,-,3c5466
34029,3.99%, 18.60%, 37.61%,43.79%, 41.60%,-,2f6f5f
34031,2.92%, 17.52%, 35.41%,39.29%, 38.32%,-,2c645a
34033,15.49%, 29.65%, 45.14%,25.2%, 22.59%,-,4b4073
34035,14.56%, 27.94%, 42.50%,29.56%, 27.82%,-,474b6c
34037,25.06%, 16.57%, 53.10%,30.33%, 28.04%,-,2a4d87
34039,5.03%, 21.55%, 38.54%,34.01%, 33.51%,-,365662
34041,31.41%, 16.68%, 55.14%,28.18%, 23.73%, 2.40%,2a478c
35001,5.18%, 26.61%, 31.85%,37.03%, 37.03%,-,435e51
35003,0%,-,-,0.0%,-,-,000000
35005,34.29%, 18.24%, 52.53%,15.61%, 15.61%,-,2e2785
35006,0%,-,-,0.0%,-,-,000000
35007,5.11%, 36.24%, 41.34%,19.73%, 19.73%,-,5c3269
35009,31.64%, 10.22%, 52.66%,21.01%, 21.01%,-,1a3586
35011,0%,-,-,0.0%,-,-,000000
35013,0.82%, 44.19%, 43.36%,12.459999999999999%, 11.68%,-,701f6e
35015,34.92%, 8.96%, 57.85%,22.93%, 22.93%,-,163a93
35017,32.61%, 20.72%, 53.33%,19.63%, 19.63%,-,343287
35019,6.62%, 39.17%, 45.79%,9.27%, 9.27%,-,631774
35021,0%,-,-,0.0%,-,-,000000
35023,0%,-,-,0.0%,-,-,000000
35025,0%,-,-,0.0%,-,-,000000
35027,0.80%, 40.11%, 40.91%,9.67%, 9.67%,-,661868
35028,0%,-,-,0.0%,-,-,000000
35029,32.60%, 9.89%, 56.29%,23.69%, 23.69%,-,193c8f
35031,3.69%, 36.07%, 30.60%,33.34%, 32.38%,-,5b554e
35033,0.86%, 43.83%, 42.97%,13.21%, 11.32%,-,6f216d
35035,19.88%, 21.87%, 41.75%,19.98%, 19.98%,-,37326a
35037,28.01%, 18.69%, 47.07%,19.06%, 19.06%,-,2f3078
35039,20.50%, 58.25%, 37.76%,3.9899999999999998%, 3.80%,-,940a60
35041,28.01%, 8.81%, 49.34%,21.33%, 21.33%,-,16367d
35043,40.43%, 22.93%, 13.70%,63.37%, 63.37%,-,3aa122
35045,24.77%, 19.04%, 46.25%,21.48%, 21.48%,-,303675
35047,16.60%, 55.67%, 39.07%,5.260000000000001%, 4.65%,-,8d0d63
35049,14.49%, 49.41%, 34.92%,13.46%, 13.46%,-,7d2259
35051,28.16%, 28.16%, 56.32%,15.52%, 13.76%,-,47278f
35053,5.07%, 41.25%, 46.33%,12.42%, 11.56%,-,691f76
35055,4.69%, 44.58%, 39.89%,15.53%, 14.44%,-,712765
35057,9.89%, 39.54%, 29.66%,17.57%, 17.57%,-,642c4b
35059,11.64%, 31.21%, 42.86%,17.2%, 17.20%,-,4f2b6d
35061,63.12%, 77.25%, 14.13%,8.620000000000001%, 6.79%,-,c41524
36001,7.40%, 47.47%, 40.07%,12.459999999999999%, 10.43%,-,791f66
36003,9.03%, 37.19%, 28.15%,31.790000000000003%, 27.01%, 4.55%,5e5147
36005,0%,-,-,0.0%,-,-,000000
36007,7.76%, 43.55%, 35.79%,20.65%, 14.17%, 4.37%,6f345b
36009,0.46%, 33.56%, 34.02%,28.19%, 24.28%, 3.74%,554756
36011,7.96%, 42.01%, 34.05%,20.11%, 17.62%, 2.11%,6b3356
36013,6.05%, 36.16%, 22.68%,34.97%, 30.11%, 4.34%,5c5939
36015,20.72%, 25.54%, 46.27%,25.03%, 21.05%, 3.80%,413f75
36017,7.42%, 42.71%, 35.29%,22.0%, 17.00%, 3.87%,6c3859
36019,6.65%, 44.74%, 38.09%,17.16%, 13.84%, 2.46%,722b61
36021,8.72%, 38.01%, 46.73%,15.25%, 13.39%,-,602677
36023,9.14%, 39.99%, 30.86%,29.16%, 22.02%, 6.03%,654a4e
36025,1.88%, 40.32%, 38.45%,18.419999999999998%, 16.15%, 2.17%,662e62
36027,0.22%, 43.65%, 43.43%,12.92%, 10.41%,-,6f206e
36029,8.42%, 22.54%, 39.38%,32.46%, 30.96%,-,395264
36031,14.94%, 44.20%, 29.26%,26.54%, 24.31%,-,70434a
36033,14.52%, 46.82%, 32.30%,20.869999999999997%, 16.24%, 3.55%,773552
36035,12.10%, 38.00%, 25.90%,25.51%, 22.07%, 2.74%,604142
36037,6.96%, 39.10%, 32.14%,28.76%, 24.94%, 2.72%,634951
36039,12.53%, 36.29%, 48.82%,14.899999999999999%, 10.95%, 2.61%,5c257c
36041,3.44%, 40.00%, 43.44%,16.56%, 14.36%,-,662a6e
36043,3.37%, 34.35%, 37.72%,24.55%, 23.04%,-,573e60
36045,3.62%, 37.97%, 34.35%,24.26%, 20.44%, 3.60%,603d57
36047,15.77%, 20.94%, 44.86%,29.52%, 29.09%,-,354b72
36049,4.51%, 33.87%, 38.39%,27.740000000000002%, 24.82%, 2.28%,564661
36051,5.83%, 41.52%, 35.70%,22.779999999999998%, 19.90%, 2.23%,693a5b
36053,3.28%, 35.15%, 31.86%,30.07%, 27.28%, 2.47%,594c51
36055,1.83%, 31.51%, 33.34%,29.66%, 27.85%,-,504b55
36057,4.43%, 42.00%, 37.57%,17.02%, 15.78%,-,6b2b5f
36059,2.75%, 24.85%, 38.14%,37.02%, 35.39%,-,3f5e61
36061,19.32%, 18.15%, 47.79%,28.84%, 28.47%,-,2e4979
36063,10.60%, 30.06%, 40.66%,25.21%, 22.63%, 2.27%,4c4067
36065,2.78%, 33.39%, 36.17%,26.669999999999998%, 24.74%,-,55445c
36067,0.82%, 35.29%, 34.47%,24.95%, 23.29%,-,593f57
36069,1.33%, 39.88%, 38.55%,21.560000000000002%, 18.55%,-,653662
36071,4.00%, 43.14%, 39.14%,17.73%, 14.61%,-,6e2d63
36073,7.42%, 41.36%, 33.94%,24.7%, 19.86%, 3.72%,693e56
36075,4.62%, 37.47%, 32.84%,29.689999999999998%, 24.68%, 3.92%,5f4b53
36077,1.58%, 40.65%, 42.23%,17.13%, 13.42%, 2.65%,672b6b
36079,1.68%, 39.45%, 41.13%,19.43%, 18.46%,-,643168
36081,23.49%, 16.49%, 50.32%,27.22%, 26.82%,-,2a4580
36083,3.02%, 39.48%, 42.50%,14.9%, 13.59%,-,64256c
36085,29.66%, 19.26%, 53.60%,25.07%, 23.93%,-,313f88
36087,21.43%, 24.55%, 46.87%,28.580000000000002%, 25.44%,-,3e4877
36089,16.43%, 44.89%, 28.47%,26.65%, 22.55%, 2.90%,724348
36091,7.54%, 43.70%, 36.16%,17.82%, 15.16%, 2.47%,6f2d5c
36093,0.68%, 30.72%, 31.39%,17.59%, 15.50%,-,4e2c50
36095,14.53%, 36.05%, 50.58%,13.370000000000001%, 8.74%, 4.10%,5b2280
36097,6.18%, 43.73%, 37.55%,18.73%, 13.98%, 3.61%,6f2f5f
36099,3.82%, 37.61%, 41.43%,20.96%, 17.42%, 2.06%,5f3569
36101,7.43%, 31.54%, 38.97%,26.07%, 21.65%, 4.28%,504263
36103,11.62%, 28.47%, 40.08%,31.45%, 27.90%,-,485066
36105,10.20%, 37.56%, 47.75%,14.700000000000001%, 11.88%,-,5f2579
36107,3.76%, 41.08%, 37.31%,21.61%, 16.36%, 3.09%,68375f
36109,12.77%, 27.61%, 40.38%,32.01%, 25.52%, 4.65%,465166
36111,5.25%, 38.33%, 43.58%,18.08%, 15.11%, 2.08%,612e6f
36113,4.43%, 39.60%, 35.17%,22.04%, 20.18%,-,643859
36115,9.25%, 40.94%, 31.68%,27.38%, 23.22%, 2.27%,684550
36117,7.07%, 40.32%, 33.26%,26.42%, 21.76%, 3.90%,664354
36119,9.90%, 29.50%, 39.40%,28.599999999999998%, 28.02%,-,4b4864
36121,3.75%, 35.79%, 32.05%,32.16%, 28.63%, 2.67%,5b5251
36123,7.76%, 41.10%, 33.34%,25.549999999999997%, 20.72%, 2.63%,684155
37001,12.60%, 3.82%, 54.26%,41.91%, 41.66%,-,096a8a
37003,17.57%, 27.94%, 45.51%,26.55%, 26.55%,-,474374
37005,35.48%, 18.64%, 58.42%,22.94%, 22.94%,-,2f3a94
37007,78.73%, 7.23%, 85.95%,6.82%, 6.82%,-,1211db
37009,11.95%, 14.21%, 48.86%,36.93%, 36.90%,-,245e7c
37011,56.08%, 10.56%, 16.60%,72.84%, 72.69%,-,1ab92a
37013,42.13%, 11.76%, 63.97%,21.84%, 21.84%,-,1d37a3
37015,90.15%, 2.57%, 93.79%,3.64%, 3.64%,-,0609ef
37017,37.35%,-, 67.70%,32.3%, 30.34%,-,0052ac
37019,21.22%, 18.51%, 51.35%,30.14%, 30.14%,-,2f4c82
37021,21.92%, 6.53%, 56.92%,36.55%, 35.00%,-,105d91
37023,2.85%,-, 50.54%,49.47%, 47.69%,-,007e80
37025,4.15%, 10.48%, 46.83%,42.68%, 42.68%,-,1a6c77
37027,13.99%, 14.66%, 49.50%,35.83%, 35.50%,-,255b7e
37029,59.51%, 9.88%, 74.81%,15.31%, 15.31%,-,1927be
37031,32.29%, 11.43%, 60.43%,28.14%, 28.14%,-,1d479a
37033,60.95%, 17.04%, 77.99%,4.98%, 4.98%,-,2b0cc6
37035,5.68%, 4.85%, 50.38%,44.77%, 44.70%,-,0c7280
37037,10.07%, 2.28%, 53.86%,43.86%, 43.79%,-,056f89
37039,8.12%, 34.67%, 42.80%,22.53%, 22.53%,-,58396d
37041,73.25%, 7.50%, 82.88%,9.63%, 9.63%,-,1318d3
37043,1.93%, 2.19%, 47.94%,49.87%, 49.87%,-,057f7a
37045,41.72%, 2.40%, 69.66%,27.94%, 27.94%,-,0647b1
37047,28.58%, 5.71%, 61.44%,32.85%, 32.85%,-,0e539c
37049,78.02%, 3.78%, 87.12%,9.1%, 9.10%,-,0917de
37051,28.93%, 8.41%, 60.08%,31.509999999999998%, 31.15%,-,155099
37053,96.54%,-, 97.80%,2.2%,-,-,0005f9
37055,22.24%, 33.29%, 55.52%,11.19%, 11.19%,-,541c8d
37057,18.90%, 29.26%, 48.16%,22.59%, 22.16%,-,4a397a
37059,0.66%, 40.93%, 41.59%,17.48%, 17.43%,-,682c6a
37061,24.17%,-, 61.46%,38.55%, 37.29%,-,00629c
37063,28.16%, 3.52%, 62.31%,34.18%, 34.15%,-,08579e
37065,84.13%, 4.91%, 89.03%,3.7%, 3.70%,-,0c09e3
37067,21.40%, 26.72%, 48.12%,20.02%, 19.96%,-,44337a
37069,66.40%, 3.12%, 81.62%,15.26%, 15.22%,-,0726d0
37071,26.86%, 6.22%, 59.45%,34.32%, 32.59%,-,0f5797
37073,49.22%, 10.65%, 69.28%,20.07%, 20.07%,-,1b33b0
37075,17.22%, 29.00%, 46.22%,24.78%, 24.78%,-,493f75
37077,58.11%, 9.16%, 74.48%,16.36%, 16.36%,-,1729bd
37079,63.42%, 10.60%, 76.41%,12.99%, 12.99%,-,1b21c2
37081,29.20%, 7.26%, 60.43%,32.31%, 31.22%,-,12529a
37083,87.40%,-, 92.85%,7.15%, 5.45%,-,0012ec
37085,12.89%, 5.80%, 53.43%,40.78%, 40.54%,-,0e6788
37087,36.70%, 10.76%, 62.88%,26.36%, 26.18%,-,1b43a0
37089,12.79%, 35.21%, 48.00%,16.79%, 16.70%,-,592a7a
37091,70.15%, 6.72%, 81.72%,11.56%, 11.56%,-,111dd0
37093,77.23%, 8.64%, 85.87%,5.49%, 5.49%,-,160dda
37095,33.20%, 7.51%, 62.85%,29.64%, 29.64%,-,134ba0
37097,37.31%, 9.88%, 63.69%,26.43%, 26.38%,-,1943a2
37099,21.29%, 13.94%, 53.56%,32.49%, 32.27%,-,235288
37101,27.48%, 25.80%, 53.28%,20.93%, 20.93%,-,413587
37103,64.15%, 4.40%, 79.87%,15.72%, 15.72%,-,0b28cb
37105,29.93%, 32.85%, 62.78%,4.37%, 4.37%,-,530ba0
37107,59.94%, 5.99%, 76.98%,17.03%, 17.03%,-,0f2bc4
37109,8.88%, 2.03%, 53.11%,44.849999999999994%, 44.23%,-,057287
37111,12.21%, 15.86%, 47.94%,36.2%, 35.74%,-,285c7a
37113,8.97%, 6.72%, 51.13%,42.16%, 42.16%,-,116b82
37115,15.98%, 16.24%, 33.89%,49.87%, 49.87%,-,297f56
37117,67.50%, 15.13%, 82.63%,2.25%, 2.25%,-,2605d2
37119,71.22%, 5.89%, 82.27%,11.84%, 11.05%,-,0f1ed1
37121,25.38%, 15.57%, 29.52%,54.91%, 54.91%,-,278c4b
37123,8.29%, 7.19%, 50.55%,42.26%, 42.26%,-,126b80
37125,23.13%, 11.92%, 55.20%,32.87%, 32.07%,-,1e538c
37127,48.49%, 6.49%, 70.21%,23.299999999999997%, 21.72%,-,103bb3
37129,82.94%, 6.17%, 89.11%,4.72%, 4.72%,-,0f0ce3
37131,90.37%, 3.29%, 93.66%,3.05%, 3.05%,-,0807ee
37133,23.14%, 4.35%, 59.39%,36.26%, 36.26%,-,0b5c97
37135,8.83%, 8.63%, 50.00%,41.370000000000005%, 41.17%,-,16697f
37137,32.68%, 6.62%, 62.13%,31.24%, 29.45%,-,104f9e
37139,63.91%, 6.24%, 78.83%,14.92%, 14.92%,-,0f26c9
37141,55.74%,-, 77.11%,22.89%, 21.37%,-,003ac4
37143,45.59%, 24.81%, 70.40%,4.79%, 4.79%,-,3f0cb3
37145,2.01%, 43.85%, 45.86%,10.29%, 10.29%,-,6f1a74
37147,60.60%, 11.24%, 74.63%,14.129999999999999%, 14.03%,-,1c24be
37149,13.08%, 11.50%, 50.75%,37.75%, 37.67%,-,1d6081
37151,17.65%, 7.63%, 54.95%,37.419999999999995%, 37.30%,-,135f8c
37153,72.19%, 5.17%, 83.17%,11.66%, 10.97%,-,0d1dd4
37155,58.13%, 4.38%, 76.88%,18.75%, 18.75%,-,0b2fc4
37157,33.54%, 20.05%, 56.01%,23.939999999999998%, 22.47%,-,333d8e
37159,26.19%, 6.06%, 59.43%,34.52%, 33.24%,-,0f5897
37161,16.38%, 2.14%, 56.93%,40.93%, 40.56%,-,056891
37163,32.43%, 2.17%, 32.69%,65.15%, 65.12%,-,05a653
37165,80.96%,-, 89.94%,10.06%, 8.98%,-,0019e5
37167,4.59%, 3.13%, 50.73%,46.14%, 46.14%,-,077581
37169,10.83%, 51.31%, 40.48%,8.209999999999999%, 7.43%,-,821467
37171,7.45%, 47.39%, 39.94%,12.67%, 12.65%,-,782065
37173,4.99%, 11.93%, 41.54%,46.53%, 46.53%,-,1e7669
37175,7.37%, 8.39%, 49.45%,42.16%, 42.08%,-,156b7e
37177,11.68%, 35.84%, 47.52%,16.64%, 16.00%,-,5b2a79
37179,56.46%, 3.91%, 75.87%,20.22%, 19.41%,-,0933c1
37181,60.40%, 10.46%, 74.97%,14.57%, 14.57%,-,1a25bf
37183,42.69%, 4.86%, 68.81%,26.330000000000002%, 26.12%,-,0c43af
37185,76.42%, 9.78%, 86.20%,4.02%, 4.02%,-,180adb
37187,11.49%, 37.07%, 48.55%,14.38%, 14.38%,-,5e247b
37189,5.24%, 19.32%, 42.92%,37.760000000000005%, 37.67%,-,31606d
37191,34.34%, 2.71%, 65.46%,31.830000000000002%, 31.12%,-,0651a6
37193,20.60%, 7.29%, 36.05%,56.65%, 56.65%,-,12905b
37195,49.50%, 3.44%, 73.03%,23.53%, 23.53%,-,083cba
37197,3.71%, 37.61%, 33.90%,28.48%, 28.48%,-,5f4856
37199,3.44%, 2.72%, 50.36%,46.92%, 46.92%,-,067780
38001,6.60%, 24.15%, 29.33%,39.1%, 35.92%, 3.18%,3d634a
38003,12.36%, 24.72%, 40.76%,30.479999999999997%, 28.40%, 2.08%,3f4d67
38005,6.19%, 26.13%, 30.14%,38.769999999999996%, 36.33%, 2.44%,42624c
38007,6.53%, 35.33%, 28.80%,27.39%, 26.07%,-,5a4549
38009,4.81%, 26.94%, 31.76%,25.869999999999997%, 24.06%,-,444150
38011,5.70%, 29.18%, 34.88%,26.38%, 24.93%,-,4a4358
38013,1.07%, 23.57%, 27.50%,20.36%, 18.48%,-,3c3346
38015,5.58%, 36.20%, 30.62%,28.55%, 27.75%,-,5c484e
38017,2.89%, 26.22%, 36.14%,34.37%, 33.25%,-,42575c
38019,7.98%, 24.07%, 39.98%,32.99%, 32.00%,-,3d5465
38021,13.86%, 29.90%, 43.77%,22.16%, 21.43%,-,4c386f
38023,3.89%, 28.59%, 26.54%,33.54%, 32.48%,-,485543
38025,1.36%, 32.39%, 27.95%,34.32%, 33.75%,-,525747
38027,9.45%, 21.87%, 41.32%,33.08%, 31.87%,-,375469
38029,8.46%, 30.44%, 38.90%,30.669999999999998%, 27.77%,-,4d4e63
38031,12.41%, 29.97%, 42.38%,25.56%, 24.40%,-,4c416c
38033,0%,-,-,0.0%,-,-,000000
38035,4.13%, 23.88%, 37.31%,34.31%, 33.18%,-,3c575f
38037,0%,-,-,0.0%,-,-,000000
38039,12.06%, 14.47%, 43.62%,35.379999999999995%, 31.56%, 3.82%,245a6f
38041,5.20%, 37.71%, 32.51%,25.76%, 24.57%,-,604152
38043,12.47%, 38.61%, 26.14%,27.46%, 25.18%, 2.28%,624642
38045,9.98%, 28.63%, 38.61%,28.490000000000002%, 27.51%,-,494862
38047,6.53%, 39.91%, 21.66%,33.970000000000006%, 33.38%,-,655637
38049,11.50%, 23.61%, 38.44%,28.09%, 26.93%,-,3c4762
38051,42.06%, 20.98%, 12.98%,63.45%, 63.03%,-,35a121
38053,0.77%, 27.54%, 28.31%,23.0%, 22.03%,-,463a48
38055,2.89%, 25.63%, 29.59%,28.27%, 26.70%,-,41484b
38057,32.84%, 19.95%, 19.27%,53.59%, 52.78%,-,328831
38059,6.77%, 27.94%, 28.11%,36.1%, 34.88%,-,475c47
38061,2.41%, 28.05%, 21.16%,25.15%, 23.91%,-,474035
38063,0.88%, 26.34%, 30.92%,32.269999999999996%, 30.04%, 2.23%,43524e
38065,6.75%, 22.66%, 24.05%,33.22%, 30.80%, 2.42%,39543d
38067,6.76%, 24.75%, 39.24%,36.01%, 32.47%, 2.13%,3f5b64
38069,15.01%, 22.39%, 38.42%,25.7%, 23.41%, 2.29%,394161
38071,7.75%, 32.19%, 39.94%,21.34%, 20.56%,-,523665
38073,2.84%, 31.21%, 30.90%,37.9%, 34.05%,-,4f604e
38075,6.20%, 17.58%, 32.97%,28.1%, 26.77%,-,2c4754
38077,10.69%, 31.95%, 42.65%,25.4%, 22.93%,-,51406c
38079,4.50%, 26.74%, 31.23%,27.52%, 25.39%, 2.13%,44464f
38081,2.20%, 37.00%, 39.20%,18.1%, 16.94%,-,5e2e63
38083,14.75%, 32.01%, 17.78%,47.489999999999995%, 46.76%,-,51792d
38085,0%,-,-,0.0%,-,-,000000
38087,0%,-,-,0.0%,-,-,000000
38089,4.69%, 22.40%, 39.24%,35.01%, 34.55%,-,395964
38091,19.00%, 23.58%, 25.17%,45.77%, 44.18%,-,3c7440
38093,12.82%, 28.30%, 41.12%,27.44%, 26.39%,-,484568
38095,13.49%, 26.39%, 39.88%,25.330000000000002%, 23.76%,-,434065
38097,14.30%, 21.05%, 29.24%,45.79%, 43.54%, 2.25%,35744a
38099,11.73%, 20.33%, 41.85%,31.400000000000002%, 30.12%,-,33506a
38101,0.17%, 19.59%, 30.58%,32.32%, 30.41%,-,31524d
38103,7.75%, 23.58%, 32.72%,41.32%, 40.46%,-,3c6953
38105,4.74%, 24.08%, 30.53%,19.599999999999998%, 17.63%,-,3d314d
39001,8.49%, 38.03%, 46.52%,12.74%, 11.49%,-,602076
39003,25.88%, 22.33%, 48.21%,21.19%, 19.78%,-,38367a
39005,28.68%, 16.16%, 53.45%,26.04%, 24.77%,-,294288
39007,16.31%, 17.99%, 25.84%,43.559999999999995%, 42.16%,-,2d6f41
39009,2.94%, 32.58%, 25.23%,31.04%, 29.64%,-,534f40
39011,34.83%, 20.99%, 55.81%,16.31%, 15.35%,-,35298e
39013,0.94%, 34.00%, 34.94%,13.440000000000001%, 10.23%, 2.80%,562259
39015,30.86%, 28.27%, 59.13%,10.45%, 9.75%,-,481a96
39017,25.58%, 20.59%, 46.59%,11.81%, 10.72%,-,341e76
39019,5.29%, 29.45%, 34.74%,32.910000000000004%, 29.26%, 3.44%,4b5358
39021,5.44%, 35.08%, 40.53%,21.87%, 20.87%,-,593767
39023,4.91%, 36.16%, 31.25%,21.15%, 19.40%,-,5c354f
39025,14.05%, 33.47%, 47.52%,15.469999999999999%, 14.68%,-,552779
39027,15.13%, 48.68%, 33.56%,15.329999999999998%, 14.04%,-,7c2755
39029,1.34%, 28.59%, 29.93%,29.57%, 23.68%, 5.69%,484b4c
39031,20.42%, 27.35%, 47.77%,15.68%, 13.34%, 2.04%,452779
39033,41.04%, 17.80%, 58.84%,16.05%, 14.62%,-,2d2896
39035,9.54%, 13.81%, 42.49%,33.85%, 32.96%,-,23566c
39037,18.81%, 30.43%, 49.24%,17.43%, 11.51%, 5.83%,4d2c7d
39039,24.07%, 15.84%, 50.58%,27.560000000000002%, 26.51%,-,284680
39041,4.78%, 35.32%, 40.10%,24.580000000000002%, 20.64%, 2.15%,5a3e66
39043,9.07%, 30.22%, 39.29%,19.720000000000002%, 18.78%,-,4d3264
39045,37.47%, 18.83%, 57.45%,21.6%, 19.98%,-,303792
39047,1.36%, 39.72%, 41.08%,16.64%, 15.33%,-,652a68
39049,15.59%, 25.22%, 40.81%,24.1%, 23.14%,-,403d68
39051,9.48%, 17.64%, 34.28%,44.96%, 43.76%,-,2c7257
39053,4.88%, 25.23%, 32.87%,38.74%, 37.75%,-,406253
39055,23.44%, 18.22%, 27.47%,51.88999999999999%, 50.91%,-,2e8446
39057,16.12%, 46.03%, 29.92%,16.48%, 14.10%, 2.14%,752a4c
39059,7.70%, 37.68%, 29.98%,17.57%, 15.10%,-,602c4c
39061,0.72%, 38.31%, 39.03%,15.81%, 15.31%,-,612863
39063,22.87%, 24.79%, 47.66%,20.759999999999998%, 19.43%,-,3f3479
39065,13.61%, 33.22%, 46.83%,16.21%, 14.80%,-,542977
39067,5.13%, 42.43%, 37.29%,17.080000000000002%, 15.32%,-,6c2b5f
39069,34.93%, 15.36%, 57.20%,23.540000000000003%, 22.28%,-,273c91
39071,7.47%, 36.96%, 44.43%,16.130000000000003%, 14.96%,-,5e2971
39073,18.77%, 27.02%, 45.79%,19.86%, 18.66%,-,443274
39075,50.90%, 12.81%, 66.90%,16.91%, 16.00%,-,202baa
39077,6.12%, 20.61%, 40.05%,35.04%, 33.92%,-,345966
39079,3.05%, 30.06%, 33.12%,26.93%, 25.60%,-,4c4454
39081,14.07%, 41.85%, 27.78%,19.92%, 17.89%,-,6a3246
39083,13.96%, 32.05%, 46.01%,16.919999999999998%, 15.53%,-,512b75
39085,13.61%, 22.91%, 28.34%,42.82%, 41.95%,-,3a6d48
39087,8.58%, 37.39%, 28.81%,28.049999999999997%, 27.33%,-,5f4749
39089,12.28%, 33.73%, 46.01%,14.09%, 12.65%,-,562375
39091,6.15%, 27.07%, 37.34%,32.46%, 31.19%,-,45525f
39093,4.15%, 16.34%, 33.71%,38.53%, 37.85%,-,296255
39095,4.14%, 14.95%, 37.22%,34.07%, 33.08%,-,26565e
39097,1.89%, 43.37%, 41.48%,15.15%, 13.01%,-,6e2669
39099,4.83%, 28.20%, 33.03%,27.07%, 25.24%,-,474554
39101,9.03%, 36.04%, 45.07%,11.73%, 10.46%,-,5b1d72
39103,7.16%, 12.07%, 37.15%,45.46%, 44.31%,-,1e735e
39105,6.68%, 36.39%, 29.71%,24.529999999999998%, 23.13%,-,5c3e4b
39107,39.89%, 23.30%, 63.19%,11.299999999999999%, 10.03%,-,3b1ca1
39109,6.25%, 32.49%, 38.74%,19.68%, 18.48%,-,523262
39111,44.29%, 21.79%, 66.08%,9.59%, 7.85%,-,3718a8
39113,13.16%, 26.15%, 39.31%,16.62%, 15.77%,-,422a64
39115,4.56%, 35.70%, 40.26%,20.56%, 17.38%, 3.11%,5b3466
39117,14.27%, 27.65%, 41.92%,28.16%, 25.06%, 2.94%,46476a
39119,8.89%, 29.59%, 38.47%,24.669999999999998%, 22.95%,-,4b3e62
39121,0.84%, 40.05%, 40.90%,16.919999999999998%, 15.12%,-,662b68
39123,38.41%, 17.15%, 59.16%,21.42%, 20.75%,-,2b3696
39125,14.31%, 29.27%, 43.58%,24.25%, 23.21%,-,4a3d6f
39127,11.51%, 21.60%, 39.08%,29.31%, 27.57%,-,374a63
39129,16.29%, 36.12%, 52.41%,11.46%, 9.01%,-,5c1d85
39131,14.75%, 34.45%, 49.20%,14.0%, 12.89%,-,57237d
39133,3.68%, 15.73%, 38.65%,36.4%, 34.97%,-,285c62
39135,11.76%, 34.67%, 46.43%,16.03%, 14.78%,-,582876
39137,43.96%, 15.60%, 62.40%,19.75%, 18.44%,-,27329f
39139,26.29%, 22.33%, 48.62%,20.409999999999997%, 19.24%,-,38347b
39141,9.13%, 36.76%, 45.89%,12.6%, 11.19%,-,5d2075
39143,26.07%, 18.43%, 50.66%,25.7%, 24.59%,-,2e4181
39145,0.96%, 34.22%, 33.26%,20.939999999999998%, 19.08%,-,573554
39147,26.56%, 23.07%, 49.63%,21.77%, 20.14%,-,3a377e
39149,28.67%, 27.33%, 56.00%,12.52%, 11.49%,-,451f8e
39151,11.62%, 22.57%, 37.07%,26.869999999999997%, 25.45%,-,39445e
39153,1.35%, 15.10%, 33.57%,34.35%, 32.22%,-,265755
39155,1.84%, 23.15%, 29.42%,33.010000000000005%, 31.26%,-,3b544b
39157,12.49%, 27.34%, 39.84%,15.4%, 14.00%,-,452765
39159,5.36%, 35.32%, 40.68%,21.92%, 20.82%,-,5a3767
39161,11.22%, 35.04%, 46.26%,15.77%, 14.78%,-,592875
39163,9.24%, 31.87%, 41.11%,20.22%, 19.45%,-,513368
39165,10.96%, 44.49%, 33.52%,18.68%, 17.55%,-,712f55
39167,13.19%, 33.46%, 46.65%,13.68%, 12.29%,-,552276
39169,25.76%, 18.07%, 51.14%,27.009999999999998%, 25.38%,-,2e4482
39171,12.38%, 17.85%, 44.81%,33.93%, 32.43%,-,2d5672
39173,13.32%, 20.15%, 43.46%,31.68%, 30.14%,-,33506e
39175,27.51%, 26.94%, 54.46%,18.61%, 16.33%,-,442f8a
40001,3.43%, 44.18%, 47.61%,0.57%,-,-,700179
40003,15.84%, 50.74%, 34.90%,2.66%,-, 2.66%,810658
40005,18.36%, 28.50%, 46.87%,0.47%,-,-,480177
40007,5.75%, 42.75%, 37.00%,2.96%,-, 2.96%,6d075e
40009,22.26%, 20.84%, 50.37%,0.68%,-,-,350180
40011,4.47%, 42.66%, 38.19%,1.23%,-,-,6c0361
40013,37.35%, 18.49%, 59.25%,0.36%,-,-,2f0097
40015,1.69%, 40.37%, 42.06%,0.92%,-,-,66026b
40017,5.99%, 42.49%, 48.48%,0.99%,-,-,6c027b
40019,36.08%, 20.24%, 57.75%,0.34%,-,-,330093
