id,margin,taft,wilson,other,roosevelt,other2,hex_color
12133,47.12%, 7.61%, 64.38%,10.76%, 6.31%, 4.45%,131ba4
13001,35.23%, 15.03%, 60.10%,24.87%, 24.87%,-,263f99
13003,0%,-,-,0.0%,-,-,000000
13005,0%,-,-,0.0%,-,-,000000
13007,94.68%,-, 97.34%,2.66%, 2.66%,-,0006f8
13009,82.95%, 3.47%, 89.74%,6.79%, 6.79%,-,0811e4
13011,22.22%, 4.00%, 59.11%,36.89%, 36.89%,-,0a5e96
13013,0%,-,-,0.0%,-,-,000000
13015,25.55%, 5.55%, 60.00%,34.45%, 34.45%,-,0e5799
13017,32.69%, 4.09%, 64.30%,31.61%, 31.61%,-,0a50a3
13019,78.50%, 4.30%, 87.10%,8.6%, 8.60%,-,0a15de
13021,85.34%, 5.48%, 90.82%,3.7%, 3.70%,-,0d09e7
13023,0%,-,-,0.0%,-,-,000000
13025,0%,-,-,0.0%,-,-,000000
13027,84.37%, 4.78%, 89.79%,5.43%, 5.43%,-,0c0de4
13029,44.16%, 17.98%, 63.09%,18.93%, 18.93%,-,2d30a0
13031,89.43%,-, 93.86%,6.14%, 4.43%,-,000fef
13033,86.36%, 4.55%, 90.91%,4.55%, 4.55%,-,0b0be7
13035,78.86%, 4.80%, 87.03%,8.17%, 8.17%,-,0c14dd
13037,53.36%, 14.15%, 69.61%,16.24%, 16.24%,-,2429b1
13039,96.71%,-, 97.94%,2.06%,-,-,0005f9
13043,61.30%,-, 80.11%,19.89%, 18.81%,-,0032cc
13045,44.66%, 4.75%, 69.95%,25.29%, 25.29%,-,0c40b2
13047,37.45%, 13.64%, 61.90%,24.46%, 24.46%,-,223e9d
13049,45.70%, 9.95%, 67.87%,22.17%, 22.17%,-,1938ad
13051,79.66%, 5.37%, 87.14%,7.49%, 7.49%,-,0d13de
13053,84.56%,-, 91.95%,8.05%, 7.38%,-,0014ea
13055,41.29%, 7.96%, 66.67%,25.37%, 25.37%,-,1440aa
13057,8.02%,-, 45.20%,54.79%, 53.22%,-,008b73
13059,79.33%, 5.98%, 86.67%,7.34%, 7.34%,-,0f12dd
13061,89.34%, 2.03%, 93.65%,4.31%, 4.31%,-,050aee
13063,59.03%,-, 79.25%,20.75%, 20.21%,-,0034ca
13065,69.12%, 14.12%, 83.24%,2.65%, 2.65%,-,2406d4
13067,61.09%, 2.21%, 79.44%,18.35%, 18.35%,-,052eca
13069,80.36%, 2.78%, 88.79%,8.43%, 8.43%,-,0715e2
13071,15.82%,-, 57.58%,42.419999999999995%, 41.76%,-,006c92
13073,74.72%,-, 86.99%,13.01%, 12.27%,-,0021dd
13075,0%,-,-,0.0%,-,-,000000
13077,88.71%, 3.11%, 92.80%,4.09%, 4.09%,-,070aec
13079,97.23%,-, 98.42%,1.58%,-,-,0004fa
13081,85.45%,-, 91.87%,8.129999999999999%, 6.42%,-,0014ea
13083,69.63%, 5.16%, 82.23%,12.61%, 12.61%,-,0d20d1
13085,2.54%, 6.50%, 48.02%,45.48%, 45.48%,-,10737a
13087,82.19%, 5.82%, 88.18%,6.0%, 6.00%,-,0e0fe0
13089,61.55%, 2.03%, 79.76%,18.21%, 18.21%,-,052ecb
13091,90.61%,-, 94.48%,5.53%, 3.87%,-,000ef0
13093,89.03%,-, 94.13%,5.869999999999999%, 5.10%,-,000ef0
13095,90.85%, 3.20%, 94.05%,2.74%, 2.74%,-,0806ef
13097,6.94%, 3.05%, 45.01%,51.95%, 51.95%,-,078472
13099,88.60%,-, 93.64%,6.359999999999999%, 5.05%,-,0010ee
13101,94.59%,-, 97.30%,2.7%, 2.70%,-,0006f8
13103,95.34%,-, 97.15%,2.85%,-,-,0007f7
13105,56.84%,-, 77.85%,22.16%, 21.01%,-,0038c6
13107,67.67%, 2.54%, 82.56%,14.9%, 14.90%,-,0625d2
13109,0%,-,-,0.0%,-,-,000000
13111,15.37%, 17.75%, 48.81%,33.44%, 33.44%,-,2d557c
13113,59.74%, 2.60%, 78.57%,18.83%, 18.83%,-,0630c8
13115,64.35%, 2.77%, 80.79%,16.44%, 16.44%,-,0729ce
13117,32.21%, 2.98%, 64.61%,32.41%, 32.41%,-,0752a4
13119,27.50%, 2.34%, 62.58%,35.08%, 35.08%,-,05599f
13121,59.16%, 5.33%, 76.91%,17.75%, 17.75%,-,0d2dc4
13123,56.71%, 7.93%, 74.39%,17.68%, 17.68%,-,142dbd
13125,20.11%,-, 59.24%,40.760000000000005%, 39.13%,-,006797
13127,90.98%, 2.61%, 94.19%,3.21%, 3.21%,-,0608f0
13129,1.84%, 4.27%, 48.79%,46.95%, 46.95%,-,0a777c
13131,89.60%, 4.37%, 93.97%,1.66%,-,-,0b04ef
13133,54.74%,-, 76.64%,23.36%, 21.90%,-,003bc3
13135,24.79%, 3.35%, 60.72%,35.93%, 35.93%,-,085b9a
13137,19.83%, 5.31%, 57.26%,37.43%, 37.43%,-,0d5f92
13139,56.64%, 7.55%, 74.54%,17.9%, 17.90%,-,132dbe
13141,84.86%, 2.16%, 91.35%,6.49%, 6.49%,-,0510e8
13143,28.71%,-, 34.78%,65.22%, 63.50%,-,00a658
13145,90.28%,-, 94.81%,5.19%, 4.54%,-,000df1
13147,27.43%,-, 62.96%,37.04%, 35.53%,-,005ea0
13149,76.58%,-, 87.38%,12.63%, 10.80%,-,0020de
13151,61.52%, 2.23%, 79.64%,18.13%, 18.13%,-,052ecb
13153,92.00%, 3.00%, 95.00%,2.0%,-,-,0705f2
13155,79.96%,-, 89.35%,10.64%, 9.39%,-,001be3
13157,31.95%, 2.65%, 64.65%,32.7%, 32.70%,-,0653a4
13159,95.18%,-, 96.99%,3.01%,-,-,0007f7
13161,63.72%, 5.60%, 79.06%,15.34%, 15.34%,-,0e27c9
13163,35.61%, 3.31%, 66.15%,30.54%, 30.54%,-,084da8
13165,85.57%, 3.02%, 91.28%,5.7%, 5.70%,-,070ee8
13167,48.25%, 5.75%, 71.25%,23.0%, 23.00%,-,0e3ab5
13169,87.50%, 5.92%, 93.42%,0.66%,-,-,0f01ee
13171,0%,-,-,0.0%,-,-,000000
13173,0%,-,-,0.0%,-,-,000000
13175,82.99%,-, 90.52%,9.48%, 7.52%,-,0018e6
13177,91.56%, 3.11%, 94.67%,2.22%, 2.22%,-,0705f1
13179,48.74%, 8.12%, 70.31%,21.57%, 21.57%,-,1437b3
13181,81.44%,-, 90.72%,9.28%, 9.28%,-,0017e7
13183,0%,-,-,0.0%,-,-,000000
13185,89.62%, 2.65%, 93.49%,3.86%, 3.86%,-,0609ee
13187,40.00%, 6.52%, 66.74%,26.74%, 26.74%,-,1044aa
13189,42.75%, 2.33%, 70.21%,27.46%, 27.46%,-,0546b3
13191,85.37%,-, 91.87%,8.129999999999999%, 6.50%,-,0014ea
13193,63.30%, 3.69%, 79.81%,16.5%, 16.50%,-,092acb
13195,57.81%,-, 78.01%,21.990000000000002%, 20.19%,-,0038c6
13197,67.23%, 5.07%, 81.08%,13.85%, 13.85%,-,0c23ce
13199,78.75%, 2.66%, 88.05%,9.3%, 9.30%,-,0617e0
13201,86.50%, 2.45%, 92.02%,5.52%, 5.52%,-,060eea
13205,74.92%,-, 87.46%,12.54%, 12.54%,-,001fdf
13207,84.68%, 2.34%, 91.17%,6.49%, 6.49%,-,0510e8
13209,86.42%, 5.60%, 92.03%,2.37%, 2.37%,-,0e06ea
13211,83.61%, 4.01%, 89.80%,6.19%, 6.19%,-,0a0fe4
13213,7.96%, 9.18%, 49.39%,41.43%, 41.43%,-,17697d
13215,87.06%, 2.59%, 92.23%,5.18%, 5.18%,-,060deb
13217,83.30%, 6.06%, 89.36%,4.57%, 4.57%,-,0f0be3
13219,7.20%,-, 53.47%,46.53%, 46.27%,-,007688
13221,54.55%, 9.09%, 72.73%,18.18%, 18.18%,-,172eb9
13223,17.14%, 2.86%, 40.00%,57.14%, 57.14%,-,079166
13225,0%,-,-,0.0%,-,-,000000
13227,14.33%, 20.31%, 32.68%,47.01%, 47.01%,-,337753
13229,52.87%, 10.96%, 70.96%,18.09%, 18.09%,-,1b2eb4
13231,67.39%, 3.70%, 81.85%,14.46%, 14.46%,-,0924d0
13233,13.04%, 2.81%, 55.11%,42.08%, 42.08%,-,076b8c
13235,91.64%,-, 95.07%,4.93%, 3.43%,-,000cf2
13237,96.18%,-, 97.66%,2.34%,-,-,0005f9
13239,88.41%, 3.05%, 92.68%,4.27%, 4.27%,-,070aec
13241,44.86%, 3.50%, 70.68%,25.82%, 25.82%,-,0841b4
13243,74.88%, 8.97%, 83.85%,7.18%, 7.18%,-,1612d5
13245,71.74%, 7.76%, 81.99%,10.25%, 10.25%,-,131ad1
13247,77.13%, 2.23%, 87.45%,10.32%, 10.32%,-,051ade
13249,82.55%,-, 90.64%,9.37%, 8.09%,-,0017e7
13251,52.02%, 3.39%, 74.31%,22.29%, 22.29%,-,0838bd
13253,0%,-,-,0.0%,-,-,000000
13255,85.63%, 3.22%, 91.20%,5.58%, 5.58%,-,080ee8
13257,73.11%, 2.94%, 85.08%,11.97%, 11.97%,-,071ed8
13259,91.39%, 3.57%, 94.96%,1.47%,-,-,0903f2
13261,93.60%, 2.29%, 95.89%,1.81%,-,-,0504f4
13263,66.36%,-, 82.44%,17.56%, 16.08%,-,002cd2
13265,67.86%, 7.14%, 80.36%,12.5%, 12.50%,-,121fcc
13267,40.91%, 2.11%, 69.40%,28.49%, 28.49%,-,0548b0
13269,53.39%, 3.72%, 74.84%,21.44%, 21.44%,-,0936be
13271,91.95%, 2.73%, 94.68%,2.59%, 2.59%,-,0606f1
13273,88.45%, 4.66%, 93.11%,2.23%, 2.23%,-,0b05ed
13275,71.12%, 4.13%, 83.50%,12.38%, 12.38%,-,0a1fd4
13277,88.85%,-, 94.43%,5.57%, 5.57%,-,000ef0
13279,59.72%, 4.74%, 77.49%,17.77%, 17.77%,-,0c2dc5
13281,4.57%, 16.95%, 43.81%,39.24%, 39.24%,-,2b646f
13283,0%,-,-,0.0%,-,-,000000
13285,88.28%,-, 93.36%,6.640000000000001%, 5.08%,-,0010ee
13287,70.09%, 6.84%, 81.62%,11.54%, 11.54%,-,111dd0
13289,91.10%, 3.99%, 95.09%,0.92%,-,-,0a02f2
13291,10.50%, 13.39%, 48.55%,38.05%, 38.05%,-,22617b
13293,52.03%,-, 75.42%,24.580000000000002%, 23.39%,-,003ec0
13295,26.40%, 15.47%, 55.47%,29.06%, 29.06%,-,274a8d
13297,51.46%, 3.35%, 74.06%,22.59%, 22.59%,-,0839bc
13299,86.20%, 5.07%, 91.27%,3.66%, 3.66%,-,0c09e8
13301,57.85%, 3.20%, 77.33%,19.48%, 19.48%,-,0831c5
13303,78.67%,-, 88.51%,11.49%, 9.83%,-,001de1
13305,80.46%, 5.75%, 87.36%,6.9%, 6.90%,-,0e11de
13307,12.46%,-, 43.48%,56.519999999999996%, 55.94%,-,00906e
13309,0%,-,-,0.0%,-,-,000000
13311,15.38%, 4.03%, 55.68%,40.29%, 40.29%,-,0a668d
13313,24.98%, 7.74%, 58.62%,33.64%, 33.64%,-,135595
13315,87.17%, 2.64%, 92.27%,5.1%, 5.10%,-,060deb
13317,81.40%,-, 90.50%,9.5%, 9.09%,-,0018e6
13319,91.21%, 3.10%, 94.32%,2.58%, 2.58%,-,0706f0
13321,71.82%, 2.04%, 84.89%,13.07%, 13.07%,-,0521d8
15001,0%,-,-,0.0%,-,-,000000
15003,0%,-,-,0.0%,-,-,000000
15005,0%,-,-,0.0%,-,-,000000
15007,0%,-,-,0.0%,-,-,000000
15009,0%,-,-,0.0%,-,-,000000
16001,3.14%, 32.00%, 25.71%,36.3%, 35.14%,-,515c41
16003,12.05%, 39.81%, 27.76%,20.700000000000003%, 19.44%,-,653446
16005,17.22%, 48.04%, 30.82%,12.59%, 12.42%,-,7a204e
16007,14.23%, 50.96%, 36.73%,12.31%, 10.99%,-,811f5d
16009,0%,-,-,0.0%,-,-,000000
16011,20.25%, 47.91%, 27.66%,15.39%, 15.39%,-,7a2746
16013,0.29%, 35.95%, 36.24%,14.41%, 13.50%,-,5b245c
16015,4.15%, 29.38%, 33.53%,23.419999999999998%, 22.74%,-,4a3b55
16017,4.58%, 17.23%, 25.56%,31.58%, 30.22%,-,2b5041
16019,10.27%, 38.71%, 28.44%,21.330000000000002%, 20.67%,-,623648
16021,0%,-,-,0.0%,-,-,000000
16023,0%,-,-,0.0%,-,-,000000
16025,0%,-,-,0.0%,-,-,000000
16027,5.00%, 22.25%, 29.38%,38.14%, 34.38%, 3.76%,38614a
16029,0%,-,-,0.0%,-,-,000000
16031,20.15%, 46.66%, 26.51%,15.39%, 14.76%,-,762743
16033,0%,-,-,0.0%,-,-,000000
16035,11.19%, 23.71%, 34.90%,23.33%, 21.93%,-,3c3b58
16037,14.72%, 27.42%, 42.14%,20.19%, 19.85%,-,45336b
16039,7.90%, 27.09%, 34.99%,25.52%, 24.93%,-,454159
16041,0%,-,-,0.0%,-,-,000000
16043,16.88%, 44.70%, 27.81%,16.580000000000002%, 16.42%,-,712a46
16045,0%,-,-,0.0%,-,-,000000
16047,0%,-,-,0.0%,-,-,000000
16049,16.11%, 23.09%, 39.19%,22.950000000000003%, 21.76%,-,3a3a63
16051,0%,-,-,0.0%,-,-,000000
16053,0%,-,-,0.0%,-,-,000000
16055,9.74%, 23.47%, 34.81%,27.42%, 25.07%, 2.35%,3b4558
16057,8.35%, 17.32%, 28.87%,42.55%, 37.22%, 5.33%,2c6c49
16059,12.06%, 33.47%, 45.52%,11.110000000000001%, 10.81%,-,551c74
16061,17.01%, 16.97%, 44.02%,28.92%, 27.01%,-,2b4970
16063,2.04%, 23.41%, 30.29%,33.68000000000001%, 32.34%,-,3b554d
16065,0%,-,-,0.0%,-,-,000000
16067,0%,-,-,0.0%,-,-,000000
16069,13.32%, 24.27%, 38.86%,27.119999999999997%, 25.54%,-,3d4563
16071,25.13%, 60.41%, 35.29%,0.61%,-,-,9a0159
16073,3.42%, 33.84%, 37.25%,22.73%, 21.88%,-,56395e
16075,0%,-,-,0.0%,-,-,000000
16077,0%,-,-,0.0%,-,-,000000
16079,4.65%, 27.68%, 32.33%,23.48%, 22.93%,-,463b52
16081,0%,-,-,0.0%,-,-,000000
16083,1.70%, 20.08%, 32.55%,32.76%, 30.85%,-,335353
16085,0%,-,-,0.0%,-,-,000000
16087,9.34%, 25.32%, 37.25%,29.48%, 27.91%,-,404b5e
17001,22.24%, 19.16%, 48.74%,28.18%, 26.50%,-,30477c
17003,1.40%, 41.79%, 40.39%,15.579999999999998%, 14.79%,-,6a2766
17005,3.67%, 33.56%, 37.23%,29.22%, 21.12%, 6.06%,554a5e
17007,7.14%, 36.96%, 14.67%,45.31%, 44.11%,-,5e7325
17009,36.07%, 16.48%, 58.74%,24.78%, 22.66%,-,2a3f95
17011,10.25%, 19.84%, 30.59%,43.57%, 40.84%, 2.39%,326f4e
17013,18.80%, 30.62%, 49.43%,19.94%, 12.64%, 5.25%,4e327e
17015,7.78%, 38.36%, 26.71%,32.89%, 30.58%, 2.12%,615344
17017,27.10%, 17.14%, 52.99%,27.42%, 25.89%,-,2b4587
17019,0.21%, 25.62%, 35.43%,38.949999999999996%, 35.65%,-,41635a
17021,23.18%, 25.30%, 48.48%,21.45%, 18.57%, 2.70%,40367b
17023,11.17%, 34.17%, 45.34%,20.490000000000002%, 16.98%, 2.59%,573473
17025,7.00%, 37.36%, 44.37%,18.259999999999998%, 14.37%,-,5f2e71
17027,35.81%, 20.48%, 56.29%,17.65%, 16.32%,-,342d8f
17029,12.06%, 26.86%, 40.98%,30.14%, 28.92%,-,444c68
17031,8.24%, 17.44%, 30.44%,39.85%, 38.68%,-,2c654d
17033,20.54%, 22.30%, 47.41%,30.29%, 26.87%, 2.20%,384d78
17035,19.85%, 28.78%, 48.63%,22.59%, 20.12%,-,49397c
17037,25.53%, 24.28%, 21.44%,51.480000000000004%, 49.81%,-,3d8336
17039,11.30%, 28.49%, 39.79%,29.21%, 27.64%,-,484a65
17041,5.53%, 31.03%, 36.56%,32.42%, 28.59%, 2.60%,4f525d
17043,24.28%, 14.27%, 28.09%,55.22%, 52.37%, 2.70%,248c47
17045,14.18%, 32.84%, 47.02%,20.13%, 16.81%,-,533377
17047,0.04%, 33.99%, 27.04%,38.980000000000004%, 34.03%, 4.16%,566344
17049,36.50%, 23.25%, 59.76%,16.98%, 14.43%,-,3b2b98
17051,20.26%, 24.51%, 46.04%,29.439999999999998%, 25.79%, 2.28%,3e4b75
17053,18.72%, 22.44%, 27.91%,49.650000000000006%, 46.63%, 2.10%,397e47
17055,5.80%, 36.12%, 41.92%,14.96%, 12.58%,-,5c266a
17057,5.10%, 20.33%, 35.06%,32.63%, 29.96%, 2.07%,335359
17059,20.77%, 33.78%, 54.55%,8.23%, 6.53%,-,56148b
17061,35.62%, 21.82%, 57.44%,18.189999999999998%, 17.04%,-,372e92
17063,11.39%, 29.17%, 24.77%,42.25%, 40.56%,-,4a6b3f
17065,17.10%, 31.33%, 48.44%,20.23%, 16.85%,-,4f337b
17067,23.20%, 20.84%, 48.80%,27.87%, 25.60%, 2.19%,35477c
17069,2.97%, 43.60%, 40.63%,12.81%, 9.65%, 2.84%,6f2067
17071,6.44%, 27.84%, 30.97%,41.19%, 37.41%, 2.19%,46694e
17073,24.95%, 20.29%, 24.22%,51.4%, 49.17%,-,33833d
17075,6.45%, 24.83%, 32.92%,42.26%, 39.37%, 2.04%,3f6b53
17077,6.93%, 35.49%, 42.42%,18.66%, 17.09%,-,5a2f6c
17079,20.66%, 31.11%, 51.77%,17.12%, 13.82%, 2.87%,4f2b84
17081,21.21%, 27.73%, 48.94%,21.18%, 19.56%,-,46367c
17083,25.73%, 29.33%, 55.06%,15.62%, 13.34%,-,4a278c
17085,8.77%, 22.58%, 40.77%,34.1%, 32.00%, 2.01%,395667
17087,2.50%, 35.07%, 32.57%,30.11%, 27.68%, 2.22%,594c53
17089,37.24%, 12.67%, 23.05%,61.519999999999996%, 60.29%,-,209c3a
17091,4.42%, 36.41%, 29.01%,34.58%, 31.99%,-,5c5849
17093,37.42%, 20.14%, 20.03%,59.82%, 57.56%,-,339833
17095,25.11%, 16.72%, 26.35%,53.07%, 51.46%,-,2a8743
17097,24.25%, 21.59%, 24.09%,49.92%, 48.33%,-,377f3d
17099,0.60%, 24.56%, 35.56%,36.67%, 34.97%,-,3e5d5a
17101,17.54%, 30.39%, 47.93%,18.48%, 14.55%, 3.65%,4d2f7a
17103,11.68%, 23.03%, 31.00%,45.97%, 42.68%,-,3a754f
17105,1.12%, 26.40%, 36.01%,37.59%, 34.89%,-,435f5b
17107,21.68%, 20.85%, 48.19%,28.53%, 26.50%,-,35487a
17109,15.53%, 26.90%, 42.44%,28.07%, 25.60%, 2.38%,44476c
17111,9.08%, 31.82%, 25.69%,42.48%, 40.90%,-,516c41
17113,4.79%, 30.23%, 35.02%,31.07%, 28.44%, 2.46%,4d4f59
17115,3.74%, 27.33%, 36.12%,34.160000000000004%, 32.38%,-,45575c
17117,26.42%, 21.11%, 47.53%,23.55%, 20.82%, 2.19%,353c79
17119,9.48%, 30.57%, 40.04%,19.85%, 17.89%,-,4d3266
17121,17.66%, 20.10%, 44.26%,29.34%, 26.60%, 2.51%,334a70
17123,13.40%, 20.97%, 44.72%,34.32%, 31.32%,-,355772
17125,29.73%, 23.00%, 52.73%,24.259999999999998%, 20.84%, 2.23%,3a3d86
17127,19.82%, 48.06%, 21.47%,30.459999999999997%, 28.24%,-,7a4d36
17129,19.75%, 19.53%, 48.19%,32.28%, 28.44%,-,31527a
17131,9.83%, 19.20%, 32.07%,44.29%, 41.89%, 2.22%,307051
17133,1.11%, 45.42%, 44.31%,10.27%, 9.48%,-,731a70
17135,18.62%, 27.07%, 45.69%,21.45%, 18.20%, 2.97%,453674
17137,20.55%, 19.34%, 48.11%,30.01%, 27.57%, 2.10%,314c7a
17139,20.28%, 23.37%, 46.96%,29.66%, 26.69%,-,3b4b77
17141,10.47%, 29.86%, 25.95%,44.199999999999996%, 40.33%, 2.97%,4c7042
17143,3.93%, 11.78%, 37.98%,43.099999999999994%, 41.91%,-,1e6d60
17145,16.19%, 28.34%, 44.53%,22.580000000000002%, 18.89%, 3.25%,483971
17147,7.13%, 28.41%, 37.84%,33.75%, 30.71%, 2.00%,485660
17149,25.71%, 25.18%, 50.90%,20.099999999999998%, 17.65%, 2.25%,403381
17151,18.13%, 45.81%, 27.68%,26.509999999999998%, 24.47%,-,744346
17153,20.55%, 51.27%, 30.73%,15.55%, 14.26%,-,82274e
17155,10.88%, 27.56%, 29.00%,43.440000000000005%, 39.88%,-,466e49
17157,26.14%, 24.24%, 50.38%,20.56%, 18.31%, 2.11%,3d3480
17159,25.22%, 23.17%, 48.39%,25.380000000000003%, 21.80%, 3.47%,3b407b
17161,16.41%, 15.66%, 26.14%,44.279999999999994%, 42.55%,-,277042
17163,10.32%, 31.53%, 41.85%,16.95%, 15.71%,-,502b6a
17165,16.58%, 27.79%, 44.37%,19.700000000000003%, 18.10%,-,463271
17167,11.11%, 20.07%, 42.25%,32.62%, 31.14%,-,33536b
17169,25.12%, 24.88%, 50.00%,25.12%, 20.25%, 3.79%,3f407f
17171,26.64%, 27.90%, 54.53%,17.57%, 15.41%,-,472c8b
17173,26.68%, 23.65%, 50.33%,26.02%, 20.77%, 3.35%,3c4280
17175,16.41%, 23.46%, 28.59%,47.95%, 45.00%,-,3b7a48
17177,4.13%, 15.09%, 42.49%,40.05%, 38.37%,-,26666c
17179,14.95%, 13.66%, 47.35%,34.19%, 32.40%,-,225778
17181,33.14%, 27.22%, 60.36%,12.42%, 10.44%,-,451f99
17183,0.45%, 32.25%, 31.80%,31.88%, 28.43%, 3.22%,525151
17185,25.11%, 25.29%, 50.41%,22.139999999999997%, 18.08%, 3.94%,403880
17187,9.17%, 15.34%, 34.86%,45.82%, 44.03%,-,277458
17189,8.27%, 30.80%, 39.06%,26.95%, 24.99%,-,4e4463
17191,14.07%, 28.19%, 42.26%,29.56%, 25.20%, 2.97%,474b6b
17193,19.18%, 31.94%, 51.11%,13.52%, 11.16%, 2.15%,512282
17195,24.74%, 18.64%, 25.89%,55.480000000000004%, 50.63%, 3.58%,2f8d42
17197,20.13%, 19.87%, 28.13%,49.21%, 48.26%,-,327d47
17199,0.53%, 34.63%, 35.16%,22.6%, 19.05%, 2.70%,583959
17201,34.73%, 19.36%, 17.37%,55.980000000000004%, 54.09%,-,318e2c
17203,12.21%, 18.67%, 45.06%,36.27%, 32.84%,-,2f5c72
18001,42.54%, 19.08%, 61.62%,19.29%, 15.23%, 3.31%,30319d
18003,23.77%, 18.43%, 46.63%,26.790000000000003%, 22.87%, 3.24%,2e4476
18005,23.66%, 20.26%, 48.26%,28.48%, 24.60%, 3.65%,33487b
18007,11.67%, 30.42%, 42.09%,27.5%, 23.51%, 3.04%,4d466b
18009,13.50%, 11.04%, 45.67%,36.21%, 32.17%, 4.04%,1c5c74
18011,18.81%, 17.55%, 48.74%,33.72%, 29.93%, 2.32%,2c557c
18013,39.09%, 19.74%, 58.83%,21.43%, 16.38%, 3.37%,323696
18015,16.54%, 30.03%, 46.57%,23.400000000000002%, 18.96%, 2.70%,4c3b76
18017,13.95%, 16.54%, 46.48%,36.980000000000004%, 32.53%, 2.18%,2a5e76
18019,12.72%, 11.88%, 48.93%,37.17%, 36.21%,-,1e5e7c
18021,23.03%, 20.45%, 45.12%,24.89%, 22.09%, 2.38%,343f73
18023,15.01%, 30.52%, 45.52%,20.900000000000002%, 17.92%, 2.64%,4d3574
18025,18.54%, 24.79%, 43.33%,27.1%, 20.26%, 6.69%,3f456e
18027,11.89%, 31.62%, 43.51%,19.72%, 16.73%, 2.37%,50326e
18029,30.20%, 25.93%, 56.13%,15.17%, 13.31%,-,42268f
18031,15.67%, 24.43%, 43.44%,32.13%, 27.78%, 2.51%,3e516e
18033,18.40%, 18.11%, 44.53%,30.32%, 26.13%, 3.93%,2e4d71
18035,2.07%, 16.44%, 35.13%,38.67%, 33.06%, 5.19%,296259
18037,53.20%, 14.81%, 68.01%,14.83%, 13.47%,-,2525ad
18039,2.02%, 10.38%, 37.22%,44.99%, 39.24%, 4.87%,1a725e
18041,6.00%, 25.63%, 36.20%,32.42%, 30.21%,-,41525c
18043,9.46%, 9.65%, 46.66%,38.790000000000006%, 37.20%,-,186276
18045,17.36%, 28.84%, 46.19%,22.38%, 19.72%, 2.27%,493975
18047,34.63%, 23.37%, 58.00%,18.64%, 15.85%, 2.01%,3b2f93
18049,13.42%, 32.18%, 45.60%,22.21%, 15.65%, 4.80%,523874
18051,13.45%, 30.98%, 44.44%,20.55%, 17.36%, 3.09%,4e3471
18053,3.46%, 30.22%, 33.68%,25.96%, 16.76%, 7.79%,4d4255
18055,14.17%, 25.11%, 39.28%,21.59%, 18.20%,-,403764
18057,3.06%, 31.86%, 34.93%,33.22%, 26.01%, 5.66%,515459
18059,24.39%, 14.77%, 51.90%,30.67%, 27.51%, 2.98%,254e84
18061,19.94%, 20.23%, 47.34%,29.779999999999998%, 27.40%, 2.09%,334b78
18063,15.94%, 26.15%, 43.10%,30.75%, 27.17%, 2.58%,424e6d
18065,2.70%, 32.12%, 34.82%,27.4%, 20.09%, 6.58%,514558
18067,7.24%, 24.35%, 31.95%,31.19%, 24.71%, 5.13%,3e4f51
18069,13.52%, 28.20%, 41.72%,26.71%, 21.21%, 5.34%,47446a
18071,35.10%, 16.25%, 56.91%,23.75%, 21.81%,-,293c91
18073,1.64%, 37.54%, 39.18%,23.28%, 21.04%,-,5f3b63
18075,18.92%, 20.38%, 44.29%,31.86%, 25.37%, 6.33%,335170
18077,14.85%, 30.46%, 45.31%,21.56%, 18.38%, 3.08%,4d3673
18079,17.63%, 27.06%, 44.69%,25.95%, 23.77%,-,454271
18081,26.97%, 16.82%, 52.59%,30.59%, 25.62%, 3.84%,2a4e86
18083,16.85%, 28.76%, 45.61%,16.47%, 13.49%, 2.10%,492974
18085,9.99%, 24.47%, 39.02%,33.6%, 29.03%, 4.25%,3e5563
18087,4.81%, 21.58%, 35.11%,43.300000000000004%, 39.92%, 2.73%,376e59
18089,2.76%, 29.61%, 29.38%,34.26%, 32.37%,-,4b574a
18091,19.32%, 24.87%, 44.62%,26.86%, 25.31%,-,3f4471
18093,6.92%, 23.87%, 37.70%,32.6%, 30.79%,-,3c5360
18095,12.22%, 11.24%, 42.37%,34.04%, 30.15%, 2.89%,1c566c
18097,16.93%, 18.22%, 44.22%,29.75%, 27.29%,-,2e4b70
18099,23.13%, 20.21%, 48.31%,28.71%, 25.18%, 3.24%,33497b
18101,15.40%, 32.28%, 47.68%,20.029999999999998%, 18.31%,-,523379
18103,18.29%, 19.03%, 44.92%,30.43%, 26.62%, 3.38%,304d72
18105,16.31%, 25.19%, 43.48%,31.33%, 27.16%, 2.36%,404f6e
18107,13.07%, 33.43%, 46.51%,17.96%, 15.17%, 2.70%,552d76
18109,22.47%, 24.23%, 46.70%,25.75%, 22.13%, 3.15%,3d4177
18111,2.79%, 34.12%, 36.92%,28.96%, 24.22%, 3.67%,57495e
18113,17.89%, 22.89%, 45.81%,31.3%, 27.92%,-,3a4f74
18115,13.04%, 36.02%, 49.07%,14.91%, 10.65%, 3.46%,5b267d
18117,7.16%, 35.27%, 42.43%,22.3%, 19.68%,-,59386c
18119,24.95%, 21.19%, 48.32%,25.69%, 23.37%,-,36417b
18121,2.68%, 36.25%, 38.93%,18.189999999999998%, 13.11%, 4.87%,5c2e63
18123,21.95%, 14.25%, 52.90%,32.85%, 30.96%,-,245386
18125,10.76%, 34.76%, 45.53%,12.870000000000001%, 11.22%,-,582074
18127,3.69%, 35.28%, 31.59%,30.33%, 29.00%,-,594d50
