id,1924,1928,1932,1936,1940,1944,1948,1956,1964,1968,1972,1992
1035,1508e0,8f006f,0c00f2,0901f3,0500f9,1302e8,0bf300,51109c,cf2f00,08b636,be023d,63167f
1037,620399,9a0064,2902d2,2505d4,3001cc,4301b9,3ec000,6c038e,b94500,16bd29,c40138,68197b
1039,1310da,74008a,0600f7,0900f4,0900f5,1400ea,0df100,4c0ba6,d12d00,10dd0f,d90124,7c225b
1041,1703e3,6c0092,0d00ea,0900f4,0700f6,0e00ef,06f800,300dc1,c83600,09d121,b90440,701773
1043,730c7e,a60058,3d05bc,4e00af,5900a4,5b01a1,53ab00,70008d,946a00,49a310,ca0132,7e245b
1045,3404c5,72008c,1000ee,1200eb,2000dd,2102da,24da00,58079f,d52900,0fd516,d40228,832752
1047,060fe9,4400ba,0701f6,0004fa,0c00f2,0c00f1,0bf300,6e2b64,e31b00,138663,9a0360,600e8f
1049,880076,970067,72028a,6d0091,5600a7,5f009e,6e9000,7e0080,936b00,5b8b15,b50048,7c2061
1051,2904d0,92006c,0b00df,0a00eb,0800f6,0e00f0,10ee00,4c139e,d52900,11c325,cb052d,8e224d
1053,1b09da,9d0060,1200ec,0900f4,0b00f2,1c01e0,19e500,4910a5,bd4100,10c823,d1022a,76205f
1055,540d9c,960167,2c02d0,2c01d1,2601d7,3303c7,35c900,5c049e,966800,23af25,ba0341,68197b
1057,690392,980066,4302b9,3e01be,4101bb,5a00a3,5ba300,7e017e,b54900,21bf1b,d50029,6c1e73
1059,000bf3,8f006f,5801a4,60019d,5b00a2,670097,708e00,80007e,8f6f00,46a510,bf033c,671780
1061,4706b1,81007d,1800e6,1900e5,1f01de,2801d4,22dc00,4906af,cd3100,08e90b,d70126,7d225d
1063,0004fa,0f00ef,0003f4,0500f8,1400ea,0f00ee,0cf200,4b0aa8,a75700,0b638f,4b05ae,2a0ac9
1065,0601f6,4600b8,0d00f1,0004fa,0004fa,0600f8,0af400,430dae,c53900,0c8e61,970a5d,541493
1067,2c09c9,7d0080,0500f8,0004fa,0800f6,0600f7,0bf300,280ec7,d32b00,00cb2e,ca0132,741a6e
1069,1d0bd5,750089,0900f4,0f01ee,1b00e2,1301ea,22dc00,621587,e01e00,0fd516,d40227,941d4b
1071,4d08a8,950068,3a00c3,3500c8,3200cc,4100bd,41bd00,4700b6,768800,1bc617,a80650,4c218f
1073,3c1fa2,83007a,1f00d9,1802e4,2601d7,3001cd,30ce00,7f0f70,b94500,318445,ad0749,7f126b
1075,3003ca,5c00a2,1a00e3,1300eb,1701e6,2101db,1ce200,4102bb,b84600,0fe10d,cd012f,781c69
1077,4207b5,5600a8,1d01e0,1302e9,1701e6,2001dd,24da00,3501c7,798500,27b51d,b60740,671e78
1079,5102ab,7d0081,2200dc,2a00d3,2c01d1,3a00c3,32cc00,4801b4,7f7f00,13d316,c0003d,4e238c
1081,1013da,690095,0c01f1,0a00f3,0900f4,0f00ee,20de00,5008a6,c83600,2d9536,bf043b,792062
1083,150ade,3100cd,0900f4,0901f4,0700f6,0b00f2,0ef000,1f00de,708e00,15cf15,ba053e,742a5f
1085,000af4,3300cb,0004fa,0002fc,0002fc,0005f9,00fe00,453385,d42a00,128e60,6c068c,410ead
1087,1401e8,650098,0e00ef,0800f6,0800f6,1200ec,17e700,7c0b77,629c00,0a40b1,5405a5,2008d3
1089,2405d5,7f007f,1a02e2,1501e8,1700e6,1500e8,21dd00,3e02be,847a00,409227,bb043f,79285c
1091,0004fa,4800b6,0500f3,0003fb,0700f7,0c01f1,08f600,540f9b,d12d00,0c9060,a50455,65147f
1093,0002fc,7d0081,2f03cb,4003bb,4805b1,660097,53ab00,770186,b14d00,2dc20b,d90124,6d1a76
1095,620497,84007a,2f05c9,2d00d0,2d01cf,4300bb,41bd00,5202a9,8f6f00,29c20e,bd033d,742463
1097,4810a5,740089,2501d7,1603e5,2302d8,3a02c1,31cd00,850b6e,b44a00,1dab33,ba063d,811a61
1099,0009f5,71008d,0800f6,0003fb,0004fa,0500f8,00fe00,410bb2,cf2f00,0db53a,be033c,801365
1101,0b13df,5300ab,0a00f3,0005f9,0005f9,0a01f3,1ce200,762b5d,c03e00,249542,b70541,78166e
1103,2a1eb6,8b0073,1d04dd,1201eb,1501e7,2202d9,1de100,4505b3,906e00,22c015,c30436,7a2c57
1105,0603f5,4400ba,0600f2,0003fb,0600f7,0b00f3,07f700,561f89,cb3300,0e7f70,7d027f,5009a2
1107,1c03de,61009d,1301de,0f01ee,1301ea,1f01de,0fef00,590f95,d12d00,0cb739,ab0151,711576
1109,0006f8,3b00c3,0500f9,0004fa,0900f4,0906ef,0cf200,420eae,d72700,14b82f,c30337,7b176a
1111,5503a6,960068,4101bc,3801c5,3700c6,4702b5,45b900,5401a8,9f5f00,1fbf18,bf0539,771c67
1113,060fe8,4603b4,0500f8,0701f6,0005f9,0d00f1,0df100,4808ae,c13d00,0fab3d,aa0350,5a168c
1115,810a73,a80055,640297,60019d,61019c,60019d,5aa400,7d057c,b44a00,2ab916,cb062d,921e4c
1117,740c7d,970165,4302b8,3e02be,4000be,5201ab,53ab00,840872,c03e00,28b71a,cf0629,ad1a36
1119,0805f1,2800d6,0005f9,0004fa,0800f6,0b00f2,0bf300,581195,cc3200,10727b,7d017f,410eae
1121,4205b6,7b0082,2700d6,1c00d9,1e00e0,2d01cf,28d600,6f048b,b44a00,1ab72a,ba0142,7a1967
1123,0001fd,670097,0900f4,0900f5,0700f6,0900f4,10ee00,4403b7,c23c00,19c31c,c80431,86195e
1125,160dda,4d00b1,0d01ef,0d01f0,1000ee,1a02e1,1ee000,5c0b97,af4f00,22a731,b20645,781e67
1127,650e8b,750089,3f02bd,3903c2,4000be,5201aa,4eb000,660197,946a00,22bd19,c80233,611c80
1129,1404e5,6a0094,0e00ef,0a01f2,0a00f3,1200eb,05f900,4d08a9,b24c00,08cb28,be003f,66197e
1131,0005f9,3600c8,0004fa,0002fc,0003fb,0600f8,00fe00,562286,ea1400,0d905f,71028b,5008a5
1133,9b075c,c1003d,7e017f,860077,8b0073,9f015e,a45a00,a70057,b54900,648b0b,db0022,8c1c56
2013,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2016,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2020,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2050,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2060,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2068,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2070,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2090,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2100,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2105,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2110,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2122,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2130,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2150,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2164,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2170,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2180,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2185,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2188,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2195,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2198,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2220,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2230,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2240,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2261,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2270,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2275,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2282,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
2290,000000,000000,000000,000000,000000,000000,000000,000000,000000,0,000000,000000
4001,7b156d,83007b,5f009f,4501b7,5100ad,5e00a0,640099,a1005d,790085,7f1865,800776,401b9c
4003,61415b,92016b,4000b1,3201c5,4300ba,5300ab,5e0798,8f006f,74008a,742464,a30753,5d3c61
4005,733d4e,960167,4903b1,4b01ab,62009b,71008d,780284,a1005c,840079,97174e,9b075b,523871
4007,584d59,81007d,4600af,3b00bc,4f00ae,5101ac,5105a7,82007c,5900a5,5e207e,8b0969,4f4068
4009,542882,6e008f,3202c9,2708ce,4401b9,5200ab,5b02a1,950069,7c0082,782c59,99154f,6d3059
4011,4c2191,6b0192,3102cb,1f03db,3800c5,4500b8,3a12b2,650099,4300bb,4512a5,740585,5c326c
4012,000000,000000,000000,000000,000000,000000,5505a4,000000,000000,772164,000000,524c5c
4013,712a62,9e005f,5603a4,4901ab,630199,6e008f,760682,a0005e,890075,961750,b00944,684053
4015,605f3e,990163,3b00b9,3d01b6,5e00a0,6c0091,6d048c,9b0062,7a0083,832456,af0b43,554f53
4017,6d4b46,8c0072,4c00a0,4003ba,5500a9,5e009f,660395,a70056,80007e,822852,9a0c58,523170
4019,6b454e,91006c,58009f,5303a8,660097,73008a,79067e,9f005f,760088,811267,730487,573074
4021,68375f,880076,3c02bf,3f00b7,4f00ae,62019b,60039a,870077,690095,6c1d74,99085c,50406b
4023,652276,7c0082,4603b5,4a00ae,63009b,5b00a2,6b0390,970067,6e0090,7a1170,850474,5f2d6e
4025,6a5043,93006b,4905b0,4701aa,62019a,71018c,7a057e,a70057,91006c,952047,a70c4a,64464e
4027,6a4d46,970067,3d00b6,3601be,4f00ae,5700a6,5505a4,7a0084,73008b,772164,a10c50,69345e
5001,5c1191,680095,2502d7,2400d9,3c03be,5f009e,373f87,7f037b,890074,3c7e43,bb0142,521496
5003,4e0ea2,5b00a2,1100ec,1000ee,1700e7,1d00e0,1426c3,460fa8,8e006e,2f8d41,c2003b,47189c
5005,452593,6c028f,2704d3,5201aa,5c01a1,6a0093,500f9f,890173,670097,7e3848,b40347,5b2f71
5007,5e1f80,920369,3e00b9,670195,6f038b,880076,710c80,a0015c,82007b,7f3f40,c60037,7c245c
5009,5f1589,780185,3403c7,4d00b0,4502b6,62009c,4c0fa2,850178,6d0090,734a41,bd0040,6b246c
5011,4a10a4,3a00c4,0f00ef,0a00f4,0f00ef,1600e8,183fa6,4e03ad,73008a,2a874d,b1014b,4e149b
5013,330ebd,4001bc,0b01f1,0a00f4,0d00f1,1e00e0,0c1dd5,4002bc,61009a,218d50,a30159,621883
5015,610d8f,870176,4102ba,5c00a2,660098,71008d,69098c,940169,82007c,823b41,b20646,652b6c
5017,4e04ab,4d00b1,0e00f0,0f00ef,1700e7,2500d8,1d5789,4c0aa7,660097,276275,a80056,3e11af
5019,401ba3,5500a9,0e01ef,1600e7,2200dc,3d00c0,2626b1,670394,4f00ae,3a6261,980164,4414a4
5021,651385,760187,2b01d1,4e00af,5e0099,6b0092,480baa,6a0292,5f009d,605b42,b0004e,3b14ae
5023,431aa1,650297,1a03e1,4301b9,4e02ae,670294,360dba,750088,5000ae,4f6549,ab0053,5b2082
5025,3609bf,680096,0f00ef,0a00f4,0e00f0,2200dc,143eac,4303b8,780084,20b42a,b60048,55198e
5027,3108c4,4200bc,0801f5,0800f6,0f00ee,2700d7,125398,6e0986,870075,3b764c,b80045,601c7b
5029,551494,4d00b0,1901e3,2100dd,1d00e1,4900b5,2c1ab8,61019b,5b00a2,4d4c64,94006a,511893
5031,4a189c,790184,1e02de,2c01d1,3701c5,4a00b4,2537a1,660394,61009c,526e3d,a80056,5a168a
5033,57297e,780086,3503c5,4201bb,4c05ad,650197,561395,860176,7a0083,606737,cf022d,6c2669
5035,1605e2,2700d7,0004fa,0002fc,0900f5,3100cd,0eb13f,810e6e,7c0080,3b7053,b50049,580c90
5037,351aae,3300cb,0a01f3,1202e9,2300da,3400c9,176b7b,5705a1,770086,308845,b9083c,541594
5039,4405b5,5300aa,1000ed,1100ed,1400e1,2d00d1,1638af,5a049f,780083,2e7857,9a0064,5e1688
5041,363a8d,3b00c2,0c01f1,0900f5,1801e4,2200db,1339b2,4903b2,5d00a0,2b6e65,aa0053,3a11ad
5043,5903a1,4100bd,1901e3,0d00f0,1905e0,3000ce,165097,59069e,82007a,387d48,bc0042,4e1897
5045,4013ab,4500b9,2204d8,2a00d3,2b00d2,4600b7,2c16bc,680195,5800a5,416657,970067,5f1883
5047,3a1ea5,5d019f,1f00d8,2701d6,2a00d4,4600b7,2f0dc1,680194,5d009f,4a753f,be0040,5e2579
5049,4909ab,6b0092,2900d5,5000ae,4702b4,70008d,4607b0,730289,5400a9,5c534e,ad0051,432198
5051,5f1886,7c0081,2900d5,4a02b2,4c00b2,5d00a1,512786,9f035b,750088,605747,bc033e,5b1885
5053,271cba,4b00b3,0800f6,2100dd,2100dd,3b00c3,182fb6,610597,6d008c,2b983b,ab0151,5d1c83
5055,3c2b97,690194,1302e9,2f00cf,2f00ce,4300ba,2511c7,5901a3,5200ab,5a5f45,ba0044,48199c
5057,4d139e,4d00b1,1900e5,1200ec,2000de,3900c5,20538b,710389,6b0091,3e6e51,b4004a,441d9c
5059,4a1d96,860077,1502e7,3700c6,3700c6,5601a7,3319b2,72028a,62009a,388343,a40257,481d97
5061,3a1da6,6a0193,1600e8,2800d5,3601c7,4500b9,1e1fc0,790282,89006d,516943,b60048,58178d
5063,4218a3,6d0090,2101dc,3e00bf,4901b4,660098,3d18a8,7f017e,5a00a3,5a5a4a,a70056,541c8c
5065,3d07b9,6e008f,2302d9,3c00c2,4100bd,5100ac,2706d0,4b00b2,4a00b2,4f5e50,a3005a,451b9c
5067,400db0,4f01ae,1200ec,2100dd,2502d7,2600d8,1a12d2,4201ba,4f00ad,31814b,aa0054,3f16a7
5069,38299c,680095,2301d9,0f00ee,2100dc,4600b7,243c9d,740782,6e008e,336a60,9d0060,3c10af
5071,3225a6,5e019e,2500d0,2d03ce,2e01cf,4f00ae,3b12b1,770285,5300aa,535457,aa0054,562284
5073,3e1ba5,4d00b1,1700e6,1200ec,1a04e0,2200dc,146d7d,5d0a96,7e007f,2f7955,b70046,4c2091
5075,3b279c,63009a,1504e4,2b01d2,4001bc,5600a8,2f10be,660394,5c00a1,497342,b1004d,4e1798
5077,5900a5,1f00df,0500f8,0c00f1,1600e7,3200cc,10945a,580a9b,6a0094,2b636f,a40158,410fac
5079,3a01c2,2500d9,0900f5,0a00f4,1802e3,1e00e0,391da8,5102ab,5c00a2,208c51,ac0052,4216a4
5081,510da0,5400a9,1301ea,2701d6,3202ca,4000be,1c4c96,600797,5b00a2,397154,b2004c,422794
5083,512e7f,6c0092,3302c8,3900c5,4500b9,5b00a2,480caa,780185,61009b,5b544e,b60147,642375
5085,3c0bb6,4300ba,0e00ef,1900e4,2500d9,4000be,202eb0,5c089a,7c0082,378442,ac0151,641980
5087,77097e,9c0161,6d048c,770087,7c0081,8a0074,820379,880076,6b0092,783551,a3005b,6c1c74
5089,3627a0,5e019e,2500cc,4d02af,4303b7,5302a9,3e07b9,71008c,640099,6c444d,a90450,523670
5091,2c30a2,640099,1302e9,1b00e2,2701d5,4000be,1b459e,6d0789,72008b,3f7946,be0040,5b277a
5093,3f07b7,3a01c3,0e02ed,0f00ef,1a00e3,3e00bf,1f4897,630595,6a0094,476552,be023d,4b0fa0
5095,4214a8,5200ab,1601e7,1100ec,1400ea,2e00d0,20439b,6a078d,760087,297a5b,a10558,4f1599
5097,681a7c,91016b,1e04db,4e03ad,4700b6,60009e,300ebf,860275,60009d,596441,ad044c,522782
5099,4c248e,6e0090,1300ea,2300da,2301da,3b00c2,1d3da4,5a02a2,62009a,367355,ad0051,4e1d90
5101,9c1250,b40149,5b049e,860078,870275,90006d,80037b,a3005b,7c007e,81324b,b2004c,6a256c
5103,690491,650099,1e00df,1500e9,1600e8,2100dd,1936af,5803a2,5500a8,2f6c63,9f005e,4c1998
5105,532e7c,6c0091,1500e9,3700c7,3500c9,4900b5,2e25aa,6f028c,6f008d,526646,a2005b,541d8a
5107,3207c5,3000cd,0b02f1,0a01f3,1900e5,3200cc,1c8e53,67078f,670097,2f5f6f,960167,4510a7
5109,510f9d,780185,1b00e3,3800c6,4c01b0,4f01ad,3012bc,790183,71008c,557632,bb0240,5f1c82
5111,3a15ae,5500a8,0d03ed,2301d9,2300db,1c00e2,1d3aa6,5903a2,5900a5,458336,c60236,48169e
5113,50248a,880373,1e00d5,4e04ab,5002ac,6d018f,4214a8,940168,6f008e,66583f,be043b,612b6f
5115,3616b2,5c01a1,1a02e1,1d00e1,2b01d2,4700b6,341dad,72018b,5600a2,61514b,ac0052,731c6d
5117,530e9d,60019d,1501e8,2c00d1,3c00c1,4a00b3,273c9b,5f019d,71008b,318f3e,b60048,4a1b98
5119,481f97,5800a6,2301d9,1a00e4,2b00d2,4400b9,3d3a87,820676,7b0082,545257,a0005d,581093
5121,5209a2,5500a8,1701e5,3200cc,3702c5,4100bc,240bcf,62019b,5300aa,4a6152,a0005e,47179e
5123,4b0aa8,4e01af,0d04ec,0b01f1,1904e0,3500c8,157277,720c80,7a0084,2c765b,a8074e,4e129d
5125,2222ba,4a00b4,0c03ee,3003cb,1f01de,3201ca,2224b8,680294,630099,3b7d46,a2015b,641b7d
5127,542089,63019a,2100ca,3d00c1,4201ba,4700b7,2f09c5,8f016d,60009e,575c4a,c1003d,5e227c
5129,991550,b1014b,770285,90006e,90006d,9b0062,740684,b80144,840079,903736,c80036,71206b
5131,542485,840179,3302c9,3300ca,4501b8,5c00a1,541892,92016b,8e006f,71513b,cf002f,6c266a
5133,2e2fa0,4a00b4,1202e9,3101cc,2c01d1,3800c6,2523b6,6e018e,5e00a0,50634a,b20249,512082
5135,350eba,61009d,1801e5,3b02c0,4700b6,5901a3,330ebd,660493,650097,535f4b,b1004c,582085
5137,521597,6f038b,2f00c9,5100ac,61019b,790282,550b9d,750088,660095,5e5d42,ab0052,542384
5139,2a18bb,5600a7,0a02f1,0e00ef,1700e7,2600d7,1f34aa,650c8d,8a0071,487441,c30139,641a78
5141,4c0fa2,63009a,3702c4,4600b8,4500b9,5f009f,4c0fa3,7d0180,60009c,5b544f,9d015f,5a1e84
5143,5b148e,8f016d,3a04c0,5001ad,61039a,7e017f,671a7d,9b0162,660097,7c3b47,b40049,6c1c75
5145,461d9a,740189,1d01df,2c00d1,3401c8,5800a6,2d21b0,6f018e,6d008f,516a43,ab0151,641b7c
5147,3d07b9,4700b7,1102eb,2501d7,2101dc,2a00d3,1c558c,5e059b,5e009f,2b7959,9d035d,3110bc
5149,300ec0,4601b7,1e00df,1e00e0,1700e7,3a00c4,2a0fc4,670096,4e00af,575e51,a90055,531f8a
6001,9c520f,a60255,6f0284,5903a2,6f038c,6a0193,760e79,850078,5500a9,5f1189,6d058c,3427a0
6003,e00815,f0000e,78067f,760088,a90154,ae0050,c30c2e,cb0033,93006b,971453,a20656,594b56
6005,63702b,70008d,4004ba,3b03c0,5302a8,5e029d,630992,7d0180,5400aa,6b1f73,880e68,5a4b57
6007,6b731f,9a0460,4a05a5,5105a7,670394,770186,7d0c74,940168,7b0083,901953,920e5d,5e3c61
6009,647426,890173,4903ab,4503b5,660196,6e018f,77097e,93006a,6a0094,851c5d,9a0e55,5a4859
6011,6f5831,8f016d,4608b0,4703b3,650197,6d0090,750584,870077,64009a,831367,920a61,753651
6013,8b6211,990361,5f0296,4402b8,5e029d,5b00a3,670b8c,81007c,5c00a1,711576,8a066e,4b3081
6015,86511e,8e016e,4e03a3,640397,880372,8c0071,8a0b69,870076,5c00a2,75186e,841961,544663
6017,48971e,70028b,3a03bb,3a03c0,5203a9,640198,6d0c84,880175,640099,7c1c65,8a0b69,654452
6019,706d21,8a0371,4203b2,3503c6,4b02b0,5a01a2,5e0a95,6e008f,5700a7,6f1478,800876,672a6b
6021,72691d,a50157,4f09a5,5203a8,6f028c,7d0180,820676,84007a,750089,891c58,961058,6e414d
6023,905c12,b10448,6b048a,5b02a0,6d028e,6d0090,780b7b,860078,5500a8,751374,7c0c75,4d347a
6025,80621c,ac034f,4904ab,61029a,760285,890174,860672,8e006f,7a0084,861a5d,9e0759,622a6f
6027,796520,920468,4e04a4,5c029f,71028b,81007d,8e0a66,a80055,760088,8a1b58,ad0947,6f3c51
6029,755e2a,9f025c,4002b3,3d03be,5f029d,70018d,6a058f,82007b,690095,761b6c,990b59,723456
6031,7f4d32,830378,440ab0,3c03bf,5002ab,5701a5,5e0798,6b0092,4d00b0,6d1779,900b63,6a3063
6033,725e25,a60354,58069f,7c037f,880274,8c0171,920d5f,a50058,6f008f,7c1769,8c0c66,493f73
6035,677422,90006d,4406b3,3202ca,4c01b0,5600a7,5608a0,6c0091,5700a7,681d78,810d70,5e4953
6037,a74512,b30249,620391,5003aa,670394,6c0190,761077,8d0070,6c0092,790e77,8b086b,4a2d85
6039,6c6c20,8b0270,4006b2,3904c1,4f03ac,650197,600994,6b0092,5200ac,6f137b,860870,6e335b
6041,88670f,920269,610192,5502a6,7b0380,790084,910c61,a80056,61009d,7f0b6f,840574,3b2c94
6043,666632,8c046e,4605ad,3d03bd,5702a4,70018c,8e0a65,990064,6c0092,7f1965,8f0b64,5b445d
6045,8f501e,a10558,59089c,5b049f,6c038f,750089,800d70,91006d,5800a6,761671,820e6e,374480
6047,86561a,990362,4505ab,4104b9,5c029f,690194,6c068c,750089,4f00af,681481,8a076c,5d3868
6049,6f5639,90016d,4509af,5703a4,60019c,73008a,760780,870076,690095,851662,950e5a,634552
6051,885125,9d005a,5703a4,5602a5,750386,9b0063,a50b4d,bc0042,8e0070,a31643,aa094b,5b4957
6053,9b461d,a0015c,640490,60029b,70028c,740188,810875,970066,60009d,7f126b,910864,4f3577
6055,8b5919,92016a,5e0699,610399,750386,790184,86096f,8e016f,5e009f,6f1b73,98085e,4a3e73
6057,6b7715,840277,5303a1,4403b7,5303a8,71028b,770f77,980065,6e0090,831763,8b1063,643f59
6059,ab3716,ca0232,75067b,6e048c,8d026e,91016c,9b075c,aa0252,8e0070,a1104c,ae0c44,6f3c50
6061,5d9010,7d037e,4107b6,3802c3,4f03ac,5d019f,5e0b95,750089,5600a8,6c167a,800974,6a3c55
6063,538f1b,740084,3701c1,3203c8,4402b7,4c00b2,530d9d,6a0093,4b00b3,5f1886,760e7a,5c415f
6065,9e4515,c60235,800473,7c037f,830378,890273,8d0a66,9e015f,6e0090,861462,930961,5e3c62
6067,688411,81027a,4607b0,3303c8,4e02ad,5401a9,600994,73008b,5700a7,6a1181,7c0879,5a336f
6069,885422,960068,56059b,5d039d,7d017f,860077,8d056b,970066,63009a,791273,920c5f,523f6b
6071,914f17,be023d,710580,630397,70038a,760286,7b0979,91006d,6d0091,7f1865,980c5a,5e3a62
6073,7c7110,ab0251,690388,5903a1,6e028d,730189,7e0779,a40059,80007e,8f125b,9d0957,5b435e
6075,797410,7d037e,5003a4,3e03bc,640397,63019a,741079,83017a,4900b5,550e98,6a058e,2d16b8
6077,7c671b,9b0260,5203a1,4103ba,760286,780085,7d0977,8b0073,61009d,7a176c,8d0d64,603369
6079,7c6418,9b045f,4805a7,5f049b,730388,7c0181,880b6b,950168,660098,82106a,8e0867,584261
6081,8c640d,960265,65028f,5403a7,760285,7d0081,900965,9b0063,5a00a4,6f1078,860474,452e89
6083,a44217,b1024b,610392,5f039b,71028a,760088,940961,a40159,70008e,880d66,8c086a,59376c
6085,935812,a2025a,79027d,670295,7d027e,770185,870b6b,960067,5d00a0,740d7b,840674,48367d
6087,9b4c17,ae024d,66078c,750484,810379,890273,930d5e,a2005c,690095,811168,7f0976,373094
6089,6a7320,850475,3c03b7,4903b1,4e03ad,680096,650890,6f008e,5200ac,67187e,770c7b,694350
6091,63811a,830278,4003b0,3902c2,5201aa,650198,6e0a85,80007d,5400aa,751277,79077e,5d4658
6093,677818,8d036d,4402b0,4b03b0,5b02a1,6b0192,6c0889,7e017e,5c00a2,751474,830c6f,524465
6095,7a6c18,850276,4d06ab,3502c7,4802b3,4b00b2,5507a1,6a0094,4d00b1,581d88,89086c,4b357c
6097,8e551a,980264,5b029b,630299,840277,80007d,8c0c66,9d0060,61009c,7c136d,8b0969,3d3886
6099,904f18,ab0350,5c0095,5a03a0,760384,780382,7b0979,7b0082,5600a8,730f7a,830774,5e3768
6101,7f621c,890273,4109b3,4704b2,6b0291,7f017e,850672,a0015c,83007b,971551,9f0b54,7f304d
6103,75641d,a70051,57019a,620498,70038b,790183,820a72,890074,64009a,781c69,7c186a,5a475b
6105,5d772a,7c0078,3506ba,4e05ab,5803a2,6b0192,720f7c,80017c,5c00a1,6d216e,810d70,4f5853
6107,814e2e,a20259,52019f,4e03ac,6d038e,7d017f,770780,850078,650099,851464,98095c,742f59
6109,6d721e,8b006d,4c03a9,4302b9,5a03a0,6a0192,7a0c77,840079,5d00a1,79186d,8a086b,594261
6111,a63e1a,b20249,5f0495,5b02a1,6b0291,660197,6b078b,7f007e,680096,821268,a10a53,5a445e
6113,736625,91016c,4b06ac,4c03af,660295,6a0193,6f0985,7a0083,4d00b1,610f8b,6b068d,472d87
6115,74651c,7f017d,4205b2,3d04bd,5703a4,6b0092,77087e,8e006f,6b0092,7a1d66,910c61,6e3657
8001,8f343b,a0035a,5d0197,610598,7f017d,8a0073,680393,850277,4d00af,6f1a73,9b075c,4c4170
