id,margin,nixon,mcgovern,other,other2,hex_color
19133,19.07%, 58.91%,39.830000000000005,1.26%,0,960365
19135,14.95%, 56.73%,41.78,1.49%,0,90036a
19137,46.88%, 72.69%,25.799999999999997,1.51%,0,b90341
19139,25.80%, 61.84%,36.04,2.12%,0,9d055b
19141,39.18%, 68.87%,29.689999999999998,1.44%,0,af034b
19143,26.13%, 62.56%,36.419999999999995,1.02%,0,9f025c
19145,54.36%, 76.43%,22.069999999999993,1.5%,0,c20338
19147,4.88%, 51.78%,46.9,1.32%,0,840377
19149,22.03%, 60.57%,38.53,0.9%,0,9a0262
19151,16.35%, 57.19%,40.84,1.97%,0,910568
19153,8.35%, 52.95%,44.61,2.44%, 2.25%,870671
19155,40.94%, 69.32%,28.38000000000001,2.3%, 2.21%,b00548
19157,12.34%, 55.33%,42.99,1.68%,0,8d046d
19159,38.18%, 68.54%,30.36999999999999,1.09%,0,ae024d
19161,23.93%, 61.41%,37.49,1.1%,0,9c025f
19163,17.37%, 57.41%,40.050000000000004,2.54%, 2.42%,920666
19165,27.85%, 62.93%,35.08,1.99%,0,a00559
19167,57.34%, 78.27%,20.930000000000007,0.8%,0,c70235
19169,8.53%, 53.56%,45.03,1.41%,0,880372
19171,15.37%, 56.96%,41.589999999999996,1.45%,0,91036a
19173,41.40%, 70.16%,28.760000000000005,1.08%,0,b20249
19175,27.14%, 62.47%,35.34,2.19%, 2.06%,9f055a
19177,27.92%, 63.18%,35.260000000000005,1.56%,0,a10359
19179,5.24%, 51.19%,45.93,2.8800000000000003%, 2.70%,820775
19181,17.10%, 57.26%,40.17,2.57%, 2.50%,920666
19183,29.71%, 64.12%,34.42,1.46%,0,a30357
19185,25.60%, 62.00%,36.4,1.6%,0,9e045c
19187,13.95%, 55.96%,42.019999999999996,2.02%,0,8e056b
19189,29.63%, 64.48%,34.849999999999994,0.67%,0,a40158
19191,14.12%, 56.23%,42.11000000000001,1.66%,0,8f046b
19193,16.37%, 57.34%,40.97,1.69%,0,920468
19195,11.43%, 55.31%,43.87,0.82%,0,8d026f
19197,20.92%, 59.73%,38.82,1.45%,0,980362
20001,41.07%, 69.47%,28.400000000000006,2.13%,0,b10548
20003,43.87%, 70.86%,26.980000000000004,2.16%,0,b40544
20005,38.02%, 67.83%,29.799999999999997,2.37%,0,ac064b
20007,50.87%, 74.26%,23.39,2.35%, 2.06%,bd053b
20009,40.59%, 68.87%,28.269999999999996,2.86%, 2.54%,af0748
20011,42.03%, 70.09%,28.060000000000002,1.85%,0,b20447
20013,59.93%, 78.92%,18.989999999999995,2.09%,0,c90530
20015,38.90%, 67.39%,28.489999999999995,4.12%, 3.53%,ab0a48
20017,55.81%, 76.04%,20.22999999999999,3.73%, 3.02%,c10933
20019,58.93%, 78.00%,19.08,2.92%, 2.77%,c60730
20021,35.78%, 67.03%,31.239999999999995,1.73%,0,aa044f
20023,54.59%, 75.51%,20.929999999999993,3.56%, 3.25%,c00935
20025,55.33%, 76.03%,20.700000000000003,3.27%, 2.40%,c10834
20027,58.89%, 78.42%,19.53,2.05%,0,c70531
20029,35.09%, 66.38%,31.28,2.34%,0,a9054f
20031,53.51%, 75.70%,22.200000000000003,2.1%,0,c10538
20033,56.57%, 77.18%,20.61999999999999,2.2%,0,c40534
20035,46.00%, 70.51%,24.519999999999996,4.97%, 4.37%,b30c3e
20037,17.85%, 58.02%,40.16,1.82%,0,930466
20039,44.88%, 70.22%,25.340000000000003,4.4399999999999995%, 3.78%,b30b40
20041,52.71%, 75.34%,22.64,2.02%,0,c00539
20043,59.46%, 78.40%,18.929999999999993,2.67%, 2.42%,c70630
20045,13.33%, 55.64%,42.31,2.05%,0,8d056b
20047,32.69%, 64.54%,31.83999999999999,3.62%, 3.16%,a40951
20049,54.65%, 76.02%,21.38000000000001,2.6%, 2.35%,c10636
20051,13.76%, 55.67%,41.91,2.42%, 2.10%,8d066a
20053,33.08%, 65.20%,32.11999999999999,2.68%, 2.12%,a60651
20055,34.43%, 65.66%,31.24000000000001,3.1%, 2.65%,a7074f
20057,36.92%, 67.12%,30.19999999999999,2.6799999999999997%, 2.15%,ab064d
20059,47.84%, 72.71%,24.870000000000005,2.42%,0,b9063f
20061,42.20%, 70.02%,27.810000000000002,2.17%,0,b20546
20063,43.30%, 69.86%,26.549999999999997,3.59%, 3.02%,b20943
20065,48.47%, 73.32%,24.85000000000001,1.83%,0,ba043f
20067,49.48%, 73.19%,23.72,3.09%, 2.34%,ba073c
20069,40.54%, 69.15%,28.61,2.2399999999999998%, 2.07%,b00548
20071,45.77%, 68.49%,22.72,8.790000000000001%, 8.15%,ae1639
20073,52.05%, 74.49%,22.440000000000012,3.07%, 2.34%,bd0739
20075,39.10%, 67.26%,28.159999999999997,4.58%, 3.79%,ab0b47
20077,54.71%, 75.71%,21.010000000000005,3.2800000000000002%, 2.56%,c10835
20079,38.39%, 67.23%,28.83,3.94%, 3.42%,ab0a49
20081,45.10%, 71.55%,26.450000000000003,2.0%,0,b60543
20083,41.86%, 68.40%,26.549999999999997,5.050000000000001%, 3.93%,ae0c43
20085,46.49%, 71.98%,25.489999999999995,2.5300000000000002%, 2.14%,b70640
20087,48.25%, 72.69%,24.450000000000003,2.86%, 2.23%,b9073e
20089,50.40%, 74.04%,23.64999999999999,2.31%,0,bc053c
20091,50.46%, 74.14%,23.679999999999993,2.18%,0,bd053c
20093,44.58%, 70.87%,26.299999999999997,2.83%, 2.18%,b40743
20095,41.23%, 68.90%,27.669999999999987,3.4299999999999997%, 3.03%,af0846
20097,56.46%, 76.35%,19.88000000000001,3.77%, 2.64%,c20932
20099,32.27%, 64.76%,32.489999999999995,2.75%, 2.37%,a50752
20101,50.39%, 73.21%,22.830000000000013,3.96%, 3.18%,ba0a3a
20103,37.96%, 67.70%,29.739999999999995,2.56%, 2.31%,ac064b
20105,53.76%, 75.57%,21.820000000000007,2.6100000000000003%, 2.47%,c00637
20107,48.61%, 73.41%,24.810000000000002,1.78%,0,bb043f
20109,44.26%, 69.99%,25.74000000000001,4.27%, 4.09%,b20a41
20111,41.37%, 69.67%,28.310000000000002,2.02%,0,b10548
20113,43.51%, 70.56%,27.039999999999992,2.4%,0,b30644
20115,47.78%, 72.17%,24.39999999999999,3.43%, 3.20%,b8083e
20117,37.78%, 67.68%,29.889999999999986,2.4299999999999997%, 2.28%,ac064c
20119,51.66%, 74.56%,22.92,2.52%, 2.00%,be063a
20121,40.81%, 69.04%,28.22999999999999,2.73%, 2.51%,b00647
20123,45.54%, 71.59%,26.060000000000002,2.3499999999999996%, 2.07%,b60542
20125,50.49%, 73.66%,23.159999999999997,3.18%, 2.89%,bb083b
20127,54.44%, 76.12%,21.689999999999998,2.19%,0,c20537
20129,50.03%, 72.68%,22.639999999999986,4.68%, 4.12%,b90b39
20131,30.79%, 64.06%,33.25999999999999,2.6799999999999997%, 2.55%,a30654
20133,31.99%, 65.06%,33.06999999999999,1.87%,0,a50454
20135,39.40%, 68.37%,28.959999999999994,2.67%, 2.18%,ae0649
20137,53.92%, 75.80%,21.879999999999995,2.3200000000000003%, 2.12%,c10537
20139,44.54%, 71.11%,26.569999999999993,2.3200000000000003%, 2.08%,b50543
20141,49.06%, 73.42%,24.36,2.22%,0,bb053e
20143,48.04%, 72.94%,24.909999999999997,2.15%,0,b9053f
20145,35.00%, 65.83%,30.840000000000003,3.33%, 2.72%,a7084e
20147,54.58%, 76.15%,21.58,2.27%, 2.09%,c20537
20149,49.34%, 73.51%,24.179999999999993,2.31%, 2.16%,bb053d
20151,44.63%, 71.20%,26.569999999999993,2.23%,0,b50543
20153,45.05%, 70.46%,25.41000000000001,4.13%, 3.95%,b30a40
20155,30.58%, 63.81%,33.22,2.9699999999999998%, 2.03%,a20754
20157,45.77%, 71.80%,26.040000000000006,2.16%,0,b70542
20159,34.78%, 66.22%,31.450000000000003,2.33%,0,a80550
20161,34.43%, 66.16%,31.72,2.12%,0,a80550
20163,45.34%, 71.74%,26.39,1.87%,0,b60443
20165,33.16%, 65.25%,32.08,2.67%,0,a60651
20167,50.26%, 73.81%,23.549999999999997,2.64%, 2.31%,bc063c
20169,39.23%, 68.74%,29.510000000000005,1.75%,0,af044b
20171,52.74%, 74.30%,21.570000000000007,4.13%, 3.27%,bd0a37
20173,35.03%, 65.74%,30.710000000000008,3.55%, 3.05%,a7094e
20175,57.51%, 77.27%,19.77000000000001,2.96%, 2.52%,c50732
20177,35.64%, 66.75%,31.120000000000005,2.13%,0,aa054f
20179,33.05%, 64.40%,31.33999999999999,4.26%, 3.92%,a40a4f
20181,45.25%, 69.92%,24.679999999999993,5.4%, 5.15%,b20d3e
20183,50.90%, 74.26%,23.36999999999999,2.37%,0,bd063b
20185,43.36%, 70.35%,27.0,2.65%,0,b30644
20187,46.96%, 71.54%,24.569999999999993,3.8899999999999997%, 3.51%,b6093e
20189,52.65%, 74.48%,21.83,3.69%, 3.10%,bd0937
20191,41.75%, 68.08%,26.340000000000003,5.58%, 5.12%,ad0e43
20193,39.96%, 67.73%,27.75999999999999,4.51%, 4.24%,ac0b46
20195,36.56%, 66.91%,30.36,2.73%, 2.39%,aa064d
20197,56.17%, 76.83%,20.67,2.5%, 2.25%,c30634
20199,53.18%, 73.22%,20.040000000000006,6.74%, 6.46%,ba1133
20201,52.46%, 75.13%,22.66000000000001,2.21%,0,bf0539
20203,44.54%, 69.89%,25.36,4.75%, 4.49%,b20c40
20205,52.94%, 74.80%,21.870000000000005,3.33%, 2.85%,be0837
20207,47.51%, 72.59%,25.08,2.33%,0,b9053f
20209,9.18%, 52.70%,43.519999999999996,3.7800000000000002%, 2.91%,86096e
21001,40.66%, 69.77%,29.11,1.12%,0,b1024a
21003,40.77%, 69.83%,29.060000000000002,1.11%,0,b2024a
21005,27.14%, 62.62%,35.47,1.91%,0,9f045a
21007,4.24%, 49.92%,45.68,4.3999999999999995%, 4.14%,7f0b74
21009,27.70%, 62.60%,34.91,2.49%, 2.37%,9f0659
21011,17.43%, 58.47%,41.04,0.49%,0,950168
21013,33.43%, 66.06%,32.620000000000005,1.32%,0,a80353
21015,46.30%, 71.55%,25.24000000000001,3.21%, 3.07%,b60840
21017,25.75%, 62.02%,36.279999999999994,1.7%,0,9e045c
21019,32.81%, 65.92%,33.099999999999994,0.98%,0,a80254
21021,28.34%, 63.66%,35.32000000000001,1.02%,0,a2025a
21023,29.82%, 64.30%,34.480000000000004,1.22%,0,a30357
21025,18.30%, 40.65%,58.95,0.4%,0,670196
21027,29.71%, 64.25%,34.53,1.22%,0,a30358
21029,22.38%, 59.80%,37.43000000000001,2.7699999999999996%, 2.53%,98075f
21031,55.16%, 77.03%,21.870000000000005,1.1%,0,c40237
21033,36.10%, 66.32%,30.220000000000013,3.46%, 3.12%,a9084d
21035,19.46%, 59.17%,39.72,1.11%,0,960265
21037,38.85%, 68.01%,29.14999999999999,2.8400000000000003%, 2.62%,ad074a
21039,14.16%, 55.75%,41.58,2.67%, 2.29%,8e066a
21041,3.11%, 47.71%,50.81,1.48%,0,790381
21043,22.16%, 60.68%,38.52,0.8%,0,9a0262
21045,59.52%, 78.83%,19.310000000000002,1.86%,0,c90431
21047,28.63%, 63.34%,34.709999999999994,1.95%,0,a10458
21049,37.75%, 68.43%,30.669999999999987,0.9%,0,ae024e
21051,40.43%, 69.99%,29.560000000000002,0.45%,0,b2014b
21053,59.66%, 79.59%,19.929999999999993,0.48%,0,ca0132
21055,44.19%, 71.52%,27.33,1.15%,0,b60245
21057,53.56%, 76.42%,22.849999999999994,0.73%,0,c2013a
21059,34.53%, 65.64%,31.11,3.25%, 2.88%,a7084f
21061,52.21%, 75.70%,23.489999999999995,0.81%,0,c1023b
21063,31.21%, 34.04%,65.25999999999999,0.7%,0,5601a6
21065,39.37%, 69.42%,30.060000000000002,0.52%,0,b1014c
21067,35.39%, 66.54%,31.14,2.32%, 2.07%,a9054f
21069,25.84%, 62.38%,36.54,1.08%,0,9f025d
21071,10.47%, 44.20%,54.66,1.14%,0,70028b
21073,15.94%, 56.88%,40.949999999999996,2.17%,0,910568
21075,26.57%, 61.32%,34.739999999999995,3.94%, 3.77%,9c0a58
21077,7.94%, 53.38%,45.43,1.19%,0,880373
21079,36.55%, 67.49%,30.940000000000012,1.57%,0,ac044e
21081,31.68%, 64.03%,32.349999999999994,3.62%, 3.41%,a30952
21083,23.73%, 60.38%,36.64,2.98%, 2.63%,99075d
21085,37.90%, 67.99%,30.10000000000001,1.91%,0,ad044c
21087,38.62%, 68.82%,30.210000000000008,0.97%,0,af024d
21089,20.43%, 59.70%,39.269999999999996,1.03%,0,980264
21091,32.33%, 64.61%,32.290000000000006,3.1%, 2.73%,a40752
21093,35.30%, 65.93%,30.629999999999995,3.4400000000000004%, 3.24%,a8084e
21095,19.83%, 59.42%,39.589999999999996,0.99%,0,970264
21097,20.80%, 59.70%,38.9,1.4%,0,980363
21099,21.47%, 60.31%,38.849999999999994,0.84%,0,990263
21101,22.81%, 60.68%,37.87,1.45%,0,9a0360
21103,6.32%, 52.49%,46.169999999999995,1.34%,0,850375
21105,17.99%, 56.66%,38.660000000000004,4.680000000000001%, 4.48%,900b62
21107,38.54%, 68.67%,30.120000000000005,1.21%,0,af034c
21109,84.60%, 92.18%,7.579999999999998,0.24%,0,eb0013
21111,23.03%, 60.41%,37.39,2.2%, 2.02%,9a055f
21113,48.68%, 72.91%,24.230000000000004,2.86%, 2.54%,b9073d
21115,45.16%, 72.25%,27.090000000000003,0.66%,0,b80145
21117,36.10%, 66.66%,30.560000000000002,2.7800000000000002%, 2.50%,a9074d
21119,30.21%, 34.50%,64.71000000000001,0.79%,0,5702a5
21121,46.69%, 72.93%,26.239999999999995,0.83%,0,b90242
21123,24.27%, 61.53%,37.26,1.21%,0,9c035f
21125,52.00%, 75.63%,23.64,0.73%,0,c0013c
21127,21.82%, 60.48%,38.660000000000004,0.86%,0,9a0262
21129,37.06%, 68.22%,31.150000000000006,0.63%,0,ad014f
21131,56.33%, 77.88%,21.55000000000001,0.57%,0,c60136
21133,18.13%, 58.54%,40.4,1.06%,0,950267
21135,44.08%, 71.57%,27.49000000000001,0.94%,0,b60246
21137,31.25%, 65.03%,33.78999999999999,1.18%,0,a50356
21139,21.79%, 59.96%,38.18,1.86%,0,980461
21141,18.04%, 57.86%,39.82,2.3200000000000003%, 2.06%,930565
21143,19.49%, 58.52%,39.04,2.44%, 2.33%,950663
21145,18.92%, 57.69%,38.77,3.54%, 3.29%,930962
21147,63.36%, 80.56%,17.200000000000003,2.24%, 2.04%,cd052b
21149,31.36%, 65.10%,33.74000000000001,1.16%,0,a60256
21151,32.81%, 65.60%,32.790000000000006,1.61%,0,a70453
21153,5.12%, 52.39%,47.28,0.33%,0,850078
21155,0.40%, 49.74%,49.339999999999996,0.92%,0,7e027d
21157,20.46%, 59.16%,38.690000000000005,2.15%, 2.03%,960562
21159,57.24%, 77.87%,20.629999999999995,1.5%,0,c60334
21161,17.72%, 58.46%,40.73,0.81%,0,950267
21163,23.25%, 60.93%,37.68,1.39%,0,9b0360
21165,10.01%, 43.89%,53.9,2.21%, 2.06%,6f0589
21167,34.53%, 66.08%,31.560000000000002,2.3600000000000003%, 2.18%,a80650
21169,18.16%, 58.55%,40.400000000000006,1.05%,0,950267
21171,65.75%, 82.57%,16.820000000000007,0.61%,0,d2012a
21173,26.45%, 62.63%,36.19,1.18%,0,9f035c
21175,8.31%, 45.56%,53.879999999999995,0.56%,0,740189
21177,26.18%, 62.33%,36.160000000000004,1.51%,0,9e035c
21179,10.22%, 53.54%,43.32,3.14%, 2.77%,88086e
21181,14.21%, 56.22%,42.0,1.78%,0,8f046b
21183,44.57%, 71.75%,27.17,1.08%,0,b60245
21185,38.69%, 68.00%,29.319999999999993,2.68%, 2.46%,ad064a
21187,11.13%, 54.92%,43.8,1.28%,0,8c036f
21189,67.86%, 83.68%,15.819999999999993,0.5%,0,d50128
21191,36.17%, 67.28%,31.11,1.61%,0,ab044f
21193,19.58%, 59.37%,39.79,0.84%,0,970265
21195,13.61%, 56.46%,42.86,0.68%,0,8f016d
21197,17.72%, 58.40%,40.67,0.93%,0,940267
21199,54.63%, 76.99%,22.370000000000005,0.64%,0,c40139
21201,3.91%, 51.01%,47.09,1.9%,0,820478
21203,55.53%, 77.31%,21.769999999999996,0.92%,0,c50237
21205,19.71%, 59.45%,39.739999999999995,0.81%,0,970265
21207,54.08%, 76.48%,22.39,1.13%,0,c30239
21209,32.09%, 64.76%,32.66999999999999,2.5700000000000003%, 2.37%,a50653
21211,29.99%, 64.19%,34.19,1.62%,0,a30457
21213,26.29%, 62.57%,36.28,1.15%,0,9f025c
21215,39.23%, 68.75%,29.53,1.72%,0,af044b
21217,36.56%, 67.79%,31.239999999999995,0.97%,0,ac024f
21219,22.38%, 59.25%,36.86,3.8899999999999997%, 3.53%,97095d
21221,7.58%, 52.95%,45.37,1.68%,0,870473
21223,10.40%, 54.61%,44.22,1.17%,0,8b0270
21225,18.38%, 58.67%,40.29,1.04%,0,950266
21227,35.03%, 66.78%,31.739999999999995,1.48%,0,aa0350
21229,20.39%, 58.70%,38.309999999999995,2.99%, 2.62%,950761
21231,30.65%, 64.83%,34.19,0.98%,0,a50257
21233,16.43%, 57.57%,41.13,1.3%,0,920368
21235,50.64%, 74.91%,24.260000000000005,0.83%,0,bf023d
21237,1.10%, 48.83%,49.92,1.25%,0,7c037f
21239,43.82%, 70.34%,26.53,3.13%, 3.03%,b30743
22001,34.83%, 63.83%,28.989999999999995,7.180000000000001%, 5.40%,a21249
22003,25.75%, 59.41%,33.650000000000006,6.94%, 5.33%,971155
22005,19.57%, 54.48%,34.91,10.61%, 8.69%,8a1b59
22007,26.49%, 58.93%,34.709999999999994,6.36%, 6.36%,961058
22009,26.26%, 57.76%,34.400000000000006,7.84%, 7.84%,931357
22011,45.20%, 69.41%,24.210000000000008,6.38%, 4.80%,b0103d
22013,26.04%, 58.99%,32.94,8.07%, 6.76%,961453
22015,60.81%, 78.63%,17.820000000000007,3.5500000000000003%, 2.72%,c8092d
22017,47.92%, 71.68%,23.75999999999999,4.5600000000000005%, 4.08%,b60b3c
22019,22.01%, 57.72%,35.71000000000001,6.569999999999999%, 5.52%,93105b
22021,60.03%, 76.99%,16.960000000000008,6.05%, 4.41%,c40f2b
22023,28.55%, 60.90%,32.36,6.74%, 5.30%,9b1152
22025,50.71%, 73.15%,24.83,2.02%, 2.02%,ba053f
22027,35.12%, 64.08%,28.960000000000008,6.96%, 5.88%,a31149
22029,33.87%, 64.37%,30.5,5.13%, 3.35%,a40d4d
22031,19.87%, 56.16%,36.290000000000006,7.55%, 6.35%,8f135c
22033,36.04%, 65.37%,29.319999999999993,5.31%, 4.42%,a60d4a
22035,2.09%, 48.40%,46.3,5.300000000000001%, 4.07%,7b0d76
22037,9.56%, 48.98%,41.730000000000004,9.29%, 9.29%,7c176a
22039,28.30%, 60.03%,31.72,8.25%, 6.49%,991550
22041,54.87%, 73.76%,18.89,7.35%, 5.46%,bc1230
22043,58.39%, 76.51%,18.129999999999995,5.359999999999999%, 3.69%,c30d2e
22045,37.17%, 65.84%,28.67,5.49%, 3.86%,a70d49
22047,3.80%, 46.92%,43.11,9.969999999999999%, 8.52%,77196d
22049,45.07%, 69.96%,24.89,5.15%, 3.50%,b20d3f
22051,53.38%, 73.99%,20.60000000000001,5.41%, 4.24%,bc0d34
22053,37.46%, 65.96%,28.510000000000005,5.529999999999999%, 4.38%,a80e48
22055,42.77%, 69.10%,26.330000000000013,4.57%, 3.33%,b00b43
22057,39.65%, 67.20%,27.549999999999997,5.25%, 3.49%,ab0d46
22059,67.76%, 81.51%,15.759999999999991,2.73%, 2.73%,cf0628
22061,42.57%, 69.15%,26.58,4.27%, 3.34%,b00a43
22063,54.45%, 72.96%,18.52000000000001,8.52%, 6.55%,ba152f
22065,3.48%, 49.22%,45.74,5.04%, 3.82%,7d0c74
22067,39.62%, 66.94%,27.310000000000002,5.75%, 4.61%,aa0e45
22069,35.31%, 64.74%,29.439999999999998,5.82%, 4.36%,a50e4b
22071,16.90%, 54.55%,37.650000000000006,7.8%, 6.08%,8b1360
22073,53.93%, 74.74%,20.80000000000001,4.46%, 3.12%,be0b35
22075,70.58%, 83.05%,12.469999999999999,4.48%, 3.31%,d30b1f
22077,0.86%, 46.58%,45.72,7.7%, 6.42%,761374
22079,43.37%, 69.68%,26.319999999999993,4.0%, 3.48%,b10a43
22081,37.84%, 65.95%,28.120000000000005,5.93%, 5.17%,a80f47
22083,48.84%, 70.80%,24.120000000000005,5.08%, 5.08%,b40c3d
22085,53.94%, 73.88%,22.05000000000001,4.07%, 4.07%,bc0a38
22087,61.39%, 77.69%,16.299999999999997,6.01%, 4.32%,c60f29
22089,29.62%, 60.42%,33.05,6.53%, 6.53%,9a1054
22091,18.09%, 52.00%,36.35,11.65%, 11.65%,841d5c
22093,7.61%, 49.47%,41.85,8.68%, 7.17%,7e166a
22095,10.02%, 49.75%,39.730000000000004,10.52%, 8.59%,7e1a65
22097,23.19%, 57.01%,33.81,9.18%, 7.80%,911756
22099,30.67%, 62.00%,31.33,6.67%, 4.81%,9e114f
22101,41.14%, 68.44%,27.310000000000002,4.25%, 3.13%,ae0a45
22103,55.17%, 74.13%,18.960000000000008,6.91%, 5.56%,bd1130
22105,34.57%, 62.89%,28.319999999999993,8.79%, 7.08%,a01648
22107,4.70%, 50.47%,45.76,3.77%, 2.95%,800974
22109,48.68%, 71.70%,23.019999999999996,5.28%, 3.73%,b60d3a
22111,46.40%, 70.20%,23.789999999999992,6.01%, 4.03%,b30f3c
22113,37.50%, 66.39%,28.870000000000005,4.74%, 3.32%,a90c49
22115,60.85%, 77.62%,16.769999999999996,5.609999999999999%, 3.80%,c50e2a
22117,42.76%, 66.92%,24.17,8.91%, 7.34%,aa163d
22119,48.34%, 71.50%,23.150000000000006,5.3500000000000005%, 4.49%,b60d3b
22121,15.72%, 53.14%,37.41,9.45%, 7.93%,87185f
22123,62.53%, 77.24%,17.24000000000001,5.52%, 5.52%,c40e2b
22125,3.28%, 42.13%,45.41,12.459999999999999%, 10.86%,6b1f73
22127,45.63%, 70.40%,24.75999999999999,4.84%, 3.41%,b30c3f
23001,0.26%, 49.86%,50.12,0.02%,0,7f007f
23003,24.80%, 62.37%,37.56,0.07%,0,9f005f
23005,21.20%, 60.59%,39.379999999999995,0.03%,0,9a0064
23007,33.15%, 66.50%,33.34,0.16%,0,a90055
23009,47.85%, 73.90%,26.059999999999988,0.04%,0,bc0042
23011,20.08%, 59.99%,39.91,0.1%,0,980065
23013,40.38%, 70.19%,29.810000000000002,0.0%,0,b2004c
23015,44.60%, 72.28%,27.679999999999993,0.04%,0,b80046
23017,28.97%, 64.36%,35.379999999999995,0.26%,0,a4005a
23019,23.87%, 61.92%,38.059999999999995,0.02%,0,9d0061
23021,29.41%, 64.70%,35.28999999999999,0.01%,0,a40059
23023,30.83%, 65.35%,34.52000000000001,0.13%,0,a60058
23025,25.98%, 62.97%,37.0,0.03%,0,a0005e
23027,37.56%, 68.78%,31.209999999999994,0.01%,0,af004f
23029,35.23%, 67.57%,32.33000000000001,0.1%,0,ac0052
23031,15.09%, 57.53%,42.43,0.04%,0,92006c
24001,30.83%, 64.55%,33.72,1.73%,0,a40455
24003,45.97%, 72.26%,26.28,1.46%,0,b80343
24005,42.20%, 70.30%,28.090000000000003,1.61%,0,b30447
24009,28.25%, 63.43%,35.18000000000001,1.39%,0,a10359
24011,46.37%, 72.71%,26.35000000000001,0.94%,0,b90243
24013,57.04%, 77.25%,20.209999999999994,2.54%, 2.54%,c40633
24015,43.75%, 70.82%,27.080000000000013,2.1%, 2.10%,b40545
24017,35.97%, 67.34%,31.36,1.3%,0,ab034f
24019,51.62%, 74.97%,23.349999999999994,1.68%,0,bf043b
24021,40.74%, 69.48%,28.739999999999995,1.78%,0,b10449
24023,55.49%, 76.60%,21.11,2.29%, 2.29%,c30535
24025,47.73%, 73.16%,25.42,1.42%,0,ba0340
24027,28.36%, 63.55%,35.19,1.26%,0,a20359
24029,29.79%, 64.36%,34.57000000000001,1.07%,0,a40258
24031,13.95%, 56.50%,42.55,0.95%,0,90026c
24033,18.27%, 58.55%,40.28,1.17%,0,950266
24035,42.91%, 70.45%,27.539999999999992,2.01%, 2.01%,b30546
24037,36.18%, 67.55%,31.38000000000001,1.07%,0,ac0250
24039,35.76%, 67.33%,31.570000000000007,1.1%,0,ab0250
24041,50.11%, 74.73%,24.61999999999999,0.65%,0,be013e
24043,40.57%, 69.27%,28.689999999999998,2.04%, 2.04%,b00549
24045,40.42%, 69.71%,29.28,1.01%,0,b1024a
24047,51.08%, 75.22%,24.129999999999995,0.65%,0,bf013d
24510,8.25%, 45.15%,53.4,1.45%,0,730388
25001,23.05%, 61.14%,38.08,0.78%,0,9b0161
25003,7.56%, 45.83%,53.4,0.77%,0,740188
25005,9.95%, 44.71%,54.65,0.64%,0,72018b
25007,7.17%, 53.32%,46.15,0.53%,0,870175
25009,6.49%, 46.46%,52.96,0.58%,0,760187
25011,14.58%, 56.92%,42.35,0.73%,0,91016b
25013,4.82%, 47.31%,52.129999999999995,0.56%,0,780184
25015,7.54%, 45.72%,53.25,1.03%,0,740287
25017,12.35%, 43.56%,55.91,0.53%,0,6f018e
25019,19.58%, 59.58%,40.0,0.42%,0,970166
25021,5.67%, 46.89%,52.57,0.54%,0,770186
25023,4.75%, 52.07%,47.33,0.6%,0,840178
25025,32.03%, 33.73%,65.76,0.51%,0,5601a7
25027,6.07%, 46.70%,52.779999999999994,0.52%,0,770186
26001,33.55%, 65.91%,32.36,1.73%,0,a80452
26003,5.98%, 52.48%,46.49,1.03%,0,850276
26005,39.15%, 68.47%,29.320000000000007,2.21%, 2.06%,ae054a
26007,11.91%, 55.05%,43.14,1.81%,0,8c046e
26009,32.92%, 64.77%,31.840000000000003,3.39%, 3.18%,a50851
26011,16.84%, 57.43%,40.59,1.98%,0,920567
26013,11.19%, 54.93%,43.74,1.33%,0,8c036f
26015,30.24%, 64.02%,33.790000000000006,2.19%, 2.09%,a30556
26017,3.00%, 50.08%,47.07,2.85%, 2.72%,7f0778
26019,33.94%, 66.26%,32.30999999999999,1.43%,0,a80352
26021,38.77%, 68.26%,29.5,2.2399999999999998%, 2.11%,ae054b
26023,25.88%, 62.01%,36.13,1.86%,0,9e045c
26025,18.59%, 58.27%,39.68,2.05%,0,940565
26027,34.54%, 66.31%,31.769999999999996,1.92%,0,a90451
26029,22.08%, 59.04%,36.96,4.0%, 3.93%,960a5e
26031,20.15%, 59.11%,38.96,1.93%,0,960463
26033,19.18%, 59.03%,39.839999999999996,1.13%,0,960265
26035,28.16%, 62.99%,34.84,2.17%, 2.06%,a00558
26037,38.51%, 68.38%,29.86,1.76%,0,ae044c
26039,25.71%, 61.98%,36.27,1.75%,0,9e045c
26041,2.24%, 48.14%,50.37,1.49%,0,7a0380
26043,5.55%, 51.12%,45.57,3.31%, 3.23%,820874
26045,38.33%, 68.47%,30.150000000000006,1.38%,0,ae034c
26047,25.84%, 61.91%,36.080000000000005,2.01%,0,9d055c
26049,7.30%, 52.78%,45.49,1.73%,0,860473
26051,26.10%, 61.94%,35.83,2.23%, 2.19%,9d055b
26053,6.00%, 52.26%,46.25,1.49%,0,850375
26055,31.84%, 64.81%,32.980000000000004,2.21%, 2.11%,a50554
26057,38.22%, 68.41%,30.180000000000007,1.41%,0,ae034c
26059,39.42%, 68.64%,29.209999999999994,2.15%, 2.05%,af054a
26061,17.00%, 58.07%,41.06,0.87%,0,940268
26063,36.83%, 67.36%,30.53,2.11%, 2.00%,ab054d
26065,8.39%, 53.60%,45.21,1.19%,0,880373
26067,26.75%, 62.57%,35.83,1.6%,0,9f045b
