statecounty,margin,bush,clinton,perot
21189,32.41%, 61.36%, 28.95%, 8.92%
21191,1.50%, 38.77%, 37.27%, 23.26%
21193,20.58%, 34.11%, 54.69%, 10.81%
21195,32.57%, 29.24%, 61.81%, 8.70%
21197,10.20%, 35.89%, 46.08%, 17.34%
21199,30.69%, 58.84%, 28.15%, 12.61%
21201,11.64%, 34.81%, 46.46%, 17.99%
21203,43.76%, 67.12%, 23.36%, 9.11%
21205,14.97%, 33.94%, 48.91%, 16.66%
21207,36.94%, 63.71%, 26.77%, 9.24%
21209,1.84%, 41.09%, 39.24%, 19.41%
21211,1.46%, 43.56%, 42.11%, 13.89%
21213,9.49%, 39.04%, 48.53%, 12.12%
21215,2.46%, 41.21%, 43.67%, 14.71%
21217,8.98%, 48.42%, 39.44%, 11.70%
21219,3.97%, 40.24%, 44.22%, 14.56%
21221,12.73%, 37.49%, 50.22%, 11.80%
21223,23.72%, 29.99%, 53.71%, 15.70%
21225,29.97%, 27.97%, 57.94%, 13.84%
21227,10.77%, 49.33%, 38.56%, 11.82%
21229,1.92%, 44.69%, 42.77%, 11.54%
21231,13.77%, 52.44%, 38.67%, 8.61%
21233,34.81%, 24.85%, 59.66%, 15.08%
21235,11.49%, 49.30%, 37.81%, 12.60%
21237,36.40%, 25.97%, 62.37%, 11.07%
21239,9.52%, 45.75%, 36.23%, 17.59%
22001,13.27%, 36.70%, 49.97%, 12.80%
22003,25.53%, 30.64%, 56.16%, 12.43%
22005,9.95%, 37.03%, 46.98%, 15.48%
22007,25.94%, 28.01%, 53.95%, 12.99%
22009,23.23%, 29.31%, 52.55%, 12.93%
22011,0.65%, 40.79%, 40.13%, 16.76%
22013,20.01%, 32.45%, 52.46%, 11.19%
22015,13.16%, 47.64%, 34.49%, 14.83%
22017,4.94%, 41.55%, 46.49%, 11.52%
22019,12.49%, 35.57%, 48.05%, 15.72%
22021,6.60%, 37.40%, 44.00%, 13.94%
22023,15.12%, 30.64%, 45.76%, 22.94%
22025,10.86%, 36.12%, 46.97%, 14.13%
22027,9.49%, 37.15%, 46.64%, 13.24%
22029,11.59%, 35.23%, 46.82%, 14.40%
22031,18.40%, 33.06%, 51.46%, 12.32%
22033,7.47%, 48.64%, 41.17%, 9.66%
22035,20.53%, 33.84%, 54.37%, 8.39%
22037,16.21%, 35.63%, 51.84%, 11.80%
22039,20.87%, 31.43%, 52.30%, 12.97%
22041,2.47%, 40.29%, 42.75%, 13.58%
22043,1.17%, 40.80%, 39.63%, 14.90%
22045,3.72%, 38.99%, 42.71%, 14.21%
22047,19.28%, 33.42%, 52.70%, 9.89%
22049,3.94%, 40.60%, 44.54%, 11.66%
22051,19.35%, 53.73%, 34.38%, 11.38%
22053,18.13%, 32.61%, 50.74%, 16.05%
22055,5.33%, 45.16%, 39.83%, 12.71%
22057,9.65%, 35.75%, 45.40%, 14.24%
22059,10.10%, 45.63%, 35.53%, 14.77%
22061,0.09%, 43.60%, 43.51%, 10.57%
22063,10.53%, 47.13%, 36.60%, 15.82%
22065,20.98%, 33.33%, 54.31%, 9.19%
22067,4.82%, 39.84%, 44.66%, 12.83%
22069,8.66%, 38.53%, 47.19%, 10.87%
22071,41.17%, 26.36%, 67.53%, 5.52%
22073,11.97%, 48.85%, 36.87%, 11.70%
22075,4.89%, 44.58%, 39.68%, 15.36%
22077,26.05%, 31.47%, 57.52%, 10.22%
22079,3.68%, 43.91%, 40.23%, 12.72%
22081,15.19%, 35.24%, 50.43%, 12.09%
22083,1.15%, 42.77%, 41.63%, 11.84%
22085,6.28%, 38.36%, 44.64%, 13.04%
22087,11.62%, 48.97%, 37.36%, 13.08%
22089,1.67%, 43.87%, 42.20%, 12.42%
22091,33.84%, 26.97%, 60.80%, 10.48%
22093,29.23%, 29.85%, 59.08%, 8.88%
22095,12.59%, 37.70%, 50.29%, 10.77%
22097,23.09%, 32.27%, 55.37%, 11.59%
22099,26.16%, 28.93%, 55.09%, 12.60%
22101,7.92%, 37.51%, 45.43%, 13.90%
22103,27.05%, 56.54%, 29.49%, 13.46%
22105,3.11%, 41.26%, 44.37%, 13.47%
22107,15.71%, 35.30%, 51.01%, 10.81%
22109,3.86%, 42.30%, 38.44%, 15.88%
22111,4.26%, 44.04%, 39.78%, 12.01%
22113,22.44%, 30.12%, 52.57%, 13.34%
22115,0.63%, 40.04%, 40.66%, 15.66%
22117,9.96%, 38.54%, 48.50%, 12.28%
22119,9.53%, 36.36%, 45.88%, 14.39%
22121,16.13%, 35.30%, 51.43%, 12.52%
22123,0.27%, 40.66%, 40.39%, 15.06%
22125,18.91%, 34.32%, 53.22%, 11.80%
22127,8.01%, 38.84%, 46.85%, 11.17%
23001,6.76%, 25.70%, 40.34%, 33.58%
23003,8.48%, 32.16%, 40.64%, 26.89%
23005,10.62%, 32.33%, 42.95%, 24.34%
23007,9.83%, 27.89%, 40.79%, 30.96%
23009,0.91%, 30.05%, 35.15%, 34.25%
23011,5.77%, 26.81%, 39.31%, 33.54%
23013,6.50%, 31.03%, 37.52%, 30.99%
23015,1.62%, 33.65%, 35.27%, 30.51%
23017,4.72%, 27.91%, 38.16%, 33.43%
23019,3.79%, 30.11%, 36.65%, 32.86%
23021,3.64%, 29.61%, 33.13%, 36.77%
23023,4.92%, 31.96%, 36.88%, 30.82%
23025,3.86%, 25.66%, 35.10%, 38.95%
23027,1.24%, 28.29%, 34.93%, 36.17%
23029,2.20%, 30.92%, 35.37%, 33.18%
23031,3.45%, 34.09%, 37.55%, 27.94%
24001,7.72%, 45.31%, 37.59%, 16.61%
24003,6.92%, 43.89%, 36.97%, 18.96%
24005,5.19%, 39.21%, 44.40%, 16.01%
24009,6.05%, 43.12%, 37.07%, 19.35%
24011,12.22%, 45.58%, 33.36%, 20.44%
24013,23.59%, 51.71%, 28.12%, 19.96%
24015,2.02%, 39.47%, 37.45%, 22.38%
24017,7.27%, 44.97%, 37.70%, 16.91%
24019,9.14%, 45.03%, 35.89%, 18.34%
24021,14.60%, 48.37%, 33.77%, 17.58%
24023,27.01%, 54.01%, 26.99%, 18.78%
24025,11.38%, 45.05%, 33.67%, 21.07%
24027,6.18%, 38.67%, 44.85%, 16.21%
24029,0.01%, 40.56%, 40.55%, 18.50%
24031,22.08%, 33.01%, 55.09%, 11.57%
24033,41.16%, 24.51%, 65.67%, 9.09%
24035,14.89%, 47.05%, 32.16%, 20.38%
24037,10.18%, 45.78%, 35.60%, 18.14%
24039,3.02%, 43.47%, 40.45%, 15.50%
24041,15.55%, 49.42%, 33.86%, 16.29%
24043,11.86%, 47.56%, 35.70%, 16.31%
24045,6.87%, 44.79%, 37.93%, 16.98%
24047,7.23%, 43.70%, 36.48%, 19.66%
24510,59.17%, 16.62%, 75.79%, 7.09%
25001,11.67%, 31.12%, 42.79%, 25.44%
25003,31.08%, 21.74%, 54.40%, 23.32%
25005,21.99%, 24.73%, 48.36%, 26.37%
25007,31.25%, 23.16%, 54.41%, 21.73%
25009,11.91%, 31.71%, 43.62%, 24.03%
25011,21.22%, 24.26%, 48.14%, 26.91%
25013,16.68%, 29.01%, 45.69%, 24.79%
25015,31.25%, 22.40%, 54.06%, 22.81%
25017,21.80%, 28.10%, 49.89%, 21.30%
25019,20.85%, 27.47%, 48.32%, 23.46%
25021,14.57%, 31.84%, 46.41%, 21.22%
25023,4.64%, 33.47%, 38.11%, 27.87%
25025,37.19%, 23.43%, 60.62%, 15.01%
25027,11.44%, 32.30%, 43.74%, 23.45%
26001,2.35%, 38.88%, 41.24%, 19.33%
26003,14.73%, 32.19%, 46.91%, 20.59%
26005,15.32%, 46.72%, 31.40%, 21.41%
26007,13.38%, 32.37%, 45.75%, 21.47%
26009,5.53%, 39.88%, 34.34%, 25.30%
26011,12.68%, 32.33%, 45.02%, 22.31%
26013,14.74%, 31.96%, 46.69%, 20.77%
26015,3.40%, 38.57%, 35.17%, 25.62%
26017,18.60%, 30.14%, 48.74%, 20.71%
26019,4.04%, 35.58%, 39.62%, 24.18%
26021,4.90%, 42.02%, 37.12%, 20.19%
26023,0.76%, 36.02%, 35.26%, 28.22%
26025,9.80%, 33.71%, 43.51%, 22.24%
26027,3.23%, 36.44%, 39.67%, 23.45%
26029,0.40%, 34.85%, 35.25%, 29.15%
26031,5.48%, 35.57%, 41.04%, 22.97%
26033,0.21%, 40.02%, 39.82%, 19.83%
26035,11.76%, 32.20%, 43.95%, 23.12%
26037,6.92%, 40.27%, 33.34%, 25.96%
26039,1.00%, 37.01%, 38.01%, 24.34%
26041,13.14%, 33.55%, 46.69%, 19.40%
26043,10.87%, 32.79%, 43.66%, 23.19%
26045,4.00%, 38.99%, 34.99%, 25.50%
26047,8.06%, 40.15%, 32.08%, 27.03%
26049,28.66%, 23.92%, 52.58%, 23.13%
26051,7.80%, 33.56%, 41.36%, 24.58%
26053,21.18%, 30.76%, 51.95%, 16.73%
26055,7.20%, 39.55%, 32.35%, 27.55%
26057,3.79%, 39.55%, 35.76%, 24.35%
26059,13.05%, 42.36%, 29.31%, 27.77%
26061,6.48%, 36.74%, 43.22%, 19.41%
26063,2.81%, 39.03%, 36.21%, 24.43%
26065,13.21%, 32.83%, 46.04%, 20.69%
26067,3.21%, 38.35%, 35.14%, 26.07%
26069,3.39%, 36.41%, 39.79%, 23.21%
26071,23.96%, 28.16%, 52.11%, 19.20%
26073,4.89%, 34.97%, 39.86%, 24.66%
26075,2.69%, 39.33%, 36.64%, 23.50%
26077,5.33%, 36.62%, 41.95%, 20.86%
26079,1.93%, 33.82%, 35.75%, 29.80%
26081,13.60%, 47.53%, 33.93%, 18.02%
26083,17.39%, 32.23%, 49.62%, 18.07%
26085,25.45%, 26.26%, 51.72%, 21.58%
26087,0.98%, 35.13%, 34.15%, 30.05%
26089,5.38%, 39.20%, 33.82%, 26.36%
26091,2.80%, 36.32%, 39.12%, 24.18%
26093,15.69%, 44.61%, 28.92%, 25.87%
26095,0.54%, 36.80%, 37.34%, 25.36%
26097,0.25%, 38.11%, 38.36%, 23.07%
26099,4.89%, 42.32%, 37.43%, 19.46%
26101,14.61%, 29.96%, 44.57%, 25.09%
26103,20.15%, 30.56%, 50.71%, 18.24%
26105,2.09%, 39.00%, 36.91%, 23.67%
26107,0.32%, 38.19%, 38.50%, 22.81%
26109,5.09%, 36.05%, 41.14%, 22.44%
26111,7.16%, 41.81%, 34.65%, 23.16%
26113,15.45%, 46.70%, 31.25%, 21.56%
26115,7.97%, 34.30%, 42.28%, 22.96%
26117,1.36%, 36.96%, 38.32%, 24.16%
26119,2.28%, 37.45%, 39.72%, 22.48%
26121,12.16%, 33.04%, 45.19%, 21.22%
26123,4.90%, 40.93%, 36.03%, 22.64%
26125,4.94%, 43.57%, 38.64%, 17.08%
26127,0.93%, 37.36%, 36.43%, 25.70%
26129,11.83%, 32.17%, 44.01%, 23.25%
26131,20.82%, 30.83%, 51.65%, 16.97%
26133,0.82%, 38.46%, 37.64%, 23.45%
26135,2.92%, 41.32%, 38.40%, 19.71%
26137,2.87%, 36.85%, 33.99%, 28.62%
26139,36.05%, 59.10%, 23.05%, 17.52%
26141,12.39%, 32.65%, 45.04%, 21.95%
26143,8.94%, 34.73%, 43.67%, 21.25%
26145,12.09%, 33.13%, 45.22%, 21.18%
26147,1.68%, 36.67%, 34.99%, 27.72%
26149,8.42%, 41.03%, 32.61%, 25.90%
26151,10.78%, 42.07%, 31.28%, 26.09%
26153,21.46%, 30.35%, 51.80%, 17.46%
26155,5.25%, 33.78%, 39.03%, 26.67%
26157,2.04%, 35.01%, 37.05%, 27.43%
26159,6.97%, 34.25%, 41.23%, 23.99%
26161,23.23%, 30.11%, 53.34%, 15.92%
26163,33.43%, 26.96%, 60.39%, 12.12%
26165,1.57%, 37.34%, 38.92%, 23.24%
27001,16.52%, 28.46%, 44.98%, 25.81%
27003,11.66%, 30.35%, 42.01%, 27.03%
27005,3.44%, 39.63%, 36.18%, 23.63%
27007,12.55%, 32.55%, 45.10%, 21.72%
27009,0.72%, 35.16%, 35.88%, 28.17%
27011,16.32%, 30.76%, 47.08%, 21.64%
27013,9.76%, 31.65%, 41.41%, 26.21%
27015,8.16%, 39.57%, 31.41%, 28.23%
27017,25.86%, 26.60%, 52.46%, 20.38%
27019,6.96%, 38.34%, 31.38%, 29.85%
27021,5.12%, 35.06%, 40.18%, 24.10%
27023,11.88%, 32.39%, 44.26%, 22.74%
27025,11.56%, 28.11%, 41.34%, 29.78%
27027,0.76%, 41.17%, 41.93%, 16.33%
27029,7.24%, 34.99%, 42.23%, 22.38%
27031,4.85%, 33.54%, 38.39%, 26.89%
27033,1.49%, 37.30%, 35.81%, 26.30%
27035,0.88%, 37.13%, 36.25%, 25.95%
27037,7.22%, 33.30%, 40.53%, 25.62%
27039,5.38%, 38.25%, 32.87%, 27.99%
27041,6.96%, 40.08%, 33.12%, 26.09%
27043,1.09%, 37.60%, 36.51%, 25.39%
27045,3.70%, 33.62%, 37.31%, 28.25%
27047,14.99%, 28.57%, 43.56%, 27.38%
27049,2.80%, 34.45%, 37.25%, 27.25%
27051,9.82%, 32.76%, 42.58%, 24.14%
27053,16.89%, 30.61%, 47.50%, 21.08%
27055,1.04%, 36.87%, 35.82%, 25.81%
27057,1.57%, 37.57%, 39.14%, 22.69%
27059,10.46%, 29.84%, 40.30%, 29.16%
27061,17.61%, 28.56%, 46.17%, 24.70%
27063,9.01%, 29.17%, 39.68%, 30.68%
27065,10.43%, 29.83%, 40.27%, 29.20%
27067,5.75%, 34.51%, 40.26%, 24.77%
27069,7.00%, 36.80%, 43.80%, 18.70%
27071,19.84%, 26.18%, 46.54%, 26.70%
27073,18.26%, 28.88%, 47.14%, 23.41%
27075,30.67%, 23.05%, 53.72%, 22.61%
27077,1.46%, 34.67%, 36.12%, 28.62%
27079,6.73%, 32.27%, 39.00%, 28.13%
27081,12.95%, 29.81%, 42.77%, 26.60%
27083,0.89%, 37.25%, 36.36%, 25.80%
27085,3.19%, 35.33%, 32.05%, 32.14%
27087,7.58%, 35.75%, 43.32%, 20.22%
27089,2.98%, 36.81%, 39.79%, 22.51%
27091,3.61%, 38.23%, 34.62%, 26.61%
27093,3.45%, 33.18%, 36.63%, 29.60%
27095,9.11%, 30.74%, 39.85%, 28.57%
27097,3.81%, 34.88%, 38.69%, 25.69%
27099,23.69%, 25.47%, 49.16%, 24.75%
27101,7.37%, 30.87%, 38.23%, 30.46%
27103,6.41%, 33.85%, 40.26%, 25.26%
27105,2.09%, 35.73%, 37.82%, 26.04%
27107,5.90%, 37.39%, 43.29%, 18.83%
27109,7.70%, 41.30%, 33.60%, 24.37%
27111,7.12%, 41.52%, 34.41%, 23.52%
27113,6.65%, 33.89%, 40.54%, 25.13%
27115,18.28%, 26.27%, 45.58%, 27.30%
27117,3.48%, 37.78%, 34.29%, 27.64%
27119,0.22%, 38.95%, 39.17%, 21.27%
27121,12.28%, 31.59%, 43.87%, 23.28%
27123,24.90%, 27.08%, 51.97%, 20.15%
27125,14.95%, 31.39%, 46.34%, 21.44%
27127,7.49%, 38.24%, 30.74%, 30.41%
27129,6.30%, 31.97%, 38.27%, 29.13%
27131,16.14%, 29.09%, 45.24%, 25.12%
27133,1.11%, 38.68%, 37.58%, 23.30%
27135,6.04%, 38.31%, 32.27%, 28.88%
27137,34.22%, 22.59%, 56.81%, 19.95%
27139,0.90%, 33.95%, 34.84%, 30.67%
27141,2.31%, 33.60%, 35.91%, 29.92%
27143,0.19%, 32.22%, 33.70%, 33.50%
27145,1.77%, 37.92%, 36.15%, 25.00%
27147,5.14%, 37.77%, 32.63%, 28.77%
27149,4.07%, 38.33%, 42.40%, 18.67%
27151,22.98%, 26.76%, 49.74%, 22.68%
27153,0.62%, 35.93%, 36.55%, 26.80%
27155,8.53%, 33.86%, 42.39%, 23.43%
27157,3.32%, 33.25%, 36.57%, 29.48%
27159,2.38%, 38.95%, 36.57%, 23.99%
27161,0.31%, 34.62%, 34.93%, 29.10%
27163,10.82%, 31.07%, 41.90%, 26.42%
27165,4.11%, 33.54%, 37.65%, 28.22%
27167,14.36%, 46.32%, 31.97%, 21.31%
27169,4.58%, 35.02%, 39.59%, 24.44%
27171,2.32%, 33.13%, 35.45%, 30.80%
27173,11.04%, 30.83%, 41.87%, 26.56%
28001,15.27%, 36.73%, 51.99%, 11.04%
28003,0.88%, 44.21%, 45.08%, 9.54%
28005,0.83%, 45.08%, 45.91%, 8.77%
28007,7.13%, 49.67%, 42.54%, 7.46%
28009,29.05%, 31.68%, 60.73%, 7.41%
28011,28.46%, 33.40%, 61.87%, 4.17%
28013,11.62%, 50.87%, 39.25%, 9.68%
28015,16.63%, 54.96%, 38.33%, 6.49%
28017,1.00%, 44.96%, 45.95%, 8.98%
28019,15.68%, 53.77%, 38.08%, 7.91%
28021,53.65%, 21.19%, 74.84%, 3.65%
28023,28.09%, 60.67%, 32.58%, 6.49%
28025,15.45%, 38.50%, 53.95%, 7.31%
28027,20.47%, 36.85%, 57.33%, 4.63%
28029,2.15%, 48.68%, 46.53%, 4.33%
28031,10.72%, 50.39%, 39.67%, 9.35%
28033,26.37%, 58.40%, 32.03%, 9.32%
28035,18.02%, 54.64%, 36.62%, 8.39%
28037,9.01%, 49.31%, 40.30%, 9.98%
28039,15.68%, 43.55%, 27.87%, 14.04%
28041,16.01%, 51.90%, 35.89%, 12.06%
28043,5.41%, 49.34%, 43.93%, 6.36%
28045,13.18%, 47.78%, 34.61%, 17.13%
28047,20.63%, 52.84%, 32.21%, 14.46%
28049,1.66%, 46.90%, 45.23%, 5.56%
28051,39.87%, 28.17%, 68.04%, 3.38%
28053,20.82%, 36.75%, 57.57%, 5.51%
28055,25.45%, 30.10%, 55.56%, 7.98%
28057,5.82%, 47.54%, 41.72%, 10.54%
28059,27.38%, 56.36%, 28.97%, 14.43%
28061,4.20%, 43.39%, 47.59%, 8.84%
28063,63.43%, 15.96%, 79.39%, 4.43%
28065,13.55%, 39.55%, 53.10%, 6.78%
28067,23.70%, 56.59%, 32.89%, 10.33%
28069,9.47%, 41.96%, 51.43%, 6.37%
28071,0.24%, 46.07%, 45.84%, 7.55%
28073,38.76%, 63.37%, 24.62%, 11.84%
28075,31.34%, 62.25%, 30.91%, 6.04%
28077,1.76%, 44.12%, 42.36%, 12.55%
28079,7.83%, 50.64%, 42.81%, 6.38%
28081,20.09%, 54.36%, 34.27%, 9.07%
28083,8.61%, 42.39%, 51.00%, 4.89%
28085,17.54%, 53.78%, 36.24%, 9.79%
28087,21.01%, 55.80%, 34.79%, 9.11%
28089,14.43%, 54.00%, 39.57%, 6.23%
28091,9.66%, 49.74%, 40.08%, 10.01%
28093,32.50%, 30.75%, 63.24%, 5.51%
28095,8.68%, 49.03%, 40.36%, 10.27%
28097,5.19%, 48.66%, 43.47%, 7.75%
28099,30.32%, 61.09%, 30.77%, 7.91%
28101,38.20%, 65.69%, 27.49%, 6.33%
28103,31.07%, 32.22%, 63.29%, 4.03%
28105,4.98%, 48.50%, 43.52%, 7.48%
28107,12.41%, 40.52%, 52.93%, 6.36%
28109,20.56%, 52.21%, 31.65%, 15.90%
28111,23.28%, 56.39%, 33.10%, 10.26%
28113,2.00%, 43.90%, 45.90%, 10.09%
28115,19.48%, 54.92%, 35.44%, 9.29%
28117,10.93%, 50.63%, 39.70%, 9.16%
28119,23.72%, 35.45%, 59.17%, 5.13%
28121,45.24%, 67.76%, 22.52%, 9.54%
28123,20.57%, 56.47%, 35.90%, 7.41%
28125,18.82%, 36.63%, 55.45%, 5.27%
28127,23.00%, 57.45%, 34.45%, 7.78%
28129,31.50%, 60.49%, 28.99%, 10.02%
28131,20.15%, 54.53%, 34.38%, 10.62%
28133,14.10%, 39.68%, 53.77%, 6.39%
28135,12.49%, 40.11%, 52.59%, 6.89%
28137,8.09%, 50.13%, 42.04%, 7.57%
28139,11.09%, 50.85%, 39.76%, 9.18%
28141,6.40%, 42.03%, 48.44%, 9.30%
28143,33.79%, 30.90%, 64.69%, 4.28%
28145,14.98%, 53.10%, 38.12%, 8.38%
28147,4.22%, 45.72%, 41.49%, 11.92%
28149,9.88%, 49.61%, 39.73%, 10.43%
28151,15.19%, 38.59%, 53.78%, 4.04%
28153,10.41%, 49.78%, 39.37%, 10.59%
28155,20.95%, 55.95%, 35.00%, 8.90%
28157,36.62%, 28.29%, 64.91%, 6.21%
28159,3.99%, 48.07%, 44.08%, 7.67%
28161,8.35%, 41.52%, 49.87%, 8.35%
28163,2.17%, 47.58%, 45.42%, 6.23%
29001,0.86%, 38.92%, 39.77%, 20.90%
29003,0.31%, 35.41%, 35.72%, 28.72%
29005,2.13%, 35.64%, 37.76%, 26.26%
29007,8.76%, 35.65%, 44.41%, 19.70%
29009,6.07%, 43.62%, 37.56%, 18.66%
29011,25.84%, 53.43%, 27.59%, 18.69%
29013,6.39%, 32.33%, 38.72%, 28.78%
29015,9.40%, 34.51%, 43.91%, 21.32%
29017,2.59%, 42.68%, 40.09%, 16.95%
29019,11.70%, 33.52%, 45.22%, 20.80%
29021,14.17%, 30.18%, 44.35%, 25.17%
29023,1.00%, 42.23%, 43.23%, 14.33%
29025,3.97%, 31.94%, 35.91%, 31.64%
29027,6.57%, 34.90%, 41.48%, 23.36%
29029,2.83%, 37.97%, 35.14%, 26.60%
29031,13.61%, 47.48%, 33.87%, 18.34%
29033,6.06%, 32.99%, 39.05%, 27.80%
29035,2.53%, 40.99%, 43.52%, 15.08%
29037,0.34%, 34.61%, 34.26%, 30.82%
29039,0.39%, 39.05%, 38.66%, 21.97%
29041,16.58%, 29.95%, 46.53%, 23.19%
29043,6.88%, 43.29%, 36.41%, 19.96%
29045,21.65%, 28.99%, 50.64%, 20.23%
29047,8.93%, 31.40%, 40.33%, 27.65%
29049,11.87%, 29.06%, 41.32%, 29.45%
29051,16.19%, 48.78%, 32.59%, 18.43%
29053,2.15%, 39.07%, 36.91%, 23.64%
29055,8.16%, 33.76%, 41.92%, 23.88%
29057,6.53%, 42.04%, 35.51%, 22.23%
29059,6.89%, 34.97%, 41.86%, 23.00%
29061,8.95%, 29.66%, 39.58%, 30.63%
29063,7.48%, 31.60%, 39.08%, 28.94%
29065,9.60%, 36.16%, 45.75%, 17.85%
29067,7.65%, 44.35%, 36.71%, 18.66%
29069,19.63%, 35.06%, 54.68%, 10.16%
29071,5.42%, 31.82%, 37.24%, 30.62%
29073,11.65%, 42.47%, 30.82%, 26.40%
29075,6.63%, 34.16%, 40.79%, 24.73%
29077,5.03%, 43.95%, 38.91%, 16.81%
29079,4.29%, 34.26%, 38.55%, 26.88%
29081,0.64%, 37.02%, 37.66%, 25.08%
29083,14.63%, 27.53%, 43.45%, 28.82%
29085,16.51%, 31.03%, 47.54%, 21.29%
29087,4.99%, 39.49%, 34.49%, 25.66%
29089,18.73%, 28.20%, 46.93%, 24.53%
29091,0.98%, 39.60%, 40.57%, 19.58%
29093,26.56%, 27.54%, 54.10%, 18.15%
29095,23.11%, 26.96%, 50.06%, 22.68%
29097,16.35%, 49.04%, 32.69%, 17.95%
29099,16.23%, 28.08%, 44.31%, 27.29%
29101,3.38%, 33.10%, 36.48%, 30.11%
29103,12.64%, 32.01%, 44.65%, 23.12%
29105,8.16%, 42.35%, 34.19%, 23.33%
29107,4.17%, 34.54%, 38.71%, 26.44%
29109,7.31%, 43.50%, 36.20%, 19.94%
29111,16.11%, 32.03%, 48.14%, 19.55%
29113,13.59%, 29.13%, 42.72%, 27.98%
29115,14.75%, 30.56%, 45.31%, 23.68%
29117,1.97%, 34.53%, 36.50%, 28.79%
29119,10.60%, 43.78%, 33.18%, 22.56%
29121,13.09%, 31.49%, 44.58%, 23.69%
29123,16.29%, 32.92%, 49.21%, 17.69%
29125,9.36%, 33.77%, 43.14%, 22.79%
29127,3.34%, 40.41%, 43.76%, 15.62%
29129,11.74%, 33.86%, 45.59%, 20.44%
29131,13.39%, 44.01%, 30.62%, 25.20%
29133,27.27%, 29.45%, 56.73%, 13.65%
29135,9.00%, 42.15%, 33.15%, 24.62%
29137,21.66%, 27.54%, 49.20%, 23.14%
29139,1.67%, 37.11%, 38.79%, 23.80%
29141,1.12%, 36.28%, 37.40%, 26.10%
29143,29.58%, 29.33%, 58.91%, 11.61%
29145,15.24%, 47.64%, 32.40%, 19.30%
29147,6.14%, 33.52%, 39.66%, 26.46%
29149,20.21%, 33.10%, 53.31%, 13.31%
29151,15.21%, 45.84%, 30.63%, 23.43%
29153,4.47%, 41.49%, 37.02%, 21.21%
29155,26.05%, 31.93%, 57.98%, 9.90%
29157,9.38%, 44.19%, 34.82%, 20.66%
29159,9.16%, 41.43%, 32.26%, 25.97%
29161,4.85%, 36.08%, 40.93%, 22.55%
29163,18.46%, 30.74%, 49.20%, 19.96%
29165,5.22%, 31.82%, 37.04%, 30.74%
29167,1.72%, 39.94%, 38.22%, 21.66%
29169,3.20%, 37.98%, 41.18%, 20.59%
29171,12.19%, 45.67%, 33.48%, 20.85%
29173,18.42%, 30.71%, 49.12%, 20.03%
29175,18.86%, 29.63%, 48.49%, 21.67%
29177,19.65%, 26.64%, 46.33%, 26.68%
29179,37.23%, 23.34%, 60.57%, 16.00%
29181,10.00%, 37.33%, 47.33%, 15.21%
29183,1.32%, 36.29%, 34.97%, 28.48%
29185,8.89%, 33.72%, 42.62%, 23.49%
29186,28.23%, 24.94%, 53.17%, 21.68%
29187,18.36%, 31.08%, 49.44%, 19.19%
29189,8.88%, 35.21%, 44.09%, 20.40%
29195,17.98%, 26.44%, 45.67%, 27.69%
29197,8.94%, 34.19%, 43.13%, 22.44%
29199,10.91%, 32.00%, 42.90%, 24.74%
29201,7.19%, 37.95%, 45.14%, 16.74%
29203,23.05%, 30.97%, 54.02%, 14.65%
29205,7.84%, 34.44%, 42.28%, 23.16%
29207,9.03%, 37.44%, 46.47%, 16.06%
29209,8.47%, 43.88%, 35.41%, 20.49%
29211,5.36%, 38.59%, 43.95%, 17.35%
29213,10.59%, 46.05%, 35.46%, 18.14%
29215,11.27%, 34.70%, 45.97%, 19.00%
29217,8.37%, 34.34%, 42.71%, 22.76%
29219,3.00%, 34.10%, 37.11%, 28.54%
29221,25.64%, 26.93%, 52.57%, 20.20%
29223,16.15%, 34.91%, 51.05%, 13.91%
29225,1.99%, 40.99%, 38.99%, 19.81%
29227,8.21%, 34.18%, 42.39%, 23.21%
29229,7.98%, 44.60%, 36.62%, 18.55%
29510,52.18%, 17.26%, 69.44%, 12.80%
30001,13.08%, 41.97%, 26.39%, 28.89%
30003,17.68%, 31.34%, 49.02%, 19.12%
30005,12.61%, 31.88%, 44.48%, 22.95%
30007,17.64%, 45.06%, 26.66%, 27.42%
30009,0.28%, 33.81%, 33.53%, 32.08%
30011,31.69%, 56.86%, 17.62%, 25.17%
30013,6.08%, 34.16%, 40.24%, 25.02%
30015,13.01%, 42.65%, 29.64%, 26.89%
30017,2.44%, 37.52%, 35.07%, 26.82%
30019,2.86%, 36.39%, 33.53%, 29.49%
30021,2.19%, 34.62%, 36.80%, 28.25%
30023,37.33%, 15.79%, 60.24%, 22.91%
30025,17.72%, 45.46%, 27.74%, 26.55%
30027,12.36%, 42.16%, 24.88%, 29.80%
30029,6.22%, 37.24%, 31.02%, 28.99%
30031,5.47%, 38.60%, 33.13%, 26.79%
30033,14.90%, 49.21%, 15.26%, 34.31%
30035,19.75%, 28.27%, 48.02%, 23.06%
30037,7.06%, 38.71%, 28.63%, 31.65%
30039,12.86%, 42.06%, 27.08%, 29.20%
30041,14.97%, 29.79%, 44.77%, 24.96%
30043,2.98%, 36.47%, 33.49%, 27.74%
30045,13.48%, 42.16%, 28.27%, 28.68%
30047,3.24%, 34.08%, 37.32%, 27.27%
30049,6.75%, 35.72%, 42.47%, 21.24%
30051,12.30%, 42.28%, 26.51%, 29.98%
